mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	0	2/2	2	1	f.i{	0	-4.90317	/		f	i		i		i						{	m	1	1	-1, -4, 0		-1.0	-1.0	0	13	0.0	0.0	1.75	0.0
2	1	1/4	3/4	2/2	2	1	i(9#764)	0	-4.9	/		f	i		i(9#764)		i			9#764				m	1	1	-1, -2, -5	1, 4	-1.0	-1.0	0	8	0.0	0.0	1.5	0.0
3	2	0	0	2/2	2	1	i	0	-4.9	/		f	i		i		i							m	1	1	-1, -4, 0		-1.0	-1.0	0	17	0.0	0.0	2.75	0.0
3	2	3/4	3/4	2/2	2	1	V65	0	-4.9	/		f	i		V65		V		65					Mm7	1	1	4, 1, -2, 0		0.0	4.0	0	7	0.0	0.0	1.25	0.0
4	3	0	0	2/2	2	1	i	0	-4.9	/		f	i		i		i							m	1	1	-1, -4, 0		-1.0	-1.0	0	17	0.0	0.0	2.75	0.0
4	3	3/4	3/4	2/2	2	1	i(9#764)	0	-4.9	/		f	i		i(9#764)		i			9#764				m	1	1	-1, -2, -5	1, 4	-1.0	-1.0	0	8	0.0	0.0	1.5	0.0
5	4	0	0	2/2	2	1	i					f	i		i		i							m	1	1	-1, -4, 0		-1.0	-1.0	0	17	0.0	0.0	2.75	0.0
5	4	3/4	3/4	2/2	2	1	V65					f	i		V65		V		65					Mm7	1	1	4, 1, -2, 0		0.0	4.0	0	7	0.0	0.0	1.25	0.0
6	5	0	0	2/2	2	1	i|IAC}					f	i		i		i					IAC	}	m	1	1	-1, -4, 0		-1.0	-1.0	0	10	0.0	0.0	1.5	0.0
6	5	1/2	1/2	2/2	2	1	V65/III{	-0.25048	-3.513	/		f	i		V65/III		V		65		III		{	Mm7	1	1	1, -2, -5, -3		-3.0	1.0	0	5	0.0	0.0	1.5	0.0
7	6	0	0	2/2	2	1	III					f	i		III		III							M	1	1	-4, 0, -3		-4.0	-4.0	0	4	0.0	0.0	1.5	0.0
7	6	1/2	1/2	2/2	2	1	V65/III					f	i		V65/III		V		65		III			Mm7	1	1	1, -2, -5, -3		-3.0	1.0	0	5	0.0	0.0	1.5	0.0
8	7	0	0	2/2	2	1	III					f	i		III		III							M	1	1	-4, 0, -3		-4.0	-4.0	0	4	0.0	0.0	1.5	0.0
8	7	1/2	1/2	2/2	2	1	V65/III					f	i		V65/III		V		65		III			Mm7	1	1	1, -2, -5, -3		-3.0	1.0	0	3	0.0	0.0	1.0	0.0
8	7	3/4	3/4	2/2	2	1	#viio6					f	i		#viio6		#vii	o	6					o	1	1	1, -2, 4		4.0	1.0	0	2	0.0	0.0	0.5	0.0
9	8	0	0	2/2	2	1	i6					f	i		i6		i		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	3	0.0	0.0	0.75	0.0
9	8	1/4	1/4	2/2	2	1	#viio					f	i		#viio		#vii	o						o	1	1	4, 1, -2		4.0	4.0	0	3	0.0	0.0	0.75	0.0
9	8	1/2	1/2	2/2	2	1	i					f	i		i		i							m	1	1	-1, -4, 0		-1.0	-1.0	0	3	0.0	0.0	0.75	0.0
9	8	3/4	3/4	2/2	2	1	It6					f	i		It6	It	vii	o	6	b3	V			It	1	1	-5, -1, 5		5.0	-5.0	0	3	0.0	0.0	0.75	0.0
10	9	0	0	2/2	2	1	V|HC}					f	i		V		V					HC	}	M	1	1	0, 4, 1		0.0	0.0	0	4	0.0	0.0	1.0	0.0
10	9	1/2	1/2	2/2	2	1	V65{					f	i		V65		V		65				{	Mm7	1	1	4, 1, -2, 0		0.0	4.0	0	5	0.0	0.0	1.5	0.0
11	10	0	0	2/2	2	1	i					f	i		i		i							m	1	1	-1, -4, 0		-1.0	-1.0	0	4	0.0	0.0	1.5	0.0
11	10	1/2	1/2	2/2	2	1	V65					f	i		V65		V		65					Mm7	1	1	4, 1, -2, 0		0.0	4.0	0	5	0.0	0.0	1.5	0.0
12	11	0	0	2/2	2	1	i					f	i		i		i							m	1	1	-1, -4, 0		-1.0	-1.0	2	6	0.25	0.1	1.4	0.06666666666666667
12	11	1/2	1/2	2/2	2	1	V65					f	i		V65		V		65					Mm7	1	1	4, 1, -2, 0		0.0	4.0	0	5	0.0	0.0	1.5	0.0
13	12	0	0	2/2	2	1	i					f	i		i		i							m	1	1	-1, -4, 0		-1.0	-1.0	2	7	0.2222222222222222	0.25	2.0	0.1111111111111111
13	12	3/4	3/4	2/2	2	1	v.V65/V	-1	-6	/		f	v		V65/V		V		65		V			Mm7	1	1	6, 3, 0, 2		2.0	6.0	0	4	0.0	0.0	0.75	0.0
14	13	0	0	2/2	2	1	V|HC}					f	v		V		V					HC	}	M	1	1	1, 5, 2		1.0	1.0	0	14	0.0	0.0	2.0	0.0
14	13	3/4	3/4	2/2	2	1	V(#9#764)	0	-4.9	/		f	v		V(#9#764)		V			#9#764				M	1	1	1, 0, -3	3, 6	1.0	1.0	0	8	0.0	0.0	1.5	0.0
15	14	0	0	2/2	2	1	V					f	v		V		V							M	1	1	1, 5, 2		1.0	1.0	0	41	0.0	0.0	6.75	0.0
16	15	3/4	3/4	2/2	2	1	V(#9#764)	0	-4.9	/		f	v		V(#9#764)		V			#9#764				M	1	1	1, 0, -3	3, 6	1.0	1.0	0	8	0.0	0.0	1.5	0.0
17	16	0	0	2/2	2	1	V					f	v		V		V							M	1	1	1, 5, 2		1.0	1.0	0	34	0.0	0.0	5.5	0.0
18	17	1/2	1/2	2/2	2	1	V7|HC}					f	v		V7		V		7			HC	}	Mm7	1	1	1, 5, 2, -1		1.0	1.0	10	73	0.12048192771084337	0.8333333333333334	11.083333333333334	0.06993006993006992
23	22	0	0	2/2	2	1	i{					f	v		i		i						{	m	1	1	0, -3, 1		0.0	0.0	0	3	0.0	0.0	0.4166666666666667	0.0
