mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
9	9	0	0	4/4	2	2	I.V[V65		A	I	V	V65		V		65					Mm7	0	0	8, 5, 2, 4		4.0	8.0	1	4	0.2	0.125	1.75	0.06666666666666667
9	9	1/2	1/2	4/4	2	2	I		A	I	V	I		I							M	0	0	3, 7, 4		3.0	3.0	1	4	0.2	0.125	1.25	0.09090909090909091
10	10	0	0	4/4	2	2	V]		A	I	V	V		V							M	0	0	4, 8, 5		4.0	4.0	3	9	0.25	0.375	2.875	0.11538461538461539
11	11	0	0	4/4	2	1	V[V2		A	I	V	V2		V		2					Mm7	0	0	2, 4, 8, 5		4.0	2.0	1	5	0.16666666666666666	0.125	2.25	0.05263157894736842
11	11	1/2	1/2	4/4	2	1	I6		A	I	V	I6		I		6					M	0	0	7, 4, 3		3.0	7.0	0	3	0.0	0.0	0.875	0.0
11	11	3/4	3/4	4/4	2	1	vii%65/V		A	I	V	vii%65/V		vii	%	65		V			%7	0	0	6, 3, 7, 9		9.0	6.0	0	3	0.0	0.0	0.5	0.0
12	12	0	0	4/4	2	1	V]|HC}		A	I	V	V		V					HC	}	M	0	0	4, 8, 5		4.0	4.0	4	8	0.3333333333333333	0.5	1.5	0.25
13	13	0	0	4/4	2	1	I{		A	I		I		I						{	M	0	0	3, 7, 4		3.0	3.0	0	18	0.0	0.0	1.875	0.0
14	14	0	0	4/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	5, 2, 4, 8		4.0	5.0	0	9	0.0	0.0	1.4375	0.0
14	14	3/4	3/4	4/4	2	1	I6		A	I		I6		I		6					M	0	0	7, 4, 3		3.0	7.0	0	3	0.0	0.0	0.5	0.0
15	15	0	0	4/4	2	1	ii6		A	I		ii6		ii		6					m	0	0	2, 6, 5		5.0	2.0	2	7	0.2222222222222222	0.14583333333333334	0.8541666666666666	0.14583333333333334
15	15	1/2	1/2	4/4	2	1	V(64)		A	I		V(64)		V			64				M	0	0	4, 3, 7		4.0	4.0	0	3	0.0	0.0	0.5	0.0
15	15	3/4	3/4	4/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	1	4	0.2	0.125	0.625	0.16666666666666666
16	16	0	0	4/4	2	1	I(974)}		A	I		I(974)		I			974			}	M	0	0	3, 2, 4	5, 8	3.0	3.0	0	6	0.0	0.0	2.125	0.0
16	16	1/2	1/2	4/4	2	1	I|PAC		A	I		I		I					PAC		M	0	0	3, 7, 4		3.0	3.0	3	5	0.375	0.1875	0.5625	0.25
17	17	0	0	4/4	2	1	V6		A	I		V6		V		6					M	0	0	8, 5, 4		4.0	8.0	2	2	0.5	0.125	0.125	0.5
17	17	1/4	1/4	4/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	5, 2, 4, 8		4.0	5.0	2	10	0.16666666666666666	0.125	1.0	0.1111111111111111
18	18	0	0	4/4	2	1	I		A	I		I		I							M	0	0	3, 7, 4		3.0	3.0	2	2	0.5	0.125	0.125	0.5
18	18	1/4	1/4	4/4	2	1	I6		A	I		I6		I		6					M	0	0	7, 4, 3		3.0	7.0	3	9	0.25	0.1875	0.9375	0.16666666666666666
19	19	0	0	4/4	2	1	ii6		A	I		ii6		ii		6					m	0	0	2, 6, 5		5.0	2.0	3	7	0.3	0.1875	0.8125	0.1875
19	19	1/2	1/2	4/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	3	8	0.2727272727272727	0.1875	1.0625	0.15
20	20	0	0	4/4	2	1	I		A	I		I		I							M	0	0	3, 7, 4		3.0	3.0	2	15	0.11764705882352941	0.125	1.125	0.1
21	21	0	0	4/4	2	1	V6		A	I		V6		V		6					M	0	0	8, 5, 4		4.0	8.0	2	2	0.5	0.125	0.125	0.5
21	21	1/4	1/4	4/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	5, 2, 4, 8		4.0	5.0	3	10	0.23076923076923078	0.1875	1.0	0.15789473684210525
22	22	0	0	4/4	2	1	I		A	I		I		I							M	0	0	3, 7, 4		3.0	3.0	2	2	0.5	0.125	0.125	0.5
22	22	1/4	1/4	4/4	2	1	I6		A	I		I6		I		6					M	0	0	7, 4, 3		3.0	7.0	3	9	0.25	0.1875	0.9375	0.16666666666666666
23	23	0	0	4/4	2	1	V.viio6		A	V		viio6		vii	o	6					o	0	0	6, 3, 9		9.0	6.0	3	7	0.3	0.1875	0.8125	0.1875
23	23	1/2	1/2	4/4	2	1	V6		A	V		V6		V		6					M	0	0	9, 6, 5		5.0	9.0	3	7	0.3	0.1875	0.8125	0.1875
24	24	0	0	4/4	2	1	I		A	V		I		I							M	0	0	4, 8, 5		4.0	4.0	1	14	0.06666666666666667	0.0625	1.1875	0.05
24	24	3/4	3/4	4/4	2	1	V43		A	V		V43		V		43					Mm7	0	0	6, 3, 5, 9		5.0	6.0	1	3	0.25	0.0625	0.3125	0.16666666666666666
24	24	7/8	7/8	4/4	2	1	I6		A	V		I6		I		6					M	0	0	8, 5, 4		4.0	8.0	1	3	0.25	0.0625	0.3125	0.16666666666666666
25	25	0	0	4/4	2	1	ii6		A	V		ii6		ii		6					m	0	0	3, 7, 6		6.0	3.0	3	7	0.3	0.1875	0.8125	0.1875
25	25	1/2	1/2	4/4	2	1	V7		A	V		V7		V		7					Mm7	0	0	5, 9, 6, 3		5.0	5.0	3	9	0.25	0.1875	1.3125	0.125
26	26	0	0	4/4	2	1	I|PAC}{		A	V		I		I					PAC	}{	M	0	0	4, 8, 5		4.0	4.0	0	19	0.0	0.0	1.5	0.0
27	27	0	0	4/4	2	1	V2		A	V		V2		V		2					Mm7	0	0	3, 5, 9, 6		5.0	3.0	2	20	0.09090909090909091	0.25	1.75	0.125
28	28	0	0	4/4	2	1	I6		A	V		I6		I		6					M	0	0	8, 5, 4		4.0	8.0	0	5	0.0	0.0	0.5	0.0
28	28	1/4	1/4	4/4	2	1	I		A	V		I		I							M	0	0	4, 8, 5		4.0	4.0	2	16	0.1111111111111111	0.1875	1.3125	0.125
29	29	0	0	4/4	2	1	V2		A	V		V2		V		2					Mm7	0	0	3, 5, 9, 6		5.0	3.0	2	20	0.09090909090909091	0.25	1.75	0.125
30	30	0	0	4/4	2	1	I6		A	V		I6		I		6					M	0	0	8, 5, 4		4.0	8.0	0	5	0.0	0.0	0.5	0.0
30	30	1/4	1/4	4/4	2	1	I		A	V		I		I							M	0	0	4, 8, 5		4.0	4.0	3	19	0.13636363636363635	0.1875	1.3125	0.125
31	31	0	0	4/4	2	1	V2		A	V		V2		V		2					Mm7	0	0	3, 5, 9, 6		5.0	3.0	2	20	0.09090909090909091	0.25	1.75	0.125
32	32	0	0	4/4	2	1	I6		A	V		I6		I		6					M	0	0	8, 5, 4		4.0	8.0	0	9	0.0	0.0	1.0	0.0
32	32	3/8	3/8	4/4	2	1	I.viio		A	I		viio		vii	o						o	0	0	8, 5, 2		8.0	8.0	0	4	0.0	0.0	0.375	0.0
32	32	1/2	1/2	4/4	2	1	V2/IV		A	I		V2/IV		V		2		IV			Mm7	0	0	1, 3, 7, 4		3.0	1.0	0	13	0.0	0.0	1.5	0.0
33	33	0	0	4/4	2	1	IV6(2)		A	I		IV6(2)		IV		6	2				M	0	0	6, 3, 4		2.0	6.0	0	6	0.0	0.0	0.75	0.0
33	33	1/4	1/4	4/4	2	1	IV6		A	I		IV6		IV		6					M	0	0	6, 3, 2		2.0	6.0	0	6	0.0	0.0	0.75	0.0
33	33	1/2	1/2	4/4	2	1	V2/iii		A	I		V2/iii		V		2		iii			Mm7	0	0	6, 8, 12, 9		8.0	6.0	0	10	0.0	0.0	1.0	0.0
34	34	0	0	4/4	2	1	iii6(2)		A	I		iii6(2)		iii		6	2				m	0	0	4, 8, 2		7.0	4.0	2	2	0.5	0.25	0.125	0.6666666666666666
34	34	1/8	1/8	4/4	2	1	iii6		A	I		iii6		iii		6					m	0	0	4, 8, 7		7.0	4.0	0	6	0.0	0.0	0.75	0.0
34	34	3/8	3/8	4/4	2	1	IV/ii		A	I		IV/ii		IV				ii			M	0	0	4, 8, 5		4.0	4.0	0	4	0.0	0.0	0.375	0.0
34	34	1/2	1/2	4/4	2	1	V2/ii		A	I		V2/ii		V		2		ii			Mm7	0	0	4, 6, 10, 7		6.0	4.0	0	13	0.0	0.0	1.5	0.0
35	35	0	0	4/4	2	1	V6(2)/V		A	I		V6(2)/V		V		6	2	V			M	0	0	9, 6, 7		5.0	9.0	0	6	0.0	0.0	0.75	0.0
35	35	1/4	1/4	4/4	2	1	V6/V		A	I		V6/V		V		6		V			M	0	0	9, 6, 5		5.0	9.0	0	6	0.0	0.0	0.75	0.0
35	35	1/2	1/2	4/4	2	1	V2		A	I		V2		V		2					Mm7	0	0	2, 4, 8, 5		4.0	2.0	0	10	0.0	0.0	1.0	0.0
36	36	0	0	4/4	2	1	I6		A	I		I6		I		6					M	0	0	7, 4, 3		3.0	7.0	0	13	0.0	0.0	1.5	0.0
36	36	1/2	1/2	4/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	5, 2, 4, 8		4.0	5.0	0	6	0.0	0.0	0.75	0.0
36	36	3/4	3/4	4/4	2	1	I(74)		A	I		I(74)		I			74				M	0	0	3, 2, 4	8	3.0	3.0	0	2	0.0	0.0	0.125	0.0
36	36	7/8	7/8	4/4	2	1	I		A	I		I		I							M	0	0	3, 7, 4		3.0	3.0	0	4	0.0	0.0	0.375	0.0
37	37	0	0	4/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	3	17	0.15	0.1875	1.5625	0.10714285714285714
38	38	0	0	4/4	2	1	I		A	I		I		I							M	0	0	3, 7, 4		3.0	3.0	0	8	0.0	0.0	1.0	0.0
38	38	1/4	1/4	4/4	2	1	I6		A	I		I6		I		6					M	0	0	7, 4, 3		3.0	7.0	0	6	0.0	0.0	0.75	0.0
38	38	1/2	1/2	4/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	5, 2, 4, 8		4.0	5.0	0	6	0.0	0.0	0.75	0.0
38	38	3/4	3/4	4/4	2	1	I(74)		A	I		I(74)		I			74				M	0	0	3, 2, 4	8	3.0	3.0	0	2	0.0	0.0	0.125	0.0
38	38	7/8	7/8	4/4	2	1	I		A	I		I		I							M	0	0	3, 7, 4		3.0	3.0	0	4	0.0	0.0	0.375	0.0
39	39	0	0	4/4	2	1	V7|HC}		A	I		V7		V		7			HC	}	Mm7	0	0	4, 8, 5, 2		4.0	4.0	8	26	0.23529411764705882	0.5	2.0	0.2
41	41	0	0	4/4	2	1	I{		A	I		I		I						{	M	0	0	3, 7, 4		3.0	3.0	0	20	0.0	0.0	1.5	0.0
42	42	0	0	4/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	5, 2, 4, 8		4.0	5.0	0	12	0.0	0.0	1.9375	0.0
43	43	0	0	4/4	2	1	I		A	I		I		I							M	0	0	3, 7, 4		3.0	3.0	0	4	0.0	0.0	0.5	0.0
43	43	1/4	1/4	4/4	2	1	V		A	I		V		V							M	0	0	4, 8, 5		4.0	4.0	0	4	0.0	0.0	0.5	0.0
43	43	1/2	1/2	4/4	2	1	I		A	I		I		I							M	0	0	3, 7, 4		3.0	3.0	0	4	0.0	0.0	0.5	0.0
43	43	3/4	3/4	4/4	2	1	IV6		A	I		IV6		IV		6					M	0	0	6, 3, 2		2.0	6.0	0	4	0.0	0.0	0.5	0.0
44	44	0	0	4/4	2	1	V(64)}		A	I		V(64)		V			64			}	M	0	0	4, 3, 7		4.0	4.0	1	6	0.14285714285714285	0.0625	0.9375	0.0625
44	44	1/2	1/2	4/4	2	1	V|HC		A	I		V		V					HC		M	0	0	4, 8, 5		4.0	4.0	0	3	0.0	0.0	0.5	0.0
44	44	3/4	3/4	4/4	2	1	V2		A	I		V2		V		2					Mm7	0	0	2, 4, 8, 5		4.0	2.0	0	2	0.0	0.0	0.25	0.0
45	45	0	0	4/4	2	1	I6{		A	I		I6		I		6				{	M	0	0	7, 4, 3		3.0	7.0	0	12	0.0	0.0	0.875	0.0
45	45	1/2	1/2	4/4	2	1	V64		A	I		V64		V		64					M	0	0	5, 4, 8		4.0	5.0	0	6	0.0	0.0	1.0	0.0
46	46	0	0	4/4	2	1	V.V65/V		A	V		V65/V		V		65		V			Mm7	0	0	10, 7, 4, 6		6.0	10.0	0	7	0.0	0.0	1.1875	0.0
46	46	1/2	1/2	4/4	2	1	V43/V		A	V		V43/V		V		43		V			Mm7	0	0	7, 4, 6, 10		6.0	7.0	0	5	0.0	0.0	0.75	0.0
47	47	0	0	4/4	2	2	V(64)		A	V		V(64)		V			64				M	0	0	5, 4, 8		5.0	5.0	2	8	0.2	0.1875	1.5625	0.10714285714285714
47	47	1/2	1/2	4/4	2	2	V7		A	V		V7		V		7					Mm7	0	0	5, 9, 6, 3		5.0	5.0	0	9	0.0	0.0	1.25	0.0
48	48	0	0	4/4	2	2	I(974)}		A	V		I(974)		I			974			}	M	0	0	4, 3, 5	6, 9	4.0	4.0	0	6	0.0	0.0	2.125	0.0
48	48	1/2	1/2	4/4	2	1	I|PAC		A	V		I		I					PAC		M	0	0	4, 8, 5		4.0	4.0	3	7	0.3	0.75	1.875	0.2857142857142857
49	49	1/2	1/2	4/4	2	1	I		A	I	V	I		I							M	0	0	3, 7, 4		3.0	3.0						
49	49	0	0	4/4	2	2	I.V[V7		A	I	V	V7		V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	6	4	0.6	1.5	1.75	0.46153846153846156
50	50	0	0	4/4	2	1	V]		A	I	V	V		V							M	0	0	4, 8, 5		4.0	4.0	3	9	0.25	0.375	2.875	0.11538461538461539
51	51	0	0	4/4	2	1	V[V2		A	I	V	V2		V		2					Mm7	0	0	2, 4, 8, 5		4.0	2.0	1	5	0.16666666666666666	0.125	2.25	0.05263157894736842
51	51	1/2	1/2	4/4	2	1	I6		A	I	V	I6		I		6					M	0	0	7, 4, 3		3.0	7.0	0	3	0.0	0.0	0.875	0.0
51	51	3/4	3/4	4/4	2	1	vii%65/V		A	I	V	vii%65/V		vii	%	65		V			%7	0	0	6, 3, 7, 9		9.0	6.0	0	3	0.0	0.0	0.5	0.0
52	52	0	0	4/4	2	1	V]|HC}		A	I	V	V		V					HC	}	M	0	0	4, 8, 5		4.0	4.0	4	8	0.3333333333333333	0.5	1.5	0.25
53	53	0	0	4/4	2	1	I{		A	I		I		I						{	M	0	0	3, 7, 4		3.0	3.0	0	21	0.0	0.0	2.0	0.0
54	54	0	0	4/4	2	1	V43		A	I		V43		V		43					Mm7	0	0	5, 2, 4, 8		4.0	5.0	0	9	0.0	0.0	1.4375	0.0
54	54	3/4	3/4	4/4	2	1	I6		A	I		I6		I		6					M	0	0	7, 4, 3		3.0	7.0	0	3	0.0	0.0	0.5	0.0
55	55	0	0	4/4	2	1	ii6		A	I		ii6		ii		6					m	0	0	2, 6, 5		5.0	2.0	2	7	0.2222222222222222	0.14583333333333334	0.8541666666666666	0.14583333333333334
55	55	1/2	1/2	4/4	2	1	V(64)		A	I		V(64)		V			64				M	0	0	4, 3, 7		4.0	4.0	0	3	0.0	0.0	0.5	0.0
55	55	3/4	3/4	4/4	2	1	V7		A	I		V7		V		7					Mm7	0	0	4, 8, 5, 2		4.0	4.0	1	4	0.2	0.125	0.625	0.16666666666666666
56	56	0	0	4/4	2	1	I(974)}		A	I		I(974)		I			974			}	M	0	0	3, 2, 4	5, 8	3.0	3.0	0	6	0.0	0.0	2.125	0.0
56	56	1/2	1/2	4/4	2	1	I|PAC{		A	I		I		I					PAC	{	M	0	0	3, 7, 4		3.0	3.0	4	3	0.5714285714285714	0.3333333333333333	0.4166666666666667	0.4444444444444444
57	57	0	0	4/4	2	1	i.i		A	i		i		i							m	0	1	3, 0, 4		3.0	3.0	6	18	0.25	0.5	2.9166666666666665	0.14634146341463417
58	58	0	0	4/4	2	1	V43		A	i		V43		V		43					Mm7	0	1	5, 2, 4, 8		4.0	5.0	5	18	0.21739130434782608	0.4166666666666667	2.75	0.13157894736842107
59	59	0	0	4/4	2	1	i6		A	i		i6		i		6					m	0	1	0, 4, 3		3.0	0.0	9	7	0.5625	0.75	0.9166666666666666	0.45000000000000007
60	60	1/4	1/4	4/4	2	1	iio6		A	i		iio6		ii	o	6					o	0	1	2, -1, 5		5.0	2.0	0	6	0.0	0.0	1.0	0.0
60	60	1/2	1/2	4/4	2	1	V(64)		A	i		V(64)		V			64				M	0	1	4, 3, 0		4.0	4.0	0	6	0.0	0.0	1.0	0.0
60	60	3/4	3/4	4/4	2	1	V7		A	i		V7		V		7					Mm7	0	1	4, 8, 5, 2		4.0	4.0	0	6	0.0	0.0	1.0	0.0
61	61	0	0	4/4	2	1	i|PAC}{		A	i		i		i					PAC	}{	m	0	1	3, 0, 4		3.0	3.0	6	17	0.2608695652173913	0.5	2.6666666666666665	0.15789473684210528
62	62	0	0	4/4	2	1	iv		A	i		iv		iv							m	0	1	2, -1, 3		2.0	2.0	6	21	0.2222222222222222	0.5	3.4166666666666665	0.12765957446808512
63	63	0	0	4/4	2	1	bIII.V7		A	bIII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1.0	1.0	7	45	0.1346153846153846	0.5833333333333334	7.083333333333333	0.07608695652173914
64	64	1/2	1/2	4/4	2	1	I		A	bIII		I		I							M	0	0	0, 4, 1		0.0	0.0	3	15	0.16666666666666666	0.25	2.25	0.1
65	65	0	0	4/4	2	1	ii6		A	bIII		ii6		ii		6					m	0	0	-1, 3, 2		2.0	-1.0	1	6	0.14285714285714285	0.08333333333333333	1.1666666666666667	0.06666666666666667
65	65	1/4	1/4	4/4	2	1	viio7/V		A	bIII		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6.0	6.0	1	12	0.07692307692307693	0.08333333333333333	1.4166666666666667	0.05555555555555555
65	65	1/2	1/2	4/4	2	1	V(64)		A	bIII		V(64)		V			64				M	0	0	1, 0, 4		1.0	1.0	0	7	0.0	0.0	1.25	0.0
65	65	3/4	3/4	4/4	2	1	V43		A	bIII		V43		V		43					Mm7	0	0	2, -1, 1, 5		1.0	2.0	0	8	0.0	0.0	1.5	0.0
66	66	0	0	4/4	2	1	I|PAC}	1.0	A	bIII		I		I					PAC	}	M	0	0	0, 4, 1		0.0	0.0	3	13	0.1875	0.25	1.9166666666666667	0.11538461538461536
67	66	0	0	4/4	2	1	I|PAC}	2.0	A	bIII		I		I					PAC	}	M	0	0	0, 4, 1		0.0	0.0	13	18	0.41935483870967744	1.0833333333333333	2.8333333333333335	0.276595744680851
69	68	0	0	4/4	2	1	V(4)		A	bIII		V(4)		V			4				M	0	0	1, 0, 2		1.0	1.0	1	3	0.25	0.08333333333333333	0.8333333333333334	0.0909090909090909
69	68	1/4	1/4	4/4	2	1	V6		A	bIII		V6		V		6					M	0	0	5, 2, 1		1.0	5.0	7	3	0.7	0.5833333333333334	0.4166666666666667	0.5833333333333334
70	69	0	0	4/4	2	2	ii(4)		A	bIII		ii(4)		ii			4				m	0	0	2, 1, 3		2.0	2.0	1	3	0.25	0.08333333333333333	0.8333333333333334	0.0909090909090909
70	69	1/4	1/4	4/4	2	2	ii		A	bIII		ii		ii							m	0	0	2, -1, 3		2.0	2.0	7	3	0.7	0.5833333333333334	0.4166666666666667	0.5833333333333334
71	70	0	0	4/4	2	1	vi(4)		A	bIII		vi(4)		vi			4				m	0	0	3, 2, 4		3.0	3.0	1	3	0.25	0.08333333333333333	0.8333333333333334	0.0909090909090909
71	70	1/4	1/4	4/4	2	1	vi6		A	bIII		vi6		vi		6					m	0	0	0, 4, 3		3.0	0.0	7	3	0.7	0.5833333333333334	0.4166666666666667	0.5833333333333334
72	71	0	0	4/4	2	2	iii(4)		A	bIII		iii(4)		iii			4				m	0	0	4, 3, 5		4.0	4.0	1	3	0.25	0.08333333333333333	0.8333333333333334	0.0909090909090909
72	71	1/4	1/4	4/4	2	2	iii		A	bIII		iii		iii							m	0	0	4, 1, 5		4.0	4.0	6	4	0.6	0.5	0.5	0.5
73	72	0	0	4/4	2	1	i.V65/V		A	i		V65/V		V		65		V			Mm7	0	1	9, 6, 3, 5		5.0	9.0	5	14	0.2631578947368421	0.4166666666666667	4.333333333333333	0.08771929824561404
74	73	0	0	4/4	2	1	v		A	i		v		v							m	0	1	4, 1, 5		4.0	4.0	1	5	0.16666666666666666	0.08333333333333333	0.9166666666666666	0.08333333333333333
74	73	1/4	1/4	4/4	2	1	iio6/V		A	i		iio6/V		ii	o	6		V			o	0	1	3, 0, 6		6.0	3.0	1	4	0.2	0.08333333333333333	0.6666666666666666	0.1111111111111111
74	73	1/2	1/2	4/4	2	1	V(64)/V		A	i		V(64)/V		V			64	V			M	0	1	5, 4, 8		5.0	5.0	2	2	0.5	0.16666666666666666	0.3333333333333333	0.3333333333333333
74	73	3/4	3/4	4/4	2	1	V7/V		A	i		V7/V		V		7		V			Mm7	0	1	5, 9, 6, 3		5.0	5.0	0	5	0.0	0.0	0.75	0.0
75	74	0	0	4/4	2	1	V		A	i		V		V							M	0	1	4, 8, 5		4.0	4.0	1	4	0.2	0.08333333333333333	0.6666666666666666	0.1111111111111111
75	74	1/4	1/4	4/4	2	1	V7		A	i		V7		V		7					Mm7	0	1	4, 8, 5, 2		4.0	4.0	0	3	0.0	0.0	0.25	0.0
75	74	1/2	1/2	4/4	2	1	V(64)		A	i		V(64)		V			64				M	0	1	4, 3, 0		4.0	4.0	1	2	0.3333333333333333	0.08333333333333333	0.16666666666666666	0.3333333333333333
75	74	3/4	3/4	4/4	2	1	V		A	i		V		V							M	0	1	4, 8, 5		4.0	4.0	1	2	0.3333333333333333	0.08333333333333333	0.16666666666666666	0.3333333333333333
76	75	0	0	4/4	2	1	i|PAC}{		A	i		i		i					PAC	}{	m	0	1	3, 0, 4		3.0	3.0	6	20	0.23076923076923078	0.5	3.1666666666666665	0.13636363636363638
77	76	0	0	4/4	2	2	V43		A	i		V43		V		43					Mm7	0	1	5, 2, 4, 8		4.0	5.0	5	21	0.19230769230769232	0.4166666666666667	3.25	0.11363636363636365
78	77	0	0	4/4	2	1	i6		A	i		i6		i		6					m	0	1	0, 4, 3		3.0	0.0	9	11	0.45	0.75	1.9166666666666667	0.28124999999999994
79	78	1/4	1/4	4/4	2	1	iv6		A	i		iv6		iv		6					m	0	1	-1, 3, 2		2.0	-1.0	2	3	0.4	0.16666666666666666	0.5833333333333334	0.2222222222222222
79	78	1/2	1/2	4/4	2	1	V(64)		A	i		V(64)		V			64				M	0	1	4, 3, 0		4.0	4.0	0	6	0.0	0.0	1.0	0.0
79	78	3/4	3/4	4/4	2	1	V7		A	i		V7		V		7					Mm7	0	1	4, 8, 5, 2		4.0	4.0	1	5	0.16666666666666666	0.08333333333333333	0.9166666666666666	0.08333333333333333
80	79	0	0	4/4	2	1	i|PAC}		A	i		i		i					PAC	}	m	0	1	3, 0, 4		3.0	3.0	4	7	0.36363636363636365	0.3333333333333333	1.0833333333333333	0.23529411764705885
80	79	3/4	3/4	4/4	2	1	III.V43		A	III		V43		V		43					Mm7	0	0	9, 6, 8, 12		8.0	9.0	3	0	1.0	0.25	0.0	1.0
81	80	0	0	4/4	2	1	I{		A	III		I		I						{	M	0	0	7, 11, 8		7.0	7.0	11	2	0.8461538461538461	1.0833333333333333	0.16666666666666666	0.8666666666666666
82	81	0	0	4/4	2	1	V(4)		A	III		V(4)		V			4				M	0	0	8, 7, 9		8.0	8.0	4	0	1.0	0.9166666666666666	0.0	1.0
82	81	1/4	1/4	4/4	2	1	V6		A	III		V6		V		6					M	0	0	12, 9, 8		8.0	12.0	9	1	0.9	0.9166666666666666	0.08333333333333333	0.9166666666666666
83	82	0	0	4/4	2	2	ii(4)		A	III		ii(4)		ii			4				m	0	0	9, 8, 10		9.0	9.0	4	0	1.0	0.9166666666666666	0.0	1.0
83	82	1/4	1/4	4/4	2	2	ii		A	III		ii		ii							m	0	0	9, 6, 10		9.0	9.0	9	1	0.9	0.9166666666666666	0.08333333333333333	0.9166666666666666
84	83	0	0	4/4	2	1	vi(4)		A	III		vi(4)		vi			4				m	0	0	10, 9, 11		10.0	10.0	4	0	1.0	0.9166666666666666	0.0	1.0
84	83	1/4	1/4	4/4	2	1	vi6		A	III		vi6		vi		6					m	0	0	7, 11, 10		10.0	7.0	9	1	0.9	0.9166666666666666	0.08333333333333333	0.9166666666666666
85	84	0	0	4/4	2	2	iii(4)		A	III		iii(4)		iii			4				m	0	0	11, 10, 12		11.0	11.0	4	0	1.0	0.9166666666666666	0.0	1.0
