mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	2	1	Eb.I{						Eb	I		I		I						{	M	0	0	-3, 1, -2		-3	-3	0	2	0.0	0.0	0.5	0.0
1	1	1/4	1/4	2/4	2	1	V						Eb	I		V		V							M	0	0	-2, 2, -1		-2	-2	0	2	0.0	0.0	0.5	0.0
2	2	0	0	2/4	2	1	vi						Eb	I		vi		vi							m	0	0	0, -3, 1		0	0	0	4	0.0	0.0	1.5	0.0
2	2	3/8	3/8	2/4	2	1	IV6						Eb	I		IV6		IV		6					M	0	0	0, -3, -4		-4	0	0	4	0.0	0.0	0.375	0.0
3	3	0	0	2/4	2	1	viio64/IV/vi						Eb	I		viio64/IV/vi		vii	o	64		IV/vi			o	0	0	-2, 4, 1		4	-2	0	3	0.0	0.0	0.375	0.0
3	3	1/8	1/8	2/4	2	1	viio43/IV/vi						Eb	I		viio43/IV/vi		vii	o	43		IV/vi			o7	0	0	-2, -5, 4, 1		4	-2	0	4	0.0	0.0	0.375	0.0
3	3	1/4	1/4	2/4	2	1	IV6/vi						Eb	I		IV6/vi		IV		6		vi			M	0	0	3, 0, -1		-1	3	0	3	0.0	0.0	0.375	0.0
3	3	3/8	3/8	2/4	2	1	Fr6/vi						Eb	I		Fr6/vi	Fr	V		43	b5	V/vi			Fr	0	0	-4, 0, 2, 6		2	-4	0	4	0.0	0.0	0.375	0.0
4	4	0	0	2/4	2	1	V/vi[V(64)/vi						Eb	I	V/vi	V(64)/vi		V			64	vi			M	0	0	1, 0, -3		1	1	0	4	0.0	0.0	0.8125	0.0
4	4	1/8	1/8	2/4	2	1	viio65/V/vi						Eb	I	V/vi	viio65/V/vi		vii	o	65		V/vi			o7	0	0	3, 0, -3, 6		6	3	0	4	0.0	0.0	0.4375	0.0
4	4	1/4	1/4	2/4	2	1	V/vi|HC}						Eb	I	V/vi	V/vi		V				vi	HC	}	M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	0.5	0.0
4	4	3/8	3/8	2/4	2	1	V(64)/vi{	0	-8.60956	/			Eb	I	V/vi	V(64)/vi		V			64	vi		{	M	0	0	1, 0, -3		1	1	0	6	0.0	0.0	0.9375	0.0
5	5	1/8	1/8	2/4	2	1	viio65/V/vi	0	-7.04382	/			Eb	I	V/vi	viio65/V/vi		vii	o	65		V/vi			o7	0	0	3, 0, -3, 6		6	3	0	4	0.0	0.0	0.4375	0.0
5	5	1/4	1/4	2/4	2	1	V/vi	0	-7.2004	/			Eb	I	V/vi	V/vi		V				vi			M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	0.5	0.0
5	5	3/8	3/8	2/4	2	1	iii]	0	-7.09601	/			Eb	I	V/vi	iii		iii							m	0	0	1, -2, 2		1	1	0	5	0.0	0.0	0.625	0.0
6	6	0	0	2/4	2	1	V43						Eb	I		V43		V		43					Mm7	0	0	-1, -4, -2, 2		-2	-1	0	5	0.0	0.0	0.875	0.0
6	6	1/8	1/8	2/4	2	1	I						Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	0	3	0.0	0.0	0.375	0.0
6	6	1/4	1/4	2/4	2	1	V6						Eb	I		V6		V		6					M	0	0	2, -1, -2		-2	2	1	6	0.14285714285714285	0.041666666666666664	0.5	0.07692307692307693
6	6	3/8	3/8	2/4	2	1	V7						Eb	I		V7		V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	1	4	0.2	0.041666666666666664	0.3333333333333333	0.1111111111111111
7	7	0	0	2/4	2	1	#viio43/ii					V(6#4#2)	Eb	I		#viio43/ii		#vii	o	43		ii			o7	0	0	-2, -5, 4, 1		4	-2	0	4	0.0	0.0	1.0	0.0
7	7	1/4	1/4	2/4	2	1	V7						Eb	I		V7		V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	5	0.0	0.0	1.25	0.0
8	8	0	0	2/4	2	1	bVI|DC						Eb	I		bVI		bVI					DC		M	0	0	-7, -3, -6		-7	-7	0	9	0.0	0.0	2.0	0.0
9	9	0	0	2/4	2	1	V43(4)/bVI						Eb	I		V43(4)/bVI		V		43	4	bVI			Mm7	0	0	-5, -8, -6, -7		-6	-5	0	4	0.0	0.0	0.5	0.0
9	9	1/8	1/8	2/4	2	1	V43/bVI						Eb	I		V43/bVI		V		43		bVI			Mm7	0	0	-5, -8, -6, -2		-6	-5	0	5	0.0	0.0	0.5	0.0
9	9	1/4	1/4	2/4	2	1	bVI						Eb	I		bVI		bVI							M	0	0	-7, -3, -6		-7	-7	0	4	0.0	0.0	0.5	0.0
9	9	3/8	3/8	2/4	2	1	i64						Eb	I		i64		i		64					m	0	0	-2, -3, -6		-3	-2	1	3	0.25	0.03125	0.34375	0.08333333333333333
10	10	0	0	2/4	2	1	viio7/V						Eb	I		viio7/V		vii	o	7		V			o7	0	0	3, 0, -3, -6		3	3	0	4	0.0	0.0	0.6875	0.0
10	10	1/8	1/8	2/4	2	1	V65(b9)/V						Eb	I		V65(b9)/V		V		65	b9	V			Mm7	0	0	3, 0, -3, -1	-6	-1	3	0	3	0.0	0.0	0.3125	0.0
10	10	1/4	1/4	2/4	2	1	V|HC}						Eb	I		V		V					HC	}	M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.5	0.0
10	10	3/8	3/8	2/4	2	1	ii%2/iv{						Eb	I		ii%2/iv		ii	%	2		iv		{	%7	0	0	-4, -2, -5, -8		-2	-4	1	4	0.2	0.03125	0.46875	0.0625
11	11	0	0	2/4	2	1	#viio7/iv						Eb	I		#viio7/iv		#vii	o	7		iv			o7	0	0	1, -2, -5, -8		1	1	0	4	0.0	0.0	0.6875	0.0
11	11	1/8	1/8	2/4	2	1	V65(b9)/iv						Eb	I		V65(b9)/iv		V		65	b9	iv			Mm7	0	0	1, -2, -5, -3	-15	-3	1	0	4	0.0	0.0	0.3125	0.0
11	11	1/4	1/4	2/4	2	1	iv						Eb	I		iv		iv							m	0	0	-4, -7, -3		-4	-4	0	4	0.0	0.0	0.5	0.0
