mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
39	38	1/8	1/8	2/4	2	1	vi65					vi6(+7)	G	V		vi65		vi		65					mm7	0	0	2, 6, 3, 5		5.0	2.0	0	4	0.0	0.0	0.3125	0.0
39	38	1/4	1/4	2/4	2	1	V6						G	V		V6		V		6					M	0	0	7, 4, 3		3.0	7.0	0	4	0.0	0.0	0.3125	0.0
39	38	3/8	3/8	2/4	2	1	V7						G	V		V7		V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	0	5	0.0	0.0	0.4375	0.0
40	39	0	0	2/4	2	1	I						G	V		I		I							M	0	0	2, 6, 3		2.0	2.0	0	5	0.0	0.0	0.4375	0.0
40	39	1/8	1/8	2/4	2	1	ii7					viio6(2)	G	V		ii7		ii		7					mm7	0	0	4, 1, 5, 2		4.0	4.0	0	4	0.0	0.0	0.4375	0.0
40	39	1/4	1/4	2/4	2	1	I6						G	V		I6		I		6					M	0	0	6, 3, 2		2.0	6.0	0	3	0.0	0.0	0.1875	0.0
40	39	3/8	3/8	2/4	2	1	IV						G	V		IV		IV							M	0	0	1, 5, 2		1.0	1.0	0	4	0.0	0.0	0.3125	0.0
41	40	0	0	2/4	2	1	V43/IV	0	-6.85398		/		G	V		V43/IV		V		43		IV			Mm7	0	0	3, 0, 2, 6		2.0	3.0	0	4	0.0	0.0	0.3125	0.0
41	40	1/8	1/8	2/4	2	1	V43(^6#4)/IV	0	-6.90143		/		G	V		V43(^6#4)/IV		V		43	^6#4	IV			Mm7	0	0	8, 5, 2, 6		2.0	8.0	0	4	0.0	0.0	0.3125	0.0
41	40	1/4	1/4	2/4	2	1	V43/IV	0	-6.52188		/		G	V		V43/IV		V		43		IV			Mm7	0	0	3, 0, 2, 6		2.0	3.0	0	4	0.0	0.0	0.3125	0.0
41	40	3/8	3/8	2/4	2	1	V+6/IV						G	V		V+6/IV		V	+	6		IV			+	0	0	6, 10, 2		2.0	6.0	0	4	0.0	0.0	0.3125	0.0
42	41	0	0	2/4	2	1	IV						G	V		IV		IV							M	0	0	1, 5, 2		1.0	1.0	8	13	0.38095238095238093	0.25	0.875	0.2222222222222222
43	42	0	0	2/4	2	1	viio7/V						G	V		viio7/V		vii	o	7		V			o7	0	0	8, 5, 2, -1		8.0	8.0	8	16	0.3333333333333333	0.25	1.25	0.16666666666666666
44	43	0	0	2/4	2	1	V(64)						G	V		V(64)		V			64				M	0	0	3, 2, 6		3.0	3.0	8	15	0.34782608695652173	0.25	1.875	0.11764705882352941
45	44	1/4	1/4	2/4	2	1	V7						G	V		V7		V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	0	3	0.0	0.0	0.75	0.0
46	45	0	0	2/4	2	1	I|PAC}						G	V		I		I					PAC	}	M	0	0	2, 6, 3		2.0	2.0	8	10	0.4444444444444444	0.25	0.5	0.3333333333333333
47	46	0	0	2/4	2	1	V(64)						G	V		V(64)		V			64				M	0	0	3, 2, 6		3.0	3.0	0	4	0.0	0.0	1.25	0.0
47	46	1/4	1/4	2/4	2	1	V7						G	V		V7		V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	0	3	0.0	0.0	0.75	0.0
48	47	0	0	2/4	2	1	I|PAC						G	V		I		I					PAC		M	0	0	2, 6, 3		2.0	2.0	0	7	0.0	0.0	0.5625	0.0
48	47	1/4	1/4	2/4	2	1	V7						G	V		V7		V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	0	3	0.0	0.0	0.1875	0.0
48	47	3/8	3/8	2/4	2	1	V+(#7)	-2	-6		/		G	V		V+(#7)		V	+		#7				+	0	0	3, 7, 11	8	3.0	3.0	0	3	0.0	0.0	0.1875	0.0
49	48	0	0	2/4	2	1	I						G	V		I		I							M	0	0	2, 6, 3		2.0	2.0	0	5	0.0	0.0	1.375	0.0
49	48	1/4	1/4	2/4	2	1	I6						G	V		I6		I		6					M	0	0	6, 3, 2		2.0	6.0	0	2	0.0	0.0	0.25	0.0
49	48	3/8	3/8	2/4	2	1	I64						G	V		I64		I		64					M	0	0	3, 2, 6		2.0	3.0	0	2	0.0	0.0	0.1875	0.0
50	49	0	0	2/4	2	1	I[I						G	V	I	I		I							M	0	0	2, 6, 3		2.0	2.0	0	8	0.0	0.0	1.125	0.0
50	49	1/4	1/4	2/4	2	1	IV(+2)						G	V	I	IV(+2)		IV			+2				M	0	0	1, 5, 2	3	1.0	1.0	0	3	0.0	0.0	0.25	0.0
50	49	3/8	3/8	2/4	2	1	I						G	V	I	I		I							M	0	0	2, 6, 3		2.0	2.0	0	3	0.0	0.0	0.25	0.0
51	50	0	0	2/4	2	1	V7]						G	V	I	V7		V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	2	4	0.3333333333333333	0.25	1.25	0.16666666666666666
51	50	1/4	1/4	2/4	2	1	V65						G	V		V65		V		65					Mm7	0	0	7, 4, 1, 3		3.0	7.0	1	11	0.08333333333333333	0.125	1.1875	0.09523809523809523
52	51	1/4	1/4	2/4	2	1	V(64)						G	V		V(64)		V			64				M	0	0	3, 2, 6		3.0	3.0	0	4	0.0	0.0	0.5	0.0
52	51	3/8	3/8	2/4	2	1	V7						G	V		V7		V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	0	3	0.0	0.0	0.25	0.0
53	52	0	0	2/4	2	1	I64						G	V		I64		I		64					M	0	0	3, 2, 6		2.0	3.0	0	5	0.0	0.0	1.25	0.0
53	52	1/8	1/8	2/4	2	1	V6(6)/vi					I+64	G	V		V6(6)/vi		V		6	6	vi			M	0	0	10, 2, 6		6.0	10.0	0	2	0.0	0.0	0.1875	0.0
53	52	1/4	1/4	2/4	2	1	vi						G	V		vi		vi							m	0	0	5, 2, 6		5.0	5.0	0	2	0.0	0.0	0.1875	0.0
53	52	3/8	3/8	2/4	2	1	I6						G	V		I6		I		6					M	0	0	6, 3, 2		2.0	6.0	0	2	0.0	0.0	0.1875	0.0
54	53	0	0	2/4	2	1	IVM7						G	V		IVM7		IV	M	7					MM7	0	0	1, 5, 2, 6		1.0	1.0	0	4	0.0	0.0	0.4375	0.0
54	53	1/8	1/8	2/4	2	1	V65/V						G	V		V65/V		V		65		V			Mm7	0	0	8, 5, 2, 4		4.0	8.0	0	4	0.0	0.0	0.375	0.0
54	53	1/4	1/4	2/4	2	1	V(4)						G	V		V(4)		V			4				M	0	0	3, 2, 4		3.0	3.0	0	4	0.0	0.0	0.5	0.0
54	53	3/8	3/8	2/4	2	1	V7						G	V		V7		V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	0	3	0.0	0.0	0.25	0.0
55	54	0	0	2/4	2	1	I64						G	V		I64		I		64					M	0	0	3, 2, 6		2.0	3.0	0	5	0.0	0.0	1.25	0.0
55	54	1/8	1/8	2/4	2	1	V6(6)/vi					I+64	G	V		V6(6)/vi		V		6	6	vi			M	0	0	10, 2, 6		6.0	10.0	0	2	0.0	0.0	0.1875	0.0
55	54	1/4	1/4	2/4	2	1	vi						G	V		vi		vi							m	0	0	5, 2, 6		5.0	5.0	0	2	0.0	0.0	0.1875	0.0
55	54	3/8	3/8	2/4	2	1	I6						G	V		I6		I		6					M	0	0	6, 3, 2		2.0	6.0	0	2	0.0	0.0	0.1875	0.0
56	55	0	0	2/4	2	1	IVM7						G	V		IVM7		IV	M	7					MM7	0	0	1, 5, 2, 6		1.0	1.0	0	4	0.0	0.0	0.4375	0.0
56	55	1/8	1/8	2/4	2	1	V65/V						G	V		V65/V		V		65		V			Mm7	0	0	8, 5, 2, 4		4.0	8.0	0	4	0.0	0.0	0.375	0.0
56	55	1/4	1/4	2/4	2	1	V(4)						G	V		V(4)		V			4				M	0	0	3, 2, 4		3.0	3.0	0	4	0.0	0.0	0.5	0.0
56	55	3/8	3/8	2/4	2	1	V7						G	V		V7		V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	0	3	0.0	0.0	0.25	0.0
57	56	0	0	2/4	2	1	I64						G	V		I64		I		64					M	0	0	3, 2, 6		2.0	3.0	0	5	0.0	0.0	1.25	0.0
57	56	1/8	1/8	2/4	2	1	V6(6)/vi					I+64	G	V		V6(6)/vi		V		6	6	vi			M	0	0	10, 2, 6		6.0	10.0	0	2	0.0	0.0	0.1875	0.0
57	56	1/4	1/4	2/4	2	1	vi						G	V		vi		vi							m	0	0	5, 2, 6		5.0	5.0	0	2	0.0	0.0	0.1875	0.0
57	56	3/8	3/8	2/4	2	1	V2/IV						G	V		V2/IV		V		2		IV			Mm7	0	0	0, 2, 6, 3		2.0	0.0	0	2	0.0	0.0	0.1875	0.0
58	57	0	0	2/4	2	1	vi					IVM65	G	V		vi		vi							m	0	0	5, 2, 6		5.0	5.0	0	4	0.0	0.0	0.4375	0.0
58	57	1/8	1/8	2/4	2	1	ii6						G	V		ii6		ii		6					m	0	0	1, 5, 4		4.0	1.0	0	4	0.0	0.0	0.375	0.0
58	57	1/4	1/4	2/4	2	1	V(64)						G	V		V(64)		V			64				M	0	0	3, 2, 6		3.0	3.0	0	4	0.0	0.0	0.375	0.0
58	57	3/8	3/8	2/4	2	1	V7						G	V		V7		V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	0	4	0.0	0.0	0.375	0.0
59	58	0	0	2/4	2	1	I[I|PAC}{						G	V	I	I		I					PAC	}{	M	0	0	2, 6, 3		2.0	2.0	0	8	0.0	0.0	1.25	0.0
59	58	3/8	3/8	2/4	2	1	viio64						G	V	I	viio64		vii	o	64					o	0	0	1, 7, 4		7.0	1.0	1	3	0.25	0.125	0.25	0.3333333333333333
60	59	0	0	2/4	2	1	I						G	V	I	I		I							M	0	0	2, 6, 3		2.0	2.0	0	9	0.0	0.0	1.625	0.0
60	59	3/8	3/8	2/4	2	1	viio64						G	V	I	viio64		vii	o	64					o	0	0	1, 7, 4		7.0	1.0	1	3	0.25	0.125	0.25	0.3333333333333333
61	60	0	0	2/4	2	1	I	0	-4.53874		/		G	V	I	I		I							M	0	0	2, 6, 3		2.0	2.0	0	8	0.0	0.0	1.125	0.0
61	60	3/8	3/8	2/4	2	1	V2	-0.90574	-3.64033		/		G	V	I	V2		V		2					Mm7	0	0	1, 3, 7, 4		3.0	1.0	1	4	0.2	0.125	0.375	0.25
62	61	0	0	2/4	2	1	I	1.07826	-3.57218		/		G	V	I	I		I							M	0	0	2, 6, 3		2.0	2.0	0	5	0.0	0.0	0.5	0.0
62	61	1/8	1/8	2/4	2	1	V2	0	-3.74026		/		G	V	I	V2		V		2					Mm7	0	0	1, 3, 7, 4		3.0	1.0	1	4	0.2	0.125	0.375	0.25
62	61	1/4	1/4	2/4	2	1	I	0	-4.01686		/		G	V	I	I		I							M	0	0	2, 6, 3		2.0	2.0	0	5	0.0	0.0	0.5	0.0
62	61	3/8	3/8	2/4	2	1	V2	0	-4.29345		/		G	V	I	V2		V		2					Mm7	0	0	1, 3, 7, 4		3.0	1.0	2	5	0.2857142857142857	0.125	0.375	0.25
63	62	0	0	2/4	2	1	V7	-1.22039	4.02987	-0.110197	/	I(974)	G	V	I	V7		V		7					Mm7	0	0	3, 7, 4, 1		3.0	3.0	1	4	0.2	0.5	2.0	0.2
64	63	0	0	2/4	2	1	I]|PAC}	1.01699	4.05513	-2.5896	/		G	V	I	I		I					PAC	}	M	0	0	2, 6, 3		2.0	2.0	0	5	0.0	0.0	0.625	0.0
65	63	1/16	5/16	2/4	2	1	i.i{						G	i		i		i						{	m	0	1	1, -2, 2		1.0	1.0	4	22	0.15384615384615385	0.25	2.875	0.08
67	65	5/16	5/16	2/4	2	1	iv64						G	i		iv64		iv		64					m	0	1	1, 0, -3		0.0	1.0	6	27	0.18181818181818182	0.375	3.4375	0.09836065573770492
70	68	1/8	1/8	2/4	2	1	#viio7						G	i		#viio7		#vii	o	7					o7	0	1	6, 3, 0, -3		6.0	6.0	2	12	0.14285714285714285	0.125	1.625	0.07142857142857142
71	69	1/8	1/8	2/4	2	1	bIII.V7|HC}						G	bIII		V7		V		7			HC	}	Mm7	0	0	-1, 3, 0, -3		-1.0	-1.0	16	39	0.2909090909090909	1.0	3.4375	0.22535211267605634
76	74	0	0	2/4	2	1	I{						G	bIII		I		I						{	M	0	0	-2, 2, -1		-2.0	-2.0	20	22	0.47619047619047616	1.25	2.125	0.37037037037037035
79	77	0	0	2/4	2	1	V7(^6#4)						G	bIII		V7(^6#4)		V		7	^6#4				Mm7	0	0	-1, 3, 5, 2		-1.0	-1.0	0	3	0.0	0.0	0.625	0.0
79	77	1/4	1/4	2/4	2	1	V7						G	bIII		V7		V		7					Mm7	0	0	-1, 3, 0, -3		-1.0	-1.0	4	12	0.25	0.25	1.5	0.14285714285714285
81	79	0	0	2/4	2	1	i.#viio7						G	i		#viio7		#vii	o	7					o7	0	1	6, 3, 0, -3		6.0	6.0	4	8	0.3333333333333333	0.25	1.0	0.2
82	80	0	0	2/4	2	1	iv64						G	i		iv64		iv		64					m	0	1	1, 0, -3		0.0	1.0	4	8	0.3333333333333333	0.25	1.0	0.2
83	81	0	0	2/4	2	1	bII						G	i		bII		bII							M	0	1	-4, 0, -3		-4.0	-4.0	7	48	0.12727272727272726	0.4375	2.875	0.1320754716981132
86	84	0	0	2/4	2	1	V7						G	i		V7		V		7					Mm7	0	1	2, 6, 3, 0		2.0	2.0	5	35	0.125	0.3125	1.6875	0.15625
88	86	0	0	2/4	2	1	i						G	i		i		i							m	0	1	1, -2, 2		1.0	1.0	7	46	0.1320754716981132	0.4375	2.5625	0.14583333333333334
91	89	0	0	2/4	2	1	bVI.V7/ii						G	bVI		V7/ii		V		7		ii			Mm7	0	0	0, 4, 1, -2		0.0	0.0	5	35	0.125	0.3125	1.6875	0.15625
93	91	0	0	2/4	2	1	ii						G	bVI		ii		ii							m	0	0	-1, -4, 0		-1.0	-1.0	2	18	0.1	0.125	0.875	0.125
94	92	0	0	2/4	2	1	V64/V						G	bVI		V64/V		V		64		V			M	0	0	0, -1, 3		-1.0	0.0	1	4	0.2	0.0625	0.1875	0.25
94	92	1/8	1/8	2/4	2	1	V65/V						G	bVI		V65/V		V		65		V			Mm7	0	0	3, 0, -3, -1		-1.0	3.0	2	13	0.13333333333333333	0.125	0.625	0.16666666666666666
95	93	0	0	2/4	2	1	V(4)						G	bVI		V(4)		V			4				M	0	0	-2, -3, -1		-2.0	-2.0	0	5	0.0	0.0	0.25	0.0
95	93	1/8	1/8	2/4	2	1	V						G	bVI		V		V							M	0	0	-2, 2, -1		-2.0	-2.0	11	49	0.18333333333333332	0.6875	2.3125	0.22916666666666666
98	96	1/8	1/8	2/4	2	1	V7|HC}						G	bVI		V7		V		7			HC	}	Mm7	0	0	-2, 2, -1, -4		-2.0	-2.0	7	36	0.16279069767441862	0.4375	2.9375	0.12962962962962962
100	98	5/16	5/16	2/4	2	1	I{						G	bVI		I		I						{	M	0	0	-3, 1, -2		-3.0	-3.0	4	22	0.15384615384615385	0.25	2.875	0.08
102	100	5/16	5/16	2/4	2	1	ii2						G	bVI		ii2		ii		2					mm7	0	0	-3, -1, -4, 0		-1.0	-3.0	4	25	0.13793103448275862	0.25	3.0625	0.07547169811320754
105	103	0	0	2/4	2	1	V6						G	bVI		V6		V		6					M	0	0	2, -1, -2		-2.0	2.0	1	4	0.2	0.0625	0.375	0.14285714285714285
105	103	1/4	1/4	2/4	2	1	V						G	bVI		V		V							M	0	0	-2, 2, -1		-2.0	-2.0	2	5	0.2857142857142857	0.125	0.3125	0.2857142857142857
106	104	0	0	2/4	2	1	i.V65/iv						G	i		V65/iv		V		65		iv			Mm7	0	1	5, 2, -1, 1		1.0	5.0	0	5	0.0	0.0	0.4375	0.0
106	104	1/4	1/4	2/4	2	1	iv						G	i		iv		iv							m	0	1	0, -3, 1		0.0	0.0	2	5	0.2857142857142857	0.125	0.3125	0.2857142857142857
