mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	7/8	4/4	2	1	D.I{	0	-3.49812	/		D	I		I		I						{	M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.5	0.0
2	1	0	0	4/4	2	1	IV	0	-3.64071	/		D	I		IV		IV							M	0	0	1, 5, 2		1	1	0	6	0.0	0.0	1.0	0.0
2	1	7/8	7/8	4/4	2	1	I					D	I		I		I							M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.5	0.0
3	2	0	0	4/4	2	1	IV	0	-3.31989	/		D	I		IV		IV							M	0	0	1, 5, 2		1	1	0	8	0.0	0.0	1.25	0.0
4	3	0	0	4/4	2	1	I6	0	-4.20807	/		D	I		I6		I		6					M	0	0	6, 3, 2		2	6	0	3	0.0	0.0	0.5	0.0
4	3	1/4	1/4	4/4	2	1	viio6	0	-5.29934	/		D	I		viio6		vii	o	6					o	0	0	4, 1, 7		7	4	0	4	0.0	0.0	0.75	0.0
4	3	1/2	1/2	4/4	2	1	vi6	0	-5.55814	/		D	I		vi6		vi		6					m	0	0	2, 6, 5		5	2	0	4	0.0	0.0	0.75	0.0
4	3	3/4	3/4	4/4	2	1	V6	0	-6.02398	/		D	I		V6		V		6					M	0	0	7, 4, 3		3	7	0	5	0.0	0.0	1.0	0.0
5	4	0	0	4/4	2	1	V43(4)/V	0	-6.41421	/		D	I		V43(4)/V		V		43	4	V			Mm7	0	0	5, 2, 4, 3		4	5	1	7	0.125	0.0625	1.9375	0.03125
5	4	1/4	1/4	4/4	2	1	V43/V	0	-5.48913	/		D	I		V43/V		V		43		V			Mm7	0	0	5, 2, 4, 8		4	5	1	4	0.2	0.0625	0.4375	0.125
5	4	1/2	1/2	4/4	2	1	V(974)|HC}	0	-5.77955	/		D	I		V(974)		V			974		HC	}	M	0	0	3, 2, 4	5, 1	3	3	1	4	0.2	0.25	1.0	0.2
5	4	3/4	3/4	4/4	2	1	V	0	-5.42308	/		D	I		V		V							M	0	0	3, 7, 4		3	3	3	7	0.3	0.0	0.625	0.0
5	4	7/8	7/8	4/4	2	1	I{	0	-5.17354	/		D	I		I		I						{	M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.5	0.0
6	5	0	0	4/4	2	1	IV	0	-3.74765	/		D	I		IV		IV							M	0	0	1, 5, 2		1	1	0	6	0.0	0.0	1.0	0.0
6	5	3/8	3/8	4/4	2	1	V/vi	0	-4.18612	/		D	I		V/vi		V				vi			M	0	0	6, 10, 7		6	6	0	4	0.0	0.0	0.5	0.0
6	5	1/2	1/2	4/4	2	1	vi	0	-4.22533	/		D	I		vi		vi							m	0	0	5, 2, 6		5	5	0	6	0.0	0.0	1.0	0.0
6	5	7/8	7/8	4/4	2	1	V	0	-4.81351	/		D	I		V		V							M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	0.5	0.0
7	6	0	0	4/4	2	1	I	0	-4.96722	/		D	I		I		I							M	0	0	2, 6, 3		2	2	0	6	0.0	0.0	1.0	0.0
7	6	3/8	3/8	4/4	2	1	IV					D	I		IV		IV							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.375	0.0
7	6	1/2	1/2	4/4	2	1	V(64)					D	I		V(64)		V			64				M	0	0	3, 2, 6		3	3	0	3	0.0	0.0	1.0	0.0
7	6	3/4	3/4	4/4	2	1	V7					D	I		V7		V		7					Mm7	0	0	3, 7, 4, 1		3	3	2	3	0.4	0.0625	0.6875	0.08333333333333333
8	7	0	0	4/4	2	1	vi|DC}					D	I		vi		vi					DC	}	m	0	0	5, 2, 6		5	5	0	3	0.0	0.0	0.75	0.0
8	7	7/8	7/8	4/4	2	1	#viio43/ii{	-3.21614	-3.83759	/		D	I		#viio43/ii		#vii	o	43		ii		{	o7	0	0	3, 0, 9, 6		9	3	0	4	0.0	0.0	0.5	0.0
9	8	0	0	4/4	2	1	ii	0	-3.8285	/		D	I		ii		ii							m	0	0	4, 1, 5		4	4	0	8	0.0	0.0	1.0	0.0
9	8	3/8	3/8	4/4	2	1	IV					D	I		IV		IV							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.375	0.0
9	8	1/2	1/2	4/4	2	1	V(64)					D	I		V(64)		V			64				M	0	0	3, 2, 6		3	3	0	3	0.0	0.0	1.0	0.0
9	8	3/4	3/4	4/4	2	1	V7					D	I		V7		V		7					Mm7	0	0	3, 7, 4, 1		3	3	2	3	0.4	0.0625	0.6875	0.08333333333333333
10	9	0	0	4/4	2	1	I|PAC}{					D	I		I		I					PAC	}{	M	0	0	2, 6, 3		2	2	3	6	0.3333333333333333	0.1875	0.5625	0.25
10	9	1/2	1/2	4/4	2	1	IV6					D	I		IV6		IV		6					M	0	0	5, 2, 1		1	5	3	7	0.3	0.1875	0.8125	0.1875
11	10	0	0	4/4	2	1	I64	0	-3.23326	/		D	I		I64		I		64					M	0	0	3, 2, 6		2	3	7	9	0.4375	0.6875	0.8125	0.4583333333333333
11	10	1/2	1/2	4/4	2	1	IV	0	-3.96653	/		D	I		IV		IV							M	0	0	1, 5, 2		1	1	5	11	0.3125	0.4375	1.0625	0.2916666666666667
12	11	0	0	4/4	2	1	I6	0	-4.57039	/		D	I		I6		I		6					M	0	0	6, 3, 2		2	6	3	9	0.25	0.1875	1.0625	0.15
12	11	1/2	1/2	4/4	2	1	IV6					D	I		IV6		IV		6					M	0	0	5, 2, 1		1	5	3	7	0.3	0.1875	0.8125	0.1875
13	12	0	0	4/4	2	1	I64					D	I		I64		I		64					M	0	0	3, 2, 6		2	3	7	9	0.4375	0.6875	0.8125	0.4583333333333333
13	12	1/2	1/2	4/4	2	1	IV					D	I		IV		IV							M	0	0	1, 5, 2		1	1	7	9	0.4375	0.6875	0.8125	0.4583333333333333
14	13	0	0	4/4	2	1	I6					D	I		I6		I		6					M	0	0	6, 3, 2		2	6	3	8	0.2727272727272727	0.1875	0.9375	0.16666666666666666
14	13	1/2	1/2	4/4	2	1	IV6	0	-3.68093	/		D	I		IV6		IV		6					M	0	0	5, 2, 1		1	5	3	7	0.3	0.1875	1.5	0.1111111111111111
15	14	0	0	4/4	2	1	I64	0	-5.02605	/		D	I		I64		I		64					M	0	0	3, 2, 6		2	3	5	8	0.38461538461538464	0.4375	1.5	0.22580645161290322
15	14	1/2	1/2	4/4	2	1	IV	0	-6.23167	/		D	I		IV		IV							M	0	0	1, 5, 2		1	1	5	7	0.4166666666666667	0.4375	1.0	0.30434782608695654
16	15	0	0	4/4	2	1	I6	0	-5.46811	/		D	I		I6		I		6					M	0	0	6, 3, 2		2	6	3	7	0.3	0.1875	1.125	0.14285714285714285
