mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	2	1	f.i{					f	i		i	i						{	m	1	1	-1, -4, 0		-1.0	-1.0	0	4	0.0	0.0	1.0	0.0
1	1	1/4	1/4	2/4	2	1	#viio6	0	-3.08764	/		f	i		#viio6	#vii	o	6					o	1	1	1, -2, 4		4.0	1.0	0	4	0.0	0.0	1.0	0.0
2	2	0	0	2/4	2	1	i6					f	i		i6	i		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	4	0.0	0.0	1.0	0.0
2	2	1/4	1/4	2/4	2	1	#viio43	-0.295618	-2.20078	/		f	i		#viio43	#vii	o	43					o7	1	1	-2, -5, 4, 1		4.0	-2.0	0	5	0.0	0.0	1.25	0.0
3	3	0	0	2/4	2	1	viio7/V					f	i		viio7/V	vii	o	7		V			o7	1	1	5, 2, -1, -4		5.0	5.0	0	10	0.0	0.0	2.5	0.0
4	4	0	0	2/4	2	1	V|HC}					f	i		V	V					HC	}	M	1	1	0, 4, 1		0.0	0.0	0	9	0.0	0.0	3.25	0.0
5	5	1/4	1/4	2/4	2	1	V6					f	i		V6	V		6					M	1	1	4, 1, 0		0.0	4.0	0	5	0.0	0.0	1.25	0.0
6	6	0	0	2/4	2	1	V64					f	i		V64	V		64					M	1	1	1, 0, 4		0.0	1.0	0	5	0.0	0.0	1.25	0.0
6	6	1/4	1/4	2/4	2	1	V					f	i		V	V							M	1	1	0, 4, 1		0.0	0.0	0	5	0.0	0.0	1.25	0.0
7	7	0	0	2/4	2	1	V(64)/V					f	i		V(64)/V	V			64	V			M	1	1	1, 0, 4		1.0	1.0	0	5	0.0	0.0	1.25	0.0
7	7	1/4	1/4	2/4	2	1	V/V					f	i		V/V	V				V			M	1	1	1, 5, 2		1.0	1.0	0	5	0.0	0.0	1.25	0.0
8	8	0	0	2/4	2	1	V|HC}					f	i		V	V					HC	}	M	1	1	0, 4, 1		0.0	0.0	0	9	0.0	0.0	3.5	0.0
9	9	1/4	1/4	2/4	2	1	V6/V					f	i		V6/V	V		6		V			M	1	1	5, 2, 1		1.0	5.0	0	4	0.0	0.0	1.0	0.0
10	10	0	0	2/4	2	1	V					f	i		V	V							M	1	1	0, 4, 1		0.0	0.0	0	4	0.0	0.0	1.75	0.0
10	10	1/4	1/4	2/4	2	1	V(6)					f	i		V(6)	V			6				M	1	1	0, 4, -4		0.0	0.0	0	5	0.0	0.0	1.25	0.0
11	11	1/4	1/4	2/4	2	1	VI					f	i		VI	VI							M	1	1	-5, -1, -4		-5.0	-5.0	0	8	0.0	0.0	2.0	0.0
12	12	1/4	1/4	2/4	2	1	III.V65/V					f	III		V65/V	V		65		V			Mm7	1	0	2, -1, -4, -2		-2.0	2.0	0	10	0.0	0.0	2.5	0.0
13	13	1/4	1/4	2/4	2	1	V					f	III		V	V							M	1	0	-3, 1, -2		-3.0	-3.0	0	10	0.0	0.0	2.75	0.0
14	14	1/4	1/4	2/4	2	1	I					f	III		I	I							M	1	0	-4, 0, -3		-4.0	-4.0	0	4	0.0	0.0	1.0	0.0
15	15	0	0	2/4	2	1	ii6					f	III		ii6	ii		6					m	1	0	-5, -1, -2		-2.0	-5.0	0	5	0.0	0.0	1.25	0.0
15	15	1/4	1/4	2/4	2	1	V7					f	III		V7	V		7					Mm7	1	0	-3, 1, -2, -5		-3.0	-3.0	0	5	0.0	0.0	1.25	0.0
16	16	0	0	2/4	2	1	I|PAC}					f	III		I	I					PAC	}	M	1	0	-4, 0, -3		-4.0	-4.0	0	8	0.0	0.0	3.0	0.0
18	18	0	0	2/4	2	1	viio6					f	III		viio6	vii	o	6					o	1	0	-2, -5, 1		1.0	-2.0	1	3	0.25	0.125	0.625	0.16666666666666666
