mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	2	1	Ab.I{					Ab	I		I	I						{	M	0	0	-4, 0, -3		-4	-4	0	8	0.0	0.0	1.4375	0.0
1	1	3/8	3/8	2/4	2	1	V43					Ab	I		V43	V		43					Mm7	0	0	-2, -5, -3, 1		-3	-2	0	5	0.0	0.0	0.5	0.0
2	2	0	0	2/4	2	1	I6					Ab	I		I6	I		6					M	0	0	0, -3, -4		-4	0	0	8	0.0	0.0	1.4375	0.0
2	2	3/8	3/8	2/4	2	1	IV					Ab	I		IV	IV							M	0	0	-5, -1, -4		-5	-5	0	4	0.0	0.0	0.375	0.0
3	3	0	0	2/4	2	1	ii					Ab	I		ii	ii							m	0	0	-2, -5, -1		-2	-2	0	4	0.0	0.0	0.375	0.0
3	3	1/8	1/8	2/4	2	1	V6					Ab	I		V6	V		6					M	0	0	1, -2, -3		-3	1	0	4	0.0	0.0	0.375	0.0
3	3	1/4	1/4	2/4	2	1	I					Ab	I		I	I							M	0	0	-4, 0, -3		-4	-4	0	4	0.0	0.0	0.375	0.0
3	3	3/8	3/8	2/4	2	1	I6					Ab	I		I6	I		6					M	0	0	0, -3, -4		-4	0	0	4	0.0	0.0	0.375	0.0
4	4	0	0	2/4	2	1	V					Ab	I		V	V							M	0	0	-3, 1, -2		-3	-3	0	9	0.0	0.0	0.9375	0.0
4	4	5/16	5/16	2/4	2	1	V2					Ab	I		V2	V		2					Mm7	0	0	-5, -3, 1, -2		-3	-5	0	3	0.0	0.0	0.1875	0.0
4	4	3/8	3/8	2/4	2	1	vi64					Ab	I		vi64	vi		64					m	0	0	0, -1, -4		-1	0	0	3	0.0	0.0	0.1875	0.0
4	4	7/16	7/16	2/4	2	1	viio6					Ab	I		viio6	vii	o	6					o	0	0	-2, -5, 1		1	-2	0	3	0.0	0.0	0.1875	0.0
5	5	0	0	2/4	2	1	I					Ab	I		I	I							M	0	0	-4, 0, -3		-4	-4	0	9	0.0	0.0	1.5	0.0
5	5	3/8	3/8	2/4	2	1	V43					Ab	I		V43	V		43					Mm7	0	0	-2, -5, -3, 1		-3	-2	0	5	0.0	0.0	0.5	0.0
6	6	0	0	2/4	2	1	I6					Ab	I		I6	I		6					M	0	0	0, -3, -4		-4	0	0	8	0.0	0.0	1.4375	0.0
6	6	3/8	3/8	2/4	2	1	IV					Ab	I		IV	IV							M	0	0	-5, -1, -4		-5	-5	0	4	0.0	0.0	0.375	0.0
7	7	0	0	2/4	2	1	ii					Ab	I		ii	ii							m	0	0	-2, -5, -1		-2	-2	0	4	0.0	0.0	0.375	0.0
7	7	1/8	1/8	2/4	2	1	V6					Ab	I		V6	V		6					M	0	0	1, -2, -3		-3	1	0	4	0.0	0.0	0.375	0.0
7	7	1/4	1/4	2/4	2	1	I					Ab	I		I	I							M	0	0	-4, 0, -3		-4	-4	0	4	0.0	0.0	0.375	0.0
7	7	3/8	3/8	2/4	2	1	I6					Ab	I		I6	I		6					M	0	0	0, -3, -4		-4	0	0	4	0.0	0.0	0.375	0.0
8	8	0	0	2/4	2	1	V7					Ab	I		V7	V		7					Mm7	0	0	-3, 1, -2, -5		-3	-3	0	7	0.0	0.0	1.0	0.0
8	8	1/4	1/4	2/4	2	1	I					Ab	I		I	I							M	0	0	-4, 0, -3		-4	-4	0	9	0.0	0.0	1.125	0.0
9	9	0	0	2/4	2	1	V7					Ab	I		V7	V		7					Mm7	0	0	-3, 1, -2, -5		-3	-3	0	4	0.0	0.0	1.0	0.0
9	9	1/4	1/4	2/4	2	1	I|PAC}					Ab	I		I	I					PAC	}	M	0	0	-4, 0, -3		-4	-4	0	4	0.0	0.0	0.5	0.0
9	9	3/8	3/8	2/4	2	1	V65/vi{					Ab	I		V65/vi	V		65		vi		{	Mm7	0	0	4, 1, -2, 0		0	4	8	10	0.4444444444444444	0.5625	1.4375	0.28125
12	12	0	0	2/4	2	1	V/vi					Ab	I		V/vi	V				vi			M	0	0	0, 4, 1		0	0	4	18	0.18181818181818182	0.3125	2.125	0.1282051282051282
15	15	15/32	15/32	2/4	2	1	IV					Ab	I		IV	IV							M	0	0	-5, -1, -4		-5	-5	0	12	0.0	0.0	0.9375	0.0
17	17	15/32	15/32	2/4	2	1	V7|HC}					Ab	I		V7	V		7			HC	}	Mm7	0	0	-3, 1, -2, -5		-3	-3	2	13	0.13333333333333333	0.05	1.8875	0.025806451612903226
20	20	0	0	2/4	2	1	I					Ab	I		I	I							M	0	0	-4, 0, -3		-4	-4	0	6	0.0	0.0	0.6875	0.0
20	20	3/8	3/8	2/4	2	1	V43					Ab	I		V43	V		43					Mm7	0	0	-2, -5, -3, 1		-3	-2	0	5	0.0	0.0	0.5	0.0
21	21	0	0	2/4	2	1	I6					Ab	I		I6	I		6					M	0	0	0, -3, -4		-4	0	0	8	0.0	0.0	1.4375	0.0
21	21	3/8	3/8	2/4	2	1	IV					Ab	I		IV	IV							M	0	0	-5, -1, -4		-5	-5	0	4	0.0	0.0	0.375	0.0
22	22	0	0	2/4	2	1	ii					Ab	I		ii	ii							m	0	0	-2, -5, -1		-2	-2	0	4	0.0	0.0	0.375	0.0
22	22	1/8	1/8	2/4	2	1	V6					Ab	I		V6	V		6					M	0	0	1, -2, -3		-3	1	0	4	0.0	0.0	0.375	0.0
22	22	1/4	1/4	2/4	2	1	I					Ab	I		I	I							M	0	0	-4, 0, -3		-4	-4	0	4	0.0	0.0	0.375	0.0
22	22	3/8	3/8	2/4	2	1	I6					Ab	I		I6	I		6					M	0	0	0, -3, -4		-4	0	0	4	0.0	0.0	0.375	0.0
23	23	0	0	2/4	2	1	V					Ab	I		V	V							M	0	0	-3, 1, -2		-3	-3	0	9	0.0	0.0	0.9375	0.0
23	23	5/16	5/16	2/4	2	1	V2					Ab	I		V2	V		2					Mm7	0	0	-5, -3, 1, -2		-3	-5	0	3	0.0	0.0	0.1875	0.0
23	23	3/8	3/8	2/4	2	1	vi64					Ab	I		vi64	vi		64					m	0	0	0, -1, -4		-1	0	0	3	0.0	0.0	0.1875	0.0
