mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	tempo_visible	slur	crescendo_hairpin	crescendo_line	diminuendo_line	decrescendo_hairpin
25	25	98	98	0.3333333333333333		1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	259											
25	25	295/3	295/3	0.3333333333333333		7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	260											
25	25	296/3	296/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	261											
25	25	99	99	0.3333333333333333		3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	262											
25	25	298/3	298/3	0.3333333333333333		5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	263											
25	25	299/3	299/3	0.3333333333333333		11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	264											
25	25	96	96	2.0		0	0	Chord	4/4	2	2	1/2		1/2	1	265											
25	25	98	98	1.0		1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	266			articStaccatoBelow								
25	25	99	99	1.0		3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	267			articStaccatoBelow								
26	26	103	103	0.0		3/4	3/4	Dynamic	4/4	1	1	0						p									
26	26	103	103	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	268	p						68				
26	26	100	100	0.3333333333333333		0	0	Chord	4/4	2	1	1/12		1/8	2/3	269											
26	26	301/3	301/3	0.3333333333333333		1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	270											
26	26	302/3	302/3	0.3333333333333333		1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	271											
26	26	101	101	0.3333333333333333		1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	272											
26	26	304/3	304/3	0.3333333333333333		1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	273											
26	26	305/3	305/3	0.3333333333333333		5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	274											
26	26	102	102	0.3333333333333333		1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	275											
26	26	307/3	307/3	0.3333333333333333		7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	276											
26	26	308/3	308/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	277											
26	26	103	103	0.3333333333333333		3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	278											
26	26	310/3	310/3	0.3333333333333333		5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	279											
26	26	311/3	311/3	0.3333333333333333		11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	280											
26	26	100	100	4.0		0	0	Chord	4/4	2	2	1		1	1	281											
27	27	104	104	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	282							68				
27	27	105	105	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	283							68				
27	27	106	106	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	284							68				
27	27	107	107	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	285											
27	27	104	104	0.3333333333333333		0	0	Chord	4/4	2	1	1/12		1/8	2/3	286											
27	27	313/3	313/3	0.3333333333333333		1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	287											
27	27	314/3	314/3	0.3333333333333333		1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	288											
27	27	105	105	0.3333333333333333		1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	289											
27	27	316/3	316/3	0.3333333333333333		1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	290											
27	27	317/3	317/3	0.3333333333333333		5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	291											
27	27	106	106	0.3333333333333333		1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	292											
27	27	319/3	319/3	0.3333333333333333		7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	293											
27	27	320/3	320/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	294											
27	27	107	107	0.3333333333333333		3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	295											
27	27	322/3	322/3	0.3333333333333333		5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	296											
27	27	323/3	323/3	0.3333333333333333		11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	297											
27	27	104	104	4.0		0	0	Chord	4/4	2	2	1		1	1	298											
28	28	108	108	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	299											
28	28	110	110	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	300											
28	28	108	108	0.3333333333333333		0	0	Chord	4/4	2	1	1/12		1/8	2/3	301											
28	28	325/3	325/3	0.3333333333333333		1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	302											
28	28	326/3	326/3	0.3333333333333333		1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	303											
28	28	109	109	0.3333333333333333		1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	304											
28	28	328/3	328/3	0.3333333333333333		1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	305											
28	28	329/3	329/3	0.3333333333333333		5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	306											
28	28	110	110	0.3333333333333333		1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	307											
28	28	331/3	331/3	0.3333333333333333		7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	308											
28	28	332/3	332/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	309											
28	28	111	111	0.3333333333333333		3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	310											
28	28	334/3	334/3	0.3333333333333333		5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	311											
28	28	335/3	335/3	0.3333333333333333		11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	312											
28	28	108	108	4.0		0	0	Chord	4/4	2	2	1		1	1	313											
29	29	112	112	0.0		0	0	Dynamic	4/4	1	1	0						f									
29	29	112	112	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	314	f										
29	29	337/3	337/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	315											
29	29	338/3	338/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	316											
29	29	113	113	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	317											
29	29	340/3	340/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	318											
29	29	341/3	341/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	319											
29	29	114	114	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	320											
29	29	343/3	343/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	321											
29	29	344/3	344/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	322											
29	29	115	115	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	323											
29	29	346/3	346/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	324											
29	29	347/3	347/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	325											
29	29	112	112	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	326											
29	29	114	114	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	327			articStaccatoBelow								
29	29	115	115	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	328			articStaccatoAbove								
30	30	118	118	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf									
30	30	118	118	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	329			articStaccatoAbove								
30	30	116	116	0.3333333333333333		0	0	Chord	4/4	2	1	1/12		1/8	2/3	330											
30	30	349/3	349/3	0.3333333333333333		1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	331											
30	30	350/3	350/3	0.3333333333333333		1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	332											
30	30	117	117	0.3333333333333333		1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	333											
30	30	352/3	352/3	0.3333333333333333		1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	334											
30	30	353/3	353/3	0.3333333333333333		5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	335											
30	30	118	118	0.3333333333333333		1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	336											
30	30	355/3	355/3	0.3333333333333333		7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	337											
30	30	356/3	356/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	338											
30	30	119	119	0.3333333333333333		3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	339											
30	30	358/3	358/3	0.3333333333333333		5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	340											
30	30	359/3	359/3	0.3333333333333333		11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	341											
30	30	116	116	4.0		0	0	Chord	4/4	2	2	1		1	1	342											
31	31	120	120	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	343											
31	31	361/3	361/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	344											
31	31	362/3	362/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	345											
31	31	121	121	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	346											
31	31	364/3	364/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	347											
31	31	365/3	365/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	348											
31	31	122	122	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	349											
31	31	367/3	367/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	350											
31	31	368/3	368/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	351											
31	31	123	123	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	352											
31	31	370/3	370/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	353											
31	31	371/3	371/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	354											
31	31	120	120	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	355											
31	31	122	122	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	356			articStaccatoBelow								
31	31	123	123	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	357			articStaccatoAbove								
32	32	126	126	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf									
32	32	126	126	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	358			articStaccatoAbove								
32	32	124	124	0.3333333333333333		0	0	Chord	4/4	2	1	1/12		1/8	2/3	359											
32	32	373/3	373/3	0.3333333333333333		1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	360											
32	32	374/3	374/3	0.3333333333333333		1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	361											
32	32	125	125	0.3333333333333333		1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	362											
32	32	376/3	376/3	0.3333333333333333		1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	363											
32	32	377/3	377/3	0.3333333333333333		5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	364											
32	32	126	126	0.3333333333333333		1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	365											
32	32	379/3	379/3	0.3333333333333333		7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	366											
32	32	380/3	380/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	367											
32	32	127	127	0.3333333333333333		3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	368											
32	32	382/3	382/3	0.3333333333333333		5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	369											
32	32	383/3	383/3	0.3333333333333333		11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	370											
32	32	124	124	4.0		0	0	Chord	4/4	2	2	1		1	1	371											
33	33	128	128	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	372	<										
33	33	385/3	385/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	373											
33	33	386/3	386/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	374											
33	33	129	129	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	375											
33	33	388/3	388/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	376											
33	33	389/3	389/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	377											
33	33	130	130	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	378											
33	33	391/3	391/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	379											
33	33	392/3	392/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	380											
33	33	131	131	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	381											
33	33	394/3	394/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	382											
33	33	395/3	395/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	383											
33	33	128	128	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	384											
33	33	130	130	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	385			articStaccatoBelow								
33	33	131	131	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	386			articStaccatoAbove								
34	34	134	134	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf									
34	34	134	134	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	387			articStaccatoAbove								
34	34	132	132	0.3333333333333333		0	0	Chord	4/4	2	1	1/12		1/8	2/3	388											
34	34	397/3	397/3	0.3333333333333333		1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	389											
34	34	398/3	398/3	0.3333333333333333		1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	390											
34	34	133	133	0.3333333333333333		1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	391											
34	34	400/3	400/3	0.3333333333333333		1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	392											
34	34	401/3	401/3	0.3333333333333333		5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	393											
34	34	134	134	0.3333333333333333		1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	394											
34	34	403/3	403/3	0.3333333333333333		7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	395											
34	34	404/3	404/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	396											
34	34	135	135	0.3333333333333333		3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	397											
34	34	406/3	406/3	0.3333333333333333		5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	398											
34	34	407/3	407/3	0.3333333333333333		11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	399											
34	34	132	132	4.0		0	0	Chord	4/4	2	2	1		1	1	400											
35	35	136	136	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	401											
35	35	409/3	409/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	402											
35	35	410/3	410/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	403											
35	35	137	137	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	404											
35	35	412/3	412/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	405											
35	35	413/3	413/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	406											
35	35	138	138	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	407											
35	35	415/3	415/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	408											
35	35	416/3	416/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	409											
35	35	139	139	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	410											
35	35	418/3	418/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	411											
35	35	419/3	419/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	412											
35	35	136	136	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	413											
35	35	138	138	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	414			articStaccatoAbove								
35	35	139	139	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	415			articStaccatoAbove								
36	36	142	142	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf									
36	36	142	142	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	416			articStaccatoAbove								
36	36	140	140	0.3333333333333333		0	0	Chord	4/4	2	1	1/12		1/8	2/3	417											
36	36	421/3	421/3	0.3333333333333333		1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	418											
36	36	422/3	422/3	0.3333333333333333		1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	419											
36	36	141	141	0.3333333333333333		1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	420											
36	36	424/3	424/3	0.3333333333333333		1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	421											
36	36	425/3	425/3	0.3333333333333333		5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	422											
36	36	142	142	0.3333333333333333		1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	423											
36	36	427/3	427/3	0.3333333333333333		7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	424											
36	36	428/3	428/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	425											
36	36	143	143	0.3333333333333333		3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	426											
36	36	430/3	430/3	0.3333333333333333		5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	427											
36	36	431/3	431/3	0.3333333333333333		11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	428											
36	36	140	140	4.0		0	0	Chord	4/4	2	2	1		1	1	429											
37	37	144	144	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	430											
37	37	433/3	433/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	431											
37	37	434/3	434/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	432											
37	37	145	145	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	433											
37	37	436/3	436/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	434											
37	37	437/3	437/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	435											
37	37	146	146	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	436											
37	37	439/3	439/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	437											
37	37	440/3	440/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	438											
37	37	147	147	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	439											
37	37	442/3	442/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	440											
37	37	443/3	443/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	441											
37	37	144	144	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	442											
37	37	146	146	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	443			articStaccatoAbove								
37	37	147	147	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	444			articStaccatoAbove								
38	38	150	150	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	445											
38	38	451/3	451/3	0.0		7/12	7/12	Dynamic	4/4	1	1	0						sf									
38	38	148	148	0.0		0	0	Dynamic	4/4	1	2	0						ff									
38	38	148	148	0.3333333333333333		0	0	Chord	4/4	1	2	1/12		1/8	2/3	446	ff										
38	38	445/3	445/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	447											
38	38	446/3	446/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	448											
38	38	149	149	0.3333333333333333		1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	449											
38	38	448/3	448/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	450											
38	38	449/3	449/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	451											
38	38	150	150	0.3333333333333333		1/2	1/2	Chord	4/4	1	2	1/12		1/8	2/3	452											
38	38	451/3	451/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	2	1/12		1/8	2/3	453											
38	38	452/3	452/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	454											
38	38	151	151	0.3333333333333333		3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	455											
38	38	454/3	454/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	2	1/12		1/8	2/3	456											
38	38	455/3	455/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	457											
38	38	148	148	4.0		0	0	Chord	4/4	2	1	1		1	1	458											
39	39	154	154	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	459											
39	39	463/3	463/3	0.0		7/12	7/12	Dynamic	4/4	1	1	0						sf									
39	39	152	152	0.3333333333333333		0	0	Chord	4/4	1	2	1/12		1/8	2/3	460											
39	39	457/3	457/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	461											
39	39	458/3	458/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	462											
39	39	153	153	0.3333333333333333		1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	463											
39	39	460/3	460/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	464											
39	39	461/3	461/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	465											
39	39	154	154	0.3333333333333333		1/2	1/2	Chord	4/4	1	2	1/12		1/8	2/3	466											
39	39	463/3	463/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	2	1/12		1/8	2/3	467											
39	39	464/3	464/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	468											
39	39	155	155	0.3333333333333333		3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	469											
39	39	466/3	466/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	2	1/12		1/8	2/3	470											
39	39	467/3	467/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	471											
39	39	152	152	0.0		0	0	Dynamic	4/4	2	1	0						sf									
39	39	152	152	4.0		0	0	Chord	4/4	2	1	1		1	1	472											
40	40	158	158	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	473											
40	40	475/3	475/3	0.0		7/12	7/12	Dynamic	4/4	1	1	0						sf									
40	40	156	156	0.3333333333333333		0	0	Chord	4/4	1	2	1/12		1/8	2/3	474											
40	40	469/3	469/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	475											
40	40	470/3	470/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	476											
40	40	157	157	0.3333333333333333		1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	477											
40	40	472/3	472/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	478											
40	40	473/3	473/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	479											
40	40	158	158	0.3333333333333333		1/2	1/2	Chord	4/4	1	2	1/12		1/8	2/3	480											
40	40	475/3	475/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	2	1/12		1/8	2/3	481											
40	40	476/3	476/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	2	1/12		1/8	2/3	482											
40	40	159	159	0.3333333333333333		3/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	483											
40	40	478/3	478/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	2	1/12		1/8	2/3	484											
40	40	479/3	479/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	485											
40	40	156	156	0.0		0	0	Dynamic	4/4	2	1	0						sf									
40	40	156	156	4.0		0	0	Chord	4/4	2	1	1		1	1	486											
41	41	160	160	0.0		0	0	Dynamic	4/4	1	1	0						p									
41	41	160	160	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	487											
41	41	163	163	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	488							69				
41	41	327/2	327/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	489											
41	41	160	160	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	490	f										
41	41	160	160	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	491											
41	41	321/2	321/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	492											
41	41	161	161	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	493											
41	41	323/2	323/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	494											
41	41	162	162	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	495											
41	41	325/2	325/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	496											
41	41	163	163	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	497											
41	41	327/2	327/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	498											
42	42	164	164	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	499							70				
42	42	329/2	329/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	500											
42	42	165	165	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	501							71				
42	42	331/2	331/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	502											
42	42	167	167	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	503							72				
42	42	335/2	335/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	504											
42	42	164	164	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	505											
42	42	329/2	329/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	506											
42	42	165	165	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	507											
42	42	331/2	331/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	508											
42	42	166	166	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	509											
42	42	333/2	333/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	510											
42	42	167	167	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	511											
42	42	335/2	335/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	512											
43	43	168	168	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	513							73				
