mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	articulation
71	71	421/2	421/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	230		
71	71	211	211	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	231		
71	71	423/2	423/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	232		
71	71	212	212	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	233		
71	71	425/2	425/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	234		
72	72	213	213	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	235		
72	72	213	213	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	236		
72	72	429/2	429/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	237		articStaccatoAbove
72	72	215	215	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	238		articStaccatoAbove
72	72	213	213	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	239		
72	72	427/2	427/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	240		
72	72	214	214	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	241		
72	72	429/2	429/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	242		
72	72	215	215	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	243		
72	72	431/2	431/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	244		
73	73	216	216	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	245		
73	73	217	217	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	246		
73	73	218	218	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	247		
73	73	216	216	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	248		
73	73	433/2	433/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	249		
73	73	217	217	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	250		
73	73	435/2	435/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	251		
73	73	218	218	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	252		
73	73	437/2	437/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	253		
74	74	219	219	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	254		
74	74	219	219	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	255		
74	74	439/2	439/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	256		
74	74	220	220	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	257		
74	74	441/2	441/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	258		
74	74	221	221	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	259		
74	74	443/2	443/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	260		
75	75	222	222	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	261		articAccentAbove
75	75	222	222	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	262		
75	75	445/2	445/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	263		
75	75	223	223	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	264		
75	75	447/2	447/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	265		
75	75	224	224	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	266		
75	75	449/2	449/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	267		
76	76	225	225	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	268		
76	76	225	225	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	269		
76	76	453/2	453/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	270		articStaccatoAbove
76	76	227	227	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	271		articStaccatoAbove
76	76	225	225	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	272		
76	76	451/2	451/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	273		
76	76	226	226	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	274		
76	76	453/2	453/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	275		
76	76	227	227	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	276		
76	76	455/2	455/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	277		
77	77	228	228	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	278		articStaccatoAbove
77	77	229	229	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	279		
77	77	230	230	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	280		
77	77	228	228	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	281		
77	77	457/2	457/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	282		
77	77	229	229	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	283		
77	77	459/2	459/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	284		
77	77	230	230	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	285		
77	77	461/2	461/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	286		
78	78	231	231	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	287		articAccentAbove
78	78	231	231	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	288		
78	78	463/2	463/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	289		
78	78	232	232	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	290		
78	78	465/2	465/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	291		
78	78	233	233	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	292		
78	78	467/2	467/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	293		
79	79	234	234	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	294	<	articAccentAbove
79	79	234	234	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	295		
79	79	469/2	469/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	296		
79	79	235	235	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	297		
79	79	471/2	471/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	298		
79	79	236	236	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	299		
79	79	473/2	473/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	300		
80	80	237	237	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	301		
80	80	237	237	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	302		
