mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	articulation
1	1	0	0	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	0		
1	1	0	0	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1	p	
2	2	3	3	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	2		
2	2	3	3	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	3		
3	3	6	6	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	4		
3	3	6	6	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	5		
4	4	9	9	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	6		
4	4	9	9	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	7		
5	5	12	12	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	8		
5	5	25/2	25/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	9		
5	5	13	13	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	10		
5	5	12	12	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	11		
5	5	13	13	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	12		
6	6	15	15	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	13		
6	6	31/2	31/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	14		
6	6	16	16	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	15		
6	6	15	15	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	16		
6	6	16	16	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	17		
7	7	18	18	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	18		
7	7	37/2	37/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	19		
7	7	19	19	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	20		
7	7	18	18	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	21		
7	7	19	19	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	22		
8	8	21	21	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	23		
8	8	22	22	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	24		
8	8	21	21	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	25		
8	8	22	22	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	26		
9	9	24	24	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	27		
9	9	24	24	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	28		
10	10	27	27	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	29		
10	10	27	27	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	30		
11	11	30	30	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	31		
11	11	30	30	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	32		
12	12	33	33	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	33		
12	12	33	33	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	34		
13	13	36	36	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	35		
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	36		
13	13	37	37	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	37		
13	13	36	36	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	38		
13	13	37	37	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	39		
14	14	39	39	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	40		
14	14	79/2	79/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	41		
14	14	40	40	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	42		
14	14	39	39	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	43		
14	14	40	40	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	44		
15	15	42	42	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	45		
15	15	85/2	85/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	46		
15	15	43	43	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	47		
15	15	42	42	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	48		
15	15	43	43	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	49		
16	16	45	45	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	50		
16	16	46	46	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	51		
16	16	45	45	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	52		
16	16	46	46	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	53		
17	17	48	48	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	54	f	
18	18	51	51	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	55	f	
19	19	54	54	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	56		
20	20	57	57	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	57		
21	21	60	60	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	58		
21	21	121/2	121/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	59		
21	21	61	61	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	60		
21	21	60	60	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	61	p	
21	21	61	61	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	62		
21	21	60	60	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	63		
21	21	61	61	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	64		
22	22	63	63	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	65		
22	22	127/2	127/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	66		
22	22	64	64	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	67		
22	22	63	63	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	68		
22	22	64	64	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	69		
22	22	63	63	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	70		
22	22	64	64	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	71		
23	23	66	66	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	72		
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	73		
23	23	67	67	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	74		
23	23	66	66	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	75		
23	23	67	67	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	76		
23	23	66	66	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	77		
23	23	67	67	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	78		
24	24	69	69	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	79		
24	24	70	70	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	80		
24	24	69	69	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	81		
24	24	70	70	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	82		
25	25	72	72	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	83	f	
26	26	75	75	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	84	f	
27	27	78	78	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	85		
28	28	81	81	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	86		
29	29	84	84	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	87		
29	29	169/2	169/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	88		
29	29	85	85	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	89		
29	29	84	84	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	90	p	
29	29	85	85	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	91		
29	29	84	84	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	92		
29	29	85	85	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	93		
30	30	87	87	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	94		
30	30	175/2	175/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	95		
30	30	88	88	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	96		
30	30	87	87	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	97		
30	30	88	88	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	98		
30	30	87	87	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	99		
30	30	88	88	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	100		
31	31	90	90	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	101		
31	31	181/2	181/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	102		
31	31	91	91	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	103		
31	31	90	90	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	104		
31	31	91	91	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	105		
31	31	90	90	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	106		
31	31	91	91	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	107		
32	32	93	93	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	108		
32	32	94	94	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	109		
32	32	93	93	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	110		
32	32	94	94	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	111		
33	33	97	97	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	112	pp	articStaccatoAbove
33	33	98	98	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	113		articStaccatoAbove
33	33	96	96	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	114		
34	34	100	100	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	115		articStaccatoAbove
34	34	101	101	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	116		articStaccatoAbove
34	34	99	99	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	117		
35	35	103	103	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	118		articStaccatoAbove
35	35	104	104	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	119		articStaccatoAbove
35	35	102	102	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	120		
36	36	106	106	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	121		articStaccatoAbove
36	36	107	107	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	122		articStaccatoAbove
36	36	105	105	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	123		
37	37	109	109	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	124		articStaccatoAbove
37	37	110	110	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	125		articStaccatoAbove
37	37	108	108	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	126		
38	38	112	112	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	127		articStaccatoAbove
38	38	113	113	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	128		articStaccatoAbove
38	38	111	111	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	129		
39	39	115	115	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	130	<	articStaccatoAbove
39	39	116	116	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	131		articStaccatoAbove
39	39	114	114	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	132		
40	40	118	118	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	133		articStaccatoAbove
40	40	119	119	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	134		articStaccatoAbove
40	40	117	117	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	135		
41	41	121	121	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	136		articStaccatoAbove
41	41	122	122	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	137		articStaccatoAbove
41	41	120	120	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	138		
42	42	124	124	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	139		articStaccatoAbove
42	42	125	125	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	140		articStaccatoAbove
42	42	123	123	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	141		
43	43	127	127	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	142		articStaccatoAbove
43	43	128	128	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	143		articStaccatoAbove
43	43	126	126	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	144		
44	44	130	130	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	145		articStaccatoAbove
44	44	131	131	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	146		articStaccatoAbove
44	44	129	129	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	147		
45	45	133	133	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	148		articStaccatoAbove
45	45	134	134	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	149		articStaccatoAbove
45	45	132	132	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	150		
46	46	136	136	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	151	>	articStaccatoAbove
46	46	137	137	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	152		articStaccatoAbove
46	46	135	135	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	153		
47	47	139	139	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	154		
47	47	138	138	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	155		
48	48	141	141	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	156		
48	48	141	141	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	157		
49	49	144	144	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	158	p	
50	50	147	147	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	159		
51	51	150	150	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	160		
52	52	153	153	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	161		
53	53	156	156	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	162		
53	53	313/2	313/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	163		
53	53	157	157	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	164		
53	53	156	156	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	165		
53	53	157	157	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	166		
54	54	159	159	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	167		
54	54	319/2	319/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	168		
54	54	160	160	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	169		
54	54	159	159	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	170		
54	54	160	160	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	171		
55	55	162	162	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	172		
55	55	325/2	325/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	173		
55	55	163	163	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	174		
55	55	162	162	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	175		
55	55	163	163	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	176		
56	56	165	165	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	177		
56	56	166	166	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	178		
56	56	165	165	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	179		
56	56	166	166	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	180		
57	57	168	168	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	181	ff	
58	58	171	171	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	182	ff	
58	58	171	171	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	183		
59	59	174	174	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	184		
60	60	177	177	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	185		
61	61	180	180	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	186	p	
61	61	361/2	361/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	187		
61	61	181	181	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	188		
61	61	180	180	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	189		
61	61	181	181	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	190		
62	62	183	183	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	191		
62	62	367/2	367/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	192		
62	62	184	184	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	193		
62	62	183	183	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	194		
62	62	184	184	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	195		
63	63	186	186	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	196		
63	63	373/2	373/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	197		
63	63	187	187	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	198		
63	63	186	186	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	199		
63	63	187	187	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	200		
64	64	189	189	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	201	<	
64	64	379/2	379/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	202		
64	64	190	190	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	203		
64	64	189	189	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	204		
64	64	190	190	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	205		
65	65	192	192	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	206		
65	65	385/2	385/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	207		
65	65	193	193	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	208		
65	65	192	192	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	209		
65	65	193	193	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	210		
66	66	195	195	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	211		
66	66	391/2	391/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	212		
66	66	196	196	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	213		
66	66	195	195	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	214		
66	66	195	195	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	215		
66	66	196	196	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	216		
67	67	198	198	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	217		
67	67	397/2	397/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	218		
67	67	199	199	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	219		
67	67	198	198	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	220		
67	67	199	199	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	221		
68	68	201	201	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	222		
68	68	202	202	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	223		
68	68	201	201	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	224		
68	68	202	202	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	225		
69	69	204	204	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	226	f	
69	69	204	204	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	227		
71	71	210	210	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	228	p	articAccentAbove
71	71	210	210	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	229		
