mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va	Trill:trill
144	144	861/2	861/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1126				77				
144	144	431	431	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1127				77				
144	144	863/2	863/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1128								
144	144	429	429	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1129								
144	144	859/2	859/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1130								
144	144	430	430	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1131								
144	144	861/2	861/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1132								
144	144	431	431	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1133								
144	144	863/2	863/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1134								
145	145	432	432	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1135				78				
145	145	433	433	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1136				78				
145	145	867/2	867/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1137								
145	145	869/2	869/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1138			articAccentAbove					
145	145	432	432	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1139								
145	145	865/2	865/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1140								
145	145	433	433	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1141								
145	145	867/2	867/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1142								
145	145	434	434	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1143								
145	145	869/2	869/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1144								
146	146	435	435	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1145								
146	146	436	436	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1146				79				
146	146	873/2	873/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1147				79				
146	146	437	437	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1148				79				
146	146	875/2	875/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1149								
146	146	435	435	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1150								
146	146	871/2	871/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1151								
146	146	436	436	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1152								
146	146	873/2	873/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1153								
146	146	437	437	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1154								
146	146	875/2	875/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1155								
147	147	438	438	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1156				80				
147	147	439	439	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1157				80				
147	147	879/2	879/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1158								
147	147	881/2	881/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1159			articAccentAbove					
147	147	438	438	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1160								
147	147	877/2	877/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1161								
147	147	439	439	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1162								
147	147	879/2	879/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1163								
147	147	440	440	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1164								
147	147	881/2	881/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1165								
148	148	441	441	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1166								
148	148	442	442	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1167				81				
148	148	885/2	885/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1168				81				
148	148	443	443	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1169				81				
148	148	887/2	887/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1170								
148	148	441	441	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1171								
148	148	883/2	883/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1172								
148	148	442	442	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1173								
148	148	885/2	885/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1174								
148	148	443	443	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1175								
148	148	887/2	887/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1176								
149	149	444	444	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1177				82				
149	149	445	445	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1178				82				
149	149	891/2	891/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1179								
149	149	893/2	893/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1180			articAccentAbove	83				
149	149	444	444	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1181								
149	149	889/2	889/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1182								
149	149	445	445	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1183								
149	149	891/2	891/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1184								
149	149	446	446	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1185								
149	149	893/2	893/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1186								
150	150	447	447	0.0	0	0	Spanner	6/8	1	1	0								83		10		
150	150	447	447	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	1187				83		10		
150	150	447	447	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1188								
150	150	895/2	895/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1189								
150	150	448	448	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1190								
150	150	897/2	897/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1191								
150	150	449	449	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1192								
150	150	899/2	899/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1193								
150	150	447	447	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	1194								
151	151	450	450	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1195				83		10		
151	151	451	451	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1196				83		10		
151	151	903/2	903/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1197				83		10		
151	151	905/2	905/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1198						10		
151	151	450	450	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1199								
151	151	901/2	901/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1200								
151	151	451	451	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1201								
151	151	903/2	903/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1202								
151	151	452	452	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1203								
151	151	905/2	905/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1204								
151	151	450	450	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	1205								
151	151	903/2	903/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	1206								
152	152	453	453	0.0	0	0	Spanner	6/8	1	1	0												
152	152	909/2	909/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1207				84				
152	152	911/2	911/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1208				84				
152	152	453	453	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1209								
152	152	907/2	907/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1210								
152	152	454	454	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1211								
152	152	909/2	909/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1212								
152	152	455	455	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1213								
152	152	911/2	911/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1214								
152	152	453	453	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	1215								
153	153	456	456	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1216			articStaccatoAbove					
153	153	915/2	915/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1217								
153	153	456	456	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1218								
153	153	913/2	913/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1219								
153	153	457	457	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1220								
153	153	915/2	915/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1221								
153	153	458	458	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1222								
153	153	917/2	917/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1223								
153	153	456	456	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	1224								
154	154	921/2	921/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1225				85				
154	154	923/2	923/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1226				85				
154	154	459	459	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1227								
154	154	919/2	919/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1228								
154	154	460	460	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1229								
154	154	921/2	921/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1230								
154	154	461	461	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1231								
154	154	923/2	923/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1232								
154	154	459	459	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	1233								
155	155	462	462	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1234			articStaccatoAbove					
155	155	927/2	927/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1235								
155	155	462	462	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1236								
155	155	925/2	925/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1237								
155	155	463	463	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1238								
155	155	927/2	927/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1239								
155	155	464	464	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1240								
155	155	929/2	929/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1241								
155	155	462	462	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	1242								
156	156	465	465	0.0	0	0	Spanner	6/8	1	1	0										11		
156	156	933/2	933/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1243				86		11		
156	156	935/2	935/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1244						11		
156	156	465	465	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	1245						11		
156	156	931/2	931/2	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	1246						11		
156	156	466	466	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1247						11		
156	156	933/2	933/2	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	1248						11		
156	156	467	467	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	1249						11		
156	156	935/2	935/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1250						11		
156	156	465	465	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	1251								
157	157	468	468	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1252						11		
157	157	939/2	939/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1253						11		
157	157	468	468	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	1254						11		
157	157	937/2	937/2	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	1255						11		
157	157	469	469	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1256						11		
157	157	939/2	939/2	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	1257						11		
157	157	470	470	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	1258						11		
157	157	941/2	941/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1259						11		
157	157	468	468	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1260								
157	157	937/2	937/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1261								
157	157	469	469	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1262								
157	157	939/2	939/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1263								
157	157	470	470	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1264								
157	157	941/2	941/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1265								
157	157	468	468	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	1266								
158	158	471	471	0.0	0	0	Spanner	6/8	1	1	0												
158	158	471	471	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1267								
158	158	943/2	943/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1268								
158	158	472	472	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1269								
158	158	945/2	945/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1270								
158	158	473	473	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1271								
158	158	947/2	947/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1272								
158	158	471	471	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1273								
158	158	945/2	945/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1274								
159	159	474	474	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1275								
159	159	949/2	949/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1276								
159	159	475	475	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1277								
159	159	951/2	951/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1278								
159	159	476	476	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1279								
159	159	953/2	953/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1280								
159	159	474	474	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1281								
159	159	951/2	951/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1282								
160	160	477	477	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1283								
160	160	955/2	955/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1284								
160	160	478	478	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1285								
160	160	957/2	957/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1286								
160	160	479	479	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1287								
160	160	959/2	959/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1288								
160	160	477	477	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1289								
160	160	957/2	957/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1290								
161	161	480	480	0.0	0	0	Spanner	6/8	1	1	0											0	
161	161	480	480	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1291							0	
161	161	961/2	961/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1292							0	
161	161	481	481	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1293							0	
161	161	963/2	963/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1294							0	
161	161	482	482	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1295							0	
161	161	965/2	965/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1296							0	
161	161	480	480	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1297								
161	161	963/2	963/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1298								
161	161	965/2	965/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1299								
162	162	483	483	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1300							0	
162	162	969/2	969/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1301							0	
162	162	483	483	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1302								
162	162	967/2	967/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1303								
162	162	484	484	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1304								
162	162	969/2	969/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1305								
162	162	485	485	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1306								
162	162	971/2	971/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1307								
163	163	486	486	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1308							0	
163	163	975/2	975/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1309							0	
163	163	486	486	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1310								
163	163	973/2	973/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1311								
163	163	487	487	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1312								
163	163	975/2	975/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1313								
163	163	488	488	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1314								
163	163	977/2	977/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1315								
164	164	489	489	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1316							0	
164	164	981/2	981/2	0.0	3/8	3/8	Spanner	6/8	1	1	0											0	0
164	164	981/2	981/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1317							0	0
164	164	489	489	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1318								
164	164	979/2	979/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1319								
164	164	490	490	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1320								
164	164	981/2	981/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1321								
164	164	491	491	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1322								
164	164	983/2	983/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1323								
165	165	492	492	0.0	0	0	Spanner	6/8	1	1	0											0	
165	165	492	492	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1324							0	
165	165	987/2	987/2	0.0	3/8	3/8	Spanner	6/8	1	1	0												
165	165	987/2	987/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1325								
165	165	989/2	989/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1326								
165	165	492	492	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1327								
165	165	985/2	985/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1328								
165	165	493	493	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1329								
165	165	987/2	987/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1330								
165	165	494	494	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1331								
165	165	989/2	989/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1332								
166	166	495	495	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1333			articStaccatoAbove					
166	166	993/2	993/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1334			articStaccatoAbove					
166	166	495	495	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1335			articStaccatoAbove					
166	166	993/2	993/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1336			articStaccatoAbove					
167	167	498	498	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1337			articStaccatoAbove					
167	167	498	498	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1338			articStaccatoAbove					
168	168	501	501	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1339								
168	168	1005/2	1005/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1340								
168	168	501	501	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1341								
168	168	1005/2	1005/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1342								
169	169	504	504	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1343								
169	169	504	504	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1344								
170	170	507	507	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1345								
170	170	1017/2	1017/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1346								
171	171	510	510	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1347								
171	171	1023/2	1023/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1348								
171	171	510	510	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1349								
171	171	1023/2	1023/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1350								
172	172	513	513	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1351								
172	172	1029/2	1029/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1352								
172	172	513	513	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1353								
172	172	1029/2	1029/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1354								
173	173	516	516	0.0	0	0	Spanner	6/8	1	1	0										12		
173	173	516	516	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1355						12		
173	173	1035/2	1035/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1356						12		
173	173	516	516	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1357								
173	173	1035/2	1035/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1358								
174	174	519	519	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1359						12		
174	174	1041/2	1041/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1360						12		
174	174	519	519	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1361								
174	174	1041/2	1041/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1362								
175	175	522	522	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1363						12		
175	175	1047/2	1047/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1364						12		
175	175	522	522	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1365								
175	175	1047/2	1047/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1366								
176	176	525	525	0.0	0	0	Spanner	6/8	1	1	0												
176	176	525	525	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1367			articStaccatoAbove					
176	176	1053/2	1053/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1368			articStaccatoAbove					
176	176	525	525	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1369								
176	176	1053/2	1053/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1370			articStaccatoBelow					
177	177	528	528	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1371			articStaccatoAbove					
177	177	528	528	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1372			articStaccatoBelow					
