mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin
7	6	37/2	37/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	61				12		
7	6	75/4	75/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	62						
7	6	18	18	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	63						
7	6	16	16	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	64						
7	6	17	17	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	65						
7	6	18	18	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	66						
8	7	19	19	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	67				13		
8	7	77/4	77/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	68				13		
8	7	39/2	39/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	69				13		
8	7	79/4	79/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	70						
8	7	20	20	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	71						
8	7	83/4	83/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	72		ornamentTurn		14		
8	7	21	21	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	73				14		
8	7	85/4	85/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	74				14		
8	7	43/2	43/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	75				14		
8	7	87/4	87/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	76						
8	7	19	19	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	77						
8	7	20	20	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	78						
8	7	21	21	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	79				15		
8	7	85/4	85/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	80				15		
8	7	43/2	43/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	81				15		
8	7	87/4	87/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	82						
9	8	22	22	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	83				16		
9	8	23	23	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	84						
9	8	24	24	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	85				17		
9	8	99/4	99/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	86						
9	8	22	22	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	87						
9	8	23	23	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	88						
10	9	25	25	0.0	0	0	Spanner	3/4	1	1	0									0	
10	9	25	25	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	89				18	0	
10	9	26	26	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	90				18	0	
10	9	27	27	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	91		ornamentTurn		18	0	
10	9	111/4	111/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	92					0	
10	9	25	25	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	93				19		
10	9	101/4	101/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	94				19		
10	9	51/2	51/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	95				19		
10	9	103/4	103/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	96				19		
10	9	26	26	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	97				19		
10	9	105/4	105/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	98				19		
10	9	53/2	53/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	99				19		
10	9	107/4	107/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	100				19		
10	9	27	27	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	101				19		
10	9	109/4	109/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	102				19		
10	9	55/2	55/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	103				19		
10	9	111/4	111/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	104						
10	9	25	25	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	105						
11	10	28	28	0.0	0	0	Dynamic	3/4	1	1	0					sf					
11	10	28	28	0.0	0	0	Spanner	3/4	1	1	0										
11	10	28	28	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	106				20		
11	10	29	29	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	107				20		
11	10	117/4	117/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	108				20		
11	10	59/2	59/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	109				20		
11	10	119/4	119/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	110				20		
11	10	30	30	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	111				20		
11	10	121/4	121/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	112				20		
11	10	61/2	61/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	113				20		
11	10	123/4	123/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	114						
11	10	28	28	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	115				21		
11	10	113/4	113/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	116				21		
11	10	57/2	57/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	117				21		
11	10	115/4	115/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	118				21		
11	10	29	29	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	119				21		
11	10	117/4	117/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	120				21		
11	10	59/2	59/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	121				21		
11	10	119/4	119/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	122				21		
11	10	30	30	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	123				21		
11	10	121/4	121/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	124				21		
11	10	61/2	61/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	125				21		
11	10	123/4	123/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	126						
11	10	28	28	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	127						
12	11	31	31	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	128				22		
12	11	32	32	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	129				22		
12	11	33	33	0.375	1/2	1/2	Chord	3/4	1	1	3/32		1/16	3/2	130		ornamentTurn		22		
12	11	267/8	267/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	131				22		
12	11	67/2	67/2	0.375	5/8	5/8	Chord	3/4	1	1	3/32		1/16	3/2	132		ornamentTurn		22		
12	11	271/8	271/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	133						
12	11	31	31	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	134				23		
12	11	125/4	125/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	135				23		
12	11	63/2	63/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	136				23		
12	11	127/4	127/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	137				23		
12	11	32	32	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	138				23		
12	11	129/4	129/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	139				23		
12	11	65/2	65/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	140				23		
12	11	131/4	131/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	141				23		
12	11	33	33	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	142				23		
12	11	133/4	133/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	143				23		
12	11	67/2	67/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	144				23		
12	11	135/4	135/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	145						
12	11	31	31	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	146						
13	12	34	34	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	147				24		
13	12	69/2	69/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	148				24		
13	12	35	35	0.0	1/4	1/4	Dynamic	3/4	1	1	0					pp			24		
13	12	35	35	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	149				24		
13	12	141/4	141/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	150				24		
13	12	71/2	71/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	151				24		
13	12	143/4	143/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	152				24		
13	12	36	36	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	153				24		
13	12	145/4	145/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	154				24		
13	12	73/2	73/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	155				24		
13	12	147/4	147/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	156						
13	12	34	34	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	157				25		
13	12	137/4	137/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	158				25		
13	12	69/2	69/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	159				25		
13	12	139/4	139/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	160				25		
13	12	35	35	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	161				25		
13	12	141/4	141/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	162				25		
13	12	71/2	71/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	163				25		
13	12	143/4	143/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	164				25		
13	12	36	36	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	165				25		
13	12	145/4	145/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	166				25		
13	12	73/2	73/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	167				25		
13	12	147/4	147/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	168						
14	13	37	37	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	169		ornamentTurn		26		
14	13	38	38	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	170				26		
14	13	38	38	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	171				26		
14	13	77/2	77/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	172				26		
14	13	39	39	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	173				26		
14	13	79/2	79/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	174						
14	13	37	37	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	175						
14	13	149/4	149/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	176						
14	13	75/2	75/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	177						
14	13	151/4	151/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	178						
14	13	38	38	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	179				27		
14	13	77/2	77/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	180				27		
14	13	39	39	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	181				27		
14	13	79/2	79/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	182						
14	13	37	37	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	183						
14	13	39	39	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	184						
15	14	40	40	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	185				28		
15	14	41	41	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	186						
15	14	42	42	0.0	1/2	1/2	Dynamic	3/4	1	1	0					rf					
15	14	42	42	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	187				29		
15	14	171/4	171/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	188						
15	14	40	40	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	189						
15	14	42	42	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	190				30		
15	14	171/4	171/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	191						
16	15	43	43	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	192				31		
16	15	173/4	173/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	193				31		
16	15	87/2	87/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	194				31		
16	15	175/4	175/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	195				31		
16	15	44	44	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	196				31		
16	15	177/4	177/4	0.0	5/16	5/16	Chord	3/4	1	1	0	acciaccatura	1/8	1	197				31		
16	15	177/4	177/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	198				31		
16	15	89/2	89/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	199				31		
16	15	179/4	179/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	200				31		
16	15	45	45	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	201				31		
16	15	181/4	181/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	202				31		
16	15	91/2	91/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	203				31		
16	15	183/4	183/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	204						
16	15	43	43	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	205						
16	15	44	44	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	206				32		
16	15	177/4	177/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	207				32		
16	15	89/2	89/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	208				32		
16	15	179/4	179/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	209						
16	15	45	45	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	210						
16	15	181/4	181/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	211						
16	15	91/2	91/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	212						
16	15	183/4	183/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	213						
16	15	44	44	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	214						
16	15	45	45	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	215				33		
17	16	46	46	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	216				34		
17	16	47	47	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	217						
17	16	48	48	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	218		ornamentTurn				
17	16	46	46	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	219						
17	16	46	46	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	220				35		
17	16	47	47	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	221						
18	17	49	49	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	222						
18	17	50	50	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	223						
18	17	51	51	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	224						
18	17	207/4	207/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	225						
18	17	197/4	197/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	226				36		
18	17	99/2	99/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	227				36		
18	17	199/4	199/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	228						
18	17	201/4	201/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	229				37		
18	17	101/2	101/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	230				37		
18	17	203/4	203/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	231						
18	17	205/4	205/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	232				38		
18	17	103/2	103/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	233				38		
18	17	207/4	207/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	234						
19	18	52	52	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	235				39		
19	18	53	53	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	236						
19	18	54	54	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	237		ornamentTurn				
19	18	219/4	219/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	238						
19	18	209/4	209/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	239				40		
19	18	105/2	105/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	240				40		
19	18	211/4	211/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	241						
19	18	213/4	213/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	242				41		
19	18	107/2	107/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	243				41		
19	18	215/4	215/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	244						
19	18	217/4	217/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	245				42		
19	18	109/2	109/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	246				42		
19	18	219/4	219/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	247						
20	19	55	55	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	248						
20	19	56	56	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	249						
20	19	57	57	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	250						
20	19	231/4	231/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	251						
20	19	221/4	221/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	252				43		
20	19	111/2	111/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	253				43		
20	19	223/4	223/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	254						
20	19	225/4	225/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	255				44		
20	19	113/2	113/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	256				44		
20	19	227/4	227/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	257						
20	19	229/4	229/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	258				45		
20	19	115/2	115/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	259				45		
20	19	231/4	231/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	260						
21	20	58	58	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	261				46		
21	20	59	59	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	262						
21	20	60	60	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	263		ornamentTurn				
21	20	233/4	233/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	264				47		
21	20	117/2	117/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	265				47		
21	20	235/4	235/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	266						
21	20	237/4	237/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	267				48		
21	20	119/2	119/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	268				48		
21	20	239/4	239/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	269						
21	20	241/4	241/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	270				49		
21	20	121/2	121/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	271				49		
21	20	243/4	243/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	272						
22	21	61	61	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	273						
22	21	62	62	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	274						
22	21	63	63	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	275						
22	21	255/4	255/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	276						
22	21	245/4	245/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	277				50		
22	21	123/2	123/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	278				50		
