mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	articulation
40	38	611/4	627/4	0.25	2	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	592		
40	38	149	153	0.5	2	0	0	Chord	4/4	2	1	1/8	1/8	1	593		
40	38	150	154	0.5	2	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	594		
40	38	151	155	0.5	2	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	595		
40	38	152	156	0.75	2	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	596		
40	38	611/4	627/4	0.25	2	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	597		
41	39	153	157	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	598		
41	39	154	158	0.75		1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	599		
41	39	619/4	635/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	600		
41	39	155	159	0.75		1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	601		
41	39	623/4	639/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	602		
41	39	156	160	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	603		
41	39	627/4	643/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	604		
41	39	153	157	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	605		
41	39	154	158	0.75		1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	606		
41	39	619/4	635/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	607		
41	39	155	159	0.75		1/2	1/2	Chord	4/4	2	1	3/16	1/8	3/2	608		
41	39	623/4	639/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	609		
41	39	156	160	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	610		
41	39	627/4	643/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	611		
41	39	153	157	2.0		0	0	Chord	4/4	2	2	1/2	1/2	1	612		
41	39	155	159	2.0		1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	613		
41	39	153	157	4.0		0	0	Chord	4/4	2	3	1	1	1	614		
42	40	157	161	3.0		0	0	Chord	4/4	1	1	3/4	1/2	3/2	615		
42	40	160	164	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	616		
42	40	643/4	659/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	617		
42	40	157	161	3.0		0	0	Chord	4/4	2	1	3/4	1/2	3/2	618		
42	40	160	164	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	619		
42	40	643/4	659/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	620		
42	40	157	161	0.75		0	0	Chord	4/4	2	2	3/16	1/8	3/2	621		
42	40	631/4	647/4	0.25		3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	622		
42	40	158	162	0.75		1/4	1/4	Chord	4/4	2	2	3/16	1/8	3/2	623		
42	40	635/4	651/4	0.25		7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	624		
42	40	159	163	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	625		
42	40	160	164	0.75		3/4	3/4	Chord	4/4	2	2	3/16	1/8	3/2	626		
42	40	643/4	659/4	0.25		15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	627		
43	41	161	165	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	628		
43	41	162	166	0.75		1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	629		
43	41	651/4	667/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	630		
43	41	163	167	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	631		
43	41	164	168	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	632		
43	41	659/4	675/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	633		
43	41	161	165	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	634		
43	41	162	166	0.75		1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	635		
43	41	651/4	667/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	636		
43	41	163	167	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	637		
43	41	164	168	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	638		
43	41	659/4	675/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	639		
43	41	161	165	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	640		
43	41	162	166	0.75		1/4	1/4	Chord	4/4	2	2	3/16	1/8	3/2	641		
43	41	651/4	667/4	0.25		7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	642		
43	41	163	167	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	643		
43	41	164	168	0.75		3/4	3/4	Chord	4/4	2	2	3/16	1/8	3/2	644		
43	41	659/4	675/4	0.25		15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	645		
44	42	165	169	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	646		
44	42	166	170	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	647		
44	42	167	171	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	648		
44	42	168	172	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	649		
44	42	675/4	691/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	650		
44	42	165	169	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	651		
44	42	166	170	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	652		
44	42	167	171	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	653		
44	42	168	172	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	654		
44	42	675/4	691/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	655		
44	42	165	169	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	656		
44	42	166	170	1.0		1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	657		
44	42	167	171	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	658		
45	43	169	173	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	659		
45	43	170	174	0.75		1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	660	<	
45	43	683/4	699/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	661		
45	43	171	175	0.75		1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	662		
45	43	687/4	703/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	663		
45	43	172	176	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	664		
45	43	691/4	707/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	665		
45	43	169	173	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	666		
45	43	170	174	0.75		1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	667		
45	43	683/4	699/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	668		
45	43	171	175	0.75		1/2	1/2	Chord	4/4	2	1	3/16	1/8	3/2	669		
45	43	687/4	703/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	670		
45	43	172	176	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	671		
45	43	691/4	707/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	672		
45	43	169	173	2.0		0	0	Chord	4/4	2	2	1/2	1/2	1	673		
45	43	171	175	2.0		1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	674		
45	43	169	173	4.0		0	0	Chord	4/4	2	3	1	1	1	675		
46	44	173	177	3.0		0	0	Chord	4/4	1	1	3/4	1/2	3/2	676		
46	44	176	180	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	677	p	
46	44	707/4	723/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	678		
46	44	173	177	3.0		0	0	Chord	4/4	2	1	3/4	1/2	3/2	679		
46	44	176	180	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	680		
46	44	707/4	723/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	681		
46	44	173	177	0.75		0	0	Chord	4/4	2	2	3/16	1/8	3/2	682		
46	44	695/4	711/4	0.25		3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	683		
46	44	174	178	0.75		1/4	1/4	Chord	4/4	2	2	3/16	1/8	3/2	684		
46	44	699/4	715/4	0.25		7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	685		
46	44	175	179	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	686		
46	44	176	180	0.75		3/4	3/4	Chord	4/4	2	2	3/16	1/8	3/2	687		
46	44	707/4	723/4	0.25		15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	688		
47	45	177	181	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	689		
47	45	178	182	0.75		1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	690		
47	45	715/4	731/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	691		
47	45	179	183	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	692		
47	45	180	184	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	693		
47	45	723/4	739/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	694		
47	45	177	181	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	695		
47	45	178	182	0.75		1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	696		
47	45	715/4	731/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	697		
47	45	179	183	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	698		
47	45	180	184	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	699		
47	45	723/4	739/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	700		
47	45	177	181	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	701		
47	45	178	182	0.75		1/4	1/4	Chord	4/4	2	2	3/16	1/8	3/2	702		
47	45	715/4	731/4	0.25		7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	703		
47	45	179	183	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	704		
47	45	180	184	0.75		3/4	3/4	Chord	4/4	2	2	3/16	1/8	3/2	705		
47	45	723/4	739/4	0.25		15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	706		
48	46	184	188	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	707		
48	46	739/4	755/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	708		
48	46	181	185	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	709		
48	46	182	186	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	710		
48	46	183	187	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	711		
48	46	184	188	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	712		
48	46	739/4	755/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	713		
48	46	181	185	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	714		
48	46	182	186	1.0		1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	715		
48	46	183	187	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	716		
49	47	185	189	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	717		
49	47	186	190	0.75		1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	718		
49	47	747/4	763/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	719		
49	47	187	191	0.75		1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	720		
49	47	751/4	767/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	721		
49	47	188	192	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	722		
49	47	755/4	771/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	723		
49	47	185	189	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	724		
49	47	186	190	0.75		1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	725		
49	47	747/4	763/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	726		
49	47	187	191	0.75		1/2	1/2	Chord	4/4	2	1	3/16	1/8	3/2	727		
49	47	751/4	767/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	728		
49	47	188	192	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	729		
49	47	755/4	771/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	730		
49	47	185	189	2.0		0	0	Chord	4/4	2	2	1/2	1/2	1	731		
49	47	187	191	2.0		1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	732		
49	47	185	189	4.0		0	0	Chord	4/4	2	3	1	1	1	733		
50	48	189	193	3.0		0	0	Chord	4/4	1	1	3/4	1/2	3/2	734	f	
50	48	192	196	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	735		
50	48	771/4	787/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	736		
50	48	189	193	3.0		0	0	Chord	4/4	2	1	3/4	1/2	3/2	737		
50	48	192	196	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	738		
50	48	771/4	787/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	739		
50	48	189	193	0.75		0	0	Chord	4/4	2	2	3/16	1/8	3/2	740		
50	48	759/4	775/4	0.25		3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	741		
50	48	190	194	0.75		1/4	1/4	Chord	4/4	2	2	3/16	1/8	3/2	742		
50	48	763/4	779/4	0.25		7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	743		
50	48	191	195	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	744		
50	48	192	196	0.75		3/4	3/4	Chord	4/4	2	2	3/16	1/8	3/2	745		
50	48	771/4	787/4	0.25		15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	746		
51	49	193	197	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	747		
51	49	194	198	0.75		1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	748		
51	49	779/4	795/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	749		
51	49	195	199	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	750		
51	49	196	200	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	751		
51	49	787/4	803/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	752		
51	49	193	197	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	753		
51	49	194	198	0.75		1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	754		
51	49	779/4	795/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	755		
51	49	195	199	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	756		
51	49	196	200	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	757		
51	49	787/4	803/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	758		
51	49	193	197	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	759		
51	49	194	198	0.75		1/4	1/4	Chord	4/4	2	2	3/16	1/8	3/2	760		
51	49	779/4	795/4	0.25		7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	761		
51	49	195	199	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	762		
51	49	196	200	0.75		3/4	3/4	Chord	4/4	2	2	3/16	1/8	3/2	763		
51	49	787/4	803/4	0.25		15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	764		
52	50	197	201	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	765		
52	50	198	202	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	766		
52	50	199	203	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	767		
52	50	200	204	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	768	p	
52	50	803/4	819/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	769		
52	50	197	201	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	770		
52	50	198	202	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	771		
52	50	199	203	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	772		
52	50	200	204	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	773		
52	50	803/4	819/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	774		
52	50	197	201	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	775		
52	50	198	202	1.0		1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	776		
52	50	199	203	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	777		
53	51	201	205	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	778		
53	51	202	206	0.75		1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	779		
53	51	811/4	827/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	780		
53	51	203	207	0.75		1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	781		
53	51	815/4	831/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	782		
53	51	204	208	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	783		
53	51	819/4	835/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	784		
53	51	201	205	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	785		
53	51	202	206	0.75		1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	786		
53	51	811/4	827/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	787		
53	51	203	207	0.75		1/2	1/2	Chord	4/4	2	1	3/16	1/8	3/2	788		
53	51	815/4	831/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	789		
53	51	204	208	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	790		
53	51	819/4	835/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	791		
53	51	201	205	2.0		0	0	Chord	4/4	2	2	1/2	1/2	1	792		
53	51	203	207	2.0		1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	793		
53	51	201	205	4.0		0	0	Chord	4/4	2	3	1	1	1	794		
54	52	205	209	3.0		0	0	Chord	4/4	1	1	3/4	1/2	3/2	795		
54	52	208	212	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	796		
54	52	835/4	851/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	797		
54	52	205	209	3.0		0	0	Chord	4/4	2	1	3/4	1/2	3/2	798		
54	52	208	212	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	799		
54	52	835/4	851/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	800		
54	52	205	209	0.75		0	0	Chord	4/4	2	2	3/16	1/8	3/2	801		
54	52	823/4	839/4	0.25		3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	802		
54	52	206	210	0.75		1/4	1/4	Chord	4/4	2	2	3/16	1/8	3/2	803		
54	52	827/4	843/4	0.25		7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	804		
54	52	207	211	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	805		
54	52	208	212	0.75		3/4	3/4	Chord	4/4	2	2	3/16	1/8	3/2	806		
54	52	835/4	851/4	0.25		15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	807		
55	53	209	213	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	808		
55	53	210	214	0.75		1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	809		
55	53	843/4	859/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	810		
55	53	211	215	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	811		
55	53	212	216	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	812		
55	53	851/4	867/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	813		
55	53	209	213	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	814		
55	53	210	214	0.75		1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	815		
55	53	843/4	859/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	816		
55	53	211	215	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	817		
55	53	212	216	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	818		
55	53	851/4	867/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	819		
55	53	209	213	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	820		
55	53	210	214	0.75		1/4	1/4	Chord	4/4	2	2	3/16	1/8	3/2	821		
55	53	843/4	859/4	0.25		7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	822		
55	53	211	215	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	823		
55	53	212	216	0.75		3/4	3/4	Chord	4/4	2	2	3/16	1/8	3/2	824		
55	53	851/4	867/4	0.25		15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	825		
56	54	213	217	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	826	p	
56	54	214	218	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	827		
56	54	215	219	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	828		
56	54	216	220	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	829	pp	
56	54	867/4	883/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	830		
56	54	213	217	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	831		
56	54	214	218	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	832		
56	54	215	219	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	833		
56	54	216	220	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	834		
56	54	867/4	883/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	835		
57	55	217	221	2.0		0	0	Chord	4/4	1	1	1/2	1/2	1	836		
57	55	219	223	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	837		
57	55	220	224	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	838		
57	55	217	221	2.0		0	0	Chord	4/4	2	1	1/2	1/2	1	839		
57	55	219	223	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	840		
57	55	220	224	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	841		
57	55	217	221	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	842		
57	55	218	222	1.0		1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	843		
57	55	219	223	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	844		
57	55	220	224	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	845		
58	56	221	225	0.75		0	0	Chord	4/4	1	1	3/16	1/8	3/2	846		
58	56	887/4	903/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	847		
58	56	222	226	2.0		1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	848		
58	56	224	228	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	849		
58	56	899/4	915/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	850		
58	56	221	225	0.75		0	0	Chord	4/4	2	1	3/16	1/8	3/2	851		
58	56	887/4	903/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	852		
58	56	222	226	2.0		1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	853		
58	56	224	228	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	854		
58	56	899/4	915/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	855		
58	56	221	225	0.75		0	0	Chord	4/4	2	2	3/16	1/8	3/2	856		
58	56	887/4	903/4	0.25		3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	857		
58	56	222	226	1.0		1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	858		
58	56	223	227	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	859		
58	56	224	228	0.75		3/4	3/4	Chord	4/4	2	2	3/16	1/8	3/2	860		
58	56	899/4	915/4	0.25		15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	861		
59	57	225	229	0.75		0	0	Chord	4/4	1	1	3/16	1/8	3/2	862		
59	57	903/4	919/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	863	ff	
59	57	226	230	0.75		1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	864		
59	57	907/4	923/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	865		
59	57	227	231	0.75		1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	866		
59	57	911/4	927/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	867		
59	57	228	232	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	868		
59	57	915/4	931/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	869		
59	57	225	229	0.75		0	0	Chord	4/4	2	1	3/16	1/8	3/2	870		
59	57	903/4	919/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	871		
59	57	226	230	0.75		1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	872		
59	57	907/4	923/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	873		
59	57	227	231	0.75		1/2	1/2	Chord	4/4	2	1	3/16	1/8	3/2	874		
59	57	911/4	927/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	875		
59	57	228	232	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	876		
59	57	915/4	931/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	877		
60	58	229	233	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	878		
60	58	230	234	2.0		1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	879		
60	58	232	236	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	880		
60	58	929/4	945/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	881		
60	58	465/2	473/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	882		
60	58	931/4	947/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	883		
60	58	229	233	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	884		
60	58	230	234	2.0		1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	885		
60	58	232	236	0.25		3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	886		
60	58	929/4	945/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	887		
60	58	465/2	473/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	888		
60	58	931/4	947/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	889		
61	59	233	237	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	890	p	
61	59	234	238	0.75		1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	891		
61	59	939/4	955/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	892		
