mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
160	160	639/2	639/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1377				510				
160	160	318	318	1.5	0	0	Chord	2/4	1	2	3/8	1/4	3/2	1378								
160	160	639/2	639/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	1379								
160	160	318	318	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	1380				511				
160	160	1275/4	1275/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1381				511				
160	160	319	319	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1382				511				
160	160	639/2	639/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1383				511				
161	161	320	320	1.5	0	0	Chord	2/4	1	1	3/8	1/4	3/2	1384				510				
161	161	643/2	643/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1385				510				
161	161	320	320	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	1386				511				
161	161	1283/4	1283/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1387				511				
161	161	321	321	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1388				511				
161	161	643/2	643/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1389				511				
162	162	322	322	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1390				510				
162	162	1291/4	1291/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1391				510				
162	162	323	323	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1392				510				
162	162	647/2	647/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1393				510				
162	162	322	322	1.5	0	0	Chord	2/4	1	2	3/8	1/4	3/2	1394								
162	162	647/2	647/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	1395								
162	162	322	322	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	1396				511				
162	162	1291/4	1291/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1397				511				
162	162	323	323	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1398				511				
162	162	647/2	647/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1399				511				
163	163	324	324	1.5	0	0	Chord	2/4	1	1	3/8	1/4	3/2	1400								
163	163	651/2	651/2	0.0	3/8	3/8	Spanner	2/4	1	1	0									6		
163	163	651/2	651/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1401				512		6		
163	163	324	324	1.5	0	0	Chord	2/4	1	2	3/8	1/4	3/2	1402						6		
163	163	651/2	651/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1403				511				
163	163	324	324	0.75	0	0	Chord	2/4	2	2	3/16	1/8	3/2	1404								
163	163	1299/4	1299/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16	1/16	1	1405								
163	163	325	325	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	1406								
163	163	651/2	651/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	1407								
164	164	326	326	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1408				512		6		
164	164	1307/4	1307/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1409				512		6		
164	164	327	327	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1410				512		6		
164	164	655/2	655/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1411				512		6		
164	164	326	326	1.5	0	0	Chord	2/4	2	1	3/8	1/4	3/2	1412				511				
164	164	655/2	655/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1413				511				
164	164	326	326	0.75	0	0	Chord	2/4	2	2	3/16	1/8	3/2	1414								
164	164	1307/4	1307/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16	1/16	1	1415								
164	164	327	327	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	1416								
164	164	655/2	655/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	1417								
165	165	328	328	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1418						6		
165	165	659/2	659/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1419				513		6		
165	165	659/2	659/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	1420						6		
165	165	328	328	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	1421				511				
165	165	1315/4	1315/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1422				511				
165	165	329	329	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1423				511				
165	165	659/2	659/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1424				511				
166	166	330	330	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1425				513		6		
166	166	1323/4	1323/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1426				513		6		
166	166	331	331	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1427				513		6		
166	166	663/2	663/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1428				513		6		
166	166	330	330	1.5	0	0	Chord	2/4	1	2	3/8	1/4	3/2	1429						6		
166	166	663/2	663/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	1430						6		
166	166	330	330	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	1431				511				
166	166	1323/4	1323/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1432				511				
166	166	331	331	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1433				511				
166	166	663/2	663/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1434				511				
167	167	332	332	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1435				513		6		
167	167	1331/4	1331/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1436				513		6		
167	167	333	333	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1437				513		6		
167	167	667/2	667/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1438				513		6		
167	167	332	332	1.5	0	0	Chord	2/4	1	2	3/8	1/4	3/2	1439						6		
167	167	667/2	667/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	1440						6		
167	167	332	332	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	1441				511				
167	167	1331/4	1331/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1442				511				
167	167	333	333	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1443				511				
167	167	667/2	667/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1444				511				
168	168	334	334	0.0	0	0	Spanner	2/4	1	1	0							513				
168	168	334	334	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1445				513				
168	168	1339/4	1339/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1446				513				
168	168	335	335	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1447				513				
168	168	671/2	671/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0					sf		513				
168	168	671/2	671/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1448				513				
168	168	334	334	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	1449				511				
168	168	1339/4	1339/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1450				511				
168	168	335	335	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1451				511				
168	168	671/2	671/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1452				511				
169	169	336	336	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1453				513				
169	169	1347/4	1347/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1454				513				
169	169	337	337	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1455				513				
169	169	675/2	675/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0					sf		513				
169	169	675/2	675/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1456				513				
169	169	336	336	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	1457				511				
169	169	1347/4	1347/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1458				511				
169	169	337	337	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1459				511				
169	169	675/2	675/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1460				511				
170	170	338	338	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1461				513				
170	170	1355/4	1355/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1462				513				
170	170	339	339	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1463				513				
170	170	679/2	679/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0					sf		513				
170	170	679/2	679/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1464				513				
170	170	338	338	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	1465				511				
170	170	1355/4	1355/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1466				511				
170	170	339	339	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1467				511				
170	170	679/2	679/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1468				511				
171	171	340	340	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1469				513				
171	171	1363/4	1363/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1470				513				
171	171	341	341	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1471				513				
171	171	683/2	683/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0					sf		513				
171	171	683/2	683/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1472				513				
171	171	340	340	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	1473				511				
171	171	1363/4	1363/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1474				511				
171	171	341	341	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1475				511				
171	171	683/2	683/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1476				511				
172	172	342	342	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1477				513				
172	172	1371/4	1371/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1478				513				
172	172	343	343	0.0	1/4	1/4	Dynamic	2/4	1	1	0					sf		513				
172	172	343	343	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1479				513				
172	172	687/2	687/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1480								
172	172	342	342	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	1481				511				
172	172	1371/4	1371/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1482				511				
172	172	343	343	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1483				511				
172	172	687/2	687/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1484								
173	173	344	344	0.0	0	0	Spanner	2/4	1	1	0								2			
173	173	344	344	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1485				514	2			
173	173	1379/4	1379/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1486				514	2			
173	173	345	345	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1487					2			
173	173	691/2	691/2	0.0	3/8	3/8	Spanner	2/4	1	1	0											
173	173	691/2	691/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1488								
173	173	344	344	1.5	0	0	Chord	2/4	1	2	3/8	1/4	3/2	1489								
173	173	691/2	691/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	1490								
173	173	344	344	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	1491				515				
173	173	1379/4	1379/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1492				515				
173	173	345	345	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1493								
173	173	691/2	691/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1494								
174	174	346	346	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1495								
174	174	347	347	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1496			articStaccatoAbove	516				
174	174	695/2	695/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1497			articStaccatoAbove					
174	174	346	346	0.75	0	0	Chord	2/4	1	2	3/16	1/8	3/2	1498				517				
174	174	1387/4	1387/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	1499								
174	174	347	347	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	1500								
174	174	695/2	695/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	1501								
174	174	346	346	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	1502				518				
174	174	1387/4	1387/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1503								
174	174	347	347	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1504			articStaccatoAbove	519				
174	174	695/2	695/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1505			articStaccatoAbove					
175	175	348	348	2.0	0	0	Chord	2/4	1	1	1/2	1/2	1	1506								
175	175	348	348	2.0	0	0	Chord	2/4	2	1	1/2	1/2	1	1507								
176	176	350	350	2.0	0	0	Chord	2/4	1	1	1/2	1/2	1	1508								
176	176	350	350	2.0	0	0	Chord	2/4	2	1	1/2	1/2	1	1509								
177	177	352	352	0.0	0	0	Spanner	2/4	1	1	0									7		
177	177	355	355	0.2	3/4	3/4	Chord	2/4	1	1	1/20	1/16	4/5	1510				520		7		
177	177	1776/5	1776/5	0.2	4/5	4/5	Chord	2/4	1	1	1/20	1/16	4/5	1511				520		7		
177	177	1777/5	1777/5	0.2	17/20	17/20	Chord	2/4	1	1	1/20	1/16	4/5	1512				520		7		
177	177	1778/5	1778/5	0.2	9/10	9/10	Chord	2/4	1	1	1/20	1/16	4/5	1513				520		7		
177	177	1779/5	1779/5	0.2	19/20	19/20	Chord	2/4	1	1	1/20	1/16	4/5	1514						7		
177	177	357	357	0.2	5/4	5/4	Chord	2/4	1	1	1/20	1/16	4/5	1515				521		7		
177	177	1786/5	1786/5	0.2	13/10	13/10	Chord	2/4	1	1	1/20	1/16	4/5	1516				521		7		
177	177	1787/5	1787/5	0.2	27/20	27/20	Chord	2/4	1	1	1/20	1/16	4/5	1517				521		7		
177	177	1788/5	1788/5	0.2	7/5	7/5	Chord	2/4	1	1	1/20	1/16	4/5	1518				521		7		
177	177	1789/5	1789/5	0.2	29/20	29/20	Chord	2/4	1	1	1/20	1/16	4/5	1519						7		
177	177	352	352	0.2	0	0	Chord	2/4	2	1	1/20	1/16	4/5	1520				522				
177	177	1761/5	1761/5	0.2	1/20	1/20	Chord	2/4	2	1	1/20	1/16	4/5	1521				522				
177	177	1762/5	1762/5	0.2	1/10	1/10	Chord	2/4	2	1	1/20	1/16	4/5	1522				522				
177	177	1763/5	1763/5	0.2	3/20	3/20	Chord	2/4	2	1	1/20	1/16	4/5	1523				522				
177	177	1764/5	1764/5	0.2	1/5	1/5	Chord	2/4	2	1	1/20	1/16	4/5	1524								
177	177	353	353	0.2	1/4	1/4	Chord	2/4	2	1	1/20	1/16	4/5	1525				523				
177	177	1766/5	1766/5	0.2	3/10	3/10	Chord	2/4	2	1	1/20	1/16	4/5	1526				523				
177	177	1767/5	1767/5	0.2	7/20	7/20	Chord	2/4	2	1	1/20	1/16	4/5	1527				523				
177	177	1768/5	1768/5	0.2	2/5	2/5	Chord	2/4	2	1	1/20	1/16	4/5	1528				523				
177	177	1769/5	1769/5	0.2	9/20	9/20	Chord	2/4	2	1	1/20	1/16	4/5	1529								
177	177	354	354	0.2	1/2	1/2	Chord	2/4	2	1	1/20	1/16	4/5	1530				524				
177	177	1771/5	1771/5	0.2	11/20	11/20	Chord	2/4	2	1	1/20	1/16	4/5	1531				524				
177	177	1772/5	1772/5	0.2	3/5	3/5	Chord	2/4	2	1	1/20	1/16	4/5	1532				524				
177	177	1773/5	1773/5	0.2	13/20	13/20	Chord	2/4	2	1	1/20	1/16	4/5	1533				524				
177	177	1774/5	1774/5	0.2	7/10	7/10	Chord	2/4	2	1	1/20	1/16	4/5	1534								
177	177	356	356	0.2	1	1	Chord	2/4	2	1	1/20	1/16	4/5	1535				525				
177	177	1781/5	1781/5	0.2	21/20	21/20	Chord	2/4	2	1	1/20	1/16	4/5	1536				525				
177	177	1782/5	1782/5	0.2	11/10	11/10	Chord	2/4	2	1	1/20	1/16	4/5	1537				525				
177	177	1783/5	1783/5	0.2	23/20	23/20	Chord	2/4	2	1	1/20	1/16	4/5	1538				525				
177	177	1784/5	1784/5	0.2	6/5	6/5	Chord	2/4	2	1	1/20	1/16	4/5	1539								
178	178	717/2	717/2	0.0	0	0	Spanner	2/4	1	1	0											
178	178	717/2	717/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1540				526				
178	178	1435/4	1435/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1541								
178	178	359	359	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1542				527				
178	178	1437/4	1437/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1543								
178	178	719/2	719/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1544				528				
178	178	1439/4	1439/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1545								
178	178	360	360	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1546								
178	178	1441/4	1441/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1547								
178	178	717/2	717/2	1.5	0	0	Chord	2/4	2	1	3/8	1/4	3/2	1548				529				
178	178	360	360	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1549								
178	178	717/2	717/2	2.0	0	0	Chord	2/4	2	2	1/2	1/2	1	1550								
179	179	721/2	721/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1551				530				
179	179	1443/4	1443/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1552								
179	179	361	361	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1553				531				
179	179	1445/4	1445/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1554								
179	179	723/2	723/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1555				532				
179	179	1447/4	1447/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1556								
179	179	362	362	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1557				533				
179	179	1449/4	1449/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1558								
179	179	721/2	721/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1559				534				
179	179	361	361	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1560				534				
179	179	723/2	723/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1561				534				
179	179	362	362	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1562								
179	179	721/2	721/2	2.0	0	0	Chord	2/4	2	2	1/2	1/2	1	1563								
180	180	725/2	725/2	0.0	0	0	Dynamic	2/4	1	1	0					f						
180	180	725/2	725/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1564				535				
180	180	1451/4	1451/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1565								
180	180	363	363	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1566				536				
180	180	1453/4	1453/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1567								
180	180	727/2	727/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1568				537				
180	180	1455/4	1455/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1569								
180	180	364	364	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1570				538				
180	180	1457/4	1457/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1571								
180	180	725/2	725/2	1.5	0	0	Chord	2/4	2	1	3/8	1/4	3/2	1572				539				
180	180	364	364	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1573								
180	180	725/2	725/2	2.0	0	0	Chord	2/4	2	2	1/2	1/2	1	1574								
181	181	729/2	729/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1575								
181	181	1459/4	1459/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1576								
181	181	365	365	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1577								
181	181	1461/4	1461/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1578								
181	181	731/2	731/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1579								
181	181	1463/4	1463/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1580								
181	181	366	366	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1581								
181	181	1465/4	1465/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1582								
181	181	729/2	729/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1583				540				
181	181	365	365	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1584				540				
181	181	731/2	731/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1585				540				
181	181	366	366	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1586								
181	181	729/2	729/2	2.0	0	0	Chord	2/4	2	2	1/2	1/2	1	1587								
182	182	733/2	733/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1588								
182	182	1467/4	1467/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1589								
182	182	367	367	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1590								
182	182	1469/4	1469/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1591								
182	182	735/2	735/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1592								
182	182	1471/4	1471/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1593								
182	182	368	368	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1594								
182	182	1473/4	1473/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1595								
182	182	733/2	733/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1596			articStaccatoAbove					
182	182	367	367	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1597			articStaccatoAbove					
182	182	735/2	735/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1598			articStaccatoAbove					
182	182	368	368	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1599			articStaccatoAbove					
183	183	737/2	737/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1600								
183	183	737/2	737/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1601								
