mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_line	crescendo_hairpin
48	47	369/2	369/2	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	804							
48	47	369/2	369/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	805				88			
48	47	185	185	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	806							
48	47	188	188	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	807				90			
49	48	377/2	377/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	808				89			
49	48	189	189	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	809				89			
49	48	379/2	379/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	810				89			
49	48	190	190	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	811				89			
49	48	381/2	381/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	812				89			
49	48	191	191	0.0	5/8	5/8	Dynamic	4/4	1	1	0						sf		89			
49	48	191	191	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	813				89			
49	48	192	192	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	814							
49	48	377/2	377/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	815				90			
49	48	379/2	379/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	816				90			
49	48	381/2	381/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	817				90			
49	48	383/2	383/2	0.0	3/4	3/4	Dynamic	4/4	2	1	0						sf					
49	48	383/2	383/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	818							
50	49	196	196	0.0	7/8	7/8	Dynamic	4/4	1	1	0						p					
50	49	196	196	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	819				91			
50	49	196	196	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	820				92			
51	50	393/2	393/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	821				91			
51	50	197	197	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	822				91			
51	50	395/2	395/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	823				91			
51	50	198	198	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	824				91			
51	50	397/2	397/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	825				91			
51	50	199	199	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	826				91			
51	50	399/2	399/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	827				91			
51	50	200	200	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	828				91			
51	50	393/2	393/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	829				92			
51	50	197	197	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	830				92			
51	50	395/2	395/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	831				92			
51	50	198	198	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	832				92			
51	50	397/2	397/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	833				92			
51	50	199	199	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	834				92			
51	50	399/2	399/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	835				92			
51	50	200	200	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	836				92			
52	51	401/2	401/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	837				91			
52	51	201	201	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	838				91			
52	51	403/2	403/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	839				91			
52	51	202	202	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	840				91			
52	51	405/2	405/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	841				91			
52	51	203	203	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	842				91			
52	51	407/2	407/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	843				91			
52	51	204	204	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	844				91			
52	51	401/2	401/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	845				92			
52	51	201	201	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	846				92			
52	51	403/2	403/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	847				92			
52	51	202	202	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	848				92			
52	51	405/2	405/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	849				92			
52	51	203	203	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	850				92			
52	51	407/2	407/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	851				92			
52	51	204	204	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	852				92			
53	52	409/2	409/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	853				91			
53	52	205	205	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	854				91			
53	52	411/2	411/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	855				91			
53	52	206	206	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	856				91			
53	52	413/2	413/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	857				91			
53	52	207	207	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	858				91			
53	52	415/2	415/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	859				91			
53	52	208	208	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	860				91			
53	52	409/2	409/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	861				92			
53	52	205	205	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	862				92			
53	52	411/2	411/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	863				92			
53	52	206	206	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	864				92			
53	52	413/2	413/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	865				92			
53	52	207	207	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	866				92			
53	52	415/2	415/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	867				92			
53	52	208	208	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	868				92			
54	53	417/2	417/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	869				91			
54	53	209	209	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	870				91			
54	53	419/2	419/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	871				91			
54	53	210	210	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	872				91			
54	53	421/2	421/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	873				91			
54	53	211	211	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	874				91			
54	53	423/2	423/2	0.0	3/4	3/4	Spanner	4/4	1	1	0								91		6	
54	53	423/2	423/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	875				91		6	
54	53	212	212	0.0	7/8	7/8	Spanner	4/4	1	1	0								91			
54	53	212	212	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	876				91			
54	53	417/2	417/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	877				92			
54	53	209	209	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	878				92			
54	53	419/2	419/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	879				92			
54	53	210	210	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	880				92			
54	53	421/2	421/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	881				92			
54	53	211	211	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	882				92			
54	53	423/2	423/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	883				92			
54	53	212	212	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	884				92			
55	54	425/2	425/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	885				91			
55	54	213	213	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	886				91			
55	54	427/2	427/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	887				91			
55	54	214	214	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	888				91			
55	54	429/2	429/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	889				91			
55	54	215	215	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	890				91			
55	54	431/2	431/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	891				91			
55	54	216	216	0.0	7/8	7/8	Dynamic	4/4	1	1	0						sf					
55	54	216	216	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	892							
55	54	425/2	425/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	893				92			
55	54	213	213	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	894				92			
55	54	427/2	427/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	895				92			
55	54	214	214	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	896				92			
55	54	429/2	429/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	897				92			
55	54	215	215	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	898				92			
55	54	431/2	431/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	899				92			
55	54	216	216	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	900							
56	55	433/2	433/2	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	901							
56	55	437/2	437/2	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	902							
56	55	433/2	433/2	0.0	0	0	Dynamic	4/4	2	1	0						p					
56	55	433/2	433/2	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	903							
56	55	437/2	437/2	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	904							
57	55	220	220	0.5	0	7/8	Chord	4/4	1	1	1/8		1/8	1	905				93			
57	55	220	220	0.5	0	7/8	Chord	4/4	1	2	1/8		1/8	1	906	p						
57	55	220	220	0.0	0	7/8	Dynamic	4/4	2	1	0						p					
57	55	220	220	0.5	0	7/8	Chord	4/4	2	1	1/8		1/8	1	907				94			
58	56	441/2	441/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	908				93			
58	56	221	221	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	909							
58	56	224	224	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	910				95			
58	56	441/2	441/2	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	911							
58	56	224	224	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	912				96			
58	56	441/2	441/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	913				94			
58	56	221	221	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	914							
58	56	224	224	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	915				97			
59	57	449/2	449/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	916				95			
59	57	225	225	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	917							
59	57	226	226	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	918				98			
59	57	453/2	453/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	919				98			
59	57	227	227	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	920							
59	57	228	228	0.0	7/8	7/8	Spanner	4/4	1	1	0										7	
59	57	228	228	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	921				99		7	
59	57	449/2	449/2	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	922						7	
59	57	449/2	449/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	923				97			
59	57	225	225	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	924				97			
59	57	451/2	451/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	925				97			
59	57	226	226	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	926							
59	57	228	228	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	927				100			
60	58	457/2	457/2	0.0	0	0	Spanner	4/4	1	1	0								99			
60	58	457/2	457/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	928				99			
60	58	229	229	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	929				99			
60	58	459/2	459/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	930				99			
60	58	230	230	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	931				99			
60	58	461/2	461/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	932				99			
60	58	231	231	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	933				99			
60	58	463/2	463/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	934				99			
60	58	232	232	0.0	7/8	7/8	Dynamic	4/4	1	1	0						f		99			
60	58	232	232	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	935				99			
60	58	457/2	457/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	936				100			
60	58	229	229	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	937				100			
60	58	459/2	459/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	938				100			
60	58	230	230	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	939				100			
60	58	461/2	461/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	940				100			
60	58	231	231	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	941				100			
60	58	463/2	463/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	942				100			
60	58	232	232	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	943							
61	59	465/2	465/2	0.0	0	0	Spanner	4/4	1	1	0								99	2		
61	59	465/2	465/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	944				99	2		
61	59	931/4	931/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	945				99	2		
61	59	233	233	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	946				99	2		
61	59	933/4	933/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	947				99	2		
61	59	467/2	467/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	948				99	2		
61	59	935/4	935/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	949				99	2		
61	59	234	234	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	950				99	2		
61	59	937/4	937/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	951					2		
61	59	469/2	469/2	0.0	1/2	1/2	Dynamic	4/4	1	1	0						p					
61	59	469/2	469/2	0.0	1/2	1/2	Spanner	4/4	1	1	0											
61	59	469/2	469/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	952							
61	59	471/2	471/2	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16	1/16	1	953							
61	59	471/2	471/2	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16	1/16	1	954							
61	59	471/2	471/2	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16	1/16	1	955							
61	59	471/2	471/2	0.0	3/4	3/4	Chord	4/4	1	1	0	appoggiatura	1/8	1	956							
61	59	471/2	471/2	0.0	3/4	3/4	Chord	4/4	1	1	0	appoggiatura	1/8	1	957							
61	59	471/2	471/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	958							
61	59	236	236	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	959				101			
61	59	236	236	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	960	pp						
61	59	234	234	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	961							
61	59	469/2	469/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	962							
61	59	471/2	471/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	963							
61	59	236	236	0.0	7/8	7/8	Dynamic	4/4	2	1	0						pp					
61	59	236	236	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	964				102			
61	59	465/2	465/2	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	965							
61	59	469/2	469/2	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	966							
61	59	471/2	471/2	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	967							
61	59	233	233	1.5	1/8	1/8	Chord	4/4	2	3	3/8		1/4	3/2	968							
61	59	467/2	467/2	1.0	1/4	1/4	Chord	4/4	2	4	1/4		1/4	1	969							
62	60	473/2	473/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	970				101			
62	60	237	237	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	971							
62	60	473/2	473/2	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	972							
62	60	238	238	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	973	<			103			
62	60	477/2	477/2	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	974				103			
62	60	239	239	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	975							
62	60	240	240	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	976				104			
62	60	473/2	473/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	977				102			
62	60	237	237	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	978				102			
62	60	475/2	475/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	979				102			
62	60	238	238	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	980							
62	60	239	239	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	981				105			
62	60	479/2	479/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	982				105			
62	60	240	240	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	983							
63	61	481/2	481/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	984							
63	61	241	241	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	985							
63	61	242	242	0.0	3/8	3/8	Dynamic	4/4	1	1	0						p					
63	61	242	242	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	986				106			
63	61	485/2	485/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	987							
63	61	487/2	487/2	0.0	3/4	3/4	Chord	4/4	1	1	0	appoggiatura	1/8	1	988							
63	61	487/2	487/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	989							
63	61	977/4	977/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	990							
63	61	487/2	487/2	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	991							
63	61	241	241	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	992				107			
63	61	483/2	483/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	993				107			
63	61	242	242	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	994							
63	61	485/2	485/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	995				108			
63	61	487/2	487/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	996							
63	61	485/2	485/2	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	997							
64	62	489/2	489/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	998							
64	62	248	248	0.0	7/8	7/8	Dynamic	4/4	1	1	0						ff					
64	62	248	248	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	999				109			
64	62	489/2	489/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1000							
64	62	248	248	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1001				110			
64	62	489/2	489/2	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	1002							
65	63	497/2	497/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1003				109			
65	63	249	249	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1004							
65	63	250	250	0.0	3/8	3/8	Dynamic	4/4	1	1	0						p					
65	63	250	250	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1005				111			
65	63	501/2	501/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1006							
65	63	503/2	503/2	0.0	3/4	3/4	Chord	4/4	1	1	0	appoggiatura	1/8	1	1007							
65	63	503/2	503/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	1008							
65	63	1009/4	1009/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1009							
65	63	503/2	503/2	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1010							
65	63	497/2	497/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1011				110			
65	63	249	249	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1012							
65	63	250	250	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1013							
65	63	501/2	501/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1014				112			
65	63	503/2	503/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1015							
65	63	250	250	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	1016							
65	63	501/2	501/2	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	1017							
66	64	505/2	505/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1018							
66	64	511/2	511/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1019				113			
66	64	505/2	505/2	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1020							
66	64	1011/4	1011/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1021							
66	64	253	253	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1022							
66	64	1013/4	1013/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1023							
66	64	507/2	507/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1024							
66	64	1015/4	1015/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1025							
66	64	254	254	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1026							
66	64	1017/4	1017/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1027							
66	64	509/2	509/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1028							
66	64	1019/4	1019/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1029							
66	64	255	255	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1030							
66	64	1021/4	1021/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1031							
66	64	511/2	511/2	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1032							
66	64	1023/4	1023/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1033							
66	64	256	256	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1034							
66	64	1025/4	1025/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1035							
67	65	513/2	513/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1036				113			
67	65	257	257	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1037							
67	65	515/2	515/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1038			articStaccatoAbove				
67	65	258	258	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1039			articStaccatoAbove				
67	65	517/2	517/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1040			articStaccatoAbove				
67	65	259	259	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1041			articStaccatoAbove				
67	65	519/2	519/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1042			articStaccatoAbove				
67	65	260	260	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1043			articStaccatoAbove				
67	65	513/2	513/2	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1044							
67	65	1027/4	1027/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1045							
67	65	257	257	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1046							
67	65	1029/4	1029/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1047							
67	65	515/2	515/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1048							
67	65	1031/4	1031/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1049							
67	65	258	258	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1050							
67	65	1033/4	1033/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1051							
67	65	517/2	517/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1052							
67	65	1035/4	1035/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1053							
67	65	259	259	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1054							
67	65	1037/4	1037/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1055							
67	65	519/2	519/2	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1056							
67	65	1039/4	1039/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1057							
67	65	260	260	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1058							
67	65	1041/4	1041/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1059							
68	66	521/2	521/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1060				114			
68	66	523/2	523/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1061							
68	66	527/2	527/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1062				115			
68	66	521/2	521/2	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1063							
68	66	1043/4	1043/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1064							
68	66	261	261	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1065							
68	66	1045/4	1045/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1066							
68	66	523/2	523/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1067							
68	66	1047/4	1047/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1068							
68	66	262	262	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1069							
68	66	1049/4	1049/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1070							
68	66	525/2	525/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1071							
68	66	1051/4	1051/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1072							
