mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	Trill:trill	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	crescendo_line
96	96	3557/8	3557/8	0.0	0	0	Spanner	9/8	1	1	0													13
96	96	3557/8	3557/8	0.25	0	0	Chord	9/8	1	1	1/16		1/16	1	2576	<		articStaccatoAbove						13
96	96	3559/8	3559/8	0.0	1/16	1/16	Spanner	9/8	1	1	0													
96	96	3559/8	3559/8	0.5	1/16	1/16	Chord	9/8	1	1	1/8		1/8	1	2577									
96	96	3563/8	3563/8	0.5	3/16	3/16	Chord	9/8	1	1	1/8		1/8	1	2578									
96	96	3567/8	3567/8	0.0	5/16	5/16	Dynamic	9/8	1	1	0						f							
96	96	3567/8	3567/8	0.5	5/16	5/16	Chord	9/8	1	1	1/8		1/8	1	2579									
96	96	3571/8	3571/8	0.5	7/16	7/16	Chord	9/8	1	1	1/8		1/8	1	2580	f								
96	96	3575/8	3575/8	0.5	9/16	9/16	Chord	9/8	1	1	1/8		1/8	1	2581									
96	96	3579/8	3579/8	0.25	11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	2582				159					
96	96	3581/8	3581/8	0.25	3/4	3/4	Chord	9/8	1	1	1/16		1/16	1	2583				159					
96	96	3583/8	3583/8	0.0	13/16	13/16	Spanner	9/8	1	1	0								159				4	
96	96	3583/8	3583/8	0.25	13/16	13/16	Chord	9/8	1	1	1/16		1/16	1	2584				159				4	
96	96	3585/8	3585/8	0.0	7/8	7/8	Spanner	9/8	1	1	0								159					
96	96	3585/8	3585/8	0.0	7/8	7/8	Chord	9/8	1	1	0	acciaccatura	1/8	1	2585				159					
96	96	3585/8	3585/8	0.25	7/8	7/8	Chord	9/8	1	1	1/16		1/16	1	2586				159					
96	96	3587/8	3587/8	0.25	15/16	15/16	Chord	9/8	1	1	1/16		1/16	1	2587				159					
96	96	3589/8	3589/8	0.25	1	1	Chord	9/8	1	1	1/16		1/16	1	2588				159					
96	96	3591/8	3591/8	0.25	17/16	17/16	Chord	9/8	1	1	1/16		1/16	1	2589									
96	96	3557/8	3557/8	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	2590			articStaccatoAbove						
96	96	3559/8	3559/8	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	2591			articStaccatoAbove						
96	96	3561/8	3561/8	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	2592			articStaccatoAbove						
96	96	3563/8	3563/8	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	2593			articStaccatoAbove						
96	96	3565/8	3565/8	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	2594			articStaccatoAbove						
96	96	3567/8	3567/8	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	2595			articStaccatoAbove						
96	96	3569/8	3569/8	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	2596			articStaccatoAbove						
96	96	3571/8	3571/8	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	2597			articStaccatoAbove						
96	96	3573/8	3573/8	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	2598			articStaccatoAbove						
96	96	3575/8	3575/8	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	2599			articStaccatoAbove						
96	96	3577/8	3577/8	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	2600			articStaccatoAbove						
96	96	3579/8	3579/8	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	2601			articStaccatoAbove						
96	96	3581/8	3581/8	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	2602			articStaccatoAbove						
96	96	3583/8	3583/8	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	2603			articStaccatoAbove						
96	96	3585/8	3585/8	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	2604			articStaccatoAbove						
96	96	3587/8	3587/8	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	2605			articStaccatoAbove						
96	96	3589/8	3589/8	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	2606			articStaccatoAbove						
96	96	3591/8	3591/8	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	2607			articStaccatoAbove						
97	97	3593/8	3593/8	0.0	0	0	Dynamic	9/8	1	1	0						p							
97	97	3593/8	3593/8	0.125	0	0	Chord	9/8	1	1	1/32		1/32	1	2608	p			160					
97	97	1797/4	1797/4	0.125	1/32	1/32	Chord	9/8	1	1	1/32		1/32	1	2609				160					
97	97	3595/8	3595/8	0.125	1/16	1/16	Chord	9/8	1	1	1/32		1/32	1	2610				160					
97	97	899/2	899/2	0.125	3/32	3/32	Chord	9/8	1	1	1/32		1/32	1	2611									
97	97	1799/4	1799/4	0.125	5/32	5/32	Chord	9/8	1	1	1/32		1/32	1	2612			articStaccatoAbove						
97	97	450	450	0.125	7/32	7/32	Chord	9/8	1	1	1/32		1/32	1	2613			articStaccatoAbove						
97	97	1801/4	1801/4	0.0	9/32	9/32	Spanner	9/8	1	1	0													14
97	97	1801/4	1801/4	0.125	9/32	9/32	Chord	9/8	1	1	1/32		1/32	1	2614			articStaccatoAbove						14
97	97	3603/8	3603/8	0.0	5/16	5/16	Spanner	9/8	1	1	0													
97	97	901/2	901/2	0.125	11/32	11/32	Chord	9/8	1	1	1/32		1/32	1	2615			articStaccatoAbove						
97	97	1803/4	1803/4	0.125	13/32	13/32	Chord	9/8	1	1	1/32		1/32	1	2616			articStaccatoAbove						
97	97	451	451	0.125	15/32	15/32	Chord	9/8	1	1	1/32		1/32	1	2617			articStaccatoAbove						
97	97	1805/4	1805/4	0.125	17/32	17/32	Chord	9/8	1	1	1/32		1/32	1	2618			articStaccatoAbove						
97	97	903/2	903/2	0.125	19/32	19/32	Chord	9/8	1	1	1/32		1/32	1	2619			articStaccatoAbove						
97	97	1807/4	1807/4	0.125	21/32	21/32	Chord	9/8	1	1	1/32		1/32	1	2620			articStaccatoAbove						
97	97	452	452	0.125	23/32	23/32	Chord	9/8	1	1	1/32		1/32	1	2621			articStaccatoAbove						
97	97	3617/8	3617/8	0.0	3/4	3/4	Dynamic	9/8	1	1	0						sf							
97	97	3617/8	3617/8	0.0	3/4	3/4	Chord	9/8	1	1	0	grace32	1/32	1	2622									
97	97	3617/8	3617/8	0.0	3/4	3/4	Chord	9/8	1	1	0	grace32	1/32	1	2623									
97	97	3617/8	3617/8	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	2624			articStaccatoAbove						
97	97	3625/8	3625/8	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	2625			articStaccatoAbove						
97	97	3593/8	3593/8	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	2626			articStaccatoAbove						
97	97	3595/8	3595/8	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	2627			articStaccatoAbove						
97	97	3597/8	3597/8	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	2628			articStaccatoAbove						
97	97	3599/8	3599/8	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	2629			articStaccatoAbove						
97	97	3601/8	3601/8	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	2630			articStaccatoAbove						
97	97	3603/8	3603/8	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	2631			articStaccatoAbove						
97	97	3605/8	3605/8	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	2632			articStaccatoAbove						
97	97	3607/8	3607/8	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	2633			articStaccatoAbove						
97	97	3609/8	3609/8	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	2634			articStaccatoAbove						
97	97	3611/8	3611/8	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	2635			articStaccatoAbove						
97	97	3613/8	3613/8	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	2636			articStaccatoAbove						
97	97	3615/8	3615/8	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	2637			articStaccatoAbove						
97	97	3617/8	3617/8	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	2638			articStaccatoAbove						
97	97	3619/8	3619/8	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	2639			articStaccatoAbove						
97	97	3621/8	3621/8	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	2640			articStaccatoAbove						
97	97	3623/8	3623/8	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	2641			articStaccatoAbove						
97	97	3625/8	3625/8	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	2642			articStaccatoAbove						
97	97	3627/8	3627/8	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	2643			articStaccatoAbove						
98	98	3629/8	3629/8	0.5	0	0	Chord	9/8	1	1	1/8		1/8	1	2644			articStaccatoBelow						
98	98	3633/8	3633/8	0.0	1/8	1/8	Dynamic	9/8	1	1	0						pp							
98	98	3633/8	3633/8	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	2645	pp			161					
98	98	3637/8	3637/8	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	2646				161					
98	98	3641/8	3641/8	0.5	3/8	3/8	Chord	9/8	1	1	1/8		1/8	1	2647				161					
98	98	3645/8	3645/8	0.5	1/2	1/2	Chord	9/8	1	1	1/8		1/8	1	2648				161					
98	98	3649/8	3649/8	0.5	5/8	5/8	Chord	9/8	1	1	1/8		1/8	1	2649									
98	98	3653/8	3653/8	0.25	3/4	3/4	Chord	9/8	1	1	1/16		1/16	1	2650				162					
98	98	3655/8	3655/8	0.25	13/16	13/16	Chord	9/8	1	1	1/16		1/16	1	2651				162					
98	98	3657/8	3657/8	0.25	7/8	7/8	Chord	9/8	1	1	1/16		1/16	1	2652				162					
98	98	3659/8	3659/8	0.25	15/16	15/16	Chord	9/8	1	1	1/16		1/16	1	2653				162					
98	98	3661/8	3661/8	0.25	1	1	Chord	9/8	1	1	1/16		1/16	1	2654				162					
98	98	3663/8	3663/8	0.25	17/16	17/16	Chord	9/8	1	1	1/16		1/16	1	2655									
98	98	3629/8	3629/8	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	2656			articStaccatoAbove						
99	99	3677/8	3677/8	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	2657									
99	99	3689/8	3689/8	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	2658			ornamentTrill						
99	99	3665/8	3665/8	3.0	0	0	Chord	9/8	1	2	3/4		1/2	3/2	2659									
99	99	3689/8	3689/8	1.5	3/4	3/4	Chord	9/8	1	2	3/8		1/4	3/2	2660									
99	99	3665/8	3665/8	0.0	0	0	Spanner	9/8	2	1	0									12				
99	99	3665/8	3665/8	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	2661			articStaccatoBelow		12				
99	99	3669/8	3669/8	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	2662			articStaccatoBelow		12				
99	99	3673/8	3673/8	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	2663			articStaccatoBelow		12				
99	99	3677/8	3677/8	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	2664			articStaccatoBelow		12				
99	99	3681/8	3681/8	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	2665			articStaccatoBelow		12				
99	99	3685/8	3685/8	0.0	5/8	5/8	Spanner	9/8	2	1	0													
99	99	3685/8	3685/8	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	2666			articStaccatoBelow						
99	99	3689/8	3689/8	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	2667			articStaccatoBelow						
99	99	3693/8	3693/8	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	2668			articStaccatoBelow						
99	99	3697/8	3697/8	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	2669			articStaccatoBelow						
100	100	3713/8	3713/8	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	2670									
100	100	3725/8	3725/8	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	2671			ornamentTrill						
100	100	3701/8	3701/8	3.0	0	0	Chord	9/8	1	2	3/4		1/2	3/2	2672									
100	100	3725/8	3725/8	1.5	3/4	3/4	Chord	9/8	1	2	3/8		1/4	3/2	2673									
100	100	3701/8	3701/8	0.0	0	0	Spanner	9/8	2	1	0									13				
100	100	3701/8	3701/8	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	2674			articStaccatoBelow		13				
100	100	3705/8	3705/8	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	2675			articStaccatoBelow		13				
100	100	3709/8	3709/8	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	2676			articStaccatoBelow		13				
100	100	3713/8	3713/8	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	2677			articStaccatoBelow		13				
100	100	3717/8	3717/8	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	2678			articStaccatoBelow		13				
100	100	3721/8	3721/8	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	2679			articStaccatoBelow		13				
100	100	3725/8	3725/8	0.0	3/4	3/4	Spanner	9/8	2	1	0													
100	100	3725/8	3725/8	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	2680			articStaccatoBelow						
100	100	3729/8	3729/8	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	2681			articStaccatoBelow						
100	100	3733/8	3733/8	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	2682			articStaccatoBelow						
101	101	3737/8	3737/8	0.0	0	0	Spanner	9/8	1	1	0													15
101	101	3737/8	3737/8	0.5	0	0	Chord	9/8	1	1	1/8		1/8	1	2683			ornamentTrill						15
101	101	3741/8	3741/8	0.0	1/8	1/8	Spanner	9/8	1	1	0													
101	101	3741/8	3741/8	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	2684			ornamentTrill						
101	101	3745/8	3745/8	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	2685			ornamentTrill						
101	101	3749/8	3749/8	0.0	3/8	3/8	Chord	9/8	1	1	0	grace32	1/32	1	2686									
101	101	3749/8	3749/8	0.0	3/8	3/8	Chord	9/8	1	1	0	grace32	1/32	1	2687									
101	101	3749/8	3749/8	0.5	3/8	3/8	Chord	9/8	1	1	1/8		1/8	1	2688			articStaccatoAbove						
101	101	3753/8	3753/8	0.0	1/2	1/2	Dynamic	9/8	1	1	0						sf							
101	101	3753/8	3753/8	1.0	1/2	1/2	Chord	9/8	1	1	1/4		1/4	1	2689									
101	101	3761/8	3761/8	0.0	3/4	3/4	Spanner	9/8	1	1	0											8		
101	101	3761/8	3761/8	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	2690							8		
101	101	3765/8	3765/8	0.25	7/8	7/8	Chord	9/8	1	1	1/16		1/16	1	2691				163			8		
101	101	3767/8	3767/8	0.25	15/16	15/16	Chord	9/8	1	1	1/16		1/16	1	2692				163			8		
101	101	3769/8	3769/8	0.25	1	1	Chord	9/8	1	1	1/16		1/16	1	2693				163			8		
101	101	3771/8	3771/8	0.25	17/16	17/16	Chord	9/8	1	1	1/16		1/16	1	2694							8		
101	101	3737/8	3737/8	0.5	0	0	Chord	9/8	1	2	1/8		1/8	1	2695	<						8		
101	101	3741/8	3741/8	0.0	1/8	1/8	Chord	9/8	1	2	0	grace32	1/32	1	2696							8		
101	101	3741/8	3741/8	0.0	1/8	1/8	Chord	9/8	1	2	0	grace32	1/32	1	2697							8		
101	101	3741/8	3741/8	0.5	1/8	1/8	Chord	9/8	1	2	1/8		1/8	1	2698							8		
101	101	3745/8	3745/8	0.0	1/4	1/4	Chord	9/8	1	2	0	grace32	1/32	1	2699							8		
101	101	3745/8	3745/8	0.0	1/4	1/4	Chord	9/8	1	2	0	grace32	1/32	1	2700							8		
101	101	3745/8	3745/8	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	2701							8		
101	101	3749/8	3749/8	0.5	3/8	3/8	Chord	9/8	1	2	1/8		1/8	1	2702							8		
101	101	3737/8	3737/8	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	2703			articStaccatoAbove						
101	101	3741/8	3741/8	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	2704			articStaccatoAbove						
101	101	3745/8	3745/8	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	2705			articStaccatoAbove						
101	101	3749/8	3749/8	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	2706			articStaccatoAbove						
101	101	3753/8	3753/8	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	2707			articStaccatoAbove						
101	101	3757/8	3757/8	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	2708			articStaccatoAbove						
101	101	3761/8	3761/8	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	2709			articStaccatoAbove						
101	101	3765/8	3765/8	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	2710			articStaccatoAbove						
101	101	3769/8	3769/8	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	2711			articStaccatoAbove						
102	102	3773/8	3773/8	0.0	0	0	Spanner	9/8	1	1	0													
102	102	3773/8	3773/8	0.25	0	0	Chord	9/8	1	1	1/16		1/16	1	2712	p		articStaccatoAbove						
102	102	3775/8	3775/8	0.25	1/16	1/16	Chord	9/8	1	1	1/16		1/16	1	2713				164					
102	102	3777/8	3777/8	0.25	1/8	1/8	Chord	9/8	1	1	1/16		1/16	1	2714									
102	102	3779/8	3779/8	0.25	3/16	3/16	Chord	9/8	1	1	1/16		1/16	1	2715				165					
102	102	3781/8	3781/8	0.25	1/4	1/4	Chord	9/8	1	1	1/16		1/16	1	2716				165					
102	102	3783/8	3783/8	0.25	5/16	5/16	Chord	9/8	1	1	1/16		1/16	1	2717									
102	102	3787/8	3787/8	0.25	7/16	7/16	Chord	9/8	1	1	1/16		1/16	1	2718				166					
102	102	3789/8	3789/8	0.25	1/2	1/2	Chord	9/8	1	1	1/16		1/16	1	2719									
102	102	3791/8	3791/8	0.25	9/16	9/16	Chord	9/8	1	1	1/16		1/16	1	2720				167					
102	102	3793/8	3793/8	0.25	5/8	5/8	Chord	9/8	1	1	1/16		1/16	1	2721				167					
102	102	3795/8	3795/8	0.25	11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	2722									
102	102	3799/8	3799/8	0.25	13/16	13/16	Chord	9/8	1	1	1/16		1/16	1	2723				168					
102	102	3801/8	3801/8	0.25	7/8	7/8	Chord	9/8	1	1	1/16		1/16	1	2724									
102	102	3803/8	3803/8	0.25	15/16	15/16	Chord	9/8	1	1	1/16		1/16	1	2725				169					
102	102	3805/8	3805/8	0.25	1	1	Chord	9/8	1	1	1/16		1/16	1	2726				169					
102	102	3807/8	3807/8	0.25	17/16	17/16	Chord	9/8	1	1	1/16		1/16	1	2727									
102	102	3773/8	3773/8	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	2728			articStaccatoAbove						
102	102	3777/8	3777/8	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	2729			articStaccatoAbove						
102	102	3781/8	3781/8	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	2730			articStaccatoAbove						
102	102	3785/8	3785/8	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	2731			articStaccatoAbove						
102	102	3789/8	3789/8	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	2732			articStaccatoAbove						
102	102	3793/8	3793/8	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	2733			articStaccatoAbove						
102	102	3797/8	3797/8	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	2734			articStaccatoAbove						
102	102	3801/8	3801/8	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	2735			articStaccatoAbove						
102	102	3805/8	3805/8	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	2736			articStaccatoAbove						
103	103	3809/8	3809/8	0.5	0	0	Chord	9/8	1	1	1/8		1/8	1	2737									
103	103	3813/8	3813/8	0.0	1/8	1/8	Dynamic	9/8	1	1	0						pp							
103	103	3809/8	3809/8	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	2738									
103	103	3813/8	3813/8	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	2739				170					
103	103	3817/8	3817/8	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	2740				170					
103	103	3821/8	3821/8	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	2741				170					
103	103	3825/8	3825/8	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	2742				170					
103	103	3829/8	3829/8	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	2743									
103	103	3833/8	3833/8	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	2744				171					
103	103	3835/8	3835/8	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	2745				171					
103	103	3837/8	3837/8	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	2746				171					
103	103	3839/8	3839/8	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	2747				171					
103	103	3841/8	3841/8	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	2748				171					
103	103	3843/8	3843/8	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	2749									
104	104	3849/8	3849/8	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	2750			articStaccatoBelow						
104	104	3853/8	3853/8	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	2751			articStaccatoBelow						
104	104	3857/8	3857/8	0.5	3/8	3/8	Chord	9/8	1	1	1/8		1/8	1	2752			articStaccatoAbove						
104	104	3861/8	3861/8	0.5	1/2	1/2	Chord	9/8	1	1	1/8		1/8	1	2753			articStaccatoAbove						
104	104	3865/8	3865/8	0.5	5/8	5/8	Chord	9/8	1	1	1/8		1/8	1	2754			articStaccatoAbove						
104	104	3869/8	3869/8	0.0	3/4	3/4	Spanner	9/8	1	1	0									14				
104	104	3869/8	3869/8	0.0	3/4	3/4	Chord	9/8	1	1	0	grace32after	1/32	1	2755					14				
104	104	3869/8	3869/8	0.0	3/4	3/4	Chord	9/8	1	1	0	grace32after	1/32	1	2756					14				
104	104	3869/8	3869/8	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	2757					14				
104	104	3845/8	3845/8	0.0	0	0	Spanner	9/8	2	1	0									15				
104	104	3845/8	3845/8	3.0	0	0	Chord	9/8	2	1	3/4		1/2	3/2	2758					15				
104	104	3869/8	3869/8	0.0	3/4	3/4	Chord	9/8	2	1	0	grace32	1/32	1	2759					15				
104	104	3869/8	3869/8	0.0	3/4	3/4	Chord	9/8	2	1	0	grace32	1/32	1	2760					15				
104	104	3869/8	3869/8	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	2761					15				
105	105	3881/8	3881/8	0.0	0	0	Spanner	9/8	1	1	0													
105	105	3885/8	3885/8	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	2762			articStaccatoBelow						
105	105	3889/8	3889/8	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	2763			articStaccatoBelow						
105	105	3893/8	3893/8	0.5	3/8	3/8	Chord	9/8	1	1	1/8		1/8	1	2764			articStaccatoAbove						
105	105	3897/8	3897/8	0.5	1/2	1/2	Chord	9/8	1	1	1/8		1/8	1	2765			articStaccatoAbove						
105	105	3901/8	3901/8	0.5	5/8	5/8	Chord	9/8	1	1	1/8		1/8	1	2766			articStaccatoAbove						
105	105	3905/8	3905/8	0.0	3/4	3/4	Spanner	9/8	1	1	0									16				
105	105	3905/8	3905/8	0.0	3/4	3/4	Chord	9/8	1	1	0	grace32after	1/32	1	2767					16				
105	105	3905/8	3905/8	0.0	3/4	3/4	Chord	9/8	1	1	0	grace32after	1/32	1	2768					16				
105	105	3905/8	3905/8	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	2769					16				
105	105	3881/8	3881/8	0.0	0	0	Spanner	9/8	2	1	0													
105	105	3881/8	3881/8	0.0	0	0	Spanner	9/8	2	1	0									17				
105	105	3881/8	3881/8	3.0	0	0	Chord	9/8	2	1	3/4		1/2	3/2	2770					17				
105	105	3905/8	3905/8	0.0	3/4	3/4	Chord	9/8	2	1	0	grace32	1/32	1	2771					17				
105	105	3905/8	3905/8	0.0	3/4	3/4	Chord	9/8	2	1	0	grace32	1/32	1	2772					17				
105	105	3905/8	3905/8	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	2773					17				
106	106	3917/8	3917/8	0.0	0	0	Spanner	9/8	1	1	0													
106	106	3917/8	3917/8	0.0	0	0	Spanner	9/8	1	1	0													16
106	106	3917/8	3917/8	0.25	0	0	Chord	9/8	1	1	1/16		1/16	1	2774	<		articStaccatoAbove						16
106	106	3919/8	3919/8	0.0	1/16	1/16	Spanner	9/8	1	1	0													
106	106	3919/8	3919/8	0.5	1/16	1/16	Chord	9/8	1	1	1/8		1/8	1	2775									
106	106	3923/8	3923/8	0.5	3/16	3/16	Chord	9/8	1	1	1/8		1/8	1	2776									
106	106	3927/8	3927/8	0.25	5/16	5/16	Chord	9/8	1	1	1/16		1/16	1	2777									
106	106	3929/8	3929/8	0.25	3/8	3/8	Chord	9/8	1	1	1/16		1/16	1	2778									
106	106	3931/8	3931/8	0.5	7/16	7/16	Chord	9/8	1	1	1/8		1/8	1	2779									
106	106	3935/8	3935/8	0.5	9/16	9/16	Chord	9/8	1	1	1/8		1/8	1	2780									
106	106	3939/8	3939/8	0.0	11/16	11/16	Dynamic	9/8	1	1	0						f							
106	106	3939/8	3939/8	0.25	11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	2781	f								
106	106	3941/8	3941/8	0.25	3/4	3/4	Chord	9/8	1	1	1/16		1/16	1	2782									
106	106	3943/8	3943/8	0.5	13/16	13/16	Chord	9/8	1	1	1/8		1/8	1	2783									
106	106	3947/8	3947/8	0.5	15/16	15/16	Chord	9/8	1	1	1/8		1/8	1	2784									
106	106	3951/8	3951/8	0.25	17/16	17/16	Chord	9/8	1	1	1/16		1/16	1	2785									
106	106	3917/8	3917/8	0.0	0	0	Spanner	9/8	2	1	0													
106	106	3917/8	3917/8	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	2786				172					
106	106	3921/8	3921/8	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	2787				172					
106	106	3925/8	3925/8	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	2788				172					
106	106	3929/8	3929/8	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	2789				172					
106	106	3933/8	3933/8	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	2790				172					
106	106	3937/8	3937/8	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	2791				172					
106	106	3941/8	3941/8	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	2792				172					
106	106	3945/8	3945/8	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	2793				172					
106	106	3949/8	3949/8	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	2794									
