mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
155	153	577	585	0.5		1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	1422												
155	153	1155/2	1171/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	1423												
155	153	576	584	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1424												
155	153	577	585	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1425												
155	153	1155/2	1171/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1426												
155	153	578	586	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1427												
155	153	1157/2	1173/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1428												
155	153	579	587	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1429												
155	153	1159/2	1175/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1430												
155	153	579	587	1.0		3/4	3/4	Chord	2/2	2	2	1/4	1/4	1	1431												
156	154	580	588	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1432									152			
156	154	1161/2	1177/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1433									152			
156	154	581	589	1.5		1/4	1/4	Chord	2/2	1	1	3/8	1/4	3/2	1434									152			
156	154	1165/2	1181/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1435									152			
156	154	583	591	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1436									152			
156	154	580	588	1.5		0	0	Chord	2/2	2	1	3/8	1/4	3/2	1437									153			
156	154	1163/2	1179/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1438									153			
156	154	582	590	1.5		1/2	1/2	Chord	2/2	2	1	3/8	1/4	3/2	1439									153			
156	154	1167/2	1183/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1440									153			
157	155	584	592	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1441									152			
157	155	1169/2	1185/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1442									152			
157	155	585	593	1.5		1/4	1/4	Chord	2/2	1	1	3/8	1/4	3/2	1443									152			
157	155	1173/2	1189/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1444									152			
157	155	587	595	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1445									152			
157	155	584	592	1.5		0	0	Chord	2/2	2	1	3/8	1/4	3/2	1446									153			
157	155	1171/2	1187/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1447									153			
157	155	586	594	1.5		1/2	1/2	Chord	2/2	2	1	3/8	1/4	3/2	1448									153			
157	155	1175/2	1191/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1449												
158	156	588	596	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1450												
158	156	1177/2	1193/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1451												
158	156	589	597	1.5		1/4	1/4	Chord	2/2	1	1	3/8	1/4	3/2	1452												
158	156	1181/2	1197/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1453												
158	156	591	599	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1454												
158	156	588	596	1.5		0	0	Chord	2/2	2	1	3/8	1/4	3/2	1455												
158	156	1179/2	1195/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1456												
158	156	590	598	1.5		1/2	1/2	Chord	2/2	2	1	3/8	1/4	3/2	1457												
158	156	1183/2	1199/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1458												
159	157	592	600	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1459												
159	157	1185/2	1201/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1460												
159	157	593	601	1.5		1/4	1/4	Chord	2/2	1	1	3/8	1/4	3/2	1461												
159	157	1189/2	1205/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1462												
159	157	595	603	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1463												
159	157	592	600	1.5		0	0	Chord	2/2	2	1	3/8	1/4	3/2	1464												
159	157	1187/2	1203/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1465												
159	157	594	602	1.5		1/2	1/2	Chord	2/2	2	1	3/8	1/4	3/2	1466												
159	157	1191/2	1207/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1467												
160	158	596	604	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1468												
160	158	596	604	4.0		0	0	Chord	2/2	2	1	1	1	1	1469												
161	159	600	608	4.0		0	0	Chord	2/2	2	1	1	1	1	1470												
162	160	604	612	4.0		0	0	Chord	2/2	1	1	1	1	1	1471												
162	160	604	612	4.0		0	0	Chord	2/2	2	1	1	1	1	1472												
163	161	608	616	4.0		0	0	Chord	2/2	1	1	1	1	1	1473												
163	161	608	616	4.0		0	0	Chord	2/2	2	1	1	1	1	1474												
164	162	612	620	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	1475												
164	162	615	623	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1476									154			
164	162	1231/2	1247/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1477												
164	162	612	620	3.0		0	0	Chord	2/2	2	1	3/4	1/2	3/2	1478												
164	162	615	623	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1479									155			
164	162	1231/2	1247/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1480												
165	163	616	624	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1481												
165	163	617	625	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1482									156			
165	163	1235/2	1251/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1483												
165	163	618	626	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1484												
165	163	619	627	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1485									157			
165	163	1239/2	1255/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1486												
165	163	616	624	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1487												
165	163	617	625	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1488									158			
165	163	1235/2	1251/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1489												
165	163	618	626	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1490												
165	163	619	627	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1491									159			
165	163	1239/2	1255/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1492												
166	164	620	628	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1493												
166	164	621	629	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1494									160			
166	164	1243/2	1259/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1495												
166	164	622	630	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1496												
166	164	623	631	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1497												
166	164	620	628	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1498												
166	164	621	629	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1499									161			
166	164	1243/2	1259/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1500												
166	164	622	630	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1501												
166	164	623	631	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1502												
167	165	624	632	0.0		0	0	Spanner	2/2	1	1	0													9		
167	165	624	632	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	1503									162	9		
167	165	626	634	0.0		1/2	1/2	Spanner	2/2	1	1	0												162			
167	165	626	634	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1504									162			
167	165	627	635	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1505									162			
167	165	624	632	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	1506												
167	165	626	634	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1507												
167	165	627	635	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1508												
168	166	628	636	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1509									162			
168	166	629	637	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1510									162			
168	166	630	638	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1511									162			
168	166	631	639	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1512												
168	166	628	636	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1513												
168	166	629	637	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1514												
168	166	630	638	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1515												
168	166	631	639	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1516												
169	167	632	640	0.0		0	0	Spanner	2/2	1	1	0														12	
169	167	632	640	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1517											12	
169	167	634	642	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1518											12	
169	167	632	640	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1519												
169	167	1265/2	1281/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1520												
169	167	633	641	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1521												
169	167	1267/2	1283/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1522												
169	167	634	642	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1523												
169	167	1269/2	1285/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1524												
169	167	635	643	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1525												
169	167	1271/2	1287/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1526												
170	168	636	644	0.0		0	0	Dynamic	2/2	1	1	0					sf										
170	168	636	644	0.0		0	0	Spanner	2/2	1	1	0															
170	168	636	644	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	1527												
170	168	639	647	0.0		3/4	3/4	Dynamic	2/2	1	1	0					other-dynamics										
170	168	639	647	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1528									163			
170	168	636	644	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1529												
170	168	1273/2	1289/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1530												
170	168	637	645	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1531												
170	168	1275/2	1291/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1532												
170	168	638	646	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1533												
170	168	1277/2	1293/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1534												
170	168	639	647	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1535												
170	168	1279/2	1295/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1536												
171	169	640	648	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	1537									163			
171	169	643	651	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1538									163			
171	169	640	648	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1539												
171	169	1281/2	1297/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1540												
171	169	641	649	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1541												
171	169	1283/2	1299/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1542												
171	169	642	650	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1543												
171	169	1285/2	1301/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1544												
171	169	643	651	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1545												
171	169	1287/2	1303/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1546												
172	170	644	652	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1547									163			
172	170	645	653	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1548									163			
172	170	646	654	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1549									163			
172	170	647	655	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1550												
172	170	644	652	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1551												
172	170	1289/2	1305/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1552												
172	170	645	653	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1553												
172	170	1291/2	1307/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1554												
172	170	646	654	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1555												
172	170	1293/2	1309/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1556												
172	170	647	655	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1557												
172	170	1295/2	1311/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1558												
173	171	648	656	0.0		0	0	Spanner	2/2	1	1	0														13	
173	171	648	656	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1559											13	
173	171	650	658	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1560											13	
173	171	648	656	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1561												
173	171	1297/2	1313/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1562												
173	171	649	657	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1563												
173	171	1299/2	1315/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1564												
173	171	650	658	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1565												
173	171	1301/2	1317/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1566												
173	171	651	659	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1567												
173	171	1303/2	1319/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1568												
174	172	652	660	0.0		0	0	Dynamic	2/2	1	1	0					sf										
174	172	652	660	0.0		0	0	Spanner	2/2	1	1	0															
174	172	652	660	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	1569												
174	172	655	663	0.0		3/4	3/4	Dynamic	2/2	1	1	0					sfp										
174	172	655	663	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1570												
174	172	652	660	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1571												
174	172	1305/2	1321/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1572												
174	172	653	661	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1573												
174	172	1307/2	1323/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1574												
174	172	654	662	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1575												
174	172	1309/2	1325/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1576												
174	172	655	663	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1577												
174	172	1311/2	1327/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1578												
175	173	656	664	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	1579												
175	173	659	667	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1580									164			
175	173	656	664	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1581												
175	173	1313/2	1329/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1582												
175	173	657	665	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1583												
175	173	1315/2	1331/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1584												
175	173	658	666	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1585												
175	173	1317/2	1333/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1586												
175	173	659	667	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1587												
175	173	1319/2	1335/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1588												
176	174	660	668	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1589									164			
176	174	661	669	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1590									164			
176	174	662	670	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1591									164			
176	174	663	671	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1592												
176	174	660	668	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1593												
176	174	1321/2	1337/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1594												
176	174	661	669	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1595												
176	174	1323/2	1339/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1596												
176	174	662	670	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1597												
176	174	1325/2	1341/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1598												
176	174	663	671	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1599												
176	174	1327/2	1343/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1600												
177	175	664	672	0.0		0	0	Spanner	2/2	1	1	0														14	
177	175	664	672	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1601											14	
177	175	666	674	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1602											14	
177	175	664	672	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1603												
177	175	1329/2	1345/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1604												
177	175	665	673	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1605												
177	175	1331/2	1347/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1606												
177	175	666	674	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1607												
177	175	1333/2	1349/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1608												
177	175	667	675	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1609												
177	175	1335/2	1351/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1610												
178	176	668	676	0.0		0	0	Dynamic	2/2	1	1	0					sf										
178	176	668	676	0.0		0	0	Spanner	2/2	1	1	0															
178	176	668	676	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	1611												
178	176	671	679	0.0		3/4	3/4	Dynamic	2/2	1	1	0					other-dynamics										
178	176	671	679	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1612									165			
178	176	668	676	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1613												
178	176	1337/2	1353/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1614												
178	176	669	677	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1615												
178	176	1339/2	1355/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1616												
178	176	670	678	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1617												
178	176	1341/2	1357/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1618												
178	176	671	679	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1619												
178	176	1343/2	1359/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1620												
179	177	672	680	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	1621									165			
179	177	675	683	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1622									165			
179	177	672	680	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1623												
179	177	1345/2	1361/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1624												
179	177	673	681	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1625												
179	177	1347/2	1363/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1626												
179	177	674	682	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1627												
179	177	1349/2	1365/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1628												
179	177	675	683	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1629												
179	177	1351/2	1367/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1630												
180	178	676	684	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1631									165			
180	178	677	685	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1632									165			
180	178	678	686	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1633									165			
180	178	679	687	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1634												
180	178	676	684	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1635												
180	178	1353/2	1369/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1636												
180	178	677	685	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1637												
180	178	1355/2	1371/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1638												
180	178	678	686	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1639												
180	178	1357/2	1373/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1640												
180	178	679	687	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1641												
180	178	1359/2	1375/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1642												
181	179	680	688	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1643												
181	179	682	690	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1644												
181	179	680	688	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1645												
181	179	1361/2	1377/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1646												
181	179	681	689	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1647												
181	179	1363/2	1379/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1648												
181	179	682	690	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1649												
181	179	1365/2	1381/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1650												
181	179	683	691	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1651												
181	179	1367/2	1383/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1652												
182	180	684	692	0.0		0	0	Spanner	2/2	1	1	0															2
182	180	684	692	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1653												2
182	180	686	694	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1654												2
182	180	687	695	0.0		3/4	3/4	Spanner	2/2	1	1	0															
182	180	684	692	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1655												
182	180	1369/2	1385/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1656												
182	180	685	693	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1657												
182	180	1371/2	1387/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1658												
182	180	686	694	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1659												
182	180	1373/2	1389/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1660												
182	180	687	695	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1661												
182	180	1375/2	1391/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1662												
183	181	688	696	4.0		0	0	Chord	2/2	1	1	1	1	1	1663												
184	182	692	700	4.0		0	0	Chord	2/2	1	1	1	1	1	1664												
185	183	696	704	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1665												
185	183	696	704	4.0		0	0	Chord	2/2	2	1	1	1	1	1666												
186	184	700	708	4.0		0	0	Chord	2/2	2	1	1	1	1	1667												
187	185	704	712	4.0		0	0	Chord	2/2	1	1	1	1	1	1668												
187	185	704	712	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1669												
188	186	708	716	4.0		0	0	Chord	2/2	1	1	1	1	1	1670												
189	187	712	720	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1671												
189	187	712	720	4.0		0	0	Chord	2/2	2	1	1	1	1	1672												
190	188	716	724	4.0		0	0	Chord	2/2	2	1	1	1	1	1673												
191	189	720	728	4.0		0	0	Chord	2/2	1	1	1	1	1	1674												
191	189	720	728	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1675												
192	190	724	732	4.0		0	0	Chord	2/2	1	1	1	1	1	1676												
193	191	728	736	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1677												
193	191	728	736	4.0		0	0	Chord	2/2	2	1	1	1	1	1678												
194	192	732	740	4.0		0	0	Chord	2/2	2	1	1	1	1	1679												
195	193	736	744	0.0		0	0	Spanner	2/2	1	1	0														15	
195	193	736	744	4.0		0	0	Chord	2/2	1	1	1	1	1	1680											15	
195	193	736	744	4.0		0	0	Chord	2/2	2	1	1	1	1	1681												
196	194	740	748	4.0		0	0	Chord	2/2	1	1	1	1	1	1682											15	
196	194	740	748	4.0		0	0	Chord	2/2	2	1	1	1	1	1683												
197	195	744	752	0.0		0	0	Dynamic	2/2	1	1	0					sf										
197	195	744	752	0.0		0	0	Spanner	2/2	1	1	0															
197	195	744	752	4.0		0	0	Chord	2/2	1	1	1	1	1	1684									166			
197	195	744	752	4.0		0	0	Chord	2/2	2	1	1	1	1	1685												
198	196	748	756	0.0		0	0	Spanner	2/2	1	1	0												166	10		
198	196	748	756	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	1686									166	10		
198	196	750	758	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1687									166	10		
198	196	751	759	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1688										10		
198	196	748	756	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	1689												
198	196	750	758	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1690												
198	196	751	759	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1691												
198	196	748	756	4.0		0	0	Chord	2/2	2	2	1	1	1	1692												
199	197	752	760	0.0		0	0	Spanner	2/2	1	1	0															
199	197	752	760	4.0		0	0	Chord	2/2	1	1	1	1	1	1693												
199	197	1505/2	1521/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1694												
199	197	753	761	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1695												
199	197	1507/2	1523/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1696												
199	197	754	762	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1697												
199	197	1509/2	1525/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1698												
199	197	755	763	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1699												
199	197	1511/2	1527/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1700												
