mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin	crescendo_line
20	20	155/2	155/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	281							
20	20	311/4	311/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	282							
20	20	78	78	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	283							
20	20	313/4	313/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	284							
20	20	157/2	157/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	285							
20	20	315/4	315/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	286							
20	20	79	79	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	287							
20	20	317/4	317/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	288							
20	20	159/2	159/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	289							
20	20	319/4	319/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	290							
20	20	76	76	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	291							
20	20	153/2	153/2	0.0		1/8	1/8	Dynamic	4/4	2	1	0						sf					
20	20	153/2	153/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	292							
20	20	155/2	155/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	293							
20	20	78	78	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	294							
20	20	79	79	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	295							
21	21	80	80	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	296							
21	21	83	83	0.75		3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	297			ornamentTrill				
21	21	335/4	335/4	0.125		15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	298							
21	21	671/8	671/8	0.125		31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	299							
21	21	80	80	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	300							
21	21	321/4	321/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	301							
21	21	161/2	161/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	302							
21	21	323/4	323/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	303							
21	21	81	81	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	304							
21	21	325/4	325/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	305							
21	21	163/2	163/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	306							
21	21	327/4	327/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	307							
21	21	82	82	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	308							
21	21	329/4	329/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	309							
21	21	165/2	165/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	310							
21	21	331/4	331/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	311							
21	21	83	83	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	312							
21	21	333/4	333/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	313							
21	21	167/2	167/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	314							
21	21	335/4	335/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	315							
22	22	84	84	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	316							
22	22	171/2	171/2	0.125		3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	317				10			
22	22	685/8	685/8	0.125		13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	318				10			
22	22	343/4	343/4	0.125		7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	319				10			
22	22	687/8	687/8	0.125		15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	320							
22	22	86	86	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	321			articStaccatoAbove				
22	22	173/2	173/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	322				11			
22	22	87	87	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	323							
22	22	175/2	175/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	324				12			
22	22	84	84	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	325							
22	22	337/4	337/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	326							
22	22	169/2	169/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	327							
22	22	339/4	339/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	328							
22	22	85	85	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	329							
22	22	341/4	341/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	330							
22	22	171/2	171/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	331							
22	22	343/4	343/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	332							
22	22	86	86	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	333							
22	22	345/4	345/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	334							
22	22	173/2	173/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	335							
22	22	347/4	347/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	336							
22	22	87	87	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	337							
22	22	349/4	349/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	338							
22	22	175/2	175/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	339							
22	22	351/4	351/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	340							
23	23	88	88	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	341							
23	23	91	91	0.75		3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	342							
23	23	367/4	367/4	0.125		15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	343							
23	23	735/8	735/8	0.125		31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	344							
23	23	88	88	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	345							
23	23	353/4	353/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	346							
23	23	177/2	177/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	347							
23	23	355/4	355/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	348							
23	23	89	89	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	349							
23	23	357/4	357/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	350							
23	23	179/2	179/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	351							
23	23	359/4	359/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	352							
23	23	90	90	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	353							
23	23	361/4	361/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	354							
23	23	181/2	181/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	355							
23	23	363/4	363/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	356							
23	23	91	91	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	357							
23	23	365/4	365/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	358							
23	23	183/2	183/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	359							
23	23	367/4	367/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	360							
24	24	92	92	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	361							
24	24	187/2	187/2	0.08333333333333333		3/8	3/8	Chord	4/4	1	1	1/48		1/32	2/3	362				13			
24	24	1123/12	1123/12	0.08333333333333333		19/48	19/48	Chord	4/4	1	1	1/48		1/32	2/3	363				13			
24	24	281/3	281/3	0.08333333333333333		5/12	5/12	Chord	4/4	1	1	1/48		1/32	2/3	364				13			
24	24	375/4	375/4	0.08333333333333333		7/16	7/16	Chord	4/4	1	1	1/48		1/32	2/3	365				13			
24	24	563/6	563/6	0.08333333333333333		11/24	11/24	Chord	4/4	1	1	1/48		1/32	2/3	366				13			
24	24	1127/12	1127/12	0.08333333333333333		23/48	23/48	Chord	4/4	1	1	1/48		1/32	2/3	367							
24	24	94	94	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	368			articStaccatoAbove				
24	24	189/2	189/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	369				14			
24	24	95	95	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	370							
24	24	191/2	191/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	371				15			
24	24	92	92	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	372							
24	24	369/4	369/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	373							
24	24	185/2	185/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	374							
24	24	371/4	371/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	375							
24	24	93	93	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	376							
24	24	373/4	373/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	377							
24	24	187/2	187/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	378							
24	24	375/4	375/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	379							
24	24	94	94	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	380							
24	24	377/4	377/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	381							
24	24	189/2	189/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	382							
24	24	379/4	379/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	383							
24	24	95	95	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	384							
24	24	381/4	381/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	385							
24	24	191/2	191/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	386							
24	24	383/4	383/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	387							
25	25	96	96	0.0		0	0	Dynamic	4/4	1	1	0						ff					
25	25	96	96	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	388							
25	25	385/4	385/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	389							
25	25	193/2	193/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	390							
25	25	387/4	387/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	391							
25	25	97	97	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	392							
25	25	389/4	389/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	393							
25	25	195/2	195/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	394							
25	25	391/4	391/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	395							
25	25	98	98	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	396							
25	25	393/4	393/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	397							
25	25	197/2	197/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	398							
25	25	395/4	395/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	399							
25	25	99	99	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	400							
25	25	397/4	397/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	401							
25	25	199/2	199/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	402							
25	25	399/4	399/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	403							
25	25	96	96	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	404							
25	25	393/4	393/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	405							
25	25	197/2	197/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	406							
25	25	395/4	395/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	407							
25	25	99	99	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	408							
25	25	397/4	397/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	409							
25	25	199/2	199/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	410							
25	25	399/4	399/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	411							
26	26	100	100	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	412							
26	26	100	100	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	413							
27	27	104	104	0.0		0	0	Dynamic	4/4	1	1	0						p					
27	27	104	104	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	414			ornamentTurn	16			
27	27	105	105	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	415				16			
27	27	211/2	211/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	416				16			
27	27	106	106	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	417				16			
27	27	213/2	213/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	418				16			
27	27	107	107	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	419				16			
27	27	215/2	215/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	420							
27	27	104	104	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	421				17			
27	27	209/2	209/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	422				17			
27	27	105	105	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	423				17			
27	27	211/2	211/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	424				17			
27	27	106	106	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	425				17			
27	27	213/2	213/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	426				17			
27	27	107	107	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	427				17			
27	27	215/2	215/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	428							
28	28	108	108	0.0		0	0	Chord	4/4	1	1	0	acciaccatura	1/8	1	429							
28	28	108	108	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	430				18			
28	28	217/2	217/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	431							
28	28	109	109	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	432			articStaccatoAbove				
28	28	219/2	219/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	433			articStaccatoAbove				
28	28	110	110	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	434							
28	28	108	108	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	435				19			
28	28	217/2	217/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	436				19			
28	28	109	109	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	437				19			
28	28	219/2	219/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	438				19			
28	28	110	110	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	439				19			
28	28	221/2	221/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	440				19			
28	28	111	111	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	441				19			
28	28	223/2	223/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	442							
29	29	112	112	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	443				20			
29	29	225/2	225/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	444				20			
29	29	113	113	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	445				20			
29	29	227/2	227/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	446				20			
29	29	114	114	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	447				20			
29	29	229/2	229/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	448				20			
29	29	115	115	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	449				20			
29	29	231/2	231/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	450							
29	29	112	112	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	451				21			
29	29	225/2	225/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	452				21			
29	29	113	113	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	453				21			
29	29	227/2	227/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	454				21			
29	29	114	114	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	455				21			
29	29	229/2	229/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	456				21			
29	29	115	115	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	457				21			
29	29	231/2	231/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	458							
30	30	116	116	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	459				22			
30	30	233/2	233/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	460				22			
30	30	117	117	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	461				22			
30	30	235/2	235/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	462				22			
30	30	118	118	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	463				22			
30	30	237/2	237/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	464				22			
30	30	119	119	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	465				22			
30	30	239/2	239/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	466							
30	30	116	116	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	467				23			
30	30	233/2	233/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	468				23			
30	30	117	117	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	469				23			
30	30	235/2	235/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	470				23			
30	30	118	118	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	471				23			
30	30	237/2	237/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	472				23			
30	30	119	119	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	473				23			
30	30	239/2	239/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	474							
31	31	120	120	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	475							
31	31	121	121	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	476			articAccentAbove				
31	31	123	123	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	477			articAccentAbove				
31	31	120	120	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	478							
31	31	241/2	241/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	479							
31	31	121	121	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	480							
31	31	243/2	243/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	481							
31	31	122	122	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	482							
31	31	245/2	245/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	483							
31	31	123	123	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	484							
31	31	247/2	247/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	485							
32	32	124	124	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	486							
32	32	125	125	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	487			articAccentBelow				
32	32	127	127	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	488				24			
32	32	124	124	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	489							
32	32	249/2	249/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	490							
32	32	125	125	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	491							
32	32	251/2	251/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	492							
32	32	126	126	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	493							
32	32	253/2	253/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	494							
32	32	127	127	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	495							
32	32	255/2	255/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	496							
33	33	128	128	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	497			articStaccatoAbove				
33	33	257/2	257/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	498				25			
33	33	129	129	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	499				25			
33	33	259/2	259/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	500				25			
33	33	130	130	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	501				25			
33	33	261/2	261/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	502				25			
33	33	131	131	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	503				25			
33	33	263/2	263/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	504							
33	33	128	128	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	505							
33	33	257/2	257/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	506							
33	33	129	129	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	507							
33	33	259/2	259/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	508							
33	33	130	130	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	509							
33	33	261/2	261/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	510							
33	33	131	131	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	511							
33	33	263/2	263/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	512							
34	34	132	132	0.0		0	0	Chord	4/4	1	1	0	acciaccatura	1/8	1	513							
34	34	132	132	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	514				26			
34	34	265/2	265/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	515							
34	34	133	133	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	516			articStaccatoAbove				
34	34	267/2	267/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	517			articStaccatoAbove				
34	34	134	134	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	518							
34	34	132	132	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	519							
34	34	265/2	265/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	520							
34	34	133	133	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	521							
34	34	267/2	267/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	522							
34	34	134	134	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	523							
34	34	269/2	269/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	524							
34	34	135	135	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	525							
34	34	271/2	271/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	526							
35	35	136	136	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	527				27			
35	35	273/2	273/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	528				27			
35	35	137	137	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	529				27			
35	35	275/2	275/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	530				27			
35	35	138	138	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	531				27			
35	35	277/2	277/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	532				27			
35	35	139	139	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	533				27			
35	35	279/2	279/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	534							
35	35	136	136	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	535							
35	35	273/2	273/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	536							
35	35	137	137	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	537							
35	35	275/2	275/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	538							
35	35	138	138	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	539							
35	35	277/2	277/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	540							
35	35	139	139	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	541							
35	35	279/2	279/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	542							
36	36	140	140	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	543				28			
36	36	281/2	281/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	544				28			
36	36	141	141	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	545				28			
36	36	283/2	283/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	546				28			
36	36	142	142	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	547				28			
36	36	285/2	285/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	548				28			
36	36	143	143	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	549				28			
36	36	287/2	287/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	550							
36	36	140	140	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	551							
36	36	281/2	281/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	552							
36	36	141	141	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	553							
36	36	283/2	283/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	554							
36	36	142	142	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	555							
36	36	285/2	285/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	556							
36	36	143	143	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	557							
36	36	287/2	287/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	558							
37	37	144	144	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	559							
37	37	145	145	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	560			articAccentAbove				
37	37	147	147	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	561			articAccentAbove				
37	37	144	144	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	562							
37	37	289/2	289/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	563							
37	37	145	145	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	564							
37	37	291/2	291/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	565							
37	37	146	146	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	566							
