mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	crescendo_line
27	26	103	103	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	276								
27	26	207/2	207/2	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	277								
27	26	104	104	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	278								
27	26	209/2	209/2	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	279								
27	26	105	105	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	280								
28	27	211/2	211/2	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	281				37				
28	27	106	106	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	282				37				
28	27	213/2	213/2	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	283				37				
28	27	107	107	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	284				37				
28	27	215/2	215/2	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	285				37				
28	27	108	108	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	286				37				
28	27	217/2	217/2	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	287				37				
28	27	109	109	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	288								
28	27	211/2	211/2	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	289								
28	27	106	106	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	290								
28	27	213/2	213/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	291								
28	27	107	107	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	292								
28	27	215/2	215/2	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	293								
28	27	108	108	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	294								
28	27	217/2	217/2	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	295								
28	27	109	109	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	296								
29	28	219/2	219/2	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	297				38				
29	28	110	110	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	298				38				
29	28	221/2	221/2	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	299				38				
29	28	111	111	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	300								
29	28	223/2	223/2	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	301			articStaccatoAbove					
29	28	225/2	225/2	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	302			articStaccatoAbove					
29	28	223/2	223/2	1.0	1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	303								
29	28	225/2	225/2	1.0	3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	304								
29	28	219/2	219/2	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	305								
29	28	110	110	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	306								
29	28	221/2	221/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	307								
29	28	111	111	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	308								
29	28	223/2	223/2	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	309								
29	28	112	112	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	310								
29	28	225/2	225/2	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	311								
29	28	113	113	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	312								
30	29	227/2	227/2	4.0	0	0	Chord	2/2	1	1	1		1	1	313								
30	29	227/2	227/2	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	314				39				
30	29	114	114	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	315				39				
30	29	229/2	229/2	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	316				39				
30	29	115	115	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	317								
30	29	231/2	231/2	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	318				40				
30	29	116	116	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	319				40				
30	29	233/2	233/2	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	320				40				
30	29	117	117	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	321								
30	29	227/2	227/2	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	322								
30	29	114	114	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	323								
30	29	229/2	229/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	324								
30	29	115	115	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	325								
30	29	231/2	231/2	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	326								
30	29	116	116	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	327								
30	29	233/2	233/2	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	328								
30	29	117	117	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	329								
31	30	235/2	235/2	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	330				41				
31	30	118	118	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	331				41				
31	30	237/2	237/2	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	332				41				
31	30	119	119	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	333				41				
31	30	239/2	239/2	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	334				41				
31	30	120	120	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	335				41				
31	30	241/2	241/2	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	336				41				
31	30	121	121	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	337								
31	30	235/2	235/2	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	338								
31	30	118	118	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	339								
31	30	237/2	237/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	340								
31	30	119	119	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	341								
31	30	239/2	239/2	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	342								
31	30	120	120	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	343								
31	30	241/2	241/2	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	344								
31	30	121	121	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	345								
32	31	243/2	243/2	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	346								
32	31	245/2	245/2	0.0	1/4	1/4	Spanner	2/2	1	1	0												1
32	31	245/2	245/2	2.0	1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	347	<							1
32	31	249/2	249/2	0.0	3/4	3/4	Spanner	2/2	1	1	0												
32	31	249/2	249/2	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	348				42				
32	31	243/2	243/2	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	349				43				
32	31	122	122	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	350				43				
32	31	245/2	245/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	351				43				
32	31	123	123	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	352				43				
32	31	247/2	247/2	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	353				43				
32	31	124	124	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	354				43				
32	31	249/2	249/2	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	355				43				
32	31	125	125	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	356				43				
33	32	251/2	251/2	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	357				42				
33	32	253/2	253/2	2.0	1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	358				42				
33	32	257/2	257/2	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	359								
33	32	251/2	251/2	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	360				43				
33	32	126	126	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	361				43				
33	32	253/2	253/2	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	362				43				
33	32	127	127	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	363				43				
33	32	255/2	255/2	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	364				43				
33	32	128	128	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	365				43				
33	32	257/2	257/2	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	366				43				
33	32	129	129	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	367								
34	33	259/2	259/2	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	368								
34	33	263/2	263/2	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	369								
34	33	791/6	791/6	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	370								
34	33	793/6	793/6	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	371								
34	33	265/2	265/2	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	372								
34	33	797/6	797/6	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	373								
34	33	799/6	799/6	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	374								
34	33	259/2	259/2	0.0	0	0	Dynamic	2/2	1	2	0						p						
34	33	261/2	261/2	1.0	1/4	1/4	Chord	2/2	1	2	1/4		1/4	1	375			articStaccatoBelow					
34	33	263/2	263/2	2.0	1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	376								
34	33	259/2	259/2	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	377								
34	33	263/2	263/2	0.0	1/2	1/2	Dynamic	2/2	2	1	0						sf						
35	34	267/2	267/2	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	378								
35	34	271/2	271/2	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	379								
35	34	815/6	815/6	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	380								
35	34	817/6	817/6	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	381								
35	34	273/2	273/2	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	382								
35	34	821/6	821/6	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	383								
35	34	823/6	823/6	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	384								
35	34	269/2	269/2	1.0	1/4	1/4	Chord	2/2	1	2	1/4		1/4	1	385			articStaccatoBelow					
35	34	271/2	271/2	2.0	1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	386								
35	34	271/2	271/2	0.0	1/2	1/2	Dynamic	2/2	2	1	0						sf						
36	35	827/6	827/6	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	387								
36	35	829/6	829/6	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	388								
36	35	277/2	277/2	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	389								
36	35	833/6	833/6	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	390								
36	35	835/6	835/6	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	391								
36	35	839/6	839/6	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	392								
36	35	841/6	841/6	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	393								
36	35	281/2	281/2	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	394								
36	35	845/6	845/6	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	395								
36	35	847/6	847/6	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	396								
36	35	275/2	275/2	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	397								
36	35	279/2	279/2	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	398								
37	36	283/2	283/2	0.3333333333333333	0	0	Chord	2/2	1	1	1/12		1/8	2/3	399								
37	36	851/6	851/6	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	400								
37	36	853/6	853/6	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	401								
37	36	285/2	285/2	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	402								
37	36	857/6	857/6	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	403								
37	36	859/6	859/6	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	404								
37	36	287/2	287/2	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	405								
37	36	863/6	863/6	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	406								
37	36	865/6	865/6	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	407								
37	36	289/2	289/2	0.25	3/4	3/4	Chord	2/2	1	1	1/16		1/16	1	408								
37	36	579/4	579/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16		1/16	1	409								
37	36	145	145	0.25	7/8	7/8	Chord	2/2	1	1	1/16		1/16	1	410								
37	36	581/4	581/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16		1/16	1	411								
37	36	283/2	283/2	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	412								
38	37	291/2	291/2	0.3333333333333333	0	0	Chord	2/2	1	1	1/12		1/8	2/3	413								
38	37	875/6	875/6	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	414								
38	37	877/6	877/6	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	415								
38	37	293/2	293/2	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	416								
38	37	881/6	881/6	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	417								
38	37	883/6	883/6	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	418								
38	37	295/2	295/2	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	419								
38	37	291/2	291/2	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	420								
38	37	887/6	887/6	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	421								
38	37	889/6	889/6	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	422								
38	37	297/2	297/2	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	423								
38	37	893/6	893/6	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	424								
38	37	895/6	895/6	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	425								
39	38	299/2	299/2	0.3333333333333333	0	0	Chord	2/2	1	1	1/12		1/8	2/3	426								
39	38	899/6	899/6	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	427								
39	38	901/6	901/6	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	428								
39	38	301/2	301/2	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	429								
39	38	905/6	905/6	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	430								
39	38	907/6	907/6	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	431								
39	38	303/2	303/2	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	432								
39	38	299/2	299/2	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	433								
39	38	911/6	911/6	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	434								
39	38	913/6	913/6	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	435								
39	38	305/2	305/2	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	436								
39	38	917/6	917/6	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	437								
39	38	919/6	919/6	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	438								
40	39	307/2	307/2	0.3333333333333333	0	0	Chord	2/2	1	1	1/12		1/8	2/3	439								
40	39	923/6	923/6	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	440								
40	39	925/6	925/6	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	441								
40	39	309/2	309/2	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	442								
40	39	929/6	929/6	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	443								
40	39	931/6	931/6	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	444								
40	39	311/2	311/2	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	445								
40	39	935/6	935/6	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	446								
40	39	937/6	937/6	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	447								
40	39	313/2	313/2	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	448								
40	39	941/6	941/6	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	449								
40	39	943/6	943/6	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	450								
40	39	307/2	307/2	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	451								
40	39	311/2	311/2	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	452								
41	40	315/2	315/2	0.3333333333333333	0	0	Chord	2/2	1	1	1/12		1/8	2/3	453				44				
41	40	947/6	947/6	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	454				44				
41	40	949/6	949/6	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	455				44				
41	40	317/2	317/2	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	456				44				
41	40	953/6	953/6	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	457				44				
41	40	955/6	955/6	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	458				44				
41	40	319/2	319/2	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	459				44				
41	40	959/6	959/6	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	460				44				
41	40	961/6	961/6	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	461				44				
41	40	321/2	321/2	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	462				44				
41	40	965/6	965/6	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	463				44				
41	40	967/6	967/6	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	464	f							
41	40	315/2	315/2	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	465								
42	41	325/2	325/2	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	466				45				
42	41	977/6	977/6	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	467				45				
42	41	979/6	979/6	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	468				45				
42	41	327/2	327/2	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	469				45				
42	41	983/6	983/6	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	470				45				
42	41	985/6	985/6	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	471								
42	41	329/2	329/2	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	472			articStaccatoAbove					
42	41	165	165	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	473			articStaccatoAbove					
42	41	323/2	323/2	0.3333333333333333	0	0	Chord	2/2	2	1	1/12		1/8	2/3	474				46				
42	41	971/6	971/6	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	475				46				
42	41	973/6	973/6	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	476				46				
42	41	325/2	325/2	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	477								
43	42	331/2	331/2	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	478				47				
43	42	166	166	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	479								
43	42	333/2	333/2	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	480			articStaccatoAbove					
43	42	167	167	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	481			articStaccatoAbove					
43	42	335/2	335/2	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	482				48				
43	42	168	168	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	483								
43	42	337/2	337/2	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	484			articStaccatoAbove					
43	42	169	169	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	485			articStaccatoAbove					
43	42	331/2	331/2	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	486								
43	42	335/2	335/2	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	487								
44	43	339/2	339/2	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	488								
44	43	345/2	345/2	0.0	3/4	3/4	Dynamic	2/2	1	1	0						p						
44	43	345/2	345/2	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	489	p							
44	43	339/2	339/2	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	490								
45	44	347/2	347/2	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	491			articStaccatoBelow	49				
45	44	349/2	349/2	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	492			articStaccatoBelow	49				
45	44	351/2	351/2	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	493			articStaccatoBelow	49				
45	44	353/2	353/2	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	494			articStaccatoBelow					
45	44	347/2	347/2	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	495			articStaccatoAbove	50				
45	44	349/2	349/2	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	496			articStaccatoAbove	50				
45	44	351/2	351/2	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	497			articStaccatoAbove	50				
45	44	353/2	353/2	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	498			articStaccatoAbove					
46	45	355/2	355/2	3.0	0	0	Chord	2/2	1	1	3/4		1/2	3/2	499								
46	45	361/2	361/2	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	500								
46	45	355/2	355/2	3.0	0	0	Chord	2/2	2	1	3/4		1/2	3/2	501								
46	45	361/2	361/2	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	502								
47	46	363/2	363/2	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	503			articStaccatoBelow					
47	46	367/2	367/2	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	504			articStaccatoBelow					
47	46	363/2	363/2	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	505			articStaccatoAbove					
47	46	367/2	367/2	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	506			articStaccatoAbove					
48	47	371/2	371/2	3.0	0	0	Chord	2/2	1	1	3/4		1/2	3/2	507								
48	47	377/2	377/2	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	508								
48	47	371/2	371/2	3.0	0	0	Chord	2/2	2	1	3/4		1/2	3/2	509								
49	48	379/2	379/2	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	510			articStaccatoAbove	51				
49	48	381/2	381/2	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	511			articStaccatoAbove	51				
49	48	383/2	383/2	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	512			articStaccatoAbove	51				
49	48	385/2	385/2	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	513			articStaccatoAbove					
49	48	379/2	379/2	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	514			articStaccatoAbove	52				
49	48	381/2	381/2	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	515			articStaccatoAbove	52				
49	48	383/2	383/2	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	516			articStaccatoAbove	52				
49	48	385/2	385/2	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	517			articStaccatoAbove					
50	49	387/2	387/2	0.0	0	0	Spanner	2/2	1	1	0												2
50	49	387/2	387/2	3.0	0	0	Chord	2/2	1	1	3/4		1/2	3/2	518				53				2
50	49	393/2	393/2	0.0	3/4	3/4	Spanner	2/2	1	1	0								53				
50	49	393/2	393/2	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	519				53				
50	49	387/2	387/2	2.0	0	0	Chord	2/2	1	2	1/2		1/2	1	520				54				
50	49	391/2	391/2	2.0	1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	521				54				
50	49	387/2	387/2	0.0	0	0	Dynamic	2/2	2	1	0						sf						
50	49	387/2	387/2	4.0	0	0	Chord	2/2	2	1	1		1	1	522								
51	50	395/2	395/2	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	523			articStaccatoAbove					
51	50	399/2	399/2	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	524								
51	50	395/2	395/2	1.0	0	0	Chord	2/2	1	2	1/4		1/4	1	525	f		articStaccatoBelow					
51	50	395/2	395/2	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	526								
51	50	399/2	399/2	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	527								
52	51	403/2	403/2	0.0	0	0	Dynamic	2/2	1	1	0						p						
52	51	403/2	403/2	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	528	p							
52	51	1223/6	1223/6	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	529								
52	51	1225/6	1225/6	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	530								
52	51	409/2	409/2	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	531								
52	51	1229/6	1229/6	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	532								
52	51	1231/6	1231/6	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	533								
52	51	1211/6	1211/6	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	534								
