mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	articulation
8	7	21	21	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	29		articStaccatoBelow
9	8	22	22	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	30		
9	8	24	24	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	31		
9	8	22	22	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	32		articStaccatoBelow
9	8	24	24	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	33		
10	9	25	25	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	34		
10	9	26	26	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	35		
10	9	27	27	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	36		
10	9	25	25	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	37		
10	9	27	27	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	38		
11	10	28	28	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	39		
11	10	29	29	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	40		
11	10	30	30	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	41		
11	10	28	28	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	42		
11	10	30	30	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	43		
11	10	28	28	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	44		articStaccatoAbove
11	10	30	30	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	45		articStaccatoAbove
12	11	31	31	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	46		
12	11	32	32	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	47		
12	11	33	33	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	48		
12	11	31	31	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	49		
12	11	33	33	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	50		
12	11	31	31	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	51		articStaccatoAbove
12	11	33	33	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	52		articStaccatoAbove
13	12	34	34	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	53		
13	12	35	35	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	54		
13	12	36	36	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	55		
13	12	34	34	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	56		articStaccatoAbove
13	12	36	36	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	57		
14	13	37	37	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	58		
14	13	38	38	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	59		
14	13	39	39	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	60		
14	13	37	37	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	61		
14	13	39	39	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	62		
15	14	40	40	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	63		
15	14	41	41	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	64		
15	14	42	42	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	65		
15	14	40	40	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	66		
15	14	42	42	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	67		
15	14	40	40	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	68		articStaccatoAbove
15	14	42	42	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	69		articStaccatoAbove
16	15	43	43	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	70		
16	15	44	44	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	71		
16	15	45	45	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	72		
16	15	43	43	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	73		
16	15	45	45	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	74		
16	15	43	43	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	75		articStaccatoAbove
16	15	45	45	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	76		articStaccatoAbove
17	16	46	46	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	77		
17	16	47	47	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	78		
17	16	46	46	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	79		articStaccatoAbove
18	16	48	48	1.0	0	1/2	Chord	3/4	1	1	1/4	1/4	1	80	p	
18	16	48	48	1.0	0	1/2	Chord	3/4	2	1	1/4	1/4	1	81		
19	17	49	49	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	82		
19	17	51	51	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	83		
19	17	49	49	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	84		
19	17	51	51	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	85		
20	18	52	52	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	86		
20	18	53	53	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	87		
20	18	54	54	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	88		
20	18	52	52	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	89		
20	18	54	54	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	90		
20	18	52	52	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	91		
20	18	53	53	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	92		
20	18	54	54	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	93		
21	19	55	55	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	94		
21	19	57	57	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	95		
21	19	55	55	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	96		
21	19	57	57	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	97		
22	20	58	58	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	98		
22	20	59	59	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	99		
22	20	60	60	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	100		
22	20	58	58	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	101		
22	20	60	60	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	102		
22	20	58	58	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	103		
22	20	59	59	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	104		
22	20	60	60	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	105		
23	21	61	61	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	106	<	
23	21	63	63	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	107		
23	21	61	61	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	108		
23	21	63	63	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	109		
24	22	64	64	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	110	sf >	
24	22	66	66	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	111	]	
24	22	64	64	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	112		
25	23	67	67	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	113	p	
25	23	68	68	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	114		
25	23	69	69	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	115		
25	23	139/2	139/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	116		
25	23	69	69	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	117		
25	23	67	67	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	118		
25	23	69	69	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	119		
25	23	139/2	139/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	120		
25	23	69	69	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	121		
26	24	70	70	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	122		
26	24	71	71	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	123		
26	24	72	72	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	124		
26	24	70	70	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	125		
26	24	72	72	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	126		
27	25	73	73	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	127		
27	25	75	75	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	128		
27	25	73	73	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	129		
27	25	75	75	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	130		
28	26	76	76	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	131		articStaccatoBelow
28	26	78	78	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	132		
28	26	76	76	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	133		articStaccatoAbove
28	26	78	78	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	134		articStaccatoAbove
29	27	79	79	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	135		
29	27	80	80	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	136		
29	27	81	81	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	137		
29	27	79	79	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	138		
29	27	81	81	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	139		
29	27	79	79	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	140		articStaccatoAbove
29	27	81	81	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	141		articStaccatoAbove
30	28	82	82	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	142		
30	28	83	83	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	143		
30	28	84	84	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	144		
30	28	82	82	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	145		articStaccatoAbove
30	28	84	84	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	146		
31	29	85	85	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	147		
31	29	87	87	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	148		
31	29	85	85	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	149		
31	29	87	87	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	150		
32	30	88	88	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	151		articStaccatoAbove
32	30	90	90	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	152		
32	30	88	88	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	153		articStaccatoAbove
32	30	90	90	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	154		
33	31	91	91	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	155		
33	31	92	92	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	156		
33	31	93	93	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	157		articStaccatoAbove
33	31	91	91	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	158		
33	31	93	93	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	159		
34	32	94	94	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	160		articStaccatoAbove
34	32	96	96	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	161		
34	32	94	94	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	162		
34	32	96	96	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	163		
35	33	97	97	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	164		
35	33	98	98	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	165		
35	33	99	99	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	166	sf	
35	33	97	97	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	167		
35	33	99	99	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	168		
36	34	100	100	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	169		
36	34	101	101	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	170		
36	34	100	100	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	171		
37	35	103	103	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	172		
37	35	105	105	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	173		
37	35	211/2	211/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	174		
37	35	103	103	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	175	p	
37	35	103	103	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	176		
38	36	106	106	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	177		
38	36	106	106	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	178		
39	36	108	108	1.0	0	1/2	Chord	3/4	1	1	1/4	1/4	1	179		
40	37	109	109	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	180		
40	37	111	111	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	181		
40	37	109	109	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	182		
40	37	109	109	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	183	fp	
41	38	112	112	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	184		
41	38	114	114	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	185		
41	38	112	112	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	186		
41	38	112	112	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	187		
42	39	115	115	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	188		
42	39	116	116	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	189		
42	39	117	117	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	190		articStaccatoBelow
42	39	115	115	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	191		
42	39	115	115	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	192		
43	40	118	118	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	193		
43	40	119	119	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	194		
43	40	120	120	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	195		
43	40	118	118	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	196		
43	40	118	118	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	197		
44	41	121	121	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	198		
44	41	123	123	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	199		
44	41	121	121	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	200		
44	41	121	121	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	201	fp	
45	42	124	124	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	202		
45	42	126	126	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	203		
45	42	124	124	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	204		
45	42	124	124	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	205		
46	43	127	127	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	206		
46	43	128	128	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	207		
46	43	129	129	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	208		articStaccatoBelow
46	43	129	129	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	209		
46	43	127	127	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	210		
46	43	129	129	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	211		
47	44	130	130	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	212		
47	44	131	131	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	213		
47	44	130	130	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	214		
47	44	130	130	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	215		
48	44	132	132	1.0	0	1/2	Chord	3/4	1	1	1/4	1/4	1	216	pp	
49	45	133	133	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	217		
49	45	135	135	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	218		
49	45	133	133	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	219	pp	
50	46	136	136	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	220		
50	46	138	138	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	221		
50	46	136	136	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	222		
51	47	139	139	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	223		
51	47	141	141	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	224		
51	47	139	139	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	225		
52	48	142	142	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	226		
52	48	144	144	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	227		
52	48	142	142	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	228		
53	49	145	145	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	229		
53	49	147	147	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	230		
53	49	145	145	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	231		
53	49	145	145	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	232	fp	
54	50	148	148	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	233		
54	50	150	150	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	234		
54	50	148	148	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	235		
54	50	148	148	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	236		
55	51	151	151	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	237		
55	51	152	152	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	238		
55	51	153	153	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	239		
55	51	151	151	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	240		
55	51	151	151	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	241		
55	51	152	152	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	242		
55	51	153	153	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	243		
56	52	154	154	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	244		
56	52	155	155	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	245		
56	52	156	156	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	246		
56	52	154	154	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	247		
56	52	154	154	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	248		
57	53	157	157	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	249		
57	53	159	159	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	250		
57	53	157	157	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	251		
57	53	157	157	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	252	fp	
58	54	160	160	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	253		
58	54	162	162	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	254		
58	54	160	160	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	255		
58	54	160	160	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	256		
59	55	163	163	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	257		
59	55	165	165	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	258		
59	55	163	163	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	259		
59	55	163	163	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	260		
60	56	166	166	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	261		
60	56	168	168	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	262		
60	56	166	166	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	263		
60	56	166	166	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	264		
61	57	169	169	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	265	<	
61	57	171	171	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	266		
61	57	169	169	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	267		
61	57	169	169	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	268		
62	58	172	172	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	269		
62	58	174	174	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	270		
62	58	172	172	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	271		
62	58	172	172	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	272		
63	59	175	175	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	273	p	
63	59	176	176	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	274		
63	59	177	177	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	275		articStaccatoBelow
63	59	175	175	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	276		
63	59	177	177	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	277		articStaccatoAbove
64	60	178	178	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	278		articStaccatoBelow
64	60	178	178	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	279		articStaccatoAbove
