mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	crescendo_line
23	22	173/2	173/2	0.0	0	0	Chord	4/4	1	1	0	grace32	1/32	1	268					
23	22	173/2	173/2	0.0	0	0	Chord	4/4	1	1	0	grace32	1/32	1	269					
23	22	173/2	173/2	0.0	0	0	Chord	4/4	1	1	0	grace32	1/32	1	270					
23	22	173/2	173/2	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	271					
23	22	177/2	177/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	272					
23	22	89	89	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	273			articStaccatoAbove		
23	22	179/2	179/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	274			articStaccatoAbove		
23	22	90	90	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	275			articStaccatoAbove		
23	22	173/2	173/2	0.0	0	0	Dynamic	4/4	2	1	0						p			
23	22	173/2	173/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	276					
24	23	181/2	181/2	0.0	0	0	Dynamic	4/4	1	1	0						fp			
24	23	181/2	181/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	277				21	
24	23	91	91	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	278					
24	23	183/2	183/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	279			articStaccatoAbove		
24	23	92	92	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	280			articStaccatoAbove		
24	23	185/2	185/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	281				22	
24	23	187/2	187/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	282					
24	23	185/2	185/2	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	283					
24	23	181/2	181/2	4.0	0	0	Chord	4/4	2	1	1		1	1	284					
24	23	93	93	0.5	5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	285			articStaccatoBelow		
24	23	187/2	187/2	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	286			articStaccatoBelow		
24	23	94	94	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	287			articStaccatoBelow		
25	24	189/2	189/2	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	288					
25	24	97	97	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	289			articStaccatoBelow		
25	24	195/2	195/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	290			articStaccatoBelow		
25	24	98	98	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	291			articStaccatoBelow		
25	24	189/2	189/2	4.0	0	0	Chord	4/4	2	1	1		1	1	292					
25	24	189/2	189/2	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	293			articStaccatoBelow		
25	24	95	95	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	294			articStaccatoBelow		
25	24	191/2	191/2	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	295			articStaccatoBelow		
25	24	193/2	193/2	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	296					
25	24	195/2	195/2	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	297					
26	25	197/2	197/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	298				23	
26	25	99	99	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	299					
26	25	199/2	199/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	300			articStaccatoAbove		
26	25	100	100	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	301			articStaccatoAbove		
26	25	201/2	201/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	302				24	
26	25	203/2	203/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	303					
26	25	201/2	201/2	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	304					
26	25	197/2	197/2	0.0	0	0	Dynamic	4/4	2	1	0						fp			
26	25	197/2	197/2	4.0	0	0	Chord	4/4	2	1	1		1	1	305					
26	25	101	101	0.5	5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	306			articStaccatoBelow		
26	25	203/2	203/2	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	307			articStaccatoBelow		
26	25	102	102	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	308			articStaccatoBelow		
27	26	205/2	205/2	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	309					
27	26	105	105	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	310			articStaccatoAbove		
27	26	211/2	211/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	311			articStaccatoAbove		
27	26	106	106	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	312			articStaccatoAbove		
27	26	205/2	205/2	4.0	0	0	Chord	4/4	2	1	1		1	1	313					
27	26	205/2	205/2	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	314			articStaccatoBelow		
27	26	103	103	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	315			articStaccatoBelow		
27	26	207/2	207/2	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	316			articStaccatoBelow		
27	26	209/2	209/2	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	317					
27	26	211/2	211/2	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	318					
28	27	213/2	213/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	319				25	
28	27	107	107	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	320					
28	27	215/2	215/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	321			articStaccatoAbove		
28	27	108	108	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	322			articStaccatoAbove		
28	27	217/2	217/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	323			articStaccatoBelow		
28	27	109	109	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	324			articStaccatoBelow		
28	27	219/2	219/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	325			articStaccatoBelow		
28	27	110	110	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	326			articStaccatoBelow		
28	27	213/2	213/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	327					
28	27	217/2	217/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	328					
29	28	221/2	221/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	329					
29	28	443/4	443/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	330					
29	28	111	111	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	331					
29	28	445/4	445/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	332					
29	28	223/2	223/2	0.0	1/4	1/4	Spanner	4/4	1	1	0									1
29	28	223/2	223/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	333					1
29	28	447/4	447/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	334					1
29	28	112	112	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	335					1
29	28	449/4	449/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	336					1
29	28	225/2	225/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	337					1
29	28	451/4	451/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	338					1
29	28	113	113	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	339					1
29	28	453/4	453/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	340					1
29	28	227/2	227/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	341					1
29	28	455/4	455/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	342					1
29	28	114	114	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	343					1
29	28	457/4	457/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	344					1
29	28	221/2	221/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	345					
29	28	112	112	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	346				26	
29	28	225/2	225/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	347				26	
29	28	113	113	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	348					
29	28	227/2	227/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	349			articStaccatoAbove		
29	28	114	114	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	350			articStaccatoAbove		
30	29	229/2	229/2	0.0	0	0	Spanner	4/4	1	1	0									
30	29	229/2	229/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	351					
30	29	459/4	459/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	352					
30	29	115	115	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	353					
30	29	461/4	461/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	354					
30	29	231/2	231/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	355					
30	29	463/4	463/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	356					
30	29	116	116	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	357					
30	29	465/4	465/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	358					
30	29	233/2	233/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	359					
30	29	467/4	467/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	360					
30	29	117	117	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	361					
30	29	469/4	469/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	362					
30	29	235/2	235/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	363					
30	29	471/4	471/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	364					
30	29	118	118	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	365					
30	29	473/4	473/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	366					
30	29	229/2	229/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	367					
30	29	116	116	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	368				27	
30	29	233/2	233/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	369				27	
30	29	117	117	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	370					
30	29	235/2	235/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	371			articStaccatoAbove		
30	29	118	118	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	372			articStaccatoAbove		
31	30	237/2	237/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	373					
31	30	120	120	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	374				28	
31	30	241/2	241/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	375				28	
31	30	121	121	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	376					
31	30	243/2	243/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	377			articStaccatoAbove		
31	30	122	122	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	378			articStaccatoAbove		
31	30	237/2	237/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	379					
31	30	119	119	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	380					
31	30	477/4	477/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	381					
31	30	239/2	239/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	382					
31	30	479/4	479/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	383					
31	30	120	120	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	384					
31	30	481/4	481/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	385					
31	30	241/2	241/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	386					
31	30	483/4	483/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	387					
31	30	121	121	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	388					
31	30	485/4	485/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	389					
31	30	243/2	243/2	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	390					
31	30	487/4	487/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	391					
31	30	122	122	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	392					
31	30	489/4	489/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	393					
32	31	245/2	245/2	0.0	0	0	Dynamic	4/4	1	1	0						ff			
32	31	245/2	245/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	394				29	
32	31	247/2	247/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	395				29	
32	31	495/4	495/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	396				29	
32	31	124	124	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	397				29	
32	31	497/4	497/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	398				29	
32	31	249/2	249/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	399				29	
32	31	499/4	499/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	400				29	
32	31	125	125	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	401				29	
32	31	501/4	501/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	402				29	
32	31	251/2	251/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	403				29	
32	31	503/4	503/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	404				29	
32	31	126	126	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	405				29	
32	31	505/4	505/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	406					
32	31	245/2	245/2	4.0	0	0	Chord	4/4	2	1	1		1	1	407					
33	32	253/2	253/2	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	408					
33	32	761/6	761/6	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	409					
33	32	763/6	763/6	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	410					
33	32	255/2	255/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	411					
33	32	767/6	767/6	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	412					
33	32	769/6	769/6	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	413					
33	32	257/2	257/2	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	414					
33	32	773/6	773/6	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	415					
33	32	775/6	775/6	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	416					
33	32	259/2	259/2	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	417					
33	32	779/6	779/6	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	418					
33	32	781/6	781/6	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	419					
33	32	253/2	253/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	420					
34	33	523/4	523/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	421				30	
34	33	131	131	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	422				30	
34	33	525/4	525/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	423				30	
34	33	263/2	263/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	424			articStaccatoBelow		
34	33	531/4	531/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	425				31	
34	33	133	133	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	426				31	
34	33	533/4	533/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	427				31	
34	33	267/2	267/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	428			articStaccatoBelow		
34	33	261/2	261/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	429			articStaccatoBelow		
34	33	132	132	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	430			articStaccatoBelow		
34	33	265/2	265/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	431			articStaccatoBelow		
34	33	134	134	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	432			articStaccatoBelow		
35	34	269/2	269/2	0.0	0	0	Dynamic	4/4	1	1	0						ff			
35	34	269/2	269/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	433					
35	34	539/4	539/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	434					
35	34	135	135	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	435					
35	34	541/4	541/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	436					
35	34	271/2	271/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	437					
35	34	543/4	543/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	438					
35	34	136	136	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	439					
35	34	545/4	545/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	440					
35	34	273/2	273/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	441					
35	34	547/4	547/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	442					
35	34	137	137	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	443					
35	34	549/4	549/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	444					
35	34	275/2	275/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	445					
35	34	551/4	551/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	446					
35	34	138	138	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	447					
35	34	553/4	553/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	448					
35	34	135	135	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	449				32	
35	34	541/4	541/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	450				32	
35	34	271/2	271/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	451				32	
35	34	543/4	543/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	452				32	
35	34	136	136	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	453				32	
35	34	545/4	545/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	454					
35	34	273/2	273/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	455					
35	34	821/6	821/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	456					
35	34	823/6	823/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	457					
35	34	275/2	275/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	458					
35	34	827/6	827/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	459					
35	34	829/6	829/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	460					
36	35	277/2	277/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	461					
36	35	555/4	555/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	462					
36	35	139	139	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	463					
36	35	557/4	557/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	464					
36	35	279/2	279/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	465					
36	35	559/4	559/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	466					
36	35	140	140	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	467					
36	35	561/4	561/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	468					
36	35	281/2	281/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	469					
36	35	563/4	563/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	470					
36	35	141	141	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	471					
36	35	565/4	565/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	472					
36	35	283/2	283/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	473					
36	35	567/4	567/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	474					
36	35	142	142	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	475					
36	35	569/4	569/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	476					
36	35	277/2	277/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	477					
36	35	833/6	833/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	478					
36	35	835/6	835/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	479					
36	35	279/2	279/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	480					
36	35	839/6	839/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	481					
36	35	841/6	841/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	482					
36	35	281/2	281/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	483					
36	35	845/6	845/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	484					
36	35	847/6	847/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	485					
36	35	283/2	283/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	486					
36	35	851/6	851/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	487					
36	35	853/6	853/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	488					
37	36	571/4	571/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	489				33	
37	36	143	143	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	490				33	
37	36	573/4	573/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	491				33	
37	36	287/2	287/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	492			articStaccatoAbove		
37	36	579/4	579/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	493				34	
37	36	145	145	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	494				34	
37	36	581/4	581/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	495				34	
37	36	291/2	291/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	496			articStaccatoAbove		
37	36	285/2	285/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	497			articStaccatoBelow		
37	36	144	144	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	498			articStaccatoBelow		
37	36	289/2	289/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	499			articStaccatoBelow		
37	36	146	146	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	500			articStaccatoBelow		
38	37	293/2	293/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	501					
38	37	295/2	295/2	0.0	1/4	1/4	Dynamic	4/4	1	1	0						ff			
38	37	295/2	295/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	502			articStaccatoAbove		
38	37	148	148	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	503			articStaccatoAbove		
38	37	297/2	297/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	504			articStaccatoAbove		
38	37	299/2	299/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	505			articStaccatoAbove		
38	37	150	150	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	506			articStaccatoAbove		
38	37	293/2	293/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	507					
38	37	295/2	295/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	508			articStaccatoBelow		
38	37	148	148	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	509			articStaccatoBelow		
38	37	297/2	297/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	510			articStaccatoBelow		
38	37	299/2	299/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	511			articStaccatoBelow		
38	37	150	150	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	512			articStaccatoBelow		
39	38	301/2	301/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	513			articStaccatoAbove		
39	38	303/2	303/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	514			articStaccatoBelow		
39	38	307/2	307/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	515			articStaccatoBelow		
39	38	301/2	301/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	516			articStaccatoBelow		
39	38	303/2	303/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	517			articStaccatoBelow		
39	38	307/2	307/2	0.0	3/4	3/4	Dynamic	4/4	2	1	0						p			
39	38	307/2	307/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	518			articStaccatoBelow		
40	39	309/2	309/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	519			articStaccatoBelow		
40	39	311/2	311/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	520			articStaccatoBelow		
40	39	313/2	313/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	521			articStaccatoBelow		
40	39	315/2	315/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	522			articStaccatoBelow		
40	39	309/2	309/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	523			articStaccatoBelow		
40	39	311/2	311/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	524			articStaccatoBelow		
40	39	313/2	313/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	525			articStaccatoBelow		
40	39	315/2	315/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	526			articStaccatoBelow		
41	40	317/2	317/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	527			articStaccatoBelow		
41	40	319/2	319/2	0.0	1/4	1/4	Dynamic	4/4	1	1	0						ff			
41	40	319/2	319/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	528				35	
41	40	639/4	639/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	529				35	
