mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	decrescendo_hairpin	crescendo_hairpin	diminuendo_line	pedal	Pedal_<sym>keyboardPedalPed</sym>	Trill:trill	Ottava:8vb
295	288	1797/2	1797/2	0.25	1/16	1/16	Chord	3/4	1	2	1/16			1/16	1	4614																	
295	288	3595/4	3595/4	0.25	1/8	1/8	Chord	3/4	1	2	1/16			1/16	1	4615																	
295	288	899	899	0.25	3/16	3/16	Chord	3/4	1	2	1/16			1/16	1	4616																	
295	288	3593/4	3593/4	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	4617		articMarcatoAbove															
295	288	3597/4	3597/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	4618		articMarcatoAbove															
295	288	3601/4	3601/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	4619		articMarcatoAbove															
296	289	3605/4	3605/4	0.0	0	0	SystemText	3/4	1	1	0								"<i><font size=""12""/>sempre ben marcato</i>"														
296	289	3615/4	3615/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	4620																	
296	289	904	904	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	4621																	
296	289	3605/4	3605/4	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	4622		articMarcatoBelow															
296	289	3609/4	3609/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	4623		articMarcatoBelow															
296	289	3613/4	3613/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	4624		articMarcatoBelow															
296	289	3607/4	3607/4	0.0	1/8	1/8	Dynamic	3/4	2	2	0						sf																
296	289	3607/4	3607/4	0.25	1/8	1/8	Chord	3/4	2	2	1/16			1/16	1	4625																	
296	289	902	902	0.25	3/16	3/16	Chord	3/4	2	2	1/16			1/16	1	4626																	
296	289	3609/4	3609/4	0.25	1/4	1/4	Chord	3/4	2	2	1/16			1/16	1	4627																	
296	289	1805/2	1805/2	0.25	5/16	5/16	Chord	3/4	2	2	1/16			1/16	1	4628																	
296	289	3611/4	3611/4	0.25	3/8	3/8	Chord	3/4	2	2	1/16			1/16	1	4629																	
296	289	903	903	0.25	7/16	7/16	Chord	3/4	2	2	1/16			1/16	1	4630																	
297	290	3617/4	3617/4	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	4631																	
297	290	1809/2	1809/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	4632																	
297	290	3619/4	3619/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	4633																	
297	290	905	905	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	4634																	
297	290	3617/4	3617/4	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	4635		articMarcatoBelow															
297	290	3621/4	3621/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	4636		articMarcatoBelow															
297	290	3625/4	3625/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	4637		articMarcatoBelow															
297	290	3623/4	3623/4	0.0	3/8	3/8	Dynamic	3/4	2	3	0						sf																
297	290	3623/4	3623/4	0.25	3/8	3/8	Chord	3/4	2	3	1/16			1/16	1	4638																	
297	290	906	906	0.25	7/16	7/16	Chord	3/4	2	3	1/16			1/16	1	4639																	
297	290	3625/4	3625/4	0.25	1/2	1/2	Chord	3/4	2	3	1/16			1/16	1	4640																	
297	290	1813/2	1813/2	0.25	9/16	9/16	Chord	3/4	2	3	1/16			1/16	1	4641																	
297	290	3627/4	3627/4	0.25	5/8	5/8	Chord	3/4	2	3	1/16			1/16	1	4642																	
297	290	907	907	0.25	11/16	11/16	Chord	3/4	2	3	1/16			1/16	1	4643																	
298	291	3631/4	3631/4	0.0	1/8	1/8	Dynamic	3/4	1	1	0						sf																
298	291	3631/4	3631/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	4644																	
298	291	908	908	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	4645																	
298	291	3633/4	3633/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	4646																	
298	291	1817/2	1817/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	4647																	
298	291	3635/4	3635/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	4648																	
298	291	909	909	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	4649																	
298	291	3639/4	3639/4	0.25	5/8	5/8	Chord	3/4	1	2	1/16			1/16	1	4650																	
298	291	910	910	0.25	11/16	11/16	Chord	3/4	1	2	1/16			1/16	1	4651																	
298	291	3629/4	3629/4	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	4652		articMarcatoAbove															
298	291	3633/4	3633/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	4653		articMarcatoAbove															
298	291	3637/4	3637/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	4654		articMarcatoAbove															
299	292	3647/4	3647/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	4655																	
299	292	912	912	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	4656																	
299	292	3649/4	3649/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	4657																	
299	292	1825/2	1825/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	4658																	
299	292	3651/4	3651/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	4659																	
299	292	913	913	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	4660																	
299	292	3641/4	3641/4	0.25	0	0	Chord	3/4	1	2	1/16			1/16	1	4661																	
299	292	1821/2	1821/2	0.25	1/16	1/16	Chord	3/4	1	2	1/16			1/16	1	4662																	
299	292	3643/4	3643/4	0.25	1/8	1/8	Chord	3/4	1	2	1/16			1/16	1	4663																	
299	292	911	911	0.25	3/16	3/16	Chord	3/4	1	2	1/16			1/16	1	4664																	
299	292	3641/4	3641/4	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	4665		articMarcatoAbove															
299	292	3645/4	3645/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	4666		articMarcatoAbove															
299	292	3649/4	3649/4	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	4667																	
299	292	1825/2	1825/2	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	4668																	
299	292	3651/4	3651/4	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	4669																	
299	292	913	913	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	4670																	
300	293	3653/4	3653/4	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	4671																	
300	293	1827/2	1827/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	4672																	
300	293	3655/4	3655/4	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	4673																	
300	293	3657/4	3657/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	4674																	
300	293	1829/2	1829/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	4675																	
300	293	3659/4	3659/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	4676																	
300	293	915	915	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	4677																	
300	293	3661/4	3661/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	4678																	
300	293	1831/2	1831/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	4679																	
300	293	3663/4	3663/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	4680																	
300	293	916	916	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	4681																	
300	293	3655/4	3655/4	0.25	1/8	1/8	Chord	3/4	1	3	1/16			1/16	1	4682																	
300	293	914	914	0.25	3/16	3/16	Chord	3/4	1	3	1/16			1/16	1	4683																	
300	293	3653/4	3653/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	4684																	
300	293	1827/2	1827/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	4685																	
300	293	3655/4	3655/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	4686																	
300	293	914	914	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	4687																	
300	293	3657/4	3657/4	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	4688																	
300	293	1829/2	1829/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	4689																	
300	293	3659/4	3659/4	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	4690																	
300	293	915	915	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	4691																	
300	293	3661/4	3661/4	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	4692																	
300	293	1831/2	1831/2	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	4693																	
300	293	3663/4	3663/4	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	4694																	
300	293	916	916	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	4695																	
301	294	3665/4	3665/4	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	4696																	
301	294	1833/2	1833/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	4697																	
301	294	3667/4	3667/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	4698																	
301	294	917	917	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	4699																	
301	294	3669/4	3669/4	0.0	1/4	1/4	Dynamic	3/4	1	1	0						ff																
301	294	3669/4	3669/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	4700																	
301	294	1835/2	1835/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	4701																	
301	294	3671/4	3671/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	4702																	
301	294	918	918	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	4703																	
301	294	3673/4	3673/4	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	4704																	
301	294	3665/4	3665/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	4705																	
301	294	1833/2	1833/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	4706																	
301	294	3667/4	3667/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	4707																	
301	294	917	917	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	4708																	
301	294	3669/4	3669/4	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	4709																	
301	294	3673/4	3673/4	0.0	1/2	1/2	Dynamic	3/4	2	1	0						sf																
301	294	3673/4	3673/4	0.0	1/2	1/2	Spanner	3/4	2	1	0																					67	
301	294	3673/4	3673/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	4710		ornamentTrill														67	
302	295	3677/4	3677/4	0.0	0	0	SystemText	3/4	1	1	0								(														
302	295	3677/4	3677/4	0.0	0	0	SystemText	3/4	1	1	0								)														
302	295	3677/4	3677/4	0.0	0	0	Dynamic	3/4	1	1	0						sf																
302	295	3677/4	3677/4	0.0	0	0	Spanner	3/4	1	1	0																					68	
302	295	3677/4	3677/4	0.0	0	0	Chord	3/4	1	1	0	grace32after		1/32	1	4711																68	
302	295	3677/4	3677/4	0.0	0	0	Chord	3/4	1	1	0	grace32after		1/32	1	4712																68	
302	295	3677/4	3677/4	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	4713																68	
302	295	3685/4	3685/4	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	4714																68	
302	295	3677/4	3677/4	1.75	0	0	Chord	3/4	1	3	7/16			1/4	7/4	4715		ornamentTrill															
302	295	921	921	0.125	7/16	7/16	Chord	3/4	1	3	1/32			1/32	1	4716																	
302	295	7369/8	7369/8	0.125	15/32	15/32	Chord	3/4	1	3	1/32			1/32	1	4717																	
302	295	3677/4	3677/4	0.0	0	0	Spanner	3/4	2	1	0																						
302	295	3677/4	3677/4	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	4718																	
302	295	3681/4	3681/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	4719																	
302	295	3687/4	3687/4	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	4720																	
302	295	922	922	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	4721																	
303	296	3689/4	3689/4	0.0	0	0	Spanner	3/4	1	1	0																						
303	296	3691/4	3691/4	0.25	1/8	1/8	Chord	3/4	1	2	1/16			1/16	1	4722																	
303	296	923	923	0.25	3/16	3/16	Chord	3/4	1	2	1/16			1/16	1	4723																	
303	296	3693/4	3693/4	0.25	1/4	1/4	Chord	3/4	1	2	1/16			1/16	1	4724																	
303	296	1847/2	1847/2	0.25	5/16	5/16	Chord	3/4	1	2	1/16			1/16	1	4725																	
303	296	3695/4	3695/4	0.25	3/8	3/8	Chord	3/4	1	2	1/16			1/16	1	4726																	
303	296	924	924	0.25	7/16	7/16	Chord	3/4	1	2	1/16			1/16	1	4727																	
303	296	3697/4	3697/4	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	4728																	
303	296	3689/4	3689/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	4729																	
303	296	1845/2	1845/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	4730																	
303	296	3691/4	3691/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	4731																	
303	296	923	923	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	4732																	
303	296	3693/4	3693/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	4733																	
303	296	3699/4	3699/4	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	4734																	
303	296	925	925	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	4735																	
304	297	3703/4	3703/4	0.25	1/8	1/8	Chord	3/4	1	2	1/16			1/16	1	4736																	
304	297	926	926	0.25	3/16	3/16	Chord	3/4	1	2	1/16			1/16	1	4737																	
304	297	3705/4	3705/4	0.25	1/4	1/4	Chord	3/4	1	2	1/16			1/16	1	4738																	
304	297	1853/2	1853/2	0.25	5/16	5/16	Chord	3/4	1	2	1/16			1/16	1	4739																	
304	297	3707/4	3707/4	0.25	3/8	3/8	Chord	3/4	1	2	1/16			1/16	1	4740																	
304	297	927	927	0.25	7/16	7/16	Chord	3/4	1	2	1/16			1/16	1	4741																	
304	297	3709/4	3709/4	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	4742																	
304	297	3701/4	3701/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	4743																	
304	297	1851/2	1851/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	4744																	
304	297	3703/4	3703/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	4745																	
304	297	926	926	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	4746																	
304	297	3705/4	3705/4	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	4747																	
304	297	3711/4	3711/4	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	4748																	
304	297	928	928	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	4749																	
305	298	3717/4	3717/4	0.0	1/4	1/4	Dynamic	3/4	1	1	0						sf																
305	298	3721/4	3721/4	0.0	1/2	1/2	Dynamic	3/4	1	1	0						sf																
305	298	3715/4	3715/4	0.25	1/8	1/8	Chord	3/4	1	2	1/16			1/16	1	4750																	
305	298	929	929	0.25	3/16	3/16	Chord	3/4	1	2	1/16			1/16	1	4751																	
305	298	3717/4	3717/4	0.25	1/4	1/4	Chord	3/4	1	2	1/16			1/16	1	4752																	
305	298	1859/2	1859/2	0.25	5/16	5/16	Chord	3/4	1	2	1/16			1/16	1	4753																	
305	298	3719/4	3719/4	0.25	3/8	3/8	Chord	3/4	1	2	1/16			1/16	1	4754																	
305	298	930	930	0.25	7/16	7/16	Chord	3/4	1	2	1/16			1/16	1	4755																	
305	298	3721/4	3721/4	0.25	1/2	1/2	Chord	3/4	1	2	1/16			1/16	1	4756																	
305	298	1861/2	1861/2	0.25	9/16	9/16	Chord	3/4	1	2	1/16			1/16	1	4757																	
305	298	3723/4	3723/4	0.25	5/8	5/8	Chord	3/4	1	2	1/16			1/16	1	4758																	
305	298	931	931	0.25	11/16	11/16	Chord	3/4	1	2	1/16			1/16	1	4759																	
305	298	3713/4	3713/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	4760																	
305	298	1857/2	1857/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	4761																	
305	298	3715/4	3715/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	4762																	
305	298	929	929	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	4763																	
305	298	3717/4	3717/4	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	4764																	
305	298	1859/2	1859/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	4765																	
305	298	3719/4	3719/4	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	4766																	
305	298	930	930	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	4767																	
305	298	3721/4	3721/4	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	4768																	
305	298	1861/2	1861/2	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	4769																	
305	298	3723/4	3723/4	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	4770																	
305	298	931	931	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	4771																	
306	299	3725/4	3725/4	0.0	0	0	Dynamic	3/4	1	1	0						sf																
306	299	3733/4	3733/4	0.0	1/2	1/2	Dynamic	3/4	1	1	0						sf																
306	299	3725/4	3725/4	0.25	0	0	Chord	3/4	1	2	1/16			1/16	1	4772																	
306	299	1863/2	1863/2	0.25	1/16	1/16	Chord	3/4	1	2	1/16			1/16	1	4773																	
306	299	3727/4	3727/4	0.25	1/8	1/8	Chord	3/4	1	2	1/16			1/16	1	4774																	
306	299	932	932	0.25	3/16	3/16	Chord	3/4	1	2	1/16			1/16	1	4775																	
306	299	3729/4	3729/4	0.0	1/4	1/4	Dynamic	3/4	1	2	0						sf																
306	299	3729/4	3729/4	0.25	1/4	1/4	Chord	3/4	1	2	1/16			1/16	1	4776																	
306	299	1865/2	1865/2	0.25	5/16	5/16	Chord	3/4	1	2	1/16			1/16	1	4777																	
306	299	3731/4	3731/4	0.25	3/8	3/8	Chord	3/4	1	2	1/16			1/16	1	4778																	
306	299	933	933	0.25	7/16	7/16	Chord	3/4	1	2	1/16			1/16	1	4779																	
306	299	3733/4	3733/4	0.25	1/2	1/2	Chord	3/4	1	2	1/16			1/16	1	4780																	
306	299	1867/2	1867/2	0.25	9/16	9/16	Chord	3/4	1	2	1/16			1/16	1	4781																	
306	299	3735/4	3735/4	0.25	5/8	5/8	Chord	3/4	1	2	1/16			1/16	1	4782																	
306	299	934	934	0.25	11/16	11/16	Chord	3/4	1	2	1/16			1/16	1	4783																	
306	299	3725/4	3725/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	4784																	
306	299	1863/2	1863/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	4785																	
306	299	3727/4	3727/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	4786																	
306	299	932	932	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	4787																	
306	299	3729/4	3729/4	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	4788																	
306	299	1865/2	1865/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	4789																	
306	299	3731/4	3731/4	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	4790																	
306	299	933	933	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	4791																	
306	299	3733/4	3733/4	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	4792																	
306	299	1867/2	1867/2	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	4793																	
306	299	3735/4	3735/4	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	4794																	
306	299	934	934	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	4795																	
307	300	3737/4	3737/4	0.0	0	0	Dynamic	3/4	1	1	0						sf																
307	300	3741/4	3741/4	0.0	1/4	1/4	Dynamic	3/4	1	1	0						ff																
307	300	3741/4	3741/4	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	4796																	
307	300	3745/4	3745/4	0.0	1/2	1/2	Spanner	3/4	1	1	0																					69	
307	300	3745/4	3745/4	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	4797																69	
307	300	3737/4	3737/4	0.25	0	0	Chord	3/4	1	2	1/16			1/16	1	4798																	
307	300	1869/2	1869/2	0.25	1/16	1/16	Chord	3/4	1	2	1/16			1/16	1	4799																	
307	300	3739/4	3739/4	0.25	1/8	1/8	Chord	3/4	1	2	1/16			1/16	1	4800																	
307	300	935	935	0.25	3/16	3/16	Chord	3/4	1	2	1/16			1/16	1	4801																	
307	300	3741/4	3741/4	0.25	1/4	1/4	Chord	3/4	1	2	1/16			1/16	1	4802																	
307	300	1871/2	1871/2	0.0	5/16	5/16	Dynamic	3/4	1	2	0						f																
307	300	1871/2	1871/2	0.25	5/16	5/16	Chord	3/4	1	2	1/16			1/16	1	4803																	
307	300	3743/4	3743/4	0.25	3/8	3/8	Chord	3/4	1	2	1/16			1/16	1	4804																	
307	300	936	936	0.25	7/16	7/16	Chord	3/4	1	2	1/16			1/16	1	4805																	
307	300	3745/4	3745/4	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	4806																	
307	300	3737/4	3737/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	4807																	
307	300	1869/2	1869/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	4808																	
307	300	3739/4	3739/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	4809																	
307	300	935	935	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	4810																	
307	300	3741/4	3741/4	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	4811																	
307	300	1871/2	1871/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	4812																	
307	300	3743/4	3743/4	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	4813																	
307	300	936	936	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	4814																	
307	300	3747/4	3747/4	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	4815																	
308	301	3749/4	3749/4	0.0	0	0	SystemText	3/4	1	1	0								(													69	
308	301	3749/4	3749/4	0.0	0	0	SystemText	3/4	1	1	0								)													69	
308	301	3749/4	3749/4	0.0	0	0	Spanner	3/4	1	1	0																					69, 70	
308	301	3749/4	3749/4	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	4816																69, 70	
308	301	3753/4	3753/4	0.0	1/4	1/4	Dynamic	3/4	1	1	0						f																
308	301	3753/4	3753/4	0.0	1/4	1/4	Spanner	3/4	1	1	0																						
308	301	3753/4	3753/4	0.0	1/4	1/4	Spanner	3/4	1	1	0																						
308	301	3753/4	3753/4	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	4817																	
308	301	3759/4	3759/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	4818																	
308	301	940	940	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	4819																	
308	301	3749/4	3749/4	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	4820																	
308	301	3753/4	3753/4	1.0	1/4	1/4	Chord	3/4	1	2	1/4			1/4	1	4821																	
308	301	3749/4	3749/4	0.0	0	0	Dynamic	3/4	2	1	0						ff																
308	301	3749/4	3749/4	0.0	0	0	Spanner	3/4	2	1	0																					71	
308	301	3749/4	3749/4	0.0	0	0	Chord	3/4	2	1	0	grace32after		1/32	1	4822																71	
308	301	3749/4	3749/4	0.0	0	0	Chord	3/4	2	1	0	grace32after		1/32	1	4823																71	
308	301	3749/4	3749/4	2.0	0	0	Chord	3/4	2	1	1/2			1/2	1	4824																71	
308	301	3757/4	3757/4	0.0	1/2	1/2	Spanner	3/4	2	1	0																						
308	301	3757/4	3757/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	4825																	
309	302	3761/4	3761/4	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	4826																	
309	302	1881/2	1881/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	4827																	
309	302	3763/4	3763/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	4828																	
309	302	941	941	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	4829																	
309	302	3765/4	3765/4	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	4830																	
309	302	3771/4	3771/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	4831																	
309	302	943	943	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	4832																	
309	302	3763/4	3763/4	0.25	1/8	1/8	Chord	3/4	1	2	1/16			1/16	1	4833																	
309	302	941	941	0.25	3/16	3/16	Chord	3/4	1	2	1/16			1/16	1	4834																	
309	302	3765/4	3765/4	0.25	1/4	1/4	Chord	3/4	1	2	1/16			1/16	1	4835																	
309	302	1883/2	1883/2	0.25	5/16	5/16	Chord	3/4	1	2	1/16			1/16	1	4836																	
309	302	3767/4	3767/4	0.25	3/8	3/8	Chord	3/4	1	2	1/16			1/16	1	4837																	
309	302	942	942	0.25	7/16	7/16	Chord	3/4	1	2	1/16			1/16	1	4838																	
309	302	3769/4	3769/4	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	4839																	
309	302	3763/4	3763/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	4840																	
309	302	941	941	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	4841																	
309	302	3765/4	3765/4	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	4842																	
309	302	1883/2	1883/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	4843																	
309	302	3767/4	3767/4	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	4844																	
309	302	942	942	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	4845																	
309	302	3769/4	3769/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	4846																	
310	303	3773/4	3773/4	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	4847																	
310	303	1887/2	1887/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	4848																	
310	303	3775/4	3775/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	4849																	
310	303	944	944	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	4850																	
310	303	3777/4	3777/4	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	4851																	
310	303	3783/4	3783/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	4852																	
310	303	946	946	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	4853																	
