mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	diminuendo_line	crescendo_line
47	45	179	179	3.0	1/4	1/4	Chord	2/2	2	1	3/4	1/2	3/2	530						
47	45	178	178	4.0	0	0	Chord	2/2	2	2	1	1	1	531						
48	46	182	182	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	532						
48	46	729/4	729/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	533						
48	46	365/2	365/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	534						
48	46	731/4	731/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	535						
48	46	183	183	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	536						
48	46	733/4	733/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	537						
48	46	367/2	367/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	538						
48	46	735/4	735/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	539						
48	46	184	184	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	540						
48	46	737/4	737/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	541						
48	46	369/2	369/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	542						
48	46	739/4	739/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	543						
48	46	185	185	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	544						
48	46	741/4	741/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	545						
48	46	371/2	371/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	546						
48	46	743/4	743/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	547						
48	46	182	182	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	548						
49	47	559/3	559/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	549	f					
49	47	560/3	560/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	550						
49	47	187	187	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	551						
49	47	562/3	562/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	552						
49	47	563/3	563/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	553						
49	47	188	188	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	554			articStaccatoAbove			
49	47	565/3	565/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	555						
49	47	566/3	566/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	556						
49	47	189	189	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	557						
49	47	568/3	568/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	558						
49	47	569/3	569/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	559						
49	47	186	186	0.0	0	0	Dynamic	2/2	2	1	0					f				
49	47	186	186	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	560			articStaccatoBelow			
50	48	190	190	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	561			articStaccatoAbove			
50	48	571/3	571/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	562						
50	48	572/3	572/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	563						
50	48	191	191	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	564						
50	48	574/3	574/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	565						
50	48	575/3	575/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	566						
50	48	192	192	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	567			articStaccatoBelow			
50	48	577/3	577/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	568						
50	48	578/3	578/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	569						
50	48	193	193	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	570	f		articStaccatoBelow			
50	48	580/3	580/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	571						
50	48	581/3	581/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	572						
50	48	193	193	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	573			articStaccatoBelow			
51	49	194	194	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	574			articStaccatoBelow			
51	49	583/3	583/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	575						
51	49	584/3	584/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	576						
51	49	195	195	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	577						
51	49	586/3	586/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	578						
51	49	587/3	587/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	579						
51	49	196	196	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	580			articStaccatoBelow			
51	49	589/3	589/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	581						
51	49	590/3	590/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	582						
51	49	197	197	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	583						
51	49	592/3	592/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	584						
51	49	593/3	593/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	585						
51	49	194	194	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	586			articStaccatoBelow			
52	50	198	198	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	587			articStaccatoAbove			
52	50	595/3	595/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	588						
52	50	596/3	596/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	589						
52	50	199	199	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	590						
52	50	598/3	598/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	591						
52	50	599/3	599/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	592						
52	50	200	200	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	593			articStaccatoAbove			
52	50	601/3	601/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	594						
52	50	602/3	602/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	595						
52	50	201	201	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	596	f		articStaccatoBelow			
52	50	604/3	604/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	597						
52	50	605/3	605/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	598						
52	50	201	201	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	599			articStaccatoBelow			
53	51	202	202	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	600			articStaccatoBelow			
53	51	607/3	607/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	601						
53	51	608/3	608/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	602						
53	51	203	203	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	603						
53	51	610/3	610/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	604						
53	51	611/3	611/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	605						
53	51	204	204	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	606			articStaccatoBelow			
53	51	613/3	613/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	607						
53	51	614/3	614/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	608						
53	51	205	205	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	609						
53	51	616/3	616/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	610						
53	51	617/3	617/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	611						
53	51	202	202	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	612			articStaccatoBelow			
54	52	206	206	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	613			articStaccatoAbove			
54	52	619/3	619/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	614						
54	52	620/3	620/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	615						
54	52	207	207	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	616						
54	52	622/3	622/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	617						
54	52	623/3	623/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	618						
54	52	208	208	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	619			articStaccatoAbove			
54	52	625/3	625/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	620						
54	52	626/3	626/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	621						
54	52	209	209	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	622			articStaccatoAbove			
54	52	628/3	628/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	623						
54	52	629/3	629/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	624						
54	52	209	209	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	625			articStaccatoBelow			
55	53	210	210	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	626			articStaccatoAbove			
55	53	631/3	631/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	627						
55	53	632/3	632/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	628						
55	53	211	211	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	629						
55	53	634/3	634/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	630						
55	53	635/3	635/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	631						
55	53	212	212	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	632			articStaccatoAbove			
55	53	637/3	637/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	633						
55	53	638/3	638/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	634						
55	53	213	213	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	635						
55	53	640/3	640/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	636						
55	53	641/3	641/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	637						
55	53	210	210	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	638			articStaccatoBelow			
56	54	214	214	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	639			articStaccatoAbove			
56	54	643/3	643/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	640						
56	54	644/3	644/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	641						
56	54	215	215	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	642						
56	54	646/3	646/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	643						
56	54	647/3	647/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	644						
56	54	216	216	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	645			articStaccatoAbove			
56	54	649/3	649/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	646						
56	54	650/3	650/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	647	p					
56	54	217	217	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	648						
56	54	652/3	652/3	0.0	5/6	5/6	Dynamic	2/2	1	1	0					p				
56	54	652/3	652/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	649						
56	54	653/3	653/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	650						
56	54	217	217	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	651			articStaccatoAbove			
57	55	218	218	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	652						
57	55	655/3	655/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	653						
57	55	656/3	656/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	654						
57	55	219	219	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	655						
57	55	658/3	658/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	656						
57	55	659/3	659/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	657						
57	55	220	220	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	658						
57	55	661/3	661/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	659						
57	55	662/3	662/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	660						
57	55	221	221	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	661						
57	55	664/3	664/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	662						
57	55	665/3	665/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	663						
57	55	218	218	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	664			articStaccatoBelow			
57	55	219	219	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	665			articStaccatoBelow			
57	55	220	220	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	666			articStaccatoAbove			
57	55	221	221	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	667			articStaccatoAbove			
58	56	222	222	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	668						
58	56	667/3	667/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	669						
58	56	668/3	668/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	670						
58	56	223	223	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	671						
58	56	670/3	670/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	672						
58	56	671/3	671/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	673						
58	56	224	224	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	674						
58	56	673/3	673/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	675						
58	56	674/3	674/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	676						
58	56	225	225	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	677						
58	56	676/3	676/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	678						
58	56	677/3	677/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	679						
58	56	222	222	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	680			articStaccatoAbove			
58	56	225	225	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	681			articStaccatoBelow			
59	57	226	226	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	682						
59	57	679/3	679/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	683						
59	57	680/3	680/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	684						
59	57	227	227	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	685						
59	57	682/3	682/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	686						
59	57	683/3	683/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	687						
59	57	228	228	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	688						
59	57	685/3	685/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	689						
59	57	686/3	686/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	690						
59	57	229	229	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	691						
59	57	688/3	688/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	692						
59	57	689/3	689/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	693	f					
59	57	226	226	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	694			articStaccatoAbove			
59	57	227	227	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	695			articStaccatoBelow			
59	57	228	228	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	696			articStaccatoBelow			
59	57	229	229	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	697			articStaccatoBelow			
60	58	230	230	0.0	0	0	Dynamic	2/2	1	1	0					f				
60	58	231	231	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	698						
60	58	694/3	694/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	699						
60	58	695/3	695/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	700						
60	58	232	232	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	701			articStaccatoAbove			
60	58	697/3	697/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	702						
60	58	698/3	698/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	703						
60	58	233	233	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	704						
60	58	700/3	700/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	705						
60	58	701/3	701/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	706						
60	58	230	230	4.0	0	0	Chord	2/2	2	1	1	1	1	707						
61	59	234	234	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	708						
61	59	703/3	703/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	709						
61	59	704/3	704/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	710						
61	59	235	235	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	711						
61	59	706/3	706/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	712						
61	59	707/3	707/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	713						
61	59	236	236	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	714						
61	59	709/3	709/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	715						
61	59	710/3	710/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	716						
61	59	237	237	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	717						
61	59	712/3	712/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	718						
61	59	713/3	713/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	719						
61	59	234	234	4.0	0	0	Chord	2/2	2	1	1	1	1	720						
62	60	239	239	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	721						
62	60	718/3	718/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	722						
62	60	719/3	719/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	723						
62	60	240	240	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	724			articStaccatoAbove			
62	60	721/3	721/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	725						
62	60	722/3	722/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	726						
62	60	241	241	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	727						
62	60	724/3	724/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	728						
62	60	725/3	725/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	729						
62	60	238	238	4.0	0	0	Chord	2/2	2	1	1	1	1	730						
63	61	242	242	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	731						
63	61	727/3	727/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	732						
63	61	728/3	728/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	733						
63	61	243	243	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	734						
63	61	730/3	730/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	735						
63	61	731/3	731/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	736						
63	61	244	244	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	737						
63	61	733/3	733/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	738						
63	61	734/3	734/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	739						
63	61	245	245	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	740						
63	61	736/3	736/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	741						
63	61	737/3	737/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	742						
63	61	242	242	4.0	0	0	Chord	2/2	2	1	1	1	1	743						
64	62	247	247	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	744						
64	62	742/3	742/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	745						
64	62	743/3	743/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	746						
64	62	248	248	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	747			articStaccatoAbove			
64	62	745/3	745/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	748						
64	62	746/3	746/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	749						
64	62	249	249	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	750						
64	62	748/3	748/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	751						
64	62	749/3	749/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	752						
64	62	246	246	4.0	0	0	Chord	2/2	2	1	1	1	1	753						
65	63	250	250	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	754			articStaccatoBelow			
65	63	751/3	751/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	755						
65	63	752/3	752/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	756						
65	63	251	251	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	757						
65	63	754/3	754/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	758						
65	63	755/3	755/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	759						
65	63	252	252	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	760						
65	63	757/3	757/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	761						
65	63	758/3	758/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	762						
65	63	253	253	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	763						
65	63	760/3	760/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	764						
65	63	761/3	761/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	765						
65	63	250	250	4.0	0	0	Chord	2/2	2	1	1	1	1	766						
66	64	255	255	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	767						
66	64	766/3	766/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	768						
66	64	767/3	767/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	769						
66	64	256	256	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	770			articStaccatoAbove			
66	64	769/3	769/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	771						
66	64	770/3	770/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	772						
66	64	257	257	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	773						
66	64	772/3	772/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	774						
66	64	773/3	773/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	775						
66	64	254	254	4.0	0	0	Chord	2/2	2	1	1	1	1	776						
67	65	258	258	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	777						
67	65	775/3	775/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	778						
67	65	776/3	776/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	779						
67	65	259	259	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	780						
67	65	778/3	778/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	781						
67	65	779/3	779/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	782						
67	65	260	260	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	783						
