mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	articulation
5	4	6	6	0.0	1/4	1/4	Chord	3/8	1	1	0	acciaccatura	1/8	1	35		
5	4	6	6	0.125	1/4	1/4	Chord	3/8	1	1	1/32		1/32	1	36		
5	4	49/8	49/8	0.125	9/32	9/32	Chord	3/8	1	1	1/32		1/32	1	37		
5	4	25/4	25/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	38		
5	4	51/8	51/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	39		
5	4	5	5	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	40	sf >	
5	4	11/2	11/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	41	]	
5	4	5	5	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	42		
5	4	11/2	11/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	43		
6	5	13/2	13/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	44	<	
6	5	15/2	15/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	45		
6	5	13/2	13/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	46		
6	5	7	7	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	47		
6	5	15/2	15/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	48		
7	6	8	8	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	49		
7	6	17/2	17/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	50		
7	6	9	9	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	51		
7	6	8	8	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	52		
7	6	17/2	17/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	53		
7	6	9	9	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	54		
8	7	19/2	19/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	55	p	
8	7	10	10	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	56	<	
8	7	21/2	21/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	57		
8	7	19/2	19/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	58		
8	7	10	10	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	59		
8	7	21/2	21/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	60		
9	8	11	11	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	61		
9	8	23/2	23/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	62		
9	8	12	12	0.375	1/4	1/4	Chord	3/8	1	1	3/32		1/16	3/2	63		
9	8	99/8	99/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	64		articStaccatoBelow
9	8	11	11	1.0	0	0	Chord	3/8	1	2	1/4		1/4	1	65	p	
9	8	12	12	0.375	1/4	1/4	Chord	3/8	2	1	3/32		1/16	3/2	66		
9	8	99/8	99/8	0.125	11/32	11/32	Chord	3/8	2	1	1/32		1/32	1	67		articStaccatoAbove
9	8	11	11	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	68		
10	9	25/2	25/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	69		
10	9	51/4	51/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	70		
10	9	13	13	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	71		articStaccatoAbove
10	9	53/4	53/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	72		articStaccatoAbove
10	9	27/2	27/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	73		articStaccatoAbove
10	9	55/4	55/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	74		articStaccatoAbove
10	9	25/2	25/2	1.5	0	0	Chord	3/8	1	2	3/8		1/4	3/2	75		
10	9	25/2	25/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	76		
10	9	51/4	51/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	77		
10	9	13	13	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	78		articStaccatoAbove
10	9	53/4	53/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	79		articStaccatoAbove
10	9	27/2	27/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	80		articStaccatoAbove
10	9	55/4	55/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	81		articStaccatoAbove
10	9	25/2	25/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	82		
11	10	14	14	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	83		
11	10	57/4	57/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	84		
11	10	29/2	29/2	0.375	1/8	1/8	Chord	3/8	1	1	3/32		1/16	3/2	85		
11	10	119/8	119/8	0.125	7/32	7/32	Chord	3/8	1	1	1/32		1/32	1	86		
11	10	15	15	0.375	1/4	1/4	Chord	3/8	1	1	3/32		1/16	3/2	87		
11	10	123/8	123/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	88		
11	10	14	14	1.5	0	0	Chord	3/8	1	2	3/8		1/4	3/2	89		
11	10	14	14	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	90		
11	10	57/4	57/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	91		
11	10	29/2	29/2	0.375	1/8	1/8	Chord	3/8	2	1	3/32		1/16	3/2	92		
11	10	119/8	119/8	0.125	7/32	7/32	Chord	3/8	2	1	1/32		1/32	1	93		
11	10	15	15	0.375	1/4	1/4	Chord	3/8	2	1	3/32		1/16	3/2	94		
11	10	123/8	123/8	0.125	11/32	11/32	Chord	3/8	2	1	1/32		1/32	1	95		
11	10	14	14	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	96		
12	11	31/2	31/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	97		
12	11	33/2	33/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	98		
12	11	16	16	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	99		
12	11	33/2	33/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	100		
12	11	31/2	31/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	101		
12	11	33/2	33/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	102		
12	11	16	16	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	103		
12	11	33/2	33/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	104		
13	12	17	17	0.375	0	0	Chord	3/8	1	1	3/32		1/16	3/2	105		
13	12	139/8	139/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	106		
13	12	35/2	35/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	107		articStaccatoAbove
13	12	18	18	0.0	1/4	1/4	Chord	3/8	1	1	0	acciaccatura	1/8	1	108		
13	12	18	18	0.125	1/4	1/4	Chord	3/8	1	1	1/32		1/32	1	109		
13	12	145/8	145/8	0.125	9/32	9/32	Chord	3/8	1	1	1/32		1/32	1	110		
13	12	73/4	73/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	111		
13	12	147/8	147/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	112		
13	12	17	17	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	113	sf >	
13	12	35/2	35/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	114	]	
13	12	17	17	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	115		
13	12	35/2	35/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	116		
14	13	37/2	37/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	117	<	
14	13	39/2	39/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	118		
14	13	37/2	37/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	119		
14	13	19	19	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	120		
14	13	39/2	39/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	121		
15	14	20	20	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	122		
15	14	41/2	41/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	123		
15	14	21	21	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	124		
15	14	20	20	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	125		
15	14	41/2	41/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	126		
15	14	21	21	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	127		
16	15	43/2	43/2	0.0	0	0	Chord	3/8	1	1	0	acciaccatura	1/8	1	128		
16	15	43/2	43/2	0.125	0	0	Chord	3/8	1	1	1/32		1/32	1	129	p	
16	15	173/8	173/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32		1/32	1	130		
16	15	87/4	87/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32		1/32	1	131		
16	15	175/8	175/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	132		
16	15	22	22	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	133		
16	15	45/2	45/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	134		
16	15	22	22	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	135		
16	15	45/2	45/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	136		
17	16	23	23	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	137		
17	16	23	23	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	138		
17	16	47/2	47/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	139		
17	16	24	24	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	140		
18	17	49/2	49/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	141		
18	17	25	25	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	142		
18	17	51/2	51/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	143		
18	17	49/2	49/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	144		
18	17	51/2	51/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	145		
19	18	26	26	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	146		
19	18	53/2	53/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	147		
19	18	26	26	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	148		
19	18	105/4	105/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	149		
19	18	53/2	53/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	150		
19	18	107/4	107/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	151		
19	18	27	27	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	152		
20	19	55/2	55/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	153		
20	19	28	28	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	154		
20	19	57/2	57/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	155		
20	19	55/2	55/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	156		
20	19	57/2	57/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	157		
21	20	29	29	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	158		
21	20	59/2	59/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	159		
21	20	30	30	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	160		articAccentBelow
21	20	29	29	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	161		
21	20	117/4	117/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	162		
21	20	59/2	59/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	163		
21	20	119/4	119/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	164		
22	21	61/2	61/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	165		
22	21	31	31	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	166	<	
22	21	63/2	63/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	167		
22	21	61/2	61/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	168		
22	21	31	31	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	169		
22	21	63/2	63/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	170		
22	21	61/2	61/2	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	171		
22	21	63/2	63/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	172		
23	22	33	33	0.375	1/4	1/4	Chord	3/8	1	1	3/32		1/16	3/2	173		
23	22	267/8	267/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	174		
23	22	32	32	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	175		
23	22	65/2	65/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	176		
23	22	33	33	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	177		
23	22	32	32	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	178		
23	22	65/2	65/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	179		
23	22	33	33	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	180		
23	22	32	32	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	181		
23	22	65/2	65/2	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	182		
23	22	33	33	0.25	1/4	1/4	Chord	3/8	2	2	1/16		1/16	1	183		
23	22	133/4	133/4	0.25	5/16	5/16	Chord	3/8	2	2	1/16		1/16	1	184		
24	23	67/2	67/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	185		
24	23	69/2	69/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	186		
24	23	67/2	67/2	1.0	0	0	Chord	3/8	1	2	1/4		1/4	1	187		
24	23	69/2	69/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	188		
24	23	67/2	67/2	0.5	0	0	Chord	3/8	1	3	1/8		1/8	1	189	p	
24	23	34	34	0.5	1/8	1/8	Chord	3/8	1	3	1/8		1/8	1	190		
24	23	67/2	67/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	191		
24	23	69/2	69/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	192		
25	24	35	35	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	193		
25	24	36	36	0.375	1/4	1/4	Chord	3/8	1	1	3/32		1/16	3/2	194		
25	24	291/8	291/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	195		
25	24	35	35	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	196	<	
25	24	71/2	71/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	197		
25	24	36	36	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	198	sf	
25	24	35	35	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	199		
25	24	71/2	71/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	200		
25	24	36	36	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	201		
26	25	73/2	73/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	202		
26	25	75/2	75/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	203		
26	25	73/2	73/2	1.0	0	0	Chord	3/8	1	2	1/4		1/4	1	204		
26	25	75/2	75/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	205		
26	25	73/2	73/2	0.0	0	0	Chord	3/8	1	3	0	grace16	1/16	1	206		
26	25	73/2	73/2	0.0	0	0	Chord	3/8	1	3	0	grace16	1/16	1	207		
26	25	73/2	73/2	0.5	0	0	Chord	3/8	1	3	1/8		1/8	1	208	p	
26	25	37	37	0.5	1/8	1/8	Chord	3/8	1	3	1/8		1/8	1	209		
26	25	73/2	73/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	210		
26	25	75/2	75/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	211		
27	26	38	38	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	212		articStaccatoAbove
27	26	77/2	77/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	213		articStaccatoAbove
27	26	39	39	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	214		articStaccatoAbove
27	26	38	38	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	215	<	
27	26	77/2	77/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	216		
27	26	39	39	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	217		
27	26	38	38	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	218		
27	26	77/2	77/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	219		
27	26	39	39	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	220		
27	26	38	38	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	221		
27	26	77/2	77/2	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	222		
27	26	39	39	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	223		
28	27	79/2	79/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	224		
28	27	159/4	159/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	225		
28	27	40	40	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	226		articStaccatoAbove
28	27	161/4	161/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	227		articStaccatoAbove
28	27	81/2	81/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	228		articStaccatoAbove
28	27	163/4	163/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	229		articStaccatoAbove
28	27	79/2	79/2	1.5	0	0	Chord	3/8	1	2	3/8		1/4	3/2	230	p	
28	27	79/2	79/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	231		
28	27	159/4	159/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	232		
28	27	40	40	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	233		articStaccatoAbove
28	27	161/4	161/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	234		articStaccatoAbove
28	27	81/2	81/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	235		articStaccatoAbove
28	27	163/4	163/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	236		articStaccatoAbove
28	27	79/2	79/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	237		
29	28	41	41	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	238		
29	28	165/4	165/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	239		
29	28	83/2	83/2	0.375	1/8	1/8	Chord	3/8	1	1	3/32		1/16	3/2	240		
29	28	335/8	335/8	0.125	7/32	7/32	Chord	3/8	1	1	1/32		1/32	1	241		
29	28	42	42	0.375	1/4	1/4	Chord	3/8	1	1	3/32		1/16	3/2	242		
29	28	339/8	339/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	243		
29	28	41	41	1.5	0	0	Chord	3/8	1	2	3/8		1/4	3/2	244		
29	28	41	41	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	245		
29	28	165/4	165/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	246		
29	28	83/2	83/2	0.375	1/8	1/8	Chord	3/8	2	1	3/32		1/16	3/2	247		
29	28	335/8	335/8	0.125	7/32	7/32	Chord	3/8	2	1	1/32		1/32	1	248		
29	28	42	42	0.375	1/4	1/4	Chord	3/8	2	1	3/32		1/16	3/2	249		
29	28	339/8	339/8	0.125	11/32	11/32	Chord	3/8	2	1	1/32		1/32	1	250		
29	28	41	41	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	251		
30	29	85/2	85/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	252		
30	29	87/2	87/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	253		
30	29	43	43	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	254		
30	29	87/2	87/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	255		
30	29	85/2	85/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	256		
30	29	87/2	87/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	257		
30	29	43	43	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	258		
30	29	87/2	87/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	259		
31	30	44	44	0.375	0	0	Chord	3/8	1	1	3/32		1/16	3/2	260		
31	30	355/8	355/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	261		
31	30	89/2	89/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	262		articStaccatoAbove
31	30	45	45	0.0	1/4	1/4	Chord	3/8	1	1	0	acciaccatura	1/8	1	263		
31	30	45	45	0.125	1/4	1/4	Chord	3/8	1	1	1/32		1/32	1	264		
31	30	361/8	361/8	0.125	9/32	9/32	Chord	3/8	1	1	1/32		1/32	1	265		
31	30	181/4	181/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	266		
31	30	363/8	363/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	267		
31	30	44	44	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	268	sf >	
31	30	89/2	89/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	269	]	
31	30	44	44	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	270		
31	30	89/2	89/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	271		
32	31	91/2	91/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	272	<	
32	31	93/2	93/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	273		
32	31	91/2	91/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	274		
32	31	46	46	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	275		
32	31	93/2	93/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	276		
33	32	47	47	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	277		
33	32	95/2	95/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	278		
33	32	48	48	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	279		
33	32	47	47	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	280		
33	32	95/2	95/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	281		
33	32	48	48	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	282		
34	33	97/2	97/2	0.0	0	0	Chord	3/8	1	1	0	acciaccatura	1/8	1	283		
34	33	97/2	97/2	0.125	0	0	Chord	3/8	1	1	1/32		1/32	1	284	p	
34	33	389/8	389/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32		1/32	1	285		
34	33	195/4	195/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32		1/32	1	286		
34	33	391/8	391/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	287		
34	33	49	49	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	288		
34	33	99/2	99/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	289		
34	33	49	49	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	290		
