mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	crescendo_line
30	29	58	58	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	258			articStaccatoAbove		
30	29	113/2	113/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	259			articStaccatoAbove		
30	29	57	57	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	260			articStaccatoAbove		
30	29	115/2	115/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	261			articStaccatoAbove		
30	29	58	58	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	262			articStaccatoAbove		
30	29	113/2	113/2	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	263					
31	30	117/2	117/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	264			articStaccatoAbove		
31	30	59	59	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	265			articStaccatoAbove		
31	30	119/2	119/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	266				15	
31	30	239/4	239/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	267				15	
31	30	60	60	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	268				15	
31	30	241/4	241/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	269					
31	30	117/2	117/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	270			articStaccatoAbove		
31	30	59	59	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	271			articStaccatoAbove		
31	30	119/2	119/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	272			articStaccatoAbove		
31	30	60	60	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	273			articStaccatoAbove		
31	30	117/2	117/2	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	274					
32	31	121/2	121/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	275			articStaccatoAbove		
32	31	61	61	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	276			articStaccatoAbove		
32	31	123/2	123/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	277					
32	31	62	62	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	278			articStaccatoAbove		
32	31	121/2	121/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	279			articStaccatoBelow		
32	31	61	61	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	280			articStaccatoBelow		
32	31	123/2	123/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	281			articStaccatoBelow		
32	31	62	62	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	282			articStaccatoBelow		
33	32	125/2	125/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	283					
33	32	125/2	125/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	284					
34	32	64	64	0.0	0	3/8	Dynamic	2/4	1	1	0						f			
34	32	64	64	0.5	0	3/8	Chord	2/4	1	1	1/8		1/8	1	285	f		articStaccatoAbove		
34	32	64	64	0.5	0	3/8	Chord	2/4	2	1	1/8		1/8	1	286			articStaccatoBelow		
35	33	129/2	129/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	287			articStaccatoAbove		
35	33	65	65	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	288			articStaccatoAbove		
35	33	131/2	131/2	0.0	1/4	1/4	Chord	2/4	1	1	0	acciaccatura	1/8	1	289					
35	33	131/2	131/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	290				16	
35	33	263/4	263/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	291				16	
35	33	66	66	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	292				16	
35	33	265/4	265/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	293					
35	33	129/2	129/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	294			articStaccatoBelow		
35	33	65	65	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	295			articStaccatoBelow		
35	33	131/2	131/2	0.0	1/4	1/4	Chord	2/4	2	1	0	acciaccatura	1/8	1	296					
35	33	131/2	131/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	297				17	
35	33	263/4	263/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	298				17	
35	33	66	66	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	299				17	
35	33	265/4	265/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	300					
36	34	133/2	133/2	0.0	0	0	Dynamic	2/4	1	1	0						sf			
36	34	133/2	133/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	301			articStaccatoBelow		
36	34	67	67	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	302			articStaccatoBelow		
36	34	135/2	135/2	0.0	1/4	1/4	Chord	2/4	1	1	0	acciaccatura	1/8	1	303					
36	34	135/2	135/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	304				18	
36	34	271/4	271/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	305				18	
36	34	68	68	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	306				18	
36	34	273/4	273/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	307					
36	34	133/2	133/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	308			articStaccatoBelow		
36	34	67	67	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	309					
36	34	135/2	135/2	0.0	1/4	1/4	Chord	2/4	2	1	0	acciaccatura	1/8	1	310					
36	34	135/2	135/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	311				19	
36	34	271/4	271/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	312				19	
36	34	68	68	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	313				19	
36	34	273/4	273/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	314					
37	35	137/2	137/2	0.0	0	0	Dynamic	2/4	1	1	0						sf			
37	35	137/2	137/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	315			articStaccatoBelow		
37	35	69	69	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	316			articStaccatoBelow		
37	35	139/2	139/2	0.0	1/4	1/4	Chord	2/4	1	1	0	acciaccatura	1/8	1	317					
37	35	139/2	139/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	318				20	
37	35	279/4	279/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	319				20	
37	35	70	70	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	320				20	
37	35	281/4	281/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	321					
37	35	137/2	137/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	322			articStaccatoAbove		
37	35	69	69	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	323			articStaccatoAbove		
37	35	139/2	139/2	0.0	1/4	1/4	Chord	2/4	2	1	0	acciaccatura	1/8	1	324					
37	35	139/2	139/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	325				21	
37	35	279/4	279/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	326				21	
37	35	70	70	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	327				21	
37	35	281/4	281/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	328					
38	36	141/2	141/2	0.0	0	0	Dynamic	2/4	1	1	0						sf			
38	36	141/2	141/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	329			articStaccatoBelow		
38	36	71	71	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	330					
38	36	143/2	143/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	331				22	
38	36	287/4	287/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	332				22	
38	36	72	72	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	333				22	
38	36	289/4	289/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	334					
38	36	141/2	141/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	335			articStaccatoAbove		
38	36	71	71	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	336			articStaccatoAbove		
38	36	143/2	143/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	337				23	
38	36	287/4	287/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	338				23	
38	36	72	72	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	339				23	
38	36	289/4	289/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	340					
39	37	145/2	145/2	0.0	0	0	Dynamic	2/4	1	1	0						fp			
39	37	145/2	145/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	341			articStaccatoBelow		
39	37	73	73	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	342			articStaccatoBelow		
39	37	147/2	147/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	343			articStaccatoBelow		
39	37	74	74	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	344			articStaccatoBelow		
39	37	145/2	145/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	345					
39	37	291/4	291/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	346					
39	37	73	73	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	347					
39	37	293/4	293/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	348					
39	37	147/2	147/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	349					
39	37	295/4	295/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	350					
39	37	74	74	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	351					
39	37	297/4	297/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	352					
40	38	149/2	149/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	353			articStaccatoAbove		
40	38	75	75	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	354			articStaccatoAbove		
40	38	151/2	151/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	355			articStaccatoAbove		
40	38	76	76	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	356			articStaccatoAbove		
40	38	149/2	149/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	357					
40	38	299/4	299/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	358					
40	38	75	75	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	359					
40	38	301/4	301/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	360					
40	38	151/2	151/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	361					
40	38	303/4	303/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	362					
40	38	76	76	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	363					
40	38	305/4	305/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	364					
41	39	153/2	153/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	365			articStaccatoAbove		
41	39	77	77	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	366			articStaccatoAbove		
41	39	155/2	155/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	367				24	
41	39	311/4	311/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	368				24	
41	39	78	78	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	369				24	
41	39	313/4	313/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	370					
41	39	153/2	153/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	371					
41	39	307/4	307/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	372					
41	39	77	77	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	373					
41	39	309/4	309/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	374					
41	39	155/2	155/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	375					
41	39	311/4	311/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	376					
41	39	78	78	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	377					
41	39	313/4	313/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	378					
42	40	157/2	157/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	379			articStaccatoAbove		
42	40	79	79	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	380			articStaccatoAbove		
42	40	159/2	159/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	381				25	
42	40	319/4	319/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	382				25	
42	40	80	80	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	383				25	
42	40	321/4	321/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	384					
42	40	157/2	157/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	385					
42	40	315/4	315/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	386					
42	40	79	79	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	387					
42	40	317/4	317/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	388					
42	40	159/2	159/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	389					
42	40	319/4	319/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	390					
42	40	80	80	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	391					
42	40	321/4	321/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	392					
43	41	161/2	161/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	393			articStaccatoAbove		
43	41	81	81	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	394			articStaccatoAbove		
43	41	163/2	163/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	395			articStaccatoAbove		
43	41	82	82	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	396					
43	41	161/2	161/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	397					
43	41	82	82	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	398			articStaccatoBelow		
44	42	165/2	165/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	399			articStaccatoAbove		
44	42	83	83	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	400			articStaccatoAbove		
44	42	167/2	167/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	401			articStaccatoAbove		
44	42	84	84	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	402			articStaccatoAbove		
44	42	165/2	165/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	403			articStaccatoBelow		
44	42	83	83	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	404			articStaccatoBelow		
44	42	167/2	167/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	405			articStaccatoBelow		
44	42	84	84	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	406			articStaccatoBelow		
45	43	169/2	169/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	407			articStaccatoAbove		
45	43	85	85	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	408			articStaccatoAbove		
45	43	171/2	171/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	409				26	
45	43	343/4	343/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	410				26	
45	43	86	86	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	411				26	
45	43	345/4	345/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	412					
45	43	169/2	169/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	413			articStaccatoAbove		
45	43	85	85	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	414			articStaccatoAbove		
45	43	171/2	171/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	415				27	
45	43	343/4	343/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	416				27	
45	43	86	86	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	417				27	
45	43	345/4	345/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	418					
46	44	173/2	173/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	419			articStaccatoAbove		
46	44	87	87	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	420			articStaccatoAbove		
46	44	175/2	175/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	421				28	
46	44	351/4	351/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	422				28	
46	44	88	88	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	423				28	
46	44	353/4	353/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	424					
46	44	173/2	173/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	425			articStaccatoAbove		
46	44	87	87	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	426			articStaccatoAbove		
46	44	175/2	175/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	427				29	
46	44	351/4	351/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	428				29	
46	44	88	88	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	429				29	
46	44	353/4	353/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	430					
47	45	177/2	177/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	431			articStaccatoAbove		
47	45	89	89	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	432			articStaccatoAbove		
47	45	179/2	179/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	433					
47	45	90	90	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	434					
47	45	177/2	177/2	0.0	0	0	Dynamic	2/4	1	2	0						f			
47	45	177/2	177/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	435	f				
47	45	89	89	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	436					
47	45	179/2	179/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	437				30	
47	45	359/4	359/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	438				30	
47	45	90	90	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	439				30	
47	45	361/4	361/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	440					
47	45	177/2	177/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	441			articStaccatoAbove		
47	45	89	89	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	442			articStaccatoAbove		
47	45	179/2	179/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	443				31	
47	45	359/4	359/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	444				31	
47	45	90	90	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	445				31	
47	45	361/4	361/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	446					
48	46	181/2	181/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	447					
48	46	181/2	181/2	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	448					
48	46	181/2	181/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	449			articStaccatoBelow		
48	46	91	91	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	450			articStaccatoBelow		
48	46	183/2	183/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	451				32	
48	46	367/4	367/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	452				32	
48	46	92	92	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	453				32	
48	46	369/4	369/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	454					
49	47	185/2	185/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	455			articStaccatoAbove		
49	47	93	93	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	456			articStaccatoAbove		
49	47	187/2	187/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	457				33	
49	47	375/4	375/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	458				33	
49	47	94	94	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	459				33	
49	47	377/4	377/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	460					
49	47	185/2	185/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	461					
50	48	189/2	189/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	462			articStaccatoAbove		
50	48	95	95	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	463			articStaccatoAbove		
50	48	191/2	191/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	464				34	
50	48	383/4	383/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	465				34	
50	48	96	96	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	466				34	
50	48	385/4	385/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	467					
50	48	189/2	189/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	468			articStaccatoAbove		
50	48	95	95	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	469			articStaccatoAbove		
50	48	191/2	191/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	470				35	
50	48	383/4	383/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	471				35	
50	48	96	96	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	472				35	
50	48	385/4	385/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	473					
51	49	193/2	193/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	474			articStaccatoAbove		
51	49	97	97	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	475			articStaccatoAbove		
51	49	195/2	195/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	476					
51	49	98	98	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	477			articStaccatoAbove		
51	49	193/2	193/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	478			articStaccatoAbove		
51	49	97	97	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	479			articStaccatoAbove		
51	49	195/2	195/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	480				36	
51	49	391/4	391/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	481				36	
51	49	98	98	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	482				36	
51	49	393/4	393/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	483					
52	50	197/2	197/2	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	484					
52	50	197/2	197/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	485				37	
52	50	395/4	395/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	486				37	
52	50	99	99	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	487				37	
52	50	397/4	397/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	488				37	
52	50	199/2	199/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	489				37	
52	50	399/4	399/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	490				37	
52	50	100	100	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	491				37	
52	50	401/4	401/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	492					
53	51	201/2	201/2	0.0	0	0	Dynamic	2/4	1	1	0						sf			
53	51	201/2	201/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	493			articStaccatoAbove		
53	51	101	101	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	494			articStaccatoAbove		
53	51	203/2	203/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	495				38	
53	51	407/4	407/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	496				38	
53	51	102	102	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	497				38	
53	51	409/4	409/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	498					
53	51	201/2	201/2	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	499					
54	52	205/2	205/2	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	500					
54	52	205/2	205/2	0.0	0	0	Dynamic	2/4	1	2	0						sf			
54	52	205/2	205/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	501			articStaccatoBelow		
54	52	103	103	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	502			articStaccatoBelow		
54	52	207/2	207/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	503				39	
54	52	415/4	415/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	504				39	
54	52	104	104	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	505				39	
54	52	417/4	417/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	506					
54	52	205/2	205/2	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	507					
55	53	209/2	209/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	508			articStaccatoAbove		
55	53	105	105	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	509			articStaccatoAbove		
55	53	211/2	211/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	510				40	
55	53	423/4	423/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	511				40	
55	53	106	106	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	512				40	
55	53	425/4	425/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	513					
55	53	209/2	209/2	0.0	0	0	Dynamic	2/4	1	2	0						sf			
55	53	209/2	209/2	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	514					
55	53	209/2	209/2	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	515					
56	54	213/2	213/2	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	516					
56	54	213/2	213/2	0.0	0	0	Dynamic	2/4	1	2	0						sf			
56	54	213/2	213/2	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	517			articStaccatoBelow		
56	54	107	107	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	518			articStaccatoBelow		
56	54	215/2	215/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	519				41	
56	54	431/4	431/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	520				41	
56	54	108	108	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	521				41	
