mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	crescendo_line	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>
17	16	249/4	249/4	0.125		17/32	17/32	Chord	4/4	2	1	1/32		1/32	1	243												
17	16	499/8	499/8	0.125		9/16	9/16	Chord	4/4	2	1	1/32		1/32	1	244												
17	16	125/2	125/2	0.125		19/32	19/32	Chord	4/4	2	1	1/32		1/32	1	245												
17	16	501/8	501/8	0.125		5/8	5/8	Chord	4/4	2	1	1/32		1/32	1	246												
17	16	251/4	251/4	0.125		21/32	21/32	Chord	4/4	2	1	1/32		1/32	1	247												
17	16	503/8	503/8	0.125		11/16	11/16	Chord	4/4	2	1	1/32		1/32	1	248												
17	16	63	63	0.125		23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	249												
17	16	505/8	505/8	0.125		3/4	3/4	Chord	4/4	2	1	1/32		1/32	1	250												
17	16	253/4	253/4	0.125		25/32	25/32	Chord	4/4	2	1	1/32		1/32	1	251												
17	16	507/8	507/8	0.125		13/16	13/16	Chord	4/4	2	1	1/32		1/32	1	252												
17	16	127/2	127/2	0.125		27/32	27/32	Chord	4/4	2	1	1/32		1/32	1	253												
17	16	509/8	509/8	0.125		7/8	7/8	Chord	4/4	2	1	1/32		1/32	1	254												
17	16	255/4	255/4	0.125		29/32	29/32	Chord	4/4	2	1	1/32		1/32	1	255												
17	16	511/8	511/8	0.125		15/16	15/16	Chord	4/4	2	1	1/32		1/32	1	256												
17	16	64	64	0.125		31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	257												
18	17	513/8	513/8	0.0		0	0	StaffText	4/4	1	1	0								Allegro con brio ed appassionato								
18	17	513/8	513/8	0.0		0	0	Spanner	4/4	1	1	0													3			
18	17	513/8	513/8	4.0		0	0	Chord	4/4	1	1	1		1	1	258									3			
18	17	513/8	513/8	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	259												
18	17	515/8	515/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	260												
18	17	517/8	517/8	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	261												
18	17	519/8	519/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	262												
18	17	521/8	521/8	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	263												
18	17	523/8	523/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	264												
18	17	525/8	525/8	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	265												
18	17	527/8	527/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	266												
18	17	529/8	529/8	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	267												
18	17	531/8	531/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	268												
18	17	533/8	533/8	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	269												
18	17	535/8	535/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	270												
18	17	537/8	537/8	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	271												
18	17	539/8	539/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	272												
18	17	541/8	541/8	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	273												
18	17	543/8	543/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	274												
19	18	545/8	545/8	0.0		0	0	Spanner	4/4	1	1	0																
19	18	545/8	545/8	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	275												
19	18	547/8	547/8	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	276												
19	18	549/8	549/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	277												
19	18	551/8	551/8	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	278												
19	18	553/8	553/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	279												
19	18	555/8	555/8	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	280												
19	18	557/8	557/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	281												
19	18	559/8	559/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	282												
19	18	561/8	561/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	283												
19	18	563/8	563/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	284												
19	18	565/8	565/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	285												
19	18	567/8	567/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	286												
19	18	569/8	569/8	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	287												
19	18	571/8	571/8	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	288												
19	18	573/8	573/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	289												
19	18	575/8	575/8	0.125		15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	290												
19	18	72	72	0.125		31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	291												
19	18	545/8	545/8	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	292												
19	18	547/8	547/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	293												
19	18	549/8	549/8	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	294												
19	18	551/8	551/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	295												
19	18	553/8	553/8	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	296												
19	18	555/8	555/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	297												
19	18	557/8	557/8	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	298												
19	18	559/8	559/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	299												
19	18	561/8	561/8	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	300												
19	18	563/8	563/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	301												
19	18	565/8	565/8	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	302												
19	18	567/8	567/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	303												
19	18	569/8	569/8	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	304												
19	18	571/8	571/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	305												
19	18	573/8	573/8	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	306												
19	18	575/8	575/8	0.125		15/16	15/16	Chord	4/4	2	1	1/32		1/32	1	307												
19	18	72	72	0.125		31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	308												
20	19	577/8	577/8	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	309												
20	19	605/8	605/8	0.16666666666666666		7/8	7/8	Chord	4/4	1	1	1/24		1/16	2/3	310												
20	19	1819/24	1819/24	0.16666666666666666		11/12	11/12	Chord	4/4	1	1	1/24		1/16	2/3	311												
20	19	1823/24	1823/24	0.16666666666666666		23/24	23/24	Chord	4/4	1	1	1/24		1/16	2/3	312												
20	19	577/8	577/8	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	313												
20	19	605/8	605/8	0.16666666666666666		7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	314												
20	19	1819/24	1819/24	0.16666666666666666		11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	315												
20	19	1823/24	1823/24	0.16666666666666666		23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	316												
21	20	609/8	609/8	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	317			articStaccatoBelow									
21	20	617/8	617/8	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	318			articStaccatoAbove									
21	20	625/8	625/8	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf										
21	20	625/8	625/8	1.5		1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	319												
21	20	637/8	637/8	0.16666666666666666		7/8	7/8	Chord	4/4	1	1	1/24		1/16	2/3	320												
21	20	1915/24	1915/24	0.16666666666666666		11/12	11/12	Chord	4/4	1	1	1/24		1/16	2/3	321												
21	20	1919/24	1919/24	0.16666666666666666		23/24	23/24	Chord	4/4	1	1	1/24		1/16	2/3	322												
21	20	609/8	609/8	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	323			articStaccatoBelow									
21	20	617/8	617/8	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	324			articStaccatoBelow									
21	20	625/8	625/8	1.5		1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	325												
21	20	637/8	637/8	0.16666666666666666		7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	326												
21	20	1915/24	1915/24	0.16666666666666666		11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	327												
21	20	1919/24	1919/24	0.16666666666666666		23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	328												
22	21	641/8	641/8	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	329			articStaccatoBelow									
22	21	649/8	649/8	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	330			articStaccatoAbove									
22	21	657/8	657/8	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf										
22	21	657/8	657/8	1.5		1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	331												
22	21	669/8	669/8	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	332			articStaccatoAbove									
22	21	641/8	641/8	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	333			articStaccatoBelow									
22	21	649/8	649/8	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	334			articStaccatoBelow									
22	21	657/8	657/8	1.5		1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	335												
22	21	669/8	669/8	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	336			articStaccatoBelow									
23	22	673/8	673/8	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	337			articStaccatoAbove									
23	22	677/8	677/8	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	338			articStaccatoAbove									
23	22	681/8	681/8	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	339			articStaccatoAbove									
23	22	685/8	685/8	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	340			articStaccatoAbove									
23	22	689/8	689/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	341												
23	22	691/8	691/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	342												
23	22	693/8	693/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	343												
23	22	695/8	695/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	344												
23	22	697/8	697/8	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	345												
23	22	701/8	701/8	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	346			articStaccatoAbove		6							
23	22	673/8	673/8	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	347			articStaccatoBelow									
23	22	677/8	677/8	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	348			articStaccatoBelow									
23	22	681/8	681/8	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	349			articStaccatoBelow									
23	22	685/8	685/8	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	350			articStaccatoBelow									
23	22	689/8	689/8	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	351												
23	22	691/8	691/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	352												
23	22	693/8	693/8	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	353												
23	22	695/8	695/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	354												
23	22	697/8	697/8	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	355												
23	22	701/8	701/8	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	356			articStaccatoBelow		7							
24	23	705/8	705/8	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	357	"
"		articStaccatoAbove		6							
24	23	709/8	709/8	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	358			articStaccatoAbove		6							
24	23	713/8	713/8	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	359			articStaccatoAbove		6							
24	23	717/8	717/8	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	360			articStaccatoAbove									
24	23	721/8	721/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	361												
24	23	723/8	723/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	362												
24	23	725/8	725/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	363												
24	23	727/8	727/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	364												
24	23	729/8	729/8	0.0		3/4	3/4	Spanner	4/4	1	1	0										0						
24	23	729/8	729/8	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	365						0						
24	23	731/8	731/8	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	366						0						
24	23	733/8	733/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	367						0						
24	23	735/8	735/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	368						0						
24	23	705/8	705/8	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	369			articStaccatoBelow		7							
24	23	709/8	709/8	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	370			articStaccatoBelow		7							
24	23	713/8	713/8	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	371			articStaccatoBelow		7							
24	23	717/8	717/8	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	372			articStaccatoBelow									
24	23	721/8	721/8	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	373												
24	23	723/8	723/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	374												
24	23	725/8	725/8	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	375												
24	23	727/8	727/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	376												
24	23	729/8	729/8	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	377												
24	23	731/8	731/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	378												
24	23	733/8	733/8	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	379												
24	23	735/8	735/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	380												
25	24	737/8	737/8	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	381						0						
25	24	739/8	739/8	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	382						0						
25	24	741/8	741/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	383						0						
25	24	743/8	743/8	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	384						0						
25	24	745/8	745/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	385						0						
25	24	747/8	747/8	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	386						0						
25	24	749/8	749/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	387						0						
25	24	751/8	751/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	388						0						
25	24	753/8	753/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	389						0						
25	24	755/8	755/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	390						0						
25	24	757/8	757/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	391						0						
25	24	759/8	759/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	392						0						
25	24	761/8	761/8	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	393						0						
25	24	763/8	763/8	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	394						0						
25	24	765/8	765/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	395						0						
25	24	767/8	767/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	396						0						
25	24	737/8	737/8	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	397												
25	24	739/8	739/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	398												
25	24	741/8	741/8	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	399												
25	24	743/8	743/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	400												
25	24	745/8	745/8	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	401												
25	24	747/8	747/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	402												
25	24	749/8	749/8	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	403												
25	24	751/8	751/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	404												
25	24	753/8	753/8	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	405												
25	24	755/8	755/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	406												
25	24	757/8	757/8	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	407												
25	24	759/8	759/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	408												
25	24	761/8	761/8	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	409												
25	24	763/8	763/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	410												
25	24	765/8	765/8	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	411												
25	24	767/8	767/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	412												
26	25	769/8	769/8	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	413						0						
26	25	771/8	771/8	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	414						0						
26	25	773/8	773/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	415						0						
26	25	775/8	775/8	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	416						0						
26	25	777/8	777/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	417						0						
26	25	779/8	779/8	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	418						0						
26	25	781/8	781/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	419						0						
26	25	783/8	783/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	420						0						
26	25	785/8	785/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	421						0						
26	25	787/8	787/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	422						0						
26	25	789/8	789/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	423						0						
26	25	791/8	791/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	424						0						
26	25	793/8	793/8	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	425						0						
26	25	795/8	795/8	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	426						0						
26	25	797/8	797/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	427						0						
26	25	799/8	799/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	428						0						
26	25	769/8	769/8	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	429												
26	25	771/8	771/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	430												
26	25	773/8	773/8	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	431												
26	25	775/8	775/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	432												
26	25	777/8	777/8	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	433												
26	25	779/8	779/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	434												
26	25	781/8	781/8	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	435												
26	25	783/8	783/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	436												
26	25	785/8	785/8	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	437												
26	25	787/8	787/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	438												
26	25	789/8	789/8	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	439												
26	25	791/8	791/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	440												
26	25	793/8	793/8	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	441												
26	25	795/8	795/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	442												
26	25	797/8	797/8	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	443												
26	25	799/8	799/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	444												
27	26	801/8	801/8	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	445						0						
27	26	803/8	803/8	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	446						0						
27	26	805/8	805/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	447						0						
27	26	807/8	807/8	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	448						0						
27	26	809/8	809/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	449						0						
27	26	811/8	811/8	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	450						0						
27	26	813/8	813/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	451						0						
27	26	815/8	815/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	452						0						
27	26	817/8	817/8	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf				0						
27	26	817/8	817/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	453						0						
27	26	819/8	819/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	454						0						
27	26	821/8	821/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	455						0						
27	26	823/8	823/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	456						0						
27	26	825/8	825/8	0.0		3/4	3/4	Dynamic	4/4	1	1	0						sf				0						
27	26	825/8	825/8	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	457						0						
27	26	827/8	827/8	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	458						0						
27	26	829/8	829/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	459						0						
27	26	831/8	831/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	460						0						
27	26	801/8	801/8	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	461												
27	26	803/8	803/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	462												
27	26	805/8	805/8	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	463												
27	26	807/8	807/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	464												
27	26	809/8	809/8	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	465												
27	26	811/8	811/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	466												
27	26	813/8	813/8	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	467												
27	26	815/8	815/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	468												
27	26	817/8	817/8	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	469												
27	26	819/8	819/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	470												
27	26	821/8	821/8	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	471												
27	26	823/8	823/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	472												
27	26	825/8	825/8	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	473												
27	26	827/8	827/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	474												
27	26	829/8	829/8	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	475												
27	26	831/8	831/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	476												
28	27	833/8	833/8	0.0		0	0	Dynamic	4/4	1	1	0						sf				0						
28	27	833/8	833/8	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	477						0						
28	27	835/8	835/8	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	478						0						
28	27	837/8	837/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	479						0						
28	27	839/8	839/8	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	480						0						
28	27	841/8	841/8	0.0		1/4	1/4	Dynamic	4/4	1	1	0						sf				0						
28	27	841/8	841/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	481						0						
28	27	843/8	843/8	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	482						0						
28	27	845/8	845/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	483						0						
28	27	847/8	847/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	484						0						
28	27	849/8	849/8	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf				0						
28	27	849/8	849/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	485						0						
28	27	851/8	851/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	486						0						
28	27	853/8	853/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	487						0						
28	27	855/8	855/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	488						0						
28	27	857/8	857/8	0.0		3/4	3/4	Dynamic	4/4	1	1	0						sf				0						
28	27	857/8	857/8	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	489						0						
28	27	859/8	859/8	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	490						0						
28	27	861/8	861/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	491						0						
28	27	863/8	863/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	492						0						
28	27	833/8	833/8	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	493												
28	27	835/8	835/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	494												
28	27	837/8	837/8	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	495												
28	27	839/8	839/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	496												
28	27	841/8	841/8	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	497												
28	27	843/8	843/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	498												
28	27	845/8	845/8	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	499												
28	27	847/8	847/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	500												
28	27	849/8	849/8	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	501												
28	27	851/8	851/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	502												
28	27	853/8	853/8	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	503												
28	27	855/8	855/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	504												
