mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	crescendo_line	crescendo_hairpin	diminuendo_line	decrescendo_hairpin	Trill:trill
125	122	485/2	244	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1242				118					
125	122	487/2	245	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1243				118					
126	123	489/2	246	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1244	<			117					
126	123	245	493/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1245				117					
126	123	246	495/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1246				117					
126	123	489/2	246	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1247				118					
126	123	491/2	247	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1248				118					
127	124	493/2	248	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1249	>			117					
127	124	247	497/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1250				117					
127	124	248	499/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1251				117					
127	124	993/4	999/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1252									
127	124	493/2	248	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1253				118					
127	124	495/2	249	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1254				118					
128	125	497/2	250	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1255				119					
128	125	249	501/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1256									
128	125	497/2	250	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1257									
129	126	501/2	252	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1258			ornamentTrill	120					
129	126	251	505/2	0.0		1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	1259				120					
129	126	251	505/2	0.0		1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	1260				120					
129	126	251	505/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1261				120					
129	126	252	507/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1262				120					
129	126	1009/4	1015/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1263									
129	126	501/2	252	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1264				121					
129	126	503/2	253	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1265				121					
130	127	505/2	254	0.0		0	0	Chord	2/4	1	1	0	grace32	1/32	1	1266									
130	127	505/2	254	0.0		0	0	Chord	2/4	1	1	0	grace32	1/32	1	1267									
130	127	505/2	254	0.0		0	0	Chord	2/4	1	1	0	grace32	1/32	1	1268									
130	127	505/2	254	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1269				122					
130	127	253	509/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1270				122					
130	127	507/2	255	0.375		1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	1271				122					
130	127	2031/8	2043/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1272				122					
130	127	254	511/2	0.375		3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	1273				122					
130	127	2035/8	2047/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1274									
130	127	505/2	254	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1275				121					
130	127	507/2	255	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1276				121					
131	128	509/2	256	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1277				123					
131	128	255	513/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1278				123					
131	128	511/2	257	0.375		1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	1279				123					
131	128	2047/8	2059/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1280				123					
131	128	256	515/2	0.375		3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	1281				123					
131	128	2051/8	2063/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1282									
131	128	509/2	256	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1283									
131	128	511/2	257	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1284									
132	129	513/2	258	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1285									
132	129	513/2	258	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1286									
133	130	260	523/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0						pp							
133	130	260	523/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1287			articStaccatoBelow						
133	130	260	523/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1288			articStaccatoAbove						
134	131	521/2	262	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1289			articStaccatoBelow						
134	131	262	527/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1290				124					
134	131	1573/6	791/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1291				124					
134	131	787/3	1583/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1292									
134	131	521/2	262	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1293			articStaccatoAbove						
135	132	525/2	264	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1294			articStaccatoAbove						
135	132	264	531/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1295			articStaccatoBelow						
135	132	264	531/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1296			articStaccatoAbove						
136	133	529/2	266	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1297			articStaccatoBelow						
136	133	266	535/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0						pp							
136	133	266	535/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1298				125					
136	133	1597/6	803/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1299				125					
136	133	799/3	1607/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1300									
136	133	529/2	266	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1301			articStaccatoAbove						
137	134	533/2	268	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1302			articStaccatoAbove						
137	134	268	539/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1303				126					
137	134	1609/6	809/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1304				126					
137	134	805/3	1619/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1305									
138	135	537/2	270	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1306			articStaccatoAbove						
138	135	269	541/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1307				127					
138	135	1615/6	812/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1308				127					
138	135	808/3	1625/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1309									
138	135	539/2	271	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1310			articStaccatoAbove						
138	135	270	543/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1311				128					
138	135	1621/6	815/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1312				128					
138	135	811/3	1631/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1313									
139	136	541/2	272	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1314									
140	136	272	547/2	0.5		0	3/8	Chord	2/4	1	1	1/8		1/8	1	1315	p			129					
141	137	545/2	274	0.375		0	0	Chord	2/4	1	1	3/32		1/16	3/2	1316				129					
141	137	2183/8	2195/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1317				129					
141	137	273	549/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1318				129					
141	137	274	551/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1319				129					
141	137	545/2	274	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1320				130					
141	137	547/2	275	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1321				130					
142	138	549/2	276	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1322				129					
142	138	275	553/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1323				129					
142	138	276	555/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1324				129					
142	138	549/2	276	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1325				130					
142	138	551/2	277	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1326				130					
143	139	553/2	278	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1327	>			129					
143	139	277	557/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1328				129					
143	139	278	559/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1329				129					
143	139	1113/4	1119/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1330									
143	139	553/2	278	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1331				130					
143	139	555/2	279	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1332				130					
144	140	557/2	280	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1333				131					
144	140	279	561/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1334									
144	140	557/2	280	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1335									
145	141	561/2	282	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1336			ornamentTrill	132					
145	141	281	565/2	0.0		1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	1337				132					
145	141	281	565/2	0.0		1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	1338				132					
145	141	281	565/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1339				132					
145	141	282	567/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1340				132					
145	141	1129/4	1135/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1341									
145	141	561/2	282	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1342									
145	141	563/2	283	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1343									
146	142	565/2	284	0.0		0	0	Chord	2/4	1	1	0	grace32	1/32	1	1344									
146	142	565/2	284	0.0		0	0	Chord	2/4	1	1	0	grace32	1/32	1	1345									
146	142	565/2	284	0.0		0	0	Chord	2/4	1	1	0	grace32	1/32	1	1346									
146	142	565/2	284	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1347				133					
146	142	283	569/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1348				133					
146	142	567/2	285	0.375		1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	1349				133					
146	142	2271/8	2283/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1350				133					
146	142	284	571/2	0.375		3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	1351				133					
146	142	2275/8	2287/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1352									
146	142	565/2	284	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1353									
146	142	567/2	285	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1354									
147	143	569/2	286	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1355				134					
147	143	285	573/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1356				134					
147	143	571/2	287	0.375		1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	1357				134					
147	143	2287/8	2299/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1358				134					
147	143	286	575/2	0.375		3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	1359				134					
147	143	2291/8	2303/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1360									
147	143	569/2	286	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1361									
147	143	571/2	287	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1362									
148	144	573/2	288	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1363									
148	144	288	579/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1364				135					
148	144	573/2	288	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1365				136					
148	144	1147/4	1153/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1366				136					
148	144	287	577/2	0.0		1/8	1/8	Spanner	2/4	2	1	0								136	7				
148	144	287	577/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1367				136	7				
148	144	1149/4	1155/4	0.0		3/16	3/16	Spanner	2/4	2	1	0								136					
148	144	1149/4	1155/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1368				136					
148	144	575/2	289	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1369				136					
148	144	1151/4	1157/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1370				136					
148	144	288	579/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1371				136					
148	144	1153/4	1159/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1372				136					
149	145	577/2	290	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1373	<			135					
149	145	579/2	291	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1374				135					
149	145	577/2	290	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1375				136					
149	145	1155/4	1161/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1376				136					
149	145	289	581/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1377				136					
149	145	1157/4	1163/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1378				136					
149	145	579/2	291	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1379				136					
149	145	1159/4	1165/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1380				136					
149	145	290	583/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1381				136					
149	145	1161/4	1167/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1382				136					
150	146	581/2	292	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1383									
150	146	292	587/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1384									
150	146	581/2	292	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1385				136					
150	146	1163/4	1169/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1386				136					
150	146	291	585/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1387				136					
150	146	1165/4	1171/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1388				136					
150	146	583/2	293	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1389				136					
150	146	1167/4	1173/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1390				136					
150	146	292	587/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1391				136					
150	146	1169/4	1175/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1392				136					
151	147	585/2	294	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1393									
151	147	293	589/2	0.0		1/8	1/8	Dynamic	2/4	1	1	0						sf							
151	147	293	589/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1394									
151	147	294	591/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1395									
151	147	585/2	294	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1396				136					
151	147	1171/4	1177/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1397				136					
151	147	293	589/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1398				136					
151	147	1173/4	1179/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1399				136					
151	147	587/2	295	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1400				136					
151	147	1175/4	1181/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1401				136					
151	147	294	591/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1402				136					
151	147	1177/4	1183/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1403				136					
152	148	589/2	296	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1404				137					
152	148	591/2	297	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1405									
152	148	589/2	296	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1406				136					
152	148	1179/4	1185/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1407				136					
152	148	295	593/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1408				136					
152	148	1181/4	1187/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1409				136					
152	148	591/2	297	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1410				136					
152	148	1183/4	1189/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1411				136					
152	148	296	595/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1412				136					
152	148	1185/4	1191/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1413				136					
153	149	593/2	298	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1414	<			138					
153	149	595/2	299	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1415				138					
153	149	593/2	298	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1416				136					
153	149	1187/4	1193/4	0.0		1/16	1/16	Spanner	2/4	2	1	0								136	8				
153	149	1187/4	1193/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1417				136	8				
153	149	297	597/2	0.0		1/8	1/8	Spanner	2/4	2	1	0								136					
153	149	297	597/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1418				136					
153	149	1189/4	1195/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1419				136					
153	149	595/2	299	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1420				136					
153	149	1191/4	1197/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1421				136					
153	149	298	599/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1422				136					
153	149	1193/4	1199/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1423				136					
154	150	597/2	300	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1424									
154	150	300	603/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1425				139					
154	150	597/2	300	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1426				136					
154	150	1195/4	1201/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1427				136					
154	150	299	601/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1428				136					
154	150	1197/4	1203/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1429				136					
154	150	599/2	301	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1430				136					
154	150	1199/4	1205/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1431				136					
154	150	300	603/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1432				136					
154	150	1201/4	1207/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1433				136					
155	151	601/2	302	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1434				139					
155	151	301	605/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1435				139					
155	151	302	607/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1436									
155	151	601/2	302	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1437				136					
155	151	1203/4	1209/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1438				136					
155	151	301	605/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1439				136					
155	151	1205/4	1211/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1440				136					
155	151	603/2	303	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1441				136					
155	151	1207/4	1213/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1442				136					
155	151	302	607/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1443				136					
155	151	1209/4	1215/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1444				136					
156	152	605/2	304	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1445				140					
156	152	607/2	305	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1446									
156	152	605/2	304	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1447				136					
156	152	1211/4	1217/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1448				136					
156	152	303	609/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1449				136					
156	152	1213/4	1219/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1450				136					
156	152	607/2	305	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1451				136					
156	152	1215/4	1221/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1452				136					
156	152	304	611/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1453				136					
156	152	1217/4	1223/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1454									
157	153	609/2	306	0.0		0	0	Dynamic	2/4	1	1	0						p							
157	153	609/2	306	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1455				141					
157	153	1219/4	1225/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1456				141					
157	153	305	613/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1457				141					
157	153	1221/4	1227/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1458				141					
157	153	611/2	307	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1459				141					
157	153	1223/4	1229/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1460				141					
157	153	306	615/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1461				141					
157	153	1225/4	1231/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1462									
157	153	609/2	306	0.0		0	0	Spanner	2/4	2	1	0										3			
157	153	611/2	307	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1463						3			
157	153	609/2	306	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	1464						3			
158	154	613/2	308	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1465	>			142					
158	154	1227/4	1233/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1466				142					
158	154	307	617/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1467				142					
158	154	1229/4	1235/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1468				142					
158	154	615/2	309	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1469				142					
158	154	1231/4	1237/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1470				142					
158	154	308	619/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1471				142					
158	154	1233/4	1239/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1472				142					
158	154	613/2	308	0.0		0	0	Spanner	2/4	2	1	0													
158	154	613/2	308	0.0		0	0	Spanner	2/4	2	1	0												5	
158	154	613/2	308	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	1473								5	
158	154	308	619/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1474								5	
159	155	617/2	310	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1475				142					
159	155	1235/4	1241/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1476				142					
159	155	309	621/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1477				142					
159	155	1237/4	1243/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1478				142					
159	155	619/2	311	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1479				142					
159	155	1239/4	1245/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1480				142					
159	155	310	623/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1481				142					
159	155	1241/4	1247/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1482									
159	155	617/2	310	0.0		0	0	Spanner	2/4	2	1	0													
159	155	617/2	310	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1483									
159	155	309	621/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1484									
159	155	619/2	311	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1485									
159	155	310	623/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1486									
160	156	621/2	312	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1487				143					
160	156	1243/4	1249/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1488				143					
160	156	311	625/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1489				143					
160	156	1245/4	1251/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1490				143					
160	156	623/2	313	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1491				143					
160	156	1247/4	1253/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1492				143					
160	156	312	627/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1493				143					
160	156	1249/4	1255/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1494				143					
160	156	621/2	312	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1495									
161	157	625/2	314	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1496				143					
161	157	1251/4	1257/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1497				143					
161	157	313	629/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1498				143					
161	157	1253/4	1259/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1499				143					
161	157	627/2	315	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1500				143					
161	157	1255/4	1261/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1501				143					
161	157	314	631/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1502				143					
161	157	1257/4	1263/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1503									
161	157	625/2	314	0.0		0	0	Spanner	2/4	2	1	0										4			
161	157	627/2	315	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1504						4			
