mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	diminuendo_line	crescendo_line
196	195	585/2	585/2	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	1296						
196	195	878/3	878/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	1297						
196	195	1757/6	1757/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	1298						
196	195	583/2	583/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1299			articStaccatoBelow			
196	195	292	292	0.0	1/8	1/8	Dynamic	3/8	2	1	0						sf				
196	195	292	292	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1300				191		
196	195	585/2	585/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1301						
197	196	293	293	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	1302						
197	196	1759/6	1759/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	1303						
197	196	880/3	880/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	1304						
197	196	587/2	587/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	1305						
197	196	881/3	881/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	1306						
197	196	1763/6	1763/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	1307						
197	196	294	294	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	1308						
197	196	1765/6	1765/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	1309						
197	196	883/3	883/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	1310						
197	196	293	293	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	1311						
198	197	589/2	589/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	1312						
198	197	884/3	884/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	1313						
198	197	1769/6	1769/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	1314						
198	197	295	295	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	1315						
198	197	1771/6	1771/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	1316						
198	197	886/3	886/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	1317						
198	197	591/2	591/2	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	1318						
198	197	887/3	887/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	1319						
198	197	1775/6	1775/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	1320						
198	197	589/2	589/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1321			articStaccatoBelow			
198	197	295	295	0.0	1/8	1/8	Dynamic	3/8	2	1	0						sf				
198	197	295	295	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1322				192		
198	197	591/2	591/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1323						
199	198	296	296	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	1324						
199	198	1777/6	1777/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	1325						
199	198	889/3	889/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	1326						
199	198	593/2	593/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	1327						
199	198	890/3	890/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	1328						
199	198	1781/6	1781/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	1329						
199	198	297	297	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	1330						
199	198	1783/6	1783/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	1331						
199	198	892/3	892/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	1332						
199	198	296	296	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1333			articStaccatoBelow			
199	198	593/2	593/2	0.0	1/8	1/8	Dynamic	3/8	2	1	0						sf				
199	198	593/2	593/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1334				193		
199	198	297	297	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1335						
200	199	595/2	595/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	1336						
200	199	893/3	893/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	1337						
200	199	1787/6	1787/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	1338						
200	199	298	298	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	1339						
200	199	1789/6	1789/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	1340						
200	199	895/3	895/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	1341						
200	199	597/2	597/2	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	1342						
200	199	896/3	896/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	1343						
200	199	1793/6	1793/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	1344						
200	199	595/2	595/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1345			articStaccatoBelow			
200	199	298	298	0.0	1/8	1/8	Dynamic	3/8	2	1	0						sf				
200	199	298	298	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1346				194		
200	199	597/2	597/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1347						
201	200	299	299	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	1348						
201	200	1795/6	1795/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	1349						
201	200	898/3	898/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	1350						
201	200	599/2	599/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	1351						
201	200	899/3	899/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	1352						
201	200	1799/6	1799/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	1353						
201	200	300	300	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	1354						
201	200	1801/6	1801/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	1355						
201	200	901/3	901/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	1356						
201	200	299	299	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1357			articStaccatoBelow			
201	200	599/2	599/2	0.0	1/8	1/8	Dynamic	3/8	2	1	0						sf				
201	200	599/2	599/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1358				195		
201	200	300	300	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1359						
202	201	601/2	601/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1360						
202	201	1203/4	1203/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1361						
202	201	301	301	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1362						
202	201	1205/4	1205/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1363						
202	201	603/2	603/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1364						
202	201	1207/4	1207/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1365						
202	201	603/2	603/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1366			articStaccatoAbove			
203	202	302	302	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1367						
203	202	1209/4	1209/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1368						
203	202	605/2	605/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1369						
203	202	1211/4	1211/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1370						
203	202	303	303	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1371						
203	202	1213/4	1213/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1372						
203	202	302	302	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1373			articStaccatoAbove			
203	202	605/2	605/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1374			articStaccatoAbove			
203	202	303	303	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1375			articStaccatoAbove			
204	203	607/2	607/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1376						
204	203	1215/4	1215/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1377						
204	203	304	304	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1378						
204	203	1217/4	1217/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1379						
204	203	609/2	609/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1380						
204	203	1219/4	1219/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1381						
204	203	607/2	607/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1382			articStaccatoAbove			
204	203	304	304	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1383			articStaccatoAbove			
204	203	609/2	609/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1384			articStaccatoAbove			
205	204	305	305	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1385						
205	204	1221/4	1221/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1386	<					
205	204	611/2	611/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1387						
205	204	1223/4	1223/4	0.0	3/16	3/16	Spanner	3/8	1	1	0										7
205	204	1223/4	1223/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1388						7
205	204	306	306	0.0	1/4	1/4	Spanner	3/8	1	1	0										
205	204	306	306	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1389						
205	204	1225/4	1225/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1390						
205	204	305	305	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1391			articStaccatoAbove			
205	204	611/2	611/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1392			articStaccatoAbove			
205	204	306	306	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1393			articStaccatoAbove			
206	205	613/2	613/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1394						
206	205	1227/4	1227/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1395						
206	205	307	307	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1396						
206	205	1229/4	1229/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1397						
206	205	615/2	615/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1398						
206	205	1231/4	1231/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1399						
206	205	613/2	613/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1400			articStaccatoAbove			
206	205	307	307	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1401			articStaccatoAbove			
206	205	615/2	615/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1402			articStaccatoAbove			
207	206	308	308	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1403						
207	206	1233/4	1233/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1404						
207	206	617/2	617/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1405						
207	206	1235/4	1235/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1406						
207	206	309	309	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1407						
207	206	1237/4	1237/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1408						
207	206	308	308	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1409						
207	206	617/2	617/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1410						
207	206	309	309	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1411						
208	207	619/2	619/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1412						
208	207	1239/4	1239/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1413						
208	207	310	310	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1414						
208	207	1241/4	1241/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1415						
208	207	621/2	621/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1416						
208	207	1243/4	1243/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1417						
208	207	619/2	619/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1418						
208	207	310	310	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1419						
208	207	621/2	621/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1420						
209	208	311	311	0.0	0	0	Dynamic	3/8	1	1	0						ff				
209	208	311	311	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1421	ff					
209	208	1245/4	1245/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1422						
209	208	623/2	623/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1423						
209	208	1247/4	1247/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1424						
209	208	312	312	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1425						
209	208	1249/4	1249/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1426						
209	208	311	311	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1427						
209	208	623/2	623/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1428						
209	208	312	312	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1429						
210	209	625/2	625/2	0.0	0	0	Dynamic	3/8	1	1	0						p				
210	209	313	313	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	1430				196		
210	209	1879/6	1879/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	1431				196		
210	209	940/3	940/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	1432						
210	209	627/2	627/2	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	1433				197		
210	209	941/3	941/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	1434				197		
210	209	1883/6	1883/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	1435						
210	209	625/2	625/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1436						
211	210	629/2	629/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	1437				198		
211	210	944/3	944/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	1438				198		
211	210	1889/6	1889/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	1439						
211	210	315	315	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	1440				199		
211	210	1891/6	1891/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	1441				199		
211	210	946/3	946/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	1442						
211	210	314	314	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1443						
212	211	316	316	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	1444				200		
212	211	1897/6	1897/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	1445				200		
212	211	949/3	949/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	1446						
212	211	633/2	633/2	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	1447				201		
212	211	950/3	950/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	1448				201		
212	211	1901/6	1901/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	1449						
212	211	631/2	631/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1450						
213	212	635/2	635/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	1451				202		
213	212	953/3	953/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	1452				202		
213	212	1907/6	1907/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	1453						
213	212	318	318	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	1454				203		
213	212	1909/6	1909/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	1455				203		
213	212	955/3	955/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	1456						
213	212	317	317	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1457			articStaccatoAbove			
214	213	637/2	637/2	0.0	0	0	Spanner	3/8	1	1	0										8
214	213	637/2	637/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	1458						8
214	213	639/2	639/2	0.0	1/4	1/4	Spanner	3/8	1	1	0										
214	213	637/2	637/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1459						
214	213	956/3	956/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1460						
214	213	1913/6	1913/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1461						
214	213	319	319	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1462						
214	213	1915/6	1915/6	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1463						
214	213	958/3	958/3	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1464						
214	213	639/2	639/2	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1465						
214	213	959/3	959/3	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1466						
214	213	1919/6	1919/6	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1467						
215	214	320	320	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	1468						
215	214	320	320	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1469						
215	214	1921/6	1921/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1470						
215	214	961/3	961/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1471						
215	214	641/2	641/2	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1472						
215	214	962/3	962/3	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1473						
215	214	1925/6	1925/6	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1474						
215	214	321	321	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1475						
215	214	1927/6	1927/6	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1476						
215	214	964/3	964/3	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1477						
216	215	643/2	643/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1478				204		
216	215	322	322	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1479						
216	215	645/2	645/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1480			articStaccatoBelow			
216	215	643/2	643/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1481						
216	215	965/3	965/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1482						
216	215	1931/6	1931/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1483						
216	215	322	322	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1484						
216	215	1933/6	1933/6	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1485						
216	215	967/3	967/3	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1486						
216	215	645/2	645/2	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1487						
216	215	968/3	968/3	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1488						
216	215	1937/6	1937/6	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1489						
217	216	323	323	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	1490						
217	216	323	323	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1491						
217	216	1939/6	1939/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1492						
217	216	970/3	970/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1493						
217	216	647/2	647/2	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1494						
217	216	971/3	971/3	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1495						
217	216	1943/6	1943/6	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1496						
217	216	324	324	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1497						
217	216	1945/6	1945/6	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1498						
217	216	973/3	973/3	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1499						
218	217	649/2	649/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1500				205		
218	217	325	325	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1501						
218	217	651/2	651/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1502			articStaccatoAbove			
218	217	649/2	649/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1503						
218	217	974/3	974/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1504						
218	217	1949/6	1949/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1505						
218	217	325	325	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1506						
218	217	1951/6	1951/6	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1507						
218	217	976/3	976/3	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1508						
218	217	651/2	651/2	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1509						
218	217	977/3	977/3	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1510						
218	217	1955/6	1955/6	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1511						
219	218	326	326	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	1512						
219	218	326	326	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1513						
219	218	1957/6	1957/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1514						
219	218	979/3	979/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1515						
219	218	653/2	653/2	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1516						
219	218	980/3	980/3	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1517						
219	218	1961/6	1961/6	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1518						
219	218	327	327	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1519						
219	218	1963/6	1963/6	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1520						
219	218	982/3	982/3	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1521						
220	219	655/2	655/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1522			articStaccatoBelow			
220	219	328	328	0.0	1/8	1/8	Dynamic	3/8	1	1	0						sf				
220	219	328	328	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1523				206		
220	219	657/2	657/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1524						
220	219	655/2	655/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1525						
220	219	983/3	983/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1526						
220	219	1967/6	1967/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1527						
220	219	328	328	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1528						
220	219	1969/6	1969/6	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1529						
220	219	985/3	985/3	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1530						
220	219	657/2	657/2	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1531						
220	219	986/3	986/3	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1532						
220	219	1973/6	1973/6	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1533						
221	220	329	329	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	1534						
221	220	329	329	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1535						
221	220	1975/6	1975/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1536						
221	220	988/3	988/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1537						
221	220	659/2	659/2	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1538						
221	220	989/3	989/3	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1539						
221	220	1979/6	1979/6	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1540						
221	220	330	330	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1541						
221	220	1981/6	1981/6	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1542						
221	220	991/3	991/3	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1543						
