mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin
6	5	31/2	31/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	48		articStaccatoBelow				
6	5	16	16	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	49		articStaccatoBelow				
6	5	33/2	33/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	50		articStaccatoBelow				
6	5	14	14	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	51						
6	5	16	16	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	52		articStaccatoAbove				
6	5	33/2	33/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	53		articStaccatoAbove				
7	6	17	17	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	54				5		
7	6	35/2	35/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	55						
7	6	18	18	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	56		articStaccatoAbove				
7	6	37/2	37/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	57		articStaccatoAbove				
7	6	19	19	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	58		articStaccatoAbove				
7	6	39/2	39/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	59		articStaccatoAbove				
7	6	17	17	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	60						
7	6	19	19	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	61		articStaccatoAbove				
7	6	39/2	39/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	62		articStaccatoAbove				
8	7	20	20	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	63		articStaccatoBelow				
8	7	41/2	41/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	64		articStaccatoBelow				
8	7	21	21	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	65		articStaccatoBelow				
8	7	43/2	43/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	66				6		
8	7	22	22	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	67						
8	7	45/2	45/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	68		articStaccatoBelow				
8	7	43/2	43/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	69						
8	7	20	20	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	70		articStaccatoAbove				
8	7	41/2	41/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	71		articStaccatoAbove				
8	7	21	21	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	72		articStaccatoAbove				
8	7	43/2	43/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	73						
8	7	45/2	45/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	74						
9	8	23	23	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	75						
9	8	24	24	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	76						
9	8	49/2	49/2	0.0	3/8	3/8	StaffText	6/8	1	1	0							(staccato)			
9	8	49/2	49/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	77						
9	8	25	25	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	78						
9	8	51/2	51/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	79						
9	8	23	23	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	80						
10	9	26	26	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	81						
10	9	53/2	53/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	82						
10	9	27	27	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	83						
10	9	55/2	55/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	84						
10	9	28	28	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	85						
10	9	57/2	57/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	86						
10	9	53/2	53/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	87						
10	9	27	27	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	88						
10	9	28	28	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	89						
10	9	57/2	57/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	90						
11	10	29	29	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	91						
11	10	59/2	59/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	92						
11	10	30	30	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	93						
11	10	61/2	61/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	94						
11	10	31	31	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	95						
11	10	63/2	63/2	0.0	5/8	5/8	StaffText	6/8	1	1	0							(cresc.)			
11	10	63/2	63/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	96						
11	10	59/2	59/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	97						
11	10	30	30	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	98						
11	10	31	31	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	99						
11	10	63/2	63/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	100						
12	11	32	32	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	101						
12	11	65/2	65/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	102						
12	11	33	33	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	103						
12	11	67/2	67/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	104						
12	11	34	34	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	105						
12	11	69/2	69/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	106						
12	11	65/2	65/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	107						
12	11	33	33	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	108						
12	11	34	34	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	109						
12	11	69/2	69/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	110						
13	12	35	35	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	111						
13	12	36	36	0.0	1/4	1/4	Dynamic	6/8	1	1	0					p					
13	12	36	36	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	112		articStaccatoAbove				
13	12	73/2	73/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	113		articStaccatoAbove				
13	12	37	37	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	114		articStaccatoAbove				
13	12	75/2	75/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	115		articStaccatoAbove				
13	12	35	35	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	116						
13	12	37	37	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	117		articStaccatoAbove				
13	12	75/2	75/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	118		articStaccatoAbove				
14	13	38	38	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	119				7		
14	13	77/2	77/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	120						
14	13	39	39	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	121		articStaccatoAbove				
14	13	79/2	79/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	122		articStaccatoAbove				
14	13	40	40	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	123		articStaccatoAbove				
14	13	81/2	81/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	124		articStaccatoAbove				
14	13	38	38	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	125						
14	13	40	40	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	126		articStaccatoAbove				
14	13	81/2	81/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	127		articStaccatoAbove				
15	14	41	41	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	128				8		
15	14	83/2	83/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	129						
15	14	42	42	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	130		articStaccatoAbove				
15	14	85/2	85/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	131		articStaccatoAbove				
15	14	43	43	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	132		articStaccatoAbove				
15	14	87/2	87/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	133		articStaccatoAbove				
15	14	41	41	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	134						
15	14	43	43	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	135		articStaccatoBelow				
15	14	87/2	87/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	136		articStaccatoBelow				
16	15	44	44	0.0	0	0	Chord	6/8	1	1	0	appoggiatura	1/16	1	137						
16	15	44	44	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	138		articStaccatoAbove				
16	15	89/2	89/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	139		articStaccatoAbove				
16	15	45	45	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	140		articStaccatoAbove				
16	15	91/2	91/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	141				9		
16	15	46	46	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	142						
16	15	93/2	93/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	143		articStaccatoAbove				
16	15	91/2	91/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	144						
16	15	93/2	93/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	145						
16	15	44	44	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	146		articStaccatoAbove				
16	15	89/2	89/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	147		articStaccatoAbove				
16	15	45	45	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	148		articStaccatoAbove				
16	15	91/2	91/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	149						
16	15	93/2	93/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	150						
17	16	47	47	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	151						
17	16	48	48	0.0	1/4	1/4	Dynamic	6/8	1	1	0					f					
17	16	48	48	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	152						
17	16	97/2	97/2	0.0	3/8	3/8	Chord	6/8	1	1	0	appoggiatura	1/16	1	153						
17	16	97/2	97/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	154						
17	16	49	49	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	155						
17	16	99/2	99/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	156						
17	16	47	47	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	157						
17	16	48	48	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	158						
17	16	97/2	97/2	0.0	3/8	3/8	Chord	6/8	2	1	0	appoggiatura	1/16	1	159						
17	16	97/2	97/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	160						
17	16	49	49	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	161						
17	16	99/2	99/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	162						
18	17	50	50	0.0	0	0	Dynamic	6/8	1	1	0					sf					
18	17	50	50	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	163						
18	17	51	51	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	164						
18	17	103/2	103/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	165						
18	17	52	52	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	166						
18	17	105/2	105/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	167						
18	17	50	50	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	168						
18	17	51	51	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	169						
18	17	103/2	103/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	170						
18	17	52	52	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	171						
18	17	105/2	105/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	172						
19	18	53	53	0.0	0	0	Dynamic	6/8	1	1	0					sf					
19	18	53	53	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	173						
19	18	54	54	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	174						
19	18	109/2	109/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	175						
19	18	55	55	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	176						
19	18	111/2	111/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	177						
19	18	53	53	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	178						
19	18	54	54	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	179						
19	18	109/2	109/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	180						
19	18	55	55	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	181						
19	18	111/2	111/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	182						
20	19	56	56	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	183						
20	19	113/2	113/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	184						
20	19	57	57	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	185						
20	19	115/2	115/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	186						
20	19	58	58	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	187						
20	19	117/2	117/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	188						
20	19	56	56	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	189						
20	19	115/2	115/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	190						
21	20	59	59	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	191						
21	20	60	60	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	192						
21	20	121/2	121/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	193				10		
21	20	61	61	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	194						
21	20	123/2	123/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	195		articStaccatoAbove				
21	20	59	59	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	196						
21	20	237/4	237/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	197						
21	20	119/2	119/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	198						
21	20	239/4	239/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	199						
21	20	60	60	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	200						
21	20	241/4	241/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	201						
21	20	121/2	121/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	202						
21	20	243/4	243/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	203						
21	20	61	61	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	204						
21	20	245/4	245/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	205						
21	20	123/2	123/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	206						
21	20	247/4	247/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	207						
22	21	62	62	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	208				11		
22	21	125/2	125/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	209						
22	21	63	63	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	210		articStaccatoAbove				
22	21	127/2	127/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	211				12		
22	21	64	64	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	212						
22	21	129/2	129/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	213		articStaccatoAbove				
22	21	62	62	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	214						
22	21	249/4	249/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	215						
22	21	125/2	125/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	216						
22	21	251/4	251/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	217						
22	21	63	63	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	218						
22	21	253/4	253/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	219						
22	21	127/2	127/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	220						
22	21	255/4	255/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	221						
22	21	64	64	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	222						
22	21	257/4	257/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	223						
22	21	129/2	129/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	224						
22	21	259/4	259/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	225						
23	22	65	65	0.0	0	0	Dynamic	6/8	1	1	0					f					
23	22	65	65	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	226				13		
23	22	131/2	131/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	227						
23	22	66	66	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	228		articStaccatoAbove				
23	22	133/2	133/2	0.0	3/8	3/8	Chord	6/8	1	1	0	appoggiatura	1/16	1	229						
23	22	133/2	133/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	230				14		
23	22	67	67	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	231						
23	22	135/2	135/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	232		articStaccatoAbove				
23	22	65	65	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	233						
23	22	261/4	261/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	234						
23	22	131/2	131/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	235						
23	22	263/4	263/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	236						
23	22	66	66	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	237						
23	22	265/4	265/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	238						
23	22	133/2	133/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	239						
23	22	267/4	267/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	240						
23	22	67	67	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	241						
23	22	269/4	269/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	242						
23	22	135/2	135/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	243						
23	22	271/4	271/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	244						
24	23	68	68	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	245				15		
24	23	137/2	137/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	246						
24	23	69	69	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	247		articStaccatoAbove				
24	23	139/2	139/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	248						
24	23	141/2	141/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	249						
24	23	68	68	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	250						
24	23	273/4	273/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	251						
24	23	137/2	137/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	252						
24	23	275/4	275/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	253						
24	23	69	69	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	254						
24	23	277/4	277/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	255						
24	23	139/2	139/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	256						
24	23	279/4	279/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	257						
24	23	70	70	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	258						
24	23	281/4	281/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	259						
24	23	141/2	141/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	260						
24	23	283/4	283/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	261						
25	24	71	71	0.0	0	0	Chord	6/8	1	1	0	appoggiatura	1/16	1	262						
25	24	71	71	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	263				16		
25	24	143/2	143/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	264						
25	24	72	72	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	265		articStaccatoAbove				
25	24	145/2	145/2	0.0	3/8	3/8	Chord	6/8	1	1	0	appoggiatura	1/16	1	266						
25	24	145/2	145/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	267				17		
25	24	73	73	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	268						
