mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	Trill:trill	Ottava:8va	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
87	86	517	517	0.0	9/8	9/8	Spanner	12/8	2	1	0													181	
87	86	517	517	0.25	9/8	9/8	Chord	12/8	2	1	1/16		1/16	1	1368									181	
87	86	2069/4	2069/4	0.25	19/16	19/16	Chord	12/8	2	1	1/16		1/16	1	1369									181	
87	86	1035/2	1035/2	0.25	5/4	5/4	Chord	12/8	2	1	1/16		1/16	1	1370									181	
87	86	2071/4	2071/4	0.25	21/16	21/16	Chord	12/8	2	1	1/16		1/16	1	1371									181	
87	86	518	518	0.25	11/8	11/8	Chord	12/8	2	1	1/16		1/16	1	1372									181	
87	86	2073/4	2073/4	0.25	23/16	23/16	Chord	12/8	2	1	1/16		1/16	1	1373									181	
88	87	1037/2	1037/2	0.0	0	0	Spanner	12/8	1	1	0										1				
88	87	1037/2	1037/2	0.3	0	0	Chord	12/8	1	1	3/40		1/16	6/5	1374						1				
88	87	2594/5	2594/5	0.3	3/40	3/40	Chord	12/8	1	1	3/40		1/16	6/5	1375						1				
88	87	5191/10	5191/10	0.3	3/20	3/20	Chord	12/8	1	1	3/40		1/16	6/5	1376						1				
88	87	2597/5	2597/5	0.3	9/40	9/40	Chord	12/8	1	1	3/40		1/16	6/5	1377						1				
88	87	5197/10	5197/10	0.3	3/10	3/10	Chord	12/8	1	1	3/40		1/16	6/5	1378						1				
88	87	520	520	0.3	3/8	3/8	Chord	12/8	1	1	3/40		1/16	6/5	1379						1				
88	87	5203/10	5203/10	0.3	9/20	9/20	Chord	12/8	1	1	3/40		1/16	6/5	1380						1				
88	87	2603/5	2603/5	0.3	21/40	21/40	Chord	12/8	1	1	3/40		1/16	6/5	1381						1				
88	87	5209/10	5209/10	0.3	3/5	3/5	Chord	12/8	1	1	3/40		1/16	6/5	1382						1				
88	87	2606/5	2606/5	0.3	27/40	27/40	Chord	12/8	1	1	3/40		1/16	6/5	1383						1				
88	87	1043/2	1043/2	0.3	3/4	3/4	Chord	12/8	1	1	3/40		1/16	6/5	1384						1				
88	87	2609/5	2609/5	0.3	33/40	33/40	Chord	12/8	1	1	3/40		1/16	6/5	1385						1				
88	87	5221/10	5221/10	0.3	9/10	9/10	Chord	12/8	1	1	3/40		1/16	6/5	1386						1				
88	87	2612/5	2612/5	0.3	39/40	39/40	Chord	12/8	1	1	3/40		1/16	6/5	1387						1				
88	87	5227/10	5227/10	0.3	21/20	21/20	Chord	12/8	1	1	3/40		1/16	6/5	1388						1				
88	87	523	523	0.0	9/8	9/8	Spanner	12/8	1	1	0														
88	87	523	523	0.3	9/8	9/8	Chord	12/8	1	1	3/40		1/16	6/5	1389										
88	87	5233/10	5233/10	0.3	6/5	6/5	Chord	12/8	1	1	3/40		1/16	6/5	1390										
88	87	2618/5	2618/5	0.3	51/40	51/40	Chord	12/8	1	1	3/40		1/16	6/5	1391										
88	87	5239/10	5239/10	0.3	27/20	27/20	Chord	12/8	1	1	3/40		1/16	6/5	1392										
88	87	2621/5	2621/5	0.3	57/40	57/40	Chord	12/8	1	1	3/40		1/16	6/5	1393										
88	87	1037/2	1037/2	0.0	0	0	Spanner	12/8	2	1	0														
88	87	1037/2	1037/2	0.0	0	0	Spanner	12/8	2	1	0													182	
88	87	1037/2	1037/2	3.0	0	0	Chord	12/8	2	1	3/4		1/2	3/2	1394									182	
88	87	1043/2	1043/2	1.5	3/4	3/4	Chord	12/8	2	1	3/8		1/4	3/2	1395									182	
88	87	523	523	0.0	9/8	9/8	Spanner	12/8	2	1	0														
88	87	523	523	0.0	9/8	9/8	Spanner	12/8	2	1	0													183	
88	87	523	523	1.0	9/8	9/8	Chord	12/8	2	1	1/4		1/4	1	1396									183	
88	87	524	524	0.25	11/8	11/8	Chord	12/8	2	1	1/16		1/16	1	1397									183	
88	87	2097/4	2097/4	0.25	23/16	23/16	Chord	12/8	2	1	1/16		1/16	1	1398									183	
89	88	1049/2	1049/2	0.3	0	0	Chord	12/8	1	1	3/40		1/16	6/5	1399										
89	88	2624/5	2624/5	0.3	3/40	3/40	Chord	12/8	1	1	3/40		1/16	6/5	1400										
89	88	5251/10	5251/10	0.3	3/20	3/20	Chord	12/8	1	1	3/40		1/16	6/5	1401										
89	88	2627/5	2627/5	0.3	9/40	9/40	Chord	12/8	1	1	3/40		1/16	6/5	1402										
89	88	5257/10	5257/10	0.3	3/10	3/10	Chord	12/8	1	1	3/40		1/16	6/5	1403										
89	88	526	526	0.3	3/8	3/8	Chord	12/8	1	1	3/40		1/16	6/5	1404										
89	88	5263/10	5263/10	0.3	9/20	9/20	Chord	12/8	1	1	3/40		1/16	6/5	1405										
89	88	2633/5	2633/5	0.3	21/40	21/40	Chord	12/8	1	1	3/40		1/16	6/5	1406										
89	88	5269/10	5269/10	0.3	3/5	3/5	Chord	12/8	1	1	3/40		1/16	6/5	1407										
89	88	2636/5	2636/5	0.3	27/40	27/40	Chord	12/8	1	1	3/40		1/16	6/5	1408										
89	88	1055/2	1055/2	0.3	3/4	3/4	Chord	12/8	1	1	3/40		1/16	6/5	1409										
89	88	2639/5	2639/5	0.3	33/40	33/40	Chord	12/8	1	1	3/40		1/16	6/5	1410										
89	88	5281/10	5281/10	0.3	9/10	9/10	Chord	12/8	1	1	3/40		1/16	6/5	1411										
89	88	2642/5	2642/5	0.3	39/40	39/40	Chord	12/8	1	1	3/40		1/16	6/5	1412										
89	88	5287/10	5287/10	0.3	21/20	21/20	Chord	12/8	1	1	3/40		1/16	6/5	1413										
89	88	529	529	0.3	9/8	9/8	Chord	12/8	1	1	3/40		1/16	6/5	1414										
89	88	5293/10	5293/10	0.3	6/5	6/5	Chord	12/8	1	1	3/40		1/16	6/5	1415										
89	88	2648/5	2648/5	0.3	51/40	51/40	Chord	12/8	1	1	3/40		1/16	6/5	1416										
89	88	5299/10	5299/10	0.3	27/20	27/20	Chord	12/8	1	1	3/40		1/16	6/5	1417										
89	88	2651/5	2651/5	0.3	57/40	57/40	Chord	12/8	1	1	3/40		1/16	6/5	1418										
89	88	1049/2	1049/2	0.0	0	0	Spanner	12/8	2	1	0														
89	88	1049/2	1049/2	0.0	0	0	Spanner	12/8	2	1	0													184	
89	88	1049/2	1049/2	1.5	0	0	Chord	12/8	2	1	3/8		1/4	3/2	1419									184	
89	88	526	526	0.0	3/8	3/8	Spanner	12/8	2	1	0														
89	88	526	526	0.0	3/8	3/8	Spanner	12/8	2	1	0													185	
89	88	526	526	1.0	3/8	3/8	Chord	12/8	2	1	1/4		1/4	1	1420									185	
89	88	527	527	0.25	5/8	5/8	Chord	12/8	2	1	1/16		1/16	1	1421									185	
89	88	2109/4	2109/4	0.25	11/16	11/16	Chord	12/8	2	1	1/16		1/16	1	1422									185	
89	88	1055/2	1055/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
89	88	1055/2	1055/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													186	
89	88	1055/2	1055/2	1.5	3/4	3/4	Chord	12/8	2	1	3/8		1/4	3/2	1423									186	
89	88	529	529	0.0	9/8	9/8	Spanner	12/8	2	1	0														
89	88	529	529	0.0	9/8	9/8	Spanner	12/8	2	1	0													187	
89	88	529	529	1.5	9/8	9/8	Chord	12/8	2	1	3/8		1/4	3/2	1424									187	
90	89	1061/2	1061/2	3.0	0	0	Chord	12/8	1	1	3/4		1/2	3/2	1425										
90	89	1067/2	1067/2	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	1426										
90	89	535	535	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	1427										
90	89	536	536	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	1428										
90	89	2145/4	2145/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	1429										
90	89	1061/2	1061/2	0.0	0	0	Spanner	12/8	2	1	0														
90	89	1061/2	1061/2	0.0	0	0	Spanner	12/8	2	1	0													188	
90	89	1061/2	1061/2	0.3	0	0	Chord	12/8	2	1	3/40		1/16	6/5	1430									188	
90	89	2654/5	2654/5	0.3	3/40	3/40	Chord	12/8	2	1	3/40		1/16	6/5	1431									188	
90	89	5311/10	5311/10	0.3	3/20	3/20	Chord	12/8	2	1	3/40		1/16	6/5	1432									188	
90	89	2657/5	2657/5	0.3	9/40	9/40	Chord	12/8	2	1	3/40		1/16	6/5	1433									188	
90	89	5317/10	5317/10	0.3	3/10	3/10	Chord	12/8	2	1	3/40		1/16	6/5	1434									188	
90	89	532	532	0.0	3/8	3/8	Spanner	12/8	2	1	0														
90	89	532	532	0.0	3/8	3/8	Spanner	12/8	2	1	0													189	
90	89	532	532	0.3	3/8	3/8	Chord	12/8	2	1	3/40		1/16	6/5	1435									189	
90	89	5323/10	5323/10	0.3	9/20	9/20	Chord	12/8	2	1	3/40		1/16	6/5	1436									189	
90	89	2663/5	2663/5	0.3	21/40	21/40	Chord	12/8	2	1	3/40		1/16	6/5	1437									189	
90	89	5329/10	5329/10	0.3	3/5	3/5	Chord	12/8	2	1	3/40		1/16	6/5	1438									189	
90	89	2666/5	2666/5	0.3	27/40	27/40	Chord	12/8	2	1	3/40		1/16	6/5	1439									189	
90	89	1067/2	1067/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
90	89	1067/2	1067/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													190	
90	89	1067/2	1067/2	0.3	3/4	3/4	Chord	12/8	2	1	3/40		1/16	6/5	1440									190	
90	89	2669/5	2669/5	0.3	33/40	33/40	Chord	12/8	2	1	3/40		1/16	6/5	1441									190	
90	89	5341/10	5341/10	0.3	9/10	9/10	Chord	12/8	2	1	3/40		1/16	6/5	1442									190	
90	89	2672/5	2672/5	0.3	39/40	39/40	Chord	12/8	2	1	3/40		1/16	6/5	1443									190	
90	89	5347/10	5347/10	0.3	21/20	21/20	Chord	12/8	2	1	3/40		1/16	6/5	1444									190	
90	89	535	535	0.0	9/8	9/8	Spanner	12/8	2	1	0														
90	89	535	535	0.0	9/8	9/8	Spanner	12/8	2	1	0													191	
90	89	535	535	0.3	9/8	9/8	Chord	12/8	2	1	3/40		1/16	6/5	1445									191	
90	89	5353/10	5353/10	0.3	6/5	6/5	Chord	12/8	2	1	3/40		1/16	6/5	1446									191	
90	89	2678/5	2678/5	0.3	51/40	51/40	Chord	12/8	2	1	3/40		1/16	6/5	1447									191	
90	89	5359/10	5359/10	0.3	27/20	27/20	Chord	12/8	2	1	3/40		1/16	6/5	1448									191	
90	89	2681/5	2681/5	0.3	57/40	57/40	Chord	12/8	2	1	3/40		1/16	6/5	1449									191	
91	90	1073/2	1073/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	1450										
91	90	538	538	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	1451										
91	90	539	539	0.25	5/8	5/8	Chord	12/8	1	1	1/16		1/16	1	1452										
91	90	2157/4	2157/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16		1/16	1	1453										
91	90	1079/2	1079/2	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	1454										
91	90	541	541	1.5	9/8	9/8	Chord	12/8	1	1	3/8		1/4	3/2	1455										
91	90	1073/2	1073/2	0.0	0	0	Spanner	12/8	2	1	0													192	
91	90	1073/2	1073/2	0.0	0	0	Spanner	12/8	2	1	0													192	
91	90	1073/2	1073/2	0.3	0	0	Chord	12/8	2	1	3/40		1/16	6/5	1456									192	
91	90	2684/5	2684/5	0.3	3/40	3/40	Chord	12/8	2	1	3/40		1/16	6/5	1457									192	
91	90	5371/10	5371/10	0.3	3/20	3/20	Chord	12/8	2	1	3/40		1/16	6/5	1458									192	
91	90	2687/5	2687/5	0.3	9/40	9/40	Chord	12/8	2	1	3/40		1/16	6/5	1459									192	
91	90	5377/10	5377/10	0.3	3/10	3/10	Chord	12/8	2	1	3/40		1/16	6/5	1460									192	
91	90	538	538	0.0	3/8	3/8	Spanner	12/8	2	1	0														
91	90	538	538	0.0	3/8	3/8	Spanner	12/8	2	1	0													193	
91	90	538	538	0.3	3/8	3/8	Chord	12/8	2	1	3/40		1/16	6/5	1461									193	
91	90	5383/10	5383/10	0.3	9/20	9/20	Chord	12/8	2	1	3/40		1/16	6/5	1462									193	
91	90	2693/5	2693/5	0.3	21/40	21/40	Chord	12/8	2	1	3/40		1/16	6/5	1463									193	
91	90	5389/10	5389/10	0.3	3/5	3/5	Chord	12/8	2	1	3/40		1/16	6/5	1464									193	
91	90	2696/5	2696/5	0.3	27/40	27/40	Chord	12/8	2	1	3/40		1/16	6/5	1465									193	
91	90	1079/2	1079/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
91	90	1079/2	1079/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													194	
91	90	1079/2	1079/2	0.25	3/4	3/4	Chord	12/8	2	1	1/16		1/16	1	1466									194	
91	90	2159/4	2159/4	0.25	13/16	13/16	Chord	12/8	2	1	1/16		1/16	1	1467									194	
91	90	540	540	0.25	7/8	7/8	Chord	12/8	2	1	1/16		1/16	1	1468									194	
91	90	2161/4	2161/4	0.25	15/16	15/16	Chord	12/8	2	1	1/16		1/16	1	1469									194	
91	90	1081/2	1081/2	0.25	1	1	Chord	12/8	2	1	1/16		1/16	1	1470									194	
91	90	2163/4	2163/4	0.25	17/16	17/16	Chord	12/8	2	1	1/16		1/16	1	1471									194	
91	90	541	541	0.0	9/8	9/8	Spanner	12/8	2	1	0														
91	90	541	541	0.0	9/8	9/8	Spanner	12/8	2	1	0													195	
91	90	541	541	0.25	9/8	9/8	Chord	12/8	2	1	1/16		1/16	1	1472									195	
91	90	2165/4	2165/4	0.25	19/16	19/16	Chord	12/8	2	1	1/16		1/16	1	1473									195	
91	90	1083/2	1083/2	0.25	5/4	5/4	Chord	12/8	2	1	1/16		1/16	1	1474									195	
91	90	2167/4	2167/4	0.25	21/16	21/16	Chord	12/8	2	1	1/16		1/16	1	1475									195	
91	90	542	542	0.25	11/8	11/8	Chord	12/8	2	1	1/16		1/16	1	1476									195	
91	90	2169/4	2169/4	0.25	23/16	23/16	Chord	12/8	2	1	1/16		1/16	1	1477									195	
92	91	1085/2	1085/2	0.0	0	0	Dynamic	12/8	1	1	0					sf									
92	91	1085/2	1085/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	1478										
92	91	544	544	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	1479										
92	91	1089/2	1089/2	0.25	1/2	1/2	Chord	12/8	1	1	1/16		1/16	1	1480				53						
92	91	2179/4	2179/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16		1/16	1	1481				53						
92	91	545	545	0.25	5/8	5/8	Chord	12/8	1	1	1/16		1/16	1	1482				53						
92	91	2181/4	2181/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16		1/16	1	1483										
92	91	1091/2	1091/2	0.0	3/4	3/4	Dynamic	12/8	1	1	0					sf									
92	91	1091/2	1091/2	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	1484										
92	91	547	547	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	1485										
92	91	1095/2	1095/2	0.25	5/4	5/4	Chord	12/8	1	1	1/16		1/16	1	1486				54						
92	91	2191/4	2191/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16		1/16	1	1487				54						
92	91	548	548	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	1488				54						
92	91	2193/4	2193/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	1489										
92	91	1085/2	1085/2	0.0	0	0	Spanner	12/8	2	1	0														
92	91	1085/2	1085/2	0.0	0	0	Spanner	12/8	2	1	0													196	
92	91	1085/2	1085/2	0.25	0	0	Chord	12/8	2	1	1/16		1/16	1	1490									196	
92	91	2171/4	2171/4	0.25	1/16	1/16	Chord	12/8	2	1	1/16		1/16	1	1491									196	
92	91	543	543	0.25	1/8	1/8	Chord	12/8	2	1	1/16		1/16	1	1492									196	
92	91	2173/4	2173/4	0.25	3/16	3/16	Chord	12/8	2	1	1/16		1/16	1	1493									196	
92	91	1087/2	1087/2	0.25	1/4	1/4	Chord	12/8	2	1	1/16		1/16	1	1494									196	
92	91	2175/4	2175/4	0.25	5/16	5/16	Chord	12/8	2	1	1/16		1/16	1	1495									196	
92	91	544	544	0.0	3/8	3/8	Spanner	12/8	2	1	0														
92	91	544	544	0.0	3/8	3/8	Spanner	12/8	2	1	0													197	
92	91	544	544	0.25	3/8	3/8	Chord	12/8	2	1	1/16		1/16	1	1496									197	
92	91	2177/4	2177/4	0.25	7/16	7/16	Chord	12/8	2	1	1/16		1/16	1	1497									197	
92	91	1089/2	1089/2	0.25	1/2	1/2	Chord	12/8	2	1	1/16		1/16	1	1498									197	
92	91	2179/4	2179/4	0.25	9/16	9/16	Chord	12/8	2	1	1/16		1/16	1	1499									197	
92	91	545	545	0.25	5/8	5/8	Chord	12/8	2	1	1/16		1/16	1	1500									197	
92	91	2181/4	2181/4	0.25	11/16	11/16	Chord	12/8	2	1	1/16		1/16	1	1501									197	
92	91	1091/2	1091/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
92	91	1091/2	1091/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													198	
92	91	1091/2	1091/2	0.25	3/4	3/4	Chord	12/8	2	1	1/16		1/16	1	1502									198	
92	91	2183/4	2183/4	0.25	13/16	13/16	Chord	12/8	2	1	1/16		1/16	1	1503									198	
92	91	546	546	0.25	7/8	7/8	Chord	12/8	2	1	1/16		1/16	1	1504									198	
92	91	2185/4	2185/4	0.25	15/16	15/16	Chord	12/8	2	1	1/16		1/16	1	1505									198	
92	91	1093/2	1093/2	0.25	1	1	Chord	12/8	2	1	1/16		1/16	1	1506									198	
92	91	2187/4	2187/4	0.25	17/16	17/16	Chord	12/8	2	1	1/16		1/16	1	1507									198	
92	91	547	547	0.0	9/8	9/8	Spanner	12/8	2	1	0														
92	91	547	547	0.0	9/8	9/8	Spanner	12/8	2	1	0													199	
92	91	547	547	0.25	9/8	9/8	Chord	12/8	2	1	1/16		1/16	1	1508									199	
92	91	2189/4	2189/4	0.25	19/16	19/16	Chord	12/8	2	1	1/16		1/16	1	1509									199	
92	91	1095/2	1095/2	0.25	5/4	5/4	Chord	12/8	2	1	1/16		1/16	1	1510									199	
92	91	2191/4	2191/4	0.25	21/16	21/16	Chord	12/8	2	1	1/16		1/16	1	1511									199	
92	91	548	548	0.25	11/8	11/8	Chord	12/8	2	1	1/16		1/16	1	1512									199	
92	91	2193/4	2193/4	0.25	23/16	23/16	Chord	12/8	2	1	1/16		1/16	1	1513									199	
93	92	1097/2	1097/2	0.0	0	0	Dynamic	12/8	1	1	0					sf									
93	92	1097/2	1097/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	1514										
93	92	550	550	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	1515										
93	92	1101/2	1101/2	0.25	1/2	1/2	Chord	12/8	1	1	1/16		1/16	1	1516				55						
93	92	2203/4	2203/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16		1/16	1	1517				55						
93	92	551	551	0.25	5/8	5/8	Chord	12/8	1	1	1/16		1/16	1	1518				55						
93	92	2205/4	2205/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16		1/16	1	1519										
93	92	1103/2	1103/2	0.0	3/4	3/4	Dynamic	12/8	1	1	0					sf									
93	92	1103/2	1103/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	1520										
93	92	552	552	0.25	7/8	7/8	Chord	12/8	1	1	1/16		1/16	1	1521				56						
93	92	2209/4	2209/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16		1/16	1	1522				56						
93	92	1105/2	1105/2	0.25	1	1	Chord	12/8	1	1	1/16		1/16	1	1523				56						
93	92	2211/4	2211/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16		1/16	1	1524										
93	92	553	553	0.0	9/8	9/8	Dynamic	12/8	1	1	0					sf									
93	92	553	553	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	1525										
93	92	1107/2	1107/2	0.25	5/4	5/4	Chord	12/8	1	1	1/16		1/16	1	1526				57						
93	92	2215/4	2215/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16		1/16	1	1527				57						
93	92	554	554	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	1528				57						
93	92	2217/4	2217/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	1529										
93	92	1097/2	1097/2	0.0	0	0	Spanner	12/8	2	1	0														
93	92	1097/2	1097/2	0.0	0	0	Spanner	12/8	2	1	0													200	
93	92	1097/2	1097/2	0.25	0	0	Chord	12/8	2	1	1/16		1/16	1	1530									200	
93	92	2195/4	2195/4	0.25	1/16	1/16	Chord	12/8	2	1	1/16		1/16	1	1531									200	
93	92	549	549	0.25	1/8	1/8	Chord	12/8	2	1	1/16		1/16	1	1532									200	
93	92	2197/4	2197/4	0.25	3/16	3/16	Chord	12/8	2	1	1/16		1/16	1	1533									200	
93	92	1099/2	1099/2	0.25	1/4	1/4	Chord	12/8	2	1	1/16		1/16	1	1534									200	
93	92	2199/4	2199/4	0.25	5/16	5/16	Chord	12/8	2	1	1/16		1/16	1	1535									200	
93	92	550	550	0.0	3/8	3/8	Spanner	12/8	2	1	0														
93	92	550	550	0.0	3/8	3/8	Spanner	12/8	2	1	0													201	
93	92	550	550	0.25	3/8	3/8	Chord	12/8	2	1	1/16		1/16	1	1536									201	
93	92	2201/4	2201/4	0.25	7/16	7/16	Chord	12/8	2	1	1/16		1/16	1	1537									201	
93	92	1101/2	1101/2	0.25	1/2	1/2	Chord	12/8	2	1	1/16		1/16	1	1538									201	
93	92	2203/4	2203/4	0.25	9/16	9/16	Chord	12/8	2	1	1/16		1/16	1	1539									201	
93	92	551	551	0.25	5/8	5/8	Chord	12/8	2	1	1/16		1/16	1	1540									201	
93	92	2205/4	2205/4	0.25	11/16	11/16	Chord	12/8	2	1	1/16		1/16	1	1541									201	
93	92	1103/2	1103/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
93	92	1103/2	1103/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													202	
93	92	1103/2	1103/2	0.25	3/4	3/4	Chord	12/8	2	1	1/16		1/16	1	1542									202	
93	92	2207/4	2207/4	0.25	13/16	13/16	Chord	12/8	2	1	1/16		1/16	1	1543									202	
93	92	552	552	0.25	7/8	7/8	Chord	12/8	2	1	1/16		1/16	1	1544									202	
93	92	2209/4	2209/4	0.25	15/16	15/16	Chord	12/8	2	1	1/16		1/16	1	1545									202	
93	92	1105/2	1105/2	0.25	1	1	Chord	12/8	2	1	1/16		1/16	1	1546									202	
93	92	2211/4	2211/4	0.25	17/16	17/16	Chord	12/8	2	1	1/16		1/16	1	1547									202	
93	92	553	553	0.0	9/8	9/8	Spanner	12/8	2	1	0														
93	92	553	553	0.0	9/8	9/8	Spanner	12/8	2	1	0													203	
93	92	553	553	0.25	9/8	9/8	Chord	12/8	2	1	1/16		1/16	1	1548									203	
93	92	2213/4	2213/4	0.25	19/16	19/16	Chord	12/8	2	1	1/16		1/16	1	1549									203	
93	92	1107/2	1107/2	0.25	5/4	5/4	Chord	12/8	2	1	1/16		1/16	1	1550									203	
93	92	2215/4	2215/4	0.25	21/16	21/16	Chord	12/8	2	1	1/16		1/16	1	1551									203	
93	92	554	554	0.25	11/8	11/8	Chord	12/8	2	1	1/16		1/16	1	1552									203	
93	92	2217/4	2217/4	0.25	23/16	23/16	Chord	12/8	2	1	1/16		1/16	1	1553									203	
94	93	1109/2	1109/2	0.0	0	0	Dynamic	12/8	1	1	0					fp									
94	93	1109/2	1109/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	1554										
94	93	1109/2	1109/2	0.0	0	0	Spanner	12/8	2	1	0														
94	93	1109/2	1109/2	0.0	0	0	Spanner	12/8	2	1	0													204	
94	93	1109/2	1109/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	1555									204	
94	93	555	555	0.0	1/8	1/8	Dynamic	12/8	2	1	0					p								204	
94	93	555	555	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	1556									204	
94	93	1111/2	1111/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	1557									204	
94	93	556	556	0.0	3/8	3/8	Spanner	12/8	2	1	0														
94	93	556	556	0.0	3/8	3/8	Spanner	12/8	2	1	0													205	
94	93	556	556	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	1558									205	
94	93	1113/2	1113/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	1559									205	
94	93	557	557	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	1560									205	
94	93	1115/2	1115/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
94	93	1115/2	1115/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													206	
94	93	1115/2	1115/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	1561									206	
94	93	558	558	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	1562									206	
94	93	1117/2	1117/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	1563									206	
94	93	559	559	0.0	9/8	9/8	Spanner	12/8	2	1	0														
94	93	559	559	0.0	9/8	9/8	Spanner	12/8	2	1	0													207	
94	93	559	559	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	1564									207	
94	93	1119/2	1119/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	1565									207	
94	93	560	560	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	1566									207	
95	94	1121/2	1121/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	1567										
95	94	1127/2	1127/2	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	1568										
95	94	1121/2	1121/2	0.0	0	0	Spanner	12/8	2	1	0														
95	94	1121/2	1121/2	0.0	0	0	Spanner	12/8	2	1	0													208	
95	94	561	561	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	1569									208	
95	94	1123/2	1123/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	1570									208	
95	94	562	562	0.0	3/8	3/8	Spanner	12/8	2	1	0														
95	94	562	562	0.0	3/8	3/8	Spanner	12/8	2	1	0													209	
95	94	562	562	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	1571									209	
95	94	1125/2	1125/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	1572									209	
95	94	563	563	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	1573									209	
95	94	1127/2	1127/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
95	94	1127/2	1127/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													210	
95	94	1127/2	1127/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	1574									210	
95	94	564	564	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	1575									210	
95	94	1129/2	1129/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	1576									210	
95	94	565	565	0.0	9/8	9/8	Spanner	12/8	2	1	0														
95	94	565	565	0.0	9/8	9/8	Spanner	12/8	2	1	0													211	
95	94	565	565	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	1577									211	
95	94	1131/2	1131/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	1578									211	
