mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	diminuendo_line	crescendo_line	Trill:trill
315	315	628	628	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	3089								
315	315	2513/4	2513/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	3090								
315	315	1257/2	1257/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	3091								
315	315	2515/4	2515/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	3092								
315	315	629	629	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	3093								
315	315	2517/4	2517/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	3094								
315	315	1259/2	1259/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	3095								
315	315	2519/4	2519/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	3096								
316	316	630	630	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	3097				159				
316	316	631	631	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	3098								
316	316	630	630	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	3099								
316	316	2521/4	2521/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	3100								
316	316	1261/2	1261/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	3101								
316	316	2523/4	2523/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	3102								
316	316	631	631	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	3103								
316	316	2525/4	2525/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	3104								
316	316	1263/2	1263/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	3105								
316	316	2527/4	2527/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	3106								
317	317	633	633	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	3107			articStaccatoAbove					
317	317	632	632	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	3108								
317	317	2529/4	2529/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	3109								
317	317	1265/2	1265/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	3110								
317	317	2531/4	2531/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	3111								
317	317	633	633	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	3112								
317	317	2533/4	2533/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	3113								
317	317	1267/2	1267/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	3114								
317	317	2535/4	2535/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	3115								
318	318	634	634	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	3116				160				
318	318	1271/2	1271/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	3117				160				
318	318	634	634	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	3118								
318	318	2537/4	2537/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	3119								
318	318	1269/2	1269/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	3120								
318	318	2539/4	2539/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	3121								
318	318	635	635	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	3122								
318	318	2541/4	2541/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	3123								
318	318	1271/2	1271/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	3124								
318	318	2543/4	2543/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	3125								
319	319	636	636	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	3126				160				
319	319	637	637	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	3127				160				
319	319	636	636	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	3128								
319	319	2545/4	2545/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	3129								
319	319	1273/2	1273/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	3130								
319	319	2547/4	2547/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	3131								
319	319	637	637	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	3132								
319	319	2549/4	2549/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	3133								
319	319	1275/2	1275/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	3134								
319	319	2551/4	2551/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	3135								
320	320	638	638	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	3136								
320	320	638	638	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	3137								
320	320	2553/4	2553/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	3138								
320	320	1277/2	1277/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	3139								
320	320	2555/4	2555/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	3140								
320	320	639	639	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	3141								
320	320	2557/4	2557/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	3142								
320	320	1279/2	1279/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	3143								
320	320	2559/4	2559/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	3144								
321	321	640	640	0.0	0	0	Dynamic	2/4	1	1	0						pp						
321	321	641	641	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	3145			articStaccatoAbove					
321	321	640	640	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	3146								
321	321	2561/4	2561/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	3147								
321	321	1281/2	1281/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	3148								
321	321	2563/4	2563/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	3149								
321	321	641	641	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	3150								
321	321	2565/4	2565/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	3151								
321	321	1283/2	1283/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	3152								
321	321	2567/4	2567/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	3153								
322	322	642	642	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	3154				161				
322	322	1287/2	1287/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	3155				161				
322	322	642	642	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	3156								
322	322	2569/4	2569/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	3157								
322	322	1285/2	1285/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	3158								
322	322	2571/4	2571/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	3159								
322	322	643	643	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	3160								
322	322	2573/4	2573/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	3161								
322	322	1287/2	1287/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	3162								
322	322	2575/4	2575/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	3163								
323	323	644	644	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	3164				161				
323	323	645	645	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	3165				161				
323	323	644	644	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	3166								
323	323	2577/4	2577/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	3167								
323	323	1289/2	1289/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	3168								
323	323	2579/4	2579/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	3169								
323	323	645	645	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	3170								
323	323	2581/4	2581/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	3171								
323	323	1291/2	1291/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	3172								
323	323	2583/4	2583/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	3173								
324	324	646	646	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	3174				161				
324	324	647	647	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	3175								
324	324	646	646	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	3176								
324	324	2585/4	2585/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	3177								
324	324	1293/2	1293/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	3178								
324	324	2587/4	2587/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	3179								
324	324	647	647	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	3180								
324	324	2589/4	2589/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	3181								
324	324	1295/2	1295/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	3182								
324	324	2591/4	2591/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	3183								
325	325	649	649	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	3184			articStaccatoAbove					
325	325	648	648	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	3185								
325	325	2593/4	2593/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	3186								
325	325	1297/2	1297/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	3187								
325	325	2595/4	2595/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	3188								
325	325	649	649	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	3189								
325	325	2597/4	2597/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	3190								
325	325	1299/2	1299/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	3191								
325	325	2599/4	2599/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	3192								
326	326	650	650	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	3193				162				
326	326	1303/2	1303/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	3194				162				
326	326	650	650	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	3195								
326	326	2601/4	2601/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	3196								
326	326	1301/2	1301/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	3197								
326	326	2603/4	2603/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	3198								
326	326	651	651	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	3199								
326	326	2605/4	2605/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	3200								
326	326	1303/2	1303/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	3201								
326	326	2607/4	2607/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	3202								
327	327	652	652	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	3203				162				
327	327	653	653	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	3204				162				
327	327	652	652	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	3205								
327	327	2609/4	2609/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	3206								
327	327	1305/2	1305/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	3207								
327	327	2611/4	2611/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	3208								
327	327	653	653	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	3209								
327	327	2613/4	2613/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	3210								
327	327	1307/2	1307/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	3211								
327	327	2615/4	2615/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	3212								
328	328	654	654	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	3213				162				
328	328	655	655	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	3214								
328	328	654	654	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	3215								
328	328	2617/4	2617/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	3216								
328	328	1309/2	1309/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	3217								
328	328	2619/4	2619/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	3218								
328	328	655	655	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	3219								
328	328	2621/4	2621/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	3220								
328	328	1311/2	1311/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	3221								
328	328	2623/4	2623/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	3222								
329	329	656	656	0.0	0	0	Spanner	2/4	1	1	0											8	
329	329	656	656	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	3223	<			163			8	
329	329	657	657	0.0	1/4	1/4	Spanner	2/4	1	1	0								163				
329	329	657	657	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	3224				163				
329	329	656	656	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	3225								
329	329	2625/4	2625/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	3226								
329	329	1313/2	1313/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	3227								
329	329	2627/4	2627/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	3228								
329	329	657	657	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	3229								
329	329	2629/4	2629/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	3230								
329	329	1315/2	1315/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	3231								
329	329	2631/4	2631/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	3232								
330	330	658	658	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	3233				163				
330	330	659	659	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	3234								
330	330	658	658	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	3235								
330	330	2633/4	2633/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	3236								
330	330	1317/2	1317/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	3237								
330	330	2635/4	2635/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	3238								
330	330	659	659	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	3239								
330	330	2637/4	2637/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	3240								
330	330	1319/2	1319/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	3241								
330	330	2639/4	2639/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	3242								
331	331	660	660	0.0	0	0	Dynamic	2/4	1	1	0						p						
331	331	660	660	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	3243	p			164				
331	331	661	661	0.0	1/4	1/4	Spanner	2/4	1	1	0										11		
331	331	661	661	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	3244	>					11		
331	331	660	660	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	3245								
331	331	2641/4	2641/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	3246								
331	331	1321/2	1321/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	3247								
331	331	2643/4	2643/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	3248								
331	331	661	661	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	3249								
331	331	2645/4	2645/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	3250								
331	331	1323/2	1323/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	3251								
331	331	2647/4	2647/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	3252								
332	332	662	662	0.0	0	0	Spanner	2/4	1	1	0												
332	332	662	662	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	3253			articStaccatoAbove	165				
332	332	663	663	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	3254			articStaccatoAbove					
332	332	662	662	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	3255								
332	332	2649/4	2649/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	3256								
332	332	1325/2	1325/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	3257								
332	332	2651/4	2651/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	3258								
332	332	663	663	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	3259								
332	332	2653/4	2653/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	3260								
332	332	1327/2	1327/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	3261								
332	332	2655/4	2655/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	3262								
333	333	664	664	0.0	0	0	Spanner	2/4	1	1	0												4
333	333	664	664	0.0	0	0	Spanner	2/4	1	1	0											9	4
333	333	664	664	0.0	0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	3263							9	4
333	333	664	664	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	3264	<						9	4
333	333	664	664	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	3265			articStaccatoAbove					
333	333	2657/4	2657/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	3266								
333	333	1329/2	1329/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	3267								
333	333	2659/4	2659/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	3268								
333	333	665	665	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	3269			articStaccatoAbove					
333	333	2661/4	2661/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	3270								
333	333	1331/2	1331/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	3271								
333	333	2663/4	2663/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	3272								
334	334	666	666	0.0	0	0	Spanner	2/4	1	1	0												4
334	334	666	666	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	3273								4
334	334	666	666	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	3274			articStaccatoAbove					
334	334	2665/4	2665/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	3275								
334	334	1333/2	1333/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	3276								
334	334	2667/4	2667/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	3277								
334	334	667	667	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	3278			articStaccatoAbove					
334	334	2669/4	2669/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	3279								
334	334	1335/2	1335/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	3280								
334	334	2671/4	2671/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	3281								
335	335	668	668	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	3282								4
335	335	668	668	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	3283			articStaccatoAbove					
335	335	2673/4	2673/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	3284								
335	335	1337/2	1337/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	3285								
335	335	2675/4	2675/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	3286								
335	335	669	669	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	3287			articStaccatoAbove					
335	335	2677/4	2677/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	3288								
335	335	1339/2	1339/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	3289								
335	335	2679/4	2679/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	3290								
336	336	670	670	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	3291	ff							4
336	336	670	670	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	3292			articStaccatoAbove					
336	336	2681/4	2681/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	3293								
336	336	1341/2	1341/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	3294								
336	336	2683/4	2683/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	3295								
336	336	671	671	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	3296			articStaccatoAbove					
336	336	2685/4	2685/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	3297								
336	336	1343/2	1343/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	3298								
336	336	2687/4	2687/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	3299								
337	337	672	672	0.0	0	0	Spanner	2/4	1	1	0												
337	337	673	673	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	3300			articStaccatoAbove					
337	337	672	672	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	3301								
337	337	672	672	0.0	0	0	Dynamic	2/4	2	1	0						ff						
337	337	672	672	0.0	0	0	Spanner	2/4	2	1	0												5
337	337	672	672	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	3302			articStaccatoBelow					5
337	337	2689/4	2689/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	3303				166				5
337	337	5379/8	5379/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	3304				166				5
337	337	1345/2	1345/2	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	3305				166				5
337	337	5381/8	5381/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	3306				166				5
337	337	2691/4	2691/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	3307				166				5
337	337	5383/8	5383/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	3308								5
337	337	673	673	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	3309			articStaccatoBelow					5
337	337	2693/4	2693/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	3310				167				5
337	337	5387/8	5387/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	3311				167				5
337	337	1347/2	1347/2	0.125	3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	3312				167				5
337	337	5389/8	5389/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	3313				167				5
337	337	2695/4	2695/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	3314				167				5
337	337	5391/8	5391/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	3315								5
338	338	674	674	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	3316				168				
338	338	1351/2	1351/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	3317				168				
338	338	674	674	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	3318	>							
338	338	674	674	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	3319			articStaccatoBelow					5
338	338	2697/4	2697/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	3320			articStaccatoBelow					5
338	338	1349/2	1349/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	3321			articStaccatoBelow					5
338	338	2699/4	2699/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	3322			articStaccatoBelow					5
338	338	675	675	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	3323			articStaccatoBelow					5
338	338	2701/4	2701/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	3324			articStaccatoBelow					5
338	338	1351/2	1351/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	3325			articStaccatoBelow					5
338	338	2703/4	2703/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	3326			articStaccatoBelow					5
339	339	676	676	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	3327				168				
339	339	677	677	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	3328			ornamentTrill					
339	339	676	676	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	3329								
339	339	677	677	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	3330								
339	339	676	676	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	3331			articStaccatoAbove					5
339	339	2705/4	2705/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	3332			articStaccatoAbove					5
339	339	1353/2	1353/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	3333			articStaccatoAbove					5
339	339	2707/4	2707/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	3334			articStaccatoAbove					5
339	339	677	677	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	3335			articStaccatoAbove					5
339	339	2709/4	2709/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	3336			articStaccatoAbove					5
339	339	1355/2	1355/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	3337			articStaccatoAbove					5
339	339	2711/4	2711/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	3338			articStaccatoAbove					5
340	340	678	678	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	3339				169				
340	340	679	679	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	3340								
340	340	678	678	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	3341								
340	340	678	678	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	3342			articStaccatoBelow					5
340	340	2713/4	2713/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	3343			articStaccatoBelow					5
340	340	1357/2	1357/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	3344			articStaccatoBelow					5
340	340	2715/4	2715/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	3345			articStaccatoBelow					5
340	340	679	679	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	3346			articStaccatoBelow					5
340	340	2717/4	2717/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	3347			articStaccatoBelow					5
340	340	1359/2	1359/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	3348			articStaccatoBelow					5
340	340	2719/4	2719/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	3349			articStaccatoBelow					5
341	341	681	681	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	3350			articStaccatoAbove					
341	341	680	680	0.0	0	0	Dynamic	2/4	1	2	0						ff						
