mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin
28	27	217/4	217/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	277						
29	28	109/2	109/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	278				36		
29	28	219/4	219/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	279				36		
29	28	55	55	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	280				36		
29	28	221/4	221/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	281				36		
29	28	111/2	111/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	282				36		
29	28	223/4	223/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	283				36		
29	28	56	56	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	284				36		
29	28	225/4	225/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	285						
29	28	109/2	109/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	286						
29	28	219/4	219/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	287						
29	28	55	55	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	288						
29	28	221/4	221/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	289						
29	28	111/2	111/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	290						
29	28	223/4	223/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	291						
29	28	56	56	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	292						
29	28	225/4	225/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	293						
30	29	113/2	113/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	294						
30	29	58	58	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	295				37		
30	29	233/4	233/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	296						
30	29	113/2	113/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	297						
30	29	227/4	227/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	298				38		
30	29	57	57	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	299				38		
30	29	229/4	229/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	300				38		
30	29	115/2	115/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	301				38		
30	29	231/4	231/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	302				38		
30	29	58	58	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	303				38		
30	29	233/4	233/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	304						
31	30	117/2	117/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	305				39		
31	30	59	59	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	306						
31	30	119/2	119/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	307		articStaccatoAbove		40		
31	30	60	60	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	308		articStaccatoAbove				
31	30	117/2	117/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	309						
31	30	235/4	235/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	310						
31	30	59	59	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	311						
31	30	237/4	237/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	312						
31	30	119/2	119/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	313						
31	30	239/4	239/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	314						
31	30	60	60	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	315						
31	30	241/4	241/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	316						
32	31	121/2	121/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	317						
32	31	62	62	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	318				41		
32	31	249/4	249/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	319						
32	31	121/2	121/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	320						
32	31	243/4	243/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	321				42		
32	31	61	61	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	322				42		
32	31	245/4	245/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	323				42		
32	31	123/2	123/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	324				42		
32	31	247/4	247/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	325				42		
32	31	62	62	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	326				42		
32	31	249/4	249/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	327						
33	32	125/2	125/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	328				43		
33	32	63	63	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	329						
33	32	127/2	127/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	330		articStaccatoAbove		44		
33	32	64	64	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	331		articStaccatoAbove				
33	32	125/2	125/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	332						
33	32	251/4	251/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	333						
33	32	63	63	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	334						
33	32	253/4	253/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	335						
33	32	127/2	127/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	336						
33	32	255/4	255/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	337						
33	32	64	64	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	338						
33	32	257/4	257/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	339						
34	33	129/2	129/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	340				45		
34	33	131/2	131/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	341						
34	33	129/2	129/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	342				46		
34	33	131/2	131/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	343						
35	33	66	66	0.0	0	3/8	Dynamic	2/4	1	1	0					f					
35	33	66	66	0.5	0	3/8	Chord	2/4	1	1	1/8		1/8	1	344		ornamentTrill				
35	33	66	66	0.5	0	3/8	Chord	2/4	2	1	1/8		1/8	1	345		ornamentTrill				
36	34	133/2	133/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	346				47		
36	34	67	67	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	347						
36	34	135/2	135/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	348						
36	34	68	68	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	349		ornamentTrill				
36	34	133/2	133/2	0.0	0	0	Dynamic	2/4	2	1	0					sf					
36	34	133/2	133/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	350				48		
36	34	67	67	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	351						
36	34	135/2	135/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	352						
36	34	68	68	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	353		ornamentTrill				
37	35	137/2	137/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	354				49		
37	35	69	69	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	355						
37	35	139/2	139/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	356						
37	35	70	70	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	357		ornamentTrill				
37	35	137/2	137/2	0.0	0	0	Dynamic	2/4	2	1	0					sf					
37	35	137/2	137/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	358				50		
37	35	69	69	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	359						
37	35	139/2	139/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	360						
37	35	70	70	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	361		ornamentTrill				
38	36	141/2	141/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	362				51		
38	36	71	71	0.0	1/8	1/8	Spanner	2/4	1	1	0								51		0
38	36	71	71	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	363				51		0
38	36	143/2	143/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	364				51		0
38	36	72	72	0.0	3/8	3/8	Spanner	2/4	1	1	0										
38	36	72	72	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	365						
38	36	141/2	141/2	0.0	0	0	Dynamic	2/4	2	1	0					sf					
38	36	141/2	141/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	366				52		
38	36	71	71	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	367				52		
38	36	143/2	143/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	368				52		
38	36	72	72	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	369						
39	37	145/2	145/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	370				53		
39	37	73	73	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	371				53		
39	37	147/2	147/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	372				53		
39	37	74	74	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	373						
39	37	145/2	145/2	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	374						
39	37	147/2	147/2	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	375						
39	37	145/2	145/2	0.0	0	0	Dynamic	2/4	2	1	0					p					
39	37	145/2	145/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	376				54		
39	37	73	73	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	377						
39	37	147/2	147/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	378				55		
39	37	74	74	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	379						
39	37	145/2	145/2	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	380						
39	37	147/2	147/2	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	381						
40	38	149/2	149/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	382						
40	38	303/4	303/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	383				56		
40	38	76	76	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	384				56		
40	38	305/4	305/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	385				56		
40	38	149/2	149/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	386						
40	38	75	75	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	387						
40	38	151/2	151/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	388						
41	39	153/2	153/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	389						
41	39	311/4	311/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	390				57		
41	39	78	78	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	391				57		
41	39	313/4	313/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	392				57		
41	39	77	77	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	393						
41	39	155/2	155/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	394						
42	40	157/2	157/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	395						
42	40	317/4	317/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	396				58		
42	40	159/2	159/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	397				58		
42	40	319/4	319/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	398				58		
42	40	80	80	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	399				58		
42	40	321/4	321/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	400				58		
42	40	79	79	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	401						
42	40	159/2	159/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	402						
42	40	80	80	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	403						
43	41	161/2	161/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	404				58		
43	41	323/4	323/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	405				58		
43	41	81	81	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	406				58		
43	41	325/4	325/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	407				58		
43	41	163/2	163/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	408				58		
43	41	327/4	327/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	409				58		
43	41	82	82	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	410				58		
43	41	329/4	329/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	411						
43	41	161/2	161/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	412						
43	41	163/2	163/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	413						
44	42	165/2	165/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	414				59		
44	42	83	83	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	415						
44	42	335/4	335/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	416				60		
44	42	671/8	671/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	417				60		
44	42	84	84	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	418				60		
44	42	673/8	673/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	419				60		
44	42	337/4	337/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	420				60		
44	42	675/8	675/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	421						
44	42	83	83	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	422						
44	42	167/2	167/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	423						
45	43	169/2	169/2	0.0	0	0	Chord	2/4	1	1	0	appoggiatura	1/16	1	424						
45	43	169/2	169/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	425				61		
45	43	339/4	339/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	426						
45	43	85	85	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	427						
45	43	343/4	343/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	428				62		
45	43	687/8	687/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	429				62		
45	43	86	86	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	430				62		
45	43	689/8	689/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	431				62		
45	43	345/4	345/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	432				62		
45	43	691/8	691/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	433						
45	43	85	85	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	434						
45	43	171/2	171/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	435						
46	44	173/2	173/2	0.0	0	0	Chord	2/4	1	1	0	appoggiatura	1/16	1	436						
46	44	173/2	173/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	437				63		
46	44	347/4	347/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	438						
46	44	87	87	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	439						
46	44	351/4	351/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	440				64		
46	44	703/8	703/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	441				64		
46	44	88	88	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	442				64		
46	44	705/8	705/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	443				64		
46	44	353/4	353/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	444				64		
46	44	707/8	707/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	445						
46	44	87	87	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	446						
46	44	175/2	175/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	447						
46	44	88	88	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	448						
47	45	177/2	177/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	449				65		
47	45	355/4	355/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	450				65		
47	45	89	89	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	451				65		
47	45	357/4	357/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	452				65		
47	45	179/2	179/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	453				65		
47	45	359/4	359/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	454				65		
47	45	90	90	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	455				65		
47	45	361/4	361/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	456						
47	45	177/2	177/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	457						
47	45	179/2	179/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	458						
48	46	181/2	181/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	459						
48	46	92	92	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	460				66		
48	46	369/4	369/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	461						
48	46	181/2	181/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	462						
48	46	363/4	363/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	463				67		
48	46	91	91	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	464				67		
48	46	365/4	365/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	465				67		
48	46	183/2	183/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	466				67		
48	46	367/4	367/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	467				67		
48	46	92	92	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	468				67		
48	46	369/4	369/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	469						
49	47	185/2	185/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	470				68		
49	47	93	93	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	471						
49	47	187/2	187/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	472		articStaccatoAbove		69		
49	47	94	94	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	473		articStaccatoAbove				
49	47	185/2	185/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	474						
49	47	371/4	371/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	475						
49	47	93	93	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	476						
49	47	373/4	373/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	477						
49	47	187/2	187/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	478						
49	47	375/4	375/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	479						
49	47	94	94	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	480						
49	47	377/4	377/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	481						
50	48	189/2	189/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	482						
50	48	96	96	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	483				70		
50	48	385/4	385/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	484						
50	48	189/2	189/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	485						
50	48	379/4	379/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	486				71		
50	48	95	95	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	487				71		
50	48	381/4	381/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	488				71		
50	48	191/2	191/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	489				71		
50	48	383/4	383/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	490				71		
50	48	96	96	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	491				71		
50	48	385/4	385/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	492						
51	49	193/2	193/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	493				72		
51	49	97	97	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	494						
51	49	195/2	195/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	495		articStaccatoAbove		73		
51	49	98	98	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	496		articStaccatoAbove				
51	49	193/2	193/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	497						
51	49	387/4	387/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	498						
51	49	97	97	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	499						
51	49	389/4	389/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	500						
51	49	195/2	195/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	501						
51	49	391/4	391/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	502						
51	49	98	98	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	503						
51	49	393/4	393/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	504						
52	50	197/2	197/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	505						
52	50	100	100	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	506				74		
52	50	401/4	401/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	507						
52	50	197/2	197/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	508				75		
52	50	395/4	395/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	509				75		
52	50	99	99	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	510				75		
52	50	397/4	397/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	511				75		
52	50	199/2	199/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	512				75		
52	50	399/4	399/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	513				75		
52	50	100	100	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	514				75		
52	50	401/4	401/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	515						
53	51	201/2	201/2	0.0	0	0	Dynamic	2/4	1	1	0					f					
53	51	201/2	201/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	516				76		
53	51	101	101	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	517						
53	51	203/2	203/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	518		articStaccatoAbove		77		
53	51	102	102	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	519		articStaccatoAbove				
53	51	201/2	201/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	520						
53	51	403/4	403/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	521						
53	51	101	101	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	522						
53	51	405/4	405/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	523						
53	51	203/2	203/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	524						
53	51	407/4	407/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	525						
53	51	102	102	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	526						
53	51	409/4	409/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	527						
54	52	205/2	205/2	0.0	0	0	Spanner	2/4	1	1	0										1
54	52	205/2	205/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	528				78		1
54	52	207/2	207/2	0.0	1/4	1/4	Spanner	2/4	1	1	0										
54	52	207/2	207/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	529						
54	52	205/2	205/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	530						
54	52	411/4	411/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	531						
54	52	103	103	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	532						
54	52	413/4	413/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	533						
54	52	207/2	207/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	534						
54	52	415/4	415/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	535						
54	52	104	104	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	536						
54	52	417/4	417/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	537						
55	53	209/2	209/2	0.0	0	0	Dynamic	2/4	1	1	0					p					
55	53	209/2	209/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	538				79		
55	53	105	105	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	539				79		
55	53	211/2	211/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	540				79		
55	53	106	106	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	541						
55	53	209/2	209/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	542						
55	53	419/4	419/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	543						
55	53	105	105	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	544						
55	53	421/4	421/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	545						
55	53	211/2	211/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	546						
55	53	423/4	423/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	547						
55	53	106	106	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	548						
55	53	425/4	425/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	549						
56	54	213/2	213/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	550						
56	54	431/4	431/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	551				80		
56	54	108	108	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	552				80		
56	54	433/4	433/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	553						
