mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	articulation
3	2	3	3	0.25	0	0	Chord	2/4	2	2	1/16	1/16	1	28		
3	2	13/4	13/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16	1/16	1	29		
3	2	7/2	7/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16	1/16	1	30		
3	2	15/4	15/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16	1/16	1	31		
3	2	4	4	0.25	1/4	1/4	Chord	2/4	2	2	1/16	1/16	1	32		
3	2	17/4	17/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16	1/16	1	33		
3	2	9/2	9/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16	1/16	1	34		
3	2	19/4	19/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16	1/16	1	35		
4	3	5	5	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	36		
4	3	21/4	21/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	37		
4	3	11/2	11/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	38		
4	3	23/4	23/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	39		
4	3	6	6	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	40		
4	3	25/4	25/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	41		
4	3	13/2	13/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	42		
4	3	27/4	27/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	43		
4	3	5	5	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	44		
4	3	21/4	21/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	45		
4	3	11/2	11/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	46		
4	3	23/4	23/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	47		
4	3	6	6	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	48		
4	3	25/4	25/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	49		
4	3	13/2	13/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	50		
4	3	27/4	27/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	51		
5	4	7	7	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	52		
5	4	15/2	15/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	53		
5	4	8	8	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	54		
5	4	35/4	35/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	55		
5	4	7	7	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	56		
5	4	29/4	29/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	57		
5	4	15/2	15/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	58		
5	4	31/4	31/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	59		
5	4	8	8	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	60		
5	4	33/4	33/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	61		
5	4	17/2	17/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	62		
5	4	35/4	35/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	63		
6	5	9	9	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	64		
6	5	19/2	19/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	65		
6	5	10	10	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	66		
6	5	41/4	41/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	67		
6	5	21/2	21/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	68		
6	5	43/4	43/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	69		
6	5	9	9	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	70		
6	5	10	10	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	71		
6	5	21/2	21/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	72		
6	5	9	9	0.25	0	0	Chord	2/4	2	2	1/16	1/16	1	73		
6	5	37/4	37/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16	1/16	1	74		
6	5	19/2	19/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16	1/16	1	75		
6	5	39/4	39/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16	1/16	1	76		
6	5	10	10	0.25	1/4	1/4	Chord	2/4	2	2	1/16	1/16	1	77		
6	5	41/4	41/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16	1/16	1	78		
6	5	21/2	21/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16	1/16	1	79		
6	5	43/4	43/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16	1/16	1	80		
7	6	11	11	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	81		
7	6	23/2	23/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	82		
7	6	12	12	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	83		
7	6	49/4	49/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	84		
7	6	25/2	25/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	85		
7	6	51/4	51/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	86		
7	6	25/2	25/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	87		
7	6	11	11	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	88		
7	6	11	11	0.25	0	0	Chord	2/4	2	2	1/16	1/16	1	89		
7	6	45/4	45/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16	1/16	1	90		
7	6	23/2	23/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16	1/16	1	91		
7	6	47/4	47/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16	1/16	1	92		
7	6	12	12	0.25	1/4	1/4	Chord	2/4	2	2	1/16	1/16	1	93		
7	6	49/4	49/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16	1/16	1	94		
7	6	25/2	25/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16	1/16	1	95		
7	6	51/4	51/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16	1/16	1	96		
8	7	13	13	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	97		
8	7	53/4	53/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	98		
8	7	27/2	27/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	99		
8	7	55/4	55/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	100		
8	7	14	14	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	101		
8	7	29/2	29/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	102		
8	7	59/4	59/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	103		
8	7	13	13	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	104		
8	7	27/2	27/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	105		
8	7	14	14	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	106		
8	7	29/2	29/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	107		
8	7	13	13	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	108		
8	7	53/4	53/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	109		
8	7	27/2	27/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	110		
8	7	55/4	55/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	111		
8	7	14	14	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	112		
8	7	57/4	57/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	113		
8	7	29/2	29/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	114		
8	7	59/4	59/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	115		
9	8	15	15	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	116		
9	8	16	16	0.125	1/4	1/4	Chord	2/4	1	1	1/32	1/32	1	117		
9	8	129/8	129/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	118		
9	8	65/4	65/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	119		
9	8	131/8	131/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	120		
9	8	33/2	33/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	121		
9	8	133/8	133/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	122		
9	8	67/4	67/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	123		
9	8	135/8	135/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	124		
9	8	33/2	33/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	125		
9	8	15	15	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	126		
9	8	31/2	31/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	127		
9	8	65/4	65/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16	1/16	1	128		
9	8	33/2	33/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16	1/16	1	129		
9	8	67/4	67/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16	1/16	1	130		
10	9	17	17	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	131		
10	9	35/2	35/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	132		
10	9	18	18	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	133	<	articStaccatoAbove
10	9	73/4	73/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	134		articStaccatoAbove
10	9	37/2	37/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	135		articStaccatoAbove
10	9	75/4	75/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	136		articStaccatoAbove
10	9	17	17	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	137		
10	9	69/4	69/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	138		
10	9	35/2	35/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	139		
10	9	71/4	71/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	140		
10	9	18	18	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	141		
10	9	73/4	73/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	142		
10	9	37/2	37/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	143		
10	9	75/4	75/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	144		
10	9	17	17	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	145		
10	9	35/2	35/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	146		
10	9	18	18	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	147		
10	9	37/2	37/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	148		
11	10	19	19	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	149		
11	10	39/2	39/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	150		
11	10	20	20	0.125	1/4	1/4	Chord	2/4	1	1	1/32	1/32	1	151		
11	10	161/8	161/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	152		
11	10	81/4	81/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	153		
11	10	163/8	163/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	154		
11	10	41/2	41/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	155		
11	10	165/8	165/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	156		
11	10	83/4	83/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	157		
11	10	167/8	167/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	158		
11	10	41/2	41/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	159		
11	10	19	19	0.25	0	0	Chord	2/4	2	2	1/16	1/16	1	160		
11	10	77/4	77/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16	1/16	1	161		
11	10	39/2	39/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16	1/16	1	162		
11	10	79/4	79/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16	1/16	1	163		
11	10	81/4	81/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16	1/16	1	164		
11	10	41/2	41/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16	1/16	1	165		
11	10	83/4	83/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16	1/16	1	166		
12	11	21	21	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	167		
12	11	43/2	43/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	168		
12	11	22	22	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	169	<	articStaccatoAbove
12	11	89/4	89/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	170		articStaccatoAbove
12	11	45/2	45/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	171		articStaccatoAbove
12	11	91/4	91/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	172		articStaccatoAbove
12	11	21	21	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	173		
12	11	85/4	85/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	174		
12	11	43/2	43/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	175		
12	11	87/4	87/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	176		
12	11	22	22	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	177		
12	11	89/4	89/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	178		
12	11	45/2	45/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	179		
12	11	91/4	91/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	180		
12	11	21	21	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	181		
12	11	43/2	43/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	182		
12	11	22	22	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	183		
12	11	45/2	45/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	184		
13	12	23	23	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	185		
13	12	24	24	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	186	pp	
13	12	99/4	99/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	187		
13	12	23	23	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	188		
13	12	24	24	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	189		
13	12	97/4	97/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	190		
13	12	49/2	49/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	191		
13	12	99/4	99/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	192		
14	13	25	25	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	193	<	
14	13	51/2	51/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	194		
14	13	26	26	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	195		
14	13	105/4	105/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	196		
14	13	53/2	53/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	197		
14	13	107/4	107/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	198		
14	13	25	25	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	199		
14	13	26	26	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	200		
14	13	53/2	53/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	201		
14	13	25	25	0.25	0	0	Chord	2/4	2	2	1/16	1/16	1	202		
14	13	101/4	101/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16	1/16	1	203		
14	13	51/2	51/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16	1/16	1	204		
14	13	103/4	103/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16	1/16	1	205		
14	13	26	26	0.25	1/4	1/4	Chord	2/4	2	2	1/16	1/16	1	206		
14	13	105/4	105/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16	1/16	1	207		
14	13	53/2	53/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16	1/16	1	208		
14	13	107/4	107/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16	1/16	1	209		
15	14	27	27	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	210		
15	14	55/2	55/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	211		
15	14	28	28	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	212		
15	14	113/4	113/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	213		
15	14	57/2	57/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	214		
15	14	115/4	115/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	215		
15	14	27	27	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	216		
15	14	27	27	0.25	0	0	Chord	2/4	2	2	1/16	1/16	1	217		
15	14	109/4	109/4	0.25	1/16	1/16	Chord	2/4	2	2	1/16	1/16	1	218		
15	14	55/2	55/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16	1/16	1	219		
15	14	111/4	111/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16	1/16	1	220		
15	14	28	28	0.25	1/4	1/4	Chord	2/4	2	2	1/16	1/16	1	221		
15	14	113/4	113/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16	1/16	1	222		
15	14	57/2	57/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16	1/16	1	223		
15	14	115/4	115/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16	1/16	1	224		
16	15	30	30	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	225		
16	15	61/2	61/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	226		
16	15	123/4	123/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	227		
16	15	29	29	0.25	0	0	Chord	2/4	1	2	1/16	1/16	1	228		
16	15	117/4	117/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	229		
16	15	59/2	59/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	230		
16	15	119/4	119/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	231		
16	15	30	30	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	232		
16	15	61/2	61/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	233		
16	15	29	29	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	234		
16	15	117/4	117/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	235		
16	15	59/2	59/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	236		
16	15	119/4	119/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	237		
16	15	30	30	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	238		
16	15	121/4	121/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	239		
16	15	61/2	61/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	240		
16	15	123/4	123/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	241		
17	16	31	31	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	242		
17	16	31	31	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	243		
17	16	129/4	129/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	244		
17	16	65/2	65/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	245		
17	16	131/4	131/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	246		
17	16	31	31	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	247		
17	16	63/2	63/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	248		
17	16	32	32	0.125	1/4	1/4	Chord	2/4	2	1	1/32	1/32	1	249		
17	16	257/8	257/8	0.125	9/32	9/32	Chord	2/4	2	1	1/32	1/32	1	250		
17	16	129/4	129/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32	1/32	1	251		
17	16	259/8	259/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32	1/32	1	252		
17	16	65/2	65/2	0.125	3/8	3/8	Chord	2/4	2	1	1/32	1/32	1	253		
17	16	261/8	261/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32	1/32	1	254		
17	16	131/4	131/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32	1/32	1	255		
17	16	263/8	263/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	256		
18	17	69/2	69/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	257		
18	17	33	33	0.25	0	0	Chord	2/4	1	2	1/16	1/16	1	258		
18	17	133/4	133/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	259		
18	17	67/2	67/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	260		
18	17	135/4	135/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	261		
18	17	34	34	0.25	1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	262		
18	17	137/4	137/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	263		
18	17	69/2	69/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	264	p	
18	17	139/4	139/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	265		
18	17	33	33	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	266		
18	17	67/2	67/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	267		
19	18	35	35	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	268		
19	18	71/2	71/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	269		
19	18	35	35	0.25	0	0	Chord	2/4	1	2	1/16	1/16	1	270		
19	18	141/4	141/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	271		
19	18	71/2	71/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	272		
19	18	143/4	143/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	273		
19	18	36	36	0.25	1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	274		
19	18	145/4	145/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	275		
19	18	73/2	73/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	276		
19	18	147/4	147/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	277		
19	18	36	36	0.125	1/4	1/4	Chord	2/4	2	1	1/32	1/32	1	278		
19	18	289/8	289/8	0.125	9/32	9/32	Chord	2/4	2	1	1/32	1/32	1	279		
19	18	145/4	145/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32	1/32	1	280		
19	18	291/8	291/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32	1/32	1	281		
19	18	73/2	73/2	0.125	3/8	3/8	Chord	2/4	2	1	1/32	1/32	1	282		
19	18	293/8	293/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32	1/32	1	283		
19	18	147/4	147/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32	1/32	1	284		
19	18	295/8	295/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	285		
20	19	37	37	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	286		
20	19	149/4	149/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	287		
20	19	75/2	75/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	288		
20	19	151/4	151/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	289		
20	19	77/2	77/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	290	p	articStaccatoBelow
