mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	decrescendo_hairpin	crescendo_line	diminuendo_line	HairPin:3_decresc.	crescendo_hairpin	TextLine	Trill:trill
244	243	969/2	969/2	0.0	0	0	Dynamic	2/4	1	1	0				sf														
244	243	969/2	969/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	2601		articStaccatoAbove													
244	243	485	485	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	2602		articStaccatoAbove													
244	243	971/2	971/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	2603		articStaccatoAbove													
244	243	486	486	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	2604		articStaccatoAbove													
244	243	969/2	969/2	0.0	0	0	Spanner	2/4	2	1	0											112							
244	243	969/2	969/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	2605								112							
244	243	1939/4	1939/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2606								112							
244	243	485	485	0.0	1/8	1/8	Spanner	2/4	2	1	0																		
244	243	485	485	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2607															
244	243	1941/4	1941/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2608															
244	243	971/2	971/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2609															
244	243	1943/4	1943/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2610															
244	243	486	486	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2611															
244	243	1945/4	1945/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2612															
245	244	973/2	973/2	0.0	0	0	Dynamic	2/4	1	1	0				sf														
245	244	973/2	973/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	2613		articStaccatoAbove													
245	244	487	487	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	2614		articStaccatoAbove													
245	244	975/2	975/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	2615		articStaccatoAbove													
245	244	488	488	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	2616		articStaccatoAbove													
245	244	973/2	973/2	0.0	0	0	Spanner	2/4	2	1	0											113							
245	244	973/2	973/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	2617								113							
245	244	1947/4	1947/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2618								113							
245	244	487	487	0.0	1/8	1/8	Spanner	2/4	2	1	0																		
245	244	487	487	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2619															
245	244	1949/4	1949/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2620															
245	244	975/2	975/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2621															
245	244	1951/4	1951/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2622															
245	244	488	488	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2623															
245	244	1953/4	1953/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2624															
246	245	977/2	977/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	2625		articStaccatoAbove													
246	245	1955/4	1955/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0				sf														
246	245	489	489	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	2626		articStaccatoAbove													
246	245	979/2	979/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	2627		articStaccatoAbove													
246	245	490	490	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	2628		articStaccatoAbove													
246	245	977/2	977/2	0.0	0	0	Spanner	2/4	2	1	0											114							
246	245	977/2	977/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	2629								114							
246	245	1955/4	1955/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2630								114							
246	245	489	489	0.0	1/8	1/8	Spanner	2/4	2	1	0																		
246	245	489	489	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2631															
246	245	1957/4	1957/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2632															
246	245	979/2	979/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2633															
246	245	1959/4	1959/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2634															
246	245	490	490	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2635															
246	245	1961/4	1961/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2636															
247	246	981/2	981/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	2637		articStaccatoAbove													
247	246	491	491	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	2638		articStaccatoAbove													
247	246	983/2	983/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	2639		articStaccatoAbove													
247	246	492	492	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	2640		articStaccatoAbove													
247	246	981/2	981/2	0.0	0	0	Dynamic	2/4	2	1	0				sf														
247	246	981/2	981/2	0.0	0	0	Spanner	2/4	2	1	0											115							
247	246	981/2	981/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	2641								115							
247	246	1963/4	1963/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2642								115							
247	246	491	491	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2643								115							
247	246	1965/4	1965/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2644								115							
247	246	983/2	983/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
247	246	983/2	983/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2645															
247	246	1967/4	1967/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2646															
247	246	492	492	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2647															
247	246	1969/4	1969/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2648															
247	246	981/2	981/2	1.5	0	0	Chord	2/4	2	2	3/8	1/4	3/2	2649															
247	246	492	492	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	2650															
248	247	985/2	985/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	2651		articStaccatoAbove													
248	247	493	493	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	2652		articStaccatoAbove													
248	247	987/2	987/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	2653		articStaccatoAbove													
248	247	494	494	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	2654		articStaccatoAbove													
248	247	985/2	985/2	0.0	0	0	Dynamic	2/4	2	1	0				sf														
248	247	985/2	985/2	0.0	0	0	Spanner	2/4	2	1	0											116							
248	247	985/2	985/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	2655								116							
248	247	1971/4	1971/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2656								116							
248	247	493	493	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2657								116							
248	247	1973/4	1973/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2658								116							
248	247	987/2	987/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
248	247	987/2	987/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2659															
248	247	1975/4	1975/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2660															
248	247	494	494	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2661															
248	247	1977/4	1977/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2662															
248	247	985/2	985/2	1.5	0	0	Chord	2/4	2	2	3/8	1/4	3/2	2663															
248	247	494	494	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	2664															
249	248	989/2	989/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	2665		articStaccatoAbove													
249	248	495	495	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	2666		articStaccatoAbove													
249	248	991/2	991/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	2667		articStaccatoAbove													
249	248	496	496	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	2668		articStaccatoAbove													
249	248	989/2	989/2	0.0	0	0	Spanner	2/4	2	1	0											117							
249	248	989/2	989/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	2669								117							
249	248	1979/4	1979/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2670								117							
249	248	495	495	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2671								117							
249	248	1981/4	1981/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2672								117							
249	248	991/2	991/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
249	248	991/2	991/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2673															
249	248	1983/4	1983/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2674															
249	248	496	496	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2675															
249	248	1985/4	1985/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2676															
249	248	989/2	989/2	0.0	0	0	Dynamic	2/4	2	2	0				sf														
249	248	989/2	989/2	1.5	0	0	Chord	2/4	2	2	3/8	1/4	3/2	2677															
249	248	496	496	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	2678															
250	249	993/2	993/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	2679		articStaccatoAbove													
250	249	497	497	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	2680		articStaccatoAbove													
250	249	995/2	995/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	2681		articStaccatoAbove													
250	249	498	498	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	2682		articStaccatoAbove													
250	249	993/2	993/2	0.0	0	0	Spanner	2/4	2	1	0											118							
250	249	993/2	993/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	2683								118							
250	249	1987/4	1987/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2684								118							
250	249	497	497	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2685								118							
250	249	1989/4	1989/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2686								118							
250	249	995/2	995/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
250	249	995/2	995/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2687															
250	249	1991/4	1991/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2688															
250	249	498	498	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2689															
250	249	1993/4	1993/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2690															
250	249	993/2	993/2	0.0	0	0	Dynamic	2/4	2	2	0				sf														
250	249	993/2	993/2	1.5	0	0	Chord	2/4	2	2	3/8	1/4	3/2	2691															
250	249	498	498	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	2692															
251	250	997/2	997/2	0.0	0	0	Dynamic	2/4	1	1	0				sf														
251	250	997/2	997/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	2693															
251	250	499	499	0.0	1/8	1/8	Spanner	2/4	1	1	0													14					
251	250	499	499	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2694										14					
251	250	1997/4	1997/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2695										14					
251	250	999/2	999/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2696										14					
251	250	1999/4	1999/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2697										14					
251	250	500	500	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2698										14					
251	250	2001/4	2001/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2699										14					
251	250	997/2	997/2	0.0	0	0	Spanner	2/4	2	1	0											119							
251	250	997/2	997/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	2700								119							
251	250	1995/4	1995/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2701								119							
251	250	499	499	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2702								119							
251	250	1997/4	1997/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2703								119							
251	250	999/2	999/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
251	250	999/2	999/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2704															
251	250	1999/4	1999/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2705															
251	250	500	500	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2706															
251	250	2001/4	2001/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2707															
251	250	997/2	997/2	0.0	0	0	Dynamic	2/4	2	2	0				sf														
251	250	997/2	997/2	1.5	0	0	Chord	2/4	2	2	3/8	1/4	3/2	2708															
251	250	500	500	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	2709															
252	251	1001/2	1001/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	2710										14					
252	251	2003/4	2003/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2711										14					
252	251	501	501	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2712										14					
252	251	2005/4	2005/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2713										14					
252	251	1003/2	1003/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2714										14					
252	251	2007/4	2007/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2715										14					
252	251	502	502	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2716										14					
252	251	2009/4	2009/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2717										14					
252	251	1001/2	1001/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	2718															
252	251	2003/4	2003/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2719															
252	251	501	501	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2720															
252	251	2005/4	2005/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2721															
252	251	1003/2	1003/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2722															
252	251	2007/4	2007/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2723															
252	251	502	502	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2724															
252	251	2009/4	2009/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2725															
252	251	1001/2	1001/2	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	2726															
252	251	501	501	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	2727															
252	251	1003/2	1003/2	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	2728															
252	251	502	502	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	2729															
253	252	1005/2	1005/2	0.0	0	0	Dynamic	2/4	1	1	0				ff														
253	252	1005/2	1005/2	0.0	0	0	Tempo	2/4	1	1	0							"

𝅘𝅥
=140
"	140.0	0.0									
253	252	1005/2	1005/2	0.0	0	0	Spanner	2/4	1	1	0																		
253	252	1005/2	1005/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	2730															
253	252	2011/4	2011/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2731															
253	252	503	503	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2732															
253	252	2013/4	2013/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2733															
253	252	1007/2	1007/2	0.0	1/4	1/4	Tempo	2/4	1	1	0							"

𝅘𝅥
=136
"	136.0	0.0									
253	252	1007/2	1007/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2734															
253	252	2015/4	2015/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2735															
253	252	504	504	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2736															
253	252	2017/4	2017/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2737															
253	252	1005/2	1005/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	2738															
253	252	2011/4	2011/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2739															
253	252	503	503	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2740															
253	252	2013/4	2013/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2741															
253	252	1007/2	1007/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2742															
253	252	2015/4	2015/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2743															
253	252	504	504	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2744															
253	252	2017/4	2017/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2745															
254	253	1009/2	1009/2	0.0	0	0	Tempo	2/4	1	1	0							"

𝅘𝅥
=132
"	132.0	0.0									
254	253	1009/2	1009/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	2746															
254	253	2019/4	2019/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2747															
254	253	505	505	0.0	1/8	1/8	Tempo	2/4	1	1	0							"

𝅘𝅥
=126
"	126.0	0.0									
254	253	505	505	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2748															
254	253	2021/4	2021/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2749															
254	253	1011/2	1011/2	0.0	1/4	1/4	Tempo	2/4	1	1	0							"

𝅘𝅥
=118
"	118.0	0.0									
254	253	1011/2	1011/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2750															
254	253	2023/4	2023/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2751															
254	253	506	506	0.0	3/8	3/8	Tempo	2/4	1	1	0							"

𝅘𝅥
=108
"	108.0	0.0									
254	253	506	506	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2752															
254	253	2025/4	2025/4	0.0	7/16	7/16	Tempo	2/4	1	1	0							"

𝅘𝅥
=96
"	96.0	0.0									
254	253	2025/4	2025/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2753															
254	253	1009/2	1009/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	2754															
254	253	2019/4	2019/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2755															
254	253	505	505	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2756															
254	253	2021/4	2021/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2757															
254	253	1011/2	1011/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2758															
254	253	2023/4	2023/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2759															
254	253	506	506	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2760															
254	253	2025/4	2025/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2761															
255	254	1013/2	1013/2	0.0	0	0	Dynamic	2/4	1	1	0				sf														
255	254	1013/2	1013/2	2.0	0	0	Chord	2/4	1	1	1/2	1/2	1	2762															
255	254	1013/2	1013/2	2.0	0	0	Chord	2/4	2	1	1/2	1/2	1	2763															
256	255	1017/2	1017/2	2.0	0	0	Chord	2/4	1	1	1/2	1/2	1	2764															
256	255	1017/2	1017/2	2.0	0	0	Chord	2/4	2	1	1/2	1/2	1	2765															
257	256	1021/2	1021/2	0.0	0	0	Dynamic	3/4	1	1	0				p														
257	256	1021/2	1021/2	0.0	0	0	Tempo	3/4	1	1	0							TempoⅠ.	40.0	1.0									
257	256	1021/2	1021/2	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	2766															
257	256	1025/2	1025/2	0.0	1/2	1/2	Tempo	3/4	1	1	0							"

𝅘𝅥
=39
"	39.0	0.0									
257	256	1025/2	1025/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	2767							116								
257	256	2051/4	2051/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	2768							116								
257	256	513	513	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	2769							116								
257	256	2053/4	2053/4	0.0	11/16	11/16	Tempo	3/4	1	1	0							"

𝅘𝅥
=38
"	38.0	0.0	116								
257	256	2053/4	2053/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32	1/32	1	2770							116								
257	256	4107/8	4107/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32	1/32	1	2771															
257	256	1021/2	1021/2	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	2772															
257	256	1025/2	1025/2	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	2773															
257	256	1021/2	1021/2	0.0	0	0	Dynamic	3/4	2	1	0				p														
257	256	1021/2	1021/2	0.0	0	0	Spanner	3/4	2	1	0											120							
257	256	1021/2	1021/2	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	2774								120							
257	256	511	511	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	2775								120							
257	256	1023/2	1023/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	2776								120							
257	256	512	512	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	2777								120							
257	256	1025/2	1025/2	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
257	256	1025/2	1025/2	0.0	1/2	1/2	Spanner	3/4	2	1	0											121							
257	256	1025/2	1025/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	2778								121							
257	256	513	513	0.0	5/8	5/8	Spanner	3/4	2	1	0																		
257	256	513	513	0.0	5/8	5/8	Spanner	3/4	2	1	0											122							
257	256	513	513	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	2779								122							
258	257	1027/2	1027/2	0.0	0	0	Tempo	3/4	1	1	0							"

𝅘𝅥
=40
"	40.0	0.0									
258	257	1027/2	1027/2	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	2780															
258	257	515	515	0.0	3/8	3/8	Tempo	3/4	1	1	0							"

𝅘𝅥
=39
"	39.0	0.0									
258	257	515	515	0.0	3/8	3/8	Spanner	3/4	1	1	0													15					
258	257	515	515	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	2781							117			15					
258	257	1031/2	1031/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	2782							117			15					
258	257	516	516	0.0	5/8	5/8	Tempo	3/4	1	1	0							"

𝅘𝅥
=38
"	38.0	0.0				15					
258	257	516	516	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	2783										15					
258	257	1027/2	1027/2	0.0	0	0	Spanner	3/4	2	1	0																		
258	257	1027/2	1027/2	0.0	0	0	Spanner	3/4	2	1	0											123							
258	257	1027/2	1027/2	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	2784								123							
258	257	514	514	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	2785								123							
258	257	1029/2	1029/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	2786								123							
258	257	515	515	0.0	3/8	3/8	Spanner	3/4	2	1	0																		
258	257	515	515	0.0	3/8	3/8	Spanner	3/4	2	1	0											124							
258	257	515	515	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	2787								124							
258	257	1031/2	1031/2	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
258	257	1031/2	1031/2	0.0	1/2	1/2	Spanner	3/4	2	1	0											125							
258	257	1031/2	1031/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	2788								125							
258	257	516	516	0.0	5/8	5/8	Spanner	3/4	2	1	0																		
258	257	516	516	0.0	5/8	5/8	Spanner	3/4	2	1	0											126							
258	257	516	516	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	2789								126							
259	258	1033/2	1033/2	0.0	0	0	Dynamic	3/4	1	1	0				fp														
259	258	1033/2	1033/2	0.0	0	0	Tempo	3/4	1	1	0							"

𝅘𝅥
=40
"	40.0	0.0									
259	258	1033/2	1033/2	0.0	0	0	Spanner	3/4	1	1	0																		
259	258	1033/2	1033/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	2790															
259	258	1035/2	1035/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	2791							118								
259	258	2071/4	2071/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	2792							118								
259	258	518	518	0.0	3/8	3/8	Tempo	3/4	1	1	0							"

𝅘𝅥
=39
"	39.0	0.0	118								
259	258	518	518	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	2793							118								
259	258	2073/4	2073/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	2794							118								
259	258	1037/2	1037/2	0.0	1/2	1/2	Tempo	3/4	1	1	0							"

𝅘𝅥
=38
"	38.0	0.0	118								
259	258	1037/2	1037/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	2795							118								
259	258	2075/4	2075/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	2796							118								
259	258	519	519	0.0	5/8	5/8	Tempo	3/4	1	1	0							"

𝅘𝅥
=36
"	36.0	0.0	118								
259	258	519	519	0.125	5/8	5/8	Chord	3/4	1	1	1/32	1/32	1	2797							118								
259	258	4153/8	4153/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32	1/32	1	2798							118								
259	258	2077/4	2077/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32	1/32	1	2799							118								
259	258	4155/8	4155/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32	1/32	1	2800															
259	258	1033/2	1033/2	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	2801															
259	258	1035/2	1035/2	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	2802															
259	258	518	518	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	2803															
259	258	1037/2	1037/2	0.5	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	2804															
259	258	519	519	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	2805															
259	258	1033/2	1033/2	0.0	0	0	Spanner	3/4	2	1	0																		
259	258	1033/2	1033/2	0.0	0	0	Spanner	3/4	2	1	0											127							
259	258	1033/2	1033/2	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	2806								127							
259	258	517	517	0.0	1/8	1/8	Spanner	3/4	2	1	0																		
259	258	517	517	0.0	1/8	1/8	Spanner	3/4	2	1	0											128							
259	258	517	517	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	2807								128							
259	258	1035/2	1035/2	0.0	1/4	1/4	Spanner	3/4	2	1	0																		
259	258	1035/2	1035/2	0.0	1/4	1/4	Spanner	3/4	2	1	0											129							
259	258	1035/2	1035/2	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	2808							119	129							
