mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	tempo_visible	slur	Trill:trill	decrescendo_hairpin	crescendo_hairpin
56	53	403/2	419/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	840										5
56	53	807/4	839/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	841										5
56	53	202	210	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	842										5
56	53	809/4	841/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	843										5
56	53	405/2	421/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	844										5
56	53	811/4	843/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	845										5
56	53	203	211	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	846										5
56	53	813/4	845/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	847										5
56	53	407/2	423/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	848										5
56	53	815/4	847/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	849										5
56	53	200	208	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	850										
56	53	201	209	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	851										
56	53	805/4	837/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	852										
56	53	403/2	419/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	853										
56	53	807/4	839/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	854										
56	53	202	210	0.25		1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	855										
56	53	809/4	841/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	856										
56	53	405/2	421/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	857										
56	53	811/4	843/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	858										
56	53	203	211	0.25		3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	859										
56	53	813/4	845/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	860										
56	53	407/2	423/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	861										
56	53	815/4	847/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	862										
57	54	204	212	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	863										5
57	54	817/4	849/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	864										5
57	54	409/2	425/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	865										5
57	54	819/4	851/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	866										5
57	54	205	213	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	867										5
57	54	821/4	853/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	868										5
57	54	411/2	427/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	869										5
57	54	823/4	855/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	870										5
57	54	206	214	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	871										5
57	54	825/4	857/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	872										5
57	54	413/2	429/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	873										5
57	54	827/4	859/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	874										5
57	54	207	215	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	875										5
57	54	829/4	861/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	876										5
57	54	415/2	431/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	877										5
57	54	831/4	863/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	878										5
57	54	204	212	0.25		0	0	Chord	4/4	2	1	1/16	1/16	1	879										
57	54	817/4	849/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	880										
57	54	409/2	425/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	881										
57	54	819/4	851/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	882										
57	54	205	213	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	883										
57	54	821/4	853/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	884										
57	54	411/2	427/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	885										
57	54	823/4	855/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	886										
57	54	206	214	0.25		1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	887										
57	54	825/4	857/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	888										
57	54	413/2	429/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	889										
57	54	827/4	859/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	890										
57	54	207	215	0.25		3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	891										
57	54	829/4	861/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	892										
57	54	415/2	431/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	893										
57	54	831/4	863/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	894										
58	55	208	216	0.0		0	0	Spanner	4/4	1	1	0													
58	55	208	216	2.0		0	0	Chord	4/4	1	1	1/2	1/2	1	895										
58	55	210	218	2.0		1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	896										
58	55	208	216	4.0		0	0	Chord	4/4	1	2	1	1	1	897										
58	55	208	216	2.0		0	0	Chord	4/4	2	1	1/2	1/2	1	898										
58	55	210	218	2.0		1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	899										
58	55	208	216	4.0		0	0	Chord	4/4	2	2	1	1	1	900										
59	56	212	220	0.0		0	0	Spanner	4/4	1	1	0												2	
59	56	212	220	3.0		0	0	Chord	4/4	1	1	3/4	1/2	3/2	901									2	
59	56	215	223	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	902							63		2	
59	56	863/4	895/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	903									2	
59	56	212	220	0.3333333333333333		0	0	Chord	4/4	2	1	1/12	1/8	2/3	904							64			
59	56	637/3	661/3	0.3333333333333333		1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	905							64			
59	56	638/3	662/3	0.3333333333333333		1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	906							64			
59	56	213	221	0.3333333333333333		1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	907							64			
59	56	640/3	664/3	0.3333333333333333		1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	908							64			
59	56	641/3	665/3	0.3333333333333333		5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	909							64			
59	56	214	222	0.3333333333333333		1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	910							64			
59	56	643/3	667/3	0.3333333333333333		7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	911							64			
59	56	644/3	668/3	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	912							64			
59	56	215	223	0.3333333333333333		3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	913							64			
59	56	646/3	670/3	0.3333333333333333		5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	914							64			
59	56	647/3	671/3	0.3333333333333333		11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	915										
60	57	216	224	0.0		0	0	Dynamic	4/4	1	1	0					other-dynamics								
60	57	216	224	0.0		0	0	Spanner	4/4	1	1	0													
60	57	216	224	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	916							65			
60	57	217	225	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	917							65			
60	57	218	226	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	918							65			
60	57	219	227	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	919										
60	57	216	224	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	920										
60	57	433/2	449/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	921							66			
60	57	217	225	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	922							66			
60	57	435/2	451/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	923							66			
60	57	218	226	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	924							66			
60	57	437/2	453/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	925							66			
60	57	219	227	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	926							66			
60	57	439/2	455/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	927										
61	58	220	228	3.0		0	0	Chord	4/4	1	1	3/4	1/2	3/2	928										
61	58	223	231	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	929							67			
61	58	220	228	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	930										
61	58	441/2	457/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	931										
61	58	221	229	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	932										
61	58	443/2	459/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	933										
61	58	222	230	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	934										
61	58	445/2	461/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	935										
61	58	223	231	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	936										
61	58	447/2	463/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	937										
62	59	224	232	0.0		0	0	Spanner	4/4	1	1	0										67			6
62	59	224	232	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	938							67			6
62	59	225	233	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	939							67			6
62	59	226	234	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	940							67			6
62	59	227	235	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	941							67			6
62	59	224	232	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	942										
62	59	449/2	465/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	943										
62	59	225	233	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	944										
62	59	451/2	467/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	945										
62	59	226	234	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	946										
62	59	453/2	469/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	947										
62	59	227	235	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	948										
62	59	455/2	471/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	949										
62	59	224	232	3.0		0	0	Chord	4/4	2	2	3/4	1/2	3/2	950										
62	59	227	235	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	951										
63	60	228	236	0.0		0	0	Spanner	4/4	1	1	0										67			
63	60	228	236	0.0		0	0	Spanner	4/4	1	1	0										67		3	
63	60	228	236	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	952							67		3	
63	60	229	237	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	953							67		3	
63	60	230	238	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	954									3	
63	60	231	239	0.0		3/4	3/4	Spanner	4/4	1	1	0													
63	60	231	239	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	955										
63	60	925/4	957/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	956										
63	60	463/2	479/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	957										
63	60	927/4	959/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	958										
63	60	228	236	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	959										
63	60	457/2	473/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	960										
63	60	229	237	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	961										
63	60	459/2	475/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	962										
63	60	230	238	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	963										
63	60	461/2	477/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	964										
63	60	228	236	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	965										
63	60	229	237	1.0		1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	966										
63	60	230	238	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	967										
64	61	232	240	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	968										
64	61	929/4	961/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	969										
64	61	465/2	481/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	970										
64	61	931/4	963/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	971										
64	61	233	241	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	972										
64	61	235	243	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	973										
64	61	941/4	973/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	974										
64	61	471/2	487/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	975										
64	61	943/4	975/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	976										
64	61	233	241	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	977										
64	61	933/4	965/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	978										
64	61	467/2	483/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	979										
64	61	935/4	967/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	980										
64	61	234	242	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	981										
65	62	236	244	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	982										
65	62	945/4	977/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	983										
65	62	473/2	489/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	984										
65	62	947/4	979/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	985										
65	62	237	245	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	986										
65	62	239	247	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	987										
65	62	957/4	989/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	988										
65	62	479/2	495/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	989										
65	62	959/4	991/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	990										
65	62	237	245	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	991										
65	62	949/4	981/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	992										
65	62	475/2	491/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	993										
65	62	951/4	983/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	994										
65	62	238	246	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	995										
66	63	240	248	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	996										
66	63	961/4	993/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	997										
66	63	481/2	497/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	998										
66	63	963/4	995/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	999										
66	63	241	249	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1000										
66	63	243	251	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	1001										
66	63	973/4	1005/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	1002										
66	63	487/2	503/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	1003										
66	63	975/4	1007/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1004										
66	63	241	249	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	1005										
66	63	965/4	997/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	1006										
66	63	483/2	499/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	1007										
66	63	967/4	999/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	1008										
66	63	242	250	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1009										
67	64	244	252	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	1010										
67	64	977/4	1009/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	1011										
67	64	489/2	505/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	1012										
67	64	979/4	1011/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	1013										
67	64	245	253	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1014										
67	64	247	255	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	1015							68			
67	64	742/3	766/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	1016							68			
67	64	743/3	767/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	1017							68			
67	64	245	253	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	1018										
67	64	981/4	1013/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	1019										
67	64	491/2	507/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	1020										
67	64	983/4	1015/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	1021										
67	64	246	254	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1022										
67	64	247	255	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1023										
68	65	248	256	0.3333333333333333		0	0	Chord	4/4	1	1	1/12	1/8	2/3	1024							68			
68	65	745/3	769/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12	1/8	2/3	1025							68			
68	65	746/3	770/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12	1/8	2/3	1026							68			
68	65	249	257	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	1027							68			
68	65	748/3	772/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	1028							68			
68	65	749/3	773/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	1029							68			
68	65	250	258	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12	1/8	2/3	1030							68			
68	65	751/3	775/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12	1/8	2/3	1031							68			
68	65	752/3	776/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12	1/8	2/3	1032							68			
68	65	251	259	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	1033							68			
68	65	754/3	778/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	1034							68			
68	65	755/3	779/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	1035										
68	65	248	256	2.0		0	0	Chord	4/4	2	1	1/2	1/2	1	1036										
68	65	250	258	2.0		1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1037										
69	66	252	260	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	1038							69			
69	66	253	261	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1039							69			
69	66	254	262	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1040										
69	66	252	260	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1041							70			
69	66	253	261	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1042							70			
69	66	254	262	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1043										
70	67	256	264	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	1044										
70	67	258	266	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1045										
70	67	256	264	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1046										
70	67	258	266	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1047										
71	68	260	268	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	1048							71			
71	68	261	269	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1049							71			
71	68	262	270	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1050										
71	68	260	268	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1051							72			
71	68	261	269	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1052							72			
71	68	262	270	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1053										
72	69	264	272	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	1054										
72	69	266	274	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1055										
72	69	264	272	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1056										
72	69	266	274	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1057										
73	70	268	276	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	1058							73			
73	70	269	277	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1059							73			
73	70	270	278	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1060										
73	70	268	276	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1061							74			
73	70	269	277	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1062							74			
73	70	270	278	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1063										
74	71	272	280	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	1064										
74	71	274	282	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1065										
74	71	272	280	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1066										
74	71	274	282	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1067										
75	72	276	284	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	1068							75			
75	72	277	285	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1069							75			
75	72	278	286	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1070										
75	72	276	284	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1071							76			
75	72	277	285	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1072							76			
75	72	278	286	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1073										
76	73	280	288	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	1074							77			
76	73	281	289	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1075							77			
76	73	282	290	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1076										
76	73	280	288	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1077							78			
76	73	281	289	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1078							78			
76	73	282	290	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1079										
77	74	284	292	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	1080										
77	74	286	294	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1081										
77	74	284	292	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1082										
77	74	286	294	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1083										
78	75	288	296	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	1084										
78	75	289	297	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	1085										
78	75	1157/4	1189/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	1086										
78	75	579/2	595/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	1087										
78	75	1159/4	1191/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1088										
78	75	290	298	0.0		1/2	1/2	Spanner	4/4	1	1	0													7
78	75	290	298	2.0		1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1089							79			7
78	75	288	296	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1090										
78	75	291	299	0.0		3/4	3/4	Dynamic	4/4	2	1	0					sf								
78	75	291	299	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1091							80			
79	76	292	300	0.0		0	0	Spanner	4/4	1	1	0										79			
79	76	292	300	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	1092							79			
79	76	293	301	0.75		1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	1093			ornamentTurn				79			
79	76	1175/4	1207/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1094							79			
79	76	294	302	0.0		1/2	1/2	Dynamic	4/4	1	1	0					sf					79			
79	76	294	302	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1095							79			
79	76	295	303	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1096										
79	76	292	300	3.0		0	0	Chord	4/4	2	1	3/4	1/2	3/2	1097										
79	76	295	303	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1098							81			
80	77	296	304	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	1099										
80	77	1185/4	1217/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	1100										
80	77	593/2	609/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	1101										
80	77	1187/4	1219/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	1102										
80	77	297	305	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	1103										
80	77	1189/4	1221/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	1104										
80	77	595/2	611/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	1105										
80	77	1191/4	1223/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1106										
80	77	298	306	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	1107										
80	77	1193/4	1225/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	1108										
80	77	597/2	613/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	1109										
80	77	1195/4	1227/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	1110										
80	77	299	307	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	1111										
80	77	1197/4	1229/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	1112										
80	77	599/2	615/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	1113										
80	77	1199/4	1231/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	1114										
80	77	296	304	2.0		0	0	Chord	4/4	2	1	1/2	1/2	1	1115							82			
80	77	298	306	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1116										
80	77	299	307	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1117							83			
81	78	300	308	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	1118										
