mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	crescendo_hairpin	diminuendo_line	decrescendo_hairpin
165	162	645	651	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1825											
165	162	1936/3	1954/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1826											
165	162	1937/3	1955/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1827											
165	162	646	652	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1828											
165	162	1939/3	1957/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1829											
165	162	1940/3	1958/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1830											
165	162	647	653	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1831											
165	162	1942/3	1960/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1832											
165	162	1943/3	1961/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1833											
165	162	644	650	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1834							113				
165	162	645	651	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1835							113				
165	162	646	652	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1836							113				
165	162	647	653	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1837											
166	163	648	654	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	1838											
166	163	1945/3	1963/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1839											
166	163	1946/3	1964/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1840											
166	163	649	655	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1841											
166	163	1948/3	1966/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1842											
166	163	1949/3	1967/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1843											
166	163	650	656	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1844											
166	163	1951/3	1969/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1845											
166	163	1952/3	1970/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1846											
166	163	651	657	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1847											
166	163	1954/3	1972/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1848											
166	163	1955/3	1973/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1849											
166	163	648	654	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1850											
166	163	649	655	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1851							114				
166	163	650	656	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1852							114				
166	163	651	657	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1853											
167	164	652	658	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	1854											
167	164	1957/3	1975/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1855											
167	164	1958/3	1976/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1856											
167	164	653	659	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1857											
167	164	1960/3	1978/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1858											
167	164	1961/3	1979/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1859											
167	164	654	660	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1860											
167	164	1963/3	1981/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1861											
167	164	1964/3	1982/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1862											
167	164	655	661	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1863											
167	164	1966/3	1984/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1864											
167	164	1967/3	1985/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1865											
167	164	652	658	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1866							115				
167	164	653	659	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1867							115				
167	164	654	660	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1868							115				
167	164	655	661	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1869											
168	165	656	662	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	1870											
168	165	1969/3	1987/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1871											
168	165	1970/3	1988/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1872											
168	165	657	663	0.0		1/4	1/4	Dynamic	2/2	1	1	0					f										
168	165	657	663	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1873											
168	165	1972/3	1990/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1874											
168	165	1973/3	1991/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1875											
168	165	658	664	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1876											
168	165	1975/3	1993/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1877											
168	165	1976/3	1994/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1878											
168	165	659	665	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1879											
168	165	1978/3	1996/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1880											
168	165	1979/3	1997/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1881											
168	165	656	662	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1882							116				
168	165	657	663	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1883							116				
168	165	658	664	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1884							116				
168	165	659	665	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1885											
169	166	660	666	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	1886											
169	166	1981/3	1999/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1887											
169	166	1982/3	2000/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1888											
169	166	661	667	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1889											
169	166	1984/3	2002/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1890											
169	166	1985/3	2003/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1891											
169	166	662	668	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1892											
169	166	1987/3	2005/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1893											
169	166	1988/3	2006/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1894											
169	166	663	669	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1895											
169	166	1990/3	2008/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1896											
169	166	1991/3	2009/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1897											
169	166	660	666	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1898							117				
169	166	661	667	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1899							117				
169	166	662	668	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1900							117				
169	166	663	669	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1901											
170	167	664	670	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	1902											
170	167	1993/3	2011/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1903											
170	167	1994/3	2012/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1904											
170	167	665	671	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1905											
170	167	1996/3	2014/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1906											
170	167	1997/3	2015/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1907											
170	167	666	672	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1908											
170	167	1999/3	2017/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1909											
170	167	2000/3	2018/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1910											
170	167	667	673	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1911											
170	167	2002/3	2020/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1912											
170	167	2003/3	2021/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1913											
170	167	664	670	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1914							118				
170	167	665	671	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1915							118				
170	167	666	672	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1916							118				
170	167	667	673	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1917											
171	168	668	674	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	1918											
171	168	2005/3	2023/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1919											
171	168	2006/3	2024/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1920											
171	168	669	675	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1921											
171	168	2008/3	2026/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1922											
171	168	2009/3	2027/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1923											
171	168	670	676	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1924											
171	168	2011/3	2029/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1925											
171	168	2012/3	2030/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1926											
171	168	671	677	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1927											
171	168	2014/3	2032/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1928											
171	168	2015/3	2033/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1929											
171	168	668	674	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1930											
171	168	1337/2	1349/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1931											
171	168	669	675	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1932											
171	168	1339/2	1351/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1933											
171	168	670	676	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1934											
171	168	1341/2	1353/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1935											
171	168	671	677	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1936											
171	168	1343/2	1355/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1937											
172	169	672	678	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	1938											
172	169	2017/3	2035/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1939											
172	169	2018/3	2036/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1940											
172	169	673	679	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1941											
172	169	2020/3	2038/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1942											
172	169	2021/3	2039/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1943											
172	169	674	680	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1944											
172	169	2023/3	2041/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1945											
172	169	2024/3	2042/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1946											
172	169	675	681	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1947											
172	169	2026/3	2044/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1948											
172	169	2027/3	2045/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1949											
172	169	672	678	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1950											
172	169	673	679	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1951							119				
172	169	1347/2	1359/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1952							119				
172	169	674	680	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1953							119				
172	169	1349/2	1361/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1954							119				
172	169	675	681	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1955							119				
172	169	1351/2	1363/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1956											
173	170	676	682	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	1957											
173	170	2029/3	2047/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1958											
173	170	2030/3	2048/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1959											
173	170	677	683	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1960											
173	170	2032/3	2050/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1961											
173	170	2033/3	2051/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1962											
173	170	678	684	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1963											
173	170	2035/3	2053/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1964											
173	170	2036/3	2054/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1965											
173	170	679	685	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1966											
173	170	2038/3	2056/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1967											
173	170	2039/3	2057/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1968											
173	170	676	682	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1969							120				
173	170	1353/2	1365/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1970							120				
173	170	677	683	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1971							120				
173	170	1355/2	1367/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1972							120				
173	170	678	684	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1973							120				
173	170	1357/2	1369/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1974							120				
173	170	679	685	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1975							120				
173	170	1359/2	1371/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1976							120				
174	171	680	686	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	1977											
174	171	2041/3	2059/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1978											
174	171	2042/3	2060/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1979											
174	171	681	687	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1980											
174	171	2044/3	2062/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1981											
174	171	2045/3	2063/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1982											
174	171	682	688	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1983											
174	171	2047/3	2065/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1984											
174	171	2048/3	2066/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1985											
174	171	683	689	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1986											
174	171	2050/3	2068/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1987											
174	171	2051/3	2069/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1988											
174	171	680	686	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1989							120				
174	171	1361/2	1373/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1990							120				
174	171	681	687	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1991							120				
174	171	1363/2	1375/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1992											
174	171	682	688	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1993							121				
174	171	1365/2	1377/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1994							121				
174	171	683	689	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1995							121				
174	171	1367/2	1379/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1996											
175	172	684	690	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	1997											
175	172	2053/3	2071/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1998											
175	172	2054/3	2072/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1999											
175	172	685	691	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	2000											
175	172	2056/3	2074/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	2001											
175	172	2057/3	2075/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	2002											
175	172	686	692	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	2003											
175	172	2059/3	2077/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	2004											
175	172	2060/3	2078/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	2005											
175	172	687	693	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	2006											
175	172	2062/3	2080/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	2007											
175	172	2063/3	2081/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	2008											
175	172	684	690	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2009							122				
175	172	1369/2	1381/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2010							122				
175	172	685	691	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2011							122				
175	172	1371/2	1383/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2012							122				
175	172	686	692	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2013							122				
175	172	1373/2	1385/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2014							122				
175	172	687	693	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2015							122				
175	172	1375/2	1387/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2016											
176	173	688	694	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2017											
176	173	690	696	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2018											
176	173	691	697	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2019											
176	173	688	694	0.0		0	0	Spanner	2/2	2	1	0												23			
176	173	688	694	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	2020								23			
176	173	2065/3	2083/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	2021								23			
176	173	2066/3	2084/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	2022								23			
176	173	689	695	0.3333333333333333		1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	2023								23			
176	173	2068/3	2086/3	0.3333333333333333		1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	2024								23			
176	173	2069/3	2087/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	2025								23			
176	173	690	696	0.3333333333333333		1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	2026								23			
176	173	2071/3	2089/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	2027								23			
176	173	2072/3	2090/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	2028								23			
176	173	691	697	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	2029								23			
176	173	2074/3	2092/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	2030								23			
176	173	2075/3	2093/3	0.0		11/12	11/12	Spanner	2/2	2	1	0															
176	173	2075/3	2093/3	0.3333333333333333		11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	2031											
177	174	692	698	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2032							123				
177	174	693	699	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2033							123				
177	174	694	700	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2034							123				
177	174	695	701	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2035											
177	174	692	698	0.0		0	0	Spanner	2/2	2	1	0												24			
177	174	692	698	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	2036								24			
177	174	2077/3	2095/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	2037								24			
177	174	2078/3	2096/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	2038								24			
177	174	693	699	0.3333333333333333		1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	2039								24			
177	174	2080/3	2098/3	0.3333333333333333		1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	2040								24			
177	174	2081/3	2099/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	2041								24			
177	174	694	700	0.3333333333333333		1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	2042								24			
177	174	2083/3	2101/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	2043								24			
177	174	2084/3	2102/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	2044								24			
177	174	695	701	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	2045								24			
177	174	2086/3	2104/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	2046								24			
177	174	2087/3	2105/3	0.0		11/12	11/12	Spanner	2/2	2	1	0															
177	174	2087/3	2105/3	0.3333333333333333		11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	2047											
178	175	696	702	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	2048											
178	175	698	704	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2049											
178	175	699	705	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2050											
178	175	696	702	0.0		0	0	Spanner	2/2	2	1	0												25			
178	175	696	702	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	2051								25			
178	175	2089/3	2107/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	2052								25			
178	175	2090/3	2108/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	2053								25			
178	175	697	703	0.3333333333333333		1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	2054								25			
178	175	2092/3	2110/3	0.3333333333333333		1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	2055								25			
178	175	2093/3	2111/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	2056								25			
178	175	698	704	0.3333333333333333		1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	2057								25			
178	175	2095/3	2113/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	2058								25			
178	175	2096/3	2114/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	2059								25			
178	175	699	705	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	2060								25			
178	175	2098/3	2116/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	2061								25			
178	175	2099/3	2117/3	0.0		11/12	11/12	Spanner	2/2	2	1	0															
178	175	2099/3	2117/3	0.3333333333333333		11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	2062											
179	176	700	706	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2063							124				
179	176	701	707	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2064							124				
179	176	702	708	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2065							124				
179	176	703	709	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2066											
179	176	700	706	0.0		0	0	Spanner	2/2	2	1	0												26			
179	176	700	706	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	2067								26			
179	176	2101/3	2119/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	2068								26			
179	176	2102/3	2120/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	2069								26			
179	176	701	707	0.3333333333333333		1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	2070								26			
179	176	2104/3	2122/3	0.3333333333333333		1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	2071								26			
179	176	2105/3	2123/3	0.0		5/12	5/12	Spanner	2/2	2	1	0															
179	176	2105/3	2123/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	2072											
179	176	702	708	0.0		1/2	1/2	Spanner	2/2	2	1	0												27			
