mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	crescendo_hairpin	decrescendo_hairpin
236	236	1413/2	1413/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1389												
236	236	707	707	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1390												
236	236	1415/2	1415/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1391												
237	237	708	708	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1392									145			
237	237	708	708	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1393												
237	237	1417/2	1417/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1394												
237	237	709	709	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1395												
237	237	1419/2	1419/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1396												
237	237	710	710	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1397												
237	237	1421/2	1421/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1398												
238	238	711	711	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1399									145			
238	238	1425/2	1425/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1400									145			
238	238	713	713	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1401												
238	238	711	711	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1402												
238	238	1423/2	1423/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1403												
238	238	712	712	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1404												
238	238	1425/2	1425/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1405												
238	238	713	713	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1406												
238	238	1427/2	1427/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1407												
239	239	714	714	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1408									146			
239	239	714	714	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1409												
239	239	1429/2	1429/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1410												
239	239	715	715	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1411												
239	239	1431/2	1431/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1412												
239	239	716	716	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1413												
239	239	1433/2	1433/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1414												
240	240	717	717	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1415			articStaccatoAbove									
240	240	717	717	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1416												
240	240	1435/2	1435/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1417												
240	240	718	718	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1418												
240	240	1437/2	1437/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1419												
240	240	719	719	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1420												
240	240	1439/2	1439/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1421												
241	241	720	720	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1422									147			
241	241	1441/2	1441/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1423									147			
241	241	721	721	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1424									147			
241	241	1443/2	1443/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1425									147			
241	241	722	722	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1426									147			
241	241	1445/2	1445/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1427									147			
241	241	720	720	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1428												
241	241	1441/2	1441/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1429												
241	241	721	721	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1430												
241	241	1443/2	1443/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1431												
241	241	722	722	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1432												
241	241	1445/2	1445/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1433												
242	242	723	723	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1434									147			
242	242	1447/2	1447/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1435									147			
242	242	724	724	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1436									147			
242	242	1449/2	1449/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1437									147			
242	242	725	725	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1438									147			
242	242	1451/2	1451/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1439												
242	242	723	723	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1440												
242	242	1447/2	1447/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1441												
242	242	724	724	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1442												
242	242	1449/2	1449/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1443												
242	242	725	725	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1444												
242	242	1451/2	1451/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1445												
243	243	726	726	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1446									148			
243	243	726	726	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1447												
243	243	1453/2	1453/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1448												
243	243	727	727	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1449												
243	243	1455/2	1455/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1450												
243	243	728	728	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1451												
243	243	1457/2	1457/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1452												
244	244	729	729	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1453			articStaccatoAbove									
244	244	729	729	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1454												
244	244	1459/2	1459/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1455												
244	244	730	730	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1456												
244	244	1461/2	1461/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1457												
244	244	731	731	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1458												
244	244	1463/2	1463/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1459												
245	245	732	732	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1460									149			
245	245	1465/2	1465/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1461									149			
245	245	733	733	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1462									149			
245	245	1467/2	1467/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1463									149			
245	245	734	734	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1464									149			
245	245	1469/2	1469/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1465									149			
245	245	732	732	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1466												
245	245	1465/2	1465/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1467												
245	245	733	733	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1468												
245	245	1467/2	1467/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1469												
245	245	734	734	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1470												
245	245	1469/2	1469/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1471												
246	246	735	735	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1472									149			
246	246	1471/2	1471/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1473									149			
246	246	736	736	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1474									149			
246	246	1473/2	1473/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1475									149			
246	246	737	737	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1476									149			
246	246	1475/2	1475/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1477												
246	246	735	735	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1478												
246	246	1471/2	1471/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1479												
246	246	736	736	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1480												
246	246	1473/2	1473/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1481												
246	246	737	737	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1482												
246	246	1475/2	1475/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1483												
247	247	738	738	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1484												
247	247	740	740	0.0	1/2	1/2	Dynamic	3/4	1	1	0						sf										
247	247	740	740	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1485												
247	247	1477/2	1477/2	0.0	1/8	1/8	Spanner	3/4	2	1	0														4		
247	247	1477/2	1477/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1486										4		
247	247	739	739	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1487										4		
247	247	1479/2	1479/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1488										4		
247	247	740	740	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1489										4		
247	247	1481/2	1481/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1490										4		
248	248	741	741	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1491												
248	248	743	743	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1492												
248	248	741	741	0.0	0	0	Spanner	3/4	2	1	0																
248	248	741	741	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1493												
248	248	1483/2	1483/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1494												
248	248	742	742	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1495												
248	248	1485/2	1485/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1496												
248	248	743	743	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1497												
248	248	1487/2	1487/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1498												
249	249	744	744	0.0	0	0	Dynamic	3/4	1	1	0						sf										
249	249	744	744	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1499												
249	249	744	744	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1500												
249	249	1489/2	1489/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1501												
249	249	745	745	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1502												
249	249	1491/2	1491/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1503												
249	249	746	746	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1504												
249	249	1493/2	1493/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1505												
250	250	747	747	0.0	0	0	Dynamic	3/4	1	1	0						sf										
250	250	747	747	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1506												
250	250	747	747	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1507												
250	250	1495/2	1495/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1508												
250	250	748	748	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1509												
250	250	1497/2	1497/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1510												
250	250	749	749	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1511												
250	250	1499/2	1499/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1512												
251	251	750	750	0.0	0	0	Dynamic	3/4	1	1	0						sf										
251	251	750	750	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1513												
251	251	750	750	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1514												
251	251	1501/2	1501/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1515												
251	251	751	751	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1516												
251	251	1503/2	1503/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1517												
251	251	752	752	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1518												
251	251	1505/2	1505/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1519												
252	252	753	753	0.0	0	0	Chord	3/4	1	1	0	grace16after	1/16	1	1520												
252	252	753	753	0.0	0	0	Chord	3/4	1	1	0	grace16after	1/16	1	1521												
252	252	753	753	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1522			ornamentTrill									
252	252	753	753	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1523												
252	252	1507/2	1507/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1524												
252	252	754	754	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1525												
252	252	1509/2	1509/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1526												
252	252	755	755	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1527												
252	252	1511/2	1511/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1528												
253	253	756	756	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1529												
253	253	1513/2	1513/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1530												
253	253	757	757	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1531												
253	253	1515/2	1515/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1532												
253	253	758	758	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1533												
253	253	1517/2	1517/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1534												
253	253	756	756	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1535												
254	254	759	759	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1536												
254	254	1519/2	1519/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1537												
254	254	760	760	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1538												
254	254	1521/2	1521/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1539												
254	254	761	761	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1540												
254	254	1523/2	1523/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1541												
255	255	762	762	0.0	0	0	Dynamic	3/4	1	1	0						f										
255	255	762	762	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1542			articStaccatoAbove									
255	255	764	764	0.0	1/2	1/2	Dynamic	3/4	1	1	0						sf										
255	255	764	764	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1543									150			
255	255	762	762	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1544												
255	255	1525/2	1525/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1545												
255	255	763	763	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1546												
255	255	1527/2	1527/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1547												
255	255	764	764	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1548												
255	255	1529/2	1529/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1549												
256	256	765	765	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1550									150			
256	256	767	767	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1551									150			
256	256	765	765	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1552												
256	256	1531/2	1531/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1553												
256	256	766	766	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1554												
256	256	1533/2	1533/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1555												
256	256	767	767	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1556												
256	256	1535/2	1535/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1557												
257	257	768	768	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1558												
257	257	770	770	0.0	1/2	1/2	Dynamic	3/4	1	1	0						sf										
257	257	770	770	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1559									151			
257	257	768	768	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1560												
257	257	1537/2	1537/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1561												
257	257	769	769	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1562												
257	257	1539/2	1539/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1563												
257	257	770	770	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1564												
257	257	1541/2	1541/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1565												
258	258	771	771	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1566												
258	258	773	773	0.0	1/2	1/2	Dynamic	3/4	1	1	0						sf										
258	258	773	773	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1567									152			
258	258	771	771	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1568												
258	258	1543/2	1543/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1569												
258	258	772	772	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1570												
258	258	1545/2	1545/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1571												
258	258	773	773	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1572												
258	258	1547/2	1547/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1573												
259	259	774	774	0.0	0	0	Spanner	3/4	1	1	0													152	5		
259	259	774	774	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1574									152	5		
259	259	1549/2	1549/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1575									152	5		
259	259	775	775	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1576									152	5		
259	259	1551/2	1551/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1577									152	5		
259	259	776	776	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1578									152	5		
259	259	1553/2	1553/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1579									152	5		
259	259	774	774	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1580									153			
259	259	1549/2	1549/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1581									153			
259	259	775	775	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1582									153			
259	259	1551/2	1551/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1583									153			
259	259	776	776	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1584									153			
259	259	1553/2	1553/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1585									153			
260	260	777	777	0.0	0	0	Spanner	3/4	1	1	0													152			
260	260	777	777	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1586									152			
260	260	1555/2	1555/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1587									152			
260	260	778	778	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1588									152			
260	260	1557/2	1557/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1589									152			
260	260	779	779	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1590									152			
260	260	1559/2	1559/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1591												
260	260	777	777	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1592									153			
260	260	1555/2	1555/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1593									153			
260	260	778	778	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1594									153			
260	260	1557/2	1557/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1595									153			
260	260	779	779	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1596									153			
260	260	1559/2	1559/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1597												
261	261	780	780	0.0	0	0	Dynamic	3/4	1	1	0						ff										
261	261	780	780	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1598									154			
261	261	1561/2	1561/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1599									154			
261	261	781	781	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1600									154			
261	261	1563/2	1563/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1601									154			
261	261	782	782	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1602									154			
261	261	1565/2	1565/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1603									154			
261	261	780	780	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1604									155			
261	261	1561/2	1561/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1605									155			
261	261	781	781	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1606									155			
261	261	1563/2	1563/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1607									155			
261	261	782	782	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1608									155			
261	261	1565/2	1565/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1609									155			
262	262	783	783	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1610									154			
262	262	1567/2	1567/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1611									154			
262	262	784	784	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1612									154			
262	262	1569/2	1569/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1613									154			
262	262	785	785	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1614									154			
262	262	1571/2	1571/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1615												
262	262	783	783	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1616									155			
262	262	1567/2	1567/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1617									155			
262	262	784	784	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1618									155			
262	262	1569/2	1569/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1619									155			
262	262	785	785	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1620									155			
262	262	1571/2	1571/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1621												
263	263	786	786	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1622												
263	263	3151/4	3151/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1623									156			
263	263	788	788	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	1624									156			
263	263	3155/4	3155/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1625												
263	263	786	786	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1626												
263	263	787	787	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1627			articStaccatoAbove									
264	264	789	789	0.0	0	0	Dynamic	3/4	1	1	0						sf										
264	264	789	789	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1628			articStaccatoAbove									
264	264	3163/4	3163/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1629									157			
264	264	791	791	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	1630									157			
264	264	3167/4	3167/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1631												
264	264	790	790	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1632			articStaccatoAbove									
265	265	792	792	0.0	0	0	Dynamic	3/4	1	1	0						sf										
265	265	792	792	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1633			articStaccatoAbove									
265	265	3175/4	3175/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1634									158			
265	265	794	794	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	1635									158			
265	265	3179/4	3179/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1636												
265	265	793	793	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1637			articStaccatoAbove									
266	266	795	795	0.0	0	0	Dynamic	3/4	1	1	0						sf										
266	266	795	795	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1638			articStaccatoAbove									
266	266	3187/4	3187/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1639									159			
266	266	797	797	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	1640									159			
266	266	3191/4	3191/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1641												
266	266	796	796	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1642			articStaccatoAbove									
267	267	798	798	0.0	0	0	Dynamic	3/4	1	1	0						ff										
267	267	798	798	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1643									160			
267	267	1599/2	1599/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1644												
267	267	800	800	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1645									161			
267	267	1601/2	1601/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1646												
267	267	799	799	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1647			articStaccatoAbove									
268	268	801	801	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1648									162			
268	268	1603/2	1603/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1649												
268	268	802	802	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1650									163			
268	268	1605/2	1605/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1651												
268	268	803	803	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1652									164			
268	268	1607/2	1607/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1653												
269	269	804	804	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1654									165			
269	269	1609/2	1609/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1655												
269	269	805	805	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1656									166			
269	269	1611/2	1611/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1657												
