mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	Trill:trill
156	155	463	463	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1381				155	
156	155	927/2	927/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1382					
156	155	929/2	929/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1383				156	
156	155	465	465	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1384					
157	156	931/2	931/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1385					
157	156	467	467	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1386				157	
157	156	466	466	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1387				158	
157	156	933/2	933/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1388					
157	156	935/2	935/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1389				159	
157	156	468	468	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1390					
158	157	937/2	937/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1391				157	
158	157	470	470	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1392				157	
158	157	469	469	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1393				160	
158	157	939/2	939/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1394					
158	157	941/2	941/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1395				161	
158	157	471	471	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1396					
159	158	943/2	943/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1397					
159	158	473	473	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1398				162	
159	158	472	472	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1399				163	
159	158	945/2	945/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1400					
159	158	947/2	947/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1401				164	
159	158	474	474	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1402					
160	159	949/2	949/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1403				162	
160	159	476	476	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1404				162	
160	159	475	475	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1405				165	
160	159	951/2	951/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1406					
160	159	953/2	953/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1407				166	
160	159	477	477	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1408					
161	160	955/2	955/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1409					
161	160	479	479	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1410				167	
161	160	478	478	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1411				168	
161	160	957/2	957/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1412					
161	160	959/2	959/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1413				169	
161	160	480	480	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1414					
162	161	961/2	961/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1415				167	
162	161	482	482	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1416				167	
162	161	481	481	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1417				170	
162	161	963/2	963/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1418					
162	161	965/2	965/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1419				171	
162	161	483	483	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1420					
163	162	967/2	967/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1421					
163	162	485	485	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1422				172	
163	162	484	484	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1423				173	
163	162	969/2	969/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1424					
163	162	971/2	971/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1425				174	
163	162	486	486	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1426					
164	163	973/2	973/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1427				172	
164	163	488	488	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1428				172	
164	163	487	487	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1429				175	
164	163	975/2	975/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1430					
164	163	977/2	977/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1431				176	
164	163	489	489	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1432					
165	164	979/2	979/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1433					
165	164	491	491	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1434				177	
165	164	490	490	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1435				178	
165	164	981/2	981/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1436					
165	164	983/2	983/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1437				179	
165	164	492	492	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1438					
166	165	985/2	985/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1439				177	
166	165	494	494	0.0	3/8	3/8	Dynamic	6/8	1	1	0						pp		177	
166	165	494	494	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1440				177	
166	165	985/2	985/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1441					
166	165	494	494	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1442					
166	165	493	493	0.5	1/8	1/8	Chord	6/8	2	2	1/8		1/8	1	1443				180	
166	165	987/2	987/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	1444					
166	165	989/2	989/2	0.5	1/2	1/2	Chord	6/8	2	2	1/8		1/8	1	1445				181	
166	165	495	495	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	1446					
167	166	991/2	991/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1447				177	
167	166	497	497	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1448					
167	166	991/2	991/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1449					
167	166	497	497	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1450					
167	166	496	496	0.5	1/8	1/8	Chord	6/8	2	2	1/8		1/8	1	1451				182	
167	166	993/2	993/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	1452					
167	166	995/2	995/2	0.5	1/2	1/2	Chord	6/8	2	2	1/8		1/8	1	1453				183	
167	166	498	498	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	1454					
168	167	500	500	0.0	3/8	3/8	Dynamic	6/8	1	1	0						sf			
168	167	500	500	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1455				184	
168	167	501	501	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1456					
168	167	997/2	997/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1457					
168	167	999/2	999/2	0.0	1/4	1/4	Dynamic	6/8	2	1	0						sfp			
168	167	999/2	999/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1458					
168	167	500	500	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1459					
168	167	997/2	997/2	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	1460					
169	168	1003/2	1003/2	0.0	0	0	Chord	6/8	1	1	0	acciaccatura	1/8	1	1461					
169	168	1003/2	1003/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1462			articStaccatoBelow		
169	168	502	502	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1463			articStaccatoBelow		
169	168	1005/2	1005/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1464			articStaccatoBelow		
169	168	503	503	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	1465					
169	168	503	503	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1466			articStaccatoBelow		
169	168	1007/2	1007/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1467			articStaccatoBelow		
169	168	504	504	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1468			articStaccatoBelow		
169	168	1003/2	1003/2	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	1469					
170	169	1009/2	1009/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1470					
170	169	506	506	0.0	3/8	3/8	Dynamic	6/8	1	1	0						sf			
170	169	506	506	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1471				185	
170	169	507	507	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1472					
170	169	1009/2	1009/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1473					
170	169	1011/2	1011/2	0.0	1/4	1/4	Dynamic	6/8	2	1	0						sfp			
170	169	1011/2	1011/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1474					
170	169	506	506	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1475					
171	170	1015/2	1015/2	0.0	0	0	Chord	6/8	1	1	0	acciaccatura	1/8	1	1476					
171	170	1015/2	1015/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1477			articStaccatoBelow		
171	170	508	508	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1478			articStaccatoBelow		
171	170	1017/2	1017/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1479			articStaccatoBelow		
171	170	509	509	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura	1/8	1	1480					
171	170	509	509	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1481			articStaccatoBelow		
171	170	1019/2	1019/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1482			articStaccatoBelow		
171	170	510	510	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1483			articStaccatoBelow		
171	170	1015/2	1015/2	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	1484					
172	171	1021/2	1021/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1485					
172	171	512	512	0.0	3/8	3/8	Dynamic	6/8	1	1	0						sf			
172	171	512	512	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1486				186	
172	171	513	513	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1487					
172	171	1025/2	1025/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1488					
172	171	513	513	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1489					
172	171	1021/2	1021/2	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	1490					
172	171	1023/2	1023/2	0.0	1/4	1/4	Dynamic	6/8	2	2	0						sfp			
172	171	1023/2	1023/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	1491					
172	171	512	512	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	1492					
173	172	1027/2	1027/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1493			articStaccatoBelow		
173	172	514	514	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1494			articStaccatoBelow		
173	172	1029/2	1029/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1495			articStaccatoBelow		
173	172	515	515	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1496			articStaccatoBelow		
173	172	1031/2	1031/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1497			articStaccatoBelow		
173	172	516	516	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1498			articStaccatoBelow		
173	172	1027/2	1027/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1499					
173	172	515	515	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1500					
173	172	1027/2	1027/2	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	1501					
174	173	1033/2	1033/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1502					
174	173	518	518	0.0	3/8	3/8	Dynamic	6/8	1	1	0						sf			
174	173	518	518	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1503				187	
174	173	519	519	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1504					
174	173	1033/2	1033/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1505					
174	173	1037/2	1037/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1506					
174	173	519	519	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1507					
174	173	1033/2	1033/2	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	1508					
174	173	1035/2	1035/2	0.0	1/4	1/4	Dynamic	6/8	2	2	0						sfp			
174	173	1035/2	1035/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	1509					
174	173	518	518	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	1510					
175	174	1039/2	1039/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1511			articStaccatoBelow		
175	174	520	520	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1512			articStaccatoBelow		
175	174	1041/2	1041/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1513			articStaccatoBelow		
175	174	521	521	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1514			articStaccatoBelow		
175	174	1043/2	1043/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1515			articStaccatoBelow		
175	174	522	522	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1516			articStaccatoBelow		
175	174	1039/2	1039/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1517					
175	174	521	521	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1518					
175	174	1039/2	1039/2	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	1519					
176	175	1045/2	1045/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1520			articStaccatoBelow		
176	175	523	523	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1521				188	
176	175	1047/2	1047/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1522					
176	175	524	524	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1523			articStaccatoBelow		
176	175	1049/2	1049/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1524			articStaccatoBelow		
176	175	525	525	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1525			articStaccatoBelow		
176	175	1045/2	1045/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1526					
176	175	1045/2	1045/2	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	1527					
177	176	1051/2	1051/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1528			articStaccatoAbove		
177	176	526	526	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1529			articStaccatoAbove		
177	176	1053/2	1053/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1530			articStaccatoAbove		
177	176	527	527	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1531			articStaccatoAbove		
177	176	1055/2	1055/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1532			articStaccatoAbove		
177	176	528	528	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1533			articStaccatoAbove		
178	177	1057/2	1057/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1534			articStaccatoAbove		
178	177	529	529	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1535				189	
178	177	1059/2	1059/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1536					
178	177	530	530	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1537			articStaccatoAbove		
178	177	1061/2	1061/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1538			articStaccatoAbove		
178	177	531	531	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1539			articStaccatoAbove		
179	178	1063/2	1063/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1540			articStaccatoAbove		
179	178	532	532	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1541			articStaccatoAbove		
179	178	1065/2	1065/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1542			articStaccatoAbove		
179	178	533	533	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1543			articStaccatoAbove		
179	178	1067/2	1067/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1544			articStaccatoAbove		
179	178	534	534	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1545			articStaccatoAbove		
180	179	1069/2	1069/2	0.0	0	0	Dynamic	6/8	1	1	0						pp			
180	179	1069/2	1069/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1546					
180	179	1069/2	1069/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1547					
180	179	535	535	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1548			articStaccatoBelow		
180	179	1071/2	1071/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1549			articStaccatoBelow		
180	179	536	536	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1550			articStaccatoBelow		
180	179	1073/2	1073/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1551			articStaccatoBelow		
180	179	537	537	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1552			articStaccatoBelow		
181	180	1075/2	1075/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1553			articStaccatoAbove		
181	180	538	538	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1554			articStaccatoAbove		
181	180	1077/2	1077/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1555			articStaccatoAbove		
181	180	539	539	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1556			articStaccatoAbove		
181	180	1079/2	1079/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1557			articStaccatoAbove		
181	180	540	540	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1558			articStaccatoAbove		
182	181	1081/2	1081/2	0.0	0	0	Dynamic	6/8	1	1	0						p			
182	181	1081/2	1081/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1559			articStaccatoBelow		
182	181	541	541	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1560			articStaccatoBelow		
182	181	1083/2	1083/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1561			articStaccatoBelow		
182	181	542	542	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1562			articStaccatoBelow		
182	181	1085/2	1085/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1563			articStaccatoBelow		
182	181	543	543	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1564			articStaccatoBelow		
182	181	1081/2	1081/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1565			articStaccatoAbove		
183	182	1087/2	1087/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1566			articStaccatoAbove		
183	182	544	544	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1567			articStaccatoAbove		
183	182	1089/2	1089/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1568			articStaccatoAbove		
183	182	545	545	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1569			articStaccatoAbove		
183	182	1091/2	1091/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1570			articStaccatoAbove		
183	182	546	546	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1571			articStaccatoAbove		
183	182	546	546	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1572			articStaccatoAbove		
184	183	1093/2	1093/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1573			articStaccatoAbove		
184	183	1095/2	1095/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1574			articStaccatoAbove		
184	183	548	548	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1575			articStaccatoAbove		
184	183	549	549	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1576			articStaccatoAbove		
184	183	1093/2	1093/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1577			articStaccatoAbove		
184	183	1095/2	1095/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1578			articStaccatoAbove		
184	183	548	548	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1579			articStaccatoAbove		
184	183	549	549	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1580			articStaccatoAbove		
185	184	1099/2	1099/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1581			articStaccatoAbove		
185	184	552	552	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1582					
185	184	1099/2	1099/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1583			articStaccatoAbove		
186	185	1105/2	1105/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1584			articStaccatoBelow		
186	185	553	553	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1585			articStaccatoBelow		
186	185	1107/2	1107/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1586			articStaccatoBelow		
186	185	554	554	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1587			articStaccatoBelow		
186	185	1109/2	1109/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1588			articStaccatoBelow		
186	185	555	555	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1589			articStaccatoBelow		
186	185	1105/2	1105/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1590					
187	186	1111/2	1111/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1591			articStaccatoAbove		
187	186	556	556	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1592			articStaccatoAbove		
187	186	1113/2	1113/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1593			articStaccatoAbove		
187	186	557	557	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1594			articStaccatoAbove		
187	186	1115/2	1115/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1595			articStaccatoAbove		
187	186	558	558	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1596			articStaccatoAbove		
187	186	558	558	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1597			articStaccatoBelow		
188	187	1117/2	1117/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1598			articStaccatoAbove		
188	187	1119/2	1119/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1599			articStaccatoAbove		
188	187	560	560	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1600			articStaccatoAbove		
188	187	561	561	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1601			articStaccatoAbove		
188	187	1117/2	1117/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1602			articStaccatoBelow		
188	187	1119/2	1119/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1603			articStaccatoBelow		
188	187	560	560	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1604			articStaccatoBelow		
188	187	561	561	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1605			articStaccatoBelow		
189	188	1123/2	1123/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1606			articStaccatoAbove		
189	188	1123/2	1123/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1607			articStaccatoBelow		
189	188	564	564	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1608					
190	189	1129/2	1129/2	0.0	0	0	Dynamic	6/8	1	1	0						f			
190	189	1129/2	1129/2	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	1609					
190	189	1129/2	1129/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1610			articStaccatoBelow		
190	189	565	565	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1611			articStaccatoBelow		
190	189	1131/2	1131/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1612			articStaccatoBelow		
190	189	566	566	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1613			articStaccatoBelow		
190	189	1133/2	1133/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1614			articStaccatoBelow		
190	189	567	567	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1615			articStaccatoBelow		
191	190	1135/2	1135/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1616					
191	190	569	569	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1617					
191	190	1139/2	1139/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1618			articStaccatoAbove		
191	190	570	570	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1619			articStaccatoAbove		
191	190	1135/2	1135/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1620			articStaccatoAbove		
191	190	568	568	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1621			articStaccatoAbove		
191	190	1137/2	1137/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1622			articStaccatoAbove		
191	190	569	569	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1623			articStaccatoAbove		
191	190	1139/2	1139/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1624			articStaccatoAbove		
191	190	570	570	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1625			articStaccatoAbove		
192	191	1141/2	1141/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1626					
192	191	1143/2	1143/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1627					
192	191	572	572	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1628					
192	191	573	573	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1629					
192	191	1141/2	1141/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1630					
192	191	1143/2	1143/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1631					
