mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_line	diminuendo_line	crescendo_hairpin
110	108	434	438	0.5		1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	1384								
110	108	869/2	877/2	0.5		5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	1385								
110	108	435	439	0.5		3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	1386								
110	108	871/2	879/2	0.5		7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	1387								
111	109	436	440	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1388				104				
111	109	437	441	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1389								
111	109	438	442	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1390				107				
111	109	436	440	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	1391								
111	109	438	442	0.0		1/2	1/2	Dynamic	4/4	1	2	0						p						
111	109	438	442	1.5		1/2	1/2	Chord	4/4	1	2	3/8		1/4	3/2	1392	p			108				
111	109	879/2	887/2	0.25		7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	1393				108				
111	109	1759/4	1775/4	0.25		15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	1394								
111	109	436	440	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1395				106				
111	109	438	442	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1396				106				
111	109	436	440	0.5		0	0	Chord	4/4	2	2	1/8		1/8	1	1397								
111	109	873/2	881/2	0.5		1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	1398								
111	109	437	441	0.5		1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	1399								
111	109	875/2	883/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	1400								
111	109	438	442	0.5		1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	1401								
111	109	877/2	885/2	0.5		5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	1402								
111	109	439	443	0.5		3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	1403								
111	109	879/2	887/2	0.5		7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	1404								
112	110	440	444	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1405								
112	110	442	446	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1406								
112	110	440	444	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	1407				109				
112	110	441	445	1.0		1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	1408								
112	110	442	446	1.5		1/2	1/2	Chord	4/4	1	2	3/8		1/4	3/2	1409				110				
112	110	887/2	895/2	0.25		7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	1410				110				
112	110	1775/4	1791/4	0.25		15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	1411								
112	110	442	446	0.0		1/2	1/2	Dynamic	4/4	1	3	0						sf						
112	110	442	446	2.0		1/2	1/2	Chord	4/4	1	3	1/2		1/2	1	1412								
112	110	440	444	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1413				106				
112	110	442	446	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1414				106				
112	110	440	444	0.5		0	0	Chord	4/4	2	2	1/8		1/8	1	1415								
112	110	881/2	889/2	0.5		1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	1416								
112	110	441	445	0.5		1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	1417								
112	110	883/2	891/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	1418								
112	110	442	446	0.5		1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	1419								
112	110	885/2	893/2	0.5		5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	1420								
112	110	443	447	0.5		3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	1421								
112	110	887/2	895/2	0.5		7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	1422								
113	111	444	448	0.0		0	0	Dynamic	4/4	1	1	0						f						
113	111	444	448	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1423	f		articStaccatoAbove					
113	111	446	450	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1424			articStaccatoBelow					
113	111	444	448	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1425								
113	111	446	450	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1426			articStaccatoAbove					
113	111	444	448	1.0		0	0	Chord	4/4	2	2	1/4		1/4	1	1427			articStaccatoBelow					
114	112	450	454	0.0		1/2	1/2	Dynamic	4/4	1	1	0						p						
114	112	450	454	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1428	p			111				
114	112	901/2	909/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1429				111				
114	112	451	455	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1430				111				
114	112	903/2	911/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1431								
114	112	448	452	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1432								
114	112	448	452	1.0		0	0	Chord	4/4	2	2	1/4		1/4	1	1433								
115	113	452	456	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1434								
115	113	454	458	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1435			articStaccatoAbove	112				
115	113	455	459	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1436			articStaccatoAbove					
116	114	456	460	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1437			articStaccatoAbove	113				
116	114	457	461	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1438			articStaccatoAbove	113				
116	114	458	462	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1439			articStaccatoAbove	113				
116	114	459	463	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1440			articStaccatoAbove					
117	115	460	464	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1441				114				
117	115	461	465	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	1442				114				
117	115	462	466	0.0		1/2	1/2	Spanner	4/4	1	1	0								114				4
117	115	463	467	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1443				114				4
117	115	462	466	2.0		1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	1444								4
117	115	462	466	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1445				115				
118	116	464	468	0.0		0	0	Spanner	4/4	1	1	0								114				
118	116	464	468	0.0		0	0	Spanner	4/4	1	1	0								114	5			
118	116	464	468	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1446				114	5			
118	116	466	470	0.0		1/2	1/2	Spanner	4/4	1	1	0												
118	116	466	470	0.0		1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	1447								
118	116	466	470	0.0		1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	1448								
118	116	466	470	0.0		1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	1449								
118	116	466	470	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1450				116				
118	116	933/2	941/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1451				116				
118	116	467	471	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1452				116				
118	116	935/2	943/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1453								
118	116	464	468	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	1454	>							
118	116	465	469	1.0		1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	1455								
118	116	464	468	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1456								
119	117	468	472	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1457								
119	117	470	474	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1458			articStaccatoAbove	117				
119	117	471	475	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1459			articStaccatoAbove					
120	118	472	476	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1460			articStaccatoAbove	118				
120	118	473	477	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1461			articStaccatoAbove	118				
120	118	474	478	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1462				118				
120	118	475	479	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1463			articStaccatoAbove					
121	119	476	480	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1464				119				
121	119	477	481	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	1465				119				
121	119	478	482	0.0		1/2	1/2	Spanner	4/4	1	1	0								119				5
121	119	479	483	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1466				119				5
121	119	478	482	2.0		1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	1467								5
121	119	478	482	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1468				120				
122	120	480	484	0.0		0	0	Spanner	4/4	1	1	0								119				
122	120	480	484	0.0		0	0	Spanner	4/4	1	1	0								119	6			
122	120	480	484	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1469				119	6			
122	120	481	485	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1470					6			
122	120	482	486	0.0		1/2	1/2	Dynamic	4/4	1	1	0						p			6			
122	120	480	484	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	1471					6			
122	120	480	484	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1472								
122	120	482	486	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1473				121				
122	120	965/2	973/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1474				121				
122	120	483	487	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1475				121				
122	120	967/2	975/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1476								
123	121	484	488	0.0		0	0	Spanner	4/4	1	1	0												
123	121	486	490	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1477	p			122				
123	121	973/2	981/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1478				122				
123	121	487	491	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1479				122				
123	121	975/2	983/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1480								
123	121	484	488	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1481				123				
123	121	486	490	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1482				123				
123	121	487	491	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1483				123				
124	122	488	492	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1484								
124	122	490	494	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1485				124				
124	122	981/2	989/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1486				124				
124	122	491	495	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1487				124				
124	122	983/2	991/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1488								
124	122	488	492	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1489				123				
124	122	489	493	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1490				123				
124	122	490	494	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1491				123				
124	122	491	495	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1492				123				
125	123	492	496	0.0		0	0	Spanner	4/4	1	1	0												6
125	123	492	496	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1493								6
125	123	494	498	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1494	<							6
125	123	492	496	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1495				123				
125	123	493	497	2.0		1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	1496				123				
125	123	495	499	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1497				123				
125	123	492	496	4.0		0	0	Chord	4/4	2	2	1		1	1	1498								
126	124	496	500	0.0		0	0	Spanner	4/4	1	1	0												
126	124	496	500	0.0		0	0	Spanner	4/4	1	1	0									7			
126	124	496	500	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1499	>				7			
126	124	497	501	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1500					7			
126	124	498	502	0.0		1/2	1/2	Spanner	4/4	1	1	0												
126	124	496	500	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1501				123				
126	124	497	501	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1502								
126	124	498	502	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1503				125				
126	124	997/2	1005/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1504				125				
126	124	499	503	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1505				125				
126	124	999/2	1007/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1506								
126	124	496	500	2.0		0	0	Chord	4/4	2	2	1/2		1/2	1	1507								
127	125	502	506	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1508				126				
127	125	1005/2	1013/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1509				126				
127	125	503	507	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1510				126				
127	125	1007/2	1015/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1511								
127	125	500	504	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1512				127				
127	125	502	506	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1513				127				
127	125	503	507	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1514				127				
128	126	504	508	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1515								
128	126	506	510	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1516				128				
128	126	1013/2	1021/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1517				128				
128	126	507	511	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1518				128				
128	126	1015/2	1023/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1519								
128	126	504	508	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1520				127				
128	126	505	509	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1521				127				
128	126	506	510	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1522				127				
128	126	507	511	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1523				127				
129	127	508	512	0.0		0	0	Spanner	4/4	1	1	0												7
129	127	508	512	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1524	<							7
129	127	510	514	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1525				129				7
129	127	508	512	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1526				127				
129	127	509	513	2.0		1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	1527				127				
129	127	511	515	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1528				127				
129	127	508	512	4.0		0	0	Chord	4/4	2	2	1		1	1	1529								
130	128	512	516	0.0		0	0	Spanner	4/4	1	1	0								129				
130	128	512	516	0.0		0	0	Spanner	4/4	1	1	0								129	8			
130	128	514	518	0.0		1/2	1/2	Spanner	4/4	1	1	0												
130	128	515	519	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1530			articStaccatoAbove					
130	128	512	516	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	1531	>							
130	128	513	517	1.0		1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	1532	p							
130	128	514	518	0.0		1/2	1/2	Dynamic	4/4	1	2	0						p						
130	128	515	519	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1533								
130	128	512	516	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1534				127				
130	128	513	517	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1535								
130	128	514	518	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1536								
130	128	1029/2	1037/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1537								
130	128	515	519	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1538								
130	128	1031/2	1039/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1539								
130	128	512	516	2.0		0	0	Chord	4/4	2	2	1/2		1/2	1	1540								
131	129	516	520	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	1541			ornamentTurn	130				
131	129	1035/2	1043/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1542				130				
131	129	518	522	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1543			articStaccatoAbove					
131	129	519	523	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1544			articStaccatoAbove					
131	129	516	520	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	1545								
131	129	518	522	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1546								
131	129	519	523	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1547								
131	129	516	520	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1548								
131	129	1033/2	1041/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1549								
131	129	517	521	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1550								
131	129	1035/2	1043/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1551								
131	129	518	522	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1552								
131	129	1037/2	1045/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1553								
131	129	519	523	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1554								
131	129	1039/2	1047/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1555								
132	130	520	524	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	1556			ornamentTurn	131				
132	130	1043/2	1051/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1557				131				
132	130	522	526	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1558			articStaccatoAbove					
132	130	523	527	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1559				132				
132	130	520	524	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	1560								
132	130	522	526	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1561								
132	130	523	527	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1562								
132	130	520	524	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1563								
132	130	1041/2	1049/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1564								
132	130	521	525	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1565								
132	130	1043/2	1051/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1566								
132	130	522	526	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1567								
132	130	1045/2	1053/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1568								
132	130	523	527	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1569								
132	130	1047/2	1055/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1570								
133	131	524	528	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1571				132				
133	131	525	529	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1572				132				
133	131	526	530	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1573				132				
133	131	527	531	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1574								
133	131	524	528	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1575								
133	131	1049/2	1057/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1576								
133	131	525	529	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1577								
133	131	1051/2	1059/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1578								
133	131	526	530	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1579								
133	131	1053/2	1061/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1580								
133	131	527	531	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1581								
133	131	1055/2	1063/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1582								
134	132	528	532	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1583				133				
134	132	530	534	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1584								
134	132	531	535	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1585			articStaccatoAbove					
134	132	528	532	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	1586				134				
134	132	530	534	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1587								
134	132	531	535	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1588								
134	132	528	532	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1589								
134	132	1057/2	1065/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1590								
134	132	529	533	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1591								
134	132	1059/2	1067/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1592								
134	132	530	534	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1593								
134	132	1061/2	1069/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1594								
134	132	531	535	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1595								
134	132	1063/2	1071/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1596								
134	132	528	532	3.0		0	0	Chord	4/4	2	2	3/4		1/2	3/2	1597								
134	132	531	535	1.0		3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	1598								
135	133	532	536	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	1599			ornamentTurn	135				
135	133	1067/2	1075/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1600				135				
135	133	534	538	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1601			articStaccatoAbove					
135	133	535	539	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1602			articStaccatoAbove					
135	133	532	536	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	1603	<							
135	133	534	538	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1604								
135	133	535	539	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1605	>							
135	133	532	536	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1606				136				
135	133	534	538	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1607								
135	133	535	539	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1608								
135	133	532	536	0.5		0	0	Chord	4/4	2	2	1/8		1/8	1	1609								
135	133	1065/2	1073/2	0.5		1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	1610								
135	133	533	537	0.5		1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	1611								
135	133	1067/2	1075/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	1612								
135	133	534	538	0.5		1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	1613								
135	133	1069/2	1077/2	0.5		5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	1614								
135	133	535	539	0.5		3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	1615								
135	133	1071/2	1079/2	0.5		7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	1616								
136	134	536	540	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	1617			ornamentTurn	137				
136	134	1075/2	1083/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1618				137				
136	134	538	542	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1619			articStaccatoAbove					
136	134	539	543	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1620				138				
136	134	536	540	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	1621	<							
136	134	538	542	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1622								
136	134	536	540	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1623				139				
136	134	538	542	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1624								
136	134	1077/2	1085/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1625								
136	134	539	543	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1626								
136	134	1079/2	1087/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1627								
136	134	536	540	0.5		0	0	Chord	4/4	2	2	1/8		1/8	1	1628								
136	134	1073/2	1081/2	0.5		1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	1629								
136	134	537	541	0.5		1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	1630								
136	134	1075/2	1083/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	1631								
136	134	538	542	1.0		1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1632								
136	134	539	543	1.0		3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	1633								
137	135	540	544	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1634				138				
137	135	541	545	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1635				138				
137	135	542	546	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1636				138				
137	135	543	547	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1637								
137	135	540	544	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1638								
137	135	542	546	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1639								
137	135	1085/2	1093/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1640								
137	135	543	547	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1641								
137	135	1087/2	1095/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1642								
137	135	540	544	0.5		0	0	Chord	4/4	2	2	1/8		1/8	1	1643								
137	135	1081/2	1089/2	0.5		1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	1644								
137	135	541	545	0.5		1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	1645								
137	135	1083/2	1091/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	1646								
137	135	542	546	1.0		1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1647								
137	135	543	547	1.0		3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	1648								
138	136	544	548	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1649				140				
138	136	545	549	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1650				140				
138	136	546	550	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf						
138	136	546	550	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1651								
138	136	544	548	3.0		0	0	Chord	4/4	1	2	3/4		1/2	3/2	1652								
138	136	547	551	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1653				141				
