mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	Trill:prallprall	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	crescendo_line	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
106	105	2503/6	2503/6	0.6666666666666666		1/6	1/6	Chord	2/2	2	1	1/6			1/4	2/3	1127																		
106	105	2507/6	2507/6	0.6666666666666666		1/3	1/3	Chord	2/2	2	1	1/6			1/4	2/3	1128																		
106	105	837/2	837/2	0.6666666666666666		1/2	1/2	Chord	2/2	2	1	1/6			1/4	2/3	1129																		
106	105	2515/6	2515/6	0.6666666666666666		2/3	2/3	Chord	2/2	2	1	1/6			1/4	2/3	1130																		
106	105	2519/6	2519/6	0.6666666666666666		5/6	5/6	Chord	2/2	2	1	1/6			1/4	2/3	1131																		
107	106	841/2	841/2	0.0		0	0	Spanner	2/2	1	1	0															0								
107	106	841/2	841/2	4.0		0	0	Chord	2/2	1	1	1			1	1	1132		ornamentTrill								0								
107	106	845/2	845/2	0.0		1/2	1/2	Spanner	2/2	1	1	0															0					10			
107	106	841/2	841/2	1.0		0	0	Chord	2/2	1	2	1/4			1/4	1	1133															10			
107	106	841/2	841/2	4.0		0	0	Chord	2/2	1	3	1			1	1	1134															10			
107	106	841/2	841/2	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	1135																		
107	106	421	421	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1136																		
107	106	843/2	843/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1137																		
107	106	422	422	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1138																		
107	106	845/2	845/2	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1139																		
107	106	423	423	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1140																		
107	106	847/2	847/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1141																		
107	106	424	424	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1142																		
108	107	849/2	849/2	0.0		0	0	SystemText	2/2	1	1	0								"<i><font size=""12""/>-           -            -            -            -             -            -             -             -            -             -            -            -</i>"							0					10			
108	107	849/2	849/2	0.0		0	0	Spanner	2/2	1	1	0															0, 1					10			
108	107	849/2	849/2	4.0		0	0	Chord	2/2	1	1	1			1	1	1143										0, 1					10			
108	107	849/2	849/2	2.0		0	0	Chord	2/2	1	3	1/2			1/2	1	1144															10			
108	107	853/2	853/2	2.0		1/2	1/2	Chord	2/2	1	3	1/2			1/2	1	1145															10			
108	107	849/2	849/2	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	1146																		
108	107	425	425	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1147																		
108	107	851/2	851/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1148																		
108	107	426	426	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1149																		
108	107	853/2	853/2	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1150																		
108	107	427	427	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1151																		
108	107	855/2	855/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1152																		
108	107	428	428	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1153																		
109	108	857/2	857/2	0.0		0	0	Spanner	2/2	1	1	0																				10			
109	108	857/2	857/2	0.0		0	0	Spanner	2/2	1	1	0																				10			
109	108	857/2	857/2	4.0		0	0	Chord	2/2	1	1	1			1	1	1154															10			
109	108	857/2	857/2	4.0		0	0	Chord	2/2	1	3	1			1	1	1155															10			
109	108	857/2	857/2	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	1156																		
109	108	429	429	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1157																		
109	108	859/2	859/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1158																		
109	108	430	430	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1159																		
109	108	861/2	861/2	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1160																		
109	108	431	431	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1161																		
109	108	863/2	863/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1162																		
109	108	432	432	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1163																		
110	109	865/2	865/2	4.0		0	0	Chord	2/2	1	1	1			1	1	1164															10			
110	109	865/2	865/2	2.0		0	0	Chord	2/2	1	3	1/2			1/2	1	1165															10			
110	109	869/2	869/2	2.0		1/2	1/2	Chord	2/2	1	3	1/2			1/2	1	1166															10			
110	109	865/2	865/2	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	1167																		
110	109	433	433	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1168																		
110	109	867/2	867/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1169																		
110	109	434	434	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1170																		
110	109	869/2	869/2	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1171																		
110	109	435	435	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1172																		
110	109	871/2	871/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1173																		
110	109	436	436	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1174																		
111	110	873/2	873/2	4.0		0	0	Chord	2/2	1	1	1			1	1	1175															10			
111	110	873/2	873/2	1.0		0	0	Chord	2/2	1	3	1/4			1/4	1	1176									84						10			
111	110	875/2	875/2	2.0		1/4	1/4	Chord	2/2	1	3	1/2			1/2	1	1177									84						10			
111	110	879/2	879/2	1.0		3/4	3/4	Chord	2/2	1	3	1/4			1/4	1	1178															10			
111	110	873/2	873/2	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	1179																		
111	110	437	437	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1180																		
111	110	875/2	875/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1181																		
111	110	438	438	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1182																		
111	110	877/2	877/2	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1183																		
111	110	439	439	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1184																		
111	110	879/2	879/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1185																		
111	110	440	440	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1186																		
112	111	881/2	881/2	0.0		0	0	Spanner	2/2	1	1	0															2					10			
112	111	881/2	881/2	0.0		0	0	Chord	2/2	1	1	0	grace16after		1/16	1	1187										2					10			
112	111	881/2	881/2	0.0		0	0	Chord	2/2	1	1	0	grace16after		1/16	1	1188										2					10			
112	111	881/2	881/2	4.0		0	0	Chord	2/2	1	1	1			1	1	1189										2					10			
112	111	883/2	883/2	1.0		1/4	1/4	Chord	2/2	1	3	1/4			1/4	1	1190															10			
112	111	881/2	881/2	2.0		0	0	Chord	2/2	1	4	1/2			1/2	1	1191		ornamentTrill													10			
112	111	885/2	885/2	1.5		1/2	1/2	Chord	2/2	1	4	3/8			1/4	3/2	1192															10			
112	111	444	444	0.25		7/8	7/8	Chord	2/2	1	4	1/16			1/16	1	1193															10			
112	111	1777/4	1777/4	0.25		15/16	15/16	Chord	2/2	1	4	1/16			1/16	1	1194															10			
112	111	881/2	881/2	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	1195																		
112	111	441	441	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1196																		
112	111	883/2	883/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1197																		
112	111	442	442	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1198																		
112	111	885/2	885/2	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1199																		
112	111	443	443	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1200																		
112	111	887/2	887/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1201																		
112	111	444	444	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1202																		
113	112	889/2	889/2	0.0		0	0	Dynamic	2/2	1	1	0						ff																	
113	112	889/2	889/2	0.0		0	0	Tempo	2/2	1	1	0									𝅗𝅥=131	262.0	𝅗𝅥	131.0	0.0										
113	112	889/2	889/2	0.0		0	0	Spanner	2/2	1	1	0																							
113	112	889/2	889/2	0.0		0	0	Spanner	2/2	1	1	0																							
113	112	889/2	889/2	0.0		0	0	Spanner	2/2	1	1	0																					9	9	
113	112	889/2	889/2	0.0		0	0	Spanner	2/2	1	1	0																					9	9	10
113	112	889/2	889/2	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	1203																9	9	10
113	112	891/2	891/2	0.0		1/4	1/4	Dynamic	2/2	1	1	0						sf															9	9	10
113	112	891/2	891/2	2.0		1/4	1/4	Chord	2/2	1	1	1/2			1/2	1	1204																9	9	10
113	112	895/2	895/2	0.0		3/4	3/4	Dynamic	2/2	1	1	0						f															9	9	10
113	112	895/2	895/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1205		articStaccatissimoAbove														9	9	10
113	112	889/2	889/2	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	1206																		
113	112	445	445	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1207																		
113	112	891/2	891/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1208																		
113	112	446	446	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1209																		
113	112	893/2	893/2	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1210																		
113	112	447	447	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1211																		
113	112	895/2	895/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1212																		
113	112	448	448	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1213																		
114	113	897/2	897/2	0.0		0	0	Tempo	2/2	1	1	0									𝅗𝅥=132	264.0	𝅗𝅥	132.0	0.0								9	9	10
114	113	897/2	897/2	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	1214		articStaccatissimoAbove														9	9	10
114	113	899/2	899/2	0.0		1/4	1/4	Spanner	2/2	1	1	0																		11			9	9	10
114	113	899/2	899/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	1215		articStaccatissimoAbove											11			9	9	10
114	113	901/2	901/2	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1216		articStaccatissimoAbove											11			9	9	10
114	113	903/2	903/2	0.0		3/4	3/4	Dynamic	2/2	1	1	0						p															9	9	10
114	113	903/2	903/2	0.0		3/4	3/4	Spanner	2/2	1	1	0																					9	9	10
114	113	903/2	903/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1217		articStaccatissimoAbove														9	9	10
114	113	897/2	897/2	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	1218																		
114	113	449	449	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1219																		
114	113	899/2	899/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1220																		
114	113	450	450	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1221																		
114	113	901/2	901/2	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1222																		
114	113	451	451	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1223																		
114	113	903/2	903/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1224																		
114	113	452	452	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1225																		
115	114	905/2	905/2	0.0		0	0	Tempo	2/2	1	1	0									𝅗𝅥=132	264.0	𝅗𝅥	132.0	0.0										10
115	114	905/2	905/2	0.0		0	0	Spanner	2/2	1	1	0																							10
115	114	905/2	905/2	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	1226		articStaccatissimoAbove																10
115	114	907/2	907/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	1227		articStaccatissimoAbove																10
115	114	909/2	909/2	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1228		articStaccatissimoAbove																10
115	114	911/2	911/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1229		articStaccatissimoAbove																10
115	114	905/2	905/2	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	1230																		
115	114	453	453	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1231																		
115	114	907/2	907/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1232																		
115	114	454	454	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1233																		
115	114	909/2	909/2	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1234																		
115	114	455	455	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1235																		
115	114	911/2	911/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1236																		
115	114	456	456	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1237																		
116	115	913/2	913/2	0.0		0	0	Tempo	2/2	1	1	0									𝅗𝅥=132	264.0	𝅗𝅥	132.0	0.0										10
116	115	913/2	913/2	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	1238		articStaccatissimoAbove																10
116	115	915/2	915/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	1239		articStaccatissimoAbove																10
116	115	917/2	917/2	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1240		articStaccatissimoAbove																10
116	115	919/2	919/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1241		articStaccatissimoAbove																10
116	115	913/2	913/2	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	1242																		
116	115	457	457	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1243																		
116	115	915/2	915/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1244																		
116	115	458	458	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1245																		
116	115	917/2	917/2	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1246																		
116	115	459	459	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1247																		
116	115	919/2	919/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1248																		
116	115	460	460	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1249																		
117	116	921/2	921/2	0.0		0	0	SystemText	2/2	1	1	0								"<i><font size=""12""/>-       -        -</i>"															10
117	116	921/2	921/2	0.0		0	0	Spanner	2/2	1	1	0																				11			10
117	116	921/2	921/2	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	1250		articStaccatissimoAbove													11			10
117	116	923/2	923/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	1251		articStaccatissimoBelow													11			10
117	116	925/2	925/2	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1252		articStaccatissimoAbove													11			10
117	116	927/2	927/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1253		articStaccatissimoAbove													11			10
117	116	921/2	921/2	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	1254																		
117	116	461	461	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1255																		
117	116	923/2	923/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1256																		
117	116	462	462	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1257																		
117	116	925/2	925/2	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1258																		
117	116	463	463	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1259																		
117	116	927/2	927/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1260																		
117	116	464	464	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1261																		
118	117	929/2	929/2	0.0		0	0	SystemText	2/2	1	1	0								"<i><font size=""12""/>-           -          -         -</i>"												11			10
118	117	929/2	929/2	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	1262		articStaccatissimoAbove													11			10
118	117	931/2	931/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	1263		articStaccatissimoBelow													11			10
118	117	933/2	933/2	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1264		articStaccatissimoAbove													11			10
118	117	935/2	935/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1265		articStaccatissimoAbove													11			10
118	117	929/2	929/2	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	1266																		
118	117	465	465	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1267																		
118	117	931/2	931/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1268																		
118	117	466	466	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1269																		
118	117	933/2	933/2	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1270																		
118	117	467	467	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1271																		
118	117	935/2	935/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1272																		
118	117	468	468	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1273																		
119	118	937/2	937/2	0.0		0	0	Dynamic	2/2	1	1	0						f																	10
119	118	937/2	937/2	0.0		0	0	Spanner	2/2	1	1	0																							10
119	118	937/2	937/2	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	1274																		10
119	118	469	469	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1275																		10
119	118	939/2	939/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1276																		10
119	118	470	470	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1277																		10
119	118	941/2	941/2	0.0		1/2	1/2	Dynamic	2/2	1	1	0						sf																	10
119	118	941/2	941/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1278																		10
119	118	471	471	0.0		5/8	5/8	Dynamic	2/2	1	1	0						f																	10
119	118	471	471	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1279																		10
119	118	943/2	943/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1280																		10
119	118	472	472	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1281																		10
119	118	937/2	937/2	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	1282																		
119	118	469	469	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1283																		
119	118	939/2	939/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1284																		
119	118	470	470	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1285																		
119	118	941/2	941/2	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1286																		
119	118	471	471	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1287																		
119	118	943/2	943/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1288																		
119	118	472	472	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1289																		
120	119	945/2	945/2	0.0		0	0	Dynamic	2/2	1	1	0						sf																	10
120	119	945/2	945/2	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	1290																		10
120	119	473	473	0.0		1/8	1/8	Dynamic	2/2	1	1	0						f																	10
120	119	473	473	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1291																		10
120	119	947/2	947/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1292																		10
120	119	474	474	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1293																		10
120	119	949/2	949/2	0.0		1/2	1/2	Dynamic	2/2	1	1	0						sf																	10
120	119	949/2	949/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1294																		10
120	119	475	475	0.0		5/8	5/8	Dynamic	2/2	1	1	0						f																	10
120	119	475	475	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1295																		10
120	119	951/2	951/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1296																		10
120	119	476	476	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1297																		10
120	119	945/2	945/2	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	1298																		
120	119	473	473	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1299																		
120	119	947/2	947/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1300																		
120	119	474	474	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1301																		
120	119	949/2	949/2	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1302																		
120	119	475	475	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1303																		
120	119	951/2	951/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1304																		
120	119	476	476	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1305																		
121	120		953/2	0.0	1	0	0	Dynamic	2/2	1	1	0						ff																	10
121	120		953/2	0.0	1	0	0	Tempo	2/2	1	1	0									𝅗𝅥=130	260.0	𝅗𝅥	130.0	0.0										10
121	120		953/2	1.0	1	0	0	Chord	2/2	1	1	1/4			1/4	1	1306																		10
121	120		957/2	0.0	1	1/2	1/2	Tempo	2/2	1	1	0									𝅗𝅥=128	256.0	𝅗𝅥	128.0	0.0										10
121	120		957/2	1.0	1	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1307																		10
121	120		953/2	1.0	1	0	0	Chord	2/2	2	1	1/4			1/4	1	1308																		
121	120		957/2	1.0	1	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1309																		
122	121		961/2	0.0	1	0	0	Tempo	2/2	1	1	0									𝅗𝅥=122	244.0	𝅗𝅥	122.0	0.0										10
122	121		961/2	2.0	1	0	0	Chord	2/2	1	1	1/2			1/2	1	1310																		10
122	121		965/2	0.0	1	1/2	1/2	Tempo	2/2	1	1	0									𝅗𝅥=112	224.0	𝅗𝅥	112.0	0.0										10
122	121		965/2	1.5	1	1/2	1/2	Chord	2/2	1	1	3/8			1/4	3/2	1311																		10
122	121		484	0.0	1	7/8	7/8	Dynamic	2/2	1	1	0						p																	10
122	121		484	0.0	1	7/8	7/8	Tempo	2/2	1	1	0									𝅗𝅥=120	240.0	𝅗𝅥	120.0	0.0										10
122	121		961/2	0.0	1	0	0	Spanner	2/2	2	1	0																					10	10	
122	121		961/2	2.0	1	0	0	Chord	2/2	2	1	1/2			1/2	1	1312																10	10	
122	121		965/2	1.5	1	1/2	1/2	Chord	2/2	2	1	3/8			1/4	3/2	1313																10	10	
122	121		484	0.5	1	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1314																10	10	
123	122		969/2	0.0	1	0	0	SystemText	2/2	1	1	0								"<i><font size=""12""/>sempre Ped.</i>"															
123	122		969/2	0.0	1	0	0	Tempo	2/2	1	1	0									𝅗𝅥=116	232.0	𝅗𝅥	116.0	0.0										
123	122		969/2	0.0	1	0	0	Dynamic	2/2	1	1	0						sf																	
123	122		969/2	0.0	1	0	0	Spanner	2/2	1	1	0																							
123	122		969/2	1.5	1	0	0	Chord	2/2	2	1	3/8			1/4	3/2	1315																10	10	
123	122		486	0.0	1	3/8	3/8	Dynamic	2/2	2	1	0						p															10	10	
123	122		486	0.5	1	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1316																10	10	
123	122		973/2	1.0	1	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1317																10	10	
124	123		977/2	0.0	1	0	0	Tempo	2/2	1	1	0									𝅗𝅥=120	240.0	𝅗𝅥	120.0	0.0										
124	123		492	0.0	1	7/8	7/8	Tempo	2/2	1	1	0									𝅗𝅥=120	240.0	𝅗𝅥	120.0	0.0										
124	123		492	0.5	1	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1318																		
124	123		492	0.5	1	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1319																10	10	
125	124		985/2	0.0	1	0	0	Dynamic	2/2	1	1	0						sf																	
125	124		985/2	1.5	1	0	0	Chord	2/2	1	1	3/8			1/4	3/2	1320																		
125	124		494	0.0	1	3/8	3/8	Dynamic	2/2	1	1	0						p																	
125	124		494	0.5	1	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1321																		
125	124		989/2	1.0	1	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1322																		
125	124		985/2	1.5	1	0	0	Chord	2/2	2	1	3/8			1/4	3/2	1323																10	10	
125	124		494	0.5	1	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1324																10	10	
125	124		989/2	1.0	1	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1325																10	10	
127	120	953/2	500	0.0	2	0	0	Dynamic	2/2	1	1	0						sf																	
127	120	953/2	500	0.0	2	0	0	Tempo	2/2	1	1	0									𝅗𝅥=130	260.0	𝅗𝅥	130.0	0.0										
127	120	953/2	500	0.0	2	0	0	Spanner	2/2	1	1	0																							11
127	120	953/2	500	1.0	2	0	0	Chord	2/2	1	1	1/4			1/4	1	1326																		11
127	120	957/2	502	0.0	2	1/2	1/2	Dynamic	2/2	1	1	0						sf																	11
127	120	957/2	502	1.0	2	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1327																		11
127	120	953/2	500	0.0	2	0	0	Spanner	2/2	2	1	0																							
127	120	953/2	500	1.0	2	0	0	Chord	2/2	2	1	1/4			1/4	1	1328																		
127	120	957/2	502	1.0	2	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1329																		
128	121	961/2	504	0.0	2	0	0	Dynamic	2/2	1	1	0						ff																	11
128	121	961/2	504	4.0	2	0	0	Chord	2/2	1	1	1			1	1	1330																		11
128	121	961/2	504	4.0	2	0	0	Chord	2/2	2	1	1			1	1	1331																		
129	122	969/2	508	0.0	2	0	0	Tempo	2/2	1	1	0									𝅗𝅥=132	264.0	𝅗𝅥	132.0	0.0										11
129	122	969/2	508	1.0	2	0	0	Chord	2/2	1	1	1/4			1/4	1	1332																		11
129	122	973/2	510	1.0	2	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1333																		11
129	122	969/2	508	0.0	2	0	0	Dynamic	2/2	2	1	0						sf																	
129	122	969/2	508	1.0	2	0	0	Chord	2/2	2	1	1/4			1/4	1	1334																		
129	122	973/2	510	0.0	2	1/2	1/2	Dynamic	2/2	2	1	0						sf																	
129	122	973/2	510	1.0	2	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1335																		
130	123	977/2	512	0.0	2	0	0	Dynamic	2/2	1	1	0						ff																	11
130	123	977/2	512	4.0	2	0	0	Chord	2/2	1	1	1			1	1	1336																		11
