mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	slur	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
99	95	841/4	841/4	0.75	5/16	5/16	Chord	2/4	1	2	3/16		1/8	3/2	1293							17	
99	95	419/2	419/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1294			323					
99	95	839/4	839/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1295								
99	95	421/2	421/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1296			324					
99	95	843/4	843/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1297								
100	96	211	211	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1298			325				17	
100	96	212	212	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1299							17	
100	96	211	211	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	1300			326				17	
100	96	845/4	845/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	1301							17	
100	96	212	212	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1302			327				17	
100	96	849/4	849/4	0.75	5/16	5/16	Chord	2/4	1	2	3/16		1/8	3/2	1303							17	
100	96	423/2	423/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1304			328					
100	96	847/4	847/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1305								
100	96	425/2	425/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1306			329					
100	96	851/4	851/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1307								
101	97	213	213	0.0	0	0	Spanner	2/4	1	1	0												
101	97	213	213	0.0	0	0	Spanner	2/4	1	1	0												10
101	97	213	213	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1308			330					10
101	97	214	214	0.0	1/4	1/4	Spanner	2/4	1	1	0												
101	97	214	214	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1309								
101	97	213	213	0.0	0	0	Dynamic	2/4	1	2	0					sf							
101	97	213	213	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	1310			331					
101	97	853/4	853/4	0.75	1/16	1/16	Chord	2/4	1	2	3/16		1/8	3/2	1311								
101	97	214	214	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1312			332					
101	97	857/4	857/4	0.75	5/16	5/16	Chord	2/4	1	2	3/16		1/8	3/2	1313								
101	97	427/2	427/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1314			333					
101	97	855/4	855/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1315								
101	97	429/2	429/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1316			334					
101	97	859/4	859/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1317								
102	98	216	216	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1318								
102	98	216	216	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1319								
103	99	217	217	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1320								
103	99	217	217	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1321								
