mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur
39	38	75	75	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	266				
39	38	451/6	451/6	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	267				
39	38	226/3	226/3	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	268				
39	38	151/2	151/2	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	269				
39	38	227/3	227/3	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	270				
39	38	455/6	455/6	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	271				
39	38	76	76	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	272				
39	38	457/6	457/6	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	273				
39	38	229/3	229/3	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	274				
39	38	149/2	149/2	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	275			articStaccatoBelow	
39	38	75	75	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	276			articStaccatoBelow	
39	38	151/2	151/2	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	277			articStaccatoBelow	
39	38	76	76	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	278			articStaccatoBelow	
40	39	153/2	153/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	279			articStaccatoAbove	
40	39	77	77	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	280			articStaccatoAbove	
40	39	155/2	155/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	281			articStaccatoAbove	
40	39	78	78	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	282			articStaccatoAbove	
40	39	153/2	153/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	283			articStaccatoAbove	
40	39	77	77	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	284			articStaccatoAbove	
40	39	155/2	155/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	285			articStaccatoAbove	
40	39	78	78	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	286			articStaccatoAbove	
41	40	157/2	157/2	0.0		0	0	Dynamic	2/4	1	1	0						ff		
41	40	157/2	157/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	287			articStaccatoAbove	
41	40	79	79	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	288			articStaccatoAbove	
41	40	159/2	159/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	289			articStaccatoAbove	
41	40	80	80	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	290			articStaccatoAbove	
41	40	157/2	157/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	291			articStaccatoAbove	
41	40	79	79	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	292			articStaccatoAbove	
41	40	159/2	159/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	293			articStaccatoAbove	
41	40	80	80	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	294			articStaccatoAbove	
42	41	161/2	161/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	295			articStaccatoBelow	
42	41	81	81	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	296			articStaccatoBelow	
42	41	163/2	163/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	297			articStaccatoBelow	
42	41	82	82	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	298			articStaccatoBelow	
42	41	161/2	161/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	299				
42	41	81	81	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	300				
42	41	163/2	163/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	301				
42	41	82	82	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	302				
43	42	165/2	165/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	303				18
43	42	167/2	167/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	304				18
43	42	165/2	165/2	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	305				
43	42	83	83	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	306				
43	42	167/2	167/2	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	307				
43	42	84	84	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	308				
43	42	165/2	165/2	0.0		0	0	Dynamic	2/4	2	1	0						p		
43	42	165/2	165/2	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	309				
44	43	169/2	169/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	310				18
44	43	171/2	171/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	311				18
44	43	169/2	169/2	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	312				
44	43	85	85	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	313				
44	43	171/2	171/2	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	314				
44	43	86	86	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	315				
44	43	169/2	169/2	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	316				
45	44	173/2	173/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	317				18
45	44	175/2	175/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	318				18
45	44	173/2	173/2	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	319				
45	44	87	87	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	320				
45	44	175/2	175/2	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	321				
45	44	88	88	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	322				
45	44	173/2	173/2	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	323				
46	45	177/2	177/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	324				18
46	45	179/2	179/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	325				18
46	45	177/2	177/2	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	326				
46	45	89	89	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	327				
46	45	179/2	179/2	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	328				
46	45	90	90	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	329				
46	45	177/2	177/2	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	330				
47	46	181/2	181/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	331				
47	46	181/2	181/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	332				19
47	46	91	91	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	333				19
47	46	183/2	183/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	334				19
47	46	92	92	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	335				19
48	47	185/2	185/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	336				19
48	47	93	93	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	337				19
48	47	187/2	187/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	338				19
48	47	94	94	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	339				19
49	48	191/2	191/2	0.0		1/4	1/4	Dynamic	2/4	1	1	0						other-dynamics		
49	48	96	96	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	340				20
49	48	189/2	189/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	341				19
49	48	95	95	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	342				19
49	48	191/2	191/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	343				
50	49	193/2	193/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	344				20
50	49	97	97	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	345				20
50	49	195/2	195/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	346				20
50	49	98	98	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	347				
51	50	100	100	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	348				21
51	50	197/2	197/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	349				22
51	50	99	99	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	350				22
51	50	199/2	199/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	351				
52	51	201/2	201/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	352				21
52	51	101	101	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	353				21
52	51	203/2	203/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	354				21
52	51	102	102	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	355				
53	52	104	104	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	356				23
53	52	205/2	205/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	357				24
53	52	103	103	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	358				24
53	52	207/2	207/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	359				
54	53	209/2	209/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	360				23
54	53	105	105	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	361				23
54	53	211/2	211/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	362				23
54	53	106	106	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	363				
55	54	215/2	215/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	364				
55	54	108	108	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	365				
55	54	107	107	1.5		1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	366				
55	54	213/2	213/2	2.0		0	0	Chord	2/4	2	3	1/2		1/2	1	367				
56	55	217/2	217/2	0.0		0	0	Dynamic	2/4	1	1	0						fp		
56	55	217/2	217/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	368				25
56	55	109	109	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	369				25
56	55	219/2	219/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	370				25
56	55	110	110	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	371				25
56	55	217/2	217/2	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	372				26
57	56	221/2	221/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	373				25
57	56	111	111	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	374				25
57	56	223/2	223/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	375				25
57	56	112	112	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	376				25
57	56	221/2	221/2	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	377				26
58	57	225/2	225/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	378				25
58	57	113	113	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	379				25
58	57	227/2	227/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	380				25
58	57	114	114	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	381				25
58	57	225/2	225/2	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	382				
58	57	227/2	227/2	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	383				
58	57	225/2	225/2	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	384				
59	58	229/2	229/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	385				
59	58	116	116	0.0		3/8	3/8	Dynamic	2/4	1	1	0						other-dynamics		
59	58	116	116	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	386				27
59	58	229/2	229/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	387				
59	58	459/4	459/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	388				
59	58	115	115	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	389				
59	58	461/4	461/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	390				
59	58	231/2	231/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	391				
59	58	463/4	463/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	392				
59	58	116	116	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	393				
59	58	465/4	465/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	394				
60	59	233/2	233/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	395				27
60	59	117	117	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	396				27
60	59	235/2	235/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	397				27
60	59	118	118	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	398				
60	59	233/2	233/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	399				
60	59	467/4	467/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	400				
60	59	117	117	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	401				
60	59	469/4	469/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	402				
60	59	235/2	235/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	403				
60	59	471/4	471/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	404				
60	59	118	118	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	405				
60	59	473/4	473/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	406				
61	60	237/2	237/2	0.75		0	0	Chord	2/4	1	1	3/16		1/8	3/2	407				28
61	60	477/4	477/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	408				28
61	60	955/8	955/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	409				
61	60	239/2	239/2	0.0		1/4	1/4	Dynamic	2/4	1	1	0						sf		
61	60	239/2	239/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	410				29
61	60	237/2	237/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	411				
61	60	475/4	475/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	412				
61	60	119	119	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	413				
61	60	477/4	477/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	414				
61	60	239/2	239/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	415				
61	60	479/4	479/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	416				
61	60	120	120	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	417				
61	60	481/4	481/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	418				
62	61	241/2	241/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	419				29
62	61	243/2	243/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	420				
62	61	241/2	241/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	421				
62	61	483/4	483/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	422				
62	61	121	121	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	423				
62	61	485/4	485/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	424				
62	61	243/2	243/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	425				
62	61	487/4	487/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	426				
62	61	122	122	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	427				
62	61	489/4	489/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	428				
63	62	245/2	245/2	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	429				
63	62	124	124	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	430				30
63	62	245/2	245/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	431				
63	62	491/4	491/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	432				
63	62	123	123	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	433				
63	62	493/4	493/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	434				
63	62	247/2	247/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	435				
63	62	495/4	495/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	436				
63	62	124	124	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	437				
63	62	497/4	497/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	438				
64	63	249/2	249/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	439				30
64	63	125	125	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	440				30
64	63	251/2	251/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	441				30
64	63	126	126	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	442				
64	63	249/2	249/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	443				
64	63	499/4	499/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	444				
64	63	125	125	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	445				
64	63	501/4	501/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	446				
64	63	251/2	251/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	447				
64	63	503/4	503/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	448				
64	63	126	126	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	449				
64	63	505/4	505/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	450				
65	64	253/2	253/2	0.75		0	0	Chord	2/4	1	1	3/16		1/8	3/2	451				31
65	64	509/4	509/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	452				31
65	64	1019/8	1019/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	453				
65	64	255/2	255/2	0.0		1/4	1/4	Dynamic	2/4	1	1	0						sf		
65	64	255/2	255/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	454				32
65	64	253/2	253/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	455				
65	64	507/4	507/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	456				
65	64	127	127	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	457				
65	64	509/4	509/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	458				
65	64	255/2	255/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	459				
65	64	511/4	511/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	460				
65	64	128	128	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	461				
65	64	513/4	513/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	462				
66	65	257/2	257/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	463				32
66	65	259/2	259/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	464				
66	65	257/2	257/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	465				
66	65	515/4	515/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	466				
66	65	129	129	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	467				
66	65	517/4	517/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	468				
66	65	259/2	259/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	469				
66	65	519/4	519/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	470				
66	65	130	130	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	471				
66	65	521/4	521/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	472				
67	66	261/2	261/2	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	473				
67	66	132	132	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	474				33
67	66	261/2	261/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	475				
67	66	523/4	523/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	476				
67	66	131	131	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	477				
67	66	525/4	525/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	478				
67	66	263/2	263/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	479				
67	66	527/4	527/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	480				
67	66	132	132	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	481				
67	66	529/4	529/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	482				
68	67	265/2	265/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	483				33
68	67	133	133	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	484				33
68	67	267/2	267/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	485				33
68	67	134	134	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	486				
68	67	265/2	265/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	487				
68	67	531/4	531/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	488				
68	67	133	133	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	489				
68	67	533/4	533/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	490				
68	67	267/2	267/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	491				
68	67	535/4	535/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	492				
68	67	134	134	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	493				
68	67	537/4	537/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	494				
69	68	269/2	269/2	0.75		0	0	Chord	2/4	1	1	3/16		1/8	3/2	495				34
69	68	541/4	541/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	496				34
69	68	1083/8	1083/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	497				
69	68	271/2	271/2	0.0		1/4	1/4	Dynamic	2/4	1	1	0						sf		
69	68	271/2	271/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	498				
69	68	269/2	269/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	499				
69	68	539/4	539/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	500				
69	68	135	135	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	501				
69	68	541/4	541/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	502				
69	68	271/2	271/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	503				
69	68	543/4	543/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	504				
69	68	136	136	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	505				
69	68	545/4	545/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	506				
70	69	273/2	273/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	507				
70	69	275/2	275/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	508				
70	69	273/2	273/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	509				
70	69	547/4	547/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	510				
70	69	137	137	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	511				
70	69	549/4	549/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	512				
70	69	275/2	275/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	513				
70	69	551/4	551/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	514				
70	69	138	138	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	515				
70	69	553/4	553/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	516				
71	70	277/2	277/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	517			ornamentTurn	
71	70	279/2	279/2	0.0		1/4	1/4	Dynamic	2/4	1	1	0						sf		
71	70	279/2	279/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	518				35
71	70	277/2	277/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	519				
71	70	555/4	555/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	520				
71	70	139	139	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	521				
71	70	557/4	557/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	522				
71	70	279/2	279/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	523				
71	70	559/4	559/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	524				
71	70	140	140	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	525				
71	70	561/4	561/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	526				
72	71	281/2	281/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	527				35
72	71	283/2	283/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	528				
72	71	281/2	281/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	529				
72	71	563/4	563/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	530				
72	71	141	141	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	531				
72	71	565/4	565/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	532				
72	71	283/2	283/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	533				
72	71	567/4	567/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	534				
72	71	142	142	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	535				
72	71	569/4	569/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	536				
73	72	285/2	285/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	537			ornamentTurn	
73	72	287/2	287/2	0.0		1/4	1/4	Dynamic	2/4	1	1	0						sf		
73	72	287/2	287/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	538				36
73	72	285/2	285/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	539				
73	72	571/4	571/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	540				
73	72	143	143	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	541				
73	72	573/4	573/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	542				
73	72	287/2	287/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	543				
