mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	diminuendo_line	crescendo_line	crescendo_hairpin
228	227	1359/4	1359/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	1995				272				
228	227	340	340	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	1996				272				
228	227	1361/4	1361/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	1997								
228	227	1359/4	1359/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	1998								
229	228	1365/4	1365/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	1999			articStaccatoAbove					
229	228	342	342	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2000				273				
229	228	1369/4	1369/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2001				273				
229	228	685/2	685/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2002				273				
229	228	1365/4	1365/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2003								
229	228	683/2	683/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2004								
229	228	1367/4	1367/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	2005								
229	228	342	342	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	2006								
229	228	1369/4	1369/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	2007								
229	228	1365/4	1365/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2008								
229	228	683/2	683/2	0.75	1/16	1/16	Chord	3/8	2	3	3/16	1/8	3/2	2009								
229	228	1367/4	1367/4	0.5	1/8	1/8	Chord	3/8	2	4	1/8	1/8	1	2010								
230	229	1371/4	1371/4	0.0	0	0	Dynamic	3/8	1	1	0					f						
230	229	1371/4	1371/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	2011	f		articStaccatoAbove					
230	229	1375/4	1375/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2012								
230	229	344	344	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2013								
230	229	1371/4	1371/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2014								
230	229	343	343	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2015								
230	229	1373/4	1373/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	2016								
230	229	687/2	687/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	2017								
230	229	1375/4	1375/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	2018								
231	230	1377/4	1377/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	2019								
231	230	689/2	689/2	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2020								
231	230	1379/4	1379/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2021								
231	230	345	345	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2022								
231	230	1381/4	1381/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2023								
231	230	691/2	691/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2024								
232	231	1383/4	1383/4	0.0	0	0	Dynamic	3/8	1	1	0					p						
232	231	1383/4	1383/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	2025	p							
232	231	693/2	693/2	0.0	3/16	3/16	Spanner	3/8	1	1	0										12	
232	231	693/2	693/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2026				274			12	
232	231	1387/4	1387/4	0.0	1/4	1/4	Spanner	3/8	1	1	0							274				
232	231	1387/4	1387/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2027				274				
232	231	347	347	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2028				274				
232	231	1383/4	1383/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2029				275				
232	231	346	346	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2030				275				
232	231	1385/4	1385/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	2031								
232	231	1383/4	1383/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2032								
233	232	1389/4	1389/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	2033			articStaccatoAbove					
233	232	348	348	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2034				276				
233	232	1393/4	1393/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2035				276				
233	232	697/2	697/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2036				276				
233	232	1389/4	1389/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2037								
233	232	695/2	695/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2038								
233	232	1391/4	1391/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	2039								
233	232	1389/4	1389/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2040								
234	233	1395/4	1395/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	2041			articStaccatoAbove					
234	233	699/2	699/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2042				277				
234	233	1399/4	1399/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2043				277				
234	233	350	350	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2044				277				
234	233	1395/4	1395/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2045				278				
234	233	349	349	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2046				278				
234	233	1397/4	1397/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	2047								
234	233	1395/4	1395/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2048								
235	234	1401/4	1401/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	2049			articStaccatoAbove					
235	234	351	351	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2050				279				
235	234	1405/4	1405/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2051				279				
235	234	703/2	703/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2052				279				
235	234	1401/4	1401/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2053				280				
235	234	701/2	701/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2054				280				
235	234	1403/4	1403/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	2055								
235	234	1401/4	1401/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2056								
236	235	1407/4	1407/4	0.0	0	0	Dynamic	3/8	1	1	0					p						
236	235	1407/4	1407/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	2057	p		articStaccatoAbove					
236	235	705/2	705/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2058				281				
236	235	1411/4	1411/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2059				281				
236	235	353	353	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2060				281				
236	235	1407/4	1407/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2061				282				
236	235	352	352	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2062				282				
236	235	1409/4	1409/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	2063								
236	235	1407/4	1407/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2064								
237	236	1413/4	1413/4	0.0	0	0	Spanner	3/8	1	1	0										13	
237	236	1413/4	1413/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	2065			articStaccatoAbove				13	
237	236	1415/4	1415/4	0.0	1/8	1/8	Spanner	3/8	1	1	0											
237	236	354	354	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2066				283				
237	236	1417/4	1417/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2067				283				
237	236	709/2	709/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2068				283				
237	236	1413/4	1413/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2069				284				
237	236	707/2	707/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2070				284				
237	236	1415/4	1415/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	2071								
237	236	1413/4	1413/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2072								
238	237	1419/4	1419/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	2073			articStaccatoAbove					
238	237	711/2	711/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2074	f			285				
238	237	1423/4	1423/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2075				285				
238	237	356	356	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2076				285				
238	237	1419/4	1419/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2077				286				
238	237	355	355	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2078				286				
238	237	1421/4	1421/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	2079								
238	237	1419/4	1419/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2080								
239	238	1425/4	1425/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	2081			articStaccatoAbove					
239	238	357	357	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2082				287				
239	238	1429/4	1429/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2083				287				
239	238	715/2	715/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2084				287				
239	238	1425/4	1425/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2085				288				
239	238	713/2	713/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2086				288				
239	238	1427/4	1427/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	2087								
239	238	1425/4	1425/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2088								
240	239	1431/4	1431/4	0.0	0	0	Dynamic	3/8	1	1	0					p						
240	239	1431/4	1431/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	2089	p		articStaccatoAbove					
240	239	1433/4	1433/4	0.0	1/8	1/8	Spanner	3/8	1	1	0										14	
240	239	717/2	717/2	0.0	3/16	3/16	Spanner	3/8	1	1	0											
240	239	717/2	717/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2090				289				
240	239	1435/4	1435/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2091				289				
240	239	359	359	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2092				289				
240	239	1431/4	1431/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2093				290				
240	239	358	358	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2094				290				
240	239	1433/4	1433/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	2095								
240	239	1431/4	1431/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2096								
241	240	1437/4	1437/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	2097			articStaccatoAbove					
241	240	360	360	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2098				291				
241	240	1441/4	1441/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2099				291				
241	240	721/2	721/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2100				291				
241	240	1437/4	1437/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2101				292				
241	240	719/2	719/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2102				292				
241	240	1439/4	1439/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	2103								
241	240	1437/4	1437/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2104								
242	241	1443/4	1443/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	2105			articStaccatoAbove					
242	241	723/2	723/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2106				293				
242	241	1447/4	1447/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2107				293				
242	241	362	362	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2108				293				
242	241	1443/4	1443/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2109				294				
242	241	361	361	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2110				294				
242	241	1445/4	1445/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	2111								
242	241	1443/4	1443/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2112								
243	242	1449/4	1449/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	2113			articStaccatoBelow					
243	242	1449/4	1449/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2114								
243	242	725/2	725/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2115								
243	242	1451/4	1451/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	2116								
243	242	363	363	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	2117				295				
243	242	1453/4	1453/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	2118				295				
243	242	727/2	727/2	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	2119				295				
244	243	1455/4	1455/4	0.0	0	0	Dynamic	3/8	1	1	0					f						
244	243	364	364	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2120	f			296				
244	243	1457/4	1457/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2121				296				
244	243	729/2	729/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2122				296				
244	243	1459/4	1459/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	2123			articStaccatoAbove					
244	243	1455/4	1455/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	2124			articStaccatoBelow					
244	243	729/2	729/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	2125				297				
244	243	1459/4	1459/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	2126				297				
244	243	365	365	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	2127				297				
245	244	731/2	731/2	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2128				298				
245	244	1463/4	1463/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2129				298				
245	244	366	366	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2130				298				
245	244	1465/4	1465/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	2131			articStaccatoAbove					
245	244	1461/4	1461/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	2132			articStaccatoBelow					
245	244	366	366	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	2133				299				
245	244	1465/4	1465/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	2134				299				
245	244	733/2	733/2	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	2135				299				
246	245	367	367	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2136				300				
246	245	1469/4	1469/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2137				300				
246	245	735/2	735/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2138				300				
246	245	1471/4	1471/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	2139			articStaccatoAbove					
246	245	1467/4	1467/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	2140			articStaccatoBelow					
246	245	735/2	735/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	2141				301				
246	245	1471/4	1471/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	2142				301				
246	245	368	368	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	2143								
247	246	1473/4	1473/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	2144	f							
247	246	737/2	737/2	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2145								
247	246	1475/4	1475/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2146								
247	246	369	369	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2147								
247	246	1477/4	1477/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2148								
247	246	739/2	739/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2149								
247	246	1473/4	1473/4	0.0	0	0	Dynamic	3/8	2	1	0					sf						
247	246	1473/4	1473/4	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	2150								
248	247	1479/4	1479/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	2151								
248	247	370	370	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2152								
248	247	1481/4	1481/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2153								
248	247	741/2	741/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2154								
248	247	1483/4	1483/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2155								
248	247	371	371	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2156								
248	247	1479/4	1479/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	2157			articStaccatoBelow					
248	247	1481/4	1481/4	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	2158			articStaccatoBelow					
248	247	1483/4	1483/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	2159			articStaccatoBelow					
249	248	1485/4	1485/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	2160								
249	248	743/2	743/2	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2161								
249	248	1487/4	1487/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2162								
249	248	372	372	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2163								
249	248	1489/4	1489/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2164								
249	248	745/2	745/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2165								
249	248	1485/4	1485/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	2166			articStaccatoAbove					
249	248	1487/4	1487/4	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	2167			articStaccatoAbove					
249	248	1489/4	1489/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	2168			articStaccatoAbove					
250	249	1491/4	1491/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	2169								
250	249	373	373	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2170								
250	249	1493/4	1493/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2171								
250	249	747/2	747/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2172								
250	249	1495/4	1495/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2173								
250	249	374	374	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2174								
250	249	1491/4	1491/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	2175			articStaccatoBelow					
250	249	1493/4	1493/4	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	2176			articStaccatoBelow					
250	249	1495/4	1495/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	2177			articStaccatoBelow					
251	250	1497/4	1497/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	2178								
251	250	749/2	749/2	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2179								
251	250	1499/4	1499/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2180								
251	250	375	375	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2181								
251	250	1497/4	1497/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	2182			articStaccatoBelow					
251	250	1499/4	1499/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	2183			articStaccatoBelow					
251	250	375	375	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	2184				302				
251	250	1501/4	1501/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	2185				302				
251	250	751/2	751/2	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	2186				302				
252	251	376	376	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2187				303				
252	251	1505/4	1505/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2188				303				
252	251	753/2	753/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2189				303				
252	251	1507/4	1507/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	2190			articStaccatoAbove					
252	251	1503/4	1503/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	2191			articStaccatoBelow					
252	251	753/2	753/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	2192				304				
252	251	1507/4	1507/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	2193				304				
252	251	377	377	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	2194				304				
253	252	755/2	755/2	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2195				305				
253	252	1511/4	1511/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2196				305				
253	252	378	378	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2197				305				
253	252	1513/4	1513/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	2198			articStaccatoAbove					
253	252	1509/4	1509/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	2199			articStaccatoBelow					
253	252	378	378	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	2200				306				
253	252	1513/4	1513/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	2201				306				
253	252	757/2	757/2	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	2202				306				
254	253	379	379	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2203				307				
254	253	1517/4	1517/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2204				307				
254	253	759/2	759/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2205				307				
254	253	1519/4	1519/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	2206			articStaccatoAbove					
254	253	1515/4	1515/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	2207			articStaccatoBelow					
254	253	759/2	759/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	2208				308				
254	253	1519/4	1519/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	2209				308				
254	253	380	380	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	2210								
255	254	1521/4	1521/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	2211								
255	254	761/2	761/2	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2212								
255	254	1523/4	1523/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2213								
255	254	381	381	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2214								
255	254	1525/4	1525/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2215								
255	254	763/2	763/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2216								
255	254	1521/4	1521/4	0.0	0	0	Dynamic	3/8	2	1	0					sf						
255	254	1521/4	1521/4	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	2217								
256	255	1527/4	1527/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	2218								
256	255	382	382	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2219								
256	255	1529/4	1529/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2220								
256	255	765/2	765/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2221								
256	255	1531/4	1531/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2222								
256	255	383	383	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2223								
256	255	1527/4	1527/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	2224			articStaccatoAbove					
256	255	1529/4	1529/4	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	2225			articStaccatoAbove					
256	255	1531/4	1531/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	2226			articStaccatoAbove					
257	256	1533/4	1533/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	2227								
257	256	767/2	767/2	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2228								
257	256	1535/4	1535/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2229								
257	256	384	384	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2230								
257	256	1537/4	1537/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2231								
257	256	769/2	769/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2232								
257	256	1533/4	1533/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	2233			articStaccatoAbove					
257	256	1535/4	1535/4	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	2234			articStaccatoAbove					
257	256	1537/4	1537/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	2235			articStaccatoAbove					
258	257	1539/4	1539/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	2236								
258	257	385	385	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2237								
258	257	1541/4	1541/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2238								
258	257	771/2	771/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2239								
258	257	1543/4	1543/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2240								
258	257	386	386	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2241								
258	257	1539/4	1539/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	2242			articStaccatoAbove					
258	257	1541/4	1541/4	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	2243			articStaccatoAbove					
258	257	1543/4	1543/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	2244			articStaccatoAbove					
259	258	1545/4	1545/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	2245								
259	258	773/2	773/2	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2246								
259	258	1547/4	1547/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2247								
259	258	387	387	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2248								
259	258	1545/4	1545/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	2249			articStaccatoAbove					
