mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin	crescendo_line	diminuendo_line
16	16	95/2	95/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	252				41				
16	16	191/4	191/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	253								
16	16	93/2	93/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	254								
16	16	95/2	95/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	255								
16	16	45	45	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	256								
16	16	181/4	181/4	0.0	1/16	1/16	Dynamic	6/8	2	1	0						f						
16	16	181/4	181/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	257								
16	16	91/2	91/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	258								
16	16	183/4	183/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	259								
16	16	46	46	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	260								
16	16	185/4	185/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	261								
16	16	93/2	93/2	0.0	3/8	3/8	Dynamic	6/8	2	1	0						p						
16	16	93/2	93/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	262								
16	16	187/4	187/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	263								
16	16	47	47	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	264								
16	16	189/4	189/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	265								
16	16	95/2	95/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	266								
16	16	191/4	191/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	267								
16	16	45	45	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	268								
16	16	93/2	93/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	269								
16	16	95/2	95/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	270								
17	17	48	48	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	271								
17	17	49	49	0.0	1/4	1/4	Dynamic	6/8	1	1	0						p						
17	17	49	49	0.375	1/4	1/4	Chord	6/8	1	1	3/32		1/16	3/2	272								
17	17	395/8	395/8	0.125	11/32	11/32	Chord	6/8	1	1	1/32		1/32	1	273								
17	17	99/2	99/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	274				42				
17	17	101/2	101/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	275				42				
17	17	203/4	203/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	276								
17	17	99/2	99/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	277								
17	17	101/2	101/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	278								
17	17	48	48	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	279								
17	17	99/2	99/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	280				43				
17	17	101/2	101/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	281				43				
17	17	203/4	203/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	282								
17	17	48	48	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	283								
17	17	99/2	99/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	284								
18	18	51	51	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	285				44				
18	18	103/2	103/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	286								
18	18	52	52	0.375	1/4	1/4	Chord	6/8	1	1	3/32		1/16	3/2	287			ornamentTurn					
18	18	419/8	419/8	0.125	11/32	11/32	Chord	6/8	1	1	1/32		1/32	1	288								
18	18	105/2	105/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	289				45				
18	18	53	53	0.125	1/2	1/2	Chord	6/8	1	1	1/32		1/32	1	290				45				
18	18	425/8	425/8	0.125	17/32	17/32	Chord	6/8	1	1	1/32		1/32	1	291				45				
18	18	213/4	213/4	0.125	9/16	9/16	Chord	6/8	1	1	1/32		1/32	1	292				45				
18	18	427/8	427/8	0.125	19/32	19/32	Chord	6/8	1	1	1/32		1/32	1	293				45				
18	18	107/2	107/2	0.125	5/8	5/8	Chord	6/8	1	1	1/32		1/32	1	294				45				
18	18	429/8	429/8	0.125	21/32	21/32	Chord	6/8	1	1	1/32		1/32	1	295				45				
18	18	215/4	215/4	0.125	11/16	11/16	Chord	6/8	1	1	1/32		1/32	1	296				45				
18	18	431/8	431/8	0.125	23/32	23/32	Chord	6/8	1	1	1/32		1/32	1	297								
18	18	51	51	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	298								
18	18	105/2	105/2	0.0	3/8	3/8	Dynamic	6/8	1	2	0						rf						
18	18	105/2	105/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	299								
18	18	107/2	107/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	300								
18	18	51	51	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	301				46				
18	18	103/2	103/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	302								
18	18	105/2	105/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	303								
18	18	213/4	213/4	0.125	9/16	9/16	Chord	6/8	2	1	1/32		1/32	1	304				47				
18	18	427/8	427/8	0.125	19/32	19/32	Chord	6/8	2	1	1/32		1/32	1	305				47				
18	18	107/2	107/2	0.125	5/8	5/8	Chord	6/8	2	1	1/32		1/32	1	306				47				
18	18	429/8	429/8	0.125	21/32	21/32	Chord	6/8	2	1	1/32		1/32	1	307				47				
18	18	215/4	215/4	0.125	11/16	11/16	Chord	6/8	2	1	1/32		1/32	1	308				47				
18	18	431/8	431/8	0.125	23/32	23/32	Chord	6/8	2	1	1/32		1/32	1	309								
18	18	51	51	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	310								
18	18	105/2	105/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	311								
19	19	54	54	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	312				48				
19	19	109/2	109/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	313								
19	19	221/4	221/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	314								
19	19	111/2	111/2	0.0	3/8	3/8	Dynamic	6/8	1	1	0						f						
19	19	111/2	111/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	315								
19	19	225/4	225/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	316			articStaccatoBelow					
19	19	113/2	113/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	317			articStaccatoBelow					
19	19	227/4	227/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	318			articStaccatoBelow					
19	19	54	54	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	319								
19	19	54	54	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	320				49				
19	19	109/2	109/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	321								
19	19	111/2	111/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	322								
19	19	225/4	225/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	323			articStaccatoAbove					
19	19	113/2	113/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	324			articStaccatoAbove					
19	19	227/4	227/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	325			articStaccatoAbove					
19	19	54	54	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	326								
20	20	57	57	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	327			articStaccatoBelow					
20	20	58	58	0.0	1/4	1/4	Dynamic	6/8	1	1	0						p						
20	20	58	58	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	328			articStaccatoBelow					
20	20	117/2	117/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	329			articStaccatoBelow					
20	20	119/2	119/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	330			articStaccatoBelow					
20	20	57	57	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	331			articStaccatoAbove					
20	20	58	58	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	332			articStaccatoAbove					
20	20	117/2	117/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	333			articStaccatoAbove					
20	20	119/2	119/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	334			articStaccatoBelow					
21	21	60	60	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	335			articStaccatoBelow					
21	21	123/2	123/2	0.0	3/8	3/8	Dynamic	6/8	1	1	0						f						
21	21	125/2	125/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	336				50				
21	21	60	60	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	337			articStaccatoBelow					
21	21	61	61	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	338								
21	21	123/2	123/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	339			articAccentAbove	51				
21	21	125/2	125/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	340				51				
21	21	251/4	251/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	341								
21	21	123/2	123/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	342								
22	22	63	63	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	343								
22	22	253/4	253/4	0.0	1/16	1/16	Dynamic	6/8	1	1	0						sf						
22	22	253/4	253/4	0.5	1/16	1/16	Chord	6/8	1	1	1/8		1/8	1	344								
22	22	255/4	255/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	345			articStaccatoBelow					
22	22	64	64	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	346			articStaccatoBelow					
22	22	257/4	257/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	347			articStaccatoBelow					
22	22	129/2	129/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	348								
22	22	263/4	263/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	349				52				
22	22	63	63	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	350								
22	22	127/2	127/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	351								
22	22	515/8	515/8	0.0	11/32	11/32	Dynamic	6/8	2	1	0						ff						
22	22	515/8	515/8	0.125	11/32	11/32	Chord	6/8	2	1	1/32		1/32	1	352								
22	22	129/2	129/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	353				53				
22	22	65	65	0.125	1/2	1/2	Chord	6/8	2	1	1/32		1/32	1	354				53				
22	22	521/8	521/8	0.125	17/32	17/32	Chord	6/8	2	1	1/32		1/32	1	355				53				
22	22	261/4	261/4	0.125	9/16	9/16	Chord	6/8	2	1	1/32		1/32	1	356				53				
22	22	523/8	523/8	0.125	19/32	19/32	Chord	6/8	2	1	1/32		1/32	1	357				53				
22	22	131/2	131/2	0.125	5/8	5/8	Chord	6/8	2	1	1/32		1/32	1	358				53				
22	22	525/8	525/8	0.125	21/32	21/32	Chord	6/8	2	1	1/32		1/32	1	359				53				
22	22	263/4	263/4	0.0	11/16	11/16	Dynamic	6/8	2	1	0						ff		53				
22	22	263/4	263/4	0.125	11/16	11/16	Chord	6/8	2	1	1/32		1/32	1	360				53				
22	22	527/8	527/8	0.125	23/32	23/32	Chord	6/8	2	1	1/32		1/32	1	361								
22	22	63	63	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	362								
22	22	129/2	129/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	363								
23	23	66	66	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	364								
23	23	265/4	265/4	0.0	1/16	1/16	Dynamic	6/8	1	1	0						sf						
23	23	265/4	265/4	0.5	1/16	1/16	Chord	6/8	1	1	1/8		1/8	1	365								
23	23	267/4	267/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32		1/32	1	366				54				
23	23	535/8	535/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32		1/32	1	367				54				
23	23	67	67	0.125	1/4	1/4	Chord	6/8	1	1	1/32		1/32	1	368				54				
23	23	537/8	537/8	0.125	9/32	9/32	Chord	6/8	1	1	1/32		1/32	1	369				54				
23	23	269/4	269/4	0.125	5/16	5/16	Chord	6/8	1	1	1/32		1/32	1	370				54				
23	23	539/8	539/8	0.125	11/32	11/32	Chord	6/8	1	1	1/32		1/32	1	371								
23	23	135/2	135/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	372				55				
23	23	273/4	273/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	373								
23	23	137/2	137/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	374			articStaccatoAbove					
23	23	275/4	275/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	375			articStaccatoAbove					
23	23	135/2	135/2	0.0	3/8	3/8	Dynamic	6/8	1	2	0						ff						
23	23	135/2	135/2	0.0	3/8	3/8	Dynamic	6/8	1	2	0						p						
23	23	135/2	135/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	376	f							
23	23	66	66	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	377				56				
23	23	133/2	133/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	378								
23	23	135/2	135/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	379								
23	23	66	66	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	380								
23	23	135/2	135/2	0.75	3/8	3/8	Chord	6/8	2	2	3/16		1/8	3/2	381				57				
23	23	273/4	273/4	0.25	9/16	9/16	Chord	6/8	2	2	1/16		1/16	1	382								
23	23	137/2	137/2	0.25	5/8	5/8	Chord	6/8	2	2	1/16		1/16	1	383			articStaccatoBelow					
23	23	275/4	275/4	0.25	11/16	11/16	Chord	6/8	2	2	1/16		1/16	1	384			articStaccatoBelow					
24	24	69	69	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	385				58				
24	24	279/4	279/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	386								
24	24	70	70	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	387			articStaccatoBelow					
24	24	281/4	281/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	388			articStaccatoBelow					
24	24	141/2	141/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	389				59				
24	24	285/4	285/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	390								
24	24	143/2	143/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	391			articStaccatoBelow					
24	24	287/4	287/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	392			articStaccatoBelow					
24	24	69	69	0.0	0	0	Dynamic	6/8	1	2	0						ff						
24	24	69	69	0.0	0	0	Dynamic	6/8	1	2	0						p						
24	24	69	69	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	393	f							
24	24	141/2	141/2	0.0	3/8	3/8	Dynamic	6/8	1	2	0						ff						
24	24	141/2	141/2	0.0	3/8	3/8	Dynamic	6/8	1	2	0						p						
24	24	141/2	141/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	394	f							
24	24	69	69	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	395								
24	24	141/2	141/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	396								
24	24	69	69	0.75	0	0	Chord	6/8	2	2	3/16		1/8	3/2	397				60				
24	24	279/4	279/4	0.25	3/16	3/16	Chord	6/8	2	2	1/16		1/16	1	398								
24	24	70	70	0.25	1/4	1/4	Chord	6/8	2	2	1/16		1/16	1	399			articStaccatoBelow					
24	24	281/4	281/4	0.25	5/16	5/16	Chord	6/8	2	2	1/16		1/16	1	400			articStaccatoBelow					
24	24	141/2	141/2	0.75	3/8	3/8	Chord	6/8	2	2	3/16		1/8	3/2	401				61				
24	24	285/4	285/4	0.25	9/16	9/16	Chord	6/8	2	2	1/16		1/16	1	402								
24	24	143/2	143/2	0.25	5/8	5/8	Chord	6/8	2	2	1/16		1/16	1	403			articStaccatoBelow					
24	24	287/4	287/4	0.25	11/16	11/16	Chord	6/8	2	2	1/16		1/16	1	404			articStaccatoBelow					
25	25	72	72	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	405								
25	25	73	73	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	406								
25	25	147/2	147/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	407								
25	25	149/2	149/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	408								
25	25	72	72	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	409								
25	25	73	73	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	410								
25	25	147/2	147/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	411								
25	25	149/2	149/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	412								
26	26	75	75	0.0	0	0	Dynamic	6/8	1	1	0						pp						
26	26	75	75	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	413								
26	26	77	77	0.0	1/2	1/2	Spanner	6/8	1	1	0											3	
26	26	77	77	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	414			articStaccatoAbove	62			3	
26	26	155/2	155/2	0.0	5/8	5/8	Spanner	6/8	1	1	0												
26	26	155/2	155/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	415			articStaccatoAbove					
26	26	75	75	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	416				63				
26	26	301/4	301/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	417				63				
26	26	151/2	151/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	418				63				
26	26	303/4	303/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	419				63				
26	26	76	76	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	420				63				
26	26	305/4	305/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	421								
26	26	153/2	153/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	422				64				
26	26	307/4	307/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	423				64				
26	26	77	77	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	424				64				
26	26	309/4	309/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	425				64				
26	26	155/2	155/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	426				64				
26	26	311/4	311/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	427								
27	27	78	78	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	428				65				
27	27	157/2	157/2	0.375	1/8	1/8	Chord	6/8	1	1	3/32		1/16	3/2	429				65				
27	27	631/8	631/8	0.0625	7/32	7/32	Chord	6/8	1	1	1/64		1/64	1	430				65				
27	27	1263/16	1263/16	0.0625	15/64	15/64	Chord	6/8	1	1	1/64		1/64	1	431								
27	27	79	79	0.375	1/4	1/4	Chord	6/8	1	1	3/32		1/16	3/2	432			articStaccatoAbove					
27	27	635/8	635/8	0.125	11/32	11/32	Chord	6/8	1	1	1/32		1/32	1	433			articStaccatoAbove					
27	27	159/2	159/2	0.0	3/8	3/8	Dynamic	6/8	1	1	0						sf						
27	27	159/2	159/2	0.0	3/8	3/8	Spanner	6/8	1	1	0									6			
27	27	159/2	159/2	0.0	3/8	3/8	Chord	6/8	1	1	0	grace32	1/32	1	434					6			
27	27	159/2	159/2	0.0	3/8	3/8	Chord	6/8	1	1	0	grace32	1/32	1	435					6			
27	27	159/2	159/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	436				66	6			
27	27	161/2	161/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	437				66	6			
27	27	323/4	323/4	0.0	11/16	11/16	Spanner	6/8	1	1	0												
27	27	323/4	323/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	438								
27	27	157/2	157/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4		1/4	1	439				67				
27	27	159/2	159/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	440				68				
27	27	319/4	319/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	441				68				
27	27	80	80	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	442				68				
27	27	321/4	321/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	443				68				
27	27	161/2	161/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	444				68				
27	27	323/4	323/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	445								
27	27	78	78	0.25	0	0	Chord	6/8	2	2	1/16		1/16	1	446				69				
27	27	313/4	313/4	0.25	1/16	1/16	Chord	6/8	2	2	1/16		1/16	1	447				69				
27	27	157/2	157/2	0.25	1/8	1/8	Chord	6/8	2	2	1/16		1/16	1	448				69				
27	27	315/4	315/4	0.25	3/16	3/16	Chord	6/8	2	2	1/16		1/16	1	449				69				
27	27	79	79	0.25	1/4	1/4	Chord	6/8	2	2	1/16		1/16	1	450				69				
27	27	317/4	317/4	0.25	5/16	5/16	Chord	6/8	2	2	1/16		1/16	1	451								
27	27	159/2	159/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	452								
28	28	163/2	163/2	0.0	1/8	1/8	Spanner	6/8	1	1	0											4	
28	28	655/8	655/8	0.0	7/32	7/32	Spanner	6/8	1	1	0												
28	28	165/2	165/2	0.0	3/8	3/8	Dynamic	6/8	1	1	0						ff						
28	28	165/2	165/2	0.0	3/8	3/8	Chord	6/8	1	1	0	grace32	1/32	1	453								
28	28	165/2	165/2	0.0	3/8	3/8	Chord	6/8	1	1	0	grace32	1/32	1	454								
28	28	165/2	165/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	455				70				
28	28	167/2	167/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	456				70				
28	28	335/4	335/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	457								
28	28	81	81	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	458	<			71				
28	28	163/2	163/2	0.375	1/8	1/8	Chord	6/8	1	2	3/32		1/16	3/2	459				71				
28	28	655/8	655/8	0.0625	7/32	7/32	Chord	6/8	1	2	1/64		1/64	1	460				71				
28	28	1311/16	1311/16	0.0625	15/64	15/64	Chord	6/8	1	2	1/64		1/64	1	461								
28	28	82	82	0.375	1/4	1/4	Chord	6/8	1	2	3/32		1/16	3/2	462								
28	28	659/8	659/8	0.125	11/32	11/32	Chord	6/8	1	2	1/32		1/32	1	463								
28	28	333/4	333/4	0.25	9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	464				72				
28	28	167/2	167/2	0.25	5/8	5/8	Chord	6/8	1	2	1/16		1/16	1	465				72				
28	28	335/4	335/4	0.25	11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	466								
28	28	81	81	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	467				73				
28	28	325/4	325/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	468				73				
28	28	163/2	163/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	469				73				
28	28	327/4	327/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	470				73				
28	28	82	82	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	471				73				
28	28	329/4	329/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	472				73				
28	28	165/2	165/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	473				73				
28	28	167/2	167/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	474				73				
28	28	81	81	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	475								
28	28	165/2	165/2	0.25	3/8	3/8	Chord	6/8	2	2	1/16		1/16	1	476								
28	28	331/4	331/4	0.25	7/16	7/16	Chord	6/8	2	2	1/16		1/16	1	477								
28	28	83	83	0.25	1/2	1/2	Chord	6/8	2	2	1/16		1/16	1	478								
28	28	333/4	333/4	0.25	9/16	9/16	Chord	6/8	2	2	1/16		1/16	1	479								
28	28	167/2	167/2	0.25	5/8	5/8	Chord	6/8	2	2	1/16		1/16	1	480								
28	28	335/4	335/4	0.25	11/16	11/16	Chord	6/8	2	2	1/16		1/16	1	481								
29	29	84	84	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	482			articStaccatoAbove					
29	29	337/4	337/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	483			articStaccatoAbove					
29	29	169/2	169/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	484			articStaccatoBelow					
29	29	339/4	339/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	485			articStaccatoBelow					
29	29	84	84	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	486	p							
29	29	84	84	0.0	0	0	Dynamic	6/8	2	1	0						p						
29	29	84	84	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	487								
29	29	85	85	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	488			articStaccatoAbove					
29	29	341/4	341/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	489			articStaccatoAbove					
29	29	171/2	171/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	490								
29	29	84	84	0.5	0	0	Chord	6/8	2	2	1/8		1/8	1	491								
29	29	85	85	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	492								
29	29	171/2	171/2	0.5	3/8	3/8	Chord	6/8	2	2	1/8		1/8	1	493								
30	30	87	87	0.0	0	0	Dynamic	6/8	1	1	0						p						
30	30	177/2	177/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	494				74				
30	30	179/2	179/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	495				74				
30	30	359/4	359/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	496								
30	30	177/2	177/2	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	497	p							
30	30	89	89	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	498								
30	30	179/2	179/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	499								
30	30	177/2	177/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	500				75				
30	30	179/2	179/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	501				75				
30	30	359/4	359/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	502								
30	30	87	87	0.5	0	0	Chord	6/8	2	2	1/8		1/8	1	503								
30	30	175/2	175/2	0.5	1/8	1/8	Chord	6/8	2	2	1/8		1/8	1	504								
30	30	88	88	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	505								
