mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	crescendo_line
129	128	1017/4	1017/4	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	995												
129	128	255	255	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	996												
129	128	1021/4	1021/4	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	997												
129	128	256	256	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	998												
129	128	1017/4	1017/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	999			articStaccatoAbove									
129	128	1021/4	1021/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1000			articStaccatoBelow									
130	129	1025/4	1025/4	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1001												
130	129	257	257	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1002												
130	129	1029/4	1029/4	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	1003												
130	129	258	258	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1004												
130	129	1025/4	1025/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1005			articStaccatoAbove									
130	129	1029/4	1029/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1006			articStaccatoAbove									
131	130	1033/4	1033/4	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1007												
131	130	259	259	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1008												
131	130	1037/4	1037/4	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	1009												
131	130	260	260	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1010												
131	130	1033/4	1033/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1011			articStaccatoBelow									
131	130	1037/4	1037/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1012			articStaccatoAbove									
132	131	1041/4	1041/4	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1013												
132	131	261	261	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1014												
132	131	1045/4	1045/4	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	1015												
132	131	262	262	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1016												
132	131	1041/4	1041/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1017			articStaccatoAbove									
132	131	1045/4	1045/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1018			articStaccatoBelow									
133	132	1049/4	1049/4	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1019												
133	132	263	263	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1020												
133	132	1053/4	1053/4	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	1021												
133	132	264	264	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1022												
133	132	1049/4	1049/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1023			articStaccatoAbove									
133	132	1053/4	1053/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1024			articStaccatoBelow									
134	133	1057/4	1057/4	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	1025												
134	133	265	265	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1026												
134	133	1061/4	1061/4	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	1027												
134	133	266	266	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1028												
134	133	1057/4	1057/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1029			articStaccatoAbove									
134	133	1061/4	1061/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1030			articStaccatoBelow									
135	134	1065/4	1065/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1031												
135	134	533/2	533/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1032												
135	134	1067/4	1067/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1033												
135	134	267	267	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1034												
135	134	1069/4	1069/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1035												
135	134	535/2	535/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1036												
135	134	1071/4	1071/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1037												
135	134	268	268	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1038												
135	134	1065/4	1065/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1039			articStaccatoAbove									
136	135	1073/4	1073/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1040												
136	135	537/2	537/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1041												
136	135	1075/4	1075/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1042												
136	135	269	269	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1043												
136	135	1077/4	1077/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1044												
136	135	539/2	539/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1045												
136	135	1079/4	1079/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1046												
136	135	270	270	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1047												
137	136	1081/4	1081/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1048												
137	136	541/2	541/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1049												
137	136	1083/4	1083/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1050												
137	136	271	271	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1051												
137	136	1085/4	1085/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1052												
137	136	543/2	543/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1053												
137	136	1087/4	1087/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1054												
137	136	272	272	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1055												
137	136	1081/4	1081/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1056												
137	136	541/2	541/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1057												
137	136	1083/4	1083/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1058												
137	136	271	271	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1059												
137	136	1085/4	1085/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1060												
137	136	543/2	543/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1061												
137	136	1087/4	1087/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1062												
137	136	272	272	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1063												
138	137	1089/4	1089/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1064												
138	137	545/2	545/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1065												
138	137	1091/4	1091/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1066												
138	137	273	273	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1067												
138	137	1093/4	1093/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1068												
138	137	547/2	547/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1069												
138	137	1095/4	1095/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1070												
138	137	274	274	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1071												
138	137	1089/4	1089/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1072												
138	137	545/2	545/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1073												
138	137	1091/4	1091/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1074												
138	137	273	273	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1075												
138	137	1093/4	1093/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1076												
138	137	547/2	547/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1077												
138	137	1095/4	1095/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1078												
138	137	274	274	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1079												
139	138	1097/4	1097/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1080												
139	138	549/2	549/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1081												
139	138	1099/4	1099/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1082												
139	138	275	275	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1083												
139	138	1101/4	1101/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1084												
139	138	551/2	551/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1085												
139	138	1103/4	1103/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1086												
139	138	276	276	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1087												
139	138	1097/4	1097/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1088												
139	138	549/2	549/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1089												
139	138	1099/4	1099/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1090												
139	138	275	275	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1091												
139	138	1101/4	1101/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1092												
139	138	551/2	551/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1093												
139	138	1103/4	1103/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1094												
139	138	276	276	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1095												
140	139	1105/4	1105/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1096												
140	139	553/2	553/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1097												
140	139	1107/4	1107/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1098												
140	139	277	277	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1099												
140	139	1109/4	1109/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1100												
140	139	555/2	555/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1101												
140	139	1111/4	1111/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1102												
140	139	278	278	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1103												
140	139	1105/4	1105/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1104												
140	139	553/2	553/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1105												
140	139	1107/4	1107/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1106												
140	139	277	277	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1107												
140	139	1109/4	1109/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1108												
140	139	555/2	555/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1109												
140	139	1111/4	1111/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1110												
140	139	278	278	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1111												
141	140	1113/4	1113/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1112												
141	140	1117/4	1117/4	0.0	1/4	1/4	Dynamic	2/4	1	1	0					sf										
141	140	1117/4	1117/4	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	1113	f											
141	140	1113/4	1113/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1114												
141	140	557/2	557/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1115												
141	140	1115/4	1115/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1116												
141	140	279	279	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1117												
141	140	1117/4	1117/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1118												
141	140	559/2	559/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1119												
141	140	1119/4	1119/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1120												
141	140	280	280	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1121												
142	141	1121/4	1121/4	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1122												
142	141	1125/4	1125/4	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	1123			ornamentTrill									
142	141	1121/4	1121/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1124												
142	141	561/2	561/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1125												
142	141	1123/4	1123/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1126												
142	141	281	281	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1127												
142	141	1125/4	1125/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1128												
142	141	563/2	563/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1129												
142	141	1127/4	1127/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1130												
142	141	282	282	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1131												
143	142	1129/4	1129/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1132												
143	142	565/2	565/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1133												
143	142	1131/4	1131/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1134												
143	142	283	283	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1135												
143	142	1133/4	1133/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1136												
143	142	567/2	567/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1137												
143	142	1135/4	1135/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1138												
143	142	284	284	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1139												
143	142	1129/4	1129/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1140												
144	143	1137/4	1137/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1141												
144	143	569/2	569/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1142												
144	143	1139/4	1139/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1143												
144	143	285	285	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1144												
144	143	1141/4	1141/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1145												
144	143	571/2	571/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1146												
144	143	1143/4	1143/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1147												
144	143	286	286	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1148												
145	144	1145/4	1145/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1149												
145	144	573/2	573/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1150												
145	144	1147/4	1147/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1151												
145	144	287	287	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1152												
145	144	1149/4	1149/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1153												
145	144	575/2	575/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1154												
145	144	1151/4	1151/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1155												
145	144	288	288	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1156												
145	144	1145/4	1145/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1157												
145	144	573/2	573/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1158												
145	144	1147/4	1147/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1159												
145	144	287	287	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1160												
145	144	1149/4	1149/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1161												
145	144	575/2	575/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1162												
145	144	1151/4	1151/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1163												
145	144	288	288	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1164												
146	145	1153/4	1153/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1165												
146	145	577/2	577/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1166												
146	145	1155/4	1155/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1167												
146	145	289	289	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1168												
146	145	1157/4	1157/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1169												
146	145	579/2	579/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1170												
146	145	1159/4	1159/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1171												
146	145	290	290	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1172												
146	145	1153/4	1153/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1173												
146	145	577/2	577/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1174												
146	145	1155/4	1155/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1175												
146	145	289	289	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1176												
146	145	1157/4	1157/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1177												
146	145	579/2	579/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1178												
146	145	1159/4	1159/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1179												
146	145	290	290	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1180												
147	146	1161/4	1161/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1181												
147	146	581/2	581/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1182												
147	146	1163/4	1163/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1183												
147	146	291	291	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1184												
147	146	1165/4	1165/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1185												
147	146	583/2	583/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1186												
147	146	1167/4	1167/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1187												
147	146	292	292	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1188												
147	146	1161/4	1161/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1189												
147	146	581/2	581/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1190												
147	146	1163/4	1163/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1191												
147	146	291	291	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1192												
147	146	1165/4	1165/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1193												
147	146	583/2	583/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1194												
147	146	1167/4	1167/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1195												
147	146	292	292	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1196												
148	147	1169/4	1169/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1197												
148	147	585/2	585/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1198												
148	147	1171/4	1171/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1199												
148	147	293	293	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1200												
148	147	1173/4	1173/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1201												
148	147	587/2	587/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1202												
148	147	1175/4	1175/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1203												
148	147	294	294	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1204												
148	147	1169/4	1169/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1205												
148	147	585/2	585/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1206												
148	147	1171/4	1171/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1207												
148	147	293	293	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1208												
148	147	1173/4	1173/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1209												
148	147	587/2	587/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1210												
148	147	1175/4	1175/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1211												
148	147	294	294	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1212												
149	148	1177/4	1177/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1213												
149	148	1181/4	1181/4	0.0	1/4	1/4	Dynamic	2/4	1	1	0					sf										
149	148	1181/4	1181/4	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	1214	f											
149	148	1177/4	1177/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1215												
149	148	589/2	589/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1216												
149	148	1179/4	1179/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1217												
149	148	295	295	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1218												
149	148	1181/4	1181/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1219												
149	148	591/2	591/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1220												
149	148	1183/4	1183/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1221												
149	148	296	296	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1222												
150	149	1185/4	1185/4	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1223												
150	149	1189/4	1189/4	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	1224			ornamentTrill									
150	149	1185/4	1185/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1225												
150	149	593/2	593/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1226												
150	149	1187/4	1187/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1227												
150	149	297	297	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1228												
150	149	1189/4	1189/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1229												
150	149	595/2	595/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1230												
150	149	1191/4	1191/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1231												
150	149	298	298	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1232												
151	150	1193/4	1193/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1233												
151	150	597/2	597/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1234												
151	150	1195/4	1195/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1235												
151	150	299	299	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1236												
151	150	1197/4	1197/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1237												
151	150	599/2	599/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1238												
151	150	1199/4	1199/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1239												
151	150	300	300	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1240												
151	150	1193/4	1193/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1241												
152	151	1201/4	1201/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1242												
152	151	601/2	601/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1243												
152	151	1203/4	1203/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1244												
152	151	301	301	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1245												
152	151	1205/4	1205/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1246												
152	151	603/2	603/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1247												
152	151	1207/4	1207/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1248												
152	151	302	302	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1249												
153	152	1209/4	1209/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1250												
153	152	605/2	605/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1251												
153	152	1211/4	1211/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1252												
153	152	303	303	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1253												
153	152	1213/4	1213/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1254												
153	152	607/2	607/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1255												
153	152	1215/4	1215/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1256												
153	152	304	304	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1257												
153	152	1209/4	1209/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1258												
153	152	605/2	605/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1259												
153	152	1211/4	1211/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1260												
153	152	303	303	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1261												
153	152	1213/4	1213/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1262												
153	152	607/2	607/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1263												
153	152	1215/4	1215/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1264												
153	152	304	304	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1265												
154	153	1217/4	1217/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1266												
154	153	609/2	609/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1267												
154	153	1219/4	1219/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1268												
154	153	305	305	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1269												
