mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va	pedal
67	62	122	132	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	695								
67	62	245/2	265/2	0.0		1/8	1/8	Dynamic	2/4	2	1	0				sf							
67	62	245/2	265/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	696								
67	62	247/2	267/2	0.0		3/8	3/8	Dynamic	2/4	2	1	0				f							
67	62	247/2	267/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	697								
68	63	124	134	0.0		0	0	Spanner	2/4	1	1	0											
68	63	124	134	0.125		0	0	Chord	2/4	1	1	1/32	1/32	1	698								
68	63	993/8	1073/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	699								
68	63	497/4	537/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	700								
68	63	995/8	1075/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	701								
68	63	249/2	269/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	702								
68	63	997/8	1077/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	703								
68	63	499/4	539/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	704								
68	63	999/8	1079/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	705								
68	63	125	135	0.125		1/4	1/4	Chord	2/4	1	1	1/32	1/32	1	706								
68	63	1001/8	1081/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	707								
68	63	501/4	541/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	708								
68	63	1003/8	1083/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	709								
68	63	251/2	271/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	710								
68	63	1005/8	1085/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	711								
68	63	503/4	543/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	712								
68	63	1007/8	1087/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	713								
68	63	124	134	0.0		0	0	Spanner	2/4	2	1	0											79
68	63	124	134	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	714								79
68	63	249/2	269/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	715								79
68	63	125	135	0.0		1/4	1/4	Spanner	2/4	2	1	0											
68	63	125	135	0.0		1/4	1/4	Spanner	2/4	2	1	0											80
68	63	125	135	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	716								80
68	63	251/2	271/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	717								80
69	64	126	136	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	718								
69	64	126	136	0.0		0	0	Spanner	2/4	2	1	0											
69	64	126	136	0.0		0	0	Spanner	2/4	2	1	0											81
69	64	126	136	0.125		0	0	Chord	2/4	2	1	1/32	1/32	1	719								81
69	64	1009/8	1089/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32	1/32	1	720								81
69	64	505/4	545/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32	1/32	1	721								81
69	64	1011/8	1091/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32	1/32	1	722								81
69	64	253/2	273/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											
69	64	253/2	273/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											82
69	64	253/2	273/2	0.125		1/8	1/8	Chord	2/4	2	1	1/32	1/32	1	723								82
69	64	1013/8	1093/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32	1/32	1	724								82
69	64	507/4	547/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32	1/32	1	725								82
69	64	1015/8	1095/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32	1/32	1	726								82
69	64	127	137	0.0		1/4	1/4	Spanner	2/4	2	1	0											
69	64	127	137	0.0		1/4	1/4	Spanner	2/4	2	1	0											83
69	64	127	137	0.125		1/4	1/4	Chord	2/4	2	1	1/32	1/32	1	727								83
69	64	1017/8	1097/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32	1/32	1	728								83
69	64	509/4	549/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32	1/32	1	729								83
69	64	1019/8	1099/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32	1/32	1	730								83
69	64	255/2	275/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											
69	64	255/2	275/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											84
69	64	255/2	275/2	0.125		3/8	3/8	Chord	2/4	2	1	1/32	1/32	1	731								84
69	64	1021/8	1101/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32	1/32	1	732								84
69	64	511/4	551/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32	1/32	1	733								84
69	64	1023/8	1103/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	734								84
70	65	257/2	277/2	0.0		1/8	1/8	Dynamic	2/4	1	1	0				sf							
70	65	257/2	277/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	735								
70	65	259/2	279/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	736								
70	65	128	138	0.0		0	0	Spanner	2/4	2	1	0											
70	65	128	138	0.0		0	0	Spanner	2/4	2	1	0											85
70	65	128	138	0.125		0	0	Chord	2/4	2	1	1/32	1/32	1	737								85
70	65	1025/8	1105/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32	1/32	1	738								85
70	65	513/4	553/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32	1/32	1	739								85
70	65	1027/8	1107/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32	1/32	1	740								85
70	65	257/2	277/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											
70	65	257/2	277/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											86
70	65	257/2	277/2	0.125		1/8	1/8	Chord	2/4	2	1	1/32	1/32	1	741								86
70	65	1029/8	1109/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32	1/32	1	742								86
70	65	515/4	555/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32	1/32	1	743								86
70	65	1031/8	1111/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32	1/32	1	744								86
70	65	129	139	0.0		1/4	1/4	Spanner	2/4	2	1	0											
70	65	129	139	0.0		1/4	1/4	Spanner	2/4	2	1	0											87
70	65	129	139	0.125		1/4	1/4	Chord	2/4	2	1	1/32	1/32	1	745								87
70	65	1033/8	1113/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32	1/32	1	746								87
70	65	517/4	557/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32	1/32	1	747								87
70	65	1035/8	1115/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32	1/32	1	748								87
70	65	259/2	279/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											
70	65	259/2	279/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											88
70	65	259/2	279/2	0.125		3/8	3/8	Chord	2/4	2	1	1/32	1/32	1	749								88
70	65	1037/8	1117/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32	1/32	1	750								88
70	65	519/4	559/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32	1/32	1	751								88
70	65	1039/8	1119/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	752								88
71	66	130	140	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	753								
71	66	261/2	281/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	754								
71	66	131	141	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	755								
71	66	263/2	283/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	756								
71	66	130	140	0.0		0	0	Spanner	2/4	2	1	0											
71	66	130	140	0.0		0	0	Spanner	2/4	2	1	0											89
71	66	130	140	0.125		0	0	Chord	2/4	2	1	1/32	1/32	1	757								89
71	66	1041/8	1121/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32	1/32	1	758								89
71	66	521/4	561/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32	1/32	1	759								89
71	66	1043/8	1123/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32	1/32	1	760								89
71	66	261/2	281/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											
71	66	261/2	281/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											90
71	66	261/2	281/2	0.125		1/8	1/8	Chord	2/4	2	1	1/32	1/32	1	761								90
71	66	1045/8	1125/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32	1/32	1	762								90
71	66	523/4	563/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32	1/32	1	763								90
71	66	1047/8	1127/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32	1/32	1	764								90
71	66	131	141	0.0		1/4	1/4	Spanner	2/4	2	1	0											
71	66	131	141	0.0		1/4	1/4	Spanner	2/4	2	1	0											91
71	66	131	141	0.125		1/4	1/4	Chord	2/4	2	1	1/32	1/32	1	765								91
71	66	1049/8	1129/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32	1/32	1	766								91
71	66	525/4	565/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32	1/32	1	767								91
71	66	1051/8	1131/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32	1/32	1	768								91
71	66	263/2	283/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											
71	66	263/2	283/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											92
71	66	263/2	283/2	0.125		3/8	3/8	Chord	2/4	2	1	1/32	1/32	1	769								92
71	66	1053/8	1133/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32	1/32	1	770								92
71	66	527/4	567/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32	1/32	1	771								92
71	66	1055/8	1135/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	772								92
72	67	265/2	285/2	0.0		1/8	1/8	Dynamic	2/4	1	1	0				sf							
72	67	265/2	285/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	773								
72	67	267/2	287/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	774								
72	67	132	142	0.0		0	0	Spanner	2/4	2	1	0											
72	67	132	142	0.0		0	0	Spanner	2/4	2	1	0											93
72	67	132	142	0.125		0	0	Chord	2/4	2	1	1/32	1/32	1	775								93
72	67	1057/8	1137/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32	1/32	1	776								93
72	67	529/4	569/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32	1/32	1	777								93
72	67	1059/8	1139/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32	1/32	1	778								93
72	67	265/2	285/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											
72	67	265/2	285/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											94
72	67	265/2	285/2	0.125		1/8	1/8	Chord	2/4	2	1	1/32	1/32	1	779								94
72	67	1061/8	1141/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32	1/32	1	780								94
72	67	531/4	571/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32	1/32	1	781								94
72	67	1063/8	1143/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32	1/32	1	782								94
72	67	133	143	0.0		1/4	1/4	Spanner	2/4	2	1	0											
72	67	133	143	0.0		1/4	1/4	Spanner	2/4	2	1	0											95
72	67	133	143	0.125		1/4	1/4	Chord	2/4	2	1	1/32	1/32	1	783								95
72	67	1065/8	1145/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32	1/32	1	784								95
72	67	533/4	573/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32	1/32	1	785								95
72	67	1067/8	1147/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32	1/32	1	786								95
72	67	267/2	287/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											
72	67	267/2	287/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											96
72	67	267/2	287/2	0.125		3/8	3/8	Chord	2/4	2	1	1/32	1/32	1	787								96
72	67	1069/8	1149/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32	1/32	1	788								96
72	67	535/4	575/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32	1/32	1	789								96
72	67	1071/8	1151/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	790								96
73	68	134	144	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	791								
73	68	269/2	289/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	792								
73	68	135	145	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	793								
73	68	271/2	291/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	794								
73	68	134	144	0.0		0	0	Spanner	2/4	2	1	0											
73	68	134	144	0.0		0	0	Spanner	2/4	2	1	0											97
73	68	134	144	0.125		0	0	Chord	2/4	2	1	1/32	1/32	1	795								97
73	68	1073/8	1153/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32	1/32	1	796								97
73	68	537/4	577/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32	1/32	1	797								97
73	68	1075/8	1155/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32	1/32	1	798								97
73	68	269/2	289/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											
73	68	269/2	289/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											98
73	68	269/2	289/2	0.125		1/8	1/8	Chord	2/4	2	1	1/32	1/32	1	799								98
73	68	1077/8	1157/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32	1/32	1	800								98
73	68	539/4	579/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32	1/32	1	801								98
73	68	1079/8	1159/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32	1/32	1	802								98
73	68	135	145	0.0		1/4	1/4	Spanner	2/4	2	1	0											
73	68	135	145	0.0		1/4	1/4	Spanner	2/4	2	1	0											99
73	68	135	145	0.125		1/4	1/4	Chord	2/4	2	1	1/32	1/32	1	803								99
73	68	1081/8	1161/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32	1/32	1	804								99
73	68	541/4	581/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32	1/32	1	805								99
73	68	1083/8	1163/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32	1/32	1	806								99
73	68	271/2	291/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											
73	68	271/2	291/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											100
73	68	271/2	291/2	0.125		3/8	3/8	Chord	2/4	2	1	1/32	1/32	1	807								100
73	68	1085/8	1165/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32	1/32	1	808								100
73	68	543/4	583/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32	1/32	1	809								100
73	68	1087/8	1167/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	810								100
74	69	136	146	0.0		0	0	Spanner	2/4	1	1	0									7		
74	69	273/2	293/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	811				29		7		
74	69	137	147	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	812				29		7		
74	69	275/2	295/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	813						7		
74	69	136	146	0.0		0	0	Spanner	2/4	2	1	0											
74	69	136	146	0.0		0	0	Spanner	2/4	2	1	0											101
74	69	136	146	0.125		0	0	Chord	2/4	2	1	1/32	1/32	1	814								101
74	69	1089/8	1169/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32	1/32	1	815								101
74	69	545/4	585/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32	1/32	1	816								101
74	69	1091/8	1171/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32	1/32	1	817								101
74	69	273/2	293/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											
74	69	273/2	293/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											102
74	69	273/2	293/2	0.125		1/8	1/8	Chord	2/4	2	1	1/32	1/32	1	818								102
74	69	1093/8	1173/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32	1/32	1	819								102
74	69	547/4	587/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32	1/32	1	820								102
74	69	1095/8	1175/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32	1/32	1	821								102
74	69	137	147	0.0		1/4	1/4	Spanner	2/4	2	1	0											
74	69	137	147	0.0		1/4	1/4	Spanner	2/4	2	1	0											103
74	69	137	147	0.125		1/4	1/4	Chord	2/4	2	1	1/32	1/32	1	822								103
74	69	1097/8	1177/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32	1/32	1	823								103
74	69	549/4	589/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32	1/32	1	824								103
74	69	1099/8	1179/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32	1/32	1	825								103
74	69	275/2	295/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											
74	69	275/2	295/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											104
74	69	275/2	295/2	0.125		3/8	3/8	Chord	2/4	2	1	1/32	1/32	1	826								104
74	69	1101/8	1181/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32	1/32	1	827								104
74	69	551/4	591/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32	1/32	1	828								104
74	69	1103/8	1183/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	829								104
75	70	138	148	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	830				30		7		
75	70	277/2	297/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	831				30		7		
75	70	139	149	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	832				30		7		
75	70	279/2	299/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	833						7		
75	70	138	148	0.0		0	0	Spanner	2/4	2	1	0											
75	70	138	148	0.0		0	0	Spanner	2/4	2	1	0											105
75	70	138	148	0.125		0	0	Chord	2/4	2	1	1/32	1/32	1	834								105
75	70	1105/8	1185/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32	1/32	1	835								105
75	70	553/4	593/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32	1/32	1	836								105
75	70	1107/8	1187/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32	1/32	1	837								105
75	70	277/2	297/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											
75	70	277/2	297/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											106
75	70	277/2	297/2	0.125		1/8	1/8	Chord	2/4	2	1	1/32	1/32	1	838								106
75	70	1109/8	1189/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32	1/32	1	839								106
75	70	555/4	595/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32	1/32	1	840								106
75	70	1111/8	1191/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32	1/32	1	841								106
75	70	139	149	0.0		1/4	1/4	Spanner	2/4	2	1	0											
75	70	139	149	0.0		1/4	1/4	Spanner	2/4	2	1	0											107
75	70	139	149	0.125		1/4	1/4	Chord	2/4	2	1	1/32	1/32	1	842								107
75	70	1113/8	1193/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32	1/32	1	843								107
75	70	557/4	597/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32	1/32	1	844								107
75	70	1115/8	1195/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32	1/32	1	845								107
75	70	279/2	299/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											
75	70	279/2	299/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											108
75	70	279/2	299/2	0.125		3/8	3/8	Chord	2/4	2	1	1/32	1/32	1	846								108
75	70	1117/8	1197/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32	1/32	1	847								108
75	70	559/4	599/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32	1/32	1	848								108
75	70	1119/8	1199/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	849								108
76	71	140	150	0.0		0	0	Dynamic	2/4	1	1	0				ff							
76	71	140	150	0.0		0	0	Spanner	2/4	1	1	0											
76	71	140	150	1.0		0	0	Chord	2/4	1	1	1/4	1/4	1	850								
76	71	141	151	0.0		1/4	1/4	Dynamic	2/4	1	1	0				sf							
76	71	141	151	1.0		1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	851								
76	71	140	150	0.0		0	0	Spanner	2/4	2	1	0											
76	71	140	150	0.0		0	0	Spanner	2/4	2	1	0											109
76	71	140	150	0.125		0	0	Chord	2/4	2	1	1/32	1/32	1	852								109
76	71	1121/8	1201/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32	1/32	1	853								109
76	71	561/4	601/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32	1/32	1	854								109
76	71	1123/8	1203/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32	1/32	1	855								109
76	71	281/2	301/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											
76	71	281/2	301/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											110
76	71	281/2	301/2	0.125		1/8	1/8	Chord	2/4	2	1	1/32	1/32	1	856								110
76	71	1125/8	1205/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32	1/32	1	857								110
76	71	563/4	603/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32	1/32	1	858								110
76	71	1127/8	1207/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32	1/32	1	859								110
76	71	141	151	0.0		1/4	1/4	Spanner	2/4	2	1	0											
76	71	141	151	0.0		1/4	1/4	Spanner	2/4	2	1	0											111
76	71	141	151	0.125		1/4	1/4	Chord	2/4	2	1	1/32	1/32	1	860								111
76	71	1129/8	1209/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32	1/32	1	861								111
76	71	565/4	605/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32	1/32	1	862								111
76	71	1131/8	1211/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32	1/32	1	863								111
76	71	283/2	303/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											
76	71	283/2	303/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											112
76	71	283/2	303/2	0.125		3/8	3/8	Chord	2/4	2	1	1/32	1/32	1	864								112
76	71	1133/8	1213/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32	1/32	1	865								112
76	71	567/4	607/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32	1/32	1	866								112
76	71	1135/8	1215/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	867								112
77	72	142	152	0.0		0	0	Spanner	2/4	1	1	0											113
77	72	142	152	0.125		0	0	Chord	2/4	1	1	1/32	1/32	1	868								113
77	72	1137/8	1217/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	869								113
77	72	569/4	609/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	870								113
77	72	1139/8	1219/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	871								113
77	72	285/2	305/2	0.0		1/8	1/8	Spanner	2/4	1	1	0											
77	72	285/2	305/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	872								
77	72	1141/8	1221/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	873								
77	72	571/4	611/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	874								
77	72	1143/8	1223/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	875								
77	72	143	153	0.125		1/4	1/4	Chord	2/4	1	1	1/32	1/32	1	876								
77	72	1145/8	1225/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	877								
77	72	573/4	613/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	878								
77	72	1147/8	1227/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	879								
77	72	287/2	307/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	880								
77	72	1149/8	1229/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	881								
77	72	575/4	615/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	882								
77	72	1151/8	1231/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	883								
77	72	142	152	0.0		0	0	StaffText	2/4	2	1	0						<i>dolce</i>					
77	72	142	152	0.0		0	0	Spanner	2/4	2	1	0											
77	72	142	152	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	884								
77	72	285/2	305/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											114
78	73	144	154	0.125		0	0	Chord	2/4	1	1	1/32	1/32	1	885								
78	73	1153/8	1233/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	886								
78	73	577/4	617/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	887								
78	73	1155/8	1235/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	888								
78	73	289/2	309/2	0.0		1/8	1/8	Dynamic	2/4	1	1	0				sf							
78	73	289/2	309/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	889								
78	73	1157/8	1237/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	890								
78	73	579/4	619/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	891								
78	73	1159/8	1239/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	892								
78	73	145	155	0.125		1/4	1/4	Chord	2/4	1	1	1/32	1/32	1	893								
78	73	1161/8	1241/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	894								
78	73	581/4	621/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	895								
78	73	1163/8	1243/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	896								
78	73	291/2	311/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	897								
78	73	1165/8	1245/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	898								
78	73	583/4	623/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	899								
78	73	1167/8	1247/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	900								
78	73	144	154	0.0		0	0	Spanner	2/4	2	1	0											
78	73	144	154	0.0		0	0	Spanner	2/4	2	1	0											115
78	73	289/2	309/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											
78	73	289/2	309/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											116
78	73	289/2	309/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	901								116
78	73	291/2	311/2	0.0		3/8	3/8	Dynamic	2/4	2	1	0				sf							
78	73	291/2	311/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											
78	73	291/2	311/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											117
78	73	291/2	311/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	902				31				117
79	74	146	156	0.125		0	0	Chord	2/4	1	1	1/32	1/32	1	903								
79	74	1169/8	1249/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	904								
79	74	585/4	625/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	905								
79	74	1171/8	1251/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	906								
