mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	articulation
103	103	1231/4	1231/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	873		
103	103	308	308	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	874		
103	103	1233/4	1233/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	875		
103	103	617/2	617/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	876		
103	103	1235/4	1235/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	877		
103	103	306	306	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	878		articStaccatoBelow
103	103	613/2	613/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	879		articStaccatoBelow
103	103	307	307	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	880		articStaccatoBelow
103	103	615/2	615/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	881		
103	103	308	308	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	882		
103	103	617/2	617/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	883		
104	104	309	309	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	884		
104	104	1237/4	1237/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	885		
104	104	619/2	619/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	886		
104	104	1239/4	1239/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	887		
104	104	310	310	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	888		
104	104	1241/4	1241/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	889		
104	104	621/2	621/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	890		
104	104	1243/4	1243/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	891		
104	104	311	311	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	892		
104	104	1245/4	1245/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	893		
104	104	623/2	623/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	894		
104	104	1247/4	1247/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	895		
104	104	309	309	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	896		articStaccatoAbove
104	104	619/2	619/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	897		articStaccatoAbove
104	104	310	310	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	898		articStaccatoAbove
104	104	621/2	621/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	899		
104	104	311	311	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	900		
104	104	623/2	623/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	901		
105	105	312	312	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	902	p	
105	105	1249/4	1249/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	903	<	
105	105	625/2	625/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	904		
105	105	1251/4	1251/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	905		
105	105	313	313	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	906		
105	105	1253/4	1253/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	907		
105	105	627/2	627/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	908		
105	105	1255/4	1255/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	909		
105	105	314	314	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	910		
105	105	1257/4	1257/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	911		
105	105	629/2	629/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	912		
105	105	1259/4	1259/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	913		
105	105	312	312	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	914		
106	106	315	315	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	915		
106	106	1261/4	1261/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	916		
106	106	631/2	631/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	917		
106	106	1263/4	1263/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	918		
106	106	316	316	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	919		
106	106	1265/4	1265/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	920		
106	106	633/2	633/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	921		
106	106	1267/4	1267/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	922		
106	106	317	317	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	923		
106	106	1269/4	1269/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	924		
106	106	635/2	635/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	925		
106	106	1271/4	1271/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	926		
106	106	315	315	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	927		
107	107	318	318	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	928		
107	107	1273/4	1273/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	929		
107	107	637/2	637/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	930		
107	107	1275/4	1275/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	931		
107	107	319	319	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	932		
107	107	1277/4	1277/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	933		
107	107	639/2	639/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	934		
107	107	1279/4	1279/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	935		
107	107	320	320	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	936		
107	107	1281/4	1281/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	937		
107	107	641/2	641/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	938		
107	107	1283/4	1283/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	939		
107	107	318	318	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	940		
108	108	321	321	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	941	ff	
108	108	1285/4	1285/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	942		
108	108	643/2	643/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	943		
108	108	1287/4	1287/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	944		
108	108	322	322	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	945		
108	108	1289/4	1289/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	946		
108	108	645/2	645/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	947		
108	108	1291/4	1291/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	948		
108	108	323	323	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	949		
108	108	1293/4	1293/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	950		
108	108	647/2	647/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	951		
108	108	1295/4	1295/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	952		
108	108	321	321	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	953		
109	109	324	324	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	954		
109	109	649/2	649/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	955		
109	109	325	325	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	956		articStaccatoAbove
109	109	651/2	651/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	957		
109	109	326	326	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	958		
109	109	653/2	653/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	959		articStaccatoAbove
109	109	324	324	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	960		
109	109	651/2	651/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	961		
110	110	327	327	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	962		
110	110	655/2	655/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	963		
110	110	328	328	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	964		articStaccatoAbove
110	110	657/2	657/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	965		
110	110	329	329	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	966		
110	110	659/2	659/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	967		articStaccatoAbove
110	110	327	327	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	968		
110	110	657/2	657/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	969		
111	111	330	330	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	970		
111	111	1321/4	1321/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	971		
111	111	661/2	661/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	972		
111	111	1323/4	1323/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	973		
111	111	331	331	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	974		
111	111	1325/4	1325/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	975		
111	111	663/2	663/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	976		
111	111	1327/4	1327/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	977		
111	111	332	332	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	978		
111	111	1329/4	1329/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	979		
111	111	665/2	665/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	980		
111	111	1331/4	1331/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	981		
111	111	330	330	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	982		
111	111	663/2	663/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	983		
112	112	333	333	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	984		
112	112	1333/4	1333/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	985		
112	112	667/2	667/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	986		
112	112	1335/4	1335/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	987		
112	112	334	334	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	988		
112	112	1337/4	1337/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	989		
112	112	669/2	669/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	990		
112	112	1339/4	1339/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	991		
112	112	335	335	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	992		
112	112	1341/4	1341/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	993		
112	112	671/2	671/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	994		
112	112	1343/4	1343/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	995		
112	112	333	333	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	996		
113	113	336	336	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	997		
113	113	1345/4	1345/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	998		
113	113	673/2	673/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	999		
113	113	1347/4	1347/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	1000		
113	113	337	337	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	1001		
113	113	1349/4	1349/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	1002		
113	113	675/2	675/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	1003		
113	113	1351/4	1351/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	1004		
113	113	338	338	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	1005		
113	113	1353/4	1353/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	1006		
113	113	677/2	677/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	1007		
113	113	1355/4	1355/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	1008		
113	113	336	336	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	1009		
113	113	675/2	675/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	1010		
114	114	339	339	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	1011		
114	114	1357/4	1357/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	1012		
114	114	679/2	679/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	1013		
114	114	1359/4	1359/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	1014		
114	114	340	340	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	1015		
114	114	1361/4	1361/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	1016		
114	114	681/2	681/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	1017		
114	114	1363/4	1363/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	1018		
114	114	341	341	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	1019		
114	114	1365/4	1365/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	1020		
114	114	683/2	683/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	1021		
114	114	1367/4	1367/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	1022		
114	114	339	339	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	1023		
115	115	342	342	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	1024		
115	115	1369/4	1369/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	1025		
115	115	685/2	685/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	1026		
115	115	1371/4	1371/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	1027		
115	115	343	343	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	1028		
115	115	1373/4	1373/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	1029		
115	115	687/2	687/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	1030		
115	115	1375/4	1375/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	1031		
115	115	344	344	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	1032		
115	115	1377/4	1377/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	1033		
115	115	689/2	689/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	1034		
115	115	1379/4	1379/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	1035		
115	115	342	342	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	1036		
115	115	687/2	687/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	1037		
116	116	345	345	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	1038		
116	116	1381/4	1381/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	1039		
116	116	691/2	691/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	1040		
116	116	1383/4	1383/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	1041		
116	116	346	346	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	1042		
116	116	1385/4	1385/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	1043		
116	116	693/2	693/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	1044		
116	116	1387/4	1387/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	1045		
116	116	347	347	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	1046		
116	116	1389/4	1389/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	1047		
116	116	695/2	695/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	1048		
116	116	1391/4	1391/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	1049		
116	116	345	345	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	1050		
117	117	348	348	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	1051		
117	117	1393/4	1393/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	1052		
117	117	697/2	697/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	1053		
117	117	1395/4	1395/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	1054		
117	117	349	349	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	1055		
117	117	1397/4	1397/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	1056		
117	117	699/2	699/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	1057		
117	117	1399/4	1399/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	1058		
117	117	350	350	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	1059		
117	117	1401/4	1401/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	1060		
117	117	701/2	701/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	1061		
117	117	1403/4	1403/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	1062		
117	117	348	348	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	1063		
117	117	699/2	699/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	1064		
118	118	351	351	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	1065		
118	118	1405/4	1405/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	1066		
118	118	703/2	703/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	1067		
118	118	1407/4	1407/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	1068		
118	118	352	352	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	1069		
118	118	1409/4	1409/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	1070		
118	118	705/2	705/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	1071		
118	118	1411/4	1411/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	1072		
118	118	353	353	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	1073		
118	118	1413/4	1413/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	1074		
118	118	707/2	707/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	1075		
118	118	1415/4	1415/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	1076		
118	118	351	351	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	1077		articStaccatoBelow
119	119	354	354	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	1078		
119	119	1417/4	1417/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	1079		
119	119	709/2	709/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	1080		
119	119	1419/4	1419/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	1081		
119	119	355	355	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	1082		
119	119	1421/4	1421/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	1083		
119	119	711/2	711/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	1084		
119	119	1423/4	1423/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	1085		
119	119	356	356	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	1086		
119	119	1425/4	1425/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	1087		
119	119	713/2	713/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	1088		
119	119	1427/4	1427/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	1089		
119	119	354	354	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	1090		
119	119	711/2	711/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	1091		
120	120	357	357	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	1092		
120	120	1429/4	1429/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	1093		
120	120	715/2	715/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	1094		
120	120	1431/4	1431/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	1095		
120	120	358	358	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	1096		
120	120	1433/4	1433/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	1097		
120	120	717/2	717/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	1098		
120	120	1435/4	1435/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	1099		
120	120	359	359	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	1100		
120	120	1437/4	1437/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	1101		
120	120	719/2	719/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	1102		
120	120	1439/4	1439/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	1103		
120	120	357	357	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	1104		
121	121	360	360	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	1105		
121	121	1441/4	1441/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	1106		
121	121	721/2	721/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	1107		
121	121	1443/4	1443/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	1108		
121	121	361	361	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	1109		
121	121	1445/4	1445/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	1110		
121	121	723/2	723/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	1111		
121	121	1447/4	1447/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	1112		
121	121	362	362	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	1113		
121	121	1449/4	1449/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	1114		
121	121	725/2	725/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	1115		
121	121	1451/4	1451/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	1116		
121	121	360	360	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	1117		
121	121	723/2	723/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	1118		
122	122	363	363	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	1119		
122	122	1453/4	1453/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	1120		
122	122	727/2	727/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	1121		
122	122	1455/4	1455/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	1122		
122	122	364	364	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	1123		
122	122	1457/4	1457/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	1124		
122	122	729/2	729/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	1125		
122	122	1459/4	1459/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	1126		
122	122	365	365	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	1127		
122	122	1461/4	1461/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	1128		
122	122	731/2	731/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	1129		
122	122	1463/4	1463/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	1130		
122	122	363	363	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	1131		
123	123	366	366	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	1132		
123	123	1465/4	1465/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	1133		
123	123	733/2	733/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	1134		
123	123	1467/4	1467/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	1135		
123	123	367	367	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	1136		
123	123	1469/4	1469/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	1137		
123	123	735/2	735/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	1138		
123	123	1471/4	1471/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	1139		
123	123	368	368	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	1140		
123	123	1473/4	1473/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	1141		
123	123	737/2	737/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	1142		
123	123	1475/4	1475/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	1143		
123	123	366	366	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	1144		
123	123	735/2	735/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	1145		
124	124	369	369	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	1146		
124	124	1477/4	1477/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	1147		
124	124	739/2	739/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	1148		
124	124	1479/4	1479/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	1149		
124	124	370	370	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	1150		
124	124	1481/4	1481/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	1151		
124	124	741/2	741/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	1152		
124	124	1483/4	1483/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	1153		
124	124	371	371	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	1154		
124	124	1485/4	1485/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	1155		
