mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
234	234	466	466	0.0		0	0	Spanner	2/4	2	1	0										141		
234	234	466	466	2.0		0	0	Chord	2/4	2	1	1/2	1/2	1	2300							141		
235	235	468	468	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	2301									
235	235	1873/4	1873/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2302									
235	235	937/2	937/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2303									
235	235	1875/4	1875/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2304									
235	235	469	469	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2305									
235	235	1877/4	1877/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2306									
235	235	939/2	939/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2307									
235	235	1879/4	1879/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2308									
235	235	468	468	1.0		0	0	Chord	2/4	1	2	1/4	1/4	1	2309									
235	235	469	469	1.0		1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	2310									
235	235	468	468	0.0		0	0	Spanner	2/4	2	1	0												
235	235	468	468	0.0		0	0	Spanner	2/4	2	1	0										142		
235	235	468	468	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	2311							142		
235	235	469	469	0.0		1/4	1/4	Spanner	2/4	2	1	0										143		
235	235	469	469	0.0		1/4	1/4	Spanner	2/4	2	1	0										143		
236	236	470	470	0.0		0	0	Spanner	2/4	1	1	0									17			
236	236	1881/4	1881/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2312						17			
236	236	941/2	941/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2313						17			
236	236	1883/4	1883/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2314						17			
236	236	471	471	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2315						17			
236	236	1885/4	1885/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2316						17			
236	236	943/2	943/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2317						17			
236	236	1887/4	1887/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2318						17			
236	236	470	470	0.0		0	0	Spanner	2/4	2	1	0												
236	236	470	470	0.0		0	0	Spanner	2/4	2	1	0										144		
236	236	470	470	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	2319							144		
236	236	471	471	0.0		1/4	1/4	Spanner	2/4	2	1	0												
236	236	471	471	0.0		1/4	1/4	Spanner	2/4	2	1	0										145		
236	236	1887/4	1887/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2320							145		
237	237	1889/4	1889/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2321						17			
237	237	945/2	945/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2322						17			
237	237	1891/4	1891/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2323						17			
237	237	473	473	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2324						17			
237	237	1893/4	1893/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2325						17			
237	237	947/2	947/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2326						17			
237	237	1895/4	1895/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2327						17			
237	237	472	472	0.0		0	0	Spanner	2/4	2	1	0												
237	237	472	472	0.0		0	0	Spanner	2/4	2	1	0										146		
237	237	472	472	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	2328							146		
237	237	473	473	0.0		1/4	1/4	Spanner	2/4	2	1	0												
237	237	473	473	0.0		1/4	1/4	Spanner	2/4	2	1	0										147		
237	237	1895/4	1895/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2329							147		
238	238	474	474	0.0		0	0	Spanner	2/4	1	1	0												
238	238	1897/4	1897/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2330									
238	238	949/2	949/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2331									
238	238	1899/4	1899/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2332									
238	238	475	475	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2333									
238	238	1901/4	1901/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2334									
238	238	951/2	951/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2335									
238	238	1903/4	1903/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2336									
238	238	475	475	1.0		1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	2337									
238	238	474	474	0.0		0	0	Dynamic	2/4	2	1	0				sf								
238	238	474	474	0.0		0	0	Spanner	2/4	2	1	0												
238	238	474	474	0.0		0	0	Spanner	2/4	2	1	0										148		
238	238	474	474	2.0		0	0	Chord	2/4	2	1	1/2	1/2	1	2338							148		
239	239	476	476	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	2339									
239	239	1905/4	1905/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2340									
239	239	953/2	953/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2341									
239	239	1907/4	1907/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2342									
239	239	477	477	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2343									
239	239	1909/4	1909/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2344									
239	239	955/2	955/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2345									
239	239	1911/4	1911/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2346									
239	239	476	476	0.0		0	0	Spanner	2/4	2	1	0												
239	239	476	476	0.0		0	0	Spanner	2/4	2	1	0								19				
239	239	476	476	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	2347					19				
239	239	953/2	953/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	2348					19				
239	239	477	477	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	2349					19				
239	239	955/2	955/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	2350					19				
240	240	478	478	0.0		0	0	Dynamic	2/4	1	1	0				p								
240	240	1913/4	1913/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2351									
240	240	957/2	957/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2352									
240	240	1915/4	1915/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2353									
240	240	479	479	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2354									
240	240	1917/4	1917/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2355									
240	240	959/2	959/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2356									
240	240	1919/4	1919/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2357									
240	240	479	479	1.0		1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	2358									
240	240	478	478	0.0		0	0	Spanner	2/4	2	1	0												
240	240	478	478	0.0		0	0	Spanner	2/4	2	1	0										149		
240	240	478	478	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	2359							149		
240	240	479	479	0.0		1/4	1/4	Spanner	2/4	2	1	0												
240	240	479	479	0.0		1/4	1/4	Spanner	2/4	2	1	0										150		
240	240	1919/4	1919/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2360							150		
241	241	480	480	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	2361									
241	241	1921/4	1921/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2362									
241	241	961/2	961/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2363									
241	241	1923/4	1923/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2364									
241	241	481	481	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2365									
241	241	1925/4	1925/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2366									
241	241	963/2	963/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2367									
241	241	1927/4	1927/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2368									
241	241	480	480	1.0		0	0	Chord	2/4	1	2	1/4	1/4	1	2369									
241	241	481	481	1.0		1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	2370									
241	241	480	480	0.0		0	0	Spanner	2/4	2	1	0												
241	241	480	480	0.0		0	0	Spanner	2/4	2	1	0										151		
241	241	480	480	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	2371							151		
241	241	481	481	0.0		1/4	1/4	Spanner	2/4	2	1	0												
241	241	481	481	0.0		1/4	1/4	Spanner	2/4	2	1	0										152		
241	241	1927/4	1927/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2372							152		
242	242	482	482	1.0		0	0	Chord	2/4	1	1	1/4	1/4	1	2373									
242	242	1935/4	1935/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2374									
242	242	482	482	0.0		0	0	Spanner	2/4	2	1	0												
242	242	482	482	0.0		0	0	Spanner	2/4	2	1	0										153		
242	242	482	482	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	2375							153		
242	242	1929/4	1929/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2376							153		
242	242	965/2	965/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2377							153		
242	242	1931/4	1931/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2378							153		
242	242	483	483	0.0		1/4	1/4	Spanner	2/4	2	1	0												
242	242	483	483	0.0		1/4	1/4	Spanner	2/4	2	1	0										154		
242	242	483	483	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2379							154		
242	242	1933/4	1933/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2380							154		
242	242	967/2	967/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2381							154		
242	242	1935/4	1935/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2382							154		
243	243	484	484	1.0		0	0	Chord	2/4	1	1	1/4	1/4	1	2383									
243	243	1943/4	1943/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2384									
243	243	484	484	0.0		0	0	Spanner	2/4	2	1	0												
243	243	484	484	0.0		0	0	Spanner	2/4	2	1	0										155		
243	243	484	484	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	2385							155		
243	243	1937/4	1937/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2386							155		
243	243	969/2	969/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2387							155		
243	243	1939/4	1939/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2388							155		
243	243	485	485	0.0		1/4	1/4	Spanner	2/4	2	1	0												
243	243	485	485	0.0		1/4	1/4	Spanner	2/4	2	1	0										156		
243	243	485	485	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2389							156		
243	243	1941/4	1941/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2390							156		
243	243	971/2	971/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2391							156		
243	243	1943/4	1943/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2392							156		
244	244	486	486	0.0		0	0	Dynamic	2/4	1	1	0				sf								
244	244	486	486	2.0		0	0	Chord	2/4	1	1	1/2	1/2	1	2393				25					
244	244	486	486	0.0		0	0	Spanner	2/4	2	1	0												
244	244	486	486	0.0		0	0	Spanner	2/4	2	1	0										157		
244	244	486	486	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	2394							157		
244	244	1945/4	1945/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2395							157		
244	244	973/2	973/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2396							157		
244	244	1947/4	1947/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2397							157		
244	244	487	487	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2398							157		
244	244	1949/4	1949/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2399							157		
244	244	975/2	975/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2400							157		
244	244	1951/4	1951/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2401							157		
245	245	488	488	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	2402									
245	245	488	488	0.0		0	0	Spanner	2/4	2	1	0												
245	245	488	488	0.0		0	0	Spanner	2/4	2	1	0										158		
245	245	488	488	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	2403							158		
245	245	1953/4	1953/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2404							158		
245	245	977/2	977/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2405							158		
245	245	1955/4	1955/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2406							158		
245	245	489	489	0.0		1/4	1/4	Spanner	2/4	2	1	0												
245	245	489	489	0.0		1/4	1/4	Spanner	2/4	2	1	0										159		
245	245	489	489	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2407							159		
245	245	1957/4	1957/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2408							159		
245	245	979/2	979/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2409							159		
245	245	1959/4	1959/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2410							159		
246	246	1967/4	1967/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2411									
246	246	490	490	0.0		0	0	Spanner	2/4	2	1	0												
246	246	490	490	0.0		0	0	Spanner	2/4	2	1	0										160		
246	246	490	490	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	2412							160		
246	246	1961/4	1961/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2413							160		
246	246	981/2	981/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2414							160		
246	246	1963/4	1963/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2415							160		
246	246	491	491	0.0		1/4	1/4	Spanner	2/4	2	1	0												
246	246	491	491	0.0		1/4	1/4	Spanner	2/4	2	1	0										161		
246	246	491	491	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2416							161		
246	246	1965/4	1965/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2417							161		
246	246	983/2	983/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2418							161		
246	246	1967/4	1967/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2419							161		
247	247	492	492	1.0		0	0	Chord	2/4	1	1	1/4	1/4	1	2420									
247	247	1975/4	1975/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2421									
247	247	492	492	0.0		0	0	Spanner	2/4	2	1	0												
247	247	492	492	0.0		0	0	Spanner	2/4	2	1	0										162		
247	247	492	492	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	2422							162		
247	247	1969/4	1969/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2423							162		
247	247	985/2	985/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2424							162		
247	247	1971/4	1971/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2425							162		
247	247	493	493	0.0		1/4	1/4	Spanner	2/4	2	1	0												
247	247	493	493	0.0		1/4	1/4	Spanner	2/4	2	1	0										163		
247	247	493	493	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2426							163		
247	247	1973/4	1973/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2427							163		
247	247	987/2	987/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2428							163		
247	247	1975/4	1975/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2429							163		
248	248	494	494	0.0		0	0	Dynamic	2/4	1	1	0				sf								
248	248	494	494	2.0		0	0	Chord	2/4	1	1	1/2	1/2	1	2430				26					
248	248	494	494	0.0		0	0	Spanner	2/4	2	1	0												
248	248	494	494	0.0		0	0	Spanner	2/4	2	1	0										164		
248	248	494	494	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	2431							164		
248	248	1977/4	1977/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2432							164		
248	248	989/2	989/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2433							164		
248	248	1979/4	1979/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2434							164		
248	248	495	495	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2435							164		
248	248	1981/4	1981/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2436							164		
248	248	991/2	991/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2437							164		
248	248	1983/4	1983/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2438							164		
249	249	496	496	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	2439									
249	249	496	496	0.0		0	0	Spanner	2/4	2	1	0												
249	249	496	496	0.0		0	0	Spanner	2/4	2	1	0										165		
249	249	496	496	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	2440							165		
249	249	1985/4	1985/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2441							165		
249	249	993/2	993/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2442							165		
249	249	1987/4	1987/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2443							165		
249	249	497	497	0.0		1/4	1/4	Spanner	2/4	2	1	0												
249	249	497	497	0.0		1/4	1/4	Spanner	2/4	2	1	0										166		
249	249	497	497	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2444							166		
249	249	1989/4	1989/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2445							166		
249	249	995/2	995/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2446							166		
249	249	1991/4	1991/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2447							166		
250	250	498	498	0.0		0	0	Dynamic	2/4	1	1	0				f								
250	250	1999/4	1999/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2448									
250	250	498	498	0.0		0	0	Spanner	2/4	2	1	0												
250	250	498	498	0.0		0	0	Spanner	2/4	2	1	0										167		
250	250	498	498	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	2449							167		
250	250	1993/4	1993/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2450							167		
250	250	997/2	997/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2451							167		
250	250	1995/4	1995/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2452							167		
250	250	499	499	0.0		1/4	1/4	Spanner	2/4	2	1	0												
250	250	499	499	0.0		1/4	1/4	Spanner	2/4	2	1	0										168		
250	250	499	499	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2453							168		
250	250	1997/4	1997/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2454							168		
250	250	999/2	999/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2455							168		
250	250	1999/4	1999/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2456							168		
251	251	500	500	1.0		0	0	Chord	2/4	1	1	1/4	1/4	1	2457									
251	251	2007/4	2007/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2458									
251	251	500	500	0.0		0	0	Spanner	2/4	2	1	0												
251	251	500	500	0.0		0	0	Spanner	2/4	2	1	0										169		
251	251	500	500	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	2459							169		
251	251	2001/4	2001/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2460							169		
251	251	1001/2	1001/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2461							169		
251	251	2003/4	2003/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2462							169		
251	251	501	501	0.0		1/4	1/4	Spanner	2/4	2	1	0												
251	251	501	501	0.0		1/4	1/4	Spanner	2/4	2	1	0										170		
251	251	501	501	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2463							170		
251	251	2005/4	2005/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2464							170		
251	251	1003/2	1003/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2465							170		
251	251	2007/4	2007/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2466							170		
252	252	502	502	0.0		0	0	Dynamic	2/4	1	1	0				sf								
252	252	502	502	2.0		0	0	Chord	2/4	1	1	1/2	1/2	1	2467				27					
252	252	502	502	0.0		0	0	Spanner	2/4	2	1	0												
252	252	502	502	0.0		0	0	Spanner	2/4	2	1	0										171		
252	252	502	502	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	2468							171		
252	252	2009/4	2009/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2469							171		
252	252	1005/2	1005/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2470							171		
252	252	2011/4	2011/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2471							171		
252	252	503	503	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2472							171		
252	252	2013/4	2013/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2473							171		
252	252	1007/2	1007/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2474							171		
252	252	2015/4	2015/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2475							171		
253	253	504	504	0.0		0	0	Spanner	2/4	1	1	0							27	20				
253	253	504	504	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	2476				27	20				
253	253	1009/2	1009/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	2477				27	20				
253	253	505	505	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	2478				27	20				
253	253	1011/2	1011/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	2479					20				
253	253	504	504	0.0		0	0	Spanner	2/4	2	1	0												
253	253	504	504	0.0		0	0	Spanner	2/4	2	1	0										172		
253	253	504	504	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	2480							172		
253	253	2017/4	2017/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2481							172		
253	253	1009/2	1009/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2482							172		
253	253	2019/4	2019/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2483							172		
253	253	505	505	0.0		1/4	1/4	Spanner	2/4	2	1	0												
253	253	505	505	0.0		1/4	1/4	Spanner	2/4	2	1	0										173		
253	253	505	505	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2484							173		
253	253	2021/4	2021/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2485							173		
253	253	1011/2	1011/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2486							173		
253	253	2023/4	2023/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2487							173		
254	254	506	506	0.0		0	0	Spanner	2/4	1	1	0												
254	254	506	506	1.0		0	0	Chord	2/4	1	1	1/4	1/4	1	2488									
254	254	2031/4	2031/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2489									
254	254	506	506	0.0		0	0	Spanner	2/4	2	1	0												
254	254	506	506	0.0		0	0	Spanner	2/4	2	1	0										174		
254	254	506	506	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	2490							174		
254	254	2025/4	2025/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2491							174		
254	254	1013/2	1013/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2492							174		
254	254	2027/4	2027/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2493							174		
254	254	507	507	0.0		1/4	1/4	Spanner	2/4	2	1	0												
254	254	507	507	0.0		1/4	1/4	Spanner	2/4	2	1	0										175		
254	254	507	507	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2494							175		
254	254	2029/4	2029/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2495							175		
254	254	1015/2	1015/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2496							175		
254	254	2031/4	2031/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2497							175		
255	255	508	508	1.0		0	0	Chord	2/4	1	1	1/4	1/4	1	2498									
255	255	2039/4	2039/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2499									
255	255	508	508	0.0		0	0	Spanner	2/4	2	1	0										176		
255	255	508	508	0.0		0	0	Spanner	2/4	2	1	0										176		
255	255	508	508	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	2500							176		
255	255	2033/4	2033/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	2501							176		
255	255	1017/2	1017/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2502							176		
255	255	2035/4	2035/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2503							176		
255	255	509	509	0.0		1/4	1/4	Spanner	2/4	2	1	0												
255	255	509	509	0.0		1/4	1/4	Spanner	2/4	2	1	0										177		
255	255	509	509	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2504							177		
255	255	2037/4	2037/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2505							177		
255	255	1019/2	1019/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2506							177		
255	255	2039/4	2039/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2507							177		
256	256	510	510	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	2508									
256	256	2041/4	2041/4	0.0		1/16	1/16	Spanner	2/4	1	1	0									18			
256	256	2041/4	2041/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2509						18			
256	256	1021/2	1021/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2510						18			
256	256	2043/4	2043/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2511						18			
256	256	511	511	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2512						18			
256	256	2045/4	2045/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2513						18			
