mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin
55	55	871/8	871/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	825						1
55	55	873/8	873/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	826				133		1
55	55	437/4	437/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	827				133		1
55	55	875/8	875/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	828				133		1
55	55	219/2	219/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	829				133		1
55	55	877/8	877/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	830				133		1
55	55	439/4	439/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	831				133		1
55	55	879/8	879/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	832						1
55	55	108	108	0.0	0	0	Dynamic	2/4	2	1	0					p				
55	55	108	108	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	833						
55	55	109	109	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	834						
56	56	110	110	0.0	0	0	Spanner	2/4	1	1	0									
56	56	110	110	0.0	0	0	Spanner	2/4	1	1	0								1	
56	56	881/8	881/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	835				134	1	
56	56	441/4	441/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	836				134	1	
56	56	883/8	883/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	837				134	1	
56	56	221/2	221/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	838				134	1	
56	56	885/8	885/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	839				134	1	
56	56	443/4	443/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	840				134	1	
56	56	887/8	887/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	841					1	
56	56	889/8	889/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	842				135	1	
56	56	445/4	445/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	843				135	1	
56	56	891/8	891/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	844				135	1	
56	56	223/2	223/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	845				135	1	
56	56	893/8	893/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	846				135	1	
56	56	447/4	447/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	847				135	1	
56	56	895/8	895/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	848					1	
56	56	110	110	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	849						
56	56	111	111	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	850						
57	57	897/8	897/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	851				136	1	
57	57	449/4	449/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	852				136	1	
57	57	899/8	899/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	853				136	1	
57	57	225/2	225/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	854				136	1	
57	57	901/8	901/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	855				136	1	
57	57	451/4	451/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	856				136	1	
57	57	903/8	903/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	857					1	
57	57	113	113	0.0	1/4	1/4	Spanner	2/4	1	1	0									
57	57	905/8	905/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	858				137		
57	57	453/4	453/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	859				137		
57	57	907/8	907/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	860				137		
57	57	227/2	227/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	861				137		
57	57	909/8	909/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	862				137		
57	57	455/4	455/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	863				137		
57	57	911/8	911/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	864						
57	57	112	112	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	865						
57	57	113	113	0.0	1/4	1/4	Dynamic	2/4	2	1	0					sf				
57	57	113	113	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	866						
58	58	913/8	913/8	0.0	1/32	1/32	Dynamic	2/4	1	1	0					p				
58	58	913/8	913/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	867				138		
58	58	457/4	457/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	868				138		
58	58	915/8	915/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	869				138		
58	58	229/2	229/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	870				138		
58	58	917/8	917/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	871				138		
58	58	459/4	459/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	872				138		
58	58	919/8	919/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	873						
58	58	921/8	921/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	874				139		
58	58	461/4	461/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	875				139		
58	58	923/8	923/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	876				139		
58	58	231/2	231/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	877				139		
58	58	925/8	925/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	878				139		
58	58	463/4	463/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	879				139		
58	58	927/8	927/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	880						
58	58	114	114	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	881						
58	58	115	115	0.0	1/4	1/4	Dynamic	2/4	2	1	0					pp				
58	58	115	115	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	882						
59	59	929/8	929/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	883				140		
59	59	465/4	465/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	884				140		
59	59	931/8	931/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	885				140		
59	59	233/2	233/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	886				140		
59	59	933/8	933/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	887				140		
59	59	467/4	467/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	888				140		
59	59	935/8	935/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	889						
59	59	937/8	937/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	890				141		
59	59	469/4	469/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	891				141		
59	59	939/8	939/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	892				141		
59	59	235/2	235/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	893				141		
59	59	941/8	941/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	894				141		
59	59	471/4	471/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	895				141		
59	59	943/8	943/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	896						
59	59	116	116	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	897						
59	59	465/4	465/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8	1/8	1	898				142		
59	59	467/4	467/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	899						
59	59	117	117	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	900						
59	59	469/4	469/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8	1/8	1	901				143		
59	59	471/4	471/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	902						
60	60	945/8	945/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	903				144		
60	60	473/4	473/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	904				144		
60	60	947/8	947/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	905				144		
60	60	237/2	237/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	906				144		
60	60	949/8	949/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	907				144		
60	60	475/4	475/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	908				144		
60	60	951/8	951/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	909						
60	60	953/8	953/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	910				145		
60	60	477/4	477/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	911				145		
60	60	955/8	955/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	912				145		
60	60	239/2	239/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	913				145		
60	60	957/8	957/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	914				145		
60	60	479/4	479/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	915				145		
60	60	959/8	959/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	916						
60	60	118	118	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	917						
60	60	473/4	473/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8	1/8	1	918				146		
60	60	475/4	475/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	919						
60	60	119	119	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	920						
60	60	477/4	477/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8	1/8	1	921				147		
60	60	479/4	479/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	922						
61	61	961/8	961/8	0.25	1/32	1/32	Chord	2/4	1	1	1/16	1/16	1	923				148		
61	61	963/8	963/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	924				148		
61	61	241/2	241/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	925				148		
61	61	965/8	965/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	926				148		
61	61	483/4	483/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	927				148		
61	61	967/8	967/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	928						
61	61	969/8	969/8	0.25	9/32	9/32	Chord	2/4	1	1	1/16	1/16	1	929				149		
61	61	971/8	971/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	930				149		
61	61	243/2	243/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	931				149		
61	61	973/8	973/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	932				149		
61	61	487/4	487/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	933				149		
61	61	975/8	975/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	934						
61	61	120	120	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	935						
61	61	481/4	481/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8	1/8	1	936				150		
61	61	483/4	483/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	937						
61	61	121	121	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	938						
61	61	485/4	485/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8	1/8	1	939				151		
61	61	487/4	487/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	940						
62	62	977/8	977/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	941				152		
62	62	489/4	489/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	942				152		
62	62	979/8	979/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	943				152		
62	62	245/2	245/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	944				152		
62	62	981/8	981/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	945				152		
62	62	491/4	491/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	946				152		
62	62	983/8	983/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	947						
62	62	985/8	985/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	948				153		
62	62	493/4	493/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	949				153		
62	62	987/8	987/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	950				153		
62	62	247/2	247/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	951				153		
62	62	989/8	989/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	952				153		
62	62	495/4	495/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	953				153		
62	62	991/8	991/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	954						
62	62	122	122	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	955						
62	62	489/4	489/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8	1/8	1	956				154		
62	62	491/4	491/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	957						
62	62	123	123	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	958						
62	62	493/4	493/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8	1/8	1	959				155		
62	62	495/4	495/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	960						
63	63	993/8	993/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	961				156		
63	63	497/4	497/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	962				156		
63	63	995/8	995/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	963				156		
63	63	249/2	249/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	964				156		
63	63	997/8	997/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	965				156		
63	63	499/4	499/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	966				156		
63	63	999/8	999/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	967						
63	63	1001/8	1001/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	968				157		
63	63	501/4	501/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	969				157		
63	63	1003/8	1003/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	970				157		
63	63	251/2	251/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	971				157		
63	63	1005/8	1005/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	972				157		
63	63	503/4	503/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	973				157		
63	63	1007/8	1007/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	974						
63	63	124	124	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	975						
63	63	497/4	497/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8	1/8	1	976				158		
63	63	499/4	499/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	977						
63	63	125	125	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	978						
63	63	501/4	501/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8	1/8	1	979				159		
63	63	503/4	503/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	980						
64	64	1009/8	1009/8	0.25	1/32	1/32	Chord	2/4	1	1	1/16	1/16	1	981				160		
64	64	1011/8	1011/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	982				160		
64	64	253/2	253/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	983				160		
64	64	1013/8	1013/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	984				160		
64	64	507/4	507/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	985				160		
64	64	1015/8	1015/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	986						
64	64	1017/8	1017/8	0.25	9/32	9/32	Chord	2/4	1	1	1/16	1/16	1	987				161		
64	64	1019/8	1019/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	988				161		
64	64	255/2	255/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	989				161		
64	64	1021/8	1021/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	990				161		
64	64	511/4	511/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	991				161		
64	64	1023/8	1023/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	992						
64	64	126	126	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	993						
64	64	505/4	505/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8	1/8	1	994				162		
64	64	507/4	507/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	995						
64	64	127	127	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	996						
64	64	509/4	509/4	0.0	5/16	5/16	Dynamic	2/4	2	1	0					sf				
64	64	509/4	509/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8	1/8	1	997				163		
64	64	511/4	511/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	998						
65	65	1025/8	1025/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	999				164		
65	65	513/4	513/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	1000				164		
65	65	1027/8	1027/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	1001				164		
65	65	257/2	257/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	1002				164		
65	65	1029/8	1029/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	1003				164		
65	65	515/4	515/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	1004				164		
65	65	1031/8	1031/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	1005						
65	65	1033/8	1033/8	0.25	9/32	9/32	Chord	2/4	1	1	1/16	1/16	1	1006				165		
65	65	1035/8	1035/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	1007				165		
65	65	259/2	259/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	1008				165		
65	65	1037/8	1037/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	1009				165		
65	65	519/4	519/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	1010				165		
65	65	1039/8	1039/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	1011						
65	65	128	128	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1012						
65	65	513/4	513/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8	1/8	1	1013				166		
65	65	515/4	515/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1014						
65	65	129	129	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1015						
65	65	517/4	517/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8	1/8	1	1016				167		
65	65	519/4	519/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1017						
66	66	1041/8	1041/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	1018				168		
66	66	521/4	521/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	1019				168		
66	66	1043/8	1043/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	1020				168		
66	66	261/2	261/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	1021				168		
66	66	1045/8	1045/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	1022				168		
66	66	523/4	523/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	1023				168		
66	66	1047/8	1047/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	1024				168		
66	66	131	131	0.125	1/4	1/4	Chord	2/4	1	1	1/32	1/32	1	1025				168		
66	66	1049/8	1049/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	1026				168		
66	66	525/4	525/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	1027				168		
66	66	1051/8	1051/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	1028				168		
66	66	263/2	263/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	1029				168		
66	66	1053/8	1053/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	1030				168		
66	66	527/4	527/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	1031				168		
66	66	1055/8	1055/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	1032						
66	66	130	130	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1033						
67	67	132	132	0.0	0	0	Dynamic	2/4	1	1	0					p				
67	67	132	132	0.375	0	0	Chord	2/4	1	1	3/32	1/16	3/2	1034				169		
67	67	1059/8	1059/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	1035						
67	67	265/2	265/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1036			articStaccatoAbove			
67	67	531/4	531/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1037			articStaccatoAbove			
67	67	133	133	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1038						
67	67	132	132	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1039						
67	67	133	133	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1040						
68	68	134	134	0.375	0	0	Chord	2/4	1	1	3/32	1/16	3/2	1041				170		
68	68	1075/8	1075/8	0.0625	3/32	3/32	Chord	2/4	1	1	1/64	1/64	1	1042				170		
68	68	2151/16	2151/16	0.0625	7/64	7/64	Chord	2/4	1	1	1/64	1/64	1	1043				170		
68	68	269/2	269/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	1044				170		
68	68	1077/8	1077/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	1045				170		
68	68	539/4	539/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	1046				170		
68	68	1079/8	1079/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	1047				170		
68	68	135	135	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1048				170		
68	68	541/4	541/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1049						
68	68	1087/8	1087/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	1050				171		
68	68	134	134	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1051						
68	68	135	135	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1052						
69	69	136	136	0.125	0	0	Chord	2/4	1	1	1/32	1/32	1	1053						
69	69	2179/16	2179/16	0.0625	3/64	3/64	Chord	2/4	1	1	1/64	1/64	1	1054				172		
69	69	545/4	545/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	1055						
69	69	2183/16	2183/16	0.0625	7/64	7/64	Chord	2/4	1	1	1/64	1/64	1	1056				173		
69	69	273/2	273/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	1057						
69	69	2187/16	2187/16	0.0625	11/64	11/64	Chord	2/4	1	1	1/64	1/64	1	1058				174		
69	69	547/4	547/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1059						
69	69	137	137	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1060						
69	69	2203/16	2203/16	0.0625	27/64	27/64	Chord	2/4	1	1	1/64	1/64	1	1061				175		
69	69	551/4	551/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	1062						
69	69	2207/16	2207/16	0.0625	31/64	31/64	Chord	2/4	1	1	1/64	1/64	1	1063				176		
69	69	136	136	0.25	0	0	Chord	2/4	1	2	1/16	1/16	1	1064			articStaccatoBelow			
69	69	545/4	545/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	1065			articStaccatoBelow			
69	69	273/2	273/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	1066			articStaccatoBelow			
69	69	547/4	547/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	1067			articStaccatoBelow			
69	69	137	137	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	1068						
69	69	551/4	551/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	1069						
69	69	137	137	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1070						
69	69	551/4	551/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1071						
70	70	138	138	0.125	0	0	Chord	2/4	1	1	1/32	1/32	1	1072						
70	70	2211/16	2211/16	0.0625	3/64	3/64	Chord	2/4	1	1	1/64	1/64	1	1073				177		
70	70	553/4	553/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	1074						
70	70	2215/16	2215/16	0.0625	7/64	7/64	Chord	2/4	1	1	1/64	1/64	1	1075				178		
70	70	277/2	277/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	1076						
70	70	2219/16	2219/16	0.0625	11/64	11/64	Chord	2/4	1	1	1/64	1/64	1	1077				179		
70	70	555/4	555/4	0.1875	3/16	3/16	Chord	2/4	1	1	3/64	1/32	3/2	1078						
70	70	2223/16	2223/16	0.0625	15/64	15/64	Chord	2/4	1	1	1/64	1/64	1	1079						
70	70	139	139	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1080						
70	70	138	138	0.25	0	0	Chord	2/4	1	2	1/16	1/16	1	1081						
70	70	553/4	553/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	1082						
70	70	277/2	277/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	1083						
70	70	555/4	555/4	0.1875	3/16	3/16	Chord	2/4	1	2	3/64	1/32	3/2	1084						
70	70	2223/16	2223/16	0.0625	15/64	15/64	Chord	2/4	1	2	1/64	1/64	1	1085						
70	70	139	139	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	1086						
70	70	138	138	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1087			articStaccatoAbove			
70	70	553/4	553/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1088			articStaccatoAbove			
70	70	277/2	277/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1089			articStaccatoAbove			
70	70	555/4	555/4	0.1875	3/16	3/16	Chord	2/4	2	1	3/64	1/32	3/2	1090			articStaccatoAbove			
70	70	2223/16	2223/16	0.0625	15/64	15/64	Chord	2/4	2	1	1/64	1/64	1	1091						
