mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin	crescendo_line	diminuendo_line	HairPin:3_decresc.
80	76	1109/4	1141/4	0.25		13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	1200		articStaccatoAbove												
80	76	555/2	571/2	0.25		7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	1201		articStaccatoAbove												
80	76	1111/4	1143/4	0.25		15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	1202		articStaccatoAbove												
80	76	274	282	0.0		0	0	Spanner	2/2	2	1	0											114						
80	76	274	282	0.0		0	0	Spanner	2/2	2	1	0											114				9		
80	76	274	282	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1203		articStaccatoAbove					110	114				9		
80	76	275	283	0.0		1/4	1/4	Spanner	2/2	2	1	0															9		
80	76	275	283	0.0		1/4	1/4	Spanner	2/2	2	1	0											115				9		
80	76	275	283	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1204		articStaccatoAbove						115				9		
80	76	276	284	0.0		1/2	1/2	Spanner	2/2	2	1	0															9		
80	76	276	284	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1205												9		
81	77	278	286	0.0		0	0	Dynamic	2/2	1	1	0				p													
81	77	278	286	0.0		0	0	Tempo	2/2	1	1	0							"

𝅘𝅥
=66
"	66.0	0.0								
81	77	278	286	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1206							111							
81	77	557/2	573/2	0.0		1/8	1/8	Dynamic	2/2	1	1	0				sf						111							
81	77	557/2	573/2	0.0		1/8	1/8	Tempo	2/2	1	1	0							"

𝅘𝅥
=68
"	68.0	0.0	111							
81	77	557/2	573/2	1.5		1/8	1/8	Chord	2/2	1	1	3/8	1/4	3/2	1207							111							
81	77	280	288	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1208							111							
81	77	561/2	577/2	0.0		5/8	5/8	Tempo	2/2	1	1	0							"

𝅘𝅥
=67
"	67.0	0.0	111							
81	77	561/2	577/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1209							111							
81	77	281	289	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1210							111							
81	77	563/2	579/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1211							111							
81	77	278	286	0.0		0	0	Spanner	2/2	2	1	0											116				9		
81	77	278	286	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1212		articStaccatoBelow					112	116				9		
81	77	279	287	0.0		1/4	1/4	Spanner	2/2	2	1	0															9		
81	77	279	287	0.0		1/4	1/4	Spanner	2/2	2	1	0											117				9		
81	77	279	287	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1213		articStaccatoBelow						117				9		
81	77	280	288	0.0		1/2	1/2	Dynamic	2/2	2	1	0				sf													
81	77	280	288	0.0		1/2	1/2	Spanner	2/2	2	1	0																	
81	77	280	288	0.0		1/2	1/2	Spanner	2/2	2	1	0																	
81	77	280	288	1.5		1/2	1/2	Chord	2/2	2	1	3/8	1/4	3/2	1214							113							
81	77	563/2	579/2	0.0		7/8	7/8	Spanner	2/2	2	1	0											118						
81	77	563/2	579/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1215								118						
81	77	280	288	1.0		1/2	1/2	Chord	2/2	2	2	1/4	1/4	1	1216							114	118						
81	77	281	289	0.5		3/4	3/4	Chord	2/2	2	2	1/8	1/8	1	1217							114	118						
81	77	563/2	579/2	0.5		7/8	7/8	Chord	2/2	2	2	1/8	1/8	1	1218							114	118						
82	78	282	290	0.0		0	0	Dynamic	2/2	1	1	0				mp						111							
82	78	282	290	0.0		0	0	Tempo	2/2	1	1	0							"

𝅘𝅥
=66
"	66.0	0.0	111							
82	78	282	290	0.0		0	0	Spanner	2/2	1	1	0										111						7	7
82	78	282	290	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1219							111						7	7
82	78	565/2	581/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1220							111						7	7
82	78	283	291	0.0		1/4	1/4	Tempo	2/2	1	1	0							"

𝅘𝅥
=65
"	65.0	0.0	111						7	7
82	78	283	291	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1221							111						7	7
82	78	567/2	583/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1222							111						7	7
82	78	284	292	0.0		1/2	1/2	Dynamic	2/2	1	1	0				p						111							
82	78	284	292	0.0		1/2	1/2	Tempo	2/2	1	1	0							"

𝅘𝅥
=64
"	64.0	0.0	111							
82	78	284	292	0.0		1/2	1/2	Spanner	2/2	1	1	0										111							
82	78	284	292	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1223							111							
82	78	569/2	585/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1224							111							
82	78	285	293	0.0		3/4	3/4	Tempo	2/2	1	1	0							"

𝅘𝅥
=60
"	60.0	0.0								
82	78	285	293	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1225														
82	78	571/2	587/2	0.0		7/8	7/8	Tempo	2/2	1	1	0							"

𝅘𝅥
=58
"	58.0	0.0								
82	78	571/2	587/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1226														
82	78	282	290	0.0		0	0	Spanner	2/2	2	1	0											119						
82	78	282	290	0.0		0	0	Spanner	2/2	2	1	0											119						
82	78	282	290	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1227								119						
82	78	565/2	581/2	0.0		1/8	1/8	Spanner	2/2	2	1	0																	
82	78	565/2	581/2	0.0		1/8	1/8	Spanner	2/2	2	1	0											120						
82	78	565/2	581/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1228								120						
82	78	283	291	0.0		1/4	1/4	Spanner	2/2	2	1	0																	
82	78	283	291	0.0		1/4	1/4	Spanner	2/2	2	1	0											121						
82	78	283	291	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1229								121						
82	78	567/2	583/2	0.0		3/8	3/8	Spanner	2/2	2	1	0																	
82	78	567/2	583/2	0.0		3/8	3/8	Spanner	2/2	2	1	0											122						
82	78	567/2	583/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1230								122						
82	78	284	292	0.0		1/2	1/2	Spanner	2/2	2	1	0																	
82	78	284	292	0.0		1/2	1/2	Spanner	2/2	2	1	0											123						
82	78	284	292	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1231							115	123						
82	78	285	293	0.0		3/4	3/4	Spanner	2/2	2	1	0																	
82	78	285	293	0.0		3/4	3/4	Spanner	2/2	2	1	0											124						
82	78	285	293	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1232								124						
82	78	571/2	587/2	0.0		7/8	7/8	Spanner	2/2	2	1	0																	
82	78	282	290	0.5		0	0	Chord	2/2	2	2	1/8	1/8	1	1233							114							
82	78	565/2	581/2	0.5		1/8	1/8	Chord	2/2	2	2	1/8	1/8	1	1234							114							
82	78	283	291	0.5		1/4	1/4	Chord	2/2	2	2	1/8	1/8	1	1235							114							
82	78	567/2	583/2	0.5		3/8	3/8	Chord	2/2	2	2	1/8	1/8	1	1236							114							
83	79	286	294	0.0		0	0	Dynamic	2/2	1	1	0				pp													
83	79	286	294	0.0		0	0	Tempo	2/2	1	1	0							"

𝅘𝅥
=68
"	68.0	0.0								
83	79	286	294	0.0		0	0	Spanner	2/2	1	1	0											125						
83	79	286	294	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1237		articStaccatoAbove					116	125						
83	79	287	295	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1238		articStaccatoAbove						125						
83	79	288	296	0.0		1/2	1/2	Spanner	2/2	1	1	0																	
83	79	288	296	0.0		1/2	1/2	Dynamic	2/2	2	1	0				pp													
83	79	288	296	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1239							117							
83	79	289	297	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1240														
84	80	290	298	0.0		0	0	Spanner	2/2	1	1	0											126						
84	80	290	298	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1241		articStaccatoBelow					118	126						
84	80	291	299	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1242		articStaccatoBelow						126						
84	80	292	300	0.0		1/2	1/2	Spanner	2/2	1	1	0																	
84	80	292	300	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1243							119							
84	80	293	301	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1244														
85	81	294	302	0.0		0	0	Spanner	2/2	1	1	0											127						
85	81	294	302	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1245		articStaccatoBelow					120	127						
85	81	295	303	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1246		articStaccatoBelow						127						
85	81	296	304	0.0		1/2	1/2	Spanner	2/2	1	1	0																	
85	81	296	304	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1247							121							
85	81	297	305	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1248														
86	82	298	306	0.0		0	0	Spanner	2/2	1	1	0														10			
86	82	298	306	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1249		articStaccatoBelow					122				10			
86	82	300	308	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1250		articStaccatoBelow									10			
86	82	298	306	0.0		0	0	Spanner	2/2	2	1	0											128						
86	82	299	307	0.0		1/4	1/4	Spanner	2/2	2	1	0																	
86	82	299	307	0.0		1/4	1/4	Spanner	2/2	2	1	0											129						
86	82	299	307	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1251							123	129						
86	82	599/2	615/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1252								129						
86	82	300	308	0.0		1/2	1/2	Spanner	2/2	2	1	0																	
86	82	300	308	0.0		1/2	1/2	Spanner	2/2	2	1	0											130						
86	82	301	309	0.0		3/4	3/4	Spanner	2/2	2	1	0																	
86	82	301	309	0.0		3/4	3/4	Spanner	2/2	2	1	0											131						
86	82	301	309	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1253							124	131						
86	82	603/2	619/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1254								131						
87	83	302	310	0.0		0	0	Dynamic	2/2	1	1	0				p													
87	83	302	310	0.0		0	0	Spanner	2/2	1	1	0																	
87	83	302	310	0.0		0	0	Spanner	2/2	1	1	0													0				
87	83	302	310	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1255		articStaccatoBelow					125			0				
87	83	304	312	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1256		articStaccatoBelow								0				
87	83	302	310	0.0		0	0	Spanner	2/2	2	1	0																	
87	83	302	310	0.0		0	0	Spanner	2/2	2	1	0											132						
87	83	303	311	0.0		1/4	1/4	Spanner	2/2	2	1	0																	
87	83	303	311	0.0		1/4	1/4	Spanner	2/2	2	1	0											133						
87	83	303	311	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1257							126	133						
87	83	607/2	623/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1258								133						
87	83	304	312	0.0		1/2	1/2	Spanner	2/2	2	1	0																	
87	83	304	312	0.0		1/2	1/2	Spanner	2/2	2	1	0											134						
87	83	305	313	0.0		3/4	3/4	Spanner	2/2	2	1	0																	
87	83	305	313	0.0		3/4	3/4	Spanner	2/2	2	1	0											135						
87	83	305	313	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1259							127	135						
87	83	611/2	627/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1260								135						
88	84	306	314	0.0		0	0	Dynamic	2/2	1	1	0				pp													
88	84	306	314	0.0		0	0	Tempo	2/2	1	1	0							"

𝅘𝅥
=66
"	66.0	0.0								
88	84	306	314	0.0		0	0	Spanner	2/2	1	1	0																	
88	84	306	314	0.0		0	0	Spanner	2/2	1	1	0																8	8
88	84	306	314	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1261													8	8
88	84	306	314	0.0		0	0	Spanner	2/2	2	1	0																	
88	84	306	314	0.0		0	0	Spanner	2/2	2	1	0											136						
88	84	307	315	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1262							128	136						
88	84	615/2	631/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1263								136						
88	84	308	316	0.0		1/2	1/2	Spanner	2/2	2	1	0																	
89	85	310	318	0.0		0	0	Tempo	2/2	1	1	0							"

𝅘𝅥
=60
"	60.0	0.0							8	8
89	85	310	318	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1264													8	8
89	85	310	318	0.0		0	0	Spanner	2/2	2	1	0											137						
89	85	311	319	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1265							129	137						
89	85	623/2	639/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1266								137						
89	85	312	320	0.0		1/2	1/2	Spanner	2/2	2	1	0																	
90	86	314	322	0.0		0	0	Dynamic	2/2	1	1	0				pp													
90	86	314	322	0.0		0	0	Tempo	2/2	1	1	0							"

𝅘𝅥
=40
"	40.0	0.0								
90	86	314	322	0.0		0	0	Spanner	2/2	1	1	0																	
90	86	314	322	0.0		0	0	Spanner	2/2	1	1	0											138	138					
90	86	314	322	4.0		0	0	Chord	2/2	1	1	1	1	1	1267								138	138					
90	86	318	326	0.0		1	1	Spanner	2/2	1	1	0																	
90	86	314	322	0.0		0	0	StaffText	2/2	2	1	0						attacca subito											
90	86	314	322	0.0		0	0	StaffText	2/2	2	1	0						l'Allegro.											
90	86	314	322	0.0		0	0	Spanner	2/2	2	1	0											139						
90	86	315	323	0.0		1/4	1/4	Dynamic	2/2	2	1	0				pp							139						
90	86	315	323	3.0		1/4	1/4	Chord	2/2	2	1	3/4	1/2	3/2	1268								139						
90	86	318	326	0.0		1	1	Spanner	2/2	2	1	0																	
