mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_line	crescendo_hairpin	Trill:trill
161	161	481	481	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1528											
161	161	1925/4	1925/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1529											
161	161	963/2	963/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1530											
161	161	1927/4	1927/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1531											
161	161	482	482	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1532											
161	161	965/2	965/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1533											
161	161	480	480	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1534											
161	161	965/2	965/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1535											
162	162	483	483	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1536			articStaccatoBelow								
162	162	967/2	967/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1537			articStaccatoBelow								
162	162	484	484	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1538			articStaccatoBelow								
162	162	969/2	969/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1539			articStaccatoBelow								
162	162	485	485	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1540			articStaccatoBelow								
162	162	971/2	971/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1541			articStaccatoBelow								
162	162	483	483	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1542			articStaccatoAbove								
162	162	967/2	967/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1543			articStaccatoAbove								
162	162	484	484	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1544			articStaccatoAbove								
162	162	969/2	969/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1545			articStaccatoAbove								
162	162	485	485	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1546			articStaccatoAbove								
162	162	971/2	971/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1547			articStaccatoAbove								
163	163	486	486	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1548											
163	163	1945/4	1945/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1549											
163	163	973/2	973/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1550											
163	163	1947/4	1947/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1551											
163	163	487	487	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1552											
163	163	1949/4	1949/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1553											
163	163	975/2	975/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1554											
163	163	1951/4	1951/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1555											
163	163	488	488	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1556											
163	163	1953/4	1953/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1557											
163	163	977/2	977/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1558											
163	163	1955/4	1955/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1559											
163	163	486	486	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1560											
163	163	488	488	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1561											
163	163	1953/4	1953/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1562											
163	163	977/2	977/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1563											
163	163	1955/4	1955/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1564											
164	164	489	489	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1565			articStaccatoBelow								
164	164	979/2	979/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1566			articStaccatoBelow								
164	164	490	490	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1567			articStaccatoBelow								
164	164	981/2	981/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1568			articStaccatoBelow								
164	164	491	491	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1569			articStaccatoBelow								
164	164	983/2	983/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1570			articStaccatoBelow								
164	164	489	489	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1571			articStaccatoAbove								
164	164	979/2	979/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1572			articStaccatoAbove								
164	164	490	490	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1573			articStaccatoAbove								
164	164	981/2	981/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1574			articStaccatoAbove								
164	164	491	491	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1575			articStaccatoAbove								
164	164	983/2	983/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1576			articStaccatoAbove								
165	165	492	492	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1577			articStaccatoBelow								
165	165	985/2	985/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1578			articStaccatoBelow								
165	165	493	493	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1579			articStaccatoBelow								
165	165	987/2	987/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1580			articStaccatoBelow								
165	165	494	494	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1581			articStaccatoBelow								
165	165	989/2	989/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1582			articStaccatoBelow								
165	165	492	492	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1583			articStaccatoAbove								
165	165	985/2	985/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1584			articStaccatoAbove								
165	165	493	493	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1585											
165	165	987/2	987/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1586			articStaccatoAbove								
165	165	494	494	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1587			articStaccatoAbove								
165	165	989/2	989/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1588			articStaccatoAbove								
166	166	495	495	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1589			articStaccatoBelow								
166	166	991/2	991/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1590			articStaccatoBelow								
166	166	496	496	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1591			articStaccatoBelow								
166	166	993/2	993/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1592			articStaccatoBelow								
166	166	497	497	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1593			articStaccatoBelow								
166	166	995/2	995/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1594			articStaccatoBelow								
166	166	495	495	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1595			articStaccatoAbove								
166	166	991/2	991/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1596			articStaccatoAbove								
166	166	496	496	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1597			articStaccatoAbove								
166	166	993/2	993/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1598			articStaccatoAbove								
166	166	497	497	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1599			articStaccatoAbove								
166	166	995/2	995/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1600			articStaccatoAbove								
167	167	498	498	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1601			articStaccatoBelow								
167	167	997/2	997/2	0.0	1/8	1/8	Spanner	3/4	1	1	0													9		
167	167	997/2	997/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1602	<		articStaccatoBelow						9		
167	167	499	499	0.0	1/4	1/4	Spanner	3/4	1	1	0															
167	167	499	499	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1603			articStaccatoBelow								
167	167	999/2	999/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1604			articStaccatoBelow								
167	167	500	500	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1605			articStaccatoBelow								
167	167	1001/2	1001/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1606			articStaccatoBelow								
167	167	498	498	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1607			articStaccatoAbove								
167	167	997/2	997/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1608			articStaccatoAbove								
167	167	499	499	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1609			articStaccatoAbove								
167	167	999/2	999/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1610			articStaccatoAbove								
167	167	500	500	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1611			articStaccatoAbove								
167	167	1001/2	1001/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1612			articStaccatoAbove								
168	168	501	501	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1613	f		articStaccatoAbove								
168	168	1003/2	1003/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1614			articStaccatoAbove								
168	168	502	502	0.0	1/4	1/4	Dynamic	3/4	1	1	0						f									
168	168	502	502	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1615			articStaccatoAbove								
168	168	501	501	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1616			articStaccatoBelow								
168	168	1003/2	1003/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1617											
168	168	502	502	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1618			articStaccatoBelow								
168	168	503	503	0.0	1/2	1/2	Dynamic	3/4	2	1	0						f									
168	168	503	503	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1619			articStaccatoAbove								
169	169	1013/2	1013/2	0.0	5/8	5/8	Dynamic	3/4	1	1	0						p									
169	169	1013/2	1013/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1620	p										
169	169	504	504	0.0	0	0	Dynamic	3/4	2	1	0						f									
169	169	504	504	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1621			articStaccatoBelow								
169	169	505	505	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1622			articStaccatoBelow								
169	169	506	506	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1623											
170	170	507	507	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1624											
170	170	1017/2	1017/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1625							160				
170	170	2035/4	2035/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1626							160				
170	170	509	509	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1627							160				
170	170	1019/2	1019/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1628											
170	170	507	507	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1629											
170	170	1015/2	1015/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1630											
170	170	2031/4	2031/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1631											
170	170	508	508	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1632											
170	170	2033/4	2033/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1633											
170	170	1017/2	1017/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1634											
170	170	2035/4	2035/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1635											
170	170	509	509	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1636											
170	170	2037/4	2037/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1637											
170	170	1019/2	1019/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1638											
170	170	2039/4	2039/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1639											
171	171	510	510	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1640											
171	171	1023/2	1023/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1641							161				
171	171	2047/4	2047/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1642							161				
171	171	512	512	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1643							161				
171	171	1025/2	1025/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1644											
171	171	510	510	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1645											
171	171	2041/4	2041/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1646											
171	171	1021/2	1021/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1647											
171	171	2043/4	2043/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1648											
171	171	511	511	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1649											
171	171	2045/4	2045/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1650											
171	171	1023/2	1023/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1651											
171	171	2047/4	2047/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1652											
171	171	512	512	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1653											
171	171	2049/4	2049/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1654											
171	171	1025/2	1025/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1655											
171	171	2051/4	2051/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1656											
172	172	513	513	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1657							162				
172	172	2053/4	2053/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1658											
172	172	514	514	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1659							163				
172	172	2057/4	2057/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1660											
172	172	515	515	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1661							164				
172	172	2061/4	2061/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1662											
172	172	513	513	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1663											
172	172	2053/4	2053/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1664											
172	172	1027/2	1027/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1665											
172	172	2055/4	2055/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1666											
172	172	514	514	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1667											
172	172	2057/4	2057/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1668											
172	172	1029/2	1029/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1669											
172	172	2059/4	2059/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1670											
172	172	515	515	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1671											
172	172	2061/4	2061/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1672											
172	172	1031/2	1031/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1673											
172	172	2063/4	2063/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1674											
173	173	516	516	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1675							165				
173	173	2065/4	2065/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1676											
173	173	1037/2	1037/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1677											
173	173	516	516	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1678											
173	173	2065/4	2065/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1679											
173	173	1033/2	1033/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1680											
173	173	2067/4	2067/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1681											
173	173	517	517	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1682											
173	173	2069/4	2069/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1683											
173	173	1035/2	1035/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1684											
173	173	2071/4	2071/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1685											
173	173	518	518	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1686											
173	173	2073/4	2073/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1687											
173	173	1037/2	1037/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1688											
173	173	2075/4	2075/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1689											
174	174	519	519	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1690											
174	174	1041/2	1041/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1691							166				
174	174	2083/4	2083/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1692							166				
174	174	521	521	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1693							166				
174	174	1043/2	1043/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1694											
174	174	519	519	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1695											
174	174	2077/4	2077/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1696											
174	174	1039/2	1039/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1697											
174	174	2079/4	2079/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1698											
174	174	520	520	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1699											
174	174	2081/4	2081/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1700											
174	174	1041/2	1041/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1701											
174	174	2083/4	2083/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1702											
174	174	521	521	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1703											
174	174	2085/4	2085/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1704											
174	174	1043/2	1043/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1705											
174	174	2087/4	2087/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1706											
175	175	522	522	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1707							167				
175	175	1045/2	1045/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1708							167				
175	175	523	523	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1709							167				
175	175	1047/2	1047/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1710							167				
175	175	524	524	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1711							167				
175	175	1049/2	1049/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1712											
175	175	522	522	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1713											
175	175	2089/4	2089/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1714											
175	175	1045/2	1045/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1715											
175	175	2091/4	2091/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1716											
175	175	523	523	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1717											
175	175	2093/4	2093/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1718											
175	175	1047/2	1047/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1719											
175	175	2095/4	2095/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1720											
175	175	524	524	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1721											
175	175	2097/4	2097/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1722											
175	175	1049/2	1049/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1723											
175	175	2099/4	2099/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1724											
176	176	525	525	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1725							168				
176	176	1051/2	1051/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1726							168				
176	176	526	526	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1727							168				
176	176	1053/2	1053/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1728							168				
176	176	527	527	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1729							168				
176	176	1055/2	1055/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1730											
176	176	525	525	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1731											
176	176	2101/4	2101/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1732											
176	176	1051/2	1051/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1733											
176	176	2103/4	2103/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1734											
176	176	526	526	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1735											
176	176	2105/4	2105/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1736											
176	176	1053/2	1053/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1737											
176	176	2107/4	2107/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1738											
176	176	527	527	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1739											
176	176	2109/4	2109/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1740											
176	176	1055/2	1055/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1741											
176	176	2111/4	2111/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1742											
177	177	528	528	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1743											
177	177	2113/4	2113/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1744											
177	177	1057/2	1057/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1745											
177	177	2115/4	2115/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1746											
177	177	529	529	0.2	1/4	1/4	Chord	3/4	1	1	1/20		1/16	4/5	1747											
177	177	2646/5	2646/5	0.2	3/10	3/10	Chord	3/4	1	1	1/20		1/16	4/5	1748											
177	177	2647/5	2647/5	0.2	7/20	7/20	Chord	3/4	1	1	1/20		1/16	4/5	1749											
177	177	2648/5	2648/5	0.2	2/5	2/5	Chord	3/4	1	1	1/20		1/16	4/5	1750											
177	177	2649/5	2649/5	0.2	9/20	9/20	Chord	3/4	1	1	1/20		1/16	4/5	1751											
177	177	530	530	0.08333333333333333	1/2	1/2	Chord	3/4	1	1	1/48		1/32	2/3	1752											
177	177	6361/12	6361/12	0.08333333333333333	25/48	25/48	Chord	3/4	1	1	1/48		1/32	2/3	1753											
177	177	3181/6	3181/6	0.08333333333333333	13/24	13/24	Chord	3/4	1	1	1/48		1/32	2/3	1754											
177	177	2121/4	2121/4	0.08333333333333333	9/16	9/16	Chord	3/4	1	1	1/48		1/32	2/3	1755											
177	177	1591/3	1591/3	0.08333333333333333	7/12	7/12	Chord	3/4	1	1	1/48		1/32	2/3	1756											
177	177	6365/12	6365/12	0.08333333333333333	29/48	29/48	Chord	3/4	1	1	1/48		1/32	2/3	1757											
177	177	1061/2	1061/2	0.08333333333333333	5/8	5/8	Chord	3/4	1	1	1/48		1/32	2/3	1758											
177	177	6367/12	6367/12	0.08333333333333333	31/48	31/48	Chord	3/4	1	1	1/48		1/32	2/3	1759											
177	177	1592/3	1592/3	0.08333333333333333	2/3	2/3	Chord	3/4	1	1	1/48		1/32	2/3	1760											
177	177	2123/4	2123/4	0.08333333333333333	11/16	11/16	Chord	3/4	1	1	1/48		1/32	2/3	1761											
177	177	3185/6	3185/6	0.08333333333333333	17/24	17/24	Chord	3/4	1	1	1/48		1/32	2/3	1762											
177	177	6371/12	6371/12	0.08333333333333333	35/48	35/48	Chord	3/4	1	1	1/48		1/32	2/3	1763											
177	177	528	528	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1764											
178	178	531	531	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1765											
178	178	2125/4	2125/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1766											
178	178	1063/2	1063/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1767											
178	178	2127/4	2127/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1768											
178	178	532	532	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1769											
178	178	2129/4	2129/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1770											
178	178	1065/2	1065/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1771											
178	178	2131/4	2131/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1772											
178	178	533	533	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1773											
178	178	2133/4	2133/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1774											
178	178	1067/2	1067/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1775											
178	178	2135/4	2135/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1776											
179	179	534	534	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1777											
179	179	2137/4	2137/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1778											
179	179	1069/2	1069/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1779											
179	179	2139/4	2139/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1780											
179	179	535	535	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1781											
179	179	2141/4	2141/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1782											
179	179	1071/2	1071/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1783											
179	179	2143/4	2143/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1784											
179	179	536	536	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1785											
179	179	2145/4	2145/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1786											
179	179	1073/2	1073/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1787											
