mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	articulation
26	25	145/2	145/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	291		
26	25	291/4	291/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	292		
26	25	73	73	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	293		
26	25	293/4	293/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	294		
26	25	74	74	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	295		
26	25	297/4	297/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	296		
26	25	149/2	149/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	297		
26	25	299/4	299/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	298		
27	26	76	76	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	299		
27	26	305/4	305/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	300		
27	26	153/2	153/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	301		
27	26	307/4	307/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	302		
27	26	155/2	155/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	303		
27	26	311/4	311/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	304		
27	26	78	78	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	305		
27	26	313/4	313/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	306		
27	26	151/2	151/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	307		
27	26	303/4	303/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	308		
27	26	76	76	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	309		
27	26	305/4	305/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	310		
27	26	77	77	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	311		
27	26	309/4	309/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	312		
27	26	155/2	155/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	313		
27	26	311/4	311/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	314		
28	27	79	79	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	315		
28	27	317/4	317/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	316		
28	27	159/2	159/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	317		
28	27	319/4	319/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	318		
28	27	161/2	161/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	319		
28	27	323/4	323/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	320		
28	27	81	81	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	321		
28	27	325/4	325/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	322		
28	27	157/2	157/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	323		
28	27	315/4	315/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	324		
28	27	79	79	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	325		
28	27	317/4	317/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	326		
28	27	80	80	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	327		
28	27	321/4	321/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	328		
28	27	161/2	161/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	329		
28	27	323/4	323/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	330		
29	28	84	84	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	331	p	
29	28	163/2	163/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	332		
29	28	83	83	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	333		
30	29	169/2	169/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	334		
30	29	171/2	171/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	335		
30	29	86	86	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	336		
30	29	87	87	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	337		
30	29	87	87	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	338	p	
31	30	175/2	175/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	339		
31	30	177/2	177/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	340		
31	30	89	89	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	341		
31	30	90	90	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	342		
31	30	175/2	175/2	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	343		
31	30	177/2	177/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	344		
31	30	89	89	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	345		
31	30	90	90	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	346	p	
31	30	90	90	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	347		
32	31	181/2	181/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	348		
32	31	92	92	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	349		
32	31	93	93	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	350		
32	31	181/2	181/2	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	351		
32	31	183/2	183/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	352		
32	31	92	92	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	353		
32	31	93	93	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	354		
32	31	181/2	181/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	355		
32	31	183/2	183/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	356		
32	31	92	92	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	357		
32	31	93	93	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	358		
33	32	187/2	187/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	359		
33	32	95	95	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	360		articStaccatoAbove
33	32	383/4	383/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	361		
33	32	96	96	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	362		
33	32	385/4	385/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	363		
33	32	187/2	187/2	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	364		
33	32	189/2	189/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	365		
33	32	95	95	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	366		
33	32	187/2	187/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	367		
33	32	189/2	189/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	368		
33	32	95	95	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	369		articStaccatoAbove
34	33	193/2	193/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	370		articStaccatoAbove
34	33	389/4	389/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	371		
34	33	195/2	195/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	372		
34	33	391/4	391/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	373		
34	33	98	98	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	374		articStaccatoAbove
34	33	99	99	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	375		articStaccatoAbove
34	33	395/4	395/4	0.25	9/16	9/16	Chord	6/8	1	2	1/16		1/16	1	376		
34	33	99	99	0.25	5/8	5/8	Chord	6/8	1	2	1/16		1/16	1	377		
34	33	397/4	397/4	0.25	11/16	11/16	Chord	6/8	1	2	1/16		1/16	1	378		
35	34	199/2	199/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	379		articStaccatoAbove
35	34	201/2	201/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	380		articStaccatoAbove
35	34	101	101	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	381		articStaccatoAbove
35	34	102	102	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	382		articStaccatoAbove
35	34	199/2	199/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	383		articStaccatoBelow
35	34	401/4	401/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16		1/16	1	384		
35	34	201/2	201/2	0.25	1/4	1/4	Chord	6/8	1	2	1/16		1/16	1	385		
35	34	403/4	403/4	0.25	5/16	5/16	Chord	6/8	1	2	1/16		1/16	1	386		
35	34	101	101	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	387		articStaccatoBelow
35	34	102	102	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	388		
35	34	407/4	407/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	389		
35	34	102	102	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	390		
35	34	409/4	409/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	391		
36	35	205/2	205/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	392		
36	35	104	104	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	393		
36	35	105	105	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	394		
36	35	205/2	205/2	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	395		
36	35	207/2	207/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	396		
36	35	104	104	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	397		
36	35	105	105	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	398		
36	35	205/2	205/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	399		articStaccatoAbove
36	35	413/4	413/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	400		
36	35	207/2	207/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	401		
36	35	415/4	415/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	402		
36	35	104	104	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	403		articStaccatoAbove
36	35	105	105	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	404		
37	36	211/2	211/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	405		
37	36	107	107	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	406		
37	36	108	108	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	407		
37	36	211/2	211/2	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	408		
37	36	213/2	213/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	409		
37	36	107	107	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	410		
37	36	108	108	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	411	sf	
37	36	211/2	211/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	412		
37	36	213/2	213/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	413		
37	36	107	107	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	414		
37	36	108	108	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	415		
38	37	217/2	217/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	416		
38	37	219/2	219/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	417		
38	37	110	110	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	418		articStaccatoAbove
38	37	111	111	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	419		
38	37	217/2	217/2	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	420		
38	37	219/2	219/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	421		
38	37	110	110	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	422		
38	37	111	111	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	423		
38	37	217/2	217/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	424		
38	37	219/2	219/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	425		
38	37	110	110	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	426		articStaccatoBelow
38	37	111	111	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	427		
39	38	223/2	223/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	428		
39	38	113	113	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	429		articStaccatoAbove
39	38	114	114	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	430		
39	38	223/2	223/2	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	431		
39	38	225/2	225/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	432		
39	38	113	113	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	433		
39	38	114	114	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	434	sf	
39	38	223/2	223/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	435		
39	38	225/2	225/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	436		
39	38	113	113	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	437		articStaccatoAbove
39	38	114	114	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	438		
40	39	229/2	229/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	439		
40	39	231/2	231/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	440		
40	39	116	116	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	441		articStaccatoAbove
40	39	117	117	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	442		
40	39	229/2	229/2	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	443		
40	39	231/2	231/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	444		
40	39	116	116	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	445		
40	39	117	117	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	446	sf	
40	39	229/2	229/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	447		
40	39	231/2	231/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	448		
40	39	116	116	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	449		articStaccatoBelow
40	39	117	117	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	450		
41	40	235/2	235/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	451		
41	40	237/2	237/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	452		
41	40	119	119	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	453		articStaccatoAbove
41	40	120	120	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	454		
41	40	235/2	235/2	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	455		
41	40	237/2	237/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	456		
41	40	119	119	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	457		
41	40	120	120	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	458	sf	
41	40	235/2	235/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	459		
41	40	237/2	237/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	460		
41	40	119	119	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	461		articStaccatoBelow
41	40	120	120	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	462		
42	41	241/2	241/2	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	463		
42	41	241/2	241/2	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	464	f	
42	41	241/2	241/2	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	465		
43	42	247/2	247/2	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	466		
43	42	247/2	247/2	0.0	0	0	Chord	6/8	1	2	0	grace16	1/16	1	467		
43	42	247/2	247/2	0.0	0	0	Chord	6/8	1	2	0	grace16	1/16	1	468		
43	42	247/2	247/2	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	469	sf	
43	42	247/2	247/2	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	470		
44	43	253/2	253/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	471	sf	
44	43	507/4	507/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	472		
44	43	127	127	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	473		
44	43	509/4	509/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	474		
44	43	255/2	255/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	475		
44	43	511/4	511/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	476		
44	43	128	128	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	477		
44	43	513/4	513/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	478		
44	43	257/2	257/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	479		
44	43	515/4	515/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	480		
44	43	129	129	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	481		
44	43	517/4	517/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	482		
44	43	253/2	253/2	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	483		
44	43	253/2	253/2	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	484		
44	43	128	128	0.5	3/8	3/8	Chord	6/8	2	2	1/8		1/8	1	485		
44	43	257/2	257/2	0.5	1/2	1/2	Chord	6/8	2	2	1/8		1/8	1	486		
44	43	129	129	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	487		
45	44	259/2	259/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	488		
45	44	519/4	519/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	489		
45	44	130	130	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	490		
45	44	521/4	521/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	491		
45	44	261/2	261/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	492		
45	44	523/4	523/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	493		
45	44	131	131	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	494		
45	44	525/4	525/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	495		
45	44	263/2	263/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	496		
45	44	527/4	527/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	497		
45	44	132	132	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	498		
45	44	529/4	529/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	499		
45	44	259/2	259/2	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	500		
45	44	259/2	259/2	0.5	0	0	Chord	6/8	2	2	1/8		1/8	1	501		
45	44	130	130	0.5	1/8	1/8	Chord	6/8	2	2	1/8		1/8	1	502		
45	44	261/2	261/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	503		
45	44	131	131	0.5	3/8	3/8	Chord	6/8	2	2	1/8		1/8	1	504		
45	44	263/2	263/2	0.5	1/2	1/2	Chord	6/8	2	2	1/8		1/8	1	505		
45	44	132	132	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	506		
46	45	265/2	265/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	507	sf	
46	45	531/4	531/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	508		
46	45	133	133	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	509		
46	45	533/4	533/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	510		
46	45	267/2	267/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	511		
46	45	535/4	535/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	512		
46	45	134	134	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	513		
46	45	537/4	537/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	514		
46	45	269/2	269/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	515		
46	45	539/4	539/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	516		
46	45	135	135	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	517		
46	45	541/4	541/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	518		
46	45	265/2	265/2	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	519		
46	45	265/2	265/2	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	520		
46	45	134	134	0.5	3/8	3/8	Chord	6/8	2	2	1/8		1/8	1	521		
46	45	269/2	269/2	0.5	1/2	1/2	Chord	6/8	2	2	1/8		1/8	1	522		
46	45	135	135	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	523		
47	46	271/2	271/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	524		
47	46	543/4	543/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	525		
47	46	136	136	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	526		
47	46	545/4	545/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	527		
47	46	273/2	273/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	528		
47	46	547/4	547/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	529		
47	46	137	137	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	530		
47	46	549/4	549/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	531		
47	46	275/2	275/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	532		
47	46	551/4	551/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	533		
47	46	138	138	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	534		
47	46	553/4	553/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	535		
47	46	271/2	271/2	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	536		
47	46	271/2	271/2	0.5	0	0	Chord	6/8	2	2	1/8		1/8	1	537		
47	46	136	136	0.5	1/8	1/8	Chord	6/8	2	2	1/8		1/8	1	538		
47	46	273/2	273/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	539		
47	46	137	137	0.5	3/8	3/8	Chord	6/8	2	2	1/8		1/8	1	540		
47	46	275/2	275/2	0.5	1/2	1/2	Chord	6/8	2	2	1/8		1/8	1	541		
47	46	138	138	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	542		
48	47	277/2	277/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	543	sf	
48	47	555/4	555/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	544		
48	47	139	139	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	545		
48	47	557/4	557/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	546		
48	47	279/2	279/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	547		
48	47	559/4	559/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	548		
48	47	140	140	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	549		
48	47	561/4	561/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	550		
48	47	281/2	281/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	551		
48	47	563/4	563/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	552		
48	47	141	141	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	553		
48	47	565/4	565/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	554		
48	47	277/2	277/2	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	555		
48	47	277/2	277/2	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	556		
48	47	140	140	0.5	3/8	3/8	Chord	6/8	2	2	1/8		1/8	1	557		
48	47	281/2	281/2	0.5	1/2	1/2	Chord	6/8	2	2	1/8		1/8	1	558		
48	47	141	141	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	559		
49	48	283/2	283/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	560		
49	48	567/4	567/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	561		
49	48	142	142	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	562		
49	48	569/4	569/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	563		
49	48	285/2	285/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	564		
49	48	571/4	571/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	565		
49	48	143	143	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	566		
49	48	573/4	573/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	567		
49	48	287/2	287/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	568		
49	48	575/4	575/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	569		
49	48	144	144	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	570		
49	48	577/4	577/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	571		
49	48	283/2	283/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	572		
49	48	143	143	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	573		
49	48	287/2	287/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	574		
49	48	144	144	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	575		
49	48	283/2	283/2	0.5	0	0	Chord	6/8	2	2	1/8		1/8	1	576		
49	48	142	142	0.5	1/8	1/8	Chord	6/8	2	2	1/8		1/8	1	577		
49	48	285/2	285/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	578		
50	49	289/2	289/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	579	f	
50	49	289/2	289/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	580		
51	50	295/2	295/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	581	f	
51	50	295/2	295/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	582		
