mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin	crescendo_line	diminuendo_line
39	39	76	76	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	559				65				
39	39	153/2	153/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	560				65				
39	39	77	77	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	561				65				
39	39	155/2	155/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	562								
39	39	76	76	0.16666666666666666	0	0	Chord	2/4	1	2	1/24		1/16	2/3	563								
39	39	457/6	457/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	2	1/24		1/16	2/3	564								
39	39	229/3	229/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	2	1/24		1/16	2/3	565								
39	39	153/2	153/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	2	1/24		1/16	2/3	566								
39	39	230/3	230/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	2	1/24		1/16	2/3	567								
39	39	461/6	461/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	2	1/24		1/16	2/3	568								
39	39	77	77	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	569								
39	39	463/6	463/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	570								
39	39	232/3	232/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	571								
39	39	155/2	155/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	572								
39	39	233/3	233/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	573								
39	39	467/6	467/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	574								
39	39	76	76	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	575								
40	40	78	78	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	576				66				
40	40	157/2	157/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	577								
40	40	78	78	0.16666666666666666	0	0	Chord	2/4	1	2	1/24		1/16	2/3	578								
40	40	469/6	469/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	2	1/24		1/16	2/3	579								
40	40	235/3	235/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	2	1/24		1/16	2/3	580								
40	40	157/2	157/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	2	1/24		1/16	2/3	581								
40	40	236/3	236/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	2	1/24		1/16	2/3	582								
40	40	473/6	473/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	2	1/24		1/16	2/3	583								
40	40	79	79	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	584								
40	40	475/6	475/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	585								
40	40	238/3	238/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	586								
40	40	159/2	159/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	587								
40	40	239/3	239/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	588								
40	40	479/6	479/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	589								
40	40	78	78	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	590								
40	40	157/2	157/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	591								
40	40	236/3	236/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	592				67				
40	40	473/6	473/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	593								
40	40	79	79	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	594			articStaccatoAbove	68				
40	40	475/6	475/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	595			articStaccatoAbove	68				
40	40	238/3	238/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	596			articStaccatoAbove					
40	40	159/2	159/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	597			articStaccatoBelow	69				
40	40	239/3	239/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	598			articStaccatoBelow	69				
40	40	479/6	479/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	599			articStaccatoBelow					
41	41	80	80	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	600				70				
41	41	161/2	161/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	601				70				
41	41	485/6	485/6	0.0	5/24	5/24	Spanner	2/4	1	1	0								70			2	
41	41	81	81	0.0	1/4	1/4	Spanner	2/4	1	1	0								70				
41	41	81	81	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	602				70				
41	41	163/2	163/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	603								
41	41	80	80	0.16666666666666666	0	0	Chord	2/4	1	2	1/24		1/16	2/3	604								
41	41	481/6	481/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	2	1/24		1/16	2/3	605								
41	41	241/3	241/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	2	1/24		1/16	2/3	606								
41	41	161/2	161/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	2	1/24		1/16	2/3	607								
41	41	242/3	242/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	2	1/24		1/16	2/3	608								
41	41	485/6	485/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	2	1/24		1/16	2/3	609								
41	41	81	81	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	610								
41	41	487/6	487/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	611								
41	41	244/3	244/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	612								
41	41	163/2	163/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	613								
41	41	245/3	245/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	614								
41	41	491/6	491/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	615								
41	41	80	80	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	616	<							
42	42	82	82	0.0	0	0	Dynamic	2/4	1	1	0						sf						
42	42	82	82	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	617								
42	42	165/2	165/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	618								
42	42	248/3	248/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	619			articStaccatoAbove					
42	42	497/6	497/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	620			articStaccatoAbove					
42	42	83	83	0.0	1/4	1/4	Dynamic	2/4	1	1	0						sf						
42	42	83	83	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	621								
42	42	167/2	167/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	622								
42	42	251/3	251/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	623			articStaccatoAbove					
42	42	503/6	503/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	624			articStaccatoAbove					
42	42	82	82	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	625								
42	42	493/6	493/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	626								
42	42	247/3	247/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	627								
42	42	165/2	165/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	628								
42	42	248/3	248/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	629								
42	42	497/6	497/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	630								
42	42	83	83	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	631								
42	42	499/6	499/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	632								
42	42	250/3	250/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	633								
42	42	167/2	167/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	634								
42	42	251/3	251/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	635								
42	42	503/6	503/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	636								
43	43	84	84	0.0	0	0	Dynamic	2/4	1	1	0						sf						
43	43	84	84	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	637								
43	43	169/2	169/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	638								
43	43	254/3	254/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	639			articStaccatoAbove					
43	43	509/6	509/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	640			articStaccatoAbove					
43	43	85	85	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	641			articStaccatoAbove					
43	43	171/2	171/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	642			articStaccatoAbove					
43	43	84	84	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	643								
43	43	505/6	505/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	644								
43	43	253/3	253/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	645								
43	43	169/2	169/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	646								
43	43	254/3	254/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	647								
43	43	509/6	509/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	648								
43	43	85	85	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	649								
43	43	511/6	511/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	650								
43	43	256/3	256/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	651								
43	43	171/2	171/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	652								
43	43	257/3	257/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	653								
43	43	515/6	515/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	654								
44	44	86	86	0.0	0	0	Dynamic	2/4	1	1	0						fp						
44	44	86	86	0.0	0	0	Dynamic	2/4	1	1	0						fp						
44	44	86	86	0.0	0	0	Dynamic	2/4	1	1	0						fp						
44	44	86	86	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	655								
44	44	517/6	517/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	656								
44	44	259/3	259/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	657								
44	44	173/2	173/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	658								
44	44	260/3	260/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	659								
44	44	521/6	521/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	660								
44	44	87	87	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	661								
44	44	523/6	523/6	0.0	7/24	7/24	Spanner	2/4	1	1	0												0
44	44	523/6	523/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	662	>							0
44	44	262/3	262/3	0.0	1/3	1/3	Spanner	2/4	1	1	0												
44	44	262/3	262/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	663								
44	44	175/2	175/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	664								
44	44	263/3	263/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	665								
44	44	527/6	527/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	666								
44	44	86	86	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	667								
45	45	88	88	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	668				71				
45	45	177/2	177/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	669				71				
45	45	89	89	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	670				71				
45	45	179/2	179/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	671								
45	45	88	88	0.0	0	0	Dynamic	2/4	1	2	0						pp						
45	45	88	88	0.16666666666666666	0	0	Chord	2/4	1	2	1/24		1/16	2/3	672	pp							
45	45	529/6	529/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	2	1/24		1/16	2/3	673								
45	45	265/3	265/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	2	1/24		1/16	2/3	674								
45	45	177/2	177/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	2	1/24		1/16	2/3	675								
45	45	266/3	266/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	2	1/24		1/16	2/3	676								
45	45	533/6	533/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	2	1/24		1/16	2/3	677								
45	45	89	89	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	678								
45	45	535/6	535/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	679								
45	45	268/3	268/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	680								
45	45	179/2	179/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	681								
45	45	269/3	269/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	682								
45	45	539/6	539/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	683								
45	45	88	88	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	684								
46	46	90	90	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	685				72				
46	46	181/2	181/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	686								
46	46	90	90	0.16666666666666666	0	0	Chord	2/4	1	2	1/24		1/16	2/3	687								
46	46	541/6	541/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	2	1/24		1/16	2/3	688								
46	46	271/3	271/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	2	1/24		1/16	2/3	689								
46	46	181/2	181/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	2	1/24		1/16	2/3	690								
46	46	272/3	272/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	2	1/24		1/16	2/3	691								
46	46	545/6	545/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	2	1/24		1/16	2/3	692								
46	46	91	91	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	693								
46	46	547/6	547/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	694								
46	46	274/3	274/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	695								
46	46	183/2	183/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	696								
46	46	275/3	275/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	697								
46	46	551/6	551/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	698								
46	46	90	90	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	699								
46	46	181/2	181/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	700								
46	46	272/3	272/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	701				73				
46	46	545/6	545/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	702								
46	46	91	91	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	703			articStaccatoAbove	74				
46	46	547/6	547/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	704			articStaccatoAbove	74				
46	46	274/3	274/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	705			articStaccatoAbove					
46	46	183/2	183/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	706			articStaccatoBelow	75				
46	46	275/3	275/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	707			articStaccatoBelow	75				
46	46	551/6	551/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	708			articStaccatoBelow					
47	47	92	92	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	709				76				
47	47	185/2	185/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	710				76				
47	47	93	93	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	711				76				
47	47	187/2	187/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	712								
47	47	92	92	0.16666666666666666	0	0	Chord	2/4	1	2	1/24		1/16	2/3	713								
47	47	553/6	553/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	2	1/24		1/16	2/3	714								
47	47	277/3	277/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	2	1/24		1/16	2/3	715								
47	47	185/2	185/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	2	1/24		1/16	2/3	716								
47	47	278/3	278/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	2	1/24		1/16	2/3	717								
47	47	557/6	557/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	2	1/24		1/16	2/3	718								
47	47	93	93	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	719								
47	47	559/6	559/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	720								
47	47	280/3	280/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	721								
47	47	187/2	187/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	722								
47	47	281/3	281/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	723								
47	47	563/6	563/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	724								
47	47	92	92	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	725								
48	48	94	94	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	726								
48	48	191/2	191/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	727								
48	48	94	94	0.16666666666666666	0	0	Chord	2/4	1	2	1/24		1/16	2/3	728								
48	48	565/6	565/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	2	1/24		1/16	2/3	729								
48	48	283/3	283/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	2	1/24		1/16	2/3	730								
48	48	189/2	189/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	2	1/24		1/16	2/3	731								
48	48	284/3	284/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	2	1/24		1/16	2/3	732								
48	48	569/6	569/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	2	1/24		1/16	2/3	733								
48	48	95	95	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	734								
48	48	571/6	571/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	735								
48	48	286/3	286/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	736								
48	48	191/2	191/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	737								
48	48	287/3	287/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	738								
48	48	575/6	575/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	739								
48	48	565/6	565/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	740			articStaccatoBelow					
48	48	283/3	283/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	741			articStaccatoBelow					
48	48	189/2	189/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	742			articStaccatoBelow					
48	48	284/3	284/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	743			articStaccatoBelow					
48	48	569/6	569/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	744			articStaccatoBelow					
48	48	95	95	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	745								
49	49	96	96	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	746								
49	49	195/2	195/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	747								
49	49	96	96	0.16666666666666666	0	0	Chord	2/4	1	2	1/24		1/16	2/3	748								
49	49	577/6	577/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	2	1/24		1/16	2/3	749								
49	49	289/3	289/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	2	1/24		1/16	2/3	750								
49	49	193/2	193/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	2	1/24		1/16	2/3	751								
49	49	290/3	290/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	2	1/24		1/16	2/3	752								
49	49	581/6	581/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	2	1/24		1/16	2/3	753								
49	49	97	97	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	754								
49	49	583/6	583/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	755								
49	49	292/3	292/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	756								
49	49	195/2	195/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	757								
49	49	293/3	293/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	758								
49	49	587/6	587/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	759								
49	49	577/6	577/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	760			articStaccatoBelow					
49	49	289/3	289/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	761			articStaccatoBelow					
49	49	193/2	193/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	762			articStaccatoBelow					
49	49	290/3	290/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	763			articStaccatoBelow					
49	49	581/6	581/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	764			articStaccatoBelow					
49	49	97	97	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	765								
50	50	98	98	0.0	0	0	Spanner	2/4	1	1	0											3	
50	50	98	98	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	766							3	
50	50	589/6	589/6	0.0	1/24	1/24	Spanner	2/4	1	1	0												
50	50	199/2	199/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	767								
50	50	98	98	0.16666666666666666	0	0	Chord	2/4	1	2	1/24		1/16	2/3	768	<							
50	50	589/6	589/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	2	1/24		1/16	2/3	769								
50	50	295/3	295/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	2	1/24		1/16	2/3	770								
50	50	197/2	197/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	2	1/24		1/16	2/3	771								
50	50	296/3	296/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	2	1/24		1/16	2/3	772								
50	50	593/6	593/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	2	1/24		1/16	2/3	773								
50	50	99	99	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	774								
50	50	595/6	595/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	775								
50	50	298/3	298/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	776								
50	50	199/2	199/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	777								
50	50	299/3	299/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	778								
50	50	599/6	599/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	779								
50	50	589/6	589/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	780			articStaccatoBelow					
50	50	295/3	295/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	781			articStaccatoBelow					
50	50	197/2	197/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	782			articStaccatoBelow					
50	50	595/6	595/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	783			articStaccatoBelow					
50	50	298/3	298/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	784			articStaccatoBelow					
50	50	199/2	199/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	785			articStaccatoBelow					
51	51	100	100	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	786				77				
51	51	101	101	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	787				77				
51	51	100	100	0.0	0	0	Dynamic	2/4	1	2	0						p						
51	51	100	100	0.16666666666666666	0	0	Chord	2/4	1	2	1/24		1/16	2/3	788	p							
51	51	601/6	601/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	2	1/24		1/16	2/3	789								
51	51	301/3	301/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	2	1/24		1/16	2/3	790								
51	51	201/2	201/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	2	1/24		1/16	2/3	791								
51	51	302/3	302/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	2	1/24		1/16	2/3	792								
51	51	605/6	605/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	2	1/24		1/16	2/3	793								
51	51	101	101	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	794								
51	51	607/6	607/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	795								
51	51	304/3	304/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	796								
51	51	203/2	203/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	797								
51	51	305/3	305/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	798								
51	51	611/6	611/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	799								
51	51	100	100	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	800				78				
