mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	crescendo_line	decrescendo_hairpin	diminuendo_line	crescendo_hairpin
134	130	527/2	535/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1438								
135	131	264	268	0.0		0	0	Spanner	2/4	1	1	0												
135	131	264	268	0.0		0	0	Spanner	2/4	1	1	0										7		
135	131	264	268	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1439	>			43		7		
135	131	265	269	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1440						7		
135	131	531/2	539/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0						pp						
135	131	531/2	539/2	0.0		3/8	3/8	Spanner	2/4	1	1	0												
135	131	531/2	539/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1441	pp		articStaccatoAbove					
135	131	264	268	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1442				44				
135	131	265	269	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1443								
135	131	531/2	539/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1444			articStaccatoBelow					
136	132	266	270	0.875		0	0	Chord	2/4	1	1	7/32		1/8	7/4	1445								
136	132	2135/8	2167/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1446								
136	132	267	271	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1447			articStaccatoAbove					
136	132	535/2	543/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1448			articStaccatoAbove					
136	132	266	270	0.875		0	0	Chord	2/4	2	1	7/32		1/8	7/4	1449								
136	132	2135/8	2167/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1450								
136	132	267	271	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1451			articStaccatoBelow					
136	132	535/2	543/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1452			articStaccatoBelow					
137	133	268	272	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1453								
137	133	539/2	547/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1454			ornamentTrill					
137	133	268	272	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1455								
137	133	539/2	547/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1456			ornamentTrill					
138	134	270	274	0.875		0	0	Chord	2/4	1	1	7/32		1/8	7/4	1457								
138	134	2167/8	2199/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1458								
138	134	271	275	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1459			articStaccatoAbove					
138	134	543/2	551/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1460			articStaccatoAbove					
138	134	270	274	0.875		0	0	Chord	2/4	2	1	7/32		1/8	7/4	1461								
138	134	2167/8	2199/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1462								
138	134	271	275	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1463			articStaccatoBelow					
138	134	543/2	551/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1464			articStaccatoBelow					
139	135	272	276	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1465								
139	135	1095/4	1111/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1466								
139	135	272	276	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1467								
139	135	2191/8	2223/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1468								
140	136	274	278	0.0		0	0	Dynamic	2/4	1	1	0						other-dynamics						
140	136	274	278	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1469								
140	136	2199/8	2231/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1470								
140	136	275	279	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1471								
140	136	2207/8	2239/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1472								
140	136	274	278	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1473								
140	136	2199/8	2231/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1474								
140	136	275	279	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1475								
140	136	2207/8	2239/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1476								
141	137	276	280	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1477								
141	137	2223/8	2255/8	0.0		15/32	15/32	Dynamic	2/4	1	1	0						ff						
141	137	2223/8	2255/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1478	ff							
141	137	276	280	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1479								
141	137	2223/8	2255/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1480								
142	138	278	282	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1481								
142	138	557/2	565/2	0.0		1/8	1/8	Dynamic	2/4	1	1	0						p						
142	138	557/2	565/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1482	p		articStaccatoAbove					
142	138	1115/4	1131/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1483			articStaccatoAbove					
142	138	279	283	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1484			articStaccatoBelow					
142	138	1117/4	1133/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1485			articStaccatoBelow					
142	138	559/2	567/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1486			articStaccatoBelow					
142	138	1119/4	1135/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1487			articStaccatoBelow					
142	138	278	282	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1488								
142	138	557/2	565/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1489			articStaccatoAbove					
142	138	1115/4	1131/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1490			articStaccatoAbove					
142	138	279	283	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1491			articStaccatoAbove					
142	138	1117/4	1133/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1492			articStaccatoAbove					
142	138	559/2	567/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1493			articStaccatoAbove					
142	138	1119/4	1135/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1494			articStaccatoAbove					
143	139	280	284	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1495			articStaccatoBelow					
143	139	1121/4	1137/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1496			articStaccatoBelow					
143	139	561/2	569/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1497			articStaccatoBelow					
143	139	1123/4	1139/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1498			articStaccatoBelow					
143	139	281	285	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1499			articStaccatoBelow					
143	139	1125/4	1141/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1500			articStaccatoBelow					
143	139	563/2	571/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1501			articStaccatoBelow					
143	139	1127/4	1143/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1502			articStaccatoBelow					
143	139	280	284	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1503			articStaccatoAbove					
143	139	1121/4	1137/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1504			articStaccatoAbove					
143	139	561/2	569/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1505			articStaccatoAbove					
143	139	1123/4	1139/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1506			articStaccatoAbove					
143	139	281	285	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1507			articStaccatoAbove					
143	139	1125/4	1141/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1508			articStaccatoAbove					
143	139	563/2	571/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1509			articStaccatoAbove					
143	139	1127/4	1143/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1510			articStaccatoAbove					
144	140	282	286	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1511			articStaccatoAbove					
144	140	1129/4	1145/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1512			articStaccatoAbove					
144	140	565/2	573/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1513			articStaccatoAbove					
144	140	1131/4	1147/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1514			articStaccatoAbove					
144	140	283	287	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1515			articStaccatoAbove					
144	140	1133/4	1149/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1516			articStaccatoAbove					
144	140	567/2	575/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1517			articStaccatoAbove					
144	140	1135/4	1151/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1518			articStaccatoAbove					
144	140	282	286	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1519								
144	140	1131/4	1147/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1520			articStaccatoAbove					
144	140	283	287	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1521			articStaccatoBelow					
144	140	1133/4	1149/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1522			articStaccatoBelow					
144	140	567/2	575/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1523			articStaccatoBelow					
144	140	1135/4	1151/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1524			articStaccatoBelow					
145	141	284	288	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1525			articStaccatoAbove					
145	141	1137/4	1153/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1526			articStaccatoAbove					
145	141	569/2	577/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1527			articStaccatoAbove					
145	141	1139/4	1155/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1528			articStaccatoAbove					
145	141	285	289	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1529			articStaccatoAbove					
145	141	1141/4	1157/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1530			articStaccatoAbove					
145	141	571/2	579/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1531			articStaccatoAbove					
145	141	1143/4	1159/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1532			articStaccatoAbove					
145	141	284	288	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1533			articStaccatoBelow					
145	141	1137/4	1153/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1534			articStaccatoBelow					
145	141	569/2	577/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1535			articStaccatoBelow					
145	141	1139/4	1155/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1536			articStaccatoBelow					
145	141	285	289	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1537			articStaccatoBelow					
145	141	1141/4	1157/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1538			articStaccatoBelow					
145	141	571/2	579/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1539			articStaccatoBelow					
145	141	1143/4	1159/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1540			articStaccatoBelow					
146	142	286	290	0.0		0	0	Dynamic	2/4	1	1	0						ff						
146	142	286	290	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1541	ff							
146	142	573/2	581/2	0.0		1/8	1/8	Dynamic	2/4	1	1	0						p						
146	142	573/2	581/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1542	p		articStaccatoBelow					
146	142	1147/4	1163/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1543			articStaccatoBelow					
146	142	287	291	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1544			articStaccatoBelow					
146	142	1149/4	1165/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1545			articStaccatoBelow					
146	142	575/2	583/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1546			articStaccatoBelow					
146	142	1151/4	1167/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1547			articStaccatoBelow					
146	142	286	290	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1548								
146	142	573/2	581/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1549			articStaccatoAbove					
146	142	1147/4	1163/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1550			articStaccatoAbove					
146	142	287	291	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1551			articStaccatoAbove					
146	142	1149/4	1165/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1552			articStaccatoAbove					
146	142	575/2	583/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1553			articStaccatoAbove					
146	142	1151/4	1167/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1554			articStaccatoAbove					
147	143	288	292	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1555			articStaccatoBelow					
147	143	1153/4	1169/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1556			articStaccatoBelow					
147	143	577/2	585/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1557			articStaccatoBelow					
147	143	1155/4	1171/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1558			articStaccatoBelow					
147	143	289	293	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1559			articStaccatoBelow					
147	143	1157/4	1173/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1560			articStaccatoBelow					
147	143	579/2	587/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1561			articStaccatoBelow					
147	143	1159/4	1175/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1562			articStaccatoBelow					
147	143	288	292	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1563			articStaccatoAbove					
147	143	1153/4	1169/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1564			articStaccatoAbove					
147	143	577/2	585/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1565			articStaccatoAbove					
147	143	1155/4	1171/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1566			articStaccatoAbove					
147	143	289	293	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1567			articStaccatoAbove					
147	143	1157/4	1173/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1568			articStaccatoAbove					
147	143	579/2	587/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1569			articStaccatoAbove					
147	143	1159/4	1175/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1570			articStaccatoAbove					
148	144	290	294	0.0		0	0	Spanner	2/4	1	1	0									5			
148	144	290	294	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1571	<		articStaccatoBelow		5			
148	144	1161/4	1177/4	0.0		1/16	1/16	Spanner	2/4	1	1	0												
148	144	1161/4	1177/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1572			articStaccatoBelow					
148	144	581/2	589/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1573			articStaccatoBelow					
148	144	1163/4	1179/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1574			articStaccatoBelow					
148	144	291	295	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1575			articStaccatoAbove					
148	144	1165/4	1181/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1576			articStaccatoAbove					
148	144	583/2	591/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1577			articStaccatoAbove					
148	144	1167/4	1183/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1578			articStaccatoAbove					
148	144	290	294	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1579								
148	144	1163/4	1179/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1580			articStaccatoAbove					
148	144	291	295	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1581			articStaccatoAbove					
148	144	1165/4	1181/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1582			articStaccatoAbove					
148	144	583/2	591/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1583			articStaccatoAbove					
148	144	1167/4	1183/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1584			articStaccatoAbove					
149	145	292	296	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1585			articStaccatoAbove					
149	145	1169/4	1185/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1586			articStaccatoAbove					
149	145	585/2	593/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1587			articStaccatoAbove					
149	145	1171/4	1187/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1588			articStaccatoAbove					
149	145	293	297	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1589			articStaccatoAbove					
149	145	1173/4	1189/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1590			articStaccatoAbove					
149	145	587/2	595/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1591			articStaccatoAbove					
149	145	1175/4	1191/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1592			articStaccatoAbove					
149	145	292	296	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1593			articStaccatoBelow					
149	145	1169/4	1185/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1594			articStaccatoBelow					
149	145	585/2	593/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1595			articStaccatoBelow					
149	145	1171/4	1187/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1596			articStaccatoBelow					
149	145	293	297	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1597			articStaccatoAbove					
149	145	1173/4	1189/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1598			articStaccatoAbove					
149	145	587/2	595/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1599			articStaccatoAbove					
149	145	1175/4	1191/4	0.0		7/16	7/16	Spanner	2/4	2	1	0												7
149	145	2351/8	2383/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1600			articStaccatoAbove					7
150	146	294	298	0.0		0	0	Spanner	2/4	1	1	0												8
150	146	294	298	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1601	<		articStaccatoAbove					8
150	146	1177/4	1193/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1602			articStaccatoAbove					8
150	146	589/2	597/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1603			articStaccatoAbove					8
150	146	1179/4	1195/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1604			articStaccatoAbove					8
150	146	295	299	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1605			articStaccatoAbove					8
150	146	1181/4	1197/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1606			articStaccatoAbove					8
150	146	591/2	599/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1607			articStaccatoAbove					8
150	146	1183/4	1199/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1608			articStaccatoAbove					8
150	146	294	298	0.0		0	0	Spanner	2/4	2	1	0												
150	146	294	298	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1609			articStaccatoAbove					
150	146	2359/8	2391/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1610			articStaccatoAbove					
150	146	295	299	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1611			articStaccatoAbove					
150	146	2367/8	2399/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1612			articStaccatoAbove					
151	147	296	300	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1613	>		articStaccatoAbove					8
151	147	1185/4	1201/4	0.0		1/16	1/16	Spanner	2/4	1	1	0												
151	147	1185/4	1201/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1614			articStaccatoAbove					
151	147	593/2	601/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1615			articStaccatoAbove					
151	147	1187/4	1203/4	0.0		3/16	3/16	Spanner	2/4	1	1	0										8		
151	147	1187/4	1203/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1616			articStaccatoAbove			8		
151	147	297	301	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1617			articStaccatoAbove			8		
151	147	1189/4	1205/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1618			articStaccatoAbove			8		
151	147	595/2	603/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1619			articStaccatoAbove			8		
151	147	1191/4	1207/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1620			articStaccatoAbove			8		
151	147	296	300	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1621			articStaccatoAbove					
151	147	2375/8	2407/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1622			articStaccatoAbove					
151	147	297	301	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1623			articStaccatoAbove					
151	147	2383/8	2415/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1624			articStaccatoBelow					
152	148	298	302	0.0		0	0	Spanner	2/4	1	1	0												
152	148	298	302	0.0		0	0	Spanner	2/4	1	1	0												9
152	148	298	302	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1625	<		articStaccatoAbove					9
152	148	1193/4	1209/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1626			articStaccatoAbove					9
152	148	597/2	605/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1627			articStaccatoAbove					9
152	148	1195/4	1211/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1628			articStaccatoAbove					9
152	148	299	303	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1629			articStaccatoAbove					9
152	148	1197/4	1213/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1630			articStaccatoAbove					9
152	148	599/2	607/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1631			articStaccatoAbove					9
152	148	1199/4	1215/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1632			articStaccatoAbove					9
152	148	298	302	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1633			articStaccatoBelow					
152	148	2391/8	2423/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1634			articStaccatoBelow					
152	148	299	303	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1635			articStaccatoBelow					
152	148	2399/8	2431/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1636			articStaccatoBelow					
153	149	300	304	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1637			articStaccatoAbove					9
153	149	1201/4	1217/4	0.0		1/16	1/16	Spanner	2/4	1	1	0												
153	149	1201/4	1217/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1638			articStaccatoAbove					
153	149	601/2	609/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1639			articStaccatoAbove					
153	149	1203/4	1219/4	0.0		3/16	3/16	Spanner	2/4	1	1	0										9		
153	149	1203/4	1219/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1640			articStaccatoAbove			9		
153	149	301	305	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1641			articStaccatoAbove			9		
153	149	1205/4	1221/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1642			articStaccatoAbove			9		
153	149	603/2	611/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1643			articStaccatoAbove			9		
153	149	1207/4	1223/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1644			articStaccatoAbove			9		
153	149	300	304	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1645			articStaccatoBelow					
153	149	1203/4	1219/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1646			articStaccatoBelow					
153	149	2407/8	2439/8	0.5		7/32	7/32	Chord	2/4	2	1	1/8		1/8	1	1647			articStaccatoBelow					
153	149	1207/4	1223/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1648			articStaccatoBelow					
154	150	302	306	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1649	>		articStaccatoAbove			9		
154	150	1209/4	1225/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1650			articStaccatoAbove			9		
154	150	605/2	613/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1651			articStaccatoAbove			9		
154	150	1211/4	1227/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1652			articStaccatoAbove			9		
154	150	303	307	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1653			articStaccatoAbove			9		
154	150	1213/4	1229/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1654			articStaccatoAbove			9		
154	150	607/2	615/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1655			articStaccatoAbove			9		
154	150	1215/4	1231/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1656			articStaccatoAbove			9		
154	150	302	306	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1657			articStaccatoBelow					
154	150	2423/8	2455/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1658			articStaccatoBelow					
154	150	303	307	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1659			articStaccatoBelow					
154	150	2431/8	2463/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1660			articStaccatoBelow					
155	151	304	308	0.0		0	0	Spanner	2/4	1	1	0												
155	151	304	308	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1661			articStaccatoAbove					
155	151	1217/4	1233/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1662			articStaccatoAbove					
155	151	609/2	617/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1663			articStaccatoAbove					
