mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin	Trill:trill
156	142	886/3	928/3	0.08333333333333333		13/48	13/48	Chord	9/16	2	1	1/48		1/32	2/3	3997										
156	142	3545/12	3713/12	0.08333333333333333		7/24	7/24	Chord	9/16	2	1	1/48		1/32	2/3	3998										
156	142	591/2	619/2	0.08333333333333333		5/16	5/16	Chord	9/16	2	1	1/48		1/32	2/3	3999										
156	142	3547/12	3715/12	0.08333333333333333		1/3	1/3	Chord	9/16	2	1	1/48		1/32	2/3	4000										
156	142	887/3	929/3	0.08333333333333333		17/48	17/48	Chord	9/16	2	1	1/48		1/32	2/3	4001										
156	142	1183/4	1239/4	0.08333333333333333		3/8	3/8	Chord	9/16	2	1	1/48		1/32	2/3	4002										
156	142	1775/6	1859/6	0.08333333333333333		19/48	19/48	Chord	9/16	2	1	1/48		1/32	2/3	4003										
156	142	3551/12	3719/12	0.08333333333333333		5/12	5/12	Chord	9/16	2	1	1/48		1/32	2/3	4004										
156	142	296	310	0.08333333333333333		7/16	7/16	Chord	9/16	2	1	1/48		1/32	2/3	4005										
156	142	3553/12	3721/12	0.08333333333333333		11/24	11/24	Chord	9/16	2	1	1/48		1/32	2/3	4006										
156	142	1777/6	1861/6	0.08333333333333333		23/48	23/48	Chord	9/16	2	1	1/48		1/32	2/3	4007										
156	142	1185/4	1241/4	0.08333333333333333		1/2	1/2	Chord	9/16	2	1	1/48		1/32	2/3	4008										
156	142	889/3	931/3	0.08333333333333333		25/48	25/48	Chord	9/16	2	1	1/48		1/32	2/3	4009										
156	142	3557/12	3725/12	0.08333333333333333		13/24	13/24	Chord	9/16	2	1	1/48		1/32	2/3	4010										
157	143	593/2	621/2	0.0		0	0	Spanner	9/16	1	1	0												26		
157	143	593/2	621/2	1.5		0	0	Chord	9/16	1	1	3/8		1/4	3/2	4011								26		
157	143	298	312	0.75		3/8	3/8	Chord	9/16	1	1	3/16		1/8	3/2	4012								26		
157	143	593/2	621/2	0.25		0	0	Chord	9/16	1	2	1/16		1/16	1	4013								26		
157	143	1187/4	1243/4	0.25		1/16	1/16	Chord	9/16	1	2	1/16		1/16	1	4014								26		
157	143	297	311	0.25		1/8	1/8	Chord	9/16	1	2	1/16		1/16	1	4015								26		
157	143	1189/4	1245/4	0.25		3/16	3/16	Chord	9/16	1	2	1/16		1/16	1	4016								26		
157	143	595/2	623/2	0.25		1/4	1/4	Chord	9/16	1	2	1/16		1/16	1	4017								26		
157	143	1191/4	1247/4	0.25		5/16	5/16	Chord	9/16	1	2	1/16		1/16	1	4018								26		
157	143	298	312	0.25		3/8	3/8	Chord	9/16	1	2	1/16		1/16	1	4019								26		
157	143	1193/4	1249/4	0.25		7/16	7/16	Chord	9/16	1	2	1/16		1/16	1	4020								26		
157	143	597/2	625/2	0.25		1/2	1/2	Chord	9/16	1	2	1/16		1/16	1	4021								26		
157	143	593/2	621/2	0.08333333333333333		0	0	Chord	9/16	2	1	1/48		1/32	2/3	4022										
157	143	3559/12	3727/12	0.08333333333333333		1/48	1/48	Chord	9/16	2	1	1/48		1/32	2/3	4023										
157	143	890/3	932/3	0.08333333333333333		1/24	1/24	Chord	9/16	2	1	1/48		1/32	2/3	4024										
157	143	1187/4	1243/4	0.08333333333333333		1/16	1/16	Chord	9/16	2	1	1/48		1/32	2/3	4025										
157	143	1781/6	1865/6	0.08333333333333333		1/12	1/12	Chord	9/16	2	1	1/48		1/32	2/3	4026										
157	143	3563/12	3731/12	0.08333333333333333		5/48	5/48	Chord	9/16	2	1	1/48		1/32	2/3	4027										
157	143	297	311	0.08333333333333333		1/8	1/8	Chord	9/16	2	1	1/48		1/32	2/3	4028										
157	143	3565/12	3733/12	0.08333333333333333		7/48	7/48	Chord	9/16	2	1	1/48		1/32	2/3	4029										
157	143	1783/6	1867/6	0.08333333333333333		1/6	1/6	Chord	9/16	2	1	1/48		1/32	2/3	4030										
157	143	1189/4	1245/4	0.08333333333333333		3/16	3/16	Chord	9/16	2	1	1/48		1/32	2/3	4031										
157	143	892/3	934/3	0.08333333333333333		5/24	5/24	Chord	9/16	2	1	1/48		1/32	2/3	4032										
157	143	3569/12	3737/12	0.08333333333333333		11/48	11/48	Chord	9/16	2	1	1/48		1/32	2/3	4033										
157	143	595/2	623/2	0.08333333333333333		1/4	1/4	Chord	9/16	2	1	1/48		1/32	2/3	4034										
157	143	3571/12	3739/12	0.08333333333333333		13/48	13/48	Chord	9/16	2	1	1/48		1/32	2/3	4035										
157	143	893/3	935/3	0.08333333333333333		7/24	7/24	Chord	9/16	2	1	1/48		1/32	2/3	4036										
157	143	1191/4	1247/4	0.08333333333333333		5/16	5/16	Chord	9/16	2	1	1/48		1/32	2/3	4037										
157	143	1787/6	1871/6	0.08333333333333333		1/3	1/3	Chord	9/16	2	1	1/48		1/32	2/3	4038										
157	143	3575/12	3743/12	0.08333333333333333		17/48	17/48	Chord	9/16	2	1	1/48		1/32	2/3	4039										
157	143	298	312	0.08333333333333333		3/8	3/8	Chord	9/16	2	1	1/48		1/32	2/3	4040										
157	143	3577/12	3745/12	0.08333333333333333		19/48	19/48	Chord	9/16	2	1	1/48		1/32	2/3	4041										
157	143	1789/6	1873/6	0.08333333333333333		5/12	5/12	Chord	9/16	2	1	1/48		1/32	2/3	4042										
157	143	1193/4	1249/4	0.08333333333333333		7/16	7/16	Chord	9/16	2	1	1/48		1/32	2/3	4043										
157	143	895/3	937/3	0.08333333333333333		11/24	11/24	Chord	9/16	2	1	1/48		1/32	2/3	4044										
157	143	3581/12	3749/12	0.08333333333333333		23/48	23/48	Chord	9/16	2	1	1/48		1/32	2/3	4045										
157	143	597/2	625/2	0.08333333333333333		1/2	1/2	Chord	9/16	2	1	1/48		1/32	2/3	4046										
157	143	3583/12	3751/12	0.08333333333333333		25/48	25/48	Chord	9/16	2	1	1/48		1/32	2/3	4047										
157	143	896/3	938/3	0.08333333333333333		13/24	13/24	Chord	9/16	2	1	1/48		1/32	2/3	4048										
158	144	1195/4	1251/4	1.5		0	0	Chord	9/16	1	1	3/8		1/4	3/2	4049								26		
158	144	1201/4	1257/4	0.75		3/8	3/8	Chord	9/16	1	1	3/16		1/8	3/2	4050								26		
158	144	1195/4	1251/4	0.25		0	0	Chord	9/16	1	2	1/16		1/16	1	4051								26		
158	144	299	313	0.25		1/16	1/16	Chord	9/16	1	2	1/16		1/16	1	4052								26		
158	144	1197/4	1253/4	0.25		1/8	1/8	Chord	9/16	1	2	1/16		1/16	1	4053								26		
158	144	599/2	627/2	0.25		3/16	3/16	Chord	9/16	1	2	1/16		1/16	1	4054								26		
158	144	1199/4	1255/4	0.25		1/4	1/4	Chord	9/16	1	2	1/16		1/16	1	4055								26		
158	144	300	314	0.25		5/16	5/16	Chord	9/16	1	2	1/16		1/16	1	4056								26		
158	144	1201/4	1257/4	0.25		3/8	3/8	Chord	9/16	1	2	1/16		1/16	1	4057								26		
158	144	601/2	629/2	0.25		7/16	7/16	Chord	9/16	1	2	1/16		1/16	1	4058								26		
158	144	1203/4	1259/4	0.25		1/2	1/2	Chord	9/16	1	2	1/16		1/16	1	4059								26		
158	144	1195/4	1251/4	0.08333333333333333		0	0	Chord	9/16	2	1	1/48		1/32	2/3	4060										
158	144	1793/6	1877/6	0.08333333333333333		1/48	1/48	Chord	9/16	2	1	1/48		1/32	2/3	4061										
158	144	3587/12	3755/12	0.08333333333333333		1/24	1/24	Chord	9/16	2	1	1/48		1/32	2/3	4062										
158	144	299	313	0.08333333333333333		1/16	1/16	Chord	9/16	2	1	1/48		1/32	2/3	4063										
158	144	3589/12	3757/12	0.08333333333333333		1/12	1/12	Chord	9/16	2	1	1/48		1/32	2/3	4064										
158	144	1795/6	1879/6	0.08333333333333333		5/48	5/48	Chord	9/16	2	1	1/48		1/32	2/3	4065										
158	144	1197/4	1253/4	0.08333333333333333		1/8	1/8	Chord	9/16	2	1	1/48		1/32	2/3	4066										
158	144	898/3	940/3	0.08333333333333333		7/48	7/48	Chord	9/16	2	1	1/48		1/32	2/3	4067										
158	144	3593/12	3761/12	0.08333333333333333		1/6	1/6	Chord	9/16	2	1	1/48		1/32	2/3	4068										
158	144	599/2	627/2	0.08333333333333333		3/16	3/16	Chord	9/16	2	1	1/48		1/32	2/3	4069										
158	144	3595/12	3763/12	0.08333333333333333		5/24	5/24	Chord	9/16	2	1	1/48		1/32	2/3	4070										
158	144	899/3	941/3	0.08333333333333333		11/48	11/48	Chord	9/16	2	1	1/48		1/32	2/3	4071										
158	144	1199/4	1255/4	0.08333333333333333		1/4	1/4	Chord	9/16	2	1	1/48		1/32	2/3	4072										
158	144	1799/6	1883/6	0.08333333333333333		13/48	13/48	Chord	9/16	2	1	1/48		1/32	2/3	4073										
158	144	3599/12	3767/12	0.08333333333333333		7/24	7/24	Chord	9/16	2	1	1/48		1/32	2/3	4074										
158	144	300	314	0.08333333333333333		5/16	5/16	Chord	9/16	2	1	1/48		1/32	2/3	4075										
158	144	3601/12	3769/12	0.08333333333333333		1/3	1/3	Chord	9/16	2	1	1/48		1/32	2/3	4076										
158	144	1801/6	1885/6	0.08333333333333333		17/48	17/48	Chord	9/16	2	1	1/48		1/32	2/3	4077										
158	144	1201/4	1257/4	0.08333333333333333		3/8	3/8	Chord	9/16	2	1	1/48		1/32	2/3	4078										
158	144	901/3	943/3	0.08333333333333333		19/48	19/48	Chord	9/16	2	1	1/48		1/32	2/3	4079										
158	144	3605/12	3773/12	0.08333333333333333		5/12	5/12	Chord	9/16	2	1	1/48		1/32	2/3	4080										
158	144	601/2	629/2	0.08333333333333333		7/16	7/16	Chord	9/16	2	1	1/48		1/32	2/3	4081										
158	144	3607/12	3775/12	0.08333333333333333		11/24	11/24	Chord	9/16	2	1	1/48		1/32	2/3	4082										
158	144	902/3	944/3	0.08333333333333333		23/48	23/48	Chord	9/16	2	1	1/48		1/32	2/3	4083										
158	144	1203/4	1259/4	0.08333333333333333		1/2	1/2	Chord	9/16	2	1	1/48		1/32	2/3	4084										
158	144	1805/6	1889/6	0.08333333333333333		25/48	25/48	Chord	9/16	2	1	1/48		1/32	2/3	4085										
158	144	3611/12	3779/12	0.08333333333333333		13/24	13/24	Chord	9/16	2	1	1/48		1/32	2/3	4086										
159	145	301	315	0.75		0	0	Chord	9/16	1	1	3/16		1/8	3/2	4087								26		
159	145	1207/4	1263/4	0.75		3/16	3/16	Chord	9/16	1	1	3/16		1/8	3/2	4088								26		
159	145	605/2	633/2	0.5		3/8	3/8	Chord	9/16	1	1	1/8		1/8	1	4089								26		
159	145	303	317	0.25		1/2	1/2	Chord	9/16	1	1	1/16		1/16	1	4090								26		
159	145	301	315	0.25		0	0	Chord	9/16	1	2	1/16		1/16	1	4091								26		
159	145	1205/4	1261/4	0.25		1/16	1/16	Chord	9/16	1	2	1/16		1/16	1	4092								26		
159	145	603/2	631/2	0.25		1/8	1/8	Chord	9/16	1	2	1/16		1/16	1	4093								26		
159	145	1207/4	1263/4	0.25		3/16	3/16	Chord	9/16	1	2	1/16		1/16	1	4094								26		
159	145	302	316	0.25		1/4	1/4	Chord	9/16	1	2	1/16		1/16	1	4095								26		
159	145	1209/4	1265/4	0.25		5/16	5/16	Chord	9/16	1	2	1/16		1/16	1	4096								26		
159	145	605/2	633/2	0.25		3/8	3/8	Chord	9/16	1	2	1/16		1/16	1	4097								26		
159	145	1211/4	1267/4	0.25		7/16	7/16	Chord	9/16	1	2	1/16		1/16	1	4098								26		
159	145	303	317	0.25		1/2	1/2	Chord	9/16	1	2	1/16		1/16	1	4099								26		
159	145	301	315	0.08333333333333333		0	0	Chord	9/16	2	1	1/48		1/32	2/3	4100										
159	145	3613/12	3781/12	0.08333333333333333		1/48	1/48	Chord	9/16	2	1	1/48		1/32	2/3	4101										
159	145	1807/6	1891/6	0.08333333333333333		1/24	1/24	Chord	9/16	2	1	1/48		1/32	2/3	4102										
159	145	1205/4	1261/4	0.08333333333333333		1/16	1/16	Chord	9/16	2	1	1/48		1/32	2/3	4103										
159	145	904/3	946/3	0.08333333333333333		1/12	1/12	Chord	9/16	2	1	1/48		1/32	2/3	4104										
159	145	3617/12	3785/12	0.08333333333333333		5/48	5/48	Chord	9/16	2	1	1/48		1/32	2/3	4105										
159	145	603/2	631/2	0.08333333333333333		1/8	1/8	Chord	9/16	2	1	1/48		1/32	2/3	4106										
159	145	3619/12	3787/12	0.08333333333333333		7/48	7/48	Chord	9/16	2	1	1/48		1/32	2/3	4107										
159	145	905/3	947/3	0.08333333333333333		1/6	1/6	Chord	9/16	2	1	1/48		1/32	2/3	4108										
159	145	1207/4	1263/4	0.08333333333333333		3/16	3/16	Chord	9/16	2	1	1/48		1/32	2/3	4109										
159	145	1811/6	1895/6	0.08333333333333333		5/24	5/24	Chord	9/16	2	1	1/48		1/32	2/3	4110										
159	145	3623/12	3791/12	0.08333333333333333		11/48	11/48	Chord	9/16	2	1	1/48		1/32	2/3	4111										
159	145	302	316	0.08333333333333333		1/4	1/4	Chord	9/16	2	1	1/48		1/32	2/3	4112										
159	145	3625/12	3793/12	0.08333333333333333		13/48	13/48	Chord	9/16	2	1	1/48		1/32	2/3	4113										
159	145	1813/6	1897/6	0.08333333333333333		7/24	7/24	Chord	9/16	2	1	1/48		1/32	2/3	4114										
159	145	1209/4	1265/4	0.08333333333333333		5/16	5/16	Chord	9/16	2	1	1/48		1/32	2/3	4115										
159	145	907/3	949/3	0.08333333333333333		1/3	1/3	Chord	9/16	2	1	1/48		1/32	2/3	4116										
159	145	3629/12	3797/12	0.08333333333333333		17/48	17/48	Chord	9/16	2	1	1/48		1/32	2/3	4117										
159	145	605/2	633/2	0.08333333333333333		3/8	3/8	Chord	9/16	2	1	1/48		1/32	2/3	4118										
159	145	3631/12	3799/12	0.08333333333333333		19/48	19/48	Chord	9/16	2	1	1/48		1/32	2/3	4119										
159	145	908/3	950/3	0.08333333333333333		5/12	5/12	Chord	9/16	2	1	1/48		1/32	2/3	4120										
159	145	1211/4	1267/4	0.08333333333333333		7/16	7/16	Chord	9/16	2	1	1/48		1/32	2/3	4121										
159	145	1817/6	1901/6	0.08333333333333333		11/24	11/24	Chord	9/16	2	1	1/48		1/32	2/3	4122										
159	145	3635/12	3803/12	0.08333333333333333		23/48	23/48	Chord	9/16	2	1	1/48		1/32	2/3	4123										
159	145	303	317	0.08333333333333333		1/2	1/2	Chord	9/16	2	1	1/48		1/32	2/3	4124										
159	145	3637/12	3805/12	0.08333333333333333		25/48	25/48	Chord	9/16	2	1	1/48		1/32	2/3	4125										
159	145	1819/6	1903/6	0.08333333333333333		13/24	13/24	Chord	9/16	2	1	1/48		1/32	2/3	4126										
160	146	1213/4	1269/4	0.0		0	0	Dynamic	9/16	1	1	0						sf								
160	146	1213/4	1269/4	0.0		0	0	Spanner	9/16	1	1	0														
160	146	1213/4	1269/4	0.0		0	0	Spanner	9/16	1	1	0													29	
160	146	1213/4	1269/4	0.5		0	0	Chord	9/16	1	1	1/8		1/8	1	4127				208					29	
160	146	1215/4	1271/4	0.25		1/8	1/8	Chord	9/16	1	1	1/16		1/16	1	4128									29	
160	146	304	318	0.0		3/16	3/16	Dynamic	9/16	1	1	0						p								
160	146	304	318	0.0		3/16	3/16	Spanner	9/16	1	1	0														
160	146	304	318	0.75		3/16	3/16	Chord	9/16	1	1	3/16		1/8	3/2	4129										
160	146	1219/4	1275/4	0.0		3/8	3/8	Dynamic	9/16	1	1	0						other-dynamics								
160	146	1219/4	1275/4	0.5		3/8	3/8	Chord	9/16	1	1	1/8		1/8	1	4130				209						
160	146	1221/4	1277/4	0.25		1/2	1/2	Chord	9/16	1	1	1/16		1/16	1	4131										
160	146	1213/4	1269/4	0.25		0	0	Chord	9/16	1	2	1/16		1/16	1	4132										
160	146	607/2	635/2	0.25		1/16	1/16	Chord	9/16	1	2	1/16		1/16	1	4133										
160	146	1215/4	1271/4	0.25		1/8	1/8	Chord	9/16	1	2	1/16		1/16	1	4134										
160	146	304	318	0.25		3/16	3/16	Chord	9/16	1	2	1/16		1/16	1	4135										
160	146	1217/4	1273/4	0.25		1/4	1/4	Chord	9/16	1	2	1/16		1/16	1	4136										
160	146	609/2	637/2	0.25		5/16	5/16	Chord	9/16	1	2	1/16		1/16	1	4137										
160	146	1219/4	1275/4	0.25		3/8	3/8	Chord	9/16	1	2	1/16		1/16	1	4138										
160	146	305	319	0.25		7/16	7/16	Chord	9/16	1	2	1/16		1/16	1	4139										
160	146	1221/4	1277/4	0.25		1/2	1/2	Chord	9/16	1	2	1/16		1/16	1	4140										
160	146	1213/4	1269/4	0.08333333333333333		0	0	Chord	9/16	2	1	1/48		1/32	2/3	4141										
160	146	910/3	952/3	0.08333333333333333		1/48	1/48	Chord	9/16	2	1	1/48		1/32	2/3	4142										
160	146	3641/12	3809/12	0.08333333333333333		1/24	1/24	Chord	9/16	2	1	1/48		1/32	2/3	4143										
160	146	607/2	635/2	0.08333333333333333		1/16	1/16	Chord	9/16	2	1	1/48		1/32	2/3	4144										
160	146	3643/12	3811/12	0.08333333333333333		1/12	1/12	Chord	9/16	2	1	1/48		1/32	2/3	4145										
160	146	911/3	953/3	0.08333333333333333		5/48	5/48	Chord	9/16	2	1	1/48		1/32	2/3	4146										
160	146	1215/4	1271/4	0.08333333333333333		1/8	1/8	Chord	9/16	2	1	1/48		1/32	2/3	4147										
160	146	1823/6	1907/6	0.08333333333333333		7/48	7/48	Chord	9/16	2	1	1/48		1/32	2/3	4148										
160	146	3647/12	3815/12	0.08333333333333333		1/6	1/6	Chord	9/16	2	1	1/48		1/32	2/3	4149										
160	146	304	318	0.08333333333333333		3/16	3/16	Chord	9/16	2	1	1/48		1/32	2/3	4150										
160	146	3649/12	3817/12	0.08333333333333333		5/24	5/24	Chord	9/16	2	1	1/48		1/32	2/3	4151										
160	146	1825/6	1909/6	0.08333333333333333		11/48	11/48	Chord	9/16	2	1	1/48		1/32	2/3	4152										
160	146	1217/4	1273/4	0.08333333333333333		1/4	1/4	Chord	9/16	2	1	1/48		1/32	2/3	4153										
160	146	913/3	955/3	0.08333333333333333		13/48	13/48	Chord	9/16	2	1	1/48		1/32	2/3	4154										
160	146	3653/12	3821/12	0.08333333333333333		7/24	7/24	Chord	9/16	2	1	1/48		1/32	2/3	4155										
160	146	609/2	637/2	0.08333333333333333		5/16	5/16	Chord	9/16	2	1	1/48		1/32	2/3	4156										
160	146	3655/12	3823/12	0.08333333333333333		1/3	1/3	Chord	9/16	2	1	1/48		1/32	2/3	4157										
160	146	914/3	956/3	0.08333333333333333		17/48	17/48	Chord	9/16	2	1	1/48		1/32	2/3	4158										
160	146	1219/4	1275/4	0.08333333333333333		3/8	3/8	Chord	9/16	2	1	1/48		1/32	2/3	4159										
160	146	1829/6	1913/6	0.08333333333333333		19/48	19/48	Chord	9/16	2	1	1/48		1/32	2/3	4160										
160	146	3659/12	3827/12	0.08333333333333333		5/12	5/12	Chord	9/16	2	1	1/48		1/32	2/3	4161										
160	146	305	319	0.08333333333333333		7/16	7/16	Chord	9/16	2	1	1/48		1/32	2/3	4162										
160	146	3661/12	3829/12	0.08333333333333333		11/24	11/24	Chord	9/16	2	1	1/48		1/32	2/3	4163										
160	146	1831/6	1915/6	0.08333333333333333		23/48	23/48	Chord	9/16	2	1	1/48		1/32	2/3	4164										
160	146	1221/4	1277/4	0.08333333333333333		1/2	1/2	Chord	9/16	2	1	1/48		1/32	2/3	4165										
160	146	916/3	958/3	0.08333333333333333		25/48	25/48	Chord	9/16	2	1	1/48		1/32	2/3	4166										
160	146	3665/12	3833/12	0.08333333333333333		13/24	13/24	Chord	9/16	2	1	1/48		1/32	2/3	4167										
161	147	611/2	639/2	0.75		0	0	Chord	9/16	1	1	3/16		1/8	3/2	4168										
161	147	1225/4	1281/4	0.0		3/16	3/16	Spanner	9/16	1	1	0													30	
161	147	1225/4	1281/4	0.5		3/16	3/16	Chord	9/16	1	1	1/8		1/8	1	4169				210					30	
161	147	1227/4	1283/4	0.25		5/16	5/16	Chord	9/16	1	1	1/16		1/16	1	4170									30	
161	147	307	321	0.0		3/8	3/8	Spanner	9/16	1	1	0														
161	147	307	321	0.75		3/8	3/8	Chord	9/16	1	1	3/16		1/8	3/2	4171										
161	147	611/2	639/2	0.25		0	0	Chord	9/16	1	2	1/16		1/16	1	4172										
161	147	1223/4	1279/4	0.25		1/16	1/16	Chord	9/16	1	2	1/16		1/16	1	4173										
161	147	306	320	0.25		1/8	1/8	Chord	9/16	1	2	1/16		1/16	1	4174										
161	147	1225/4	1281/4	0.0		3/16	3/16	Dynamic	9/16	1	2	0						sf								
161	147	1225/4	1281/4	0.25		3/16	3/16	Chord	9/16	1	2	1/16		1/16	1	4175										
161	147	613/2	641/2	0.25		1/4	1/4	Chord	9/16	1	2	1/16		1/16	1	4176										
161	147	1227/4	1283/4	0.25		5/16	5/16	Chord	9/16	1	2	1/16		1/16	1	4177										
161	147	307	321	0.25		3/8	3/8	Chord	9/16	1	2	1/16		1/16	1	4178										
161	147	1229/4	1285/4	0.25		7/16	7/16	Chord	9/16	1	2	1/16		1/16	1	4179										
161	147	615/2	643/2	0.25		1/2	1/2	Chord	9/16	1	2	1/16		1/16	1	4180										
161	147	611/2	639/2	0.08333333333333333		0	0	Chord	9/16	2	1	1/48		1/32	2/3	4181										
161	147	3667/12	3835/12	0.08333333333333333		1/48	1/48	Chord	9/16	2	1	1/48		1/32	2/3	4182										
161	147	917/3	959/3	0.08333333333333333		1/24	1/24	Chord	9/16	2	1	1/48		1/32	2/3	4183										
161	147	1223/4	1279/4	0.08333333333333333		1/16	1/16	Chord	9/16	2	1	1/48		1/32	2/3	4184										
161	147	1835/6	1919/6	0.08333333333333333		1/12	1/12	Chord	9/16	2	1	1/48		1/32	2/3	4185										
161	147	3671/12	3839/12	0.08333333333333333		5/48	5/48	Chord	9/16	2	1	1/48		1/32	2/3	4186										
161	147	306	320	0.08333333333333333		1/8	1/8	Chord	9/16	2	1	1/48		1/32	2/3	4187										
161	147	3673/12	3841/12	0.08333333333333333		7/48	7/48	Chord	9/16	2	1	1/48		1/32	2/3	4188										
161	147	1837/6	1921/6	0.08333333333333333		1/6	1/6	Chord	9/16	2	1	1/48		1/32	2/3	4189										
161	147	1225/4	1281/4	0.08333333333333333		3/16	3/16	Chord	9/16	2	1	1/48		1/32	2/3	4190										
161	147	919/3	961/3	0.08333333333333333		5/24	5/24	Chord	9/16	2	1	1/48		1/32	2/3	4191										
161	147	3677/12	3845/12	0.08333333333333333		11/48	11/48	Chord	9/16	2	1	1/48		1/32	2/3	4192										
161	147	613/2	641/2	0.08333333333333333		1/4	1/4	Chord	9/16	2	1	1/48		1/32	2/3	4193										
161	147	3679/12	3847/12	0.08333333333333333		13/48	13/48	Chord	9/16	2	1	1/48		1/32	2/3	4194										
161	147	920/3	962/3	0.08333333333333333		7/24	7/24	Chord	9/16	2	1	1/48		1/32	2/3	4195										
161	147	1227/4	1283/4	0.08333333333333333		5/16	5/16	Chord	9/16	2	1	1/48		1/32	2/3	4196										
161	147	1841/6	1925/6	0.08333333333333333		1/3	1/3	Chord	9/16	2	1	1/48		1/32	2/3	4197										
161	147	3683/12	3851/12	0.08333333333333333		17/48	17/48	Chord	9/16	2	1	1/48		1/32	2/3	4198										
161	147	307	321	0.08333333333333333		3/8	3/8	Chord	9/16	2	1	1/48		1/32	2/3	4199										
161	147	3685/12	3853/12	0.08333333333333333		19/48	19/48	Chord	9/16	2	1	1/48		1/32	2/3	4200										
161	147	1843/6	1927/6	0.08333333333333333		5/12	5/12	Chord	9/16	2	1	1/48		1/32	2/3	4201										
161	147	1229/4	1285/4	0.08333333333333333		7/16	7/16	Chord	9/16	2	1	1/48		1/32	2/3	4202										
161	147	922/3	964/3	0.08333333333333333		11/24	11/24	Chord	9/16	2	1	1/48		1/32	2/3	4203										
161	147	3689/12	3857/12	0.08333333333333333		23/48	23/48	Chord	9/16	2	1	1/48		1/32	2/3	4204										
161	147	615/2	643/2	0.08333333333333333		1/2	1/2	Chord	9/16	2	1	1/48		1/32	2/3	4205										
161	147	3691/12	3859/12	0.08333333333333333		25/48	25/48	Chord	9/16	2	1	1/48		1/32	2/3	4206										
161	147	923/3	965/3	0.08333333333333333		13/24	13/24	Chord	9/16	2	1	1/48		1/32	2/3	4207										
162	148	1231/4	1287/4	0.0		0	0	Dynamic	9/16	1	1	0						sf								
162	148	1231/4	1287/4	0.0		0	0	Spanner	9/16	1	1	0													31	
162	148	1231/4	1287/4	0.5		0	0	Chord	9/16	1	1	1/8		1/8	1	4208				211					31	
162	148	1233/4	1289/4	0.25		1/8	1/8	Chord	9/16	1	1	1/16		1/16	1	4209									31	
162	148	617/2	645/2	0.0		3/16	3/16	Spanner	9/16	1	1	0														
162	148	617/2	645/2	0.75		3/16	3/16	Chord	9/16	1	1	3/16		1/8	3/2	4210										
162	148	1237/4	1293/4	0.0		3/8	3/8	Spanner	9/16	1	1	0												27		
162	148	1237/4	1293/4	0.75		3/8	3/8	Chord	9/16	1	1	3/16		1/8	3/2	4211								27		
162	148	1231/4	1287/4	0.25		0	0	Chord	9/16	1	2	1/16		1/16	1	4212								27		
162	148	308	322	0.25		1/16	1/16	Chord	9/16	1	2	1/16		1/16	1	4213								27		
162	148	1233/4	1289/4	0.25		1/8	1/8	Chord	9/16	1	2	1/16		1/16	1	4214								27		
162	148	617/2	645/2	0.25		3/16	3/16	Chord	9/16	1	2	1/16		1/16	1	4215								27		
162	148	1235/4	1291/4	0.25		1/4	1/4	Chord	9/16	1	2	1/16		1/16	1	4216								27		
162	148	309	323	0.25		5/16	5/16	Chord	9/16	1	2	1/16		1/16	1	4217								27		
162	148	1237/4	1293/4	0.25		3/8	3/8	Chord	9/16	1	2	1/16		1/16	1	4218								27		
162	148	619/2	647/2	0.25		7/16	7/16	Chord	9/16	1	2	1/16		1/16	1	4219								27		
162	148	1239/4	1295/4	0.25		1/2	1/2	Chord	9/16	1	2	1/16		1/16	1	4220								27		
162	148	1231/4	1287/4	0.08333333333333333		0	0	Chord	9/16	2	1	1/48		1/32	2/3	4221										
162	148	1847/6	1931/6	0.08333333333333333		1/48	1/48	Chord	9/16	2	1	1/48		1/32	2/3	4222										
162	148	3695/12	3863/12	0.08333333333333333		1/24	1/24	Chord	9/16	2	1	1/48		1/32	2/3	4223										
162	148	308	322	0.08333333333333333		1/16	1/16	Chord	9/16	2	1	1/48		1/32	2/3	4224										
162	148	3697/12	3865/12	0.08333333333333333		1/12	1/12	Chord	9/16	2	1	1/48		1/32	2/3	4225										
162	148	1849/6	1933/6	0.08333333333333333		5/48	5/48	Chord	9/16	2	1	1/48		1/32	2/3	4226										
162	148	1233/4	1289/4	0.08333333333333333		1/8	1/8	Chord	9/16	2	1	1/48		1/32	2/3	4227										
162	148	925/3	967/3	0.08333333333333333		7/48	7/48	Chord	9/16	2	1	1/48		1/32	2/3	4228										
162	148	3701/12	3869/12	0.08333333333333333		1/6	1/6	Chord	9/16	2	1	1/48		1/32	2/3	4229										
162	148	617/2	645/2	0.08333333333333333		3/16	3/16	Chord	9/16	2	1	1/48		1/32	2/3	4230										
