mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	articulation
24	22	131/2	131/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	292		
24	22	263/4	263/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	293	mf	
24	22	66	66	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	294		
25	23	67	67	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	295		
25	23	67	67	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	296		
25	23	269/4	269/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	297		
25	23	135/2	135/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	298		
25	23	271/4	271/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	299		
25	23	68	68	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	300		
25	23	68	68	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	301		
25	23	273/4	273/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	302		
25	23	137/2	137/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	303		
25	23	275/4	275/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	304		
25	23	69	69	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	305		
25	23	277/4	277/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	306		
25	23	139/2	139/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	307		
25	23	279/4	279/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	308		
25	23	67	67	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	309		
25	23	68	68	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	310		
25	23	69	69	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	311		
26	24	70	70	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	312		
26	24	72	72	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	313		
26	24	72	72	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	314	p	
26	24	289/4	289/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	315		
26	24	145/2	145/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	316		
26	24	291/4	291/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	317		
26	24	70	70	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	318		articStaccatoAbove
26	24	141/2	141/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	319		
26	24	71	71	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	320		
26	24	143/2	143/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	321		
26	24	72	72	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	322		
26	24	145/2	145/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	323		
27	25	75	75	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	324		
27	25	73	73	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	325		
27	25	74	74	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	326		
27	25	75	75	0.0	1/2	1/2	Chord	3/4	1	2	0	acciaccatura	1/8	1	327		
27	25	75	75	0.25	1/2	1/2	Chord	3/4	1	2	1/16		1/16	1	328		
27	25	301/4	301/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16		1/16	1	329		
27	25	151/2	151/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16		1/16	1	330		
27	25	303/4	303/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	331		
27	25	73	73	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	332		
27	25	147/2	147/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	333		
27	25	74	74	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	334		
27	25	149/2	149/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	335		
27	25	75	75	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	336		
27	25	151/2	151/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	337		
28	26	76	76	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	338		
28	26	77	77	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	339		
28	26	76	76	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	340		
28	26	78	78	0.0	1/2	1/2	Chord	3/4	1	2	0	acciaccatura	1/8	1	341		
28	26	78	78	0.25	1/2	1/2	Chord	3/4	1	2	1/16		1/16	1	342		
28	26	313/4	313/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16		1/16	1	343		
28	26	157/2	157/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16		1/16	1	344		
28	26	315/4	315/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	345		
28	26	76	76	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	346		
28	26	153/2	153/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	347		
28	26	77	77	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	348		
28	26	155/2	155/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	349		
28	26	78	78	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	350		
28	26	157/2	157/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	351		
29	27	79	79	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	352		
29	27	80	80	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	353		
29	27	81	81	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	354		
29	27	81	81	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	355		
29	27	325/4	325/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	356		
29	27	163/2	163/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	357		
29	27	327/4	327/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	358		
29	27	79	79	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	359		
29	27	159/2	159/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	360		
29	27	80	80	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	361		
29	27	161/2	161/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	362		
29	27	81	81	0.0	1/2	1/2	Chord	3/4	2	2	0	acciaccatura	1/8	1	363		
29	27	81	81	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	364		
29	27	163/2	163/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	365		
30	28	82	82	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	366	<	
30	28	83	83	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	367		
30	28	84	84	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	368		
30	28	82	82	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	369		
30	28	165/2	165/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	370		
30	28	83	83	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	371		
30	28	333/4	333/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	372		
30	28	167/2	167/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	373		
30	28	335/4	335/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	374		
30	28	84	84	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	375		
30	28	169/2	169/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	376		
30	28	82	82	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	377		
30	28	165/2	165/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	378		
30	28	83	83	0.0	1/4	1/4	Chord	3/4	2	2	0	acciaccatura	1/8	1	379		
30	28	83	83	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	380		
30	28	167/2	167/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	381		
30	28	84	84	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	382		
30	28	169/2	169/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	383		
31	29	85	85	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	384		
31	29	86	86	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	385		
31	29	173/2	173/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	386		
31	29	87	87	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	387		
31	29	175/2	175/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	388		
31	29	85	85	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	389		
31	29	341/4	341/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	390		
31	29	171/2	171/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	391		
31	29	343/4	343/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	392		
31	29	86	86	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	393		
31	29	345/4	345/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	394		
31	29	173/2	173/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	395		
31	29	347/4	347/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	396		
31	29	87	87	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	397		
31	29	349/4	349/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	398		
31	29	175/2	175/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	399		
31	29	351/4	351/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	400		
31	29	85	85	0.0	0	0	Chord	3/4	2	2	0	acciaccatura	1/8	1	401		
31	29	85	85	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	402		
31	29	171/2	171/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	403		
31	29	86	86	0.25	1/4	1/4	Chord	3/4	2	2	1/16		1/16	1	404		
31	29	345/4	345/4	0.25	5/16	5/16	Chord	3/4	2	2	1/16		1/16	1	405		
31	29	173/2	173/2	0.25	3/8	3/8	Chord	3/4	2	2	1/16		1/16	1	406		
31	29	347/4	347/4	0.25	7/16	7/16	Chord	3/4	2	2	1/16		1/16	1	407		
31	29	87	87	0.25	1/2	1/2	Chord	3/4	2	2	1/16		1/16	1	408		
31	29	349/4	349/4	0.25	9/16	9/16	Chord	3/4	2	2	1/16		1/16	1	409		
31	29	175/2	175/2	0.25	5/8	5/8	Chord	3/4	2	2	1/16		1/16	1	410		
31	29	351/4	351/4	0.25	11/16	11/16	Chord	3/4	2	2	1/16		1/16	1	411		
32	30	88	88	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	412	p	articStaccatoBelow
32	30	89	89	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	413	f	articStaccatoBelow
32	30	88	88	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	414		articStaccatoBelow
32	30	89	89	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	415		articStaccatoBelow
33	30	90	90	0.25	0	1/2	Chord	3/4	2	1	1/16		1/16	1	416		
33	30	361/4	361/4	0.25	1/16	9/16	Chord	3/4	2	1	1/16		1/16	1	417		
33	30	181/2	181/2	0.25	1/8	5/8	Chord	3/4	2	1	1/16		1/16	1	418		
33	30	363/4	363/4	0.25	3/16	11/16	Chord	3/4	2	1	1/16		1/16	1	419		
34	31	92	92	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	420		
34	31	91	91	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	421		
34	31	365/4	365/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	422		
34	31	183/2	183/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	423		
34	31	367/4	367/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	424		
34	31	92	92	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	425		
34	31	369/4	369/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	426		
34	31	185/2	185/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	427		
34	31	371/4	371/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	428		
34	31	93	93	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	429		
34	31	373/4	373/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	430		
34	31	187/2	187/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	431		
34	31	375/4	375/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	432		
35	32	94	94	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	433		
35	32	95	95	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	434		
35	32	94	94	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	435		
35	32	377/4	377/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	436		
35	32	189/2	189/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	437		
35	32	379/4	379/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	438		
35	32	95	95	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	439		
35	32	381/4	381/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	440		
35	32	191/2	191/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	441		
35	32	383/4	383/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	442		
35	32	96	96	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	443		
35	32	385/4	385/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	444		
35	32	193/2	193/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	445		
35	32	387/4	387/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	446		
36	33	97	97	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	447		
36	33	98	98	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	448		
36	33	97	97	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	449		
36	33	389/4	389/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	450		
36	33	195/2	195/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	451		
36	33	391/4	391/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	452		
36	33	98	98	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	453		
36	33	393/4	393/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	454		
36	33	197/2	197/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	455		
36	33	395/4	395/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	456		
36	33	99	99	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	457		
36	33	397/4	397/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	458		
36	33	199/2	199/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	459		
36	33	399/4	399/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	460		
37	34	100	100	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	461		
37	34	100	100	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	462		
37	34	401/4	401/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	463		
37	34	201/2	201/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	464		
37	34	403/4	403/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	465		
37	34	101	101	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	466		
37	34	405/4	405/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	467		
37	34	203/2	203/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	468		
37	34	407/4	407/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	469		
37	34	102	102	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	470		
37	34	409/4	409/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	471		
37	34	205/2	205/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	472		
37	34	411/4	411/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	473		
38	35	104	104	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	474		
38	35	104	104	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	475		
38	35	105	105	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	476		
38	35	104	104	2.0	1/4	1/4	Chord	3/4	1	3	1/2		1/2	1	477		
38	35	103	103	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	478		
38	35	413/4	413/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	479		
38	35	207/2	207/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	480		
38	35	415/4	415/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	481		
38	35	104	104	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	482		
38	35	417/4	417/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	483		
38	35	209/2	209/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	484		
38	35	419/4	419/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	485		
38	35	105	105	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	486		
38	35	421/4	421/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	487		
38	35	211/2	211/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	488		
38	35	423/4	423/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	489		
39	36	107	107	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	490		
39	36	106	106	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	491		
39	36	107	107	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	492		
39	36	108	108	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	493		
39	36	106	106	1.0	0	0	Chord	3/4	1	3	1/4		1/4	1	494		
39	36	107	107	2.0	1/4	1/4	Chord	3/4	1	3	1/2		1/2	1	495		
39	36	106	106	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	496		
39	36	425/4	425/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	497		
39	36	213/2	213/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	498		
39	36	427/4	427/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	499		
39	36	107	107	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	500		
39	36	429/4	429/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	501		
39	36	215/2	215/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	502		
39	36	431/4	431/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	503		
39	36	108	108	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	504		
39	36	433/4	433/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	505		
39	36	217/2	217/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	506		
39	36	435/4	435/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	507		
40	37	109	109	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	508		
40	37	110	110	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	509	ff	articStaccatoAbove
40	37	111	111	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	510		articStaccatoAbove
40	37	109	109	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	511		
40	37	437/4	437/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	512		
40	37	219/2	219/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	513		
40	37	439/4	439/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	514		
40	37	110	110	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	515		
40	37	441/4	441/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	516		
40	37	221/2	221/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	517		
40	37	443/4	443/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	518		
40	37	111	111	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	519		
40	37	445/4	445/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	520		
40	37	223/2	223/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	521		
40	37	447/4	447/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	522		
41	38	112	112	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	523		articStaccatoAbove
41	38	112	112	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	524		
41	38	449/4	449/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	525		
41	38	225/2	225/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	526		
41	38	451/4	451/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	527		
41	38	113	113	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	528		articStaccatoBelow
42	38	114	114	0.25	0	1/2	Chord	3/4	1	1	1/16		1/16	1	529		
42	38	457/4	457/4	0.25	1/16	9/16	Chord	3/4	1	1	1/16		1/16	1	530		
42	38	229/2	229/2	0.25	1/8	5/8	Chord	3/4	1	1	1/16		1/16	1	531		
42	38	459/4	459/4	0.25	3/16	11/16	Chord	3/4	1	1	1/16		1/16	1	532		
43	39	117	117	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	533		
43	39	469/4	469/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	534		
43	39	235/2	235/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	535		
43	39	471/4	471/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	536		
43	39	115	115	0.25	0	0	Chord	3/4	1	2	1/16		1/16	1	537		
43	39	461/4	461/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16		1/16	1	538		
43	39	231/2	231/2	0.25	1/8	1/8	Chord	3/4	1	2	1/16		1/16	1	539		
43	39	463/4	463/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	540		
43	39	116	116	0.25	1/4	1/4	Chord	3/4	1	2	1/16		1/16	1	541		
43	39	465/4	465/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16		1/16	1	542		
43	39	233/2	233/2	0.25	3/8	3/8	Chord	3/4	1	2	1/16		1/16	1	543		
43	39	467/4	467/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16		1/16	1	544		
43	39	117	117	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	545		
43	39	115	115	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	546		
43	39	461/4	461/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	547		
43	39	231/2	231/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	548		
43	39	463/4	463/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	549		
43	39	116	116	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	550		
43	39	465/4	465/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	551		
43	39	233/2	233/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	552		
43	39	467/4	467/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	553		
43	39	117	117	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	554		
44	40	118	118	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	555		
44	40	473/4	473/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	556		
44	40	237/2	237/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	557		
44	40	475/4	475/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	558		
44	40	119	119	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	559		
44	40	118	118	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	560		
44	40	119	119	0.25	1/4	1/4	Chord	3/4	1	2	1/16		1/16	1	561		
44	40	477/4	477/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16		1/16	1	562		
44	40	239/2	239/2	0.25	3/8	3/8	Chord	3/4	1	2	1/16		1/16	1	563		
44	40	479/4	479/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16		1/16	1	564		
44	40	120	120	0.25	1/2	1/2	Chord	3/4	1	2	1/16		1/16	1	565		
44	40	481/4	481/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16		1/16	1	566		
44	40	241/2	241/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16		1/16	1	567		
44	40	483/4	483/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	568		
44	40	118	118	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	569		
45	41	121	121	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	570		
45	41	485/4	485/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	571		
45	41	243/2	243/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	572		
45	41	487/4	487/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	573		
45	41	122	122	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	574		
45	41	489/4	489/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	575		
45	41	245/2	245/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	576		
45	41	491/4	491/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	577		
45	41	123	123	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	578		
45	41	493/4	493/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	579		
45	41	247/2	247/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	580		
45	41	495/4	495/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	581		
45	41	123	123	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	582		
45	41	121	121	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	583		
45	41	485/4	485/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	584		
45	41	243/2	243/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	585		
45	41	487/4	487/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	586		
