mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	articulation
3	2	4	4	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	21		
3	2	9/2	9/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	22		
3	2	5	5	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	23		
3	2	11/2	11/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	24		
3	2	6	6	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	25		
3	2	13/2	13/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	26		
4	3	7	7	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	27		articStaccatoAbove
4	3	31/4	31/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	28		articStaccatoBelow
4	3	8	8	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	29		articStaccatoAbove
4	3	35/4	35/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	30		articStaccatoAbove
4	3	9	9	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	31		articStaccatoAbove
4	3	39/4	39/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	32		articStaccatoAbove
4	3	7	7	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	33		
4	3	15/2	15/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	34		
4	3	8	8	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	35		
4	3	17/2	17/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	36		
4	3	9	9	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	37		
4	3	19/2	19/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	38		
5	4	10	10	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	39		
5	4	11	11	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	40		
5	4	10	10	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	41		
5	4	11	11	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	42		
5	4	12	12	0.0	1/2	1/2	Chord	3/4	1	2	0	acciaccatura	1/8	1	43		
5	4	12	12	0.25	1/2	1/2	Chord	3/4	1	2	1/16		1/16	1	44		
5	4	49/4	49/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16		1/16	1	45		
5	4	25/2	25/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16		1/16	1	46		
5	4	51/4	51/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	47		
5	4	10	10	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	48		
5	4	11	11	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	49		
5	4	10	10	1.5	0	0	Chord	3/4	2	2	3/8		1/4	3/2	50		
6	5	13	13	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	51		
6	5	14	14	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	52	<	
6	5	15	15	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	53		
6	5	15	15	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	54		
6	5	61/4	61/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	55		
6	5	31/2	31/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	56		
6	5	63/4	63/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	57		
6	5	27/2	27/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	58		
6	5	14	14	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	59		
6	5	29/2	29/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	60		
6	5	15	15	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	61		
6	5	27/2	27/2	1.5	1/8	1/8	Chord	3/4	2	2	3/8		1/4	3/2	62		
6	5	15	15	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	63		
7	6	16	16	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	64		
7	6	17	17	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	65		
7	6	18	18	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	66		
7	6	18	18	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	67		
7	6	73/4	73/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	68		
7	6	37/2	37/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	69		
7	6	75/4	75/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	70		
7	6	16	16	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	71		
7	6	33/2	33/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	72		
7	6	17	17	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	73		
7	6	35/2	35/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	74		
7	6	18	18	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	75		
7	6	16	16	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	76		
7	6	33/2	33/2	1.5	1/8	1/8	Chord	3/4	2	2	3/8		1/4	3/2	77		
7	6	18	18	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	78		
8	7	19	19	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	79		
8	7	19	19	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	80		
8	7	77/4	77/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	81		
8	7	39/2	39/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	82		
8	7	79/4	79/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	83		
8	7	20	20	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	84		
8	7	20	20	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	85		
8	7	81/4	81/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	86		
8	7	41/2	41/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	87		
8	7	83/4	83/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	88		
8	7	21	21	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	89		articStaccatoAbove
8	7	87/4	87/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	90		
8	7	19	19	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	91		
8	7	20	20	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	92		
8	7	21	21	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	93		
9	8	22	22	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	94	p	
9	8	23	23	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	95		
9	8	22	22	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	96		
9	8	23	23	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	97		
10	8	24	24	0.25	0	1/2	Chord	3/4	1	1	1/16		1/16	1	98	p	
10	8	97/4	97/4	0.25	1/16	9/16	Chord	3/4	1	1	1/16		1/16	1	99		
10	8	49/2	49/2	0.25	1/8	5/8	Chord	3/4	1	1	1/16		1/16	1	100		
10	8	99/4	99/4	0.25	3/16	11/16	Chord	3/4	1	1	1/16		1/16	1	101		
10	8	24	24	0.25	0	1/2	Chord	3/4	2	1	1/16		1/16	1	102		
10	8	97/4	97/4	0.25	1/16	9/16	Chord	3/4	2	1	1/16		1/16	1	103		
10	8	49/2	49/2	0.25	1/8	5/8	Chord	3/4	2	1	1/16		1/16	1	104		
10	8	99/4	99/4	0.25	3/16	11/16	Chord	3/4	2	1	1/16		1/16	1	105		
11	9	25	25	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	106		
11	9	101/4	101/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	107		
11	9	51/2	51/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	108		
11	9	103/4	103/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	109		
11	9	26	26	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	110		
11	9	105/4	105/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	111		
11	9	53/2	53/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	112		
11	9	107/4	107/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	113		
11	9	27	27	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	114		
11	9	109/4	109/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	115		
11	9	55/2	55/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	116		
11	9	111/4	111/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	117		
11	9	25	25	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	118		
11	9	101/4	101/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	119		
11	9	51/2	51/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	120		
11	9	103/4	103/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	121		
11	9	26	26	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	122		
11	9	105/4	105/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	123		
11	9	53/2	53/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	124		
11	9	107/4	107/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	125		
11	9	27	27	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	126		
11	9	109/4	109/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	127		
11	9	55/2	55/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	128		
11	9	111/4	111/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	129		
12	10	28	28	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	130		articStaccatoAbove
12	10	29	29	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	131	ff	
12	10	61/2	61/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	132		articStaccatoAbove
12	10	28	28	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	133		articStaccatoBelow
12	10	29	29	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	134		
12	10	61/2	61/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	135		articStaccatoAbove
13	11	31	31	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	136		
13	11	127/4	127/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	137		articStaccatoAbove
13	11	32	32	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	138		
13	11	33	33	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	139		articStaccatoAbove
13	11	31	31	0.75	0	0	Chord	3/4	1	2	3/16		1/8	3/2	140		
13	11	127/4	127/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	141		
13	11	32	32	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	142		
13	11	33	33	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	143		
13	11	31	31	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	144		
13	11	127/4	127/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	145		articStaccatoAbove
13	11	32	32	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	146		articStaccatoAbove
13	11	33	33	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	147		articStaccatoBelow
14	12	34	34	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	148		
14	12	35	35	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	149		
14	12	34	34	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	150		
14	12	35	35	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	151		
14	12	36	36	0.25	1/2	1/2	Chord	3/4	1	2	1/16		1/16	1	152	p	
14	12	145/4	145/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16		1/16	1	153		
14	12	73/2	73/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16		1/16	1	154		
14	12	147/4	147/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	155		
14	12	34	34	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	156		
14	12	36	36	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	157		
14	12	145/4	145/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	158		
14	12	73/2	73/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	159		
14	12	147/4	147/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	160		
15	13	37	37	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	161		
15	13	149/4	149/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	162		
15	13	75/2	75/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	163		
15	13	151/4	151/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	164		
15	13	38	38	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	165		
15	13	153/4	153/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	166		
15	13	77/2	77/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	167		
15	13	155/4	155/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	168		
15	13	39	39	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	169		
15	13	157/4	157/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	170		
15	13	79/2	79/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	171		
15	13	159/4	159/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	172		
15	13	37	37	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	173		
15	13	149/4	149/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	174		
15	13	75/2	75/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	175		
15	13	151/4	151/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	176		
15	13	38	38	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	177		
15	13	153/4	153/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	178		
15	13	77/2	77/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	179		
15	13	155/4	155/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	180		
15	13	39	39	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	181		
15	13	157/4	157/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	182		
15	13	79/2	79/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	183		
15	13	159/4	159/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	184		
16	14	40	40	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	185		
16	14	41	41	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	186		
16	14	85/2	85/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	187		
16	14	41	41	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	188		
16	14	85/2	85/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	189		
16	14	40	40	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	190		articStaccatoBelow
16	14	41	41	1.5	1/4	1/4	Chord	3/4	2	2	3/8		1/4	3/2	191		
16	14	85/2	85/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	192		
17	15	43	43	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	193		
17	15	175/4	175/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	194		
17	15	44	44	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	195		
17	15	45	45	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	196		
17	15	43	43	0.75	0	0	Chord	3/4	1	2	3/16		1/8	3/2	197	>	
17	15	175/4	175/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	198		
17	15	44	44	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	199		
17	15	45	45	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	200		
17	15	43	43	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	201		
17	15	175/4	175/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	202		
17	15	44	44	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	203		
17	15	45	45	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	204		
17	15	43	43	0.75	0	0	Chord	3/4	2	2	3/16		1/8	3/2	205		
17	15	175/4	175/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16		1/16	1	206		
17	15	44	44	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	207		
17	15	45	45	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	208		
18	16	46	46	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	209	p	
18	16	47	47	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	210		
18	16	48	48	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	211		
18	16	195/4	195/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	212		
18	16	46	46	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	213		
18	16	47	47	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	214		
19	17	49	49	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	215		
19	17	51	51	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	216		
19	17	51	51	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	217		
19	17	205/4	205/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	218		
19	17	103/2	103/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	219		
19	17	207/4	207/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	220		
19	17	49	49	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	221		
19	17	99/2	99/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	222		
19	17	50	50	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	223		
19	17	101/2	101/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	224		
19	17	51	51	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	225		
19	17	103/2	103/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	226		
20	18	52	52	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	227		
20	18	53	53	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	228		
20	18	54	54	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	229		
20	18	54	54	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	230		
20	18	217/4	217/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	231		
20	18	109/2	109/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	232		
20	18	219/4	219/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	233		
20	18	52	52	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	234		
20	18	105/2	105/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	235		
20	18	53	53	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	236		
20	18	107/2	107/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	237		
20	18	54	54	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	238		
20	18	109/2	109/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	239		
21	19	55	55	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	240		articStaccatoAbove
21	19	223/4	223/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	241		articStaccatoBelow
21	19	56	56	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	242		articStaccatoAbove
21	19	227/4	227/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	243		articStaccatoAbove
21	19	57	57	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	244		articStaccatoAbove
21	19	231/4	231/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	245		articStaccatoAbove
21	19	55	55	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	246		
21	19	111/2	111/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	247		
21	19	56	56	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	248		
21	19	113/2	113/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	249		
21	19	57	57	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	250		
21	19	115/2	115/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	251		
22	20	58	58	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	252		
22	20	59	59	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	253		
22	20	58	58	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	254		
22	20	59	59	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	255		
22	20	60	60	0.0	1/2	1/2	Chord	3/4	1	2	0	acciaccatura	1/8	1	256		
22	20	60	60	0.25	1/2	1/2	Chord	3/4	1	2	1/16		1/16	1	257		
22	20	241/4	241/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16		1/16	1	258		
22	20	121/2	121/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16		1/16	1	259		
22	20	243/4	243/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	260		
22	20	58	58	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	261		
22	20	59	59	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	262		
22	20	58	58	1.5	0	0	Chord	3/4	2	2	3/8		1/4	3/2	263		
23	21	61	61	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	264	<	
23	21	62	62	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	265		
23	21	63	63	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	266		
23	21	63	63	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	267		
23	21	253/4	253/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	268		
23	21	127/2	127/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	269		
23	21	255/4	255/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	270		
23	21	245/4	245/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	271		
23	21	123/2	123/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	272		
23	21	247/4	247/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	273		
23	21	62	62	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	274		
23	21	249/4	249/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	275		
23	21	125/2	125/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	276		
23	21	251/4	251/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	277		
23	21	63	63	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	278		
24	22	64	64	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	279	<	
24	22	65	65	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	280		
24	22	66	66	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	281		
24	22	66	66	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	282		
24	22	265/4	265/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	283		
24	22	133/2	133/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	284		
24	22	267/4	267/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	285		
24	22	64	64	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	286		
24	22	257/4	257/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	287		
24	22	129/2	129/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	288		
24	22	259/4	259/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	289		
24	22	65	65	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	290		
24	22	261/4	261/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	291		
