mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	slur	Trill:trill	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
30	29	84	87	1.5		0	0	Chord	3/4	1	1	3/8		1/4	3/2	277									6
30	29	171/2	177/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	278			45						6
30	29	86	89	0.75		1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	279			45						6
30	29	347/4	359/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	280									6
30	29	84	87	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	281									
30	29	85	88	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	282									
30	29	86	89	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	283									
31	30	87	90	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	284			46						6
31	30	351/4	363/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	285									6
31	30	88	91	0.75		1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	286			47						6
31	30	355/4	367/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	287									6
31	30	89	92	0.0		1/2	1/2	Spanner	3/4	1	1	0													
31	30	89	92	0.0		1/2	1/2	Spanner	3/4	1	1	0												4	
31	30	89	92	0.75		1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	288			48					4	
31	30	359/4	371/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	289								4	
31	30	87	90	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	290									
31	30	88	91	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	291									
31	30	89	92	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	292									
32	31	90	93	0.0		0	0	Spanner	3/4	1	1	0													
32	31	90	93	0.0		0	0	Chord	3/4	1	1	0	grace32	1/32	1	293									
32	31	90	93	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	294									
32	31	181/2	187/2	0.0		1/8	1/8	Chord	3/4	1	1	0	grace32	1/32	1	295									
32	31	181/2	187/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	296			49						
32	31	91	94	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	297			49						
32	31	365/4	377/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	298									
32	31	183/2	189/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	299			50						
32	31	92	95	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	300			50						
32	31	369/4	381/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	301									
32	31	185/2	191/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	302			51						
32	31	90	93	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	303									
32	31	91	94	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	304									
32	31	92	95	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	305									
33	32		96	0.5	1	0	0	Chord	3/4	1	1	1/8		1/8	1	306			51						
33	32		193/2	0.5	1	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	307			51						
33	32		97	0.25	1	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	308			51						
33	32		389/4	0.25	1	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	309			51						
33	32		195/2	0.5	1	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	310		articStaccatoAbove							
33	32		98	0.0	1	1/2	1/2	Spanner	3/4	1	1	0													7
33	32		98	0.75	1	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	311			52						7
33	32		395/4	0.25	1	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	312									7
33	32		96	1.0	1	0	0	Chord	3/4	2	1	1/4		1/4	1	313									
33	32		97	1.0	1	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	314									
33	32		98	0.5	1	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	315									
33	32		197/2	0.5	1	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	316									
34	32		99	0.0	1	0	0	Spanner	3/4	1	1	0													
34	32		99	0.0	1	0	0	Chord	3/4	1	1	0	acciaccatura	1/32	1	317									
34	32		99	1.5	1	0	0	Chord	3/4	1	1	3/8		1/4	3/2	318									
34	32		201/2	0.5	1	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	319			53						
34	32		101	0.0	1	1/2	1/2	Spanner	3/4	1	1	0							53						8
34	32		101	0.75	1	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	320			53						8
34	32		407/4	0.0	1	11/16	11/16	Spanner	3/4	1	1	0													
34	32		407/4	0.0	1	11/16	11/16	Spanner	3/4	1	1	0												5	
34	32		407/4	0.25	1	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	321								5	
34	32		99	1.0	1	0	0	Chord	3/4	2	1	1/4		1/4	1	322									
34	32		100	1.0	1	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	323									
34	32		101	1.0	1	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	324									
35	32	93	102	0.0	2	0	0	Spanner	3/4	1	1	0													
35	32	93	102	0.5	2	0	0	Chord	3/4	1	1	1/8		1/8	1	325			54						
35	32	187/2	205/2	0.5	2	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	326			54						
35	32	94	103	0.25	2	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	327			54						
35	32	377/4	413/4	0.25	2	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	328			54						
35	32	189/2	207/2	0.5	2	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	329		articStaccatoAbove							
35	32	95	104	1.0	2	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	330									
35	32	93	102	1.0	2	0	0	Chord	3/4	2	1	1/4		1/4	1	331									
35	32	94	103	1.0	2	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	332									
35	32	95	104	1.0	2	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	333									
36	33	96	105	0.0		0	0	Dynamic	3/4	1	1	0					p								
36	33	385/4	421/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	334									
36	33	193/2	211/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	335									
36	33	389/4	425/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	336									
36	33	195/2	213/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	337									
36	33	393/4	429/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	338									
36	33	197/2	215/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	339									
36	33	96	105	0.25		0	0	Chord	3/4	2	1	1/16		1/16	1	340									
36	33	387/4	423/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	341									
36	33	97	106	0.25		1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	342									
36	33	391/4	427/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	343									
36	33	98	107	0.25		1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	344									
36	33	395/4	431/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	345									
37	34	397/4	433/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	346									
37	34	199/2	217/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	347									
37	34	401/4	437/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	348									
37	34	201/2	219/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	349									
37	34	405/4	441/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	350									
37	34	203/2	221/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	351									
37	34	99	108	0.25		0	0	Chord	3/4	2	1	1/16		1/16	1	352									
37	34	399/4	435/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	353									
37	34	100	109	0.25		1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	354									
37	34	403/4	439/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	355									
37	34	101	110	0.25		1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	356									
37	34	407/4	443/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	357									
38	35	409/4	445/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	358									
38	35	205/2	223/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	359									
38	35	413/4	449/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	360									
38	35	207/2	225/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	361									
38	35	417/4	453/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	362									
38	35	209/2	227/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	363									
38	35	102	111	0.25		0	0	Chord	3/4	2	1	1/16		1/16	1	364									
38	35	411/4	447/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	365									
38	35	103	112	0.25		1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	366									
38	35	415/4	451/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	367									
38	35	104	113	0.25		1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	368									
38	35	419/4	455/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	369									
39	36	105	114	0.0		0	0	Spanner	3/4	1	1	0													9
39	36	421/4	457/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	370									9
39	36	211/2	229/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	371									9
39	36	425/4	461/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	372									9
39	36	213/2	231/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	373									9
39	36	429/4	465/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	374									9
39	36	215/2	233/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	375									9
39	36	105	114	0.25		0	0	Chord	3/4	2	1	1/16		1/16	1	376									
39	36	423/4	459/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	377									
39	36	106	115	0.25		1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	378									
39	36	427/4	463/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	379									
39	36	107	116	0.25		1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	380									
39	36	431/4	467/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	381									
40	37	433/4	469/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	382									9
40	37	217/2	235/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	383									9
40	37	437/4	473/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	384									9
40	37	219/2	237/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	385									9
40	37	110	119	0.0		1/2	1/2	Spanner	3/4	1	1	0													
40	37	110	119	0.0		1/2	1/2	Spanner	3/4	1	1	0												6	
40	37	441/4	477/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	386								6	
40	37	221/2	239/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	387								6	
40	37	108	117	0.25		0	0	Chord	3/4	2	1	1/16		1/16	1	388									
40	37	435/4	471/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	389									
40	37	109	118	0.25		1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	390									
40	37	439/4	475/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	391									
40	37	110	119	0.25		1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	392									
40	37	443/4	479/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	393									
41	38	111	120	0.0		0	0	Spanner	3/4	1	1	0													
41	38	111	120	0.0		0	0	Spanner	3/4	1	1	0												7	
41	38	445/4	481/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	394								7	
41	38	223/2	241/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	395								7	
41	38	449/4	485/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	396								7	
41	38	225/2	243/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	397								7	
41	38	453/4	489/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	398								7	
41	38	227/2	245/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	399								7	
41	38	111	120	0.25		0	0	Chord	3/4	2	1	1/16		1/16	1	400									
41	38	447/4	483/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	401									
41	38	112	121	0.25		1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	402									
41	38	451/4	487/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	403									
41	38	113	122	0.25		1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	404									
41	38	455/4	491/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	405									
42	39	114	123	0.0		0	0	Spanner	3/4	1	1	0													
42	39	114	123	0.0		0	0	Spanner	3/4	1	1	0													10
42	39	457/4	493/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	406									10
42	39	229/2	247/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	407									10
42	39	461/4	497/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	408									10
42	39	231/2	249/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	409									10
42	39	465/4	501/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	410									10
42	39	233/2	251/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	411									10
42	39	114	123	0.25		0	0	Chord	3/4	2	1	1/16		1/16	1	412									
42	39	459/4	495/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	413									
42	39	115	124	0.25		1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	414									
42	39	463/4	499/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	415		articStaccatoAbove							
42	39	116	125	0.25		1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	416									
42	39	467/4	503/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	417									
43	40	117	126	0.0		0	0	Spanner	3/4	1	1	0													
43	40	117	126	0.0		0	0	Spanner	3/4	1	1	0												8	
43	40	469/4	505/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	418								8	
43	40	235/2	253/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	419								8	
43	40	473/4	509/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	420								8	
43	40	237/2	255/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	421								8	
43	40	477/4	513/4	0.0		9/16	9/16	Dynamic	3/4	1	1	0					p								
43	40	477/4	513/4	0.0		9/16	9/16	Spanner	3/4	1	1	0													
43	40	477/4	513/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	422									
43	40	239/2	257/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	423									
43	40	117	126	0.25		0	0	Chord	3/4	2	1	1/16		1/16	1	424									
43	40	471/4	507/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	425									
43	40	118	127	0.25		1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	426									
43	40	475/4	511/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	427									
43	40	119	128	0.25		1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	428									
43	40	479/4	515/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	429									
44	41	120	129	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	430			55						
44	41	241/2	259/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	431									
44	41	121	130	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	432									
44	41	243/2	261/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	433									
44	41	122	131	0.75		1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	434		ornamentTrill							
44	41	491/4	527/4	0.125		11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	435									
44	41	983/8	1055/8	0.125		23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	436									
44	41	241/2	259/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	437									
44	41	121	130	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	438									
44	41	243/2	261/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	439									
44	41	122	131	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	440									
44	41	245/2	263/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	441									
45	42	123	132	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	442			56						
45	42	247/2	265/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	443									
45	42	124	133	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	444									
45	42	249/2	267/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	445									
45	42	125	134	0.75		1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	446		ornamentTrill							
45	42	503/4	539/4	0.125		11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	447									
45	42	1007/8	1079/8	0.125		23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	448									
45	42	123	132	2.0		0	0	Chord	3/4	1	2	1/2		1/2	1	449									
45	42	125	134	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	450									
45	42	123	132	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	451									
45	42	247/2	265/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	452									
45	42	124	133	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	453									
45	42	249/2	267/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	454									
45	42	125	134	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	455									
45	42	251/2	269/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	456									
46	43	126	135	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	457			57						
46	43	253/2	271/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	458									
46	43	127	136	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	459									
46	43	255/2	273/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	460									
46	43	128	137	0.75		1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	461		ornamentTrill							
46	43	515/4	551/4	0.125		11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	462									
46	43	1031/8	1103/8	0.125		23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	463									
46	43	126	135	2.0		0	0	Chord	3/4	1	2	1/2		1/2	1	464									
46	43	128	137	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	465									
46	43	126	135	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	466									
46	43	253/2	271/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	467									
46	43	127	136	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	468									
46	43	255/2	273/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	469									
46	43	128	137	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	470									
46	43	257/2	275/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	471									
47	44	129	138	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	472									
47	44	131	140	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	473									
47	44	129	138	0.5		0	0	Chord	3/4	1	2	1/8		1/8	1	474			58						
47	44	259/2	277/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	475									
47	44	130	139	0.5		1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	476									
47	44	261/2	279/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	477									
47	44	131	140	0.75		1/2	1/2	Chord	3/4	1	2	3/16		1/8	3/2	478		ornamentTrill							
47	44	527/4	563/4	0.125		11/16	11/16	Chord	3/4	1	2	1/32		1/32	1	479									
47	44	1055/8	1127/8	0.125		23/32	23/32	Chord	3/4	1	2	1/32		1/32	1	480									
47	44	129	138	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	481									
47	44	259/2	277/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	482									
47	44	130	139	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	483									
47	44	261/2	279/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	484									
47	44	131	140	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	485									
47	44	263/2	281/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	486									
48	45	529/4	565/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	487									
48	45	531/4	567/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	488									
48	45	533/4	569/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	489									
48	45	535/4	571/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	490									
48	45	537/4	573/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	491									
48	45	539/4	575/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	492									
48	45	132	141	0.25		0	0	Chord	3/4	2	1	1/16		1/16	1	493									
48	45	265/2	283/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	494									
48	45	133	142	0.25		1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	495									
48	45	267/2	285/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	496									
48	45	134	143	0.25		1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	497									
48	45	269/2	287/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	498									
49	46	541/4	577/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	499									
49	46	543/4	579/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	500									
49	46	545/4	581/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	501									
49	46	547/4	583/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	502									
49	46	549/4	585/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	503									
49	46	551/4	587/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	504									
49	46	135	144	0.25		0	0	Chord	3/4	2	1	1/16		1/16	1	505									
49	46	271/2	289/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	506									
49	46	136	145	0.25		1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	507									
49	46	273/2	291/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	508									
49	46	137	146	0.25		1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	509									
49	46	275/2	293/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	510									
50	47	138	147	0.0		0	0	Spanner	3/4	1	1	0													11
50	47	553/4	589/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	511									11
50	47	555/4	591/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	512									11
50	47	557/4	593/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	513									11
50	47	559/4	595/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	514									11
50	47	561/4	597/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	515									11
50	47	563/4	599/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	516									11
50	47	138	147	0.25		0	0	Chord	3/4	2	1	1/16		1/16	1	517									
50	47	277/2	295/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	518									
50	47	139	148	0.25		1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	519									
50	47	279/2	297/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	520									
50	47	140	149	0.25		1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	521									
50	47	281/2	299/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	522									
51	48	141	150	0.0		0	0	Spanner	3/4	1	1	0													
51	48	141	150	0.0		0	0	Spanner	3/4	1	1	0												9	
51	48	565/4	601/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	523								9	
51	48	567/4	603/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	524								9	
51	48	569/4	605/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	525								9	
51	48	571/4	607/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	526								9	
51	48	573/4	609/4	0.0		9/16	9/16	Spanner	3/4	1	1	0													
51	48	573/4	609/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	527									
51	48	575/4	611/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	528									
51	48	141	150	0.25		0	0	Chord	3/4	2	1	1/16		1/16	1	529									
51	48	283/2	301/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	530									
51	48	142	151	0.25		1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	531									
51	48	285/2	303/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	532									
51	48	143	152	0.25		1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	533									
51	48	287/2	305/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	534									
52	49	577/4	613/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	535									
52	49	289/2	307/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	536									
52	49	581/4	617/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	537									
52	49	291/2	309/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	538									
52	49	585/4	621/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	539									
52	49	293/2	311/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	540									
52	49	144	153	0.25		0	0	Chord	3/4	2	1	1/16		1/16	1	541									
52	49	579/4	615/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	542									
52	49	145	154	0.25		1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	543									
52	49	583/4	619/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	544									
52	49	146	155	0.25		1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	545									
52	49	587/4	623/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	546									
53	50	589/4	625/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	547									
