mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	0.08333333333333333	0	0	4/4	2	1	1/48			1/32	2/3		-1	41	F2	2	23
1	1	1/12	1/12	0.08333333333333333	1/48	1/48	4/4	2	1	1/48			1/32	2/3		-1	53	F3	3	24
1	1	1/6	1/6	0.08333333333333333	1/24	1/24	4/4	1	1	1/48			1/32	2/3		-1	53	F3	3	0
1	1	1/4	1/4	0.08333333333333333	1/16	1/16	4/4	1	1	1/48			1/32	2/3		-1	65	F4	4	1
1	1	1/3	1/3	0.08333333333333333	1/12	1/12	4/4	2	1	1/48			1/32	2/3		-1	65	F4	4	25
1	1	5/12	5/12	0.08333333333333333	5/48	5/48	4/4	2	1	1/48			1/32	2/3		-1	77	F5	5	26
1	1	1/2	1/2	0.08333333333333333	1/8	1/8	4/4	1	1	1/48			1/32	2/3		-1	77	F5	5	2
1	1	1/2	1/2	0.25	1/8	1/8	4/4	1	2	1/16			1/16	1	1	-1	77	F5	5	22
1	1	7/12	7/12	0.08333333333333333	7/48	7/48	4/4	1	1	1/48			1/32	2/3	1	-1	89	F6	6	3
1	1	2/3	2/3	0.08333333333333333	1/6	1/6	4/4	2	1	1/48			1/32	2/3	1	-1	29	F1	1	27
1	1	2/3	2/3	0.08333333333333333	1/6	1/6	4/4	2	1	1/48			1/32	2/3	1	-1	41	F2	2	27
1	1	2/3	2/3	0.08333333333333333	1/6	1/6	4/4	1	1	1/48			1/32	2/3	0	-1	89	F6	6	4
1	1	3/4	3/4	0.375	3/16	3/16	4/4	2	1	3/32			1/16	3/2	-1	-1	29	F1	1	28
1	1	3/4	3/4	0.375	3/16	3/16	4/4	2	1	3/32			1/16	3/2	-1	-1	41	F2	2	28
1	1	3/4	3/4	0.375	3/16	3/16	4/4	1	1	3/32			1/16	3/2	-1	-1	77	F5	5	5
1	1	3/4	3/4	0.375	3/16	3/16	4/4	1	1	3/32			1/16	3/2	-1	-1	89	F6	6	5
