mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0.5	0	0	3/4	2	2	1/8		1/8	1		-4	32	Ab1	1	7
1	1	0	0.5	0	0	3/4	2	2	1/8		1/8	1		-4	44	Ab2	2	7
1	1	0	2.0	0	0	3/4	1	1	1/2		1/2	1		-3	51	Eb3	3	0
1	1	0	2.0	0	0	3/4	1	1	1/2		1/2	1		-4	56	Ab3	3	0
1	1	0	2.0	0	0	3/4	1	1	1/2		1/2	1		0	60	C4	4	0
1	1	1/2	0.5	1/8	1/8	3/4	2	2	1/8		1/8	1		-4	32	Ab1	1	8
1	1	1/2	0.5	1/8	1/8	3/4	2	2	1/8		1/8	1		-4	44	Ab2	2	8
1	1	1	0.5	1/4	1/4	3/4	2	2	1/8		1/8	1		-4	32	Ab1	1	9
1	1	1	0.5	1/4	1/4	3/4	2	2	1/8		1/8	1		-4	44	Ab2	2	9
1	1	3/2	0.5	3/8	3/8	3/4	2	2	1/8		1/8	1		-4	32	Ab1	1	10
1	1	3/2	0.5	3/8	3/8	3/4	2	2	1/8		1/8	1		-4	44	Ab2	2	10
1	1	2	0.5	1/2	1/2	3/4	2	2	1/8		1/8	1		-4	32	Ab1	1	11
1	1	2	0.5	1/2	1/2	3/4	2	2	1/8		1/8	1		-4	44	Ab2	2	11
1	1	2	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		-5	49	Db3	3	6
1	1	2	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		1	55	G3	3	6
1	1	2	0.25	1/2	1/2	3/4	1	1	1/16		1/16	1		0	60	C4	4	1
1	1	9/4	0.25	9/16	9/16	3/4	1	1	1/16		1/16	1		-2	58	Bb3	3	2
1	1	5/2	0.5	5/8	5/8	3/4	2	2	1/8		1/8	1		-4	32	Ab1	1	12
1	1	5/2	0.5	5/8	5/8	3/4	2	2	1/8		1/8	1		-4	44	Ab2	2	12
1	1	5/2	0.25	5/8	5/8	3/4	1	1	1/16		1/16	1		-4	56	Ab3	3	3
1	1	11/4	0.125	11/16	11/16	3/4	1	1	1/32		1/32	1		0	60	C4	4	4
1	1	23/8	0.125	23/32	23/32	3/4	1	1	1/32		1/32	1		-2	58	Bb3	3	5
2	2	3	0.5	0	0	3/4	2	1	1/8		1/8	1		-4	32	Ab1	1	17
2	2	3	0.5	0	0	3/4	2	1	1/8		1/8	1		-4	44	Ab2	2	17
2	2	3	1.5	0	0	3/4	1	1	3/8		1/4	3/2		0	48	C3	3	13
2	2	3	1.5	0	0	3/4	1	1	3/8		1/4	3/2		-3	51	Eb3	3	13
2	2	3	1.5	0	0	3/4	1	1	3/8		1/4	3/2		-4	56	Ab3	3	13
2	2	7/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-4	32	Ab1	1	18
2	2	7/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-4	44	Ab2	2	18
2	2	4	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-4	32	Ab1	1	19
2	2	4	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-4	44	Ab2	2	19
2	2	9/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-4	32	Ab1	1	20
2	2	9/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-4	44	Ab2	2	20
2	2	9/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		0	48	C3	3	14
2	2	9/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		-3	51	Eb3	3	14
2	2	9/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		-4	56	Ab3	3	14
2	2	5	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-4	32	Ab1	1	21
2	2	5	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-4	44	Ab2	2	21
2	2	5	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		-5	49	Db3	3	15
2	2	5	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		1	55	G3	3	15
2	2	5	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		-2	58	Bb3	3	15
2	2	11/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-4	32	Ab1	1	22
2	2	11/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		-4	44	Ab2	2	22
2	2	11/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-3	51	Eb3	3	16
2	2	11/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-6	54	Gb3	3	16
2	2	11/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		0	60	C4	4	16
3	3	6	0.5	0	0	3/4	2	2	1/8		1/8	1		-4	32	Ab1	1	44
3	3	6	0.5	0	0	3/4	2	2	1/8		1/8	1		-4	44	Ab2	2	44
3	3	6	1.0	0	0	3/4	1	2	1/4		1/4	1		-1	53	F3	3	31
3	3	6	1.0	0	0	3/4	1	2	1/4		1/4	1		-4	56	Ab3	3	31
3	3	6	1.0	0	0	3/4	1	2	1/4		1/4	1		-5	61	Db4	4	31
3	3	13/2	0.5	1/8	1/8	3/4	2	2	1/8		1/8	1		-4	32	Ab1	1	45
3	3	13/2	0.5	1/8	1/8	3/4	2	2	1/8		1/8	1		-4	44	Ab2	2	45
3	3	7	0.5	1/4	1/4	3/4	2	2	1/8		1/8	1		-4	44	Ab2	2	46
3	3	7	0.25	1/4	1/4	3/4	2	1	1/16		1/16	1		-1	53	F3	3	36
3	3	7	0.5	1/4	1/4	3/4	1	2	1/8		1/8	1		-4	56	Ab3	3	32
3	3	7	0.25	1/4	1/4	3/4	1	1	1/16		1/16	1		-5	61	Db4	4	23
3	3	29/4	0.25	5/16	5/16	3/4	2	1	1/16		1/16	1		4	52	E3	3	37
3	3	29/4	0.25	5/16	5/16	3/4	1	1	1/16		1/16	1		0	60	C4	4	24
3	3	15/2	0.5	3/8	3/8	3/4	2	2	1/8		1/8	1		-4	44	Ab2	2	47
3	3	15/2	0.25	3/8	3/8	3/4	2	1	1/16		1/16	1		-1	53	F3	3	38
3	3	15/2	0.5	3/8	3/8	3/4	1	2	1/8		1/8	1		-4	56	Ab3	3	33
3	3	15/2	0.25	3/8	3/8	3/4	1	1	1/16		1/16	1		-5	61	Db4	4	25
3	3	31/4	0.25	7/16	7/16	3/4	2	1	1/16		1/16	1		0	48	C3	3	39
3	3	31/4	0.25	7/16	7/16	3/4	1	1	1/16		1/16	1		-3	63	Eb4	4	26
3	3	8	0.5	1/2	1/2	3/4	2	2	1/8		1/8	1		-4	44	Ab2	2	48
3	3	8	0.25	1/2	1/2	3/4	2	1	1/16		1/16	1		-5	49	Db3	3	40
3	3	8	0.5	1/2	1/2	3/4	1	2	1/8		1/8	1		-4	56	Ab3	3	34
3	3	8	0.25	1/2	1/2	3/4	1	1	1/16		1/16	1		-1	65	F4	4	27
3	3	33/4	0.25	9/16	9/16	3/4	2	1	1/16		1/16	1		-3	51	Eb3	3	41
3	3	33/4	0.25	9/16	9/16	3/4	1	1	1/16		1/16	1		1	67	G4	4	28
3	3	17/2	0.5	5/8	5/8	3/4	2	2	1/8		1/8	1		-4	44	Ab2	2	49
3	3	17/2	0.25	5/8	5/8	3/4	2	1	1/16		1/16	1		-1	53	F3	3	42
3	3	17/2	0.5	5/8	5/8	3/4	1	2	1/8		1/8	1		-4	56	Ab3	3	35
3	3	17/2	0.25	5/8	5/8	3/4	1	1	1/16		1/16	1		-4	68	Ab4	4	29
3	3	35/4	0.25	11/16	11/16	3/4	2	1	1/16		1/16	1		-5	49	Db3	3	43
3	3	35/4	0.25	11/16	11/16	3/4	1	1	1/16		1/16	1		-1	65	F4	4	30
4	4	9	0.5	0	0	3/4	2	2	1/8		1/8	1		-4	44	Ab2	2	61
4	4	9	1.0	0	0	3/4	2	1	1/4		1/4	1		5	47	B2	2	59
4	4	9	1.0	0	0	3/4	1	2	1/4		1/4	1		-4	56	Ab3	3	57
4	4	9	0.75	0	0	3/4	1	1	3/16		1/8	3/2		2	62	D4	4	50
4	4	19/2	0.5	1/8	1/8	3/4	2	2	1/8		1/8	1		-4	44	Ab2	2	62
4	4	39/4	0.125	3/16	3/16	3/4	1	1	1/32		1/32	1		-1	65	F4	4	51
4	4	79/8	0.125	7/32	7/32	3/4	1	1	1/32		1/32	1		-3	63	Eb4	4	52
4	4	10	0.5	1/4	1/4	3/4	2	2	1/8		1/8	1		-4	44	Ab2	2	63
4	4	10	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		0	48	C3	3	60
4	4	10	0.5	1/4	1/4	3/4	1	2	1/8		1/8	1		-4	56	Ab3	3	58
4	4	10	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		-3	63	Eb4	4	53
4	4	21/2	0.5	3/8	3/8	3/4	2	2	1/8		1/8	1		0	48	C3	3	64
4	4	21/2	0.5	3/8	3/8	3/4	2	2	1/8		1/8	1		-3	51	Eb3	3	64
4	4	21/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		-4	56	Ab3	3	54
4	4	21/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		-3	63	Eb4	4	54
4	4	11	0.5	1/2	1/2	3/4	2	2	1/8		1/8	1		-2	46	Bb2	2	65
4	4	11	0.5	1/2	1/2	3/4	2	2	1/8		1/8	1		-5	49	Db3	3	65
4	4	11	0.5	1/2	1/2	3/4	2	2	1/8		1/8	1		-3	51	Eb3	3	65
4	4	11	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		1	55	G3	3	55
4	4	11	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		-2	58	Bb3	3	55
4	4	11	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		-3	63	Eb4	4	55
4	4	23/2	0.5	5/8	5/8	3/4	2	2	1/8		1/8	1		-4	44	Ab2	2	66
4	4	23/2	0.5	5/8	5/8	3/4	2	2	1/8		1/8	1		0	48	C3	3	66
4	4	23/2	0.5	5/8	5/8	3/4	2	2	1/8		1/8	1		-3	51	Eb3	3	66
4	4	23/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-4	56	Ab3	3	56
4	4	23/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		0	60	C4	4	56
4	4	23/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-3	63	Eb4	4	56
5	5	12	0.5	0	0	3/4	2	2	1/8		1/8	1		1	43	G2	2	79
5	5	12	0.5	0	0	3/4	2	1	1/8		1/8	1		-2	46	Bb2	2	73
5	5	12	0.5	0	0	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	73
5	5	12	1.5	0	0	3/4	1	1	3/8		1/4	3/2		-5	61	Db4	4	67
5	5	12	1.5	0	0	3/4	1	1	3/8		1/4	3/2		-5	73	Db5	5	67
5	5	25/2	0.5	1/8	1/8	3/4	2	2	1/8		1/8	1		1	43	G2	2	80
5	5	25/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-2	46	Bb2	2	74
5	5	25/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	74
5	5	13	0.5	1/4	1/4	3/4	2	2	1/8		1/8	1		1	43	G2	2	81
5	5	13	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-2	46	Bb2	2	75
5	5	13	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	75
5	5	27/2	0.5	3/8	3/8	3/4	2	2	1/8		1/8	1		1	43	G2	2	82
5	5	27/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-2	46	Bb2	2	76
5	5	27/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	76
5	5	27/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		-5	61	Db4	4	68
5	5	27/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		-5	73	Db5	5	68
5	5	14	0.5	1/2	1/2	3/4	2	2	1/8		1/8	1		-4	44	Ab2	2	83
5	5	14	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		0	48	C3	3	77
5	5	14	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-3	51	Eb3	3	77
5	5	14	0.25	1/2	1/2	3/4	1	1	1/16		1/16	1		-5	61	Db4	4	69
