mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
1	0	0	1/4	2/4	1	1	1/16	1/16	1		-3	75	0
1	0	1/16	5/16	2/4	1	1	1/16	1/16	1		0	72	1
1	0	1/8	3/8	2/4	1	1	1/16	1/16	1		-1	77	2
1	0	3/16	7/16	2/4	1	1	1/16	1/16	1		3	69	3
2	1	0	0	2/4	1	1	1/16	1/16	1		-5	73	4
2	1	1/16	1/16	2/4	1	1	1/16	1/16	1		-2	70	5
2	1	1/8	1/8	2/4	1	1	1/16	1/16	1		-3	75	6
2	1	3/16	3/16	2/4	1	1	1/16	1/16	1		1	67	7
2	1	1/4	1/4	2/4	1	1	1/16	1/16	1		0	72	8
2	1	5/16	5/16	2/4	1	1	1/16	1/16	1		-4	68	9
2	1	3/8	3/8	2/4	1	1	1/16	1/16	1		-5	73	10
2	1	7/16	7/16	2/4	1	1	1/16	1/16	1		-1	65	11
3	2	0	0	2/4	1	1	1/16	1/16	1		-2	70	12
3	2	1/16	1/16	2/4	1	1	1/16	1/16	1		1	67	13
3	2	1/8	1/8	2/4	1	1	1/16	1/16	1		0	72	14
3	2	3/16	3/16	2/4	1	1	1/16	1/16	1		4	64	15
3	2	1/4	1/4	2/4	1	1	1/16	1/16	1		-4	68	16
3	2	5/16	5/16	2/4	1	1	1/16	1/16	1		-1	65	17
3	2	3/8	3/8	2/4	1	1	1/16	1/16	1		-2	70	18
3	2	7/16	7/16	2/4	1	1	1/16	1/16	1		2	62	19
4	3	0	0	2/4	2	2	1/2	1/2	1	1	-3	51	30
4	3	0	0	2/4	1	1	1/16	1/16	1		1	67	20
4	3	1/16	1/16	2/4	1	1	1/16	1/16	1		-3	63	21
4	3	1/8	1/8	2/4	1	1	1/16	1/16	1		2	62	22
4	3	3/16	3/16	2/4	1	1	1/16	1/16	1		-3	63	23
4	3	1/4	1/4	2/4	2	1	1/8	1/8	1		-5	61	28
4	3	1/4	1/4	2/4	1	1	1/16	1/16	1		1	67	24
4	3	5/16	5/16	2/4	1	1	1/16	1/16	1		-3	63	25
4	3	3/8	3/8	2/4	2	1	1/8	1/8	1		0	60	29
4	3	3/8	3/8	2/4	1	1	1/16	1/16	1		-4	68	26
4	3	7/16	7/16	2/4	1	1	1/16	1/16	1		-3	63	27
5	4	0	0	2/4	2	2	1/2	1/2	1	-1	-3	51	43
5	4	0	0	2/4	2	1	1/8	1/8	1		-2	58	39
5	4	0	0	2/4	1	1	1/16	1/16	1		-2	70	31
5	4	1/16	1/16	2/4	1	1	1/16	1/16	1		-3	63	32
5	4	1/8	1/8	2/4	2	1	1/8	1/8	1		-4	56	40
5	4	1/8	1/8	2/4	1	1	1/16	1/16	1		0	72	33
5	4	3/16	3/16	2/4	1	1	1/16	1/16	1		-3	63	34
5	4	1/4	1/4	2/4	2	1	1/8	1/8	1		1	55	41
5	4	1/4	1/4	2/4	1	1	1/16	1/16	1		-5	73	35
5	4	5/16	5/16	2/4	1	1	1/16	1/16	1		-3	63	36
5	4	3/8	3/8	2/4	2	1	1/8	1/8	1		-1	53	42
5	4	3/8	3/8	2/4	1	1	1/16	1/16	1		2	74	37
5	4	7/16	7/16	2/4	1	1	1/16	1/16	1		-3	63	38
6	5	0	0	2/4	2	1	1/8	1/8	1		-3	51	52
6	5	0	0	2/4	1	1	1/16	1/16	1		-3	75	44
6	5	1/16	1/16	2/4	1	1	1/16	1/16	1		-3	63	45
6	5	1/8	1/8	2/4	2	1	1/8	1/8	1		-5	49	53
6	5	1/8	1/8	2/4	1	1	1/16	1/16	1		1	67	46
