mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	4.0		0	0	4/4	2	2	1		1	1	1	7	37	C#2	2	3
1	1	0	4.0		0	0	4/4	2	2	1		1	1	1	4	40	E2	2	3
1	1	0	4.0		0	0	4/4	2	2	1		1	1	1	3	45	A2	2	3
1	1	0	2.0		0	0	4/4	2	1	1/2		1/2	1		7	49	C#3	3	2
1	1	0	2.0		0	0	4/4	2	1	1/2		1/2	1		4	52	E3	3	2
1	1	0	2.0		0	0	4/4	2	1	1/2		1/2	1		3	57	A3	3	2
1	1	2	1.0		1/2	1/2	4/4	1	1	1/4		1/4	1		7	61	C#4	4	0
1	1	3	1.0		3/4	3/4	4/4	1	1	1/4		1/4	1		4	64	E4	4	1
2	2	4	3.0		0	0	4/4	2	1	3/4		1/2	3/2	-1	7	37	C#2	2	7
2	2	4	3.0		0	0	4/4	2	1	3/4		1/2	3/2	-1	4	40	E2	2	7
2	2	4	3.0		0	0	4/4	2	1	3/4		1/2	3/2	-1	3	45	A2	2	7
2	2	4	3.0		0	0	4/4	1	1	3/4		1/2	3/2		3	69	A4	4	4
2	2	7	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		7	49	C#3	3	8
2	2	7	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		3	57	A3	3	8
2	2	7	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		3	69	A4	4	5
2	2	15/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		1	67	G4	4	6
3	3	8	1.0		0	0	4/4	2	1	1/4		1/4	1		2	50	D3	3	17
3	3	8	1.0		0	0	4/4	2	1	1/4		1/4	1		3	57	A3	3	17
3	3	8	0.5		0	0	4/4	1	1	1/8		1/8	1		1	67	G4	4	9
3	3	17/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		-1	65	F4	4	10
3	3	9	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		4	52	E3	3	18
3	3	9	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		3	57	A3	3	18
3	3	9	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		-1	65	F4	4	11
