mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
16	15	89/2	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		3	81	A5	5	84
16	15	89/2	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		0	84	C6	6	84
16	15	91/2	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		2	38	D2	2	88
16	15	91/2	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		2	50	D3	3	88
16	15	91/2	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		0	72	C5	5	85
16	15	91/2	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		6	78	F#5	5	85
16	15	91/2	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		3	81	A5	5	85
17	15	93/2	1.0		0	0	3/4	2	1	1/4	1/4	1		1	31	G1	1	90
17	15	93/2	1.0		0	0	3/4	2	1	1/4	1/4	1		1	43	G2	2	90
17	15	93/2	1.0		0	0	3/4	1	1	1/4	1/4	1		5	71	B4	4	89
17	15	93/2	1.0		0	0	3/4	1	1	1/4	1/4	1		2	74	D5	5	89
17	15	93/2	1.0		0	0	3/4	1	1	1/4	1/4	1		1	79	G5	5	89
18	15	48	0.5		0	3/8	3/4	1	2	1/8	1/8	1		1	67	G4	4	91
18	15	97/2	0.5		1/8	1/2	3/4	1	2	1/8	1/8	1		6	66	F#4	4	92
18	15	49	0.5		1/4	5/8	3/4	1	2	1/8	1/8	1		1	67	G4	4	93
19	16	99/2	1.0		0	0	3/4	1	2	1/4	1/4	1		-4	68	Ab4	4	97
19	16	101/2	1.0		1/4	1/4	3/4	1	2	1/4	1/4	1		1	67	G4	4	98
19	16	51	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		5	71	B4	4	94
19	16	103/2	1.0		1/2	1/2	3/4	1	2	1/4	1/4	1		-1	65	F4	4	99
19	16	103/2	0.5		1/2	1/2	3/4	1	1	1/8	1/8	1		3	69	A4	4	95
19	16	52	0.5		5/8	5/8	3/4	1	1	1/8	1/8	1		5	71	B4	4	96
20	17	105/2	1.0		0	0	3/4	1	2	1/4	1/4	1		-3	63	Eb4	4	104
20	17	105/2	1.0		0	0	3/4	1	1	1/4	1/4	1		0	72	C5	5	100
20	17	107/2	1.0		1/4	1/4	3/4	1	2	1/4	1/4	1		2	62	D4	4	105
20	17	54	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		0	72	C5	5	101
20	17	109/2	1.0		1/2	1/2	3/4	1	2	1/4	1/4	1		0	60	C4	4	106
20	17	109/2	0.5		1/2	1/2	3/4	1	1	1/8	1/8	1		5	71	B4	4	102
20	17	55	0.5		5/8	5/8	3/4	1	1	1/8	1/8	1		0	72	C5	5	103
21	18	111/2	1.0		0	0	3/4	1	2	1/4	1/4	1		-6	66	Gb4	4	111
21	18	111/2	1.0		0	0	3/4	1	1	1/4	1/4	1		3	69	A4	4	107
21	18	113/2	1.0		1/4	1/4	3/4	1	2	1/4	1/4	1		-1	65	F4	4	112
21	18	57	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		3	69	A4	4	108
21	18	115/2	1.0		1/2	1/2	3/4	1	2	1/4	1/4	1		-3	63	Eb4	4	113
21	18	115/2	0.5		1/2	1/2	3/4	1	1	1/8	1/8	1		1	67	G4	4	109
21	18	58	0.5		5/8	5/8	3/4	1	1	1/8	1/8	1		3	69	A4	4	110
22	19	117/2	1.0		0	0	3/4	2	1	1/4	1/4	1		-5	61	Db4	4	118
22	19	117/2	1.0		0	0	3/4	1	1	1/4	1/4	1		-2	70	Bb4	4	114
22	19	119/2	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		0	60	C4	4	119
22	19	60	0.5		3/8	3/8	3/4	1	1	1/8	1/8	1		-2	70	Bb4	4	115
22	19	121/2	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		-2	58	Bb3	3	120
22	19	121/2	0.5		1/2	1/2	3/4	1	1	1/8	1/8	1		3	69	A4	4	116
22	19	61	0.5		5/8	5/8	3/4	1	1	1/8	1/8	1		-2	70	Bb4	4	117
23	20	123/2	1.0		0	0	3/4	2	1	1/4	1/4	1		3	57	A3	3	124
23	20	123/2	1.0		0	0	3/4	1	1	1/4	1/4	1		-6	78	Gb5	5	121
23	20	125/2	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		-1	77	F5	5	122
23	20	63	0.5		3/8	3/8	3/4	2	1	1/8	1/8	1		3	57	A3	3	125
23	20	127/2	0.5		1/2	1/2	3/4	2	1	1/8	1/8	1		1	55	G3	3	126
23	20	127/2	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		-3	75	Eb5	5	123
23	20	64	0.5		5/8	5/8	3/4	2	1	1/8	1/8	1		3	57	A3	3	127
24	21	129/2	1.0		0	0	3/4	2	1	1/4	1/4	1		-2	58	Bb3	3	131
24	21	129/2	1.0		0	0	3/4	1	1	1/4	1/4	1		-5	73	Db5	5	128
24	21	131/2	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		0	72	C5	5	129
24	21	66	0.5		3/8	3/8	3/4	2	1	1/8	1/8	1		-5	61	Db4	4	132
24	21	133/2	0.5		1/2	1/2	3/4	2	1	1/8	1/8	1		0	60	C4	4	133
24	21	133/2	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		-2	70	Bb4	4	130
24	21	67	0.5		5/8	5/8	3/4	2	1	1/8	1/8	1		-5	61	Db4	4	134
25	22	135/2	1.0		0	0	3/4	2	1	1/4	1/4	1		1	55	G3	3	138
25	22	135/2	1.0		0	0	3/4	1	1	1/4	1/4	1		-1	77	F5	5	135
25	22	135/2	1.0		0	0	3/4	1	1	1/4	1/4	1		-1	89	F6	6	135
25	22	137/2	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		-3	75	Eb5	5	136
25	22	137/2	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		-3	87	Eb6	6	136
25	22	69	0.5		3/8	3/8	3/4	2	1	1/8	1/8	1		1	55	G3	3	139
25	22	139/2	0.5		1/2	1/2	3/4	2	1	1/8	1/8	1		-1	53	F3	3	140
25	22	139/2	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		-5	73	Db5	5	137
25	22	139/2	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		-5	85	Db6	6	137
25	22	70	0.5		5/8	5/8	3/4	2	1	1/8	1/8	1		1	55	G3	3	141
26	23	141/2	1.0		0	0	3/4	2	1	1/4	1/4	1		-4	56	Ab3	3	145
26	23	141/2	1.0		0	0	3/4	1	1	1/4	1/4	1		0	72	C5	5	142
26	23	141/2	1.0		0	0	3/4	1	1	1/4	1/4	1		0	84	C6	6	142
26	23	143/2	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		-2	70	Bb4	4	143
26	23	143/2	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		-2	82	Bb5	5	143
26	23	72	0.5		3/8	3/8	3/4	2	1	1/8	1/8	1		0	60	C4	4	146
26	23	145/2	0.5		1/2	1/2	3/4	2	1	1/8	1/8	1		5	59	B3	3	147
26	23	145/2	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		-4	68	Ab4	4	144
26	23	145/2	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		-4	80	Ab5	5	144
26	23	73	0.5		5/8	5/8	3/4	2	1	1/8	1/8	1		0	60	C4	4	148
27	24	147/2	1.0		0	0	3/4	2	1	1/4	1/4	1		6	54	F#3	3	152
27	24	147/2	1.0		0	0	3/4	1	1	1/4	1/4	1		-3	75	Eb5	5	149
27	24	147/2	1.0		0	0	3/4	1	1	1/4	1/4	1		-3	87	Eb6	6	149
27	24	149/2	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		2	74	D5	5	150
27	24	149/2	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		2	86	D6	6	150
27	24	75	0.5		3/8	3/8	3/4	2	1	1/8	1/8	1		6	54	F#3	3	153
27	24	151/2	0.5		1/2	1/2	3/4	2	1	1/8	1/8	1		4	52	E3	3	154
27	24	151/2	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		0	72	C5	5	151
27	24	151/2	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		0	84	C6	6	151
27	24	76	0.5		5/8	5/8	3/4	2	1	1/8	1/8	1		6	54	F#3	3	155
28	25	153/2	1.0		0	0	3/4	2	1	1/4	1/4	1		1	55	G3	3	159
28	25	153/2	1.0		0	0	3/4	1	1	1/4	1/4	1		5	71	B4	4	156
28	25	153/2	1.0		0	0	3/4	1	1	1/4	1/4	1		5	83	B5	5	156
28	25	155/2	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		3	69	A4	4	157
28	25	155/2	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		3	81	A5	5	157
28	25	78	0.5		3/8	3/8	3/4	2	1	1/8	1/8	1		1	55	G3	3	160
28	25	157/2	0.5		1/2	1/2	3/4	2	1	1/8	1/8	1		6	54	F#3	3	161
28	25	157/2	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		1	67	G4	4	158
28	25	157/2	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		1	79	G5	5	158
28	25	79	0.5		5/8	5/8	3/4	2	1	1/8	1/8	1		1	55	G3	3	162
29	26	159/2	1.0		0	0	3/4	2	1	1/4	1/4	1		-3	51	Eb3	3	166
29	26	159/2	1.0		0	0	3/4	1	1	1/4	1/4	1		-3	63	Eb4	4	163
29	26	159/2	1.0		0	0	3/4	1	1	1/4	1/4	1		-3	75	Eb5	5	163
29	26	161/2	1.0		1/4	1/4	3/4	2	1	1/4	1/4	1		2	50	D3	3	167
29	26	161/2	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		2	62	D4	4	164
29	26	161/2	1.0		1/4	1/4	3/4	1	1	1/4	1/4	1		2	74	D5	5	164
29	26	163/2	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		0	48	C3	3	168
29	26	163/2	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		0	60	C4	4	165
29	26	163/2	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		0	72	C5	5	165
30	27	165/2	1.0		0	0	3/4	2	2	1/4	1/4	1		1	43	G2	2	173
30	27	165/2	1.0		0	0	3/4	1	1	1/4	1/4	1		1	55	G3	3	169
30	27	165/2	1.0		0	0	3/4	1	1	1/4	1/4	1		1	67	G4	4	169
30	27	84	0.5		3/8	3/8	3/4	2	2	1/8	1/8	1		1	43	G2	2	174
30	27	84	0.5		3/8	3/8	3/4	2	1	1/8	1/8	1		1	55	G3	3	170
30	27	169/2	0.5		1/2	1/2	3/4	2	2	1/8	1/8	1		6	42	F#2	2	175
30	27	169/2	0.5		1/2	1/2	3/4	2	1	1/8	1/8	1		6	54	F#3	3	171
30	27	85	0.5		5/8	5/8	3/4	2	2	1/8	1/8	1		1	43	G2	2	176
30	27	85	0.5		5/8	5/8	3/4	2	1	1/8	1/8	1		1	55	G3	3	172
31	28	171/2	1.0		0	0	3/4	2	2	1/4	1/4	1		-4	44	Ab2	2	181
31	28	171/2	1.0		0	0	3/4	2	1	1/4	1/4	1		-4	56	Ab3	3	178
31	28	173/2	0.5		1/4	1/4	3/4	2	2	1/8	1/8	1		1	43	G2	2	182
31	28	173/2	0.5		1/4	1/4	3/4	2	1	1/8	1/8	1		1	55	G3	3	179
31	28	175/2	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		1	55	G3	3	180
31	28	175/2	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		5	59	B3	3	180
31	28	175/2	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		2	62	D4	4	180
31	28	175/2	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		5	71	B4	4	177
31	28	175/2	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		2	74	D5	5	177
31	28	175/2	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		1	79	G5	5	177
32	29	177/2	1.0		0	0	3/4	2	1	1/4	1/4	1		1	55	G3	3	185
32	29	177/2	1.0		0	0	3/4	2	1	1/4	1/4	1		0	60	C4	4	185
32	29	177/2	1.0		0	0	3/4	2	1	1/4	1/4	1		-3	63	Eb4	4	185
32	29	177/2	1.0		0	0	3/4	1	1	1/4	1/4	1		3	69	A4	4	183
32	29	177/2	1.0		0	0	3/4	1	1	1/4	1/4	1		0	72	C5	5	183
32	29	177/2	1.0		0	0	3/4	1	1	1/4	1/4	1		-3	75	Eb5	5	183
32	29	177/2	1.0		0	0	3/4	1	1	1/4	1/4	1		6	78	F#5	5	183
32	29	179/2	0.5		1/4	1/4	3/4	2	1	1/8	1/8	1		1	55	G3	3	186
32	29	179/2	0.5		1/4	1/4	3/4	2	1	1/8	1/8	1		5	59	B3	3	186
32	29	179/2	0.5		1/4	1/4	3/4	2	1	1/8	1/8	1		2	62	D4	4	186
32	29	179/2	0.5		1/4	1/4	3/4	1	1	1/8	1/8	1		5	71	B4	4	184
32	29	179/2	0.5		1/4	1/4	3/4	1	1	1/8	1/8	1		2	74	D5	5	184
32	29	179/2	0.5		1/4	1/4	3/4	1	1	1/8	1/8	1		1	79	G5	5	184
32	29	90	0.5		3/8	3/8	3/4	2	1	1/8	1/8	1		1	43	G2	2	187
32	29	90	0.5		3/8	3/8	3/4	2	2	1/8	1/8	1		1	55	G3	3	190
32	29	181/2	0.5		1/2	1/2	3/4	2	1	1/8	1/8	1		6	42	F#2	2	188
32	29	181/2	0.5		1/2	1/2	3/4	2	2	1/8	1/8	1		6	54	F#3	3	191
32	29	91	0.5		5/8	5/8	3/4	2	1	1/8	1/8	1		1	43	G2	2	189
32	29	91	0.5		5/8	5/8	3/4	2	2	1/8	1/8	1		1	55	G3	3	192
33	30	183/2	1.0		0	0	3/4	2	2	1/4	1/4	1		-4	44	Ab2	2	197
33	30	183/2	1.0		0	0	3/4	2	1	1/4	1/4	1		-4	56	Ab3	3	194
33	30	185/2	0.5		1/4	1/4	3/4	2	2	1/8	1/8	1		1	43	G2	2	198
33	30	185/2	0.5		1/4	1/4	3/4	2	1	1/8	1/8	1		1	55	G3	3	195
33	30	187/2	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		1	55	G3	3	196
33	30	187/2	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		5	59	B3	3	196
33	30	187/2	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		2	62	D4	4	196
33	30	187/2	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		5	71	B4	4	193
33	30	187/2	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		2	74	D5	5	193
33	30	187/2	1.0		1/2	1/2	3/4	1	1	1/4	1/4	1		1	79	G5	5	193
34	31	189/2	1.0		0	0	3/4	2	1	1/4	1/4	1		1	55	G3	3	201
34	31	189/2	1.0		0	0	3/4	2	1	1/4	1/4	1		0	60	C4	4	201
34	31	189/2	1.0		0	0	3/4	2	1	1/4	1/4	1		-3	63	Eb4	4	201
34	31	189/2	1.0		0	0	3/4	1	1	1/4	1/4	1		0	72	C5	5	199
34	31	189/2	1.0		0	0	3/4	1	1	1/4	1/4	1		-3	75	Eb5	5	199
34	31	189/2	1.0		0	0	3/4	1	1	1/4	1/4	1		6	78	F#5	5	199
34	31	189/2	1.0		0	0	3/4	1	1	1/4	1/4	1		3	81	A5	5	199
34	31	191/2	0.5		1/4	1/4	3/4	2	1	1/8	1/8	1		1	55	G3	3	202
34	31	191/2	0.5		1/4	1/4	3/4	2	1	1/8	1/8	1		5	59	B3	3	202
34	31	191/2	0.5		1/4	1/4	3/4	2	1	1/8	1/8	1		2	62	D4	4	202
34	31	191/2	0.5		1/4	1/4	3/4	1	1	1/8	1/8	1		5	71	B4	4	200
34	31	191/2	0.5		1/4	1/4	3/4	1	1	1/8	1/8	1		2	74	D5	5	200
34	31	191/2	0.5		1/4	1/4	3/4	1	1	1/8	1/8	1		1	79	G5	5	200
34	31	96	0.5		3/8	3/8	3/4	2	1	1/8	1/8	1		1	43	G2	2	203
34	31	96	0.5		3/8	3/8	3/4	2	2	1/8	1/8	1		1	55	G3	3	206
34	31	193/2	0.5		1/2	1/2	3/4	2	1	1/8	1/8	1		6	42	F#2	2	204
34	31	193/2	0.5		1/2	1/2	3/4	2	2	1/8	1/8	1		6	54	F#3	3	207
34	31	97	0.5		5/8	5/8	3/4	2	1	1/8	1/8	1		1	43	G2	2	205
34	31	97	0.5		5/8	5/8	3/4	2	2	1/8	1/8	1		1	55	G3	3	208
35	32	195/2	1.0		0	0	3/4	2	2	1/4	1/4	1		-4	44	Ab2	2	213
35	32	195/2	1.0		0	0	3/4	2	1	1/4	1/4	1		-4	56	Ab3	3	210
35	32	197/2	0.5		1/4	1/4	3/4	2	2	1/8	1/8	1		1	43	G2	2	214
35	32	197/2	0.5		1/4	1/4	3/4	2	1	1/8	1/8	1		1	55	G3	3	211
35	32	199/2	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		1	55	G3	3	212
35	32	199/2	1.0		1/2	1/2	3/4	2	1	1/4	1/4	1		5	59	B3	3	212
