mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	0.25		0	0	4/4	2	1	1/16		1/16	1		3	45	A2	2	9
1	1	1/4	1/4	0.25		1/16	1/16	4/4	2	1	1/16		1/16	1		7	49	C#3	3	10
1	1	1/2	1/2	0.25		1/8	1/8	4/4	2	1	1/16		1/16	1		4	52	E3	3	11
1	1	3/4	3/4	0.25		3/16	3/16	4/4	2	1	1/16		1/16	1		3	57	A3	3	12
1	1	1	1	0.16666666666666666		1/4	1/4	4/4	1	1	1/24		1/16	2/3		7	61	C#4	4	0
1	1	7/6	7/6	0.16666666666666666		7/24	7/24	4/4	1	1	1/24		1/16	2/3		4	64	E4	4	1
1	1	4/3	4/3	0.16666666666666666		1/3	1/3	4/4	1	1	1/24		1/16	2/3		3	69	A4	4	2
1	1	3/2	3/2	0.125		3/8	3/8	4/4	1	1	1/32		1/32	1		7	73	C#5	5	3
1	1	13/8	13/8	0.125		13/32	13/32	4/4	1	1	1/32		1/32	1		4	76	E5	5	4
1	1	7/4	7/4	0.125		7/16	7/16	4/4	1	1	1/32		1/32	1		3	81	A5	5	5
1	1	15/8	15/8	0.125		15/32	15/32	4/4	1	1	1/32		1/32	1		7	85	C#6	6	6
1	1	2	2	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		3	57	A3	3	13
1	1	2	2	1.0		1/2	1/2	4/4	1	1	1/4		1/4	1		4	88	E6	6	7
1	1	5/2	5/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	14
1	1	3	3	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		7	61	C#4	4	15
1	1	3	3	1.0		3/4	3/4	4/4	1	1	1/4		1/4	1		4	88	E6	6	8
1	1	7/2	7/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	16
2	2	4	4	0.5		0	0	4/4	2	1	1/8		1/8	1		5	59	B3	3	21
2	2	4	4	0.5		0	0	4/4	1	1	1/8		1/8	1		4	88	E6	6	17
2	2	9/2	9/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	22
2	2	9/2	9/2	0.25		1/8	1/8	4/4	1	1	1/16		1/16	1		8	68	G#4	4	18
2	2	5	5	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		2	62	D4	4	23
2	2	5	5	2.0		1/4	1/4	4/4	1	1	1/2		1/2	1		8	68	G#4	4	19
2	2	11/2	11/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	24
2	2	6	6	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		5	59	B3	3	25
2	2	13/2	13/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	26
2	2	7	7	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		2	62	D4	4	27
2	2	7	7	1.0		3/4	3/4	4/4	1	1	1/4		1/4	1		8	68	G#4	4	20
2	2	15/2	15/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	28
3	3	8	8	0.5		0	0	4/4	2	1	1/8		1/8	1		7	61	C#4	4	33
3	3	8	8	1.0		0	0	4/4	1	1	1/4		1/4	1		3	69	A4	4	29
3	3	17/2	17/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	34
3	3	9	9	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		8	56	G#3	3	35
3	3	9	9	1.0		1/4	1/4	4/4	1	1	1/4		1/4	1		5	71	B4	4	30
3	3	19/2	19/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	36
3	3	10	10	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		3	57	A3	3	37
3	3	10	10	1.0		1/2	1/2	4/4	1	1	1/4		1/4	1		7	73	C#5	5	31
3	3	21/2	21/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		4	64	E4	4	38
3	3	11	11	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		6	54	F#3	3	39
3	3	11	11	1.0		3/4	3/4	4/4	1	1	1/4		1/4	1		2	74	D5	5	32
3	3	23/2	23/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		3	57	A3	3	40
4	4	12	12	0.0		0	0	4/4	1	1	0	acciaccatura	1/8	1		7	73	C#5	5	41
4	4	12	12	0.5		0	0	4/4	2	1	1/8		1/8	1		4	52	E3	3	46
4	4	12	12	1.5		0	0	4/4	1	1	3/8		1/4	3/2		4	76	E5	5	42
4	4	25/2	25/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		7	61	C#4	4	47
4	4	13	13	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		3	57	A3	3	48
4	4	27/2	27/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		7	61	C#4	4	49
4	4	27/2	27/2	0.25		3/8	3/8	4/4	1	1	1/16		1/16	1		2	74	D5	5	43
4	4	55/4	55/4	0.25		7/16	7/16	4/4	1	1	1/16		1/16	1		7	73	C#5	5	44
4	4	14	14	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		4	52	E3	3	50
4	4	14	14	1.0		1/2	1/2	4/4	1	1	1/4		1/4	1		5	71	B4	4	45
4	4	29/2	29/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		8	56	G#3	3	51
4	4	15	15	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		2	50	D3	3	52
4	4	31/2	31/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		8	56	G#3	3	53
5	5	16	16	0.5		0	0	4/4	2	1	1/8		1/8	1		7	49	C#3	3	64
5	5	33/2	33/2	0.25		1/8	1/8	4/4	1	1	1/16		1/16	1		3	57	A3	3	54
5	5	33/2	33/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		3	57	A3	3	65
5	5	67/4	67/4	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		7	61	C#4	4	55
5	5	17	17	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		4	52	E3	3	66
5	5	17	17	0.16666666666666666		1/4	1/4	4/4	1	1	1/24		1/16	2/3		4	64	E4	4	56
5	5	103/6	103/6	0.16666666666666666		7/24	7/24	4/4	1	1	1/24		1/16	2/3		3	69	A4	4	57
5	5	52/3	52/3	0.16666666666666666		1/3	1/3	4/4	1	1	1/24		1/16	2/3		7	73	C#5	5	58
5	5	35/2	35/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		3	57	A3	3	67
5	5	35/2	35/2	0.16666666666666666		3/8	3/8	4/4	1	1	1/24		1/16	2/3		4	76	E5	5	59
5	5	53/3	53/3	0.16666666666666666		5/12	5/12	4/4	1	1	1/24		1/16	2/3		3	81	A5	5	60
5	5	107/6	107/6	0.16666666666666666		11/24	11/24	4/4	1	1	1/24		1/16	2/3		7	85	C#6	6	61
5	5	18	18	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		5	47	B2	2	68
5	5	18	18	1.0		1/2	1/2	4/4	1	1	1/4		1/4	1		4	88	E6	6	62
5	5	37/2	37/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		8	56	G#3	3	69
5	5	19	19	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		4	52	E3	3	70
5	5	19	19	1.0		3/4	3/4	4/4	1	1	1/4		1/4	1		4	88	E6	6	63
5	5	39/2	39/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		8	56	G#3	3	71
6	6	20	20	0.5		0	0	4/4	2	1	1/8		1/8	1		10	46	A#2	2	76
6	6	20	20	0.5		0	0	4/4	1	1	1/8		1/8	1		4	88	E6	6	72
6	6	41/2	41/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		6	54	F#3	3	77
6	6	41/2	41/2	0.25		1/8	1/8	4/4	1	1	1/16		1/16	1		6	66	F#4	4	73
6	6	21	21	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		4	52	E3	3	78
6	6	21	21	2.0		1/4	1/4	4/4	1	1	1/2		1/2	1		6	66	F#4	4	74
6	6	43/2	43/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		6	54	F#3	3	79
6	6	22	22	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		7	49	C#3	3	80
6	6	45/2	45/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		10	58	A#3	3	81
6	6	23	23	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		4	52	E3	3	82
6	6	23	23	1.0		3/4	3/4	4/4	1	1	1/4		1/4	1		6	66	F#4	4	75
6	6	47/2	47/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		10	58	A#3	3	83
7	7	24	24	3.0		0	0	4/4	2	2	3/4		1/2	3/2		5	47	B2	2	101
7	7	24	24	0.5		0	0	4/4	2	1	1/8		1/8	1		4	52	E3	3	93
7	7	24	24	0.5		0	0	4/4	1	1	1/8		1/8	1		8	68	G#4	4	84
7	7	49/2	49/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		5	59	B3	3	94
7	7	49/2	49/2	0.25		1/8	1/8	4/4	1	1	1/16		1/16	1		3	69	A4	4	85
7	7	99/4	99/4	0.25		3/16	3/16	4/4	1	1	1/16		1/16	1		8	68	G#4	4	86
7	7	25	25	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		8	56	G#3	3	95
7	7	25	25	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		6	66	F#4	4	87
7	7	51/2	51/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		5	59	B3	3	96
7	7	51/2	51/2	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		8	68	G#4	4	88
7	7	26	26	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		6	54	F#3	3	97
7	7	26	26	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1		5	71	B4	4	89
7	7	53/2	53/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		5	59	B3	3	98
7	7	53/2	53/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	90
7	7	27	27	1.0		3/4	3/4	4/4	2	2	1/4		1/4	1		5	47	B2	2	102
7	7	27	27	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		3	57	A3	3	99
7	7	27	27	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		6	66	F#4	4	91
7	7	55/2	55/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		5	59	B3	3	100
